TRONCON,BV_PRIMAIRE,QUANTILE,REFERENCE,H30_RCP4,H30_RCP8,H50_RCP4,H50_RCP8,H80_RCP4,H80_RCP8
"ABI0002","Rivi̬re Harricana",10,108.62,97.61,95.86,93.19,89.48,91.07,76.98
"ABI0002","Rivi̬re Harricana",25,111.21,102.27,101.13,98.76,95.62,96.2,84.03
"ABI0002","Rivi̬re Harricana",50,114.18,106.41,106.47,103.49,100.93,101.24,91.08
"ABI0002","Rivi̬re Harricana",75,117.08,110.47,111.9,108.58,106.18,106.34,98.13
"ABI0002","Rivi̬re Harricana",90,119.72,114.31,117.18,114.31,111.24,112.82,104.36
"ABI0003","Rivi̬re Turgeon",10,106.69,95.78,94.29,92.11,86.89,89.41,75.16
"ABI0003","Rivi̬re Turgeon",25,109.4,100.68,99.45,97.21,93.51,94.45,82.38
"ABI0003","Rivi̬re Turgeon",50,112.42,104.9,104.82,101.68,98.92,99.49,89.2
"ABI0003","Rivi̬re Turgeon",75,115.39,108.97,110,106.72,104.17,104.79,96.81
"ABI0003","Rivi̬re Turgeon",90,117.89,112.66,115.01,112.48,109.26,110.87,103.08
"ABI0004","Rivi̬re Martigny",10,108.54,97.49,96.66,92.98,89.65,91.03,78.34
"ABI0004","Rivi̬re Martigny",25,111.81,102.17,102.04,98.84,96.34,97.19,85.36
"ABI0004","Rivi̬re Martigny",50,115.49,107.25,107.59,104.37,101.85,102.87,92.35
"ABI0004","Rivi̬re Martigny",75,119.02,111.99,113.28,110.15,107.46,108.38,99.48
"ABI0004","Rivi̬re Martigny",90,121.91,116.17,118.47,115.7,112.68,113.68,105.69
"ABI0011","Rivi̬re Turgeon",10,107.33,96.31,94.86,92.41,87.36,89.85,75.02
"ABI0011","Rivi̬re Turgeon",25,109.97,101.22,100.1,97.66,93.92,94.98,82.5
"ABI0011","Rivi̬re Turgeon",50,112.85,105.35,105.3,102.24,99.26,99.98,89.44
"ABI0011","Rivi̬re Turgeon",75,115.83,109.27,110.52,107.34,104.72,105.21,96.92
"ABI0011","Rivi̬re Turgeon",90,118.46,113.13,115.64,113.08,109.57,111.29,103.13
"ABI0012","Rivi̬re Turgeon",10,107.3,96.48,94.96,92.53,87.77,89.87,76.07
"ABI0012","Rivi̬re Turgeon",25,109.93,101.04,100.05,97.82,94,95.11,83.01
"ABI0012","Rivi̬re Turgeon",50,112.8,105.28,105.36,102.35,99.33,99.99,89.77
"ABI0012","Rivi̬re Turgeon",75,115.79,109.33,110.82,107.41,104.79,105.22,97.06
"ABI0012","Rivi̬re Turgeon",90,118.38,113.13,115.86,113.14,109.8,111.62,103.72
"ABI0013","Rivi̬re Turgeon",10,107.98,97.16,95.64,93.24,87.88,90.41,76.04
"ABI0013","Rivi̬re Turgeon",25,110.61,101.72,100.72,98.45,94.69,95.72,83.43
"ABI0013","Rivi̬re Turgeon",50,113.57,105.85,106,102.98,100.31,100.74,90.66
"ABI0013","Rivi̬re Turgeon",75,116.58,110.1,111.87,108.26,105.98,106.29,97.85
"ABI0013","Rivi̬re Turgeon",90,119.34,114.29,117.1,114.1,111,112.7,104.68
"ABI0014","",10,108.68,98.07,96.63,93.5,89.64,91.87,77.84
"ABI0014","",25,111.94,102.93,102.24,99.3,96.33,97.27,85.61
"ABI0014","",50,115.74,107.74,108.14,104.67,101.84,102.56,92.67
"ABI0014","",75,119.31,112.49,114.02,110.44,107.69,108.36,100.03
"ABI0014","",90,122.4,116.8,119.29,116.38,113.43,115.27,106.53
"ABI0016","",10,109.85,99.1,97.59,94.39,90.74,92.81,78.57
"ABI0016","",25,112.86,103.91,102.96,100.09,97.01,97.84,86.52
"ABI0016","",50,116.17,108.41,108.55,105.21,102.24,102.92,93.34
"ABI0016","",75,119.38,112.71,114.3,110.59,107.75,108.85,100.37
"ABI0016","",90,122.19,116.68,119.32,116.18,113.33,115.73,106.69
"ABI0020","",10,111.34,100.43,98.64,95.83,91.58,94,79.89
"ABI0020","",25,114.13,105.29,104.06,101.28,98.25,99.07,87.84
"ABI0020","",50,117.15,109.65,109.73,106.25,103.42,103.94,94.53
"ABI0020","",75,120.18,113.7,115.42,111.63,108.81,109.83,101.74
"ABI0020","",90,122.85,117.52,120.31,117.27,114.1,116.58,108.04
"ABI0028","",10,111.96,101.58,99.77,96.78,92.86,94.53,80.74
"ABI0028","",25,114.64,106.26,105.33,102.07,99.12,99.6,88.28
"ABI0028","",50,117.62,110.4,110.78,107.06,104.23,104.78,95
"ABI0028","",75,120.55,114.34,116.07,112.34,109.53,110.41,102.32
"ABI0028","",90,123.2,117.98,120.75,117.81,115.06,116.75,108.67
"ABI0029","",10,113.32,103.28,100.99,98.56,93.62,95.49,82.73
