ID_TRC_DET,ID_LOG,DATEMAJ,TYP_VOIE,LIE_VOIE,NOM_VOIE,DIR_VOIE,DEB_GCH,FIN_GCH,DEB_DRT,FIN_DRT,ARR_GCH,ARR_DRT,LIM_GCH,LIM_DRT
4003182,381743,20181105000000,avenue,,Kindersley,,0,0,0,0,Côte-des-Neiges-Notre-Dame-de-Grâce,Côte-des-Neiges-Notre-Dame-de-Grâce,Montréal,Montréal
4003183,381746,20181105000000,avenue,,Victoria,,0,0,0,0,Côte-des-Neiges-Notre-Dame-de-Grâce,Côte-des-Neiges-Notre-Dame-de-Grâce,Montréal,Montréal
4003184,381755,20181105000000,rue,,Cunard,,0,0,0,0,Côte-des-Neiges-Notre-Dame-de-Grâce,Côte-des-Neiges-Notre-Dame-de-Grâce,Montréal,Montréal
4003185,381768,20181105000000,rue,,Ostell-Crescent,,0,0,0,0,Côte-des-Neiges-Notre-Dame-de-Grâce,Côte-des-Neiges-Notre-Dame-de-Grâce,Montréal,Montréal
4003210,333021,20180207000000,voie,,Non-nommée,,0,0,0,0,,,Mont-Royal,Mont-Royal
4003295,593426,20220308000000,rue,,Beaubien,Est,0,0,0,0,Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montréal,Montréal
4003297,593386,20220303000000,rue,,Bélanger,,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Rosemont-La Petite-Patrie,Montréal,Montréal
4003367,321669,20171215000000,avenue,,Poitras,,0,0,0,0,Montréal-Nord,Montréal-Nord,Montréal,Montréal
4003416,592446,20220209000000,rue,de,Castille,,0,0,0,0,Montréal-Nord,Montréal-Nord,Montréal,Montréal
4003418,592710,20220209000000,rue,du,Progrès,,0,0,0,0,Montréal-Nord,Montréal-Nord,Montréal,Montréal
4003420,592416,20220207000000,rue,,Simon,,0,0,0,0,Montréal-Nord,Montréal-Nord,Montréal,Montréal
4003425,592398,20220207000000,rue,,Majeau,,0,0,0,0,Montréal-Nord,Montréal-Nord,Montréal,Montréal
4003428,321676,20171215000000,voie,,Non-nommée,,0,0,0,0,Montréal-Nord,Montréal-Nord,Montréal,Montréal
4003430,592736,20220214000000,rue,,J.-B.-Martineau,,0,0,0,0,Saint-Léonard,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4003432,592757,20220214000000,rue,,55e,,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4003436,592791,20220214000000,rue,,51e,,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4003438,592966,20220225000000,rue,,46e,,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4003439,592968,20220225000000,rue,,45e,,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4003441,592991,20220228000000,rue,,43e,,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4003443,593006,20220228000000,rue,,41e,,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4003444,593018,20220228000000,rue,,40e,,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4003447,593071,20220302000000,boulevard,,Robert,,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4003450,593101,20220302000000,rue,,Jarry,Est,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4003489,382368,20181112000000,avenue,,Balzac,,0,0,0,0,Montréal-Nord,Montréal-Nord,Montréal,Montréal
4003613,444915,20190801000000,voie,,Non-nommée,,0,0,0,0,Saint-Léonard,Saint-Léonard,Montréal,Montréal
4003652,321447,20171213000000,voie,,Non-nommée,,0,0,0,0,Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montréal,Montréal
4003767,591335,20210730000000,rue,,Mignault,,0,0,0,0,Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montréal,Montréal
4003915,333901,20180219000000,avenue,,4e,,0,0,0,0,Rivière-des-Prairies-Pointe-aux-Trembles,Rivière-des-Prairies-Pointe-aux-Trembles,Montréal,Montréal
4003924,414710,20190430000000,rue,,Hochelaga,,0,0,0,0,Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montréal,Montréal
4003935,372172,20180921000000,rue,,Notre-Dame,Est,0,0,0,0,Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montréal,Montréal
4004051,478283,20191213000000,voie,,Non-nommée,,0,0,0,0,Rivière-des-Prairies-Pointe-aux-Trembles,Rivière-des-Prairies-Pointe-aux-Trembles,Montréal,Montréal
4004215,330709,20180131000000,voie,,Non-nommée,,0,0,0,0,,,Montréal-Ouest,Montréal-Ouest
4004225,387352,20190109000000,chemin,,Sainte-Marie,,0,0,0,0,,,Kirkland,Kirkland
4004228,510424,20200312000000,terrasse,,Richelieu,,0,0,0,0,Pierrefonds-Roxboro,Pierrefonds-Roxboro,Montréal,Montréal
4004238,396109,20190219000000,rue,,Wellington,,0,0,0,0,Le Sud-Ouest,Verdun,Montréal,Montréal
4004260,392935,20190130000000,rue,de la,Commune,Ouest,0,0,1003,1065,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
4004265,394745,20190218000000,rue,de,Rouen,,0,0,2950,2952,Ville-Marie,Ville-Marie,Montréal,Montréal
4004266,394733,20190218000000,rue,,Ontario,Est,3011,3011,0,0,Ville-Marie,Ville-Marie,Montréal,Montréal
4004267,394736,20190218000000,rue,,Ontario,Est,0,0,2960,2960,Ville-Marie,Ville-Marie,Montréal,Montréal
4004275,403308,20190319000000,rue,,Masson,,0,0,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004276,403305,20190319000000,rue,,Masson,,0,0,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004277,394434,20190214000000,avenue,,De Lorimier,,0,0,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004278,394437,20190214000000,avenue,,De Lorimier,,5420,5440,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004279,394418,20190214000000,avenue,,Papineau,,0,0,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004280,394421,20190214000000,avenue,,Papineau,,5500,5500,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004281,394484,20190214000000,avenue,,Christophe-Colomb,,0,0,5579,5583,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004282,394487,20190214000000,avenue,,Christophe-Colomb,,0,0,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004283,394518,20190214000000,rue,,Saint-Hubert,,0,0,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004284,394521,20190214000000,rue,,Saint-Hubert,,5500,5508,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004286,394509,20190214000000,rue,,Saint-Denis,,0,0,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004287,390381,20190125000000,avenue,,Van Horne,,0,0,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004288,390384,20190125000000,avenue,,Van Horne,,0,0,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004291,390483,20190125000000,rue,,Clark,,0,0,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4004294,396169,20190220000000,avenue,du,Parc,,0,0,0,0,Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montréal,Montréal
4004295,396166,20190220000000,avenue,du,Parc,,0,0,0,0,Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montréal,Montréal
4004296,394792,20190219000000,rue,,Jean-Talon,Ouest,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4004300,398281,20190304000000,boulevard,,Crémazie,Ouest,326,444,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4004302,401482,20190318000000,avenue,,Papineau,,0,0,9505,9515,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4004303,401497,20190318000000,boulevard,,Saint-Michel,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4004316,596862,20220412000000,rue,,Port-de-Montréal,,0,0,0,0,Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montréal,Montréal
4004329,403666,20190321000000,rue,,Hickmore,,4950,5050,4985,4985,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4004334,326686,20180116000000,rue,,Ferrier,,5422,5510,5435,5485,,,Mont-Royal,Mont-Royal
4004352,401257,20190314000000,rue,,Bridge,,402,500,455,501,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
4004354,401504,20190318000000,avenue,,De Lorimier,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4004360,328140,20180118000000,rue,,Saint-Patrick,,7300,7330,0,0,LaSalle,LaSalle,Montréal,Montréal
4004401,328161,20180118000000,rue,de,Rushbrooke,,0,0,0,0,,,Dollard-des-Ormeaux,Dollard-des-Ormeaux
4004402,328155,20180118000000,rue,de,Rushbrooke,,0,0,0,0,,,Dollard-des-Ormeaux,Dollard-des-Ormeaux
4004575,314672,20171124000000,rue,,Ernest,,245,275,250,270,,,Dollard-des-Ormeaux,Dollard-des-Ormeaux
4004579,508849,20200311000000,chemin,,Dutour,,0,0,0,0,L'Île-Bizard-Sainte-Geneviève,L'Île-Bizard-Sainte-Geneviève,Montréal,Montréal
4004653,544001,20200729000000,rue,,Camille-Laurin,,0,0,0,0,Rivière-des-Prairies-Pointe-aux-Trembles,Rivière-des-Prairies-Pointe-aux-Trembles,Montréal,Montréal
4004672,544585,20200818000000,rue,,Douglas-B.-Floreani,,3500,3500,3425,3499,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4004701,390520,20190128000000,rue,,Notre-Dame,,10,150,0,0,Lachine,Lachine,Montréal,Montréal
4004721,591448,20210810000000,rue,du,Château-Kirkland,,42,46,39,47,,,Kirkland,Kirkland
4004792,390634,20190128000000,rue,,Fairway,,3425,4415,3402,4200,Lachine,Lachine,Montréal,Montréal
4004898,401145,20190313000000,boulevard,,Monk,,0,0,0,0,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
4004914,403569,20190320000000,chemin,des,Pins,,0,0,0,0,,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue
4004947,407248,20190404000000,rue,,John-McCurdy,,2114,2194,2119,2195,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4005081,394585,20190215000000,voie,,Non-nommée,,0,0,0,0,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
4005082,384019,20181206000000,voie,,Non-nommée,,0,0,0,0,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
4005356,328186,20180118000000,terrasse,,Whitehead,,0,0,15,25,,,Dorval,Dorval
4005479,326342,20180111000000,avenue,,Sunset,,11,11,0,0,,,Senneville,Senneville
4005480,326343,20180111000000,avenue,,Sunset,,0,0,12,14,,,Senneville,Senneville
4005481,381172,20181030000000,voie,,Privée,,0,0,0,0,,,Senneville,Senneville
4005482,381173,20181030000000,voie,,Privée,,0,0,0,0,,,Senneville,Senneville
4005690,314675,20171124000000,rue,,Choquette,,160,192,169,191,,,Dollard-des-Ormeaux,Dollard-des-Ormeaux
4005703,381170,20181030000000,voie,,Privée,,0,0,0,0,,,Senneville,Senneville
4005704,381171,20181030000000,voie,,Privée,,0,0,0,0,,,Senneville,Senneville
4005797,606263,20220803000000,rue,du,Canal,,0,0,0,0,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
4005798,606264,20220803000000,rue,du,Canal,,1720,1720,0,0,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
4005957,595919,20220406000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4005958,595920,20220406000000,boulevard,,Graham,,0,0,0,0,,,Mont-Royal,Mont-Royal
4005959,595922,20220406000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4005960,595923,20220406000000,boulevard,,Graham,,0,0,0,0,,,Mont-Royal,Mont-Royal
4005961,596382,20220407000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4005962,596383,20220407000000,chemin,,Canora,,0,0,0,0,,,Mont-Royal,Mont-Royal
4005967,596380,20220407000000,chemin,de,Dunkirk,,0,0,0,0,,,Mont-Royal,Mont-Royal
4005968,596379,20220407000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4005969,401452,20190318000000,voie,,Non-nommée,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
4005971,403790,20190321000000,voie,,Non-nommée,,0,0,0,0,,,Pointe-Claire,Pointe-Claire
4005974,398159,20190228000000,voie,,Non-nommée,,0,0,0,0,,,Mont-Royal,Mont-Royal
4005975,595903,20220406000000,avenue,,Sainte-Croix,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4005976,595904,20220406000000,chemin,,Lucerne,,0,0,0,0,,,Mont-Royal,Mont-Royal
4005981,596376,20220407000000,rue,,Stinson,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4005982,596377,20220407000000,rue,,Stinson,,0,0,0,0,,,Mont-Royal,Mont-Royal
4005983,390401,20190125000000,rue,du,Champ-d'Eau,,0,0,0,0,Saint-Léonard,Saint-Léonard,Montréal,Montréal
4005984,390398,20190125000000,rue,du,Champ-D'Eau,,0,0,0,0,Anjou,Anjou,Montréal,Montréal
4005995,595925,20220406000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4005996,595926,20220406000000,voie,,Non-nommée,,0,0,0,0,,,Mont-Royal,Mont-Royal
4005997,401073,20190313000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4006004,407247,20190404000000,rue,,John-McCurdy,,2094,2110,2117,2117,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4006103,334438,20180222000000,rue,du,Marché-Central,,0,0,1021,1053,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006105,362176,20180726000000,voie,,Non-nommée,,0,0,0,0,Verdun,Verdun,Montréal,Montréal
4006108,362178,20180726000000,voie,,Non-nommée,,0,0,0,0,Verdun,Verdun,Montréal,Montréal
4006115,551498,20200923000000,voie,,Non-nommée,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006117,396370,20190221000000,boulevard,,Crémazie,Ouest,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006126,398324,20190304000000,voie,,Non-nommée,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006127,398330,20190304000000,voie,,Non-nommée,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006128,398314,20190304000000,boulevard,,Crémazie,Ouest,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006140,398346,20190304000000,voie,,Non-nommée,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006142,398349,20190304000000,autoroute,,40,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006150,398292,20190304000000,autoroute,,40,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006165,398296,20190304000000,autoroute,,40,,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4006166,398284,20190304000000,boulevard,,Crémazie,Ouest,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006176,398304,20190304000000,boulevard,de l',Acadie,,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4006188,551499,20200923000000,rue,,De Beauharnois,Ouest,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006192,387349,20190109000000,voie,,Non-nommée,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006262,403460,20190320000000,route,,Transcanadienne,,0,0,0,0,,,Kirkland,Kirkland
4006371,335687,20180305000000,boulevard,,Cavendish,,0,0,14001,14073,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4006444,309240,20171101000000,rue,,Sherbrooke,,10501,10901,0,0,,,Montréal-Est,Montréal-Est
4006445,309199,20171101000000,rue,,Notre-Dame,,0,0,0,0,,,Montréal-Est,Montréal-Est
4006446,309213,20171101000000,rue,,Notre-Dame,,10515,10515,10400,10800,,,Montréal-Est,Montréal-Est
4006451,334431,20180222000000,rue,,Raymond-Pelletier,,8500,8600,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006509,596668,20220412000000,rue,,Jean-Talon,Est,0,0,0,0,Anjou,Anjou,Montréal,Montréal
4006511,394023,20190211000000,boulevard,,Métropolitain,Est,0,0,0,0,Saint-Léonard,Saint-Léonard,Montréal,Montréal
4006537,401424,20190318000000,route,,Transcanadienne,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4006540,313233,20171119000000,boulevard,,Persillier,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006544,401065,20190313000000,autoroute,,15,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006552,403457,20190320000000,route,,Transcanadienne,,0,0,0,0,,,Kirkland,Kirkland
4006589,403283,20190319000000,autoroute,,40,,0,0,0,0,Anjou,Anjou,Montréal,Montréal
4006590,390342,20190124000000,autoroute,,40,,0,0,0,0,Anjou,Anjou,Montréal,Montréal
4006598,367662,20180828000000,boulevard,,Laurentien,,12420,12450,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006634,336565,20180313000000,avenue,,Fielding,,0,0,7501,7507,Côte-des-Neiges-Notre-Dame-de-Grâce,Côte-des-Neiges-Notre-Dame-de-Grâce,Montréal,Montréal
4006638,330226,20180124000000,rue,,Hochelaga,,0,0,0,0,Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montréal,Montréal
4006648,328335,20180119000000,chemin,de,Senneville,,150,154,0,0,,,Senneville,Senneville
4006653,406869,20190326000000,boulevard,,Métropolitain,,10001,10555,0,0,,,Montréal-Est,Montréal-Est
4006664,401314,20190318000000,autoroute,,20,,0,0,0,0,,,Beaconsfield,Beaconsfield
4006669,401310,20190318000000,autoroute,,20,,0,0,0,0,,,Beaconsfield,Beaconsfield
4006689,401165,20190313000000,rue,,De Salaberry,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4006805,387403,20190110000000,rue,,Saint-Patrick,,8400,8600,0,0,LaSalle,LaSalle,Montréal,Montréal
4006815,401348,20190318000000,rue,,Wanklyn,,0,0,9585,9585,LaSalle,LaSalle,Montréal,Montréal
4006831,444968,20190801000000,rue,,Joseph-Dufresne,,12648,12700,12645,12663,Montréal-Nord,Montréal-Nord,Montréal,Montréal
4006841,330255,20180125000000,rue,de,Nazareth,,0,0,0,0,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
4006842,349411,20180430000000,autoroute,,10,,0,0,0,0,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
4006844,403762,20190321000000,boulevard,des,Sources,,0,0,0,0,,,Dorval,Dorval
4006847,403765,20190321000000,boulevard,des,Sources,,0,0,0,0,,,Pointe-Claire,Pointe-Claire
4006915,584271,20210113000000,rue,,Poitiers,,18768,18772,0,0,Pierrefonds-Roxboro,Pierrefonds-Roxboro,Montréal,Montréal
4006954,332521,20180206000000,boulevard,,Pie-IX,,0,0,9275,9275,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4006978,353876,20180601000000,avenue,,Laval,,3422,3496,3405,3483,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4006986,390387,20190125000000,rue,,Cloutier,,0,0,2,18,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4007015,401421,20190318000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007024,403634,20190320000000,autoroute,,40,,0,0,0,0,,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue
4007027,403630,20190320000000,autoroute,,40,,0,0,0,0,,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue
4007040,403674,20190321000000,autoroute,,40,,0,0,0,0,,,Kirkland,Kirkland
4007041,403672,20190321000000,voie,,Non-nommée,,0,0,0,0,,,Kirkland,Kirkland
4007044,403650,20190320000000,autoroute,,40,,0,0,0,0,,,Kirkland,Kirkland
4007054,399962,20190311000000,autoroute,,40,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007056,399956,20190311000000,autoroute,,40,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007059,600605,20220525000000,autoroute,,40,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007087,341752,20180323000000,autoroute,,20,,0,0,0,0,,,Beaconsfield,Beaconsfield
4007088,341753,20180323000000,autoroute,,20,,0,0,0,0,,,Beaconsfield,Beaconsfield
4007089,341755,20180323000000,autoroute,,20,,0,0,0,0,,,Beaconsfield,Beaconsfield
4007090,341756,20180323000000,autoroute,,20,,0,0,0,0,,,Beaconsfield,Beaconsfield
4007091,341750,20180323000000,voie,,Non-nommée,,0,0,0,0,,,Beaconsfield,Beaconsfield
4007096,328228,20180118000000,voie,,Non-nommée,,0,0,0,0,,,Dorval,Dorval
4007097,387627,20190114000000,boulevard,,Bouchard,,0,0,0,0,,,Dorval,Dorval
4007098,387628,20190114000000,boulevard,,Bouchard,,0,0,0,0,,,Dorval,Dorval
4007099,387629,20190114000000,boulevard,,Montréal-Toronto,,0,0,0,0,,,Dorval,Dorval
4007103,478130,20191212000000,rue,de la,Station,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007110,404034,20190325000000,boulevard,,Marcel-Laurin,,100,180,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007111,404037,20190325000000,boulevard,,Marcel-Laurin,,0,0,101,105,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007112,404022,20190322000000,boulevard,,Marcel-Laurin,,200,250,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007113,404019,20190322000000,boulevard,,Marcel-Laurin,,0,0,155,155,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007136,362180,20180726000000,rue,,Gilberte-Dubé,,0,0,0,0,Verdun,Verdun,Montréal,Montréal
4007209,316579,20171130000000,avenue,du,Fief-Carion,,12412,12412,0,0,Rivière-des-Prairies-Pointe-aux-Trembles,Rivière-des-Prairies-Pointe-aux-Trembles,Montréal,Montréal
4007238,401461,20190318000000,chemin,des,Iroquois,,500,1800,0,0,Lachine,Lachine,Montréal,Montréal
4007388,535395,20200615000000,boulevard,de,Pierrefonds,,0,0,18661,18661,Pierrefonds-Roxboro,Pierrefonds-Roxboro,Montréal,Montréal
4007443,403977,20190322000000,voie,,Non-nommée,,0,0,0,0,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
4007444,403981,20190322000000,voie,,Non-nommée,,0,0,0,0,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
4007456,394530,20190214000000,rue,,Berri,,0,0,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4007457,394536,20190214000000,rue,,Berri,,0,0,0,0,Ville-Marie,Ville-Marie,Montréal,Montréal
4007458,394527,20190214000000,rue,,Berri,,0,0,0,0,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montréal,Montréal
4007459,394533,20190214000000,rue,,Berri,,0,0,0,0,Ville-Marie,Ville-Marie,Montréal,Montréal
4007460,403623,20190320000000,voie,,Non-nommée,,0,0,0,0,,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue
4007464,396446,20190225000000,route,,Transcanadienne,,0,0,0,0,,,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue
4007468,403671,20190321000000,autoroute,,40,,0,0,0,0,,,Kirkland,Kirkland
4007473,326476,20180112000000,route,,Transcanadienne,,0,0,0,0,,,Pointe-Claire,Pointe-Claire
4007480,399998,20190311000000,boulevard,,Pitfield,,3000,3300,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007484,406904,20190329000000,autoroute,,13,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007487,406905,20190329000000,route,,Transcanadienne,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007489,578097,20201217000000,autoroute,,40,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007490,390154,20190123000000,autoroute,,40,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007493,398186,20190228000000,autoroute,,40,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007499,401091,20190313000000,autoroute,,15,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4007501,313234,20171119000000,boulevard,,Persillier,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4007502,407303,20190405000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007503,407304,20190405000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
4007512,398336,20190304000000,autoroute,,40,,0,0,0,0,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montréal,Montréal
4007526,407222,20190403000000,boulevard,,Crémazie,Est,4001,4001,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4007528,407223,20190403000000,boulevard,,Crémazie,Est,0,0,0,0,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
4007547,403271,20190319000000,boulevard,,Métropolitain,,0,0,0,0,Anjou,Anjou,Montréal,Montréal
4007559,394760,20190219000000,autoroute,,25,,0,0,0,0,Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montréal,Montréal
4007562,394627,20190215000000,voie,,Non-nommée,,0,0,0,0,Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montréal,Montréal
