ID_TRC_DET,ID_LOG,DATEMAJ,TYP_VOIE,LIE_VOIE,NOM_VOIE,DIR_VOIE,DEB_GCH,FIN_GCH,DEB_DRT,FIN_DRT,ARR_GCH,ARR_DRT,LIM_GCH,LIM_DRT
1600643,401241,20190314000000,rue,,Eadie,,5380,5432,5335,5415,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
1600870,396479,20190225000000,chemin,,Glen,,0,0,995,995,,,Westmount,Westmount
1600907,591210,20210705000000,avenue,,Greene,,1090,1102,1087,1089,,,Westmount,Westmount
1600970,316717,20171201000000,chemin,,De Casson,,2,22,1,31,,,Westmount,Westmount
1600973,316714,20171201000000,avenue,,Wood,,422,460,425,433,,,Westmount,Westmount
1600974,316711,20171201000000,avenue,,Wood,,462,492,0,0,,,Westmount,Westmount
1601255,362175,20180726000000,voie,,Non-nommée,,0,0,0,0,Verdun,Verdun,Montréal,Montréal
1601366,590925,20210505000000,rue,,Dupuis,,1090,1170,1177,1177,Verdun,Verdun,Montréal,Montréal
1601926,328297,20180119000000,boulevard,,Shevchenko,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1601961,584164,20201222000000,rue,,Ducas,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1601962,584166,20201222000000,rue,,Ducas,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1601963,584167,20201222000000,rue,,Ducas,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1601964,584172,20201222000000,boulevard,,De La Vérendrye,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1601982,584169,20201222000000,boulevard,,De La Vérendrye,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1601983,584170,20201222000000,boulevard,,De La Vérendrye,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1601986,584165,20201222000000,rue,,Ducas,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1602007,445886,20190826000000,chemin,du,Parc-Angrignon,,0,0,0,0,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
1602008,445887,20190826000000,chemin,du,Parc-Angrignon,,0,0,0,0,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
1602010,445889,20190826000000,chemin,du,Parc-Angrignon,,0,0,0,0,Le Sud-Ouest,Le Sud-Ouest,Montréal,Montréal
1602084,398362,20190304000000,rue,,Saint-Patrick,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1602095,330706,20180131000000,autoroute,,20,,0,0,0,0,,,Montréal-Ouest,Montréal-Ouest
1602096,381850,20181106000000,rue,,Notre-Dame,Ouest,0,0,0,0,Lachine,,Montréal,Montréal-Ouest
1602098,330669,20180131000000,avenue,,Brock,Sud,0,0,0,0,,,Montréal-Ouest,Montréal-Ouest
1602100,330726,20180131000000,autoroute,,20,,0,0,0,0,,,Montréal-Ouest,Montréal-Ouest
1602101,330707,20180131000000,boulevard,,Montréal-Toronto,,0,0,0,0,,,Montréal-Ouest,Montréal-Ouest
1602116,330670,20180131000000,boulevard,,Montréal-Toronto,,0,0,0,0,,,Montréal-Ouest,Montréal-Ouest
1602118,330671,20180131000000,autoroute,,20,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1602162,561856,20201030000000,avenue,,Westminster,Sud,0,0,0,0,,,Montréal-Ouest,Montréal-Ouest
1602163,321747,20171215000000,rue,,Sherbrooke,Ouest,0,0,0,0,,,Montréal-Ouest,Montréal-Ouest
1602242,403714,20190321000000,avenue,,Westminster,Nord,0,0,405,419,,,Montréal-Ouest,Montréal-Ouest
1602463,403955,20190322000000,avenue,,Westminster,,0,0,0,0,,,Côte-Saint-Luc,Côte-Saint-Luc
1602464,403959,20190322000000,avenue,,Westminster,,0,0,0,0,,,Côte-Saint-Luc,Côte-Saint-Luc
1602497,316828,20171204000000,chemin,de la,Côte-Saint-Luc,,7394,7450,0,0,,,Côte-Saint-Luc,Côte-Saint-Luc
1602501,328143,20180118000000,chemin,,Westover,,0,0,0,0,,,Montréal-Ouest,Côte-Saint-Luc
1602522,396571,20190225000000,chemin,de la,Côte-Saint-Luc,,0,0,7171,7201,,,Côte-Saint-Luc,Côte-Saint-Luc
1602525,396585,20190225000000,chemin,de la,Côte-Saint-Luc,,7330,7380,0,0,Côte-des-Neiges-Notre-Dame-de-Grâce,Côte-des-Neiges-Notre-Dame-de-Grâce,Montréal,Montréal
1602580,384762,20181217000000,chemin,,Baily,,0,0,0,0,,,Côte-Saint-Luc,Côte-Saint-Luc
1602607,316923,20171205000000,avenue,,Kellert,,0,0,5700,5740,,,Côte-Saint-Luc,Côte-Saint-Luc
1602629,403702,20190321000000,boulevard,,Cavendish,,5650,5690,5621,5661,,,Côte-Saint-Luc,Côte-Saint-Luc
1602664,407212,20190403000000,chemin,,Fleet,,0,0,0,0,,,Côte-Saint-Luc,Côte-Saint-Luc
1602714,403698,20190321000000,chemin,,Baily,,0,0,0,0,,,Côte-Saint-Luc,Côte-Saint-Luc
1602727,384775,20181217000000,avenue,,Robinson,,0,0,0,0,,,Côte-Saint-Luc,Côte-Saint-Luc
1602732,403690,20190321000000,boulevard,,Cavendish,,0,0,0,0,,,Côte-Saint-Luc,Côte-Saint-Luc
1602733,403694,20190321000000,boulevard,,Cavendish,,0,0,0,0,,,Côte-Saint-Luc,Côte-Saint-Luc
1602743,316814,20171204000000,chemin,,Kildare,,0,0,6651,6823,,,Côte-Saint-Luc,Côte-Saint-Luc
1602755,600648,20220526000000,chemin,,Kildare,,6500,6502,0,0,,,Côte-Saint-Luc,Côte-Saint-Luc
1602889,316745,20171201000000,rue,,Thurlow,,54,88,45,83,,,Hampstead,Hampstead
1602892,316777,20171201000000,rue,,Granville,,22,40,23,33,,,Hampstead,Hampstead
1602896,326690,20180116000000,rue,,Northcote,,11,15,10,16,,,Hampstead,Hampstead
1602899,326697,20180116000000,rue,,Thurlow,,18,44,25,41,,,Hampstead,Hampstead
1603028,316752,20171201000000,rue,,Cleve,,15,79,14,80,,,Hampstead,Hampstead
1603060,326685,20180116000000,rue,,Ferrier,,5512,5592,5495,5555,,,Mont-Royal,Mont-Royal
1603102,398124,20190228000000,chemin,de la,Côte-de-Liesse,,0,0,0,0,,,Mont-Royal,Mont-Royal
1603115,398120,20190228000000,chemin,de la,Côte-de-Liesse,,0,0,0,0,,,Mont-Royal,Mont-Royal
1603118,398101,20190228000000,autoroute,,40,,0,0,0,0,,,Mont-Royal,Mont-Royal
1603119,398156,20190228000000,autoroute,,15,,0,0,0,0,,,Mont-Royal,Mont-Royal
1603121,398169,20190228000000,autoroute,,15,,0,0,0,0,,,Mont-Royal,Mont-Royal
1603246,529698,20200525000000,chemin,de la,Côte-de-Liesse,,0,0,0,0,,,Mont-Royal,Mont-Royal
1603394,316882,20171205000000,chemin,,Rockland,,0,0,0,0,,,Mont-Royal,Mont-Royal
1603450,461635,20191009000000,chemin,,Markham,,280,282,299,301,,,Mont-Royal,Mont-Royal
1603468,396552,20190225000000,chemin,,Rockland,,0,0,0,0,,,Mont-Royal,Mont-Royal
1603469,396555,20190225000000,chemin,,Rockland,,0,0,0,0,,,Mont-Royal,Mont-Royal
1603528,317014,20171205000000,chemin,,Canora,,0,0,915,921,,,Mont-Royal,Mont-Royal
1603780,316682,20171130000000,boulevard,,Laird,,0,0,1166,1166,,,Mont-Royal,Mont-Royal
1603867,396558,20190225000000,avenue,,Rockland,,0,0,0,0,Outremont,Outremont,Montréal,Montréal
1603870,396564,20190225000000,chemin,,Bates,,0,0,0,0,Outremont,Outremont,Montréal,Montréal
1603879,369704,20180910000000,avenue,,McEachran,,0,0,0,0,Outremont,Outremont,Montréal,Montréal
1603915,383922,20181127000000,avenue,,Outremont,,938,960,0,0,Outremont,Outremont,Montréal,Montréal
1603917,383923,20181127000000,avenue,,Wiseman,,918,932,0,0,Outremont,Outremont,Montréal,Montréal
1604180,471832,20191115000000,chemin,de la,Côte-Sainte-Catherine,,740,740,0,0,Outremont,Outremont,Montréal,Montréal
1604188,512731,20200401000000,avenue,,Smart,,0,0,0,0,,,Côte-Saint-Luc,Côte-Saint-Luc
1604210,339283,20180319000000,avenue,,Clarke,,0,0,0,0,,,Westmount,Westmount
1604310,316817,20171204000000,chemin,,Kildare,,6600,6830,0,0,,,Côte-Saint-Luc,Côte-Saint-Luc
1604369,560451,20201028000000,rue,,Jean-Talon,Ouest,1000,1024,1001,1035,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montréal,Montréal
1604515,382544,20181112000000,rue,,Harrow,,0,0,0,0,,,Hampstead,Hampstead
1604582,321664,20171215000000,rue,,Sherbrooke,Est,0,0,15850,15850,Rivière-des-Prairies-Pointe-aux-Trembles,Rivière-des-Prairies-Pointe-aux-Trembles,Montréal,Montréal
1604739,390580,20190128000000,avenue,,55e,,1177,1305,1200,1410,,Lachine,Dorval,Montréal
1604816,333976,20180219000000,avenue,,55e,,0,0,2060,2070,,,Dorval,Dorval
1604829,390563,20190128000000,avenue,,43e,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1604922,465748,20191028000000,rue,,Dalbé-Viau,,3205,3275,3204,3286,Lachine,Lachine,Montréal,Montréal
1604933,401323,20190318000000,avenue,,32e,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1604934,401320,20190318000000,avenue,,32e,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1604970,404080,20190325000000,autoroute,,13,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1604971,404077,20190325000000,autoroute,,13,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605062,526175,20200512000000,rue,,Notre-Dame,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605241,369773,20180911000000,chemin,du,Musée,,25,25,0,0,Lachine,Lachine,Montréal,Montréal
1605253,369781,20180911000000,chemin,du,Canal,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605409,390630,20190128000000,autoroute,,20,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605410,390626,20190128000000,autoroute,,20,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605418,390432,20190125000000,voie,,Non-nommée,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605419,390428,20190125000000,voie,,Non-nommée,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605421,390412,20190125000000,voie,,Non-nommée,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605422,390416,20190125000000,voie,,Non-nommée,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605423,390408,20190125000000,boulevard,,Montréal-Toronto,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605429,390424,20190125000000,autoroute,,20,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605437,390420,20190125000000,autoroute,,20,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605439,390534,20190128000000,boulevard,,Saint-Joseph,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605443,389124,20190118000000,voie,,Non-nommée,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605444,390467,20190125000000,boulevard,,Saint-Joseph,,15,45,26,64,Lachine,Lachine,Montréal,Montréal
1605459,390619,20190128000000,voie,,Non-nommée,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605460,390622,20190128000000,voie,,Non-nommée,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605464,390616,20190128000000,voie,,Non-nommée,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605516,390440,20190125000000,avenue,,23e,,2125,2185,2300,2360,Lachine,Lachine,Montréal,Montréal
1605518,485465,20200115000000,voie,,Non-nommée,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605519,390612,20190128000000,chemin,de la,Côte-de-Liesse,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605605,390472,20190125000000,rue,,Saint-Patrick,,0,0,9725,9731,LaSalle,LaSalle,Montréal,Montréal
1605631,389097,20190118000000,boulevard,,LaSalle,,9624,9626,0,0,LaSalle,LaSalle,Montréal,Montréal
1605646,389103,20190118000000,boulevard,,LaSalle,,9576,9576,9535,9581,LaSalle,LaSalle,Montréal,Montréal
1605654,467881,20191030000000,voie,,Non-nommée,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1605655,467882,20191030000000,rue,,Centrale,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1605656,467883,20191030000000,avenue,,Lafleur,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1605663,389081,20190118000000,route,,138,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1605684,389089,20190118000000,route,,138,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1605685,389085,20190118000000,route,,138,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1605689,308516,20171026000000,avenue,,Lafleur,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1605696,401352,20190318000000,rue,,Stinson,,138,226,0,0,LaSalle,LaSalle,Montréal,Montréal
1605697,308519,20171026000000,avenue,,Lafleur,,220,220,225,225,LaSalle,LaSalle,Montréal,Montréal
1605746,356063,20180608000000,rue,,Bayne,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1605757,403687,20190321000000,rue,,Clément,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1605781,389121,20190118000000,voie,,Non-nommée,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605809,330673,20180131000000,autoroute,,20,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605821,330674,20180131000000,autoroute,,20,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605822,330675,20180131000000,autoroute,,20,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605838,349784,20180502000000,avenue,,Saint-Pierre,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605839,349791,20180502000000,avenue,,Saint-Pierre,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1605941,515595,20200408000000,rue,,Clément,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1606226,433957,20190710000000,rue,de,Percé,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1606297,465702,20191025000000,avenue,,Fothergill,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1606621,515667,20200408000000,rue,,Centrale,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1606662,328285,20180119000000,rue,,Thierry,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1606696,521050,20200427000000,rue,,Thierry,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1606724,520964,20200427000000,rue,,Thierry,,0,0,0,0,LaSalle,LaSalle,Montréal,Montréal
1606842,403675,20190321000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1606843,403679,20190321000000,autoroute,,13,,0,0,0,0,Lachine,Lachine,Montréal,Montréal
1606847,333984,20180219000000,rue,,Hickmore,,5050,5050,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1606849,403683,20190321000000,autoroute,,13,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1606851,390459,20190125000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1606856,390455,20190125000000,autoroute,,13,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1606868,390609,20190128000000,chemin,de la,Côte-de-Liesse,,0,0,9005,9045,Lachine,,Montréal,Dorval
1606902,399932,20190311000000,autoroute,,13,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1606907,400113,20190311000000,montée,de,Liesse,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1606927,400130,20190311000000,rue,,McArthur,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1606937,400123,20190311000000,chemin,de la,Côte-de-Liesse,,0,0,6971,7445,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1606984,400097,20190311000000,boulevard,,Cavendish,,0,0,8585,8989,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1606985,400103,20190311000000,boulevard,,Cavendish,,8050,8200,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1606999,400077,20190311000000,chemin,de la,Côte-de-Liesse,,0,0,5945,6275,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607043,390075,20190123000000,boulevard,de la,Côte-Vertu,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607045,390095,20190123000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607047,390087,20190123000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607049,390063,20190123000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607050,390078,20190123000000,route,,Transcanadienne,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607051,390084,20190123000000,boulevard,de la,Côte-Vertu,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607052,390072,20190123000000,boulevard,de la,Côte-Vertu,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607054,390067,20190123000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607055,390092,20190123000000,boulevard,de la,Côte-Vertu,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607056,390099,20190123000000,route,,Transcanadienne,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607074,390105,20190123000000,autoroute,,40,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607090,390111,20190123000000,autoroute,,40,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607293,400049,20190311000000,chemin,de la,Côte-de-Liesse,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607294,398135,20190228000000,chemin,de la,Côte-de-Liesse,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607304,398131,20190228000000,chemin,de la,Côte-de-Liesse,,0,0,0,0,,Saint-Laurent,Mont-Royal,Montréal
1607305,414781,20190501000000,chemin,de la,Côte-de-Liesse,,5750,5750,0,0,,,Mont-Royal,Mont-Royal
1607526,591820,20210927000000,boulevard,,Marcel-Laurin,,300,400,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607542,400028,20190311000000,boulevard,,Décarie,,350,400,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607546,400021,20190311000000,boulevard,,Décarie,,0,0,305,375,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607549,404015,20190322000000,boulevard,,Marcel-Laurin,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607602,398127,20190228000000,chemin,de la,Côte-de-Liesse,,0,0,5575,5625,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607647,399971,20190311000000,chemin,de la,Côte-de-Liesse,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607685,396375,20190221000000,chemin,de la,Côte-de-Liesse,,0,0,1955,2105,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607694,396380,20190221000000,rue,,Gince,,50,50,25,55,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607717,401097,20190313000000,boulevard,,Lebeau,,0,0,751,775,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607733,335775,20180306000000,boulevard,de la,Côte-Vertu,,180,200,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607734,335772,20180306000000,boulevard,de la,Côte-Vertu,,0,0,175,265,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607736,335771,20180306000000,boulevard,de la,Côte-Vertu,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607737,335774,20180306000000,boulevard,de la,Côte-Vertu,,300,300,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607857,401113,20190313000000,boulevard,de la,Côte-Vertu,,450,450,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607858,401109,20190313000000,boulevard,de la,Côte-Vertu,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607971,403599,20190320000000,boulevard,,Henri-Bourassa,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1607972,403595,20190320000000,boulevard,,Henri-Bourassa,,0,0,3275,3275,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608021,500479,20200217000000,rue,,Cléroux,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608087,500303,20200214000000,avenue,,O'Brien,,1200,1200,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608128,601963,20220607000000,avenue,,O'Brien,,1010,1070,1015,1085,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608193,601964,20220607000000,avenue,,O'Brien,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608194,601966,20220607000000,boulevard,de la,Côte-Vertu,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608196,601967,20220607000000,boulevard,de la,Côte-Vertu,,0,0,1313,1331,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608197,313226,20171119000000,boulevard,de la,Côte-Vertu,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608203,601962,20220607000000,avenue,,O'Brien,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608204,313227,20171119000000,boulevard,de la,Côte-Vertu,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608206,313228,20171119000000,avenue,,O'Brien,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608350,361815,20180717000000,rue,,Utilités publiques,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608427,349430,20180501000000,boulevard,de la,Côte-Vertu,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608827,399929,20190311000000,autoroute,,13,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608834,399914,20190311000000,autoroute,,13,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608835,399917,20190311000000,autoroute,,13,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608838,595707,20220404000000,boulevard,de la,Côte-Vertu,,5000,5000,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608862,390161,20190123000000,route,,Transcanadienne,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608868,390151,20190123000000,autoroute,,40,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608869,390131,20190123000000,autoroute,,40,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608870,390118,20190123000000,route,,Transcanadienne,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608874,400054,20190311000000,chemin,,Saint-François,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608877,390123,20190123000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608878,381713,20181105000000,rue,de la,Savane,,0,0,0,0,Côte-des-Neiges-Notre-Dame-de-Grâce,Côte-des-Neiges-Notre-Dame-de-Grâce,Montréal,Montréal
1608880,390136,20190123000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608884,381716,20181105000000,avenue,,Mountain Sights,,0,0,0,0,Côte-des-Neiges-Notre-Dame-de-Grâce,Côte-des-Neiges-Notre-Dame-de-Grâce,Montréal,Montréal
1608886,381701,20181105000000,avenue,,Mountain Sights,,0,0,0,0,Côte-des-Neiges-Notre-Dame-de-Grâce,Côte-des-Neiges-Notre-Dame-de-Grâce,Montréal,Montréal
1608908,390168,20190123000000,route,,Transcanadienne,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608909,390172,20190123000000,autoroute,,40,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608921,390176,20190123000000,autoroute,,40,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608922,308506,20171026000000,place,,De Miniac,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608944,392896,20190130000000,rue,,Saint-Hubert,,500,800,0,0,Ville-Marie,Ville-Marie,Montréal,Montréal
1608951,390182,20190123000000,autoroute,,40,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608957,390193,20190123000000,route,,Transcanadienne,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608959,390189,20190123000000,route,,Transcanadienne,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1608980,401411,20190318000000,autoroute,,40,,0,0,0,0,,,Dorval,Dorval
1608982,401406,20190318000000,autoroute,,40,,0,0,0,0,,,Dorval,Dorval
1608984,401396,20190318000000,route,,Transcanadienne,,0,0,1175,1175,,,Dorval,Dorval
1608985,390005,20190122000000,boulevard,,Saint-Régis,,0,0,0,0,,,Dorval,Dorval
1608995,401418,20190318000000,route,,Transcanadienne,,0,0,0,0,,,Dorval,Dorval
1608997,399938,20190311000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609006,390009,20190122000000,boulevard,,Henri-Bourassa,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609015,399944,20190311000000,route,,Transcanadienne,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609017,399951,20190311000000,route,,Transcanadienne,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609018,390025,20190122000000,boulevard,,Henri-Bourassa,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609022,399948,20190311000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609036,390185,20190123000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609043,390029,20190123000000,rue,,Halpern,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609047,399985,20190311000000,boulevard,,Henri-Bourassa,,9260,9600,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609049,316700,20171130000000,rue,,Valiquette,,3484,3610,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609055,399978,20190311000000,boulevard,,Henri-Bourassa,,0,0,9255,9655,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609062,399995,20190311000000,boulevard,,Pitfield,,0,0,2855,3131,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609064,400006,20190311000000,voie,,Non-nommée,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609066,400009,20190311000000,autoroute,,13,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609067,400013,20190311000000,autoroute,,13,,0,0,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609069,316696,20171130000000,boulevard,,Pitfield,,0,0,3155,3155,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609070,316693,20171130000000,boulevard,,Pitfield,,0,0,3185,3565,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609094,547899,20200904000000,chemin,du,Bois-Franc,,4700,4900,4775,4855,Saint-Laurent,Saint-Laurent,Montréal,Montréal
1609182,336572,20180313000000,boulevard,,Henri-Bourassa,,6200,6220,0,0,Saint-Laurent,Saint-Laurent,Montréal,Montréal
