numero_station,nom_station,metaux_pm10,date,concentration_ng_m3,statut
3,Saint-Jean-Baptiste,Cobalt,2003-02-02,2.6,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-02-02,16.1,mesure
3,Saint-Jean-Baptiste,Fer,2003-02-02,255,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-02-02,16.1,mesure
3,Saint-Jean-Baptiste,Nickel,2003-02-02,3.5,mesure
3,Saint-Jean-Baptiste,Plomb,2003-02-02,6.7,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-02-02,2.8,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-02-02,5.2,mesure
3,Saint-Jean-Baptiste,Mercure,2003-02-02,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-02-08,2.2,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-02-08,0.8,mesure
3,Saint-Jean-Baptiste,Chrome,2003-02-08,0.7,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-02-08,5,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-02-08,87.2,mesure
3,Saint-Jean-Baptiste,Fer,2003-02-08,391.8,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-02-08,15.1,mesure
3,Saint-Jean-Baptiste,Nickel,2003-02-08,33,mesure
3,Saint-Jean-Baptiste,Plomb,2003-02-08,9.4,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-02-08,2,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-02-08,123.5,mesure
3,Saint-Jean-Baptiste,Mercure,2003-02-08,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-02-14,3.3,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-02-14,1.1,mesure
3,Saint-Jean-Baptiste,Chrome,2003-02-14,0.2,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-02-14,4.5,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-02-14,23.9,mesure
3,Saint-Jean-Baptiste,Fer,2003-02-14,482.2,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-02-14,34,mesure
3,Saint-Jean-Baptiste,Nickel,2003-02-14,5.2,mesure
3,Saint-Jean-Baptiste,Plomb,2003-02-14,20.2,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-02-14,3,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-02-14,14.5,mesure
3,Saint-Jean-Baptiste,Mercure,2003-02-14,0.1,mesure
3,Saint-Jean-Baptiste,Arsenic,2003-02-20,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2003-02-20,0.1,mesure
3,Saint-Jean-Baptiste,Chrome,2003-02-20,0.4,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-02-20,0.2,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-02-20,199.3,mesure
3,Saint-Jean-Baptiste,Fer,2003-02-20,179.3,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-02-20,7,mesure
3,Saint-Jean-Baptiste,Nickel,2003-02-20,14,mesure
3,Saint-Jean-Baptiste,Plomb,2003-02-20,1.3,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-02-20,1,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-02-20,56.8,mesure
3,Saint-Jean-Baptiste,Mercure,2003-02-20,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-02-26,8.9,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-02-26,3.1,mesure
3,Saint-Jean-Baptiste,Chrome,2003-02-26,0.4,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-02-26,4.7,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-02-26,51.1,mesure
3,Saint-Jean-Baptiste,Fer,2003-02-26,752.9,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-02-26,50.6,mesure
3,Saint-Jean-Baptiste,Nickel,2003-02-26,10.9,mesure
3,Saint-Jean-Baptiste,Plomb,2003-02-26,43.2,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-02-26,1,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-02-26,24.1,mesure
3,Saint-Jean-Baptiste,Mercure,2003-02-26,0,mesure
3,Saint-Jean-Baptiste,Arsenic,2003-03-04,9.4,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-03-04,1.2,mesure
3,Saint-Jean-Baptiste,Chrome,2003-03-04,0.7,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-03-04,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2003-03-04,102.5,mesure
3,Saint-Jean-Baptiste,Fer,2003-03-04,627.4,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-03-04,39,mesure
3,Saint-Jean-Baptiste,Nickel,2003-03-04,15.7,mesure
3,Saint-Jean-Baptiste,Plomb,2003-03-04,56.8,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-03-04,3.8,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-03-04,35.6,mesure
3,Saint-Jean-Baptiste,Mercure,2003-03-04,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-03-10,3.4,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-03-10,1.1,mesure
3,Saint-Jean-Baptiste,Chrome,2003-03-10,0.6,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-03-10,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2003-03-10,309.2,mesure
3,Saint-Jean-Baptiste,Fer,2003-03-10,368.5,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-03-10,21.8,mesure
3,Saint-Jean-Baptiste,Nickel,2003-03-10,15.7,mesure
3,Saint-Jean-Baptiste,Plomb,2003-03-10,36.7,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-03-10,1.5,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-03-10,47.2,mesure
3,Saint-Jean-Baptiste,Mercure,2003-03-10,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-03-16,4,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-03-16,1.5,mesure
3,Saint-Jean-Baptiste,Chrome,2003-03-16,0.6,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-03-16,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2003-03-16,32.9,mesure
3,Saint-Jean-Baptiste,Fer,2003-03-16,1635,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-03-16,84.5,mesure
3,Saint-Jean-Baptiste,Nickel,2003-03-16,13.8,mesure
3,Saint-Jean-Baptiste,Plomb,2003-03-16,51.7,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-03-16,1.5,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-03-16,36.6,mesure
3,Saint-Jean-Baptiste,Mercure,2003-03-16,0,mesure
3,Saint-Jean-Baptiste,Arsenic,2003-04-03,0.7,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-04-03,0.7,mesure
3,Saint-Jean-Baptiste,Chrome,2003-04-03,0.6,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-04-03,10.9,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-04-03,45.2,mesure
3,Saint-Jean-Baptiste,Fer,2003-04-03,1062.9,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-04-03,35.1,mesure
3,Saint-Jean-Baptiste,Nickel,2003-04-03,5.3,mesure
3,Saint-Jean-Baptiste,Plomb,2003-04-03,11.6,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-04-03,1.7,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-04-03,,<LDR
3,Saint-Jean-Baptiste,Mercure,2003-04-03,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-04-09,1.4,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-04-09,2.1,mesure
3,Saint-Jean-Baptiste,Chrome,2003-04-09,0.6,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-04-09,11.8,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-04-09,195.5,mesure
3,Saint-Jean-Baptiste,Fer,2003-04-09,1104.8,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-04-09,47.2,mesure
3,Saint-Jean-Baptiste,Nickel,2003-04-09,9.6,mesure
3,Saint-Jean-Baptiste,Plomb,2003-04-09,23.4,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-04-09,1.5,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-04-09,13,mesure
3,Saint-Jean-Baptiste,Mercure,2003-04-09,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-04-15,4.2,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-04-15,2.6,mesure
3,Saint-Jean-Baptiste,Chrome,2003-04-15,0.9,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-04-15,10.7,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-04-15,313.4,mesure
3,Saint-Jean-Baptiste,Fer,2003-04-15,1078.6,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-04-15,42.7,mesure
3,Saint-Jean-Baptiste,Nickel,2003-04-15,17.1,mesure
3,Saint-Jean-Baptiste,Plomb,2003-04-15,54,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-04-15,8.8,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-04-15,30.7,mesure
3,Saint-Jean-Baptiste,Mercure,2003-04-15,0.1,mesure
3,Saint-Jean-Baptiste,Arsenic,2003-04-21,1.3,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-04-21,2.8,mesure
3,Saint-Jean-Baptiste,Chrome,2003-04-21,0.9,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-04-21,11.8,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-04-21,77.6,mesure
3,Saint-Jean-Baptiste,Fer,2003-04-21,889.6,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-04-21,26.1,mesure
3,Saint-Jean-Baptiste,Nickel,2003-04-21,12.8,mesure
3,Saint-Jean-Baptiste,Plomb,2003-04-21,31.1,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-04-21,2.6,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-04-21,17.8,mesure
3,Saint-Jean-Baptiste,Mercure,2003-04-21,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-04-27,1.3,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-04-27,0.6,mesure
3,Saint-Jean-Baptiste,Chrome,2003-04-27,0.4,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-04-27,7.3,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-04-27,23.7,mesure
3,Saint-Jean-Baptiste,Fer,2003-04-27,533.2,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-04-27,18.2,mesure
3,Saint-Jean-Baptiste,Nickel,2003-04-27,5.4,mesure
3,Saint-Jean-Baptiste,Plomb,2003-04-27,9.6,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-04-27,1.7,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-04-27,5,mesure
3,Saint-Jean-Baptiste,Mercure,2003-04-27,0,mesure
3,Saint-Jean-Baptiste,Arsenic,2003-05-09,1.6,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-05-09,0.7,mesure
3,Saint-Jean-Baptiste,Chrome,2003-05-09,0.4,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-05-09,8.3,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-05-09,32.5,mesure
3,Saint-Jean-Baptiste,Fer,2003-05-09,829.4,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-05-09,34,mesure
3,Saint-Jean-Baptiste,Nickel,2003-05-09,4.7,mesure
3,Saint-Jean-Baptiste,Plomb,2003-05-09,8.5,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-05-09,1,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-05-09,,<LDR
3,Saint-Jean-Baptiste,Mercure,2003-05-09,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-05-15,0.6,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-05-15,0.3,mesure
3,Saint-Jean-Baptiste,Chrome,2003-05-15,0.2,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-05-15,0.8,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-05-15,15.2,mesure
3,Saint-Jean-Baptiste,Fer,2003-05-15,377.2,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-05-15,15.9,mesure
3,Saint-Jean-Baptiste,Nickel,2003-05-15,2.6,mesure
3,Saint-Jean-Baptiste,Plomb,2003-05-15,5.3,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-05-15,0.7,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-05-15,,<LDR
3,Saint-Jean-Baptiste,Mercure,2003-05-15,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-05-21,1.6,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-05-21,0.6,mesure
3,Saint-Jean-Baptiste,Chrome,2003-05-21,0.3,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-05-21,5.3,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-05-21,121.6,mesure
3,Saint-Jean-Baptiste,Fer,2003-05-21,594.4,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-05-21,18.1,mesure
3,Saint-Jean-Baptiste,Nickel,2003-05-21,3.1,mesure
3,Saint-Jean-Baptiste,Plomb,2003-05-21,6,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-05-21,0.7,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-05-21,,<LDR
3,Saint-Jean-Baptiste,Mercure,2003-05-21,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-05-27,1.6,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-05-27,0.6,mesure
3,Saint-Jean-Baptiste,Chrome,2003-05-27,0.5,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-05-27,3.5,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-05-27,42.8,mesure
3,Saint-Jean-Baptiste,Fer,2003-05-27,636.4,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-05-27,28,mesure
3,Saint-Jean-Baptiste,Nickel,2003-05-27,8.1,mesure
3,Saint-Jean-Baptiste,Plomb,2003-05-27,12.3,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-05-27,1.7,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-05-27,,<LDR
3,Saint-Jean-Baptiste,Mercure,2003-05-27,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-06-02,2,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-06-02,0.3,mesure
3,Saint-Jean-Baptiste,Chrome,2003-06-02,0.6,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-06-02,1.7,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-06-02,38.7,mesure
3,Saint-Jean-Baptiste,Fer,2003-06-02,869.2,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-06-02,30,mesure
3,Saint-Jean-Baptiste,Nickel,2003-06-02,5.5,mesure
3,Saint-Jean-Baptiste,Plomb,2003-06-02,4.8,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-06-02,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2003-06-02,6.3,mesure
3,Saint-Jean-Baptiste,Mercure,2003-06-02,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-06-08,3.6,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-06-08,0.5,mesure
3,Saint-Jean-Baptiste,Chrome,2003-06-08,0.2,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-06-08,0.1,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-06-08,26.6,mesure
3,Saint-Jean-Baptiste,Fer,2003-06-08,287.6,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-06-08,10.6,mesure
3,Saint-Jean-Baptiste,Nickel,2003-06-08,6.3,mesure
3,Saint-Jean-Baptiste,Plomb,2003-06-08,12.6,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-06-08,0.5,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-06-08,16,mesure
3,Saint-Jean-Baptiste,Mercure,2003-06-08,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-06-20,1.5,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-06-20,,<LDR
3,Saint-Jean-Baptiste,Chrome,2003-06-20,0.5,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-06-20,1.1,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-06-20,33,mesure
3,Saint-Jean-Baptiste,Fer,2003-06-20,588.9,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-06-20,23,mesure
3,Saint-Jean-Baptiste,Nickel,2003-06-20,9.4,mesure
3,Saint-Jean-Baptiste,Plomb,2003-06-20,3.8,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-06-20,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2003-06-20,16,mesure
3,Saint-Jean-Baptiste,Mercure,2003-06-20,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-07-02,3.3,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-07-02,0.6,mesure
3,Saint-Jean-Baptiste,Chrome,2003-07-02,0.3,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-07-02,5,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-07-02,211.6,mesure
3,Saint-Jean-Baptiste,Fer,2003-07-02,539.9,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-07-02,23.8,mesure
3,Saint-Jean-Baptiste,Nickel,2003-07-02,7.2,mesure
3,Saint-Jean-Baptiste,Plomb,2003-07-02,12.3,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-07-02,2.1,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-07-02,17,mesure
3,Saint-Jean-Baptiste,Mercure,2003-07-02,0.2,mesure
3,Saint-Jean-Baptiste,Arsenic,2003-07-08,2.6,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-07-08,1,mesure
3,Saint-Jean-Baptiste,Chrome,2003-07-08,0.6,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-07-08,8.7,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-07-08,116.9,mesure
3,Saint-Jean-Baptiste,Fer,2003-07-08,931.9,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-07-08,28.5,mesure
3,Saint-Jean-Baptiste,Nickel,2003-07-08,8.3,mesure
3,Saint-Jean-Baptiste,Plomb,2003-07-08,17.6,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-07-08,2.2,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-07-08,21,mesure
3,Saint-Jean-Baptiste,Mercure,2003-07-08,0,mesure
3,Saint-Jean-Baptiste,Arsenic,2003-07-14,2.4,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-07-14,0.1,mesure
3,Saint-Jean-Baptiste,Chrome,2003-07-14,0.4,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-07-14,1.9,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-07-14,100.6,mesure
3,Saint-Jean-Baptiste,Fer,2003-07-14,475,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-07-14,16.4,mesure
3,Saint-Jean-Baptiste,Nickel,2003-07-14,10.1,mesure
3,Saint-Jean-Baptiste,Plomb,2003-07-14,13.1,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-07-14,1.9,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-07-14,40.4,mesure
3,Saint-Jean-Baptiste,Mercure,2003-07-14,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-07-20,4.5,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-07-20,1,mesure
3,Saint-Jean-Baptiste,Chrome,2003-07-20,0.5,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-07-20,9.1,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-07-20,32.8,mesure
3,Saint-Jean-Baptiste,Fer,2003-07-20,498.6,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-07-20,18.4,mesure
3,Saint-Jean-Baptiste,Nickel,2003-07-20,13.6,mesure
3,Saint-Jean-Baptiste,Plomb,2003-07-20,21.5,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-07-20,5,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-07-20,45.9,mesure
3,Saint-Jean-Baptiste,Mercure,2003-07-20,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-07-26,2.6,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-07-26,0.1,mesure
3,Saint-Jean-Baptiste,Chrome,2003-07-26,0.5,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-07-26,0.6,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-07-26,21.3,mesure
3,Saint-Jean-Baptiste,Fer,2003-07-26,296.7,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-07-26,9.1,mesure
3,Saint-Jean-Baptiste,Nickel,2003-07-26,13.7,mesure
3,Saint-Jean-Baptiste,Plomb,2003-07-26,5.7,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-07-26,3.3,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-07-26,65.4,mesure
3,Saint-Jean-Baptiste,Mercure,2003-07-26,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-08-01,2.9,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-08-01,0.6,mesure
3,Saint-Jean-Baptiste,Chrome,2003-08-01,0.6,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-08-01,7.8,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-08-01,18.3,mesure
3,Saint-Jean-Baptiste,Fer,2003-08-01,755.5,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-08-01,22.6,mesure
3,Saint-Jean-Baptiste,Nickel,2003-08-01,4.7,mesure
3,Saint-Jean-Baptiste,Plomb,2003-08-01,14.4,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-08-01,1.2,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-08-01,1.7,mesure
3,Saint-Jean-Baptiste,Mercure,2003-08-01,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-08-07,3.3,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-08-07,1.6,mesure
3,Saint-Jean-Baptiste,Chrome,2003-08-07,0.4,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-08-07,8.9,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-08-07,36.8,mesure
3,Saint-Jean-Baptiste,Fer,2003-08-07,797.3,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-08-07,33.4,mesure
3,Saint-Jean-Baptiste,Nickel,2003-08-07,9.6,mesure
3,Saint-Jean-Baptiste,Plomb,2003-08-07,23.2,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-08-07,3.2,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-08-07,17.5,mesure
3,Saint-Jean-Baptiste,Mercure,2003-08-07,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-08-13,1.8,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-08-13,0.3,mesure
3,Saint-Jean-Baptiste,Chrome,2003-08-13,0.4,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-08-13,3,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-08-13,30.4,mesure
3,Saint-Jean-Baptiste,Fer,2003-08-13,835.9,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-08-13,32.4,mesure
3,Saint-Jean-Baptiste,Nickel,2003-08-13,3.9,mesure
3,Saint-Jean-Baptiste,Plomb,2003-08-13,10.7,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-08-13,1.2,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-08-13,7.1,mesure
3,Saint-Jean-Baptiste,Mercure,2003-08-13,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-08-19,2.1,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-08-19,0.9,mesure
3,Saint-Jean-Baptiste,Chrome,2003-08-19,0.5,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-08-19,7.7,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-08-19,66.5,mesure
3,Saint-Jean-Baptiste,Fer,2003-08-19,1132.4,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-08-19,32.9,mesure
3,Saint-Jean-Baptiste,Nickel,2003-08-19,6.9,mesure
3,Saint-Jean-Baptiste,Plomb,2003-08-19,12.9,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-08-19,1.2,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-08-19,17.5,mesure
3,Saint-Jean-Baptiste,Mercure,2003-08-19,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-08-25,3.2,mesure
3,Saint-Jean-Baptiste,Cadmium,2003-08-25,0.9,mesure
3,Saint-Jean-Baptiste,Chrome,2003-08-25,0.3,mesure
3,Saint-Jean-Baptiste,Cobalt,2003-08-25,7.4,mesure
3,Saint-Jean-Baptiste,Cuivre,2003-08-25,28.4,mesure
3,Saint-Jean-Baptiste,Fer,2003-08-25,569.6,mesure
3,Saint-Jean-Baptiste,Manganèse,2003-08-25,38.2,mesure
3,Saint-Jean-Baptiste,Nickel,2003-08-25,5.3,mesure
3,Saint-Jean-Baptiste,Plomb,2003-08-25,22.2,mesure
3,Saint-Jean-Baptiste,Sélénium,2003-08-25,0.9,mesure
3,Saint-Jean-Baptiste,Vanadium,2003-08-25,10.5,mesure
3,Saint-Jean-Baptiste,Mercure,2003-08-25,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2003-09-06,2.1,mesure
