numero_station,nom_station,metaux_pm10,date,concentration_ng_m3,statut
3,Saint-Jean-Baptiste,Magnesium,2020-01-10,93.7,mesure
3,Saint-Jean-Baptiste,Manganese,2020-01-10,8.1,mesure
3,Saint-Jean-Baptiste,Molybdene,2020-01-10,,<LDR
3,Saint-Jean-Baptiste,Nickel,2020-01-10,3.1,mesure
3,Saint-Jean-Baptiste,Plomb,2020-01-10,5,mesure
3,Saint-Jean-Baptiste,Potassium,2020-01-10,,<LDR
3,Saint-Jean-Baptiste,Selenium,2020-01-10,,<LDR
3,Saint-Jean-Baptiste,Sodium,2020-01-10,1124.5,mesure
3,Saint-Jean-Baptiste,Thallium,2020-01-10,,<LDR
3,Saint-Jean-Baptiste,Uranium,2020-01-10,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2020-01-10,1.9,mesure
3,Saint-Jean-Baptiste,Zinc,2020-01-10,,<LDR
80,Molson,Aluminium,2020-01-10,,N/A
80,Molson,Antimoine,2020-01-10,,N/A
80,Molson,Argent,2020-01-10,,N/A
80,Molson,Arsenic,2020-01-10,,N/A
80,Molson,Baryum,2020-01-10,,N/A
80,Molson,Beryllium,2020-01-10,,N/A
80,Molson,Cadmium,2020-01-10,,N/A
80,Molson,Calcium,2020-01-10,,N/A
80,Molson,Chrome,2020-01-10,,N/A
80,Molson,Cobalt,2020-01-10,,N/A
80,Molson,Cuivre,2020-01-10,,N/A
80,Molson,Etain,2020-01-10,,N/A
80,Molson,Fer,2020-01-10,,N/A
80,Molson,Magnesium,2020-01-10,,N/A
80,Molson,Manganese,2020-01-10,,N/A
80,Molson,Molybdene,2020-01-10,,N/A
80,Molson,Nickel,2020-01-10,,N/A
80,Molson,Plomb,2020-01-10,,N/A
80,Molson,Potassium,2020-01-10,,N/A
80,Molson,Selenium,2020-01-10,,N/A
80,Molson,Sodium,2020-01-10,,N/A
80,Molson,Thallium,2020-01-10,,N/A
80,Molson,Uranium,2020-01-10,,N/A
80,Molson,Vanadium,2020-01-10,,N/A
80,Molson,Zinc,2020-01-10,,N/A
99,Sainte-Anne-de-Bellevue,Aluminium,2020-01-10,109.3,mesure
99,Sainte-Anne-de-Bellevue,Antimoine,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Argent,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Arsenic,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Baryum,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Beryllium,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Cadmium,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Calcium,2020-01-10,668,mesure
99,Sainte-Anne-de-Bellevue,Chrome,2020-01-10,3.5,mesure
99,Sainte-Anne-de-Bellevue,Cobalt,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Cuivre,2020-01-10,24.3,mesure
99,Sainte-Anne-de-Bellevue,Etain,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Fer,2020-01-10,334,mesure
99,Sainte-Anne-de-Bellevue,Magnesium,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Manganese,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Molybdene,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Nickel,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Plomb,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Potassium,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Selenium,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Sodium,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Thallium,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Uranium,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Vanadium,2020-01-10,,<LDR
99,Sainte-Anne-de-Bellevue,Zinc,2020-01-10,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2020-01-16,65,mesure
3,Saint-Jean-Baptiste,Antimoine,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Argent,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Baryum,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Beryllium,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Calcium,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Chrome,2020-01-16,1.9,mesure
3,Saint-Jean-Baptiste,Cobalt,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2020-01-16,15.9,mesure
3,Saint-Jean-Baptiste,Etain,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Fer,2020-01-16,82.7,mesure
3,Saint-Jean-Baptiste,Magnesium,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Manganese,2020-01-16,2,mesure
3,Saint-Jean-Baptiste,Molybdene,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Nickel,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Plomb,2020-01-16,2.4,mesure
3,Saint-Jean-Baptiste,Potassium,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Selenium,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Sodium,2020-01-16,826.7,mesure
3,Saint-Jean-Baptiste,Thallium,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Uranium,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Zinc,2020-01-16,,<LDR
80,Molson,Aluminium,2020-01-16,35.3,mesure
80,Molson,Antimoine,2020-01-16,,<LDR
80,Molson,Argent,2020-01-16,,<LDR
80,Molson,Arsenic,2020-01-16,,<LDR
80,Molson,Baryum,2020-01-16,,<LDR
80,Molson,Beryllium,2020-01-16,,<LDR
80,Molson,Cadmium,2020-01-16,,<LDR
80,Molson,Calcium,2020-01-16,,<LDR
80,Molson,Chrome,2020-01-16,2.5,mesure
80,Molson,Cobalt,2020-01-16,,<LDR
80,Molson,Cuivre,2020-01-16,14.4,mesure
80,Molson,Etain,2020-01-16,,<LDR
80,Molson,Fer,2020-01-16,117.6,mesure
80,Molson,Magnesium,2020-01-16,,<LDR
80,Molson,Manganese,2020-01-16,2.3,mesure
80,Molson,Molybdene,2020-01-16,,<LDR
80,Molson,Nickel,2020-01-16,1.8,mesure
80,Molson,Plomb,2020-01-16,2.6,mesure
80,Molson,Potassium,2020-01-16,,<LDR
80,Molson,Selenium,2020-01-16,,<LDR
80,Molson,Sodium,2020-01-16,979.8,mesure
80,Molson,Thallium,2020-01-16,,<LDR
80,Molson,Uranium,2020-01-16,,<LDR
80,Molson,Vanadium,2020-01-16,,<LDR
80,Molson,Zinc,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Aluminium,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Antimoine,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Argent,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Arsenic,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Baryum,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Beryllium,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Cadmium,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Calcium,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Chrome,2020-01-16,2,mesure
99,Sainte-Anne-de-Bellevue,Cobalt,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Cuivre,2020-01-16,6.2,mesure
99,Sainte-Anne-de-Bellevue,Etain,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Fer,2020-01-16,68.3,mesure
99,Sainte-Anne-de-Bellevue,Magnesium,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Manganese,2020-01-16,1.4,mesure
99,Sainte-Anne-de-Bellevue,Molybdene,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Nickel,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Plomb,2020-01-16,2,mesure
99,Sainte-Anne-de-Bellevue,Potassium,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Selenium,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Sodium,2020-01-16,745.5,mesure
99,Sainte-Anne-de-Bellevue,Thallium,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Uranium,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Vanadium,2020-01-16,,<LDR
99,Sainte-Anne-de-Bellevue,Zinc,2020-01-16,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2020-01-22,55.5,mesure
3,Saint-Jean-Baptiste,Antimoine,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Argent,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Baryum,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Beryllium,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Calcium,2020-01-22,463.5,mesure
3,Saint-Jean-Baptiste,Chrome,2020-01-22,2.1,mesure
3,Saint-Jean-Baptiste,Cobalt,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2020-01-22,293.8,mesure
3,Saint-Jean-Baptiste,Etain,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Fer,2020-01-22,104.4,mesure
3,Saint-Jean-Baptiste,Magnesium,2020-01-22,65.3,mesure
3,Saint-Jean-Baptiste,Manganese,2020-01-22,3.7,mesure
3,Saint-Jean-Baptiste,Molybdene,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Nickel,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Plomb,2020-01-22,6.5,mesure
3,Saint-Jean-Baptiste,Potassium,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Selenium,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Sodium,2020-01-22,913.9,mesure
3,Saint-Jean-Baptiste,Thallium,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Uranium,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Zinc,2020-01-22,,<LDR
80,Molson,Aluminium,2020-01-22,45.3,mesure
80,Molson,Antimoine,2020-01-22,,<LDR
80,Molson,Argent,2020-01-22,,<LDR
80,Molson,Arsenic,2020-01-22,,<LDR
80,Molson,Baryum,2020-01-22,,<LDR
80,Molson,Beryllium,2020-01-22,,<LDR
80,Molson,Cadmium,2020-01-22,,<LDR
80,Molson,Calcium,2020-01-22,399.7,mesure
80,Molson,Chrome,2020-01-22,2.4,mesure
80,Molson,Cobalt,2020-01-22,,<LDR
80,Molson,Cuivre,2020-01-22,9.3,mesure
80,Molson,Etain,2020-01-22,,<LDR
80,Molson,Fer,2020-01-22,153.2,mesure
80,Molson,Magnesium,2020-01-22,,<LDR
80,Molson,Manganese,2020-01-22,3.5,mesure
80,Molson,Molybdene,2020-01-22,,<LDR
80,Molson,Nickel,2020-01-22,,<LDR
80,Molson,Plomb,2020-01-22,,<LDR
80,Molson,Potassium,2020-01-22,,<LDR
80,Molson,Selenium,2020-01-22,,<LDR
80,Molson,Sodium,2020-01-22,932.7,mesure
80,Molson,Thallium,2020-01-22,,<LDR
80,Molson,Uranium,2020-01-22,,<LDR
80,Molson,Vanadium,2020-01-22,,<LDR
80,Molson,Zinc,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Aluminium,2020-01-22,40.4,mesure
99,Sainte-Anne-de-Bellevue,Antimoine,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Argent,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Arsenic,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Baryum,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Beryllium,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Cadmium,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Calcium,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Chrome,2020-01-22,2.1,mesure
99,Sainte-Anne-de-Bellevue,Cobalt,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Cuivre,2020-01-22,10.6,mesure
99,Sainte-Anne-de-Bellevue,Etain,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Fer,2020-01-22,93.2,mesure
99,Sainte-Anne-de-Bellevue,Magnesium,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Manganese,2020-01-22,2,mesure
99,Sainte-Anne-de-Bellevue,Molybdene,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Nickel,2020-01-22,1.3,mesure
99,Sainte-Anne-de-Bellevue,Plomb,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Potassium,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Selenium,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Sodium,2020-01-22,994,mesure
99,Sainte-Anne-de-Bellevue,Thallium,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Uranium,2020-01-22,,<LDR
99,Sainte-Anne-de-Bellevue,Vanadium,2020-01-22,1.3,mesure
99,Sainte-Anne-de-Bellevue,Zinc,2020-01-22,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2020-01-28,45.6,mesure
3,Saint-Jean-Baptiste,Antimoine,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Argent,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Baryum,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Beryllium,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Calcium,2020-01-28,474.2,mesure
3,Saint-Jean-Baptiste,Chrome,2020-01-28,2.1,mesure
3,Saint-Jean-Baptiste,Cobalt,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2020-01-28,14.2,mesure
3,Saint-Jean-Baptiste,Etain,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Fer,2020-01-28,117,mesure
3,Saint-Jean-Baptiste,Magnesium,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Manganese,2020-01-28,2.6,mesure
3,Saint-Jean-Baptiste,Molybdene,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Nickel,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Plomb,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Potassium,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Selenium,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Sodium,2020-01-28,800.7,mesure
3,Saint-Jean-Baptiste,Thallium,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Uranium,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Zinc,2020-01-28,,<LDR
80,Molson,Aluminium,2020-01-28,,N/A
80,Molson,Antimoine,2020-01-28,,N/A
80,Molson,Argent,2020-01-28,,N/A
80,Molson,Arsenic,2020-01-28,,N/A
80,Molson,Baryum,2020-01-28,,N/A
80,Molson,Beryllium,2020-01-28,,N/A
80,Molson,Cadmium,2020-01-28,,N/A
80,Molson,Calcium,2020-01-28,,N/A
80,Molson,Chrome,2020-01-28,,N/A
80,Molson,Cobalt,2020-01-28,,N/A
80,Molson,Cuivre,2020-01-28,,N/A
80,Molson,Etain,2020-01-28,,N/A
80,Molson,Fer,2020-01-28,,N/A
80,Molson,Magnesium,2020-01-28,,N/A
80,Molson,Manganese,2020-01-28,,N/A
80,Molson,Molybdene,2020-01-28,,N/A
80,Molson,Nickel,2020-01-28,,N/A
80,Molson,Plomb,2020-01-28,,N/A
80,Molson,Potassium,2020-01-28,,N/A
80,Molson,Selenium,2020-01-28,,N/A
80,Molson,Sodium,2020-01-28,,N/A
80,Molson,Thallium,2020-01-28,,N/A
80,Molson,Uranium,2020-01-28,,N/A
80,Molson,Vanadium,2020-01-28,,N/A
80,Molson,Zinc,2020-01-28,,N/A
99,Sainte-Anne-de-Bellevue,Aluminium,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Antimoine,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Argent,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Arsenic,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Baryum,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Beryllium,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Cadmium,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Calcium,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Chrome,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Cobalt,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Cuivre,2020-01-28,4.4,mesure
99,Sainte-Anne-de-Bellevue,Etain,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Fer,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Magnesium,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Manganese,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Molybdene,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Nickel,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Plomb,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Potassium,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Selenium,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Sodium,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Thallium,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Uranium,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Vanadium,2020-01-28,,<LDR
99,Sainte-Anne-de-Bellevue,Zinc,2020-01-28,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2020-02-03,58.5,mesure
3,Saint-Jean-Baptiste,Antimoine,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Argent,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Baryum,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Beryllium,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Calcium,2020-02-03,456.6,mesure
3,Saint-Jean-Baptiste,Chrome,2020-02-03,2.4,mesure
3,Saint-Jean-Baptiste,Cobalt,2020-02-03,1.2,mesure
3,Saint-Jean-Baptiste,Cuivre,2020-02-03,33.4,mesure
3,Saint-Jean-Baptiste,Etain,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Fer,2020-02-03,135.1,mesure
3,Saint-Jean-Baptiste,Magnesium,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Manganese,2020-02-03,3.2,mesure
3,Saint-Jean-Baptiste,Molybdene,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Nickel,2020-02-03,1.9,mesure
3,Saint-Jean-Baptiste,Plomb,2020-02-03,16.7,mesure
3,Saint-Jean-Baptiste,Potassium,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Selenium,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Sodium,2020-02-03,385.9,mesure
3,Saint-Jean-Baptiste,Thallium,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Uranium,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2020-02-03,,<LDR
3,Saint-Jean-Baptiste,Zinc,2020-02-03,,<LDR
80,Molson,Aluminium,2020-02-03,37.5,mesure
80,Molson,Antimoine,2020-02-03,,<LDR
80,Molson,Argent,2020-02-03,,<LDR
80,Molson,Arsenic,2020-02-03,,<LDR
80,Molson,Baryum,2020-02-03,,<LDR
80,Molson,Beryllium,2020-02-03,,<LDR
80,Molson,Cadmium,2020-02-03,,<LDR
80,Molson,Calcium,2020-02-03,363.6,mesure
80,Molson,Chrome,2020-02-03,2.9,mesure
80,Molson,Cobalt,2020-02-03,,<LDR
80,Molson,Cuivre,2020-02-03,14.2,mesure
80,Molson,Etain,2020-02-03,,<LDR
80,Molson,Fer,2020-02-03,170.4,mesure
80,Molson,Magnesium,2020-02-03,56.8,mesure
80,Molson,Manganese,2020-02-03,3.5,mesure
80,Molson,Molybdene,2020-02-03,,<LDR
80,Molson,Nickel,2020-02-03,1.2,mesure
80,Molson,Plomb,2020-02-03,3.5,mesure
80,Molson,Potassium,2020-02-03,,<LDR
80,Molson,Selenium,2020-02-03,,<LDR
80,Molson,Sodium,2020-02-03,170.4,mesure
80,Molson,Thallium,2020-02-03,,<LDR
80,Molson,Uranium,2020-02-03,,<LDR
80,Molson,Vanadium,2020-02-03,1.1,mesure
80,Molson,Zinc,2020-02-03,,<LDR
99,Sainte-Anne-de-Bellevue,Aluminium,2020-02-03,33,mesure
99,Sainte-Anne-de-Bellevue,Antimoine,2020-02-03,,<LDR
99,Sainte-Anne-de-Bellevue,Argent,2020-02-03,,<LDR
99,Sainte-Anne-de-Bellevue,Arsenic,2020-02-03,,<LDR
99,Sainte-Anne-de-Bellevue,Baryum,2020-02-03,,<LDR
99,Sainte-Anne-de-Bellevue,Beryllium,2020-02-03,,<LDR
99,Sainte-Anne-de-Bellevue,Cadmium,2020-02-03,,<LDR
99,Sainte-Anne-de-Bellevue,Calcium,2020-02-03,,<LDR
99,Sainte-Anne-de-Bellevue,Chrome,2020-02-03,2.2,mesure
