"Cote/Titre","Dates","Fichier jpg - 300 dpi (CLIQUEZ SUR LE LIEN)","Mention de crédits" 
"VM97-3_7P9-63.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P9-63.jpg","Archives de la Ville de Montréal"
"VM97-3_7P9-64.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P9-64.jpg","Archives de la Ville de Montréal"
"VM97-3_7P9-65.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P9-65.jpg","Archives de la Ville de Montréal"
"VM97-3_7P9-66.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P9-66.jpg","Archives de la Ville de Montréal"
"VM97-3_7P9-67.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P9-67.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-01.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-01.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-02.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-02.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-03.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-03.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-04.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-04.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-05.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-05.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-06.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-06.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-07.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-07.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-08.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-08.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-09.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-09.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-10.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-10.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-11.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-11.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-12.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-12.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-13.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-13.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-14.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-14.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-15.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-15.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-16.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-16.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-17.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-17.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-18.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-18.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-19.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-19.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-20.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-20.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-21.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-21.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-22.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-22.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-23.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-23.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-24.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-24.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-25.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-25.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-26.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-26.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-27.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-27.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-28.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-28.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-29.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-29.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-30.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-30.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-31.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-31.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-32.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-32.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-33.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-33.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-34.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-34.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-35.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-35.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-36.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-36.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-37.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-37.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-38.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-38.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-39.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-39.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-40.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-40.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-41.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-41.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-42.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-42.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-43.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-43.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-44.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-44.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-45.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-45.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-46.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-46.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-47.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-47.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-48.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-48.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-49.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-49.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-50.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-50.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-51.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-51.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-52.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-52.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-53.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-53.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-54.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-54.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-55.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-55.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-56.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-56.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-57.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-57.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-58.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-58.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-59.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-59.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-60.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-60.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-61.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-61.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-62.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-62.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-63.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-63.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-64.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-64.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-65.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-65.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-66.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-66.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-67.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-67.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-68.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-68.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-69.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-69.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-70.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-70.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-71.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-71.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-72.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-72.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-73.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-73.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-74.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-74.jpg","Archives de la Ville de Montréal"
"VM97-3_7P10-75.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P10-75.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-01.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-01.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-02.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-02.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-03.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-03.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-04.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-04.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-05.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-05.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-06.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-06.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-07.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-07.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-08.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-08.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-09.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-09.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-10.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-10.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-11.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-11.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-12.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-12.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-13.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-13.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-14.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-14.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-15.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-15.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-16.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-16.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-17.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-17.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-18.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-18.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-19.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-19.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-20.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-20.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-21.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-21.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-22.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-22.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-23.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-23.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-24.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-24.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-25.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-25.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-26.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-26.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-27.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-27.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-28.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-28.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-29.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-29.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-30.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-30.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-31.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-31.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-32.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-32.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-33.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-33.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-34.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-34.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-35.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-35.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-36.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-36.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-37.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-37.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-38.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-38.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-39.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-39.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-40.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-40.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-41.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-41.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-42.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-42.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-43.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-43.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-44.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-44.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-45.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-45.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-46.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-46.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-47.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-47.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-48.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-48.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-49.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-49.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-50.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-50.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-51.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-51.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-52.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-52.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-53.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-53.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-54.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-54.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-55.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-55.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-56.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-56.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-57.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-57.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-58.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-58.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-59.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-59.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-60.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-60.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-61.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-61.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-62.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-62.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-63.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-63.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-64.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-64.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-65.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-65.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-66.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-66.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-67.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-67.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-68.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-68.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-69.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-69.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-70.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-70.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-71.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-71.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-72.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-72.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-73.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-73.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-74.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-74.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-75.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-75.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-76.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-76.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-77.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-77.jpg","Archives de la Ville de Montréal"
"VM97-3_7P11-78.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P11-78.jpg","Archives de la Ville de Montréal"
