ï»¿ID_GTFS,NOM,NUM_ARRET,HORAIRE_SE,HORAIRE_FDS,CIRCUIT,TYPE_POINTEUR,LATITUDE,LONGITUDE,GEOM
AR_230,Tessier (Fripperie de l'est -Centre de tri),230,"06:57, 07:27, 07:57, 08:27, 08:57, 09:27, 09:57, 10:27, 10:57, 11:27, 11:57, 12:27, 12:57, 13:27, 13:57, 14:27, 14:57, 15:27, 15:57, 16:27, 16:57, 17:27, 17:57, 18:27, 18:57, 19:27, 19:57, 20:27, 20:57, 21:27, 21:57, 22:27, 22:57","07:27, 07:57, 08:27, 08:57, 09:27, 09:57, 10:27, 10:57, 11:27, 11:57, 12:27, 12:57, 13:27, 13:57, 14:27, 14:57, 15:27, 15:57, 16:27, 16:57, 17:27, 17:57",02-Rouge,,"48,4325255832747","-68,5411216977421",Point
AR_232,MontÃ©e Sainte-Odile (373),232,"06:58, 07:28, 07:58, 08:28, 08:58, 09:28, 09:58, 10:28, 10:58, 11:28, 11:58, 12:28, 12:58, 13:28, 13:58, 14:28, 14:58, 15:28, 15:58, 16:28, 16:58, 17:28, 17:58, 18:28, 18:58, 19:28, 19:58, 20:28, 20:58, 21:28, 21:58, 22:28, 22:58","07:28, 07:58, 08:28, 08:58, 09:28, 09:58, 10:28, 10:58, 11:28, 11:58, 12:28, 12:58, 13:28, 13:58, 14:28, 14:58, 15:28, 15:58, 16:28, 16:58, 17:28, 17:58",02-Rouge,,"48,4295790951518","-68,5353998459849",Point
AR_234,des Passereaux / des Fauvettes,234,"06:59, 07:29, 07:59, 08:29, 08:59, 09:29, 09:59, 10:29, 10:59, 11:29, 11:59, 12:29, 12:59, 13:29, 13:59, 14:29, 14:59, 15:29, 15:59, 16:29, 16:59, 17:29, 17:59, 18:29, 18:59, 19:29, 19:59, 20:29, 20:59, 21:29, 21:59, 22:29, 22:59","07:29, 07:59, 08:29, 08:59, 09:29, 09:59, 10:29, 10:59, 11:29, 11:59, 12:29, 12:59, 13:29, 13:59, 14:29, 14:59, 15:29, 15:59, 16:29, 16:59, 17:29, 17:59",02-Rouge,,"48,4287219676572","-68,5318932587603",Point
AR_236,des Passereaux / des GÃ©linottes,236,"06:59, 07:29, 07:59, 08:29, 08:59, 09:29, 09:59, 10:29, 10:59, 11:29, 11:59, 12:29, 12:59, 13:29, 13:59, 14:29, 14:59, 15:29, 15:59, 16:29, 16:59, 17:29, 17:59, 18:29, 18:59, 19:29, 19:59, 20:29, 20:59, 21:29, 21:59, 22:29, 22:59","07:29, 07:59, 08:29, 08:59, 09:29, 09:59, 10:29, 10:59, 11:29, 11:59, 12:29, 12:59, 13:29, 13:59, 14:29, 14:59, 15:29, 15:59, 16:29, 16:59, 17:29, 17:59",02-Rouge,,"48,4299504527092","-68,5284338180331",Point
AR_250,CFRN,250,"07:00, 07:30, 08:00, 08:30, 09:00, 09:30, 10:00, 10:30, 11:00, 11:30, 12:00, 12:30, 13:00, 13:30, 14:00, 14:30, 15:00, 15:30, 16:00, 16:30, 17:00, 17:30, 18:00, 18:30, 19:00, 19:30, 20:00, 20:30, 21:00, 21:30, 22:00, 22:30, 23:00","07:30, 08:00, 08:30, 09:00, 09:30, 10:00, 10:30, 11:00, 11:30, 12:00, 12:30, 13:00, 13:30, 14:00, 14:30, 15:00, 15:30, 16:00, 16:30, 17:00, 17:30, 18:00",02-Rouge,,"48,432060804265","-68,5251684218719",Point
RR_252,Michel-BrulÃ© / Ross,252,"07:34, 08:04, 08:34, 09:04, 09:34, 10:04, 15:34, 16:04, 16:34, 17:04, 17:34, 18:04",,02-Rouge,,"48,4348083979552","-68,5355612097096",Point
RR_254,2e rue O / Duberger,254,"07:35, 08:05, 08:35, 09:05, 09:35, 10:05, 15:35, 16:05, 16:35, 17:05, 17:35, 18:05",,02-Rouge,,"48,4350182208445","-68,5318394065371",Point
RR_256,Sirois / 2e rue O,256,"07:36, 08:06, 08:36, 09:06, 09:36, 10:06, 15:36, 16:06, 16:36, 17:06, 17:36, 18:06",,02-Rouge,,"48,4382968623837","-68,5278889058362",Point
RR_258,Sirois / Saint-Laurent O,258,"07:37, 08:07, 08:37, 09:07, 09:37, 10:07, 15:37, 16:07, 16:37, 17:07, 17:37, 18:07",,02-Rouge,,"48,4402679075245","-68,5313921508574",Point
RR_260,Sirois / St-Jean-Baptiste O,260,"07:38, 08:08, 08:38, 09:08, 09:38, 10:08, 15:38, 16:08, 16:38, 17:08, 17:38, 18:08",,02-Rouge,,"48,441543453372","-68,5334482572862",Point
RR_262,St-Jean-Baptiste O,262,"07:39, 08:09, 08:39, 09:09, 09:39, 10:09, 15:39, 16:09, 16:39, 17:09, 17:39, 18:09",,02-Rouge,,"48,4437297670225","-68,5300902616357",Point
RR_263,St-Jean-Baptiste O,263,"07:39, 08:09, 08:39, 09:09, 09:39, 10:09, 15:39, 16:09, 16:39, 17:09, 17:39, 18:09",,02-Rouge,,"48,4437297670225","-68,5300902616357",Point
CEGEP-S,CEGEP,268,"07:43, 08:13, 08:43, 09:13, 09:43, 10:13, 15:43, 16:13, 16:43, 17:13, 17:43, 18:13",,02-Rouge,,"48,4471259714944","-68,5263980491339",Point
Gare,Gare,001-Verte,"07:15, 07:45, 08:15, 08:45, 09:15, 09:45, 15:15, 15:45, 16:15, 16:45, 17:15, 17:45",,03-Verte,G,"48,4502896037654","-68,5215506688493",Point
CEGEP-N,CEGEP,302,"07:16, 07:46, 08:16, 08:46, 09:16, 09:46, 15:16, 15:46, 16:16, 16:46, 17:16, 17:46",,03-Verte,,"48,4472256491867","-68,5265369485718",Point
AV_303,Saint-Louis,303,"06:47, 07:17, 07:47, 08:17, 08:47, 09:17, 09:47, 10:17, 10:47, 11:17, 11:47, 12:17, 12:47, 13:17, 13:47, 14:17, 14:47, 15:17, 15:47, 16:17, 16:47, 17:17, 17:47, 18:17, 18:47, 19:17, 19:47, 20:17, 20:47, 21:17, 21:47, 22:17, 22:47","07:17, 07:47, 08:17, 08:47, 09:17, 09:47, 10:17, 10:47, 11:17, 11:47, 12:17, 12:47, 13:17, 13:47, 14:17, 14:47, 15:17, 15:47, 16:17, 16:47, 17:17, 17:47",03-Verte,,"48,4474321957245","-68,5284866880638",Point
AV_304,Sainte-ThÃ©rÃ¨se (123),304,"06:48, 07:18, 07:48, 08:18, 08:48, 09:18, 09:48, 10:18, 10:48, 11:18, 11:48, 12:18, 12:48, 13:18, 13:48, 14:18, 14:48, 15:18, 15:48, 16:18, 16:48, 17:18, 17:48, 18:18, 18:48, 19:18, 19:48, 20:18, 20:48, 21:18, 21:48, 22:18, 22:48","07:18, 07:48, 08:18, 08:48, 09:18, 09:48, 10:18, 10:48, 11:18, 11:48, 12:18, 12:48, 13:18, 13:48, 14:18, 14:48, 15:18, 15:48, 16:18, 16:48, 17:18, 17:48",03-Verte,,"48,44842044454","-68,5325484470386",Point
AV_305,HÃPITAL,305,"06:48, 07:18, 07:48, 08:18, 08:48, 09:18, 09:48, 10:18, 10:48, 11:18, 11:48, 12:18, 12:48, 13:18, 13:48, 14:18, 14:48, 15:18, 15:48, 16:18, 16:48, 17:18, 17:48, 18:18, 18:48, 19:18, 19:48, 20:18, 20:48, 21:18, 21:48, 22:18, 22:48","07:18, 07:48, 08:18, 08:48, 09:18, 09:48, 10:18, 10:48, 11:18, 11:48, 12:18, 12:48, 13:18, 13:48, 14:18, 14:48, 15:18, 15:48, 16:18, 16:48, 17:18, 17:48",03-Verte,,"48,4464938696211","-68,5317435416652",Point
AV_306,Rouleau / Saint-Joseph O,306,"07:18, 07:48, 08:18, 08:48, 09:18, 09:48, 15:18, 15:48, 16:18, 16:48, 17:18, 17:48",,03-Verte,,"48,4438616825361","-68,5276059731448",Point
AV_308,Saint-Robert (135),308,"07:18, 07:48, 08:18, 08:48, 09:18, 09:48, 15:18, 15:48, 16:18, 16:48, 17:18, 17:48",,03-Verte,,"48,4428497207474","-68,5245831586887",Point
AV_310,Saint-Louis / 2e Rue O,310,"07:19, 07:49, 08:19, 08:49, 09:19, 09:49, 15:19, 15:49, 16:19, 16:49, 17:19, 17:49",,03-Verte,,"48,4419156995104","-68,5220564378323",Point
AV_312,2e rue O / Rouleau,312,"07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50",,03-Verte,,"48,440714135291","-68,5228337538935",Point
AV_314,Rouleau / Mercier,314,"07:21, 07:51, 08:21, 08:51, 09:21, 09:51, 15:21, 15:51, 16:21, 16:51, 17:21, 17:51",,03-Verte,,"48,4391265094885","-68,520309578112",Point
AV_316,Rouleau / Arthur-Buies O,316,"07:22, 07:52, 08:22, 08:52, 09:22, 09:52, 15:22, 15:52, 16:22, 16:52, 17:22, 17:52",,03-Verte,,"48,4366137990781","-68,5162690157375",Point
AV_332,Mgr-Plessis / Sirois,332,"07:25, 07:55, 08:25, 08:55, 09:25, 09:55, 15:25, 15:55, 16:25, 16:55, 17:25, 17:55",,03-Verte,,"48,4328082866053","-68,5197285190888",Point
RV_352,de la Normandie / Major AbbÃ© Huard,352,"07:02, 07:32, 08:02, 08:32, 09:02, 09:32, 10:02, 10:32, 11:02, 11:32, 12:02, 12:32, 13:02, 13:32, 14:02, 14:32, 15:02, 15:32, 16:02, 16:32, 17:02, 17:32, 18:02, 18:32, 19:02, 19:32, 20:02, 20:32, 21:02, 21:32, 22:02, 22:32, 23:02","07:32, 08:02, 08:32, 09:02, 09:32, 10:02, 10:32, 11:02, 11:32, 12:02, 12:32, 13:02, 13:32, 14:02, 14:32, 15:02, 15:32, 16:02, 16:32, 17:02, 17:32, 18:02",03-Verte,,"48,4295992406996","-68,5226566421814",Point
RV_354,de la Normandie / Saucier,354,"07:03, 07:33, 08:03, 08:33, 09:03, 09:33, 10:03, 10:33, 11:03, 11:33, 12:03, 12:33, 13:03, 13:33, 14:03, 14:33, 15:03, 15:33, 16:03, 16:33, 17:03, 17:33, 18:03, 18:33, 19:03, 19:33, 20:03, 20:33, 21:03, 21:33, 22:03, 22:33, 23:03","07:33, 08:03, 08:33, 09:03, 09:33, 10:03, 10:33, 11:03, 11:33, 12:03, 12:33, 13:03, 13:33, 14:03, 14:33, 15:03, 15:33, 16:03, 16:33, 17:03, 17:33, 18:03",03-Verte,,"48,4287607446727","-68,5174754875852",Point
RV_356,de la Normandie / Sirois,356,"07:03, 07:33, 08:03, 08:33, 09:03, 09:33, 10:03, 10:33, 11:03, 11:33, 12:03, 12:33, 13:03, 13:33, 14:03, 14:33, 15:03, 15:33, 16:03, 16:33, 17:03, 17:33, 18:03, 18:33, 19:03, 19:33, 20:03, 20:33, 21:03, 21:33, 22:03, 22:33, 23:03","07:33, 08:03, 08:33, 09:03, 09:33, 10:03, 10:33, 11:03, 11:33, 12:03, 12:33, 13:03, 13:33, 14:03, 14:33, 15:03, 15:33, 16:03, 16:33, 17:03, 17:33, 18:03",03-Verte,,"48,4305546656615","-68,5148840618127",Point
RV_358,de la Normandie / Mrg-Carbonneau,358,"07:04, 07:34, 08:04, 08:34, 09:04, 09:34, 10:04, 10:34, 11:04, 11:34, 12:04, 12:34, 13:04, 13:34, 14:04, 14:34, 15:04, 15:34, 16:04, 16:34, 17:04, 17:34, 18:04, 18:34, 19:04, 19:34, 20:04, 20:34, 21:04, 21:34, 22:04, 22:34, 23:04","07:34, 08:04, 08:34, 09:04, 09:34, 10:04, 10:34, 11:04, 11:34, 12:04, 12:34, 13:04, 13:34, 14:04, 14:34, 15:04, 15:34, 16:04, 16:34, 17:04, 17:34, 18:04",03-Verte,,"48,4321805414018","-68,512124282958",Point
RV_360,de la Normandie / de la Touraine,360,"07:05, 07:35, 08:05, 08:35, 09:05, 09:35, 10:05, 10:35, 11:05, 11:35, 12:05, 12:35, 13:05, 13:35, 14:05, 14:35, 15:05, 15:35, 16:05, 16:35, 17:05, 17:35, 18:05, 18:35, 19:05, 19:35, 20:05, 20:35, 21:05, 21:35, 22:05, 22:35, 23:05","07:35, 08:05, 08:35, 09:05, 09:35, 10:05, 10:35, 11:05, 11:35, 12:05, 12:35, 13:05, 13:35, 14:05, 14:35, 15:05, 15:35, 16:05, 16:35, 17:05, 17:35, 18:05",03-Verte,,"48,4349626005599","-68,508643430128",Point
RV_362,Mgr-Langis / de Bourgogne,362,"07:05, 07:35, 08:05, 08:35, 09:05, 09:35, 10:05, 10:35, 11:05, 11:35, 12:05, 12:35, 13:05, 13:35, 14:05, 14:35, 15:05, 15:35, 16:05, 16:35, 17:05, 17:35, 18:05, 18:35, 19:05, 19:35, 20:05, 20:35, 21:05, 21:35, 22:05, 22:35, 23:05","07:35, 08:05, 08:35, 09:05, 09:35, 10:05, 10:35, 11:05, 11:35, 12:05, 12:35, 13:05, 13:35, 14:05, 14:35, 15:05, 15:35, 16:05, 16:35, 17:05, 17:35, 18:05",03-Verte,,"48,4369222743989","-68,5111563189898",Point
RV_364,Mgr-Langis / 13e rue O,364,"07:06, 07:36, 08:06, 08:36, 09:06, 09:36, 10:06, 10:36, 11:06, 11:36, 12:06, 12:36, 13:06, 13:36, 14:06, 14:36, 15:06, 15:36, 16:06, 16:36, 17:06, 17:36, 18:06, 18:36, 19:06, 19:36, 20:06, 20:36, 21:06, 21:36, 22:06, 22:36, 23:06","07:36, 08:06, 08:36, 09:06, 09:36, 10:06, 10:36, 11:06, 11:36, 12:06, 12:36, 13:06, 13:36, 14:06, 14:36, 15:06, 15:36, 16:06, 16:36, 17:06, 17:36, 18:06",03-Verte,,"48,4382329822991","-68,5128132416852",Point
RV_366,Rouleau / Arthur-Buies O,366,"07:07, 07:37, 08:07, 08:37, 09:07, 09:37, 10:07, 10:37, 11:07, 11:37, 12:07, 12:37, 13:07, 13:37, 14:07, 14:37, 15:07, 15:37, 16:07, 16:37, 17:07, 17:37, 18:07, 18:37, 19:07, 19:37, 20:07, 20:37, 21:07, 21:37, 22:07, 22:37, 23:07","07:37, 08:07, 08:37, 09:07, 09:37, 10:07, 10:37, 11:07, 11:37, 12:07, 12:37, 13:07, 13:37, 14:07, 14:37, 15:07, 15:37, 16:07, 16:37, 17:07, 17:37, 18:07",03-Verte,,"48,4368942764758","-68,5163695994356",Point
RV_368,Rouleau / Mercier,368,"07:08, 07:38, 08:08, 08:38, 09:08, 09:38, 10:08, 10:38, 11:08, 11:38, 12:08, 12:38, 13:08, 13:38, 14:08, 14:38, 15:08, 15:38, 16:08, 16:38, 17:08, 17:38, 18:08, 18:38, 19:08, 19:38, 20:08, 20:38, 21:08, 21:38, 22:08, 22:38, 23:08","07:38, 08:08, 08:38, 09:08, 09:38, 10:08, 10:38, 11:08, 11:38, 12:08, 12:38, 13:08, 13:38, 14:08, 14:38, 15:08, 15:38, 16:08, 16:38, 17:08, 17:38, 18:08",03-Verte,,"48,4390988596286","-68,5199243091577",Point
RV_370,2e rue O / Rouleau,370,"07:08, 07:38, 08:08, 08:38, 09:08, 09:38, 10:08, 10:38, 11:08, 11:38, 12:08, 12:38, 13:08, 13:38, 14:08, 14:38, 15:08, 15:38, 16:08, 16:38, 17:08, 17:38, 18:08, 18:38, 19:08, 19:38, 20:08, 20:38, 21:08, 21:38, 22:08, 22:38, 23:08","07:38, 08:08, 08:38, 09:08, 09:38, 10:08, 10:38, 11:08, 11:38, 12:08, 12:38, 13:08, 13:38, 14:08, 14:38, 15:08, 15:38, 16:08, 16:38, 17:08, 17:38, 18:08",03-Verte,,"48,4408563457669","-68,5227210159387",Point
RV_372,Saint-Louis / 2e Rue O,372,"07:09, 07:39, 08:09, 08:39, 09:09, 09:39, 10:09, 10:39, 11:09, 11:39, 12:09, 12:39, 13:09, 13:39, 14:09, 14:39, 15:09, 15:39, 16:09, 16:39, 17:09, 17:39, 18:09, 18:39, 19:09, 19:39, 20:09, 20:39, 21:09, 21:39, 22:09, 22:39, 23:09","07:39, 08:09, 08:39, 09:09, 09:39, 10:09, 10:39, 11:09, 11:39, 12:09, 12:39, 13:09, 13:39, 14:09, 14:39, 15:09, 15:39, 16:09, 16:39, 17:09, 17:39, 18:09",03-Verte,,"48,4421075540946","-68,5220641012673",Point
RV_374,Saint-Robert (135),374,"07:09, 07:39, 08:09, 08:39, 09:09, 09:39, 10:09, 10:39, 11:09, 11:39, 12:09, 12:39, 13:09, 13:39, 14:09, 14:39, 15:09, 15:39, 16:09, 16:39, 17:09, 17:39, 18:09, 18:39, 19:09, 19:39, 20:09, 20:39, 21:09, 21:39, 22:09, 22:39, 23:09","07:39, 08:09, 08:39, 09:09, 09:39, 10:09, 10:39, 11:09, 11:39, 12:09, 12:39, 13:09, 13:39, 14:09, 14:39, 15:09, 15:39, 16:09, 16:39, 17:09, 17:39, 18:09",03-Verte,,"48,4429288585563","-68,5247015448793",Point
RV_376,Rouleau / Saint-Joseph O,376,"07:10, 07:40, 08:10, 08:40, 09:10, 09:40, 10:10, 10:40, 11:10, 11:40, 12:10, 12:40, 13:10, 13:40, 14:10, 14:40, 15:10, 15:40, 16:10, 16:40, 17:10, 17:40, 18:10, 18:40, 19:10, 19:40, 20:10, 20:40, 21:10, 21:40, 22:10, 22:40, 23:10","07:40, 08:10, 08:40, 09:10, 09:40, 10:10, 10:40, 11:10, 11:40, 12:10, 12:40, 13:10, 13:40, 14:10, 14:40, 15:10, 15:40, 16:10, 16:40, 17:10, 17:40, 18:10",03-Verte,,"48,443767301875","-68,5272368202076",Point
RV_377,HÃPITAL,377,"07:40, 08:10, 08:40, 09:10, 09:40, 10:10, 15:40, 16:10, 16:40, 17:10, 17:40, 18:10",,03-Verte,,"48,4465202955653","-68,5315203131376",Point
RV_378,Sainte-ThÃ©rÃ¨se (123),378,"07:41, 08:11, 08:41, 09:11, 09:41, 10:11, 15:41, 16:11, 16:41, 17:11, 17:41, 18:11",,03-Verte,,"48,4483806526225","-68,5324193577108",Point
RV_379,Saint-Louis,379,"07:41, 08:11, 08:41, 09:11, 09:41, 10:11, 15:41, 16:11, 16:41, 17:11, 17:41, 18:11",,03-Verte,,"48,4474277393061","-68,5287503174336",Point
CEGEP-S,CEGEP,380,"07:11, 07:41, 08:11, 08:41, 09:11, 09:41, 10:11, 10:41, 11:11, 11:41, 12:11, 12:41, 13:11, 13:41, 14:11, 14:41, 15:11, 15:41, 16:11, 16:41, 17:11, 17:41, 18:11, 18:41, 19:11, 19:41, 20:11, 20:41, 21:11, 21:41, 22:11, 22:41, 23:11","07:41, 08:11, 08:41, 09:11, 09:41, 10:11, 10:41, 11:11, 11:41, 12:11, 12:41, 13:11, 13:41, 14:11, 14:41, 15:11, 15:41, 16:11, 16:41, 17:11, 17:41, 18:11",03-Verte,,"48,4471259714944","-68,5263980491339",Point
Gare,Gare,001-Jaune,"06:45, 07:15, 07:45, 08:15, 08:45, 09:15, 09:45, 10:15, 10:45, 11:15, 11:45, 12:15, 12:45, 13:15, 13:45, 14:15, 14:45, 15:15, 15:45, 16:15, 16:45, 17:15, 17:45, 18:15, 18:45, 19:15, 19:45, 20:15, 20:45, 21:15, 21:45, 22:15, 22:45","07:15, 07:45, 08:15, 08:45, 09:15, 09:45, 10:15, 10:45, 11:15, 11:45, 12:15, 12:45, 13:15, 13:45, 14:15, 14:45, 15:15, 15:45, 16:15, 16:45, 17:15, 17:45",04-Jaune,G,"48,4502896037654","-68,5215506688493",Point
AJ_402,Notre-Dame E / Belzile,402,"06:46, 07:16, 07:46, 08:16, 08:46, 09:16, 09:46, 10:16, 10:46, 11:16, 11:46, 12:16, 12:46, 13:16, 13:46, 14:16, 14:46, 15:16, 15:46, 16:16, 16:46, 17:16, 17:46, 18:16, 18:46, 19:16, 19:46, 20:16, 20:46, 21:16, 21:46, 22:16, 22:46","07:16, 07:46, 08:16, 08:46, 09:16, 09:46, 10:16, 10:46, 11:16, 11:46, 12:16, 12:46, 13:16, 13:46, 14:16, 14:46, 15:16, 15:46, 16:16, 16:46, 17:16, 17:46",04-Jaune,,"48,4512917645488","-68,5175814365833",Point
AJ_404,Notre-Dame E / des Ursulines,404,"06:47, 07:17, 07:47, 08:17, 08:47, 09:17, 09:47, 10:17, 10:47, 11:17, 11:47, 12:17, 12:47, 13:17, 13:47, 14:17, 14:47, 15:17, 15:47, 16:17, 16:47, 17:17, 17:47, 18:17, 18:47, 19:17, 19:47, 20:17, 20:47, 21:17, 21:47, 22:17, 22:47","07:17, 07:47, 08:17, 08:47, 09:17, 09:47, 10:17, 10:47, 11:17, 11:47, 12:17, 12:47, 13:17, 13:47, 14:17, 14:47, 15:17, 15:47, 16:17, 16:47, 17:17, 17:47",04-Jaune,,"48,453612953016","-68,5140446131471",Point
AJ_406,UQAR,406,"06:48, 07:18, 07:48, 08:18, 08:48, 09:18, 09:48, 10:18, 10:48, 11:18, 11:48, 12:18, 12:48, 13:18, 13:48, 14:18, 14:48, 15:18, 15:48, 16:18, 16:48, 17:18, 17:48, 18:18, 18:48, 19:18, 19:48, 20:18, 20:48, 21:18, 21:48, 22:18, 22:48","07:18, 07:48, 08:18, 08:48, 09:18, 09:48, 10:18, 10:48, 11:18, 11:48, 12:18, 12:48, 13:18, 13:48, 14:18, 14:48, 15:18, 15:48, 16:18, 16:48, 17:18, 17:48",04-Jaune,,"48,4520956737843","-68,5132908718488",Point
AJ_408,RÃ©sidences UQAR,408,"06:48, 07:18, 07:48, 08:18, 08:48, 09:18, 09:48, 10:18, 10:48, 11:18, 11:48, 12:18, 12:48, 13:18, 13:48, 14:18, 14:48, 15:18, 15:48, 16:18, 16:48, 17:18, 17:48, 18:18, 18:48, 19:18, 19:48, 20:18, 20:48, 21:18, 21:48, 22:18, 22:48","07:18, 07:48, 08:18, 08:48, 09:18, 09:48, 10:18, 10:48, 11:18, 11:48, 12:18, 12:48, 13:18, 13:48, 14:18, 14:48, 15:18, 15:48, 16:18, 16:48, 17:18, 17:48",04-Jaune,,"48,4507922924904","-68,5100841354155",Point
AJ_410,Complexe Desjardins,410,"06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50, 22:20, 22:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50",04-Jaune,,"48,4483476808088","-68,5127383560975",Point
AJ_412,HupÃ© / 3e rue E,412,"06:51, 07:21, 07:51, 08:21, 08:51, 09:21, 09:51, 10:21, 10:51, 11:21, 11:51, 12:21, 12:51, 13:21, 13:51, 14:21, 14:51, 15:21, 15:51, 16:21, 16:51, 17:21, 17:51, 18:21, 18:51, 19:21, 19:51, 20:21, 20:51, 21:21, 21:51, 22:21, 22:51","07:21, 07:51, 08:21, 08:51, 09:21, 09:51, 10:21, 10:51, 11:21, 11:51, 12:21, 12:51, 13:21, 13:51, 14:21, 14:51, 15:21, 15:51, 16:21, 16:51, 17:21, 17:51",04-Jaune,,"48,4460489677036","-68,514809089905",Point
AJ_414,HupÃ© / 6e rue E,414,"06:51, 07:21, 07:51, 08:21, 08:51, 09:21, 09:51, 10:21, 10:51, 11:21, 11:51, 12:21, 12:51, 13:21, 13:51, 14:21, 14:51, 15:21, 15:51, 16:21, 16:51, 17:21, 17:51, 18:21, 18:51, 19:21, 19:51, 20:21, 20:51, 21:21, 21:51, 22:21, 22:51","07:21, 07:51, 08:21, 08:51, 09:21, 09:51, 10:21, 10:51, 11:21, 11:51, 12:21, 12:51, 13:21, 13:51, 14:21, 14:51, 15:21, 15:51, 16:21, 16:51, 17:21, 17:51",04-Jaune,,"48,4449375887348","-68,5130337263105",Point
AJ_416,HupÃ© / Arthur-Buies E,416,"06:52, 07:22, 07:52, 08:22, 08:52, 09:22, 09:52, 10:22, 10:52, 11:22, 11:52, 12:22, 12:52, 13:22, 13:52, 14:22, 14:52, 15:22, 15:52, 16:22, 16:52, 17:22, 17:52, 18:22, 18:52, 19:22, 19:52, 20:22, 20:52, 21:22, 21:52, 22:22, 22:52","07:22, 07:52, 08:22, 08:52, 09:22, 09:52, 10:22, 10:52, 11:22, 11:52, 12:22, 12:52, 13:22, 13:52, 14:22, 14:52, 15:22, 15:52, 16:22, 16:52, 17:22, 17:52",04-Jaune,,"48,4423185967297","-68,5088415931596",Point
AJ_418,de la CathÃ©drale / 14e rue O,418,"06:54, 07:24, 07:54, 08:24, 08:54, 09:24, 09:54, 10:24, 10:54, 11:24, 11:54, 12:24, 12:54, 13:24, 13:54, 14:24, 14:54, 15:24, 15:54, 16:24, 16:54, 17:24, 17:54, 18:24, 18:54, 19:24, 19:54, 20:24, 20:54, 21:24, 21:54, 22:24, 22:54","07:24, 07:54, 08:24, 08:54, 09:24, 09:54, 10:24, 10:54, 11:24, 11:54, 12:24, 12:54, 13:24, 13:54, 14:24, 14:54, 15:24, 15:54, 16:24, 16:54, 17:24, 17:54",04-Jaune,,"48,4397622631736","-68,5095754735391",Point
AJ_420,de la CathÃ©drale / de Bourgogne,420,"06:54, 07:24, 07:54, 08:24, 08:54, 09:24, 09:54, 10:24, 10:54, 11:24, 11:54, 12:24, 12:54, 13:24, 13:54, 14:24, 14:54, 15:24, 15:54, 16:24, 16:54, 17:24, 17:54, 18:24, 18:54, 19:24, 19:54, 20:24, 20:54, 21:24, 21:54, 22:24, 22:54","07:24, 07:54, 08:24, 08:54, 09:24, 09:54, 10:24, 10:54, 11:24, 11:54, 12:24, 12:54, 13:24, 13:54, 14:24, 14:54, 15:24, 15:54, 16:24, 16:54, 17:24, 17:54",04-Jaune,,"48,4376687158555","-68,5062209759821",Point
AJ_422,des Flandres (31),422,"06:55, 07:25, 07:55, 08:25, 08:55, 09:25, 09:55, 10:25, 10:55, 11:25, 11:55, 12:25, 12:55, 13:25, 13:55, 14:25, 14:55, 15:25, 15:55, 16:25, 16:55, 17:25, 17:55, 18:25, 18:55, 19:25, 19:55, 20:25, 20:55, 21:25, 21:55, 22:25, 22:55","07:25, 07:55, 08:25, 08:55, 09:25, 09:55, 10:25, 10:55, 11:25, 11:55, 12:25, 12:55, 13:25, 13:55, 14:25, 14:55, 15:25, 15:55, 16:25, 16:55, 17:25, 17:55",04-Jaune,,"48,4375197490309","-68,5029827201471",Point
AJ_424,des Flandres / Sylvain-LeliÃ¨vre,424,"06:55, 07:25, 07:55, 08:25, 08:55, 09:25, 09:55, 10:25, 10:55, 11:25, 11:55, 12:25, 12:55, 13:25, 13:55, 14:25, 14:55, 15:25, 15:55, 16:25, 16:55, 17:25, 17:55, 18:25, 18:55, 19:25, 19:55, 20:25, 20:55, 21:25, 21:55, 22:25, 22:55","07:25, 07:55, 08:25, 08:55, 09:25, 09:55, 10:25, 10:55, 11:25, 11:55, 12:25, 12:55, 13:25, 13:55, 14:25, 14:55, 15:25, 15:55, 16:25, 16:55, 17:25, 17:55",04-Jaune,,"48,4402400772993","-68,4991547102244",Point
AJ_426,des Flandres / Isidore-Soucy,426,"06:56, 07:26, 07:56, 08:26, 08:56, 09:26, 09:56, 10:26, 10:56, 11:26, 11:56, 12:26, 12:56, 13:26, 13:56, 14:26, 14:56, 15:26, 15:56, 16:26, 16:56, 17:26, 17:56, 18:26, 18:56, 19:26, 19:56, 20:26, 20:56, 21:26, 21:56, 22:26, 22:56","07:26, 07:56, 08:26, 08:56, 09:26, 09:56, 10:26, 10:56, 11:26, 11:56, 12:26, 12:56, 13:26, 13:56, 14:26, 14:56, 15:26, 15:56, 16:26, 16:56, 17:26, 17:56",04-Jaune,,"48,4420473129654","-68,4984474812351",Point
