ï»¿OBJECTID,NOM,CODE,TYPE_ARRET,LATITUDE,LONGITUDE,SEM_SEUL,FDS_SEUL,FDS_VERS_B,SEM_VERS_B,SEM_VERS_T,FDS_VERS_T,SEM_Corr_M,FDS_Corr_M,SEM_DEP_M,FDS_DEP_M,M_VERS_G,TYPE_POINTEUR,GEOM
141,0214,0214,Taxibus - Ligne rouge,"48,3912878123351","-68,5290891881552","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
140,0218,0218,Taxibus - Ligne rouge,"48,3895433846293","-68,5262236935115","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
154,0220,0220,Taxibus - Ligne rouge,"48,387693119637","-68,5223488702428","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
155,0222,0222,Taxibus - Ligne rouge,"48,3843609370396","-68,518104417251","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
139,0224,0224,Taxibus - Ligne rouge,"48,3822287584255","-68,5132544614658","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
164,0230,0230,Taxibus - Ligne rouge,"48,4244049798321","-68,5099733053307","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
156,0239,0239,Taxibus - Ligne rouge,"48,3977398367315","-68,4864737086688","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
157,0242,0242,Taxibus - Ligne rouge,"48,3923774776599","-68,4766806194223","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
158,0244,0244,Taxibus - Ligne rouge,"48,391008813154","-68,4756560820591","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
166,0246,0246,Taxibus - Ligne rouge,"48,3889095934919","-68,4723267905169","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
190,0249,0249,Taxibus - Ligne rouge,"48,3880651216917","-68,4708344217575","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
134,0253,0253,Taxibus - Ligne rouge,"48,3673024757586","-68,4828750183325","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
161,0254,0254,Taxibus - Ligne rouge,"48,3672608887337","-68,4644632347983","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
162,0256,0256,Taxibus - Ligne rouge,"48,3634481863559","-68,4628888521764","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
136,0260,0260,Taxibus - Ligne rouge,"48,3616184797455","-68,4624198964587","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
135,0264,0264,Taxibus - Ligne rouge,"48,3611698022832","-68,459082078382","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
144,0268,0268,Taxibus - Ligne rouge,"48,3596132835593","-68,4564573602524","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
146,0272,0272,Taxibus - Ligne rouge,"48,3580540735829","-68,4538133894676","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
163,0276,0276,Taxibus - Ligne rouge,"48,3529639077711","-68,4468511178679","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
189,0280,0280,Taxibus - Ligne rouge,"48,3509447505144","-68,4403512868914","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
145,0281,0281,Taxibus - Ligne rouge,"48,3497041250919","-68,4423633720342","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
148,0284,0284,Taxibus - Ligne rouge,"48,3473462073783","-68,4384896079351","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
147,0288,0288,Taxibus - Ligne rouge,"48,3458573434528","-68,4366960868096","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
204,0290,0290,Taxibus - Ligne rouge,"48,3372843276885","-68,421884433214","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
174,0294,0294,Taxibus - Ligne rouge,"48,3341949998821","-68,4133538743639","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
202,2520,2520,Taxibus - Zone verte,"48,4333964757589","-68,5921714578449","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
151,2521,2521,Taxibus - Zone verte,"48,4299015084582","-68,5944207510686","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
175,2524,2524,Taxibus - Zone verte,"48,4263351098642","-68,5991924001993","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
197,2800,2800,Taxibus - Zone verte,"48,4035015664269","-68,6444496405521","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
169,2801,2801,Taxibus - Zone verte,"48,403364378048","-68,6439499125173","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
198,2802,2802,Taxibus - Zone verte,"48,4028336417644","-68,6452631821335","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
