annee,reg_n,num_c,num_n,num_d,coord_x,coord_y,indice_fuites_ifi,indice_fuites_ifi_reg,indice_fuites_ifi_cpop,indice_fuites_ifi_qc,pertes_eau_reelles,pertes_eau_reelles_inev,pression_moy,nb_fuites_reparees,pourc_reseau_ausculte,long_reseau_km
2018,Chaudière-Appalaches,27035,Saint-Odilon-de-Cranbourne,P,-70.6642786546469,46.3516947495,1.0,2.5,2.1,6.0,9,9,50,2,0.00,9.285
2018,Chaudière-Appalaches,27043,Saint-Joseph-de-Beauce,V,-70.8226082164744,46.3300221145,1.9,2.5,2.8,6.0,92,37,42,42,100.00,34.920
2018,Chaudière-Appalaches,27050,Saint-Joseph-des-Érables,M,-70.901907505744,46.293717983,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,27055,Saint-Jules,P,-70.9259349307728,46.226658007,0.0,2.5,2.1,6.0,2,2,37,0,0.00,2.965
2018,Chaudière-Appalaches,27060,Tring-Jonction,VL,-70.9957469993874,46.255571149,0.7,2.5,2.8,6.0,8,10,30,1,0.00,20.608
2018,Chaudière-Appalaches,27065,Saint-Frédéric,P,-70.9846447098953,46.3076857855,1.3,2.5,2.1,6.0,11,9,37,6,0.00,13.400
2018,Chaudière-Appalaches,27070,Saint-Séverin,P,-71.0707740758664,46.324986884,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,28005,Saint-Zacharie,M,-70.3579277920142,46.105736123,1.4,2.5,2.1,6.0,15,11,63,0,0.00,8.433
2018,Chaudière-Appalaches,28015,Sainte-Aurélie,M,-70.3664857199984,46.178624327,2.8,2.5,2.1,6.0,36,13,62,0,0.00,10.495
2018,Chaudière-Appalaches,28020,Saint-Prosper,M,-70.4799340428136,46.209909578,0.5,2.5,2.8,6.0,15,29,49,5,100.00,25.840
2018,Chaudière-Appalaches,28025,Saint-Benjamin,M,-70.5828772015618,46.273567958,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,28030,Sainte-Rose-de-Watford,M,-70.4403750502284,46.310830565,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,28035,Saint-Louis-de-Gonzague,M,-70.3323885490899,46.2701249905,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,28040,Saint-Cyprien,P,-70.25272983194,46.352361119,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,28045,Sainte-Justine,M,-70.3338927311766,46.4088040545,2.2,2.5,2.8,6.0,41,18,67,4,95.00,14.142
2018,Chaudière-Appalaches,28053,Lac-Etchemin,M,-70.5191996008909,46.3999694395,2.3,2.5,2.8,6.0,69,31,49,4,0.00,25.616
2018,Chaudière-Appalaches,28060,Saint-Luc-de-Bellechasse,M,-70.4749973835089,46.523307214,2.4,2.5,2.1,6.0,5,2,35,0,0.00,2.035
2018,Chaudière-Appalaches,28065,Sainte-Sabine,P,-70.3390891939354,46.495446968,0.8,2.5,2.1,6.0,2,3,42,0,0.00,3.543
2018,Chaudière-Appalaches,28070,Saint-Camille-de-Lellis,P,-70.1757718085786,46.4598691015,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,28075,Saint-Magloire,M,-70.3002394919309,46.5910754055,0.8,2.5,2.1,6.0,5,6,39,2,100.00,3.743
2018,Chaudière-Appalaches,29005,Saint-Théophile,M,-70.4166581456427,45.9227541685,0.8,2.5,2.1,6.0,4,5,42,1,100.00,7.300
2018,Chaudière-Appalaches,29013,Saint-Gédéon-de-Beauce,M,-70.6229775335207,45.847780869,2.2,2.5,2.8,6.0,72,23,44,7,120.00,26.760
2018,Chaudière-Appalaches,29020,Saint-Hilaire-de-Dorset,P,-70.8143492137302,45.8494007025,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,29025,Saint-Évariste-de-Forsyth,M,-71.0049879820185,45.9489086245,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,29030,La Guadeloupe,VL,-70.9404205808942,45.980672983,2.1,2.5,2.8,6.0,38,18,43,10,100.00,27.213
2018,Chaudière-Appalaches,29038,Saint-Honoré-de-Shenley,M,-70.8134280699393,45.9738184585,1.6,2.5,2.8,6.0,20,13,56,4,34.00,11.735
2018,Chaudière-Appalaches,29045,Saint-Martin,P,-70.6667472387593,45.9652040885,0.5,2.5,2.8,6.0,8,17,36,3,0.00,22.300
2018,Chaudière-Appalaches,29050,Saint-René,P,-70.6024951411427,46.0090154765,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,29057,Saint-Côme--Linière,M,-70.508655696439,46.051157825,4.4,2.5,2.8,6.0,105,24,49,39,400.00,29.150
2018,Chaudière-Appalaches,29065,Saint-Philibert,M,-70.5432175716691,46.141855709,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,29073,Saint-Georges,V,-70.6633108902822,46.0980178895,0.8,2.5,3.5,6.0,269,352,59,44,100.00,218.423
2018,Chaudière-Appalaches,29095,Lac-Poulin,VL,-70.8201083121653,46.098816599,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,29100,Saint-Benoît-Labre,M,-70.7893675426921,46.0736756405,1.6,2.5,2.1,6.0,18,11,63,0,0.00,8.456
2018,Chaudière-Appalaches,29112,Saint-Éphrem-de-Beauce,M,-70.9381944448266,46.055522297,3.4,2.5,2.8,6.0,35,11,32,5,0.00,18.863
2018,Chaudière-Appalaches,29120,Notre-Dame-des-Pins,P,-70.7150115744618,46.17436785,1.5,2.5,2.8,6.0,22,14,46,4,100.00,13.621
2018,Chaudière-Appalaches,29125,Saint-Simon-les-Mines,M,-70.6617843340588,46.2094377655,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,31008,Beaulac-Garthby,M,-71.4012077892805,45.832614493,1.3,2.5,2.1,6.0,8,6,46,0,40.00,6.215
2018,Chaudière-Appalaches,31015,Disraeli,V,-71.3483168756835,45.8948122735,5.2,2.5,2.8,6.0,145,28,45,8,100.00,22.500
2018,Chaudière-Appalaches,31020,Disraeli,P,-71.4086723967596,45.9140090085,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,31025,Saint-Jacques-le-Majeur-de-Wolfestown,P,-71.5029286736087,45.935578725,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,31030,Saint-Fortunat,M,-71.615442690183,45.964618125,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,31035,Saint-Julien,M,-71.5432464837166,46.012014821,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,31040,Irlande,M,-71.4897642306394,46.063305345,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,31045,Saint-Joseph-de-Coleraine,M,-71.3245722626859,45.984173318,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,31050,Sainte-Praxède,P,-71.2314299838818,45.89159983,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,31056,Adstock,M,-71.1110669417067,46.049053923,0.5,2.5,2.1,6.0,5,10,35,0,0.00,13.635
2018,Chaudière-Appalaches,31060,Sainte-Clotilde-de-Beauce,M,-71.0358662714506,46.120624765,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,31084,Thetford Mines,V,-71.2879794735314,46.1139858255,2.3,2.5,3.5,6.0,907,398,62,54,0.00,250.953
2018,Chaudière-Appalaches,31095,Saint-Adrien-d'Irlande,M,-71.4233132262809,46.1127828295,0.9,2.5,2.1,6.0,1,1,42,0,0.00,1.334
2018,Chaudière-Appalaches,31100,Saint-Jean-de-Brébeuf,M,-71.4582459721292,46.1719139475,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,31105,Kinnear's Mills,M,-71.3391932376741,46.2024380035,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,31122,East Broughton,M,-71.0817048381019,46.223234974,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,31130,Sacré-Coeur-de-Jésus,P,-71.0393025167544,46.214314981,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,31135,Saint-Pierre-de-Broughton,M,-71.2031334505298,46.2371752515,1.6,2.5,2.1,6.0,7,4,56,0,0.00,3.582
2018,Chaudière-Appalaches,31140,Saint-Jacques-de-Leeds,M,-71.3357577214241,46.290089361,2.6,2.5,2.1,6.0,11,4,39,1,0.00,6.611
2018,Chaudière-Appalaches,33007,Saint-Sylvestre,M,-71.2228342483094,46.3626258305,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,33017,Sainte-Agathe-de-Lotbinière,M,-71.4152185001573,46.366048153,0.6,2.5,2.1,6.0,3,5,37,2,0.00,6.934
2018,Chaudière-Appalaches,33025,Saint-Patrice-de-Beaurivage,M,-71.2654630777892,46.418728033,0.8,2.5,2.1,6.0,5,6,45,0,100.00,6.038
2018,Chaudière-Appalaches,33030,Saint-Narcisse-de-Beaurivage,P,-71.2623668023175,46.497257018,1.3,2.5,2.1,6.0,11,9,49,0,0.00,10.268
2018,Chaudière-Appalaches,33035,Saint-Gilles,M,-71.3682263344083,46.5102893365,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,33040,Dosquet,M,-71.5408660453315,46.4668229605,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,33045,Saint-Agapit,M,-71.4522004914882,46.546374975,2.8,2.5,2.8,6.0,32,19,32,2,4.00,24.356
2018,Chaudière-Appalaches,33052,Saint-Flavien,M,-71.5738038430362,46.5236016785,1.2,2.5,2.8,6.0,11,9,47,0,0.00,6.380
2018,Chaudière-Appalaches,33060,Laurier-Station,VL,-71.6363101704127,46.542286971,0.9,2.5,2.8,6.0,30,33,49,3,0.00,30.382
2018,Chaudière-Appalaches,33065,Saint-Janvier-de-Joly,M,-71.6842202512021,46.489865417,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,33070,Val-Alain,M,-71.7667542591318,46.429064456,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,33080,Saint-Édouard-de-Lotbinière,P,-71.8161366149324,46.554617856,1.6,2.5,2.1,6.0,11,7,49,1,0.00,6.150
2018,Chaudière-Appalaches,33085,Notre-Dame-du-Sacré-Coeur-d'Issoudun,P,-71.618012049709,46.580259661,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,33090,Saint-Apollinaire,M,-71.4823979542476,46.598668919,1.9,2.5,2.8,6.0,64,34,30,14,27.00,31.800
2018,Chaudière-Appalaches,33095,Saint-Antoine-de-Tilly,M,-71.5393338509205,46.6463093545,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,33102,Sainte-Croix,M,-71.7117208644763,46.622698515,1.4,2.5,2.8,6.0,31,23,53,8,99.00,29.751
2018,Chaudière-Appalaches,33115,Lotbinière,M,-71.8924001347811,46.6119557535,1.8,2.5,2.1,6.0,30,16,51,2,4.00,18.245
2018,Chaudière-Appalaches,33123,Leclercville,M,-71.8722708911509,46.506243409,1.8,2.5,,6.0,,,,0,700.00,
2018,Côte-Nord,95005,Tadoussac,VL,-69.6131495891936,48.1360097045,3.0,4.3,2.1,6.0,72,24,80,5,0.00,17.716
2018,Côte-Nord,95010,Sacré-Coeur,M,-69.8115465685142,48.245702475,0.9,4.3,2.8,6.0,20,21,51,2,0.00,16.549
2018,Côte-Nord,95018,Les Bergeronnes,M,-69.5670090049649,48.30841907,1.0,4.3,2.1,6.0,11,10,42,3,0.00,14.159
2018,Côte-Nord,95025,Les Escoumins,M,-69.4552096673518,48.430213988,,4.3,,6.0,,,,,,
2018,Côte-Nord,95032,Longue-Rive,M,-69.3347433708552,48.5740329115,2.6,4.3,2.8,6.0,43,16,42,10,0.00,29.084
2018,Côte-Nord,95040,Portneuf-sur-Mer,M,-69.1867682988472,48.670162969,,4.3,,6.0,,,,,,
2018,Côte-Nord,95045,Forestville,V,-69.1135413828989,48.766901937,,4.3,,6.0,,,,,,
2018,Côte-Nord,95050,Colombier,M,-68.9524250135525,48.878994485,,4.3,,6.0,,,,,,
2018,Côte-Nord,96005,Baie-Trinité,VL,-67.3276284704335,49.444750139,1.0,4.3,2.1,6.0,14,15,56,2,0.00,19.800
2018,Côte-Nord,96010,Godbout,VL,-67.5764614212875,49.3662951895,,4.3,,6.0,,,,,,
2018,Côte-Nord,96015,Franquelin,M,-67.8617510981436,49.3488133735,,4.3,,6.0,,,,,,
2018,Côte-Nord,96020,Baie-Comeau,V,-68.2204930908531,49.2581643535,3.9,4.3,3.5,6.0,799,204,54,45,100.00,150.985
2018,Côte-Nord,96025,Pointe-Lebel,VL,-68.2223627585202,49.130118987,1.2,4.3,2.8,6.0,9,7,38,2,0.00,6.650
2018,Côte-Nord,96030,Pointe-aux-Outardes,VL,-68.3346829155624,49.1057431545,1.5,4.3,2.8,6.0,23,15,42,1,0.00,17.814
2018,Côte-Nord,96035,Chute-aux-Outardes,VL,-68.3992690185175,49.1244202195,,4.3,,6.0,,,,,,
2018,Côte-Nord,96040,Ragueneau,P,-68.491590844039,49.129764848,0.8,4.3,2.8,6.0,20,24,49,3,0.00,36.680
2018,Côte-Nord,97007,Sept-Îles,V,-65.8964844835324,50.2799397745,6.0,4.3,3.5,6.0,2049,343,52,115,100.00,243.766
2018,Côte-Nord,97022,Port-Cartier,V,-67.1079471590261,49.898831378,,4.3,,6.0,,,,,,
2018,Côte-Nord,97035,Fermont,V,-67.254960399422,52.787595892,,4.3,,6.0,,,,,,
2018,Côte-Nord,97040,Schefferville,V,-66.8220038490429,54.8264347485,,4.3,,6.0,,,,,,
2018,Côte-Nord,98005,Blanc-Sablon,M,-57.238813269582,51.4759947595,2.1,4.3,2.8,6.0,21,10,32,3,0.00,23.264
2018,Côte-Nord,98010,Bonne-Espérance,M,-57.7296605828615,51.397653921,,4.3,,6.0,,,,,,
2018,Côte-Nord,98012,Saint-Augustin,M,-58.5082383608921,51.172884347,,4.3,,6.0,,,,,,
2018,Côte-Nord,98014,Gros-Mécatina,M,-59.067072364523,50.9299932215,1.1,4.3,2.1,6.0,15,14,58,5,0.00,10.171
2018,Côte-Nord,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,-59.7717894074666,50.483727608,,4.3,,6.0,,,,,,
2018,Côte-Nord,98020,L'Île-d'Anticosti,M,-62.9397896989797,49.4658571835,,4.3,,6.0,,,,,,
2018,Côte-Nord,98025,Natashquan,M,-61.927604994228,50.2733097555,2.3,4.3,2.1,6.0,10,4,42,4,0.00,5.600
2018,Côte-Nord,98030,Aguanish,M,-62.3485655371426,50.3378099045,0.5,4.3,2.1,6.0,4,8,49,0,0.00,10.550
2018,Côte-Nord,98035,Baie-Johan-Beetz,M,-62.7194669433596,50.309938281,1.5,4.3,2.1,6.0,3,2,46,2,0.00,2.750
2018,Côte-Nord,98040,Havre-Saint-Pierre,M,-63.4566597049018,50.400523984,,4.3,,6.0,,,,,,
2018,Côte-Nord,98045,Longue-Pointe-de-Mingan,M,-64.1577379332097,50.340336385,2.6,4.3,2.1,6.0,19,10,47,2,0.00,9.854
2018,Côte-Nord,98050,Rivière-Saint-Jean,M,-64.4226390633136,50.345038895,0.8,4.3,2.1,6.0,2,2,36,0,0.00,3.022
2018,Côte-Nord,98055,Rivière-au-Tonnerre,M,-65.0743192611038,50.324210475,,4.3,,6.0,,,,,,
2018,Estrie,30005,Saint-Augustin-de-Woburn,P,-70.8947282211207,45.342529178,,1.5,,6.0,,,,,,
2018,Estrie,30010,Notre-Dame-des-Bois,M,-71.0510564659916,45.352547554,1.0,1.5,2.1,6.0,3,3,50,0,0.00,3.300
2018,Estrie,30015,Val-Racine,M,-71.0861123425611,45.5010302705,,1.5,,6.0,,,,,,
2018,Estrie,30020,Piopolis,M,-70.9467631476585,45.4784833005,0.8,1.5,2.1,6.0,1,2,50,0,0.00,2.035
2018,Estrie,30025,Frontenac,M,-70.7938802866388,45.5460777695,,1.5,,6.0,,,,,,
2018,Estrie,30030,Lac-Mégantic,V,-70.8866781692902,45.5904783875,0.8,1.5,3.2,6.0,82,102,70,6,99.00,58.483
2018,Estrie,30035,Marston,CT,-70.981735359101,45.5636328525,,1.5,,6.0,,,,,,
2018,Estrie,30040,Milan,M,-71.1412806252089,45.589922556,,1.5,,6.0,,,,,,
2018,Estrie,30045,Nantes,M,-71.0140349357411,45.6357751185,0.8,1.5,2.1,6.0,7,8,47,2,100.00,8.090
2018,Estrie,30050,Sainte-Cécile-de-Whitton,M,-70.933328624601,45.684027603,,1.5,,6.0,,,,,,
2018,Estrie,30055,Audet,M,-70.7210623300993,45.642182812,0.8,1.5,2.1,6.0,3,4,45,0,281.00,5.535
2018,Estrie,30070,Saint-Robert-Bellarmin,M,-70.5155821752162,45.732420822,,1.5,,6.0,,,,,,
2018,Estrie,30072,Saint-Ludger,M,-70.6984173561211,45.7150601995,,1.5,,6.0,,,,,,
2018,Estrie,30080,Lac-Drolet,M,-70.8431418463475,45.720252195,1.6,1.5,2.1,6.0,15,9,57,5,131.00,8.150
2018,Estrie,30085,Saint-Sébastien,M,-70.9673034214447,45.7938418385,0.4,1.5,2.1,6.0,2,5,42,0,0.00,5.730
2018,Estrie,30090,Courcelles,M,-70.9763362072782,45.8870160094999,1.5,1.5,2.1,6.0,11,7,52,0,0.00,7.715
2018,Estrie,30095,Lambton,M,-71.0851491066341,45.872299309,5.4,1.5,2.8,6.0,68,13,56,7,33.00,14.691
2018,Estrie,30100,Saint-Romain,M,-71.0648749941452,45.753851076,4.5,1.5,2.1,6.0,19,4,42,1,100.00,5.331
2018,Estrie,30105,Stornoway,M,-71.2014717081928,45.735300066,,1.5,,6.0,,,,,,
2018,Estrie,30110,Stratford,CT,-71.2816855560112,45.7901270635,,1.5,,6.0,,,,,,
2018,Estrie,40005,Ham-Sud,M,-71.5976658113166,45.7615022695,,1.5,,6.0,,,,,,
2018,Estrie,40010,Saint-Adrien,M,-71.7412693884471,45.8240589305,,1.5,,6.0,,,,,,
2018,Estrie,40017,Wotton,M,-71.7959692773763,45.7513330765,1.1,1.5,2.1,6.0,9,8,53,0,100.00,9.065
2018,Estrie,40025,Saint-Camille,CT,-71.7056792494364,45.6840492425,,1.5,,6.0,,,,,,
2018,Estrie,40032,Saint-Georges-de-Windsor,M,-71.8374026478214,45.676771307,,1.5,,6.0,,,,,,
2018,Estrie,40043,Asbestos,V,-71.9459371440263,45.771597641,4.5,1.5,3.2,6.0,358,80,65,18,100.00,65.357
2018,Estrie,40047,Danville,V,-72.0476997681629,45.7761351125,,1.5,,6.0,,,,,,
2018,Estrie,41012,Saint-Isidore-de-Clifton,M,-71.4957133147742,45.271752785,6.1,1.5,2.1,6.0,30,5,42,2,50.00,6.006
2018,Estrie,41020,Chartierville,M,-71.2006174435328,45.2954416485,,1.5,,6.0,,,,,,
2018,Estrie,41027,La Patrie,M,-71.2366415876258,45.4025082515,1.6,1.5,2.1,6.0,6,4,30,7,100.00,7.342
2018,Estrie,41037,Newport,M,-71.4461358269004,45.3831705335,,1.5,,6.0,,,,,,
2018,Estrie,41038,Cookshire-Eaton,V,-71.6840546402588,45.38024523,5.4,1.5,2.8,6.0,144,27,54,19,100.00,27.806
2018,Estrie,41055,Ascot Corner,M,-71.7692218934815,45.4593486335,2.4,1.5,2.1,6.0,25,11,63,3,36.00,8.341
2018,Estrie,41060,East Angus,V,-71.6622270451089,45.481416397,5.6,1.5,2.8,6.0,169,30,35,8,100.00,41.009
2018,Estrie,41065,Westbury,CT,-71.6235743653902,45.4939683365,,1.5,,6.0,,,,,,
2018,Estrie,41070,Bury,M,-71.4695827810055,45.529810258,4.1,1.5,2.1,6.0,22,5,38,2,100.00,8.715
2018,Estrie,41075,Hampden,CT,-71.2067927869345,45.513896776,,1.5,,6.0,,,,,,
2018,Estrie,41080,Scotstown,V,-71.2804684276077,45.5251939585,1.4,1.5,2.1,6.0,16,12,66,4,0.00,12.682
2018,Estrie,41085,Lingwick,CT,-71.3383729655815,45.6078779415,,1.5,,6.0,,,,,,
2018,Estrie,41098,Weedon,M,-71.4494216627246,45.702626858,11.0,1.5,2.8,6.0,182,16,50,0,0.00,16.978
2018,Estrie,41117,Dudswell,M,-71.5796124012485,45.606133185,1.6,1.5,2.1,6.0,4,3,32,1,0.00,3.857
2018,Estrie,42005,Stoke,M,-71.7644942644341,45.5526261625,1.7,1.5,2.1,6.0,4,2,50,1,25.00,2.799
2018,Estrie,42020,Saint-François-Xavier-de-Brompton,M,-72.0535925273351,45.5349451115,,1.5,,6.0,,,,,,
2018,Estrie,42025,Saint-Denis-de-Brompton,M,-72.1052501207046,45.4384526175,2.0,1.5,2.1,6.0,11,6,42,0,0.00,2.599
2018,Estrie,42032,Racine,M,-72.2068836856763,45.4940962705,,1.5,,6.0,,,,,,
2018,Estrie,42040,Bonsecours,M,-72.2929606231047,45.412840038,0.4,1.5,2.1,6.0,2,5,50,0,100.00,9.754
2018,Estrie,42045,Lawrenceville,VL,-72.3420125166677,45.432825209,0.8,1.5,2.1,6.0,8,10,67,0,52.00,9.768
2018,Estrie,42050,Sainte-Anne-de-la-Rochelle,M,-72.4074448742495,45.4119392125,,1.5,,6.0,,,,,,
2018,Estrie,42055,Valcourt,V,-72.3155700005076,45.4963623845,6.2,1.5,2.8,6.0,115,19,39,4,148.00,26.463
2018,Estrie,42060,Valcourt,CT,-72.3700012233419,45.490591264,6.2,1.5,2.1,6.0,4,3,70,0,0.00,3.598
2018,Estrie,42065,Maricourt,M,-72.3087874531954,45.558871962,,1.5,,6.0,,,,,,
2018,Estrie,42070,Kingsbury,VL,-72.1289269502716,45.5732044495,1.0,1.5,2.1,6.0,1,1,25,0,99.00,5.584
2018,Estrie,42075,Melbourne,CT,-72.1714329339331,45.598397394,1.2,1.5,2.1,6.0,3,2,66,1,1200.00,3.113
2018,Estrie,42078,Ulverton,M,-72.2526300672245,45.700928063,,1.5,,6.0,,,,,,
2018,Estrie,42088,Windsor,V,-71.9880712538031,45.57137979,2.8,1.5,3.2,6.0,160,57,63,6,0.00,40.949
2018,Estrie,42095,Val-Joli,M,-71.9315348526532,45.575563116,,1.5,,6.0,,,,,,
2018,Estrie,42098,Richmond,V,-72.1342567323946,45.6642093605,0.9,1.5,2.8,6.0,38,41,63,7,100.00,34.898
2018,Estrie,42100,Saint-Claude,M,-71.9586135421827,45.640141313,,1.5,,6.0,,,,,,
2018,Estrie,42110,Cleveland,CT,-72.1110078956132,45.683617946,,1.5,,6.0,,,,,,
2018,Estrie,43027,Sherbrooke,V,-71.9436816548727,45.412039576,0.0,1.5,9.3,6.0,1267,1338,64,189,120.00,877.217
2018,Estrie,44003,Saint-Malo,M,-71.5029919104804,45.200222221,,1.5,,6.0,,,,,,
2018,Estrie,44005,Saint-Venant-de-Paquette,M,-71.4788648922651,45.1218194415,,1.5,,6.0,,,,,,
2018,Estrie,44010,East Hereford,M,-71.5370664640082,45.0733750005,0.6,1.5,2.1,6.0,1,1,35,0,0.00,1.406
2018,Estrie,44015,Saint-Herménégilde,M,-71.6510203145916,45.086556043,1.5,1.5,2.1,6.0,1,1,52,0,0.00,1.608
2018,Estrie,44023,Dixville,M,-71.7460259046403,45.05727055,0.0,1.5,2.1,6.0,2,4,54,0,0.00,4.088
2018,Estrie,44037,Coaticook,V,-71.8629400476049,45.08294214,2.3,1.5,3.2,6.0,228,98,57,8,0.00,64.996
2018,Estrie,44045,Barnston-Ouest,M,-71.9665388358379,45.084352737,,1.5,,6.0,,,,,,
2018,Estrie,44050,Stanstead-Est,M,-72.0505800886625,45.083699612,,1.5,,6.0,,,,,,
2018,Estrie,44055,Sainte-Edwidge-de-Clifton,CT,-71.6701035291564,45.203854034,1.3,1.5,2.1,6.0,2,1,31,0,0.00,1.723
2018,Estrie,44060,Martinville,M,-71.6907718694202,45.2765677995,1.9,1.5,2.1,6.0,5,3,43,0,0.00,2.739
2018,Estrie,44071,Compton,M,-71.8277016494402,45.23249068,1.4,1.5,2.8,6.0,15,11,51,4,25.00,11.432
2018,Estrie,44080,Waterville,V,-71.862951458165,45.3071380245,3.5,1.5,2.8,6.0,54,16,56,1,0.00,14.575
2018,Estrie,45008,Stanstead,V,-72.1066669656746,45.0201416995,2.4,1.5,2.8,6.0,86,36,56,3,0.00,36.767
2018,Estrie,45020,Ogden,M,-72.1655383340455,45.0452007145,,1.5,,6.0,,,,,,
2018,Estrie,45025,Stanstead,CT,-72.1901691014798,45.095108715,1.1,1.5,2.1,6.0,1,1,40,0,0.00,1.908
2018,Estrie,45030,Potton,CT,-72.3809280659981,45.0806430035,1.4,1.5,2.1,6.0,16,11,54,1,0.00,16.181
2018,Estrie,45035,Ayer's Cliff,VL,-72.0526318380141,45.1745943495,,1.5,,6.0,,,,,,
2018,Estrie,45043,Hatley,M,-71.9608632461391,45.2002186135,1.1,1.5,2.1,6.0,8,7,59,1,5.00,5.009
2018,Estrie,45050,North Hatley,VL,-71.9808452237559,45.272561681,,1.5,,6.0,,,,,,
2018,Estrie,45055,Hatley,CT,-71.9661615605788,45.300416655,,1.5,,6.0,,,,,,
2018,Estrie,45060,Sainte-Catherine-de-Hatley,M,-72.050899804596,45.2348717555,,1.5,,6.0,,,,,,
2018,Estrie,45072,Magog,V,-72.1669792296051,45.233496713,1.1,1.5,3.5,6.0,240,216,50,20,0.00,163.255
2018,Estrie,45080,Saint-Benoît-du-Lac,M,-72.2675455595239,45.1673335615,10.3,1.5,2.1,6.0,1,0,30,0,100.00,0.826
2018,Estrie,45085,Austin,M,-72.2538741888841,45.2229546435,,1.5,,6.0,,,,,,
2018,Estrie,45093,Eastman,M,-72.3054094446724,45.330846932,5.5,1.5,2.1,6.0,46,8,42,4,7.00,13.685
2018,Estrie,45095,Bolton-Est,M,-72.3262569100568,45.2197849525,,1.5,,6.0,,,,,,
2018,Estrie,45100,Saint-Étienne-de-Bolton,M,-72.3686540145961,45.2594467825,,1.5,,6.0,,,,,,
2018,Estrie,45105,Stukely-Sud,VL,-72.4115525891703,45.3421203015,4.6,1.5,2.1,6.0,12,3,42,1,100.00,4.314
2018,Estrie,45115,Orford,CT,-72.1764984480355,45.3751558465,1.0,1.5,2.8,6.0,29,31,42,4,0.00,36.077
2018,Gaspésie--Îles-de-la-Madeleine,01023,Les Îles-de-la-Madeleine,M,-61.7044254705096,47.755569453,,6.3,,6.0,,,,,,
2018,Gaspésie--Îles-de-la-Madeleine,01042,Grosse-Île,M,-61.5208562515215,47.598776099,,6.3,,6.0,,,,,,
2018,Gaspésie--Îles-de-la-Madeleine,02005,Percé,V,-64.332611991939,48.5471482135,6.3,6.3,2.1,6.0,186,30,56,10,0.00,19.183
2018,Gaspésie--Îles-de-la-Madeleine,02010,Sainte-Thérèse-de-Gaspé,M,-64.4450788161354,48.4442876345,,6.3,,6.0,,,,,,
2018,Gaspésie--Îles-de-la-Madeleine,02015,Grande-Rivière,V,-64.5224292426417,48.427415179,8.9,6.3,2.8,6.0,278,31,46,4,50.00,28.983
2018,Gaspésie--Îles-de-la-Madeleine,02028,Chandler,V,-64.7806758131901,48.3545379535,6.2,6.3,3.2,6.0,638,103,54,35,100.00,81.043
2018,Gaspésie--Îles-de-la-Madeleine,02047,Port-Daniel--Gascons,M,-64.9455550331718,48.211219066,2.6,6.3,2.1,6.0,43,17,57,2,139.00,14.012
2018,Gaspésie--Îles-de-la-Madeleine,03005,Gaspé,V,-64.4726923793169,48.9203863975,7.5,6.3,3.2,6.0,1045,140,63,19,100.00,109.715
2018,Gaspésie--Îles-de-la-Madeleine,03010,Cloridorme,CT,-64.8730299936171,49.1586762035,2.2,6.3,2.1,6.0,35,16,56,0,0.00,20.048
2018,Gaspésie--Îles-de-la-Madeleine,03015,Petite-Vallée,M,-65.0093375581154,49.18622038,0.9,6.3,2.1,6.0,4,5,60,0,0.00,5.650
2018,Gaspésie--Îles-de-la-Madeleine,03020,Grande-Vallée,M,-65.1240382845958,49.1694047315,6.4,6.3,2.8,6.0,69,11,35,7,0.00,18.698
