annee,reg_n,mun_c,mun_n,mun_d,coord_x,coord_y,consom_resid,consom_resid_reg,consom_resid_cpop,consom_resid_qb,nb_reseau_dist,pop_desservie,nb_resid_desservi,nb_pers_resid,vol_eau_dist,consom_resid_ml,qte_eau_pers,qte_eau_pers_reg,qte_eau_pers_cpop,qte_eau_pers_qc
2022,Abitibi-Témiscamingue,88055,AMOS,V,-77.95722091705048,48.60993310240001,196,188,254,253.00000000,1,13317,5740,2.32000000,1714.13900000,951.95939987,353,369,475,487
2022,Abitibi-Témiscamingue,87050,AUTHIER,M,-78.82988524677346,48.756142008576205,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,87100,AUTHIER-NORD,M,-78.85131915527624,48.90115898340786,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,88022,BARRAUTE,M,-77.66923849165737,48.466926627363144,216,188,227,253.00000000,1,1414,594,2.38000000,174.98800000,111.32900000,339,369,435,487
2022,Abitibi-Témiscamingue,85020,BÉARN,M,-79.10023422041293,47.23764538695039,200,188,213,253.00000000,1,690,325,2.12238806,196.13500000,50.24900000,779,369,393,487
2022,Abitibi-Témiscamingue,89050,BELCOURT,M,-77.43687828723988,48.39562506605695,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,85065,BELLETERRE,V,-78.73778738378674,47.34431822582615,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,88070,BERRY,M,-78.31509708697968,48.82851095883575,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,88005,CHAMPNEUF,M,-77.46384251297833,48.567771742897115,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,87095,CHAZEL,M,-79.0517395864667,48.893776295384484,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,87110,CLERMONT (08),CT,-79.2389543622266,48.95223622401491,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,87075,CLERVAL,M,-79.43813559159963,48.713585108489546,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,85030,DUHAMEL-OUEST,M,-79.4391539539622,47.34415678548568,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,87005,DUPARQUET,V,-79.19067496320109,48.466844113817054,346,188,213,253.00000000,1,598,296,2.02000000,123.78000000,75.51970732,567,369,393,487
2022,Abitibi-Témiscamingue,87085,DUPUY,M,-79.36808380473647,48.821941665802875,136,188,213,253.00000000,1,668,266,2.51000000,74.76100000,33.02708451,307,369,393,487
2022,Abitibi-Témiscamingue,85055,FUGÈREVILLE,M,-79.1780468362112,47.36412767279332,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,87020,GALLICHAN,M,-79.30417290399626,48.62767621128448,177,188,213,253.00000000,1,94,36,2.62032086,15.67300000,6.08492308,455,369,393,487
2022,Abitibi-Témiscamingue,85095,GUÉRIN,CT,-79.284791383183,47.65365658568198,374,188,213,253.00000000,1,217,75,2.89000000,43.05300000,29.58937500,544,369,393,487
2022,Abitibi-Témiscamingue,85010,KIPAWA,M,-78.98767941791253,46.77739156829374,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,88030,LA CORNE,M,-77.93150960583998,48.357952528642365,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,85070,LAFORCE,M,-78.6815310158863,47.583331016722525,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,88015,LA MORANDIÈRE,M,-77.70131616534383,48.67540039437363,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,88045,LA MOTTE,M,-78.16055584833913,48.34439977407876,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,88035,LANDRIENNE,CT,-77.88682064320089,48.4957250411845,120,188,213,253.00000000,1,689,265,2.60167131,47.36000000,30.14500000,188,369,393,487
2022,Abitibi-Témiscamingue,87080,LA REINE,M,-79.46293461635597,48.86311585538701,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,87090,LA SARRE,V,-79.18974579809706,48.80730936111988,187,188,262,253.00000000,1,7732,3559,2.17245473,985.74400000,526.91467926,349,369,420,487
2022,Abitibi-Témiscamingue,85060,LATULIPE-ET-GABOURY,CU,-79.02177149547813,47.3363129486885,163,188,213,253.00000000,1,305,139,2.19696970,25.58700000,18.20805442,230,369,393,487
2022,Abitibi-Témiscamingue,88080,LAUNAY,CT,-78.53339785847723,48.64100560494067,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,85052,LAVERLOCHÈRE-ANGLIERS,M,-79.15362468443291,47.51501873555661,192,188,213,253.00000000,1,503,229,2.19724771,225.12200000,35.27200000,1226,369,393,487
2022,Abitibi-Témiscamingue,85037,LORRAINVILLE,M,-79.31830541642972,47.36422320068069,242,188,227,253.00000000,1,1221,589,2.07300509,127.05700000,107.71889088,285,369,435,487
2022,Abitibi-Témiscamingue,87058,MACAMIC,V,-79.06465919140621,48.762853577340486,300,188,227,253.00000000,1,1512,592,2.55357143,276.13700000,165.51932710,500,369,435,487
2022,Abitibi-Témiscamingue,89015,MALARTIC,V,-78.06438186563282,48.16324457480952,323,188,227,253.00000000,1,3538,1145,3.09000000,535.32800000,416.79470305,415,369,435,487
2022,Abitibi-Témiscamingue,85075,MOFFET,M,-78.8767893012741,47.587041029893925,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,85100,NÉDÉLEC,CT,-79.40935536277445,47.80078121981741,146,188,213,253.00000000,1,153,66,2.32000000,9.70900000,8.17539130,174,369,393,487
2022,Abitibi-Témiscamingue,87115,NORMÉTAL,M,-79.3537790771423,48.98128444133767,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,85090,NOTRE-DAME-DU-NORD,M,-79.42424955901464,47.60312233614844,242,188,213,253.00000000,1,977,509,1.91891892,138.08900000,86.28500000,387,369,393,487
2022,Abitibi-Témiscamingue,87025,PALMAROLLE,M,-79.19554589782113,48.67732835850372,143,188,213,253.00000000,1,880,345,2.55072464,87.94800000,46.01484890,274,369,393,487
2022,Abitibi-Témiscamingue,87035,POULARIES,M,-78.95440157728144,48.64672508941946,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,88090,PREISSAC,M,-78.38229455003979,48.38846841269665,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,87010,RAPIDE-DANSEUR,M,-79.2999846814652,48.539552908162726,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,85105,RÉMIGNY,M,-78.9778253177662,47.796723321570354,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,89010,RIVIÈRE-HÉVA,M,-78.23952400945483,48.15187260717537,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,88010,ROCHEBAUCOURT,M,-77.4669195214184,48.67543951930546,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,87015,ROQUEMAURE,M,-79.43625777906136,48.63337867561134,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,86042,ROUYN-NORANDA,V,-78.90777775617335,48.13364694755981,173,188,254,253.00000000,3,37967,16276,2.33272303,4297.20500000,2399.51000000,310,369,475,487
2022,Abitibi-Témiscamingue,85045,SAINT-BRUNO-DE-GUIGUES,M,-79.46503384516305,47.47753579183093,126,188,213,253.00000000,1,697,282,2.47252747,71.20600000,32.09900000,280,369,393,487
2022,Abitibi-Témiscamingue,88065,SAINT-DOMINIQUE-DU-ROSAIRE,M,-78.0418495337374,48.82101116990849,108,188,213,253.00000000,1,216,83,2.60233918,10.86600000,8.51300000,138,369,393,487
2022,Abitibi-Témiscamingue,85015,SAINT-ÉDOUARD-DE-FABRE,P,-79.33972749531829,47.17763100551265,204,188,213,253.00000000,1,423,191,2.21454545,61.59100000,31.55531156,399,369,393,487
2022,Abitibi-Témiscamingue,87030,SAINTE-GERMAINE-BOULÉ,M,-79.10670212849472,48.60279283230518,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,88085,SAINTE-GERTRUDE-MANNEVILLE,M,-78.43537873649389,48.531658774086736,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,87070,SAINTE-HÉLÈNE-DE-MANCEBOURG,P,-79.2975086395843,48.73586860144264,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,85085,SAINT-EUGÈNE-DE-GUIGUES,M,-79.35128681192207,47.52357767958878,229,188,213,253.00000000,1,178,71,2.50549451,19.13450000,14.88510836,295,369,393,487
2022,Abitibi-Témiscamingue,88060,SAINT-FÉLIX-DE-DALQUIER,M,-78.11992178943967,48.67554493504218,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,87120,SAINT-LAMBERT (08),P,-79.43797997914432,48.95205650290383,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,88040,SAINT-MARC-DE-FIGUERY,P,-78.0301233208408,48.4593884871601,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,88050,SAINT-MATHIEU-D'HARRICANA,M,-78.19994876606584,48.472312055460115,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,89045,SENNETERRE (P),P,-77.27425512124815,48.368142524756315,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,89040,SENNETERRE (V),V,-76.42019958790111,48.26120847313698,439,188,227,253.00000000,1,2911,1454,2.00218182,1042.37800000,466.16638077,981,369,435,487
2022,Abitibi-Témiscamingue,87042,TASCHEREAU,M,-78.75193864111527,48.64100565925975,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,85005,TÉMISCAMING,V,-78.99753189779037,46.7200012642641,339,188,227,253.00000000,1,2174,1098,1.98000000,443.44000000,269.10419344,559,369,435,487
2022,Abitibi-Témiscamingue,88075,TRÉCESSON,CT,-78.31520529767616,48.61356574470937,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,89008,VAL-D'OR,V,-77.5778026731905,47.99592817983106,144,188,254,253.00000000,3,29918,12731,2.35002780,3919.47600000,1577.86391028,359,369,475,487
2022,Abitibi-Témiscamingue,87105,VAL-SAINT-GILLES,M,-79.11578291586513,48.95920765770375,,188,,253.00000000,,,,,,,,369,,487
2022,Abitibi-Témiscamingue,85025,VILLE-MARIE,V,-79.43014675753736,47.33125946332991,169,188,227,253.00000000,1,2464,1047,2.35300000,357.35000000,151.67900000,397,369,435,487
2022,Bas-Saint-Laurent,7025,ALBERTVILLE,M,-67.37391386341599,48.32917337085622,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,7047,AMQUI,V,-67.42565424667096,48.48713319361891,354,226,262,253.00000000,1,5671,2506,2.26305970,1109.50300000,732.03813628,536,425,420,487
2022,Bas-Saint-Laurent,13045,AUCLAIR,M,-68.66276778660091,47.74518764440723,152,226,213,253.00000000,1,281,119,2.36000000,18.75352000,15.56447328,183,425,393,487
2022,Bas-Saint-Laurent,8080,BAIE-DES-SABLES,M,-67.86009585721169,48.70847297491985,147,226,213,253.00000000,1,456,209,2.18000000,29.59000000,24.52298190,178,425,393,487
2022,Bas-Saint-Laurent,13055,BIENCOURT,M,-68.56959402435818,47.92859396017842,237,226,213,253.00000000,1,271,149,1.82000000,32.27600000,23.44100000,326,425,393,487
2022,Bas-Saint-Laurent,12057,CACOUNA,M,-69.48229403853536,47.930070539008064,190,226,227,253.00000000,1,1327,603,2.20000000,134.76100000,92.00700000,278,425,435,487
2022,Bas-Saint-Laurent,7018,CAUSAPSCAL,V,-67.2361609884896,48.37531721072582,191,226,227,253.00000000,1,1548,685,2.26000000,295.72770000,107.77904881,523,425,435,487
2022,Bas-Saint-Laurent,13005,DÉGELIS,V,-68.52059909305682,47.61720508648989,266,226,227,253.00000000,1,2442,1174,2.08000000,447.73400000,237.32293068,502,425,435,487
2022,Bas-Saint-Laurent,10005,ESPRIT-SAINT,M,-68.54420855284795,48.05591464627023,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,9060,GRAND-MÉTIS,M,-68.08947329417174,48.62945937217848,144,226,,253.00000000,,,,,,,337,425,,487
2022,Bas-Saint-Laurent,8015,GROSSES-ROCHES,M,-67.1550643527475,48.91344500589883,271,226,213,253.00000000,1,285,161,1.77000000,38.98200000,28.21143684,375,425,393,487
2022,Bas-Saint-Laurent,14050,KAMOURASKA,M,-69.85291851725154,47.54086237798216,186,226,213,253.00000000,1,495,225,2.20000000,52.41700000,33.61652542,290,425,393,487
2022,Bas-Saint-Laurent,7057,LAC-AU-SAUMON,M,-67.39529866197728,48.403825930714454,210,226,227,253.00000000,2,1174,415,2.82843179,252.68300000,90.09738519,590,425,435,487
2022,Bas-Saint-Laurent,13060,LAC-DES-AIGLES,M,-68.67885203770891,47.99334175498761,214,226,213,253.00000000,1,406,202,2.01000000,38.55500000,31.69604444,260,425,393,487
2022,Bas-Saint-Laurent,14085,LA POCATIÈRE,V,-70.0313568816496,47.381528937976164,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,9005,LA RÉDEMPTION,P,-67.8809812159411,48.43205615667335,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,10010,LA TRINITÉ-DES-MONTS,P,-68.41620468638054,48.10130876512944,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,13050,LEJEUNE,M,-68.5442914786479,47.76340643918046,215,226,213,253.00000000,1,166,77,2.15000000,15.67700000,12.98400000,259,425,393,487
2022,Bas-Saint-Laurent,9015,LES HAUTEURS,M,-68.10727565427113,48.36208537879529,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,8005,LES MÉCHINS,M,-66.89333749443345,48.9273268240616,164,226,213,253.00000000,1,728,423,1.72000000,210.74100000,43.59265772,794,425,393,487
2022,Bas-Saint-Laurent,12043,L'ISLE-VERTE,M,-69.3209718933364,48.009521534399305,117,226,227,253.00000000,1,1050,493,2.13000000,73.42600000,44.82890467,192,425,435,487
2022,Bas-Saint-Laurent,8053,MATANE,V,-67.48502021060675,48.79812603366894,237,226,254,253.00000000,1,13662,6519,2.09573207,2368.81800000,1181.22682253,475,425,475,487
2022,Bas-Saint-Laurent,9048,MÉTIS-SUR-MER,V,-67.94251275894983,48.65946922466453,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,14005,MONT-CARMEL,M,-69.72119710454061,47.3072746106938,239,226,213,253.00000000,1,744,326,2.28252033,79.11900000,64.88200000,291,425,393,487
2022,Bas-Saint-Laurent,9077,MONT-JOLI,V,-68.17987084109113,48.58572181776145,293,226,262,253.00000000,1,6577,3162,2.08000000,1030.05300000,703.72687628,429,425,420,487
2022,Bas-Saint-Laurent,11045,NOTRE-DAME-DES-NEIGES,M,-69.10775041086663,48.11176617734526,227,226,213,253.00000000,1,653,317,2.06000000,85.53500000,53.99316900,359,425,393,487
2022,Bas-Saint-Laurent,12045,NOTRE-DAME-DES-SEPT-DOULEURS,P,-69.43600442419418,48.0257103845879,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,12080,NOTRE-DAME-DU-PORTAGE,M,-69.58908799809686,47.761529044273026,115,226,213,253.00000000,1,232,108,2.15000000,14.07900000,9.75900000,166,425,393,487
2022,Bas-Saint-Laurent,13015,PACKINGTON,P,-68.81097235039965,47.46788601936255,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,9040,PADOUE,M,-67.95314210295992,48.590953616587036,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,13095,POHÉNÉGAMOOK,V,-69.26425392521199,47.50487126382127,413,226,227,253.00000000,1,2229,1077,2.07000000,504.57033000,335.99600000,620,425,435,487
2022,Bas-Saint-Laurent,9065,PRICE,VL,-68.12499686823517,48.601131384489236,144,226,227,253.00000000,1,1679,730,2.30000000,206.66900000,88.03400000,337,425,435,487
2022,Bas-Saint-Laurent,10043,RIMOUSKI,V,-68.51884112968459,48.402591013829856,222,226,227,253.00000000,2,50461,23471,2.14993096,7871.94300000,4090.66100000,427,425,394,487
2022,Bas-Saint-Laurent,13025,RIVIÈRE-BLEUE,M,-68.99009494232384,47.41270190984475,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,12072,RIVIÈRE-DU-LOUP,V,-69.51809285624144,47.82282088002158,198,226,254,253.00000000,1,19520,9251,2.11000000,3965.76200000,1410.66695000,557,425,475,487
2022,Bas-Saint-Laurent,14065,RIVIÈRE-OUELLE,M,-69.99476810931597,47.44700484299093,161,226,213,253.00000000,1,617,279,2.21000000,92.89900000,36.18100000,413,425,393,487
2022,Bas-Saint-Laurent,8030,SAINT-ADELME,P,-67.30950893025069,48.8171016945609,206,226,213,253.00000000,1,202,79,2.56000000,17.74500000,15.20279762,240,425,393,487
2022,Bas-Saint-Laurent,14035,SAINT-ALEXANDRE-DE-KAMOURASKA,M,-69.57916885142147,47.668069019847465,164,226,227,253.00000000,1,1898,659,2.88000000,320.70000000,113.56500000,463,425,435,487
2022,Bas-Saint-Laurent,7065,SAINT-ALEXANDRE-DES-LACS,P,-67.2832300874759,48.4736623923518,220,226,213,253.00000000,1,172,65,2.65000000,16.15300000,13.81880597,257,425,393,487
2022,Bas-Saint-Laurent,10030,SAINT-ANACLET-DE-LESSARD,P,-68.37601431661271,48.443984263855015,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,14040,SAINT-ANDRÉ,M,-69.70170504331156,47.669258989737365,104,226,213,253.00000000,1,453,146,3.10000000,32.60700000,17.14000000,197,425,393,487
2022,Bas-Saint-Laurent,12015,SAINT-ANTONIN,V,-69.42736792438848,47.73546131836497,146,226,227,253.00000000,1,3318,1252,2.65000000,271.78930000,177.30116592,224,425,435,487
2022,Bas-Saint-Laurent,12065,SAINT-ARSÈNE,P,-69.40584313414496,47.915191008550615,158,226,213,253.00000000,1,821,294,2.79405034,65.60500000,47.33500000,219,425,393,487
2022,Bas-Saint-Laurent,13100,SAINT-ATHANASE,M,-69.43219354333193,47.42061577050179,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,14010,SAINT-BRUNO-DE-KAMOURASKA,M,-69.68677330746256,47.4535195969908,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,9010,SAINT-CHARLES-GARNIER,P,-68.02654259512708,48.33287128574755,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,11005,SAINT-CLÉMENT,M,-69.0950302578528,47.92246379234875,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,7090,SAINT-CLÉOPHAS,P,-67.73146359919346,48.48387153690315,220,226,213,253.00000000,1,243,73,3.33000000,33.79700000,19.55736364,381,425,393,487
2022,Bas-Saint-Laurent,12005,SAINT-CYPRIEN (01),M,-68.97155543687953,47.87597120691865,209,226,213,253.00000000,1,735,309,2.38000000,78.47800000,56.22550674,292,425,393,487
2022,Bas-Saint-Laurent,7105,SAINT-DAMASE (01),P,-67.78788622187733,48.65108485323741,189,226,213,253.00000000,1,240,96,2.50000000,21.30900000,16.55867890,243,425,393,487
2022,Bas-Saint-Laurent,14055,SAINT-DENIS-DE LA BOUTEILLERIE,M,-69.92800668165779,47.497851511902724,,226,,253.00000000,,,,,,,,425,,487
2022,Bas-Saint-Laurent,9030,SAINT-DONAT (01),P,-68.239947788277,48.49318096571627,413,226,213,253.00000000,1,317,141,2.25000000,55.07060000,47.81456494,476,425,393,487
