annee,cl_pop_desservie,mun_c,mun_n,mun_d,coord_x,coord_y,consom_resid,consom_resid_reg,consom_resid_cpop,consom_resid_qb,nb_reseau_dist,pop_desservie,nb_resid_desservi,nb_pers_resid,vol_eau_dist,consom_resid_ml,qte_eau_pers,qte_eau_pers_reg,qte_eau_pers_cpop,qte_eau_pers_qc
2021,0 à 999 personnes,98030,AGUANISH,M,-62.34786027232956,50.338798775811796,151,258,212,260.00000000,1,260,144,1.80303030,18.91500000,14.35689172,200,455,360,515
2021,0 à 999 personnes,78070,AMHERST,CT,-74.76980421265053,46.038955296754246,189,243,212,260.00000000,1,406,209,1.94258373,44.03700000,27.98800000,297,417,360,515
2021,0 à 999 personnes,19037,ARMAGH,M,-70.58873305545767,46.75028754601779,204,199,212,260.00000000,1,868,434,2.00000000,92.40400000,64.57578118,292,337,360,515
2021,0 à 999 personnes,41055,ASCOT CORNER,M,-71.7678385453476,45.46182014478537,172,221,212,260.00000000,1,863,300,2.87798408,104.43700000,54.24000000,331,422,360,515
2021,0 à 999 personnes,13045,AUCLAIR,M,-68.66276778826774,47.74518764496846,152,216,212,260.00000000,1,281,119,2.35751295,19.17200000,15.58900000,187,409,360,515
2021,0 à 999 personnes,30055,AUDET,M,-70.72071572322427,45.64226869840158,96,221,212,260.00000000,1,348,115,3.02800000,21.11200000,12.20000000,166,422,360,515
2021,0 à 999 personnes,8080,BAIE-DES-SABLES,M,-67.86009585361214,48.70847297448452,139,216,212,260.00000000,1,453,208,2.18000000,28.78000000,23.03500000,174,409,360,515
2021,0 à 999 personnes,50100,BAIE-DU-FEBVRE,M,-72.72554453256484,46.13804296769545,163,221,212,260.00000000,2,996,494,2.01694332,226.73200000,59.13200000,623,457,360,515
2021,0 à 999 personnes,98035,BAIE-JOHAN-BEETZ,M,-62.739699766661204,50.337323633406065,393,258,212,260.00000000,1,86,56,1.53600000,23.70800000,12.32516923,755,455,360,515
2021,0 à 999 personnes,15065,BAIE-SAINTE-CATHERINE,M,-69.83358272881974,48.0797131173453,201,235,212,260.00000000,1,184,144,1.28000000,33.10700000,13.53504636,492,392,360,515
2021,0 à 999 personnes,85020,BÉARN,M,-79.1002342212976,47.237645383510134,182,169,212,260.00000000,1,686,323,2.12238806,187.68463670,45.50280000,750,355,360,515
2021,0 à 999 personnes,94250,BÉGIN,M,-71.32208891451383,48.69119528657549,168,282,212,260.00000000,1,704,317,2.21983914,67.19000000,43.17000000,262,487,360,515
2021,0 à 999 personnes,13055,BIENCOURT,M,-68.56959402454368,47.92859395824035,217,216,212,260.00000000,1,270,148,1.82352941,31.97600000,21.33500000,325,409,360,515
2021,0 à 999 personnes,78075,BRÉBEUF,P,-74.67578118542733,46.082902914134685,198,243,212,260.00000000,1,910,425,2.14000000,101.73400000,65.75900000,306,417,360,515
2021,0 à 999 personnes,59030,CALIXA-LAVALLÉE,M,-73.26275378676266,45.750649509671625,191,247,212,260.00000000,1,552,200,2.76000000,61.20300000,38.52600000,304,478,360,515
2021,0 à 999 personnes,84030,CAMPBELL'S BAY,M,-76.59667139898251,45.73243750333518,219,222,212,260.00000000,1,940,400,2.35000000,118.30800000,75.28671329,345,410,360,515
2021,0 à 999 personnes,51080,CHARETTE,M,-72.94012949026542,46.43566633475949,217,250,212,260.00000000,1,836,372,2.24601367,101.81326000,66.16800000,334,434,360,515
2021,0 à 999 personnes,62047,CHERTSEY,M,-73.87241871215498,46.11370838391758,191,239,212,260.00000000,1,535,242,2.21000000,59.53100000,37.34172760,305,371,360,515
2021,0 à 999 personnes,98015,CÔTE-NORD-DU-GOLFE-DU-SAINT-LAURENT,M,-59.77187203694243,50.48386408128046,114,258,212,260.00000000,1,248,88,2.82000000,17.28600000,10.30130769,191,455,360,515
2021,0 à 999 personnes,30090,COURCELLES,M,-70.97714038588263,45.88820393102711,150,221,212,260.00000000,1,533,251,2.12500000,57.08650000,29.21400000,293,422,360,515
2021,0 à 999 personnes,83070,DÉLÉAGE,M,-75.83004593852309,46.3719011343846,256,222,212,260.00000000,1,413,196,2.10633484,71.31000000,38.63832836,473,410,360,515
2021,0 à 999 personnes,44023,DIXVILLE,M,-71.7460317436297,45.051803095658705,145,221,212,260.00000000,1,292,99,2.95041322,24.77700000,15.46167857,232,422,360,515
2021,0 à 999 personnes,41117,DUDSWELL,M,-71.57963044886556,45.60621936626187,168,221,212,260.00000000,1,355,131,2.70996979,26.37100000,21.81000000,204,422,360,515
2021,0 à 999 personnes,80135,DUHAMEL,M,-75.21724402710605,46.094375947647954,120,222,212,260.00000000,1,54,28,1.94170404,5.40400000,2.39100000,272,410,360,515
2021,0 à 999 personnes,49015,DURHAM-SUD,M,-72.32819108958209,45.65249323702708,169,221,212,260.00000000,1,712,241,2.95628415,57.33200000,43.86000000,220,457,360,515
2021,0 à 999 personnes,44010,EAST HEREFORD,M,-71.53652647655153,45.07353557179339,147,221,212,260.00000000,1,103,43,2.40000000,6.33598000,5.53100000,168,422,360,515
2021,0 à 999 personnes,45093,EASTMAN,M,-72.30510843482227,45.334550603615426,177,221,212,260.00000000,1,715,316,2.26367615,134.00100000,46.26600000,513,422,360,515
2021,0 à 999 personnes,77011,ESTÉREL,V,-74.02871415496948,46.04614555196095,489,243,212,260.00000000,1,72,30,2.39000000,46.91230581,12.78600000,1793,417,360,515
2021,0 à 999 personnes,80005,FASSETT,M,-74.83941224545278,45.65286430113012,206,222,212,260.00000000,1,668,340,1.96491228,60.82500000,50.17900000,249,410,360,515
2021,0 à 999 personnes,94220,FERLAND-ET-BOILLEAU,M,-70.81525113297837,48.1603838277533,182,282,212,260.00000000,1,97,42,2.30612245,8.43300000,6.42400000,239,487,360,515
2021,0 à 999 personnes,38047,FORTIERVILLE,M,-72.03449393651468,46.48852311645209,189,221,212,260.00000000,1,494,202,2.44736842,52.71500000,34.18076231,292,457,360,515
2021,0 à 999 personnes,92055,GIRARDVILLE,M,-72.57313790424226,49.03826117172692,249,282,212,260.00000000,1,862,410,2.10234542,108.14000000,78.28643678,344,487,360,515
2021,0 à 999 personnes,50065,GRAND-SAINT-ESPRIT,M,-72.49109129284787,46.17957653332571,170,221,212,260.00000000,1,503,258,1.95000000,70.63803681,31.24000000,385,457,360,515
2021,0 à 999 personnes,76052,GRENVILLE-SUR-LA-ROUGE,M,-74.6573574284241,45.708591632749965,305,243,212,260.00000000,1,592,254,2.33000000,93.42378000,65.91492424,432,417,360,515
2021,0 à 999 personnes,8015,GROSSES-ROCHES,M,-67.15506434857859,48.91344500396506,240,216,212,260.00000000,1,285,161,1.77209302,38.85200000,24.99300000,373,409,360,515
2021,0 à 999 personnes,39010,HAM-NORD,CT,-71.64453349837613,45.89396716588153,174,221,212,260.00000000,1,690,265,2.60298507,53.65200000,43.76200000,213,457,360,515
2021,0 à 999 personnes,45055,HATLEY (CT),CT,-71.96606571400507,45.295809383172994,191,221,212,260.00000000,1,432,167,2.58934911,45.15400000,30.09800000,286,422,360,515
2021,0 à 999 personnes,45043,HATLEY (M),M,-71.96055901485471,45.20098177182118,132,221,212,260.00000000,2,352,268,1.31210116,25.29053000,16.90300000,197,422,360,515
2021,0 à 999 personnes,68010,HEMMINGFORD (VL),VL,-73.5856193853802,45.04681180326674,263,247,212,260.00000000,1,871,460,1.89300000,104.97040000,83.54200000,330,478,360,515
2021,0 à 999 personnes,19070,HONFLEUR,M,-70.88199169123408,46.63939086383638,140,199,212,260.00000000,1,574,186,3.08391608,34.07200000,29.39547739,163,337,360,515
2021,0 à 999 personnes,78065,HUBERDEAU,M,-74.66360707253443,45.994728890699754,181,243,212,260.00000000,1,505,257,1.96681416,63.98400000,33.39000000,347,417,360,515
2021,0 à 999 personnes,14050,KAMOURASKA,M,-69.85291851469125,47.54086237704269,198,216,212,260.00000000,1,343,156,2.19855596,56.43300000,24.80100000,451,409,360,515
2021,0 à 999 personnes,79025,KIAMIKA,M,-75.31722328989389,46.377497823411616,256,243,212,260.00000000,1,166,76,2.18508287,25.53100000,15.50076596,421,417,360,515
2021,0 à 999 personnes,22030,LAC-DELAGE,V,-71.40234362174556,46.967814356800446,230,235,212,260.00000000,1,642,259,2.47686833,61.50400000,53.96031801,263,392,360,515
2021,0 à 999 personnes,13060,LAC-DES-AIGLES,M,-68.67885203896132,47.99334175304975,219,216,212,260.00000000,1,370,184,2.01167315,35.55200000,29.64000000,263,409,360,515
2021,0 à 999 personnes,30080,LAC-DROLET,M,-70.84438458993804,45.720785054440526,218,221,212,260.00000000,1,506,226,2.24078091,58.76700000,40.34800000,318,422,360,515
2021,0 à 999 personnes,78115,LA CONCEPTION,M,-74.7372358272082,46.161283110589885,193,243,212,260.00000000,1,969,323,3.00000000,80.24400000,68.09100000,227,417,360,515
2021,0 à 999 personnes,79105,LAC-SAINT-PAUL,M,-75.24018494865578,46.77515930602139,241,243,212,260.00000000,1,92,48,1.91566265,11.17200000,8.10200000,333,417,360,515
2021,0 à 999 personnes,19090,LA DURANTAYE,P,-70.85114609383645,46.81064455148249,229,199,212,260.00000000,1,443,178,2.48726115,65.23850000,37.02303149,404,337,360,515
2021,0 à 999 personnes,79047,LA MACAZA,M,-74.74438841339588,46.40720656760779,177,243,212,260.00000000,1,61,24,2.53971963,5.89600000,3.93909677,265,417,360,515
2021,0 à 999 personnes,93060,LAMARCHE,M,-71.42194701702945,48.794422703058416,201,282,212,260.00000000,1,392,196,2.00000000,40.66800000,28.73168780,284,487,360,515
2021,0 à 999 personnes,88035,LANDRIENNE,CT,-77.88682063977191,48.49572503724848,113,169,212,260.00000000,1,692,266,2.60167131,37.18806876,28.54256100,147,355,360,515
2021,0 à 999 personnes,41027,LA PATRIE,M,-71.23678611115056,45.404139684649024,186,221,212,260.00000000,1,476,177,2.69000000,49.76300000,32.26745050,286,422,360,515
