annee,cl_pop_desservie,mun_c,mun_n,mun_d,coord_x,coord_y,consom_resid,consom_resid_reg,consom_resid_cpop,consom_resid_qb,nb_reseau_dist,pop_desservie,nb_resid_desservi,nb_pers_resid,vol_eau_dist,consom_resid_ml,qte_eau_pers,qte_eau_pers_reg,qte_eau_pers_cpop,qte_eau_pers_qc
2021,0 à 999 personnes,94265,LAROUCHE,M,-71.51449195453132,48.459659128947486,289,282,212,260.00000000,1,957,406,2.35672515,129.66500000,101.04351441,371,487,360,515
2021,0 à 999 personnes,85060,LATULIPE-ET-GABOURY,CU,-79.02177149706925,47.33631294324906,161,169,212,260.00000000,1,306,139,2.20000000,25.33705000,18.01328363,227,355,360,515
2021,0 à 999 personnes,32072,LAURIERVILLE,M,-71.66562038909841,46.304488250039924,169,221,212,260.00000000,1,897,361,2.48496241,99.81100000,55.48500000,305,457,360,515
2021,0 à 999 personnes,85052,LAVERLOCHÈRE-ANGLIERS,M,-79.15362468516037,47.51501873261717,185,169,212,260.00000000,1,503,229,2.19724771,234.10100000,33.92300000,1275,355,360,515
2021,0 à 999 personnes,52050,LA VISITATION-DE-L'ÎLE-DUPAS,M,-73.12129894860682,46.10839594197227,221,239,212,260.00000000,1,778,341,2.28260870,69.41800000,62.74400000,244,371,360,515
2021,0 à 999 personnes,50085,LA VISITATION-DE-YAMASKA,M,-72.60173167807872,46.11576190833003,183,221,212,260.00000000,1,243,95,2.55905512,85.39600000,16.22800000,962,457,360,515
2021,0 à 999 personnes,16048,LES ÉBOULEMENTS,M,-70.33474257135728,47.502060764785014,436,235,212,260.00000000,2,659,353,1.86638537,184.78300000,104.89597436,768,392,360,515
2021,0 à 999 personnes,8005,LES MÉCHINS,M,-66.89333750360785,48.927326824627634,309,216,212,260.00000000,1,728,423,1.72161172,203.48700000,82.03077181,766,409,360,515
2021,0 à 999 personnes,84082,L'ISLE-AUX-ALLUMETTES,M,-77.02149969237927,45.85782232234868,140,222,212,260.00000000,1,359,147,2.44000000,42.34200000,18.37100000,323,410,360,515
2021,0 à 999 personnes,16023,L'ISLE-AUX-COUDRES,M,-70.3925565670318,47.39647675012842,209,235,212,260.00000000,1,900,534,1.68597561,96.18400000,68.80295479,293,392,360,515
2021,0 à 999 personnes,98045,LONGUE-POINTE-DE-MINGAN,M,-64.11670416194889,50.373838066316836,343,258,212,260.00000000,1,471,249,1.89000000,104.62000000,58.90800000,609,455,360,515
2021,0 à 999 personnes,85037,LORRAINVILLE,M,-79.3183054154509,47.364223198240396,280,169,212,260.00000000,1,957,526,1.82000000,121.52028571,97.76326164,348,355,360,515
2021,0 à 999 personnes,52095,MANDEVILLE,M,-73.37641009146853,46.45435103465179,253,239,212,260.00000000,1,839,425,1.97400000,90.22600000,77.42956621,295,371,360,515
2021,0 à 999 personnes,44060,MARTINVILLE,M,-71.6908088125446,45.27659985551734,196,221,212,260.00000000,1,271,116,2.34000000,23.33590000,19.41990000,236,422,360,515
2021,0 à 999 personnes,42075,MELBOURNE,CT,-72.17071136634033,45.598894967161904,143,221,212,260.00000000,1,120,37,3.24390244,10.39587000,6.24700000,237,422,360,515
2021,0 à 999 personnes,9048,MÉTIS-SUR-MER,V,-67.94251275636259,48.659469222729214,254,216,212,260.00000000,1,313,163,1.91986063,98.52700000,29.02800000,863,409,360,515
2021,0 à 999 personnes,14005,MONT-CARMEL,M,-69.72119710609273,47.30727461175397,239,216,212,260.00000000,1,639,280,2.28252033,74.60100000,55.71200000,320,409,360,515
2021,0 à 999 personnes,80090,MONTPELLIER,M,-75.26303866447715,45.897270898854835,188,222,212,260.00000000,1,264,137,1.92761905,22.14600000,18.12700000,230,410,360,515
2021,0 à 999 personnes,4015,MONT-SAINT-PIERRE,VL,-65.77345914769111,49.15600381017126,469,282,212,260.00000000,1,165,126,1.30645161,80.93600000,28.15542857,1347,676,360,515
2021,0 à 999 personnes,3025,MURDOCHVILLE,V,-65.47700942093005,48.95073111612451,437,282,212,260.00000000,1,614,452,1.35926773,293.65100000,97.93400000,1309,676,360,515
2021,0 à 999 personnes,30045,NANTES,M,-71.01428864006341,45.636536642906464,166,221,212,260.00000000,2,987,398,2.47894737,74.56856000,59.95200336,207,422,360,515
2021,0 à 999 personnes,85100,NÉDÉLEC,CT,-79.40935536184047,47.80078121587885,150,169,212,260.00000000,1,167,72,2.32191781,11.42874000,9.16714454,187,355,360,515
2021,0 à 999 personnes,19010,NOTRE-DAME-AUXILIATRICE-DE-BUCKLAND,P,-70.54809358621651,46.61863924881593,222,199,212,260.00000000,1,650,271,2.40000000,69.26300000,52.58491275,292,337,360,515
2021,0 à 999 personnes,39015,NOTRE-DAME-DE-HAM,M,-71.7132055261664,45.917596619813104,170,221,212,260.00000000,1,150,69,2.17801047,11.55658000,9.30300000,211,457,360,515
2021,0 à 999 personnes,80020,NOTRE-DAME-DE-LA-PAIX,M,-74.98412645775404,45.794639403031795,267,222,212,260.00000000,1,226,99,2.28368794,31.00900000,22.01400000,376,410,360,515
2021,0 à 999 personnes,30010,NOTRE-DAME-DES-BOIS,M,-71.05108812569289,45.362197417076636,181,221,212,260.00000000,1,232,93,2.50000000,20.03900000,15.33947525,236,422,360,515
2021,0 à 999 personnes,15025,NOTRE-DAME-DES-MONTS,M,-70.3976847534093,47.66609553452827,104,235,212,260.00000000,1,930,389,2.39169139,52.31500000,35.26672040,154,392,360,515
2021,0 à 999 personnes,11045,NOTRE-DAME-DES-NEIGES,M,-69.10775040329995,48.111766175907704,164,216,212,260.00000000,1,649,316,2.05511811,94.79700000,38.78000000,400,409,360,515
2021,0 à 999 personnes,85090,NOTRE-DAME-DU-NORD,M,-79.42424956050999,47.603122333209285,231,169,212,260.00000000,1,971,506,1.91891892,130.86110000,81.90854000,369,355,360,515
2021,0 à 999 personnes,12080,NOTRE-DAME-DU-PORTAGE,M,-69.58908799767924,47.76152904433431,159,216,212,260.00000000,1,178,83,2.14629630,13.96400000,10.33400000,215,409,360,515
2021,0 à 999 personnes,18040,NOTRE-DAME-DU-ROSAIRE,M,-70.41340172847543,46.864654726214866,155,199,212,260.00000000,1,304,163,1.86633663,20.62200000,17.26043114,186,337,360,515
2021,0 à 999 personnes,84055,OTTER LAKE,M,-76.47454301033899,45.92393166031374,161,222,212,260.00000000,1,751,243,3.09000000,63.58000000,44.13382759,232,410,360,515
2021,0 à 999 personnes,87025,PALMAROLLE,M,-79.19554590091766,48.67732835906824,144,169,212,260.00000000,1,870,341,2.55000000,74.99600000,45.55051279,236,355,360,515
2021,0 à 999 personnes,38055,PARISVILLE,P,-72.06563960066288,46.51535469166093,259,221,212,260.00000000,1,656,276,2.37614679,98.79000000,61.94200000,413,457,360,515
2021,0 à 999 personnes,2005,PERCÉ,V,-64.37143441293873,48.55753313577947,616,282,212,260.00000000,1,666,368,1.80960854,298.64900000,149.75992469,1229,676,360,515
2021,0 à 999 personnes,30020,PIOPOLIS,M,-70.94638932852781,45.4692822659459,153,221,212,260.00000000,1,117,65,1.80310881,9.36500000,6.54694444,219,422,360,515
2021,0 à 999 personnes,2047,PORT-DANIEL-GASCONS,M,-64.95978631141195,48.22395016776512,236,282,212,260.00000000,2,936,490,1.90947908,214.24200000,80.71000000,627,676,360,515
2021,0 à 999 personnes,95040,PORTNEUF-SUR-MER,M,-69.20059148378658,48.679031400793356,388,258,212,260.00000000,1,654,369,1.77167630,100.71200000,92.51916446,422,455,360,515
2021,0 à 999 personnes,45030,POTTON,CT,-72.38151899817485,45.08227139442915,174,221,212,260.00000000,2,936,471,1.98796499,162.14300000,59.57469323,474,422,360,515
2021,0 à 999 personnes,42032,RACINE,M,-72.20560146588898,45.49473252913902,305,221,212,260.00000000,1,662,246,2.69019608,100.68637500,73.77600000,417,422,360,515
2021,0 à 999 personnes,98055,RIVIÈRE-AU-TONNERRE,M,-65.07450318821246,50.32474771764617,228,258,212,260.00000000,2,370,245,1.50857143,39.26950000,30.70600000,291,455,360,515
2021,0 à 999 personnes,94215,RIVIÈRE-ÉTERNITÉ,M,-70.46115705665525,48.213914703007596,185,282,212,260.00000000,1,213,106,2.00975610,20.14800000,14.38500000,259,487,360,515
2021,0 à 999 personnes,89010,RIVIÈRE-HÉVA,M,-78.23952401055104,48.15187260723822,155,169,212,260.00000000,1,155,63,2.45245902,14.67000000,8.75162232,260,355,360,515
2021,0 à 999 personnes,14065,RIVIÈRE-OUELLE,M,-69.99476810651154,47.44700484405125,174,216,212,260.00000000,1,605,274,2.20776256,100.85000000,38.39200000,457,409,360,515
2021,0 à 999 personnes,98050,RIVIÈRE-SAINT-JEAN,M,-64.3972496375958,50.38814802054315,128,258,212,260.00000000,1,162,106,1.52898551,13.40824742,7.57462385,227,455,360,515
2021,0 à 999 personnes,8030,SAINT-ADELME,P,-67.30950893170098,48.81710168912622,220,216,212,260.00000000,1,203,79,2.56345178,19.60500000,16.29845238,265,409,360,515
2021,0 à 999 personnes,31095,SAINT-ADRIEN-D'IRLANDE,M,-71.42338146312876,46.1130493052754,86,199,212,260.00000000,1,72,34,2.11000000,3.09700000,2.25921053,118,337,360,515
2021,0 à 999 personnes,53015,SAINT-AIMÉ,M,-72.96540147223787,45.91863004237621,199,247,212,260.00000000,1,471,212,2.22000000,129.79100000,34.12200000,756,478,360,515
2021,0 à 999 personnes,79022,SAINT-AIMÉ-DU-LAC-DES-ÎLES,M,-75.54945067396667,46.38739333046037,117,243,212,260.00000000,1,125,52,2.40797546,7.22100000,5.35117021,158,417,360,515
2021,0 à 999 personnes,7065,SAINT-ALEXANDRE-DES-LACS,P,-67.28323008730801,48.47366239291596,164,216,212,260.00000000,1,170,64,2.65420561,12.44500000,10.16000000,201,409,360,515
2021,0 à 999 personnes,63023,SAINT-ALEXIS,M,-73.63419004673436,45.94232247739081,211,239,212,260.00000000,1,485,189,2.56699029,53.63500000,37.35295890,303,371,360,515
2021,0 à 999 personnes,6050,SAINT-ALEXIS-DE-MATAPÉDIA,M,-67.04974968765714,47.97371460324103,121,282,212,260.00000000,1,523,272,1.92277992,34.55700000,23.12000000,181,676,360,515
2021,0 à 999 personnes,5065,SAINT-ALPHONSE,M,-65.63848401910808,48.198153128939964,245,282,212,260.00000000,1,492,195,2.52500000,59.08200000,44.12038278,329,676,360,515
2021,0 à 999 personnes,62025,SAINT-ALPHONSE-RODRIGUEZ,M,-73.70926822935382,46.17865363199473,288,239,212,260.00000000,3,823,547,1.50509731,103.89520000,86.65500000,346,371,360,515
2021,0 à 999 personnes,14040,SAINT-ANDRÉ,M,-69.70170504326701,47.669258989298356,115,216,212,260.00000000,1,453,146,3.10045662,33.64900000,19.04600000,204,409,360,515
2021,0 à 999 personnes,91010,SAINT-ANDRÉ-DU-LAC-SAINT-JEAN,VL,-71.99011030913731,48.3150306155298,227,282,212,260.00000000,1,290,120,2.41450777,29.09000000,23.98800000,275,487,360,515
2021,0 à 999 personnes,12065,SAINT-ARSÈNE,P,-69.40584313236225,47.915191007613004,155,216,212,260.00000000,1,833,298,2.79405034,68.46200000,47.05000000,225,409,360,515
2021,0 à 999 personnes,54105,SAINT-BARNABÉ-SUD,M,-72.92946847162014,45.74320615429666,131,247,212,260.00000000,1,863,298,2.89500000,183.74900000,41.38000000,584,478,360,515
2021,0 à 999 personnes,54115,SAINT-BERNARD-DE-MICHAUDVILLE,M,-73.07540260997479,45.82072884141082,216,247,212,260.00000000,1,633,267,2.37000000,184.63200000,49.87700000,799,478,360,515
2021,0 à 999 personnes,85045,SAINT-BRUNO-DE-GUIGUES,M,-79.46503384567384,47.47753579239139,153,169,212,260.00000000,1,658,266,2.47252747,75.44488000,36.84000000,314,355,360,515
2021,0 à 999 personnes,94260,SAINT-CHARLES-DE-BOURGET,M,-71.42022386217265,48.526806131373476,252,282,212,260.00000000,1,801,337,2.37730061,126.81200000,73.78600000,434,487,360,515
2021,0 à 999 personnes,39060,SAINT-CHRISTOPHE-D'ARTHABASKA,P,-71.86856821641679,46.02132216882362,227,221,212,260.00000000,1,700,392,1.78571429,133.37100000,226.55000000,522,457,360,515
2021,0 à 999 personnes,7090,SAINT-CLÉOPHAS,P,-67.73146359502338,48.483871535967076,154,216,212,260.00000000,1,243,73,3.33000000,35.56400000,13.66600000,401,409,360,515
2021,0 à 999 personnes,62065,SAINT-CÔME,M,-73.79473232673445,46.27203140458706,417,239,212,260.00000000,1,680,606,1.12167488,160.50700000,103.43822535,647,371,360,515
2021,0 à 999 personnes,12005,SAINT-CYPRIEN (01),M,-68.97155543354542,47.875971206480365,244,216,212,260.00000000,1,736,309,2.38189845,84.43800000,65.63000000,314,409,360,515
2021,0 à 999 personnes,68035,SAINT-CYPRIEN-DE-NAPIERVILLE,M,-73.43654142905932,45.18414868967429,196,247,212,260.00000000,1,533,205,2.60000000,66.10400000,38.04500000,340,478,360,515
2021,0 à 999 personnes,62075,SAINT-DAMIEN,P,-73.5510764621315,46.37850446828383,293,239,212,260.00000000,2,259,192,1.35000000,35.46600000,27.68299119,375,371,360,515
2021,0 à 999 personnes,53005,SAINT-DAVID,M,-72.84039857831081,45.93230235056553,252,247,212,260.00000000,1,900,399,2.25500000,217.86600000,82.69200000,663,478,360,515
2021,0 à 999 personnes,42025,SAINT-DENIS-DE-BROMPTON,M,-72.10811145424462,45.43467328628262,219,221,212,260.00000000,1,251,100,2.51001717,24.67900000,20.07800000,269,422,360,515
2021,0 à 999 personnes,52090,SAINT-DIDACE,P,-73.24022897333633,46.36068233983509,217,239,212,260.00000000,1,75,44,1.70500000,11.01200000,5.94960000,402,371,360,515
2021,0 à 999 personnes,9030,SAINT-DONAT (01),P,-68.23994779003448,48.49318096328026,358,216,212,260.00000000,1,324,144,2.25000000,51.31700000,42.34500000,434,409,360,515
2021,0 à 999 personnes,9035,SAINTE-ANGÈLE-DE-MÉRICI,M,-68.08254324147495,48.50637642369976,188,216,212,260.00000000,1,649,283,2.29268293,74.82900000,44.49000000,316,409,360,515
2021,0 à 999 personnes,14090,SAINTE-ANNE-DE-LA-POCATIÈRE,P,-70.00509624692693,47.34654565830177,163,216,212,260.00000000,4,678,265,2.55732484,80.70600000,40.28000000,326,409,360,515
2021,0 à 999 personnes,79115,SAINTE-ANNE-DU-LAC,M,-75.37135109651476,46.91976114555075,266,243,212,260.00000000,1,326,174,1.87248322,59.51200000,31.62806557,500,417,360,515
2021,0 à 999 personnes,28015,SAINTE-AURÉLIE,M,-70.37628634588347,46.17402358650698,195,199,212,260.00000000,1,551,300,1.83664459,86.92100000,39.22300000,432,337,360,515
2021,0 à 999 personnes,62020,SAINTE-BÉATRIX,M,-73.63647872414462,46.21800173189115,163,239,212,260.00000000,1,290,157,1.84701815,28.89197000,17.29230114,273,371,360,515
2021,0 à 999 personnes,38060,SAINTE-CÉCILE-DE-LÉVRARD,P,-72.15955269823448,46.44667040534466,279,221,212,260.00000000,1,316,138,2.29000000,66.98300000,32.23080000,581,457,360,515
2021,0 à 999 personnes,39117,SAINTE-CLOTILDE-DE-HORTON,M,-72.24201102421014,45.983145288806874,175,221,212,260.00000000,1,371,153,2.42266462,48.90810000,23.69550000,361,457,360,515
2021,0 à 999 personnes,92050,SAINT-EDMOND-LES-PLAINES,M,-72.60201787766208,48.974946677025024,208,282,212,260.00000000,1,298,119,2.50000000,32.79600000,22.54800000,302,487,360,515
2021,0 à 999 personnes,85015,SAINT-ÉDOUARD-DE-FABRE,P,-79.33972749644605,47.17763100157227,231,169,212,260.00000000,1,414,187,2.21454545,60.47500000,34.93435768,400,355,360,515
2021,0 à 999 personnes,33080,SAINT-ÉDOUARD-DE-LOTBINIÈRE,P,-71.81640911526928,46.55481861769904,192,199,212,260.00000000,1,759,306,2.48000000,79.88080000,53.19000000,288,337,360,515
2021,0 à 999 personnes,51050,SAINT-ÉDOUARD-DE-MASKINONGÉ,M,-73.14337471844861,46.331132829964005,173,250,212,260.00000000,1,392,179,2.18960245,58.90300000,24.71852308,412,434,360,515
2021,0 à 999 personnes,44055,SAINTE-EDWIDGE-DE-CLIFTON,CT,-71.669920707358,45.19913756123482,131,221,212,260.00000000,1,150,54,2.77777778,10.81420000,7.17600000,198,422,360,515
2021,0 à 999 personnes,62070,SAINTE-ÉMÉLIE-DE-L'ÉNERGIE,M,-73.71329725874405,46.3432619669239,298,239,212,260.00000000,1,381,246,1.54820416,78.79500000,41.43921839,567,371,360,515
2021,0 à 999 personnes,50005,SAINTE-EULALIE,M,-72.23196851090295,46.10821770131463,162,221,212,260.00000000,1,633,240,2.63687151,79.57800000,37.43784102,345,457,360,515
2021,0 à 999 personnes,11030,SAINTE-FRANÇOISE (01),P,-69.04312781145393,48.074971372682725,206,216,212,260.00000000,1,205,94,2.18232044,17.74000000,15.44341667,237,409,360,515
2021,0 à 999 personnes,37215,SAINTE-GENEVIÈVE-DE-BATISCAN,P,-72.35075156675146,46.54015144617749,180,250,212,260.00000000,1,859,406,2.11464968,130.79500000,56.35200000,417,434,360,515
2021,0 à 999 personnes,91030,SAINTE-HEDWIDGE,M,-72.4463815871843,48.41146766780528,221,282,212,260.00000000,1,601,254,2.36585366,52.95100000,48.57000000,241,487,360,515
2021,0 à 999 personnes,14025,SAINTE-HÉLÈNE-DE-KAMOURASKA,M,-69.71590166644181,47.571757234385885,142,216,212,260.00000000,1,765,292,2.61876833,45.08800000,39.61000000,162,409,360,515
2021,0 à 999 personnes,26040,SAINTE-HÉNÉDINE,P,-70.98386944421613,46.549653297544985,196,199,212,260.00000000,1,900,351,2.56500000,87.35500000,64.28000000,266,337,360,515
2021,0 à 999 personnes,7040,SAINTE-IRÈNE,P,-67.63968941905432,48.42382592838419,108,216,212,260.00000000,2,421,171,2.46153846,29.93400000,16.62144791,195,409,360,515
2021,0 à 999 personnes,51075,SAINT-ÉLIE-DE-CAXTON,M,-72.99403987012215,46.51598940153385,227,250,212,260.00000000,2,581,293,1.98310454,59.24900000,48.12600000,279,434,360,515
