annee,cl_pop_desservie,pop_desservie,mun_c,mun_n,mun_d,coord_x,coord_y,pourc_indice_validite,pourc_indice_validite_reg,pourc_indice_validite_cpop,pourc_indice_validite_qc,nresid_compt_relv,nresid_compt,resid_compt_relv,resid_scompt,pourc_brchm_nresid_compt
2022,0 à 999 personnes,497,38047,FORTIERVILLE,M,-72.03449393391867,46.48852311839397,57,60.81700369,56.54965787,59.00000000,14,0,17,186,0.41176471
2022,0 à 999 personnes,784,26005,FRAMPTON,M,-70.78538083447407,46.444184764943984,59,59.91415697,56.54965787,59.00000000,0,0,0,319,0.00000000
2022,0 à 999 personnes,176,96015,FRANQUELIN,M,-67.86145227284679,49.360925488017365,55,56.66245970,56.54965787,59.00000000,0,0,0,94,0.00000000
2022,0 à 999 personnes,219,46010,FRELIGHSBURG,M,-72.8106440096154,45.03887737602676,58,59.80897674,56.54965787,59.00000000,0,0,0,98,0.00000000
2022,0 à 999 personnes,472,30025,FRONTENAC,M,-70.79395029777766,45.546280677618554,58,59.80897674,56.54965787,59.00000000,0,0,0,146,0.00000000
2022,0 à 999 personnes,94,87020,GALLICHAN,M,-79.30417290399626,48.62767621128448,57,59.17761130,56.54965787,59.00000000,0,0,0,36,0.00000000
2022,0 à 999 personnes,862,92055,GIRARDVILLE,M,-72.57313789987474,49.03826116866053,54,58.93013682,56.54965787,59.00000000,0,7,0,313,0.21875000
2022,0 à 999 personnes,683,83032,GRACEFIELD,V,-75.95949787178556,46.09343410282488,48,54.75790515,56.54965787,59.00000000,3,1,0,236,0.05882353
2022,0 à 999 personnes,592,76052,GRENVILLE-SUR-LA-ROUGE,M,-74.65735742958068,45.70859163319254,52,59.72846459,56.54965787,59.00000000,0,10,0,254,1.00000000
2022,0 à 999 personnes,285,8015,GROSSES-ROCHES,M,-67.1550643527475,48.91344500589883,59,58.73861785,56.54965787,59.00000000,0,0,0,154,0.00000000
2022,0 à 999 personnes,217,85095,GUÉRIN,CT,-79.284791383183,47.65365658568198,58,59.17761130,56.54965787,59.00000000,0,4,0,70,0.80000000
2022,0 à 999 personnes,692,39010,HAM-NORD,CT,-71.64453349836033,45.89396716482396,58,60.81700369,56.54965787,59.00000000,0,0,0,266,0.00000000
2022,0 à 999 personnes,451,45055,HATLEY (CT),CT,-71.9660657132457,45.29580938761624,61,59.80897674,56.54965787,59.00000000,2,0,8,145,1.00000000
2022,0 à 999 personnes,328,45043,HATLEY (M),M,-71.96055901507975,45.20098177226433,54,59.80897674,56.54965787,59.00000000,0,2,0,253,1.00000000
2022,0 à 999 personnes,922,68010,HEMMINGFORD (VL),VL,-73.58561938545932,45.04681180270968,58,61.33203473,56.54965787,59.00000000,0,0,0,338,0.00000000
2022,0 à 999 personnes,574,19070,HONFLEUR,M,-70.88199168748262,46.63939086077799,59,59.91415697,56.54965787,59.00000000,0,0,0,138,0.00000000
2022,0 à 999 personnes,815,69025,HOWICK,M,-73.84893740985181,45.18893066596569,58,61.33203473,56.54965787,59.00000000,0,0,0,309,0.00000000
2022,0 à 999 personnes,551,78065,HUBERDEAU,M,-74.66360707448118,45.99472889464238,61,59.72846459,56.54965787,59.00000000,18,8,42,162,0.89655172
2022,0 à 999 personnes,495,14050,KAMOURASKA,M,-69.85291851725154,47.54086237798216,69,58.73861785,56.54965787,59.00000000,27,17,118,17,1.00000000
2022,0 à 999 personnes,166,79025,KIAMIKA,M,-75.31722328953897,46.3774978243537,48,59.72846459,56.54965787,59.00000000,8,0,0,77,0.30769231
2022,0 à 999 personnes,977,91005,LAC-BOUCHETTE,M,-72.11947484330155,48.15524445044348,59,58.93013682,56.54965787,59.00000000,0,6,0,248,0.27272727
2022,0 à 999 personnes,642,22030,LAC-DELAGE,V,-71.4023436254485,46.967814358241334,59,57.26222567,56.54965787,59.00000000,0,1,0,213,0.25000000
2022,0 à 999 personnes,406,13060,LAC-DES-AIGLES,M,-68.67885203770891,47.99334175498761,45,58.73861785,56.54965787,59.00000000,0,0,0,179,0.00000000
2022,0 à 999 personnes,506,30080,LAC-DROLET,M,-70.84438459032226,45.72078505738349,70,59.80897674,56.54965787,59.00000000,43,0,226,0,1.00000000
2022,0 à 999 personnes,89,18010,LAC-FRONTIÈRE,M,-70.02881668121205,46.656475114861635,59,59.91415697,56.54965787,59.00000000,0,0,0,45,0.00000000
2022,0 à 999 personnes,996,78115,LA CONCEPTION,M,-74.7372358260906,46.16128310853239,56,59.72846459,56.54965787,59.00000000,2,0,0,332,0.18181818
2022,0 à 999 personnes,92,79105,LAC-SAINT-PAUL,M,-75.24018494865417,46.775159305462765,58,59.72846459,56.54965787,59.00000000,0,0,0,48,0.00000000
2022,0 à 999 personnes,48,78095,LAC-SUPÉRIEUR,M,-74.49002846990746,46.29013543329697,38,59.72846459,56.54965787,59.00000000,0,0,0,25,0.00000000
2022,0 à 999 personnes,445,19090,LA DURANTAYE,P,-70.85114609950358,46.81064455492368,59,59.91415697,56.54965787,59.00000000,0,16,0,4,0.84210526
2022,0 à 999 personnes,56,79047,LA MACAZA,M,-74.74438841631388,46.40720656354982,56,59.72846459,56.54965787,59.00000000,0,0,0,22,0.00000000
2022,0 à 999 personnes,261,78130,LA MINERVE,M,-74.98487765691412,46.20263778163043,59,59.72846459,56.54965787,59.00000000,0,9,0,77,0.64285714
2022,0 à 999 personnes,689,88035,LANDRIENNE,CT,-77.88682064320089,48.4957250411845,66,59.17761130,56.54965787,59.00000000,10,0,245,5,0.90909091
2022,0 à 999 personnes,513,41027,LA PATRIE,M,-71.2367861094276,45.404139684592316,58,59.80897674,56.54965787,59.00000000,0,0,0,144,0.00000000
2022,0 à 999 personnes,964,94265,LAROUCHE,M,-71.51449195243242,48.45965912888297,64,58.93013682,56.54965787,59.00000000,0,0,0,399,0.00000000
2022,0 à 999 personnes,321,79050,L'ASCENSION,M,-74.81347006309558,46.56648636090037,59,59.72846459,56.54965787,59.00000000,0,0,0,153,0.00000000
2022,0 à 999 personnes,305,85060,LATULIPE-ET-GABOURY,CU,-79.02177149547813,47.3363129486885,59,59.17761130,56.54965787,59.00000000,0,0,0,81,0.00000000
2022,0 à 999 personnes,779,32072,LAURIERVILLE,M,-71.66562038708159,46.30448824748239,61,60.81700369,56.54965787,59.00000000,30,0,23,291,0.83333333
2022,0 à 999 personnes,503,85052,LAVERLOCHÈRE-ANGLIERS,M,-79.15362468443291,47.51501873555661,60,59.17761130,56.54965787,59.00000000,10,0,17,178,0.83333333
2022,0 à 999 personnes,777,52050,LA VISITATION-DE-L'ÎLE-DUPAS,M,-73.12129894715684,46.10839594441476,54,59.19306402,56.54965787,59.00000000,17,1,309,0,0.90000000
2022,0 à 999 personnes,243,50085,LA VISITATION-DE-YAMASKA,M,-72.60173168167837,46.11576190927245,72,60.81700369,56.54965787,59.00000000,28,0,95,0,1.00000000
2022,0 à 999 personnes,166,13050,LEJEUNE,M,-68.5442914786479,47.76340643918046,60,58.73861785,56.54965787,59.00000000,9,0,0,68,1.00000000
2022,0 à 999 personnes,577,95018,LES BERGERONNES,M,-69.56854578328091,48.30603211105349,46,56.66245970,56.54965787,59.00000000,34,0,25,176,0.89473684
2022,0 à 999 personnes,684,16048,LES ÉBOULEMENTS,M,-70.33474256941082,47.502060764224574,44,57.26222567,56.54965787,59.00000000,0,60,0,516,0.73170732
2022,0 à 999 personnes,728,8005,LES MÉCHINS,M,-66.89333749443345,48.9273268240616,60,58.73861785,56.54965787,59.00000000,3,0,0,349,0.11111111
2022,0 à 999 personnes,340,98020,L'ÎLE-D'ANTICOSTI,M,-63.02431363378894,49.50885219793538,28,56.66245970,56.54965787,59.00000000,0,16,4,150,1.00000000
2022,0 à 999 personnes,388,84082,L'ISLE-AUX-ALLUMETTES,M,-77.02149969025503,45.85782232329144,60,54.75790515,56.54965787,59.00000000,22,0,1,124,1.00000000
2022,0 à 999 personnes,965,16023,L'ISLE-AUX-COUDRES,M,-70.39255656735061,47.39647675056825,60,57.26222567,56.54965787,59.00000000,3,1,0,417,0.06779661
2022,0 à 999 personnes,472,98045,LONGUE-POINTE-DE-MINGAN,M,-64.11670416001847,50.373838070743254,57,56.66245970,56.54965787,59.00000000,15,0,12,229,1.00000000
2022,0 à 999 personnes,968,95032,LONGUE-RIVE,M,-69.31999728758942,48.57245502817138,59,56.66245970,56.54965787,59.00000000,0,0,0,509,0.00000000
2022,0 à 999 personnes,291,83010,LOW,CT,-76.02887257335324,45.82715930449917,59,54.75790515,56.54965787,59.00000000,0,0,0,103,0.00000000
2022,0 à 999 personnes,839,52095,MANDEVILLE,M,-73.37641009413588,46.4543510395937,56,59.19306402,56.54965787,59.00000000,1,0,0,425,0.07142857
2022,0 à 999 personnes,505,38028,MANSEAU,M,-72.00827305349812,46.36345296091081,55,60.81700369,56.54965787,59.00000000,2,1,0,218,0.18750000
2022,0 à 999 personnes,276,44060,MARTINVILLE,M,-71.69080881108135,45.276599855961784,59,59.80897674,56.54965787,59.00000000,0,0,0,93,0.00000000
2022,0 à 999 personnes,464,6045,MATAPÉDIA,M,-66.96271571654952,47.958357743202136,59,56.07152624,56.54965787,59.00000000,0,0,0,232,0.00000000
2022,0 à 999 personnes,84,42075,MELBOURNE,CT,-72.17071136417721,45.598894967604885,63,59.80897674,56.54965787,59.00000000,1,0,0,38,0.33333333
2022,0 à 999 personnes,744,14005,MONT-CARMEL,M,-69.72119710454061,47.3072746106938,59,58.73861785,56.54965787,59.00000000,0,24,0,250,1.00000000
2022,0 à 999 personnes,270,80090,MONTPELLIER,M,-75.263038664277,45.89727090029737,58,54.75790515,56.54965787,59.00000000,0,0,0,105,0.00000000
2022,0 à 999 personnes,335,79110,MONT-SAINT-MICHEL,M,-75.2618961720703,46.82033844765336,59,59.72846459,56.54965787,59.00000000,0,0,0,131,0.00000000
2022,0 à 999 personnes,987,30045,NANTES,M,-71.01428864108163,45.63653664234951,55,59.80897674,56.54965787,59.00000000,0,0,0,277,0.00000000
2022,0 à 999 personnes,153,85100,NÉDÉLEC,CT,-79.40935536277445,47.80078121981741,55,59.17761130,56.54965787,59.00000000,0,0,0,63,0.00000000
2022,0 à 999 personnes,831,79030,NOMININGUE,M,-75.07858731704195,46.39598407365392,56,59.72846459,56.54965787,59.00000000,0,30,0,389,0.25000000
2022,0 à 999 personnes,84,80015,NOTRE-DAME-DE-BONSECOURS,M,-74.8610667144888,45.740108304132036,48,54.75790515,56.54965787,59.00000000,9,0,28,0,1.00000000
2022,0 à 999 personnes,152,39015,NOTRE-DAME-DE-HAM,M,-71.71320552733232,45.91759661725569,59,60.81700369,56.54965787,59.00000000,0,0,0,59,0.00000000
2022,0 à 999 personnes,370,35005,NOTRE-DAME-DE-MONTAUBAN,M,-72.26916653183955,46.90191102105411,44,59.07349606,56.54965787,59.00000000,0,5,0,10,0.02512563
2022,0 à 999 personnes,232,30010,NOTRE-DAME-DES-BOIS,M,-71.05108812612801,45.362197413520164,59,59.80897674,56.54965787,59.00000000,0,8,0,79,1.00000000
2022,0 à 999 personnes,946,15025,NOTRE-DAME-DES-MONTS,M,-70.39768470015613,47.666095534467196,59,57.26222567,56.54965787,59.00000000,0,0,0,236,0.00000000
2022,0 à 999 personnes,653,11045,NOTRE-DAME-DES-NEIGES,M,-69.10775041086663,48.11176617734526,50,58.73861785,56.54965787,59.00000000,27,0,24,429,0.79411765
2022,0 à 999 personnes,977,85090,NOTRE-DAME-DU-NORD,M,-79.42424955901464,47.60312233614844,61,59.17761130,56.54965787,59.00000000,24,1,19,444,0.89285714
2022,0 à 999 personnes,232,12080,NOTRE-DAME-DU-PORTAGE,M,-69.58908799809686,47.761529044273026,70,58.73861785,56.54965787,59.00000000,6,0,108,0,1.00000000
2022,0 à 999 personnes,304,18040,NOTRE-DAME-DU-ROSAIRE,M,-70.41340172292698,46.86465472465598,59,59.91415697,56.54965787,59.00000000,0,0,0,159,0.00000000
2022,0 à 999 personnes,870,6020,NOUVELLE,M,-66.3551316144138,48.152278280508575,58,56.07152624,56.54965787,59.00000000,0,0,0,412,0.00000000
2022,0 à 999 personnes,751,84055,OTTER LAKE,M,-76.47454301030919,45.92393166125461,55,54.75790515,56.54965787,59.00000000,2,6,0,238,0.44444444
2022,0 à 999 personnes,880,87025,PALMAROLLE,M,-79.19554589782113,48.67732835850372,57,59.17761130,56.54965787,59.00000000,1,2,0,285,0.15000000
2022,0 à 999 personnes,587,38055,PARISVILLE,P,-72.0656395978892,46.51535469710269,59,60.81700369,56.54965787,59.00000000,0,50,0,230,0.96153846
2022,0 à 999 personnes,673,2005,PERCÉ,V,-64.37143441080636,48.5575331397152,56,56.07152624,56.54965787,59.00000000,1,0,0,372,0.00520833
2022,0 à 999 personnes,569,16005,PETITE-RIVIÈRE-SAINT-FRANÇOIS,M,-70.61202991190896,47.31344772374349,56,57.26222567,56.54965787,59.00000000,7,3,0,451,1.00000000
2022,0 à 999 personnes,138,3015,PETITE-VALLÉE,M,-65.0098540947162,49.18713256915019,44,56.07152624,56.54965787,59.00000000,0,0,0,106,0.00000000
2022,0 à 999 personnes,487,94205,PETIT-SAGUENAY,M,-70.04746698581437,48.15529135705774,58,58.93013682,56.54965787,59.00000000,0,2,0,96,0.16666667
2022,0 à 999 personnes,117,30020,PIOPOLIS,M,-70.94638933080854,45.46928226438923,52,59.80897674,56.54965787,59.00000000,0,7,0,3,1.00000000
2022,0 à 999 personnes,941,2047,PORT-DANIEL-GASCONS,M,-64.9597863126535,48.2239501677036,56,56.07152624,56.54965787,59.00000000,11,1,9,478,0.48000000
2022,0 à 999 personnes,963,45030,POTTON,CT,-72.38151900045979,45.082271393372245,58,59.80897674,56.54965787,59.00000000,13,0,0,256,0.30232558
2022,0 à 999 personnes,670,42032,RACINE,M,-72.20560146562828,45.4947325300818,63,59.80897674,56.54965787,59.00000000,0,10,0,201,0.66666667
2022,0 à 999 personnes,362,98055,RIVIÈRE-AU-TONNERRE,M,-65.0745031860407,50.324747717572876,58,56.66245970,56.54965787,59.00000000,0,0,0,198,0.00000000
2022,0 à 999 personnes,213,94215,RIVIÈRE-ÉTERNITÉ,M,-70.46115705798353,48.21391470344528,58,58.93013682,56.54965787,59.00000000,0,0,0,79,0.00000000
2022,0 à 999 personnes,617,14065,RIVIÈRE-OUELLE,M,-69.99476810931597,47.44700484299093,63,58.73861785,56.54965787,59.00000000,45,0,42,251,1.00000000
2022,0 à 999 personnes,164,98050,RIVIÈRE-SAINT-JEAN,M,-64.39724964177368,50.38814802246941,43,56.66245970,56.54965787,59.00000000,0,0,0,107,0.00000000
2022,0 à 999 personnes,202,8030,SAINT-ADELME,P,-67.30950893025069,48.8171016945609,59,58.73861785,56.54965787,59.00000000,0,0,0,76,0.00000000
2022,0 à 999 personnes,830,35015,SAINT-ADELPHE,P,-72.4101431679434,46.744289368186585,60,59.07349606,56.54965787,59.00000000,4,1,0,338,0.62500000
2022,0 à 999 personnes,919,77065,SAINT-ADOLPHE-D'HOWARD,M,-74.35332218404812,45.948991785206786,59,59.72846459,56.54965787,59.00000000,2,0,0,623,0.07407407
2022,0 à 999 personnes,72,31095,SAINT-ADRIEN-D'IRLANDE,M,-71.42338146148018,46.11304930971789,59,59.91415697,56.54965787,59.00000000,0,0,0,25,0.00000000
2022,0 à 999 personnes,471,53015,SAINT-AIMÉ,M,-72.96540146988023,45.91863004031886,67,61.33203473,56.54965787,59.00000000,51,0,183,11,1.00000000
2022,0 à 999 personnes,564,15030,SAINT-AIMÉ-DES-LACS,M,-70.36234932443222,47.715783798471556,59,57.26222567,56.54965787,59.00000000,0,11,0,199,0.64705882
2022,0 à 999 personnes,123,79022,SAINT-AIMÉ-DU-LAC-DES-ÎLES,M,-75.54945067346414,46.38739333140247,59,59.72846459,56.54965787,59.00000000,0,0,0,45,0.00000000
2022,0 à 999 personnes,172,7065,SAINT-ALEXANDRE-DES-LACS,P,-67.2832300874759,48.4736623923518,59,58.73861785,56.54965787,59.00000000,0,0,0,65,0.00000000
2022,0 à 999 personnes,486,63023,SAINT-ALEXIS,M,-73.63419004529446,45.94232247633336,59,59.19306402,56.54965787,59.00000000,0,0,0,163,0.00000000
2022,0 à 999 personnes,523,6050,SAINT-ALEXIS-DE-MATAPÉDIA,M,-67.04974968611563,47.973714608179215,59,56.07152624,56.54965787,59.00000000,0,0,0,260,0.00000000
2022,0 à 999 personnes,151,27015,SAINT-ALFRED,M,-70.81119338211442,46.156064227656216,50,59.91415697,56.54965787,59.00000000,0,0,0,50,0.00000000
2022,0 à 999 personnes,825,62025,SAINT-ALPHONSE-RODRIGUEZ,M,-73.70926823206824,46.178653635437,56,59.19306402,56.54965787,59.00000000,0,0,0,500,0.00000000
2022,0 à 999 personnes,453,14040,SAINT-ANDRÉ,M,-69.70170504331156,47.669258989737365,46,58.73861785,56.54965787,59.00000000,22,0,5,123,1.00000000
2022,0 à 999 personnes,294,91010,SAINT-ANDRÉ-DU-LAC-SAINT-JEAN,VL,-71.99011030983172,48.31503061646564,45,58.93013682,56.54965787,59.00000000,0,0,0,111,0.00000000
2022,0 à 999 personnes,821,12065,SAINT-ARSÈNE,P,-69.40584313414496,47.915191008550615,62,58.73861785,56.54965787,59.00000000,11,6,288,0,0.85000000
2022,0 à 999 personnes,365,92005,SAINT-AUGUSTIN (02),P,-71.94118829149845,48.810543417443334,54,58.93013682,56.54965787,59.00000000,3,9,5,129,0.46153846
2022,0 à 999 personnes,864,54105,SAINT-BARNABÉ-SUD,M,-72.92946847484878,45.7432061562397,57,61.33203473,56.54965787,59.00000000,30,0,329,17,1.00000000
2022,0 à 999 personnes,921,29100,SAINT-BENOÎT-LABRE,M,-70.78923309725666,46.07395197695196,72,59.91415697,56.54965787,59.00000000,30,0,272,0,1.00000000
2022,0 à 999 personnes,633,54115,SAINT-BERNARD-DE-MICHAUDVILLE,M,-73.07540260887804,45.82072884035351,51,61.33203473,56.54965787,59.00000000,40,0,255,0,1.00000000
2022,0 à 999 personnes,697,85045,SAINT-BRUNO-DE-GUIGUES,M,-79.46503384516305,47.47753579183093,66,59.17761130,56.54965787,59.00000000,20,7,193,0,1.00000000
2022,0 à 999 personnes,804,94260,SAINT-CHARLES-DE-BOURGET,M,-71.42022386279392,48.52680612880929,58,58.93013682,56.54965787,59.00000000,0,13,0,264,0.92857143
2022,0 à 999 personnes,243,7090,SAINT-CLÉOPHAS,P,-67.73146359919346,48.48387153690315,59,58.73861785,56.54965787,59.00000000,0,0,0,69,0.00000000
2022,0 à 999 personnes,750,62065,SAINT-CÔME,M,-73.79473232565108,46.27203140702886,60,59.19306402,56.54965787,59.00000000,38,0,0,555,0.92682927
2022,0 à 999 personnes,735,12005,SAINT-CYPRIEN (01),M,-68.97155543687953,47.87597120691865,46,58.73861785,56.54965787,59.00000000,1,3,0,272,0.06349206
2022,0 à 999 personnes,543,68035,SAINT-CYPRIEN-DE-NAPIERVILLE,M,-73.43654143219776,45.184148691117564,60,61.33203473,56.54965787,59.00000000,1,0,0,196,0.20000000
2022,0 à 999 personnes,240,7105,SAINT-DAMASE (01),P,-67.78788622187733,48.65108485323741,59,58.73861785,56.54965787,59.00000000,0,0,0,83,0.00000000
2022,0 à 999 personnes,259,62075,SAINT-DAMIEN,P,-73.55107646334648,46.37850447222567,52,59.19306402,56.54965787,59.00000000,0,8,0,168,0.88888889
2022,0 à 999 personnes,902,53005,SAINT-DAVID,M,-72.8403985808066,45.93230234800829,73,61.33203473,56.54965787,59.00000000,45,0,375,0,1.00000000
2022,0 à 999 personnes,310,42025,SAINT-DENIS-DE-BROMPTON,M,-72.10811145312263,45.43467328372573,59,59.80897674,56.54965787,59.00000000,0,0,0,100,0.00000000
2022,0 à 999 personnes,84,52090,SAINT-DIDACE,P,-73.24022897277482,46.3606823417771,60,59.19306402,56.54965787,59.00000000,5,1,4,42,0.50000000
2022,0 à 999 personnes,216,88065,SAINT-DOMINIQUE-DU-ROSAIRE,M,-78.0418495337374,48.82101116990849,58,59.17761130,56.54965787,59.00000000,0,0,0,69,0.00000000
2022,0 à 999 personnes,317,9030,SAINT-DONAT (01),P,-68.239947788277,48.49318096571627,58,58.73861785,56.54965787,59.00000000,0,0,0,141,0.00000000
2022,0 à 999 personnes,648,9035,SAINTE-ANGÈLE-DE-MÉRICI,M,-68.08254323493502,48.50637642263542,59,58.73861785,56.54965787,59.00000000,0,0,0,283,0.00000000
2022,0 à 999 personnes,581,51055,SAINTE-ANGÈLE-DE-PRÉMONT,M,-73.05974569356822,46.37164024333739,64,59.07349606,56.54965787,59.00000000,3,0,0,207,0.09677419
2022,0 à 999 personnes,678,14090,SAINTE-ANNE-DE-LA-POCATIÈRE,P,-70.00509624827592,47.34654566074165,70,58.73861785,56.54965787,59.00000000,44,0,265,0,1.00000000
2022,0 à 999 personnes,324,79115,SAINTE-ANNE-DU-LAC,M,-75.3713510979872,46.91976114649153,59,59.72846459,56.54965787,59.00000000,0,0,0,173,0.00000000
2022,0 à 999 personnes,569,28015,SAINTE-AURÉLIE,M,-70.37628634654276,46.17402358394891,70,59.91415697,56.54965787,59.00000000,16,0,379,0,1.00000000
2022,0 à 999 personnes,305,62020,SAINTE-BÉATRIX,M,-73.63647872554797,46.218001730833564,59,59.19306402,56.54965787,59.00000000,0,0,0,101,0.00000000
2022,0 à 999 personnes,824,56105,SAINTE-BRIGIDE-D'IBERVILLE,M,-73.0701617113463,45.31755940144012,63,61.33203473,56.54965787,59.00000000,24,1,246,0,1.00000000
2022,0 à 999 personnes,318,38060,SAINTE-CÉCILE-DE-LÉVRARD,P,-72.15955269735746,46.44667040728672,60,60.81700369,56.54965787,59.00000000,20,0,1,119,1.00000000
