annee,cl_pop_desservie,num_c,num_n,num_d,coord_x,coord_y,indice_fuites_ifi,indice_fuites_ifi_reg,indice_fuites_ifi_cpop,indice_fuites_ifi_qc,pertes_eau_reelles,pertes_eau_reelles_inev,nb_fuites_reparees,pourc_reseau_ausculte,long_reseau_km
2022,0 à 999 personnes,95018,LES BERGERONNES,M,-69.56854578328091,48.30603211105349,1.98802110,"3,8","2,4","5,9",19.88796040,10.00389803,4,,12.31600000
2022,0 à 999 personnes,16048,LES ÉBOULEMENTS,M,-70.33474256941082,47.502060764224574,2.77514038,"3,3","2,4","5,9",60.22700000,21.70232555,1,,15.49400000
2022,0 à 999 personnes,8005,LES MÉCHINS,M,-66.89333749443345,48.9273268240616,9.91233388,4,"2,4","5,9",144.57000000,14.58485980,2,2.00000000,11.87700000
2022,0 à 999 personnes,98020,L'ÎLE-D'ANTICOSTI,M,-63.02431363378894,49.50885219793538,9.70672907,"3,8","2,4","5,9",63.17900000,6.50878371,1,,8.68200000
2022,0 à 999 personnes,84082,L'ISLE-AUX-ALLUMETTES,M,-77.02149969025503,45.85782232329144,3.16069717,"3,8","2,4","5,9",20.99134893,6.64136670,2,2.00000000,6.43600000
2022,0 à 999 personnes,16023,L'ISLE-AUX-COUDRES,M,-70.39255656735061,47.39647675056825,0.94248320,"3,3","2,4","5,9",13.48200000,14.30476420,,,23.84000000
2022,0 à 999 personnes,98045,LONGUE-POINTE-DE-MINGAN,M,-64.11670416001847,50.373838070743254,3.56709802,"3,8","2,4","5,9",33.87504500,9.49652766,,2.00000000,9.85400000
2022,0 à 999 personnes,95032,LONGUE-RIVE,M,-69.31999728758942,48.57245502817138,3.45035143,"3,8","2,4","5,9",59.80800000,17.33388650,2,2.00000000,25.16400000
2022,0 à 999 personnes,83010,LOW,CT,-76.02887257335324,45.82715930449917,0.76864961,"3,8","2,4","5,9",2.44234500,3.17744910,1,1.00000000,3.60000000
2022,0 à 999 personnes,52095,MANDEVILLE,M,-73.37641009413588,46.4543510395937,1.72932149,4,"2,4","5,9",22.96346400,13.27888662,,1.00000000,17.77300000
2022,0 à 999 personnes,38028,MANSEAU,M,-72.00827305349812,46.36345296091081,0.61970995,"2,4","2,4","5,9",3.10484707,5.01016177,5,,6.34200000
2022,0 à 999 personnes,44060,MARTINVILLE,M,-71.69080881108135,45.276599855961784,0.74968982,"3,4","2,4","5,9",2.15500000,2.87452217,,2.00000000,2.55600000
2022,0 à 999 personnes,6045,MATAPÉDIA,M,-66.96271571654952,47.958357743202136,1.42613123,"4,5","2,4","5,9",10.64500000,7.46425000,1,4.00000000,8.60000000
2022,0 à 999 personnes,42075,MELBOURNE,CT,-72.17071136417721,45.598894967604885,1.40558898,"3,4","2,4","5,9",3.25863929,2.31834437,1,2.00000000,3.11300000
2022,0 à 999 personnes,14005,MONT-CARMEL,M,-69.72119710454061,47.3072746106938,1.05018452,4,"2,4","5,9",8.27321500,7.87786800,,2.00000000,8.57500000
2022,0 à 999 personnes,80090,MONTPELLIER,M,-75.263038664277,45.89727090029737,0.74757851,"3,8","2,4","5,9",2.41087000,3.22490541,,,4.28700000
2022,0 à 999 personnes,79110,MONT-SAINT-MICHEL,M,-75.2618961720703,46.82033844765336,2.58598663,5,"2,4","5,9",7.92300000,3.06382095,,4.00000000,3.42500000
2022,0 à 999 personnes,30045,NANTES,M,-71.01428864108163,45.63653664234951,0.83741775,"3,4","2,4","5,9",7.27605600,8.68868137,1,2.00000000,8.12900000
2022,0 à 999 personnes,85100,NÉDÉLEC,CT,-79.40935536277445,47.80078121981741,0.66919063,"4,4","2,4","5,9",1.01636500,1.51879741,1,,1.90300000
2022,0 à 999 personnes,79030,NOMININGUE,M,-75.07858731704195,46.39598407365392,4.67581410,5,"2,4","5,9",91.49820000,19.56839986,4,2.00000000,17.28700000
2022,0 à 999 personnes,80015,NOTRE-DAME-DE-BONSECOURS,M,-74.8610667144888,45.740108304132036,1.73213304,"3,8","2,4","5,9",3.96754021,2.29055166,,,2.02900000
2022,0 à 999 personnes,39015,NOTRE-DAME-DE-HAM,M,-71.71320552733232,45.91759661725569,0.55466788,"2,4","2,4","5,9",1.05125500,1.89528732,,,2.10500000
2022,0 à 999 personnes,35005,NOTRE-DAME-DE-MONTAUBAN,M,-72.26916653183955,46.90191102105411,5.50092513,"3,9","2,4","5,9",26.02946400,4.73183389,2,1.00000000,5.72300000
2022,0 à 999 personnes,30010,NOTRE-DAME-DES-BOIS,M,-71.05108812612801,45.362197413520164,2.00433152,"3,4","2,4","5,9",5.47971000,2.73393395,,,3.30000000
2022,0 à 999 personnes,15025,NOTRE-DAME-DES-MONTS,M,-70.39768470015613,47.666095534467196,2.67283301,"3,3","2,4","5,9",17.40244080,6.51085973,1,2.00000000,4.75900000
2022,0 à 999 personnes,11045,NOTRE-DAME-DES-NEIGES,M,-69.10775041086663,48.11176617734526,1.34205023,4,"2,4","5,9",17.82920444,13.28505005,,,12.21900000
2022,0 à 999 personnes,85090,NOTRE-DAME-DU-NORD,M,-79.42424955901464,47.60312233614844,2.15510016,"4,4","2,4","5,9",23.07145724,10.70551508,4,2.99748463,14.31200000
2022,0 à 999 personnes,12080,NOTRE-DAME-DU-PORTAGE,M,-69.58908799809686,47.761529044273026,0.18699122,4,"2,4","5,9",0.89703745,4.79721690,,,3.71500000
2022,0 à 999 personnes,18040,NOTRE-DAME-DU-ROSAIRE,M,-70.41340172292698,46.86465472465598,0.74012336,"2,4","2,4","5,9",2.62800000,3.55075942,,2.00000000,3.47500000
2022,0 à 999 personnes,6020,NOUVELLE,M,-66.3551316144138,48.152278280508575,4.25071738,"4,5","2,4","5,9",58.66800000,13.80190560,3,1.00000000,13.30500000
2022,0 à 999 personnes,84055,OTTER LAKE,M,-76.47454301030919,45.92393166125461,1.33235805,"3,8","2,4","5,9",10.74738500,8.06643905,1,2.00000000,9.46900000
2022,0 à 999 personnes,87025,PALMAROLLE,M,-79.19554589782113,48.67732835850372,3.29716187,"4,4","2,4","5,9",23.81430276,7.22266716,1,,8.26900000
2022,0 à 999 personnes,38055,PARISVILLE,P,-72.0656395978892,46.51535469710269,0.48644993,"2,4","2,4","5,9",4.82000000,9.90852226,2,2.00000000,19.27700000
2022,0 à 999 personnes,2005,PERCÉ,V,-64.37143441080636,48.5575331397152,3.05101437,"4,5","2,4","5,9",60.82200000,19.93500936,7,5.00000000,19.18300000
2022,0 à 999 personnes,16005,PETITE-RIVIÈRE-SAINT-FRANÇOIS,M,-70.61202991190896,47.31344772374349,3.33830844,"3,3","2,4","5,9",63.92562208,19.14910596,3,,20.60000000
2022,0 à 999 personnes,3015,PETITE-VALLÉE,M,-65.0098540947162,49.18713256915019,3.58691738,"4,5","2,4","5,9",15.64000000,4.36029000,4,2.00000000,5.65000000
2022,0 à 999 personnes,94205,PETIT-SAGUENAY,M,-70.04746698581437,48.15529135705774,13.26834833,"4,5","2,4","5,9",61.96115000,4.66984650,,2.00000000,5.59900000
2022,0 à 999 personnes,30020,PIOPOLIS,M,-70.94638933080854,45.46928226438923,1.42474175,"3,4","2,4","5,9",2.10182801,1.47523437,,,2.03500000
2022,0 à 999 personnes,2047,PORT-DANIEL-GASCONS,M,-64.9597863126535,48.2239501677036,1.44728220,"4,5","2,4","5,9",24.71554551,17.07721244,2,1.96576880,14.25600000
2022,0 à 999 personnes,45030,POTTON,CT,-72.38151900045979,45.082271393372245,0.94381065,"3,4","2,4","5,9",11.52816000,12.21448386,,2.27767494,16.20600000
2022,0 à 999 personnes,42032,RACINE,M,-72.20560146562828,45.4947325300818,1.68117171,"3,4","2,4","5,9",16.64300000,9.89964315,,,13.23500000
2022,0 à 999 personnes,98055,RIVIÈRE-AU-TONNERRE,M,-65.0745031860407,50.324747717572876,0.76100486,"3,8","2,4","5,9",5.37000000,7.05645955,,1.41644045,14.36700000
2022,0 à 999 personnes,94215,RIVIÈRE-ÉTERNITÉ,M,-70.46115705798353,48.21391470344528,0.43015500,"4,5","2,4","5,9",1.55766000,3.62115982,,,4.49300000
2022,0 à 999 personnes,14065,RIVIÈRE-OUELLE,M,-69.99476810931597,47.44700484299093,0.11487620,4,"2,4","5,9",1.61816740,14.08618512,,,20.28600000
2022,0 à 999 personnes,98050,RIVIÈRE-SAINT-JEAN,M,-64.39724964177368,50.38814802246941,2.86806412,"3,8","2,4","5,9",5.75380643,2.00616381,,,3.02200000
2022,0 à 999 personnes,8030,SAINT-ADELME,P,-67.30950893025069,48.8171016945609,0.44977405,4,"2,4","5,9",1.31382500,2.92107785,,,2.21700000
2022,0 à 999 personnes,35015,SAINT-ADELPHE,P,-72.4101431679434,46.744289368186585,1.35021447,"3,9","2,4","5,9",12.11863577,8.97534139,1,0.96279868,13.97800000
2022,0 à 999 personnes,77065,SAINT-ADOLPHE-D'HOWARD,M,-74.35332218404812,45.948991785206786,4.57070486,5,"2,4","5,9",116.20600000,25.42408741,3,,19.12700000
2022,0 à 999 personnes,31095,SAINT-ADRIEN-D'IRLANDE,M,-71.42338146148018,46.11304930971789,0.66099840,"2,4","2,4","5,9",0.52570935,0.79532620,,,1.33400000
2022,0 à 999 personnes,53015,SAINT-AIMÉ,M,-72.96540146988023,45.91863004031886,0.51441280,"5,4","2,4","5,9",8.80700000,17.12049144,1,0.99974875,35.82100000
2022,0 à 999 personnes,15030,SAINT-AIMÉ-DES-LACS,M,-70.36234932443222,47.715783798471556,2.87045479,"3,3","2,4","5,9",24.95023200,8.69208324,,,7.20550000
2022,0 à 999 personnes,79022,SAINT-AIMÉ-DU-LAC-DES-ÎLES,M,-75.54945067346414,46.38739333140247,1.34586077,5,"2,4","5,9",1.34800000,1.00158949,,2.00000000,1.89100000
2022,0 à 999 personnes,7065,SAINT-ALEXANDRE-DES-LACS,P,-67.2832300874759,48.4736623923518,0.49109350,4,"2,4","5,9",1.66670500,3.39386490,,,3.04700000
2022,0 à 999 personnes,63023,SAINT-ALEXIS,M,-73.63419004529446,45.94232247633336,1.84580005,4,"2,4","5,9",5.96600000,3.23220275,3,2.00000000,3.87000000
2022,0 à 999 personnes,6050,SAINT-ALEXIS-DE-MATAPÉDIA,M,-67.04974968611563,47.973714608179215,0.70899366,"4,5","2,4","5,9",3.90000000,5.50075440,1,1.00000000,3.46500000
2022,0 à 999 personnes,27015,SAINT-ALFRED,M,-70.81119338211442,46.156064227656216,0.94520780,"2,4","2,4","5,9",1.63116400,1.72572000,,1.77880184,2.17000000
2022,0 à 999 personnes,62025,SAINT-ALPHONSE-RODRIGUEZ,M,-73.70926823206824,46.178653635437,1.04368986,4,"2,4","5,9",15.23900000,14.60108077,3,0.96656535,16.45000000
2022,0 à 999 personnes,14040,SAINT-ANDRÉ,M,-69.70170504331156,47.669258989737365,1.74768540,4,"2,4","5,9",5.24901546,3.00340980,2,,3.28000000
2022,0 à 999 personnes,91010,SAINT-ANDRÉ-DU-LAC-SAINT-JEAN,VL,-71.99011030983172,48.31503061646564,1.12167431,"4,5","2,4","5,9",3.33600150,2.97412669,,2.00000000,2.79600000
2022,0 à 999 personnes,12065,SAINT-ARSÈNE,P,-69.40584313414496,47.915191008550615,1.49256253,4,"2,4","5,9",9.70657087,6.50329260,,,7.74000000
2022,0 à 999 personnes,92005,SAINT-AUGUSTIN (02),P,-71.94118829149845,48.810543417443334,2.31774503,"4,5","2,4","5,9",18.35727073,7.92031502,5,,18.76700000
2022,0 à 999 personnes,54105,SAINT-BARNABÉ-SUD,M,-72.92946847484878,45.7432061562397,1.02905807,"5,4","2,4","5,9",18.97118990,18.43549008,2,,28.17400000
2022,0 à 999 personnes,29100,SAINT-BENOÎT-LABRE,M,-70.78923309725666,46.07395197695196,1.37873845,"2,4","2,4","5,9",13.07230678,9.48135359,1,3.97804610,6.37700000
2022,0 à 999 personnes,54115,SAINT-BERNARD-DE-MICHAUDVILLE,M,-73.07540260887804,45.82072884035351,3.20342242,"5,4","2,4","5,9",68.12710714,21.26697583,3,2.00000000,36.29200000
2022,0 à 999 personnes,85045,SAINT-BRUNO-DE-GUIGUES,M,-79.46503384516305,47.47753579183093,4.78155110,"4,4","2,4","5,9",25.76279026,5.38795670,4,4.00000000,7.73600000
2022,0 à 999 personnes,94260,SAINT-CHARLES-DE-BOURGET,M,-71.42022386279392,48.52680612880929,1.77422132,"4,5","2,4","5,9",25.42458500,14.32999636,2,2.00000000,27.96300000
2022,0 à 999 personnes,7090,SAINT-CLÉOPHAS,P,-67.73146359919346,48.48387153690315,5.01732157,4,"2,4","5,9",12.66104500,2.52346692,2,2.00000000,3.12800000
2022,0 à 999 personnes,62065,SAINT-CÔME,M,-73.79473232565108,46.27203140702886,2.42735569,4,"2,4","5,9",43.06900000,17.74317633,2,,25.92200000
2022,0 à 999 personnes,12005,SAINT-CYPRIEN (01),M,-68.97155543687953,47.87597120691865,0.52982934,4,"2,4","5,9",2.62804139,4.96016582,,2.00000000,11.02400000
2022,0 à 999 personnes,68035,SAINT-CYPRIEN-DE-NAPIERVILLE,M,-73.43654143219776,45.184148691117564,2.42748633,"5,4","2,4","5,9",10.22622133,4.21267927,3,3.00000000,4.78800000
2022,0 à 999 personnes,7105,SAINT-DAMASE (01),P,-67.78788622187733,48.65108485323741,1.02994581,4,"2,4","5,9",2.18836500,2.12473800,,,2.10000000
2022,0 à 999 personnes,62075,SAINT-DAMIEN,P,-73.55107646334648,46.37850447222567,1.80800227,4,"2,4","5,9",5.88200000,3.25331449,2,,5.84000000
2022,0 à 999 personnes,53005,SAINT-DAVID,M,-72.8403985808066,45.93230234800829,1.41351651,"5,4","2,4","5,9",38.09342224,26.94940022,2,1.00000000,57.37400000
2022,0 à 999 personnes,42025,SAINT-DENIS-DE-BROMPTON,M,-72.10811145312263,45.43467328372573,0.52500397,"3,4","2,4","5,9",3.43917600,6.55076195,,2.00000000,3.39700000
