annee,reg_n,mun_c,mun_n,mun_d,coord_x,coord_y,consom_resid,consom_resid_reg,consom_resid_cpop,consom_resid_qb,nb_reseau_dist,pop_desservie,nb_resid_desservi,nb_pers_resid,vol_eau_dist,consom_resid_ml,qte_eau_pers,qte_eau_pers_prec,qte_eau_pers_reg,qte_eau_pers_cpop,qte_eau_pers_qc
2018,Chaudière-Appalaches,26010,Saints-Anges,P,-70.8822036017719,46.4180088975,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,26015,Vallée-Jonction,M,-70.9369743966904,46.373856332,267,225,259,268,1,1586,944.00,1.68,252,155,436,361,370,487,536
2018,Chaudière-Appalaches,26022,Saint-Elzéar,M,-71.0917139897311,46.4043503135,154,225,259,268,1,1812,700.00,2.59,158,102,239,201,370,487,536
2018,Chaudière-Appalaches,26030,Sainte-Marie,V,-71.0114417670274,46.4420636825,,225,,268,,,,,,,,370,370,,536
2018,Chaudière-Appalaches,26035,Sainte-Marguerite,P,-70.9297811331725,46.5100756775,191,225,252,268,1,608,238.00,2.56,57,42,255,316,370,425,536
2018,Chaudière-Appalaches,26040,Sainte-Hénédine,P,-70.9837836647455,46.5495897315,200,225,252,268,1,884,342.00,2.58,83,65,256,251,370,425,536
2018,Chaudière-Appalaches,26048,Scott,M,-71.0734651437753,46.509418355,209,225,259,268,1,1255,516.00,2.43,126,96,275,278,370,487,536
2018,Chaudière-Appalaches,26055,Saint-Bernard,M,-71.1614600682989,46.483178417,218,225,259,268,1,1800,610.00,2.95,168,143,256,241,370,487,536
2018,Chaudière-Appalaches,26063,Saint-Isidore,M,-71.0987208317387,46.588055491,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,26070,Saint-Lambert-de-Lauzon,M,-71.2401279541275,46.590830082,210,225,259,268,1,2807,1080.00,2.60,254,215,248,245,370,487,536
2018,Chaudière-Appalaches,27008,Saint-Victor,M,-70.9360479911174,46.138569837,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,27015,Saint-Alfred,M,-70.8113228043972,46.1557657675,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,27028,Beauceville,V,-70.7830582976164,46.221667553,222,225,259,268,1,4518,2008.00,2.25,680,366,412,452,370,487,536
2018,Chaudière-Appalaches,27035,Saint-Odilon-de-Cranbourne,P,-70.6642786546469,46.3516947495,211,225,252,268,1,783,331.00,2.37,72,60,251,189,370,425,536
2018,Chaudière-Appalaches,27043,Saint-Joseph-de-Beauce,V,-70.8226082164744,46.3300221145,234,225,259,268,1,4839,1716.00,2.82,496,413,281,320,370,487,536
2018,Chaudière-Appalaches,27050,Saint-Joseph-des-Érables,M,-70.901907505744,46.293717983,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,27055,Saint-Jules,P,-70.9259349307728,46.226658007,1,225,252,268,1,152,66.00,2.30,18,14,37,304,370,425,536
2018,Chaudière-Appalaches,27060,Tring-Jonction,VL,-70.9957469993874,46.255571149,201,225,259,268,1,1334,615.00,2.17,111,98,229,306,370,487,536
2018,Chaudière-Appalaches,27065,Saint-Frédéric,P,-70.9846447098953,46.3076857855,333,225,252,268,1,864,355.00,2.43,134,105,426,460,370,425,536
2018,Chaudière-Appalaches,27070,Saint-Séverin,P,-71.0707740758664,46.324986884,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,28005,Saint-Zacharie,M,-70.3579277920142,46.105736123,201,225,252,268,1,594,357.00,1.66,61,44,281,193,370,425,536
2018,Chaudière-Appalaches,28015,Sainte-Aurélie,M,-70.3664857199984,46.178624327,231,225,252,268,1,431,275.00,1.57,89,36,565,276,370,425,536
2018,Chaudière-Appalaches,28020,Saint-Prosper,M,-70.4799340428136,46.209909578,203,225,259,268,1,3187,1511.00,2.11,267,237,229,263,370,487,536
2018,Chaudière-Appalaches,28025,Saint-Benjamin,M,-70.5828772015618,46.273567958,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,28030,Sainte-Rose-de-Watford,M,-70.4403750502284,46.310830565,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,28035,Saint-Louis-de-Gonzague,M,-70.3323885490899,46.2701249905,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,28040,Saint-Cyprien,P,-70.25272983194,46.352361119,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,28045,Sainte-Justine,M,-70.3338927311766,46.4088040545,210,225,259,268,1,1435,598.00,2.40,191,110,365,365,370,487,536
2018,Chaudière-Appalaches,28053,Lac-Etchemin,M,-70.5191996008909,46.3999694395,273,225,259,268,2,2780,1526.00,1.82,358,277,353,331,370,487,536
2018,Chaudière-Appalaches,28060,Saint-Luc-de-Bellechasse,M,-70.4749973835089,46.523307214,171,225,252,268,1,258,129.00,2.00,22,16,235,359,370,425,536
2018,Chaudière-Appalaches,28065,Sainte-Sabine,P,-70.3390891939354,46.495446968,217,225,252,268,1,214,123.00,1.74,20,17,260,262,370,425,536
2018,Chaudière-Appalaches,28070,Saint-Camille-de-Lellis,P,-70.1757718085786,46.4598691015,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,28075,Saint-Magloire,M,-70.3002394919309,46.5910754055,224,225,252,268,1,410,270.00,1.52,41,34,275,265,370,425,536
2018,Chaudière-Appalaches,29005,Saint-Théophile,M,-70.4166581456427,45.9227541685,249,225,252,268,1,414,206.00,2.01,43,38,287,227,370,425,536
2018,Chaudière-Appalaches,29013,Saint-Gédéon-de-Beauce,M,-70.6229775335207,45.847780869,192,225,259,268,1,1801,771.00,2.34,234,126,355,356,370,487,536
2018,Chaudière-Appalaches,29020,Saint-Hilaire-de-Dorset,P,-70.8143492137302,45.8494007025,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,29025,Saint-Évariste-de-Forsyth,M,-71.0049879820185,45.9489086245,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,29030,La Guadeloupe,VL,-70.9404205808942,45.980672983,152,225,259,268,1,1653,719.00,2.30,172,92,285,257,370,487,536
2018,Chaudière-Appalaches,29038,Saint-Honoré-de-Shenley,M,-70.8134280699393,45.9738184585,232,225,259,268,1,1156,425.00,2.72,132,98,314,407,370,487,536
2018,Chaudière-Appalaches,29045,Saint-Martin,P,-70.6667472387593,45.9652040885,192,225,259,268,1,2195,1000.00,2.19,171,154,214,196,370,487,536
2018,Chaudière-Appalaches,29050,Saint-René,P,-70.6024951411427,46.0090154765,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,29057,Saint-Côme--Linière,M,-70.508655696439,46.051157825,160,225,259,268,1,2113,886.00,2.38,254,123,330,351,370,487,536
2018,Chaudière-Appalaches,29065,Saint-Philibert,M,-70.5432175716691,46.141855709,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,29073,Saint-Georges,V,-70.6633108902822,46.0980178895,225,225,275,268,1,28048,12732.00,2.20,3308,2307,323,311,370,466,536
2018,Chaudière-Appalaches,29095,Lac-Poulin,VL,-70.8201083121653,46.098816599,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,29100,Saint-Benoît-Labre,M,-70.7893675426921,46.0736756405,141,225,252,268,1,784,344.00,2.28,89,40,309,225,370,425,536
2018,Chaudière-Appalaches,29112,Saint-Éphrem-de-Beauce,M,-70.9381944448266,46.055522297,144,225,259,268,1,1801,667.00,2.70,143,95,217,281,370,487,536
2018,Chaudière-Appalaches,29120,Notre-Dame-des-Pins,P,-70.7150115744618,46.17436785,162,225,259,268,1,1456,669.00,2.18,122,86,230,271,370,487,536
2018,Chaudière-Appalaches,29125,Saint-Simon-les-Mines,M,-70.6617843340588,46.2094377655,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,31008,Beaulac-Garthby,M,-71.4012077892805,45.832614493,360,225,252,268,1,370,198.00,1.87,58,49,429,448,370,425,536
2018,Chaudière-Appalaches,31015,Disraeli,V,-71.3483168756835,45.8948122735,211,225,259,268,1,2096,1129.00,1.86,350,162,458,,370,487,536
2018,Chaudière-Appalaches,31020,Disraeli,P,-71.4086723967596,45.9140090085,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,31025,Saint-Jacques-le-Majeur-de-Wolfestown,P,-71.5029286736087,45.935578725,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,31030,Saint-Fortunat,M,-71.615442690183,45.964618125,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,31035,Saint-Julien,M,-71.5432464837166,46.012014821,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,31040,Irlande,M,-71.4897642306394,46.063305345,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,31045,Saint-Joseph-de-Coleraine,M,-71.3245722626859,45.984173318,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,31050,Sainte-Praxède,P,-71.2314299838818,45.89159983,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,31056,Adstock,M,-71.1110669417067,46.049053923,169,225,252,268,1,778,376.00,2.07,89,48,313,289,370,425,536
2018,Chaudière-Appalaches,31060,Sainte-Clotilde-de-Beauce,M,-71.0358662714506,46.120624765,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,31084,Thetford Mines,V,-71.2879794735314,46.1139858255,284,225,275,268,2,24459,12535.00,1.95,3711,2539,416,396,370,466,536
2018,Chaudière-Appalaches,31095,Saint-Adrien-d'Irlande,M,-71.4233132262809,46.1127828295,159,225,252,268,1,72,34.00,2.11,5,4,209,162,370,425,536
2018,Chaudière-Appalaches,31100,Saint-Jean-de-Brébeuf,M,-71.4582459721292,46.1719139475,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,31105,Kinnear's Mills,M,-71.3391932376741,46.2024380035,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,31122,East Broughton,M,-71.0817048381019,46.223234974,,225,,268,,,,,,,,392,370,,536
2018,Chaudière-Appalaches,31130,Sacré-Coeur-de-Jésus,P,-71.0393025167544,46.214314981,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,31135,Saint-Pierre-de-Broughton,M,-71.2031334505298,46.2371752515,240,225,252,268,1,328,160.00,2.05,38,29,314,267,370,425,536
2018,Chaudière-Appalaches,31140,Saint-Jacques-de-Leeds,M,-71.3357577214241,46.290089361,159,225,252,268,1,405,200.00,2.03,37,23,252,167,370,425,536
2018,Chaudière-Appalaches,33007,Saint-Sylvestre,M,-71.2228342483094,46.3626258305,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,33017,Sainte-Agathe-de-Lotbinière,M,-71.4152185001573,46.366048153,146,225,252,268,1,815,372.00,2.19,67,44,227,236,370,425,536
2018,Chaudière-Appalaches,33025,Saint-Patrice-de-Beaurivage,M,-71.2654630777892,46.418728033,268,225,252,268,1,614,268.00,2.29,71,60,317,273,370,425,536
2018,Chaudière-Appalaches,33030,Saint-Narcisse-de-Beaurivage,P,-71.2623668023175,46.497257018,192,225,252,268,1,673,285.00,2.36,60,47,243,207,370,425,536
2018,Chaudière-Appalaches,33035,Saint-Gilles,M,-71.3682263344083,46.5102893365,,225,,268,,,,,,,,271,370,,536
2018,Chaudière-Appalaches,33040,Dosquet,M,-71.5408660453315,46.4668229605,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,33045,Saint-Agapit,M,-71.4522004914882,46.546374975,158,225,259,268,1,3492,1497.00,2.33,332,201,261,267,370,487,536
2018,Chaudière-Appalaches,33052,Saint-Flavien,M,-71.5738038430362,46.5236016785,183,225,259,268,1,1268,445.00,2.85,110,85,237,178,370,487,536
2018,Chaudière-Appalaches,33060,Laurier-Station,VL,-71.6363101704127,46.542286971,135,225,259,268,1,2734,1178.00,2.32,213,134,213,233,370,487,536
2018,Chaudière-Appalaches,33065,Saint-Janvier-de-Joly,M,-71.6842202512021,46.489865417,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,33070,Val-Alain,M,-71.7667542591318,46.429064456,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,33080,Saint-Édouard-de-Lotbinière,P,-71.8161366149324,46.554617856,282,225,252,268,1,750,303.00,2.48,89,77,325,308,370,425,536
2018,Chaudière-Appalaches,33085,Notre-Dame-du-Sacré-Coeur-d'Issoudun,P,-71.618012049709,46.580259661,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,33090,Saint-Apollinaire,M,-71.4823979542476,46.598668919,140,225,259,268,1,4586,1911.00,2.40,372,234,222,205,370,487,536
2018,Chaudière-Appalaches,33095,Saint-Antoine-de-Tilly,M,-71.5393338509205,46.6463093545,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,33102,Sainte-Croix,M,-71.7117208644763,46.622698515,160,225,259,268,1,1883,856.00,2.20,226,110,329,332,370,487,536
2018,Chaudière-Appalaches,33115,Lotbinière,M,-71.8924001347811,46.6119557535,330,225,252,268,1,822,467.00,1.76,147,99,489,,370,425,536
2018,Chaudière-Appalaches,33123,Leclercville,M,-71.8722708911509,46.506243409,221,225,,268,1,,,,,,489,,370,,536
2018,Côte-Nord,95005,Tadoussac,VL,-69.6131495891936,48.1360097045,298,364,252,268,1,757,422.00,1.79,187,82,678,648,588,425,536
2018,Côte-Nord,95010,Sacré-Coeur,M,-69.8115465685142,48.245702475,246,364,259,268,1,1649,690.00,2.39,182,148,302,307,588,487,536
2018,Côte-Nord,95018,Les Bergeronnes,M,-69.5670090049649,48.30841907,227,364,252,268,1,676,345.00,1.96,124,56,502,485,588,425,536
2018,Côte-Nord,95025,Les Escoumins,M,-69.4552096673518,48.430213988,,364,,268,,,,,,,,,588,,536
2018,Côte-Nord,95032,Longue-Rive,M,-69.3347433708552,48.5740329115,447,364,259,268,1,1171,565.00,2.07,243,191,568,,588,487,536
2018,Côte-Nord,95040,Portneuf-sur-Mer,M,-69.1867682988472,48.670162969,,364,,268,,,,,,,,,588,,536
2018,Côte-Nord,95045,Forestville,V,-69.1135413828989,48.766901937,,364,,268,,,,,,,,,588,,536
2018,Côte-Nord,95050,Colombier,M,-68.9524250135525,48.878994485,,364,,268,,,,,,,,,588,,536
2018,Côte-Nord,96005,Baie-Trinité,VL,-67.3276284704335,49.444750139,1040,364,252,268,1,238,199.00,1.20,117,90,1351,,588,425,536
2018,Côte-Nord,96010,Godbout,VL,-67.5764614212875,49.3662951895,,364,,268,,,,,,,,,588,,536
2018,Côte-Nord,96015,Franquelin,M,-67.8617510981436,49.3488133735,,364,,268,,,,,,,,374,588,,536
2018,Côte-Nord,96020,Baie-Comeau,V,-68.2204930908531,49.2581643535,334,364,275,268,2,23571,10303.00,2.29,4084,2876,472,533,588,466,536
2018,Côte-Nord,96025,Pointe-Lebel,VL,-68.2223627585202,49.130118987,154,364,259,268,2,1022,434.00,2.35,67,58,179,,588,487,536
2018,Côte-Nord,96030,Pointe-aux-Outardes,VL,-68.3346829155624,49.1057431545,176,364,259,268,2,1377,588.00,2.34,117,89,233,,588,487,536
2018,Côte-Nord,96035,Chute-aux-Outardes,VL,-68.3992690185175,49.1244202195,,364,,268,,,,,,,,,588,,536
2018,Côte-Nord,96040,Ragueneau,P,-68.491590844039,49.129764848,279,364,259,268,1,1498,643.00,2.33,181,153,331,413,588,487,536
2018,Côte-Nord,97007,Sept-Îles,V,-65.8964844835324,50.2799397745,389,364,275,268,4,29681,12774.00,2.32,7756,4210,716,855,588,466,536
2018,Côte-Nord,97022,Port-Cartier,V,-67.1079471590261,49.898831378,,364,,268,,,,,,,,,588,,536
2018,Côte-Nord,97035,Fermont,V,-67.254960399422,52.787595892,,364,,268,,,,,,,,,588,,536
2018,Côte-Nord,97040,Schefferville,V,-66.8220038490429,54.8264347485,,364,,268,,,,,,,,,588,,536
2018,Côte-Nord,98005,Blanc-Sablon,M,-57.238813269582,51.4759947595,1066,364,259,268,2,1135,524.00,2.17,517,442,1248,,588,487,536
2018,Côte-Nord,98010,Bonne-Espérance,M,-57.7296605828615,51.397653921,,364,,268,,,,,,,,,588,,536
2018,Côte-Nord,98012,Saint-Augustin,M,-58.5082383608921,51.172884347,,364,,268,,,,,,,,,588,,536
2018,Côte-Nord,98014,Gros-Mécatina,M,-59.067072364523,50.9299932215,253,364,252,268,2,434,264.00,1.64,61,40,385,,588,425,536
2018,Côte-Nord,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,M,-59.7717894074666,50.483727608,,364,,268,,,,,,,,445,588,,536
2018,Côte-Nord,98020,L'Île-d'Anticosti,M,-62.9397896989797,49.4658571835,,364,,268,,,,,,,,,588,,536
2018,Côte-Nord,98025,Natashquan,M,-61.927604994228,50.2733097555,304,364,252,268,1,322,181.00,1.78,48,36,411,,588,425,536
2018,Côte-Nord,98030,Aguanish,M,-62.3485655371426,50.3378099045,129,364,252,268,1,246,144.00,1.71,18,12,201,192,588,425,536
2018,Côte-Nord,98035,Baie-Johan-Beetz,M,-62.7194669433596,50.309938281,293,364,252,268,1,71,55.00,1.29,25,8,957,827,588,425,536
2018,Côte-Nord,98040,Havre-Saint-Pierre,M,-63.4566597049018,50.400523984,,364,,268,,,,,,,,,588,,536
2018,Côte-Nord,98045,Longue-Pointe-de-Mingan,M,-64.1577379332097,50.340336385,359,364,252,268,1,399,244.00,1.64,81,52,555,576,588,425,536
2018,Côte-Nord,98050,Rivière-Saint-Jean,M,-64.4226390633136,50.345038895,102,364,252,268,1,168,105.00,1.60,8,6,131,186,588,425,536
2018,Côte-Nord,98055,Rivière-au-Tonnerre,M,-65.0743192611038,50.324210475,,364,,268,,,,,,,,362,588,,536
2018,Estrie,30005,Saint-Augustin-de-Woburn,P,-70.8947282211207,45.342529178,,269,,268,,,,,,,,,416,,536
2018,Estrie,30010,Notre-Dame-des-Bois,M,-71.0510564659916,45.352547554,191,269,252,268,1,225,99.00,2.27,20,16,249,255,416,425,536
2018,Estrie,30015,Val-Racine,M,-71.0861123425611,45.5010302705,,269,,268,,,,,,,,,416,,536
2018,Estrie,30020,Piopolis,M,-70.9467631476585,45.4784833005,196,269,252,268,1,100,56.00,1.78,10,7,269,248,416,425,536
2018,Estrie,30025,Frontenac,M,-70.7938802866388,45.5460777695,,269,,268,,,,,,,,212,416,,536
2018,Estrie,30030,Lac-Mégantic,V,-70.8866781692902,45.5904783875,197,269,308,268,1,5713,3021.00,1.89,983,411,472,444,416,501,536
2018,Estrie,30035,Marston,CT,-70.981735359101,45.5636328525,,269,,268,,,,,,,,,416,,536
2018,Estrie,30040,Milan,M,-71.1412806252089,45.589922556,,269,,268,,,,,,,,,416,,536
2018,Estrie,30045,Nantes,M,-71.0140349357411,45.6357751185,157,269,252,268,2,947,398.00,2.38,70,54,201,227,416,425,536
2018,Estrie,30050,Sainte-Cécile-de-Whitton,M,-70.933328624601,45.684027603,,269,,268,,,,,,,,294,416,,536
2018,Estrie,30055,Audet,M,-70.7210623300993,45.642182812,123,269,252,268,1,311,117.00,2.66,22,14,191,170,416,425,536
2018,Estrie,30070,Saint-Robert-Bellarmin,M,-70.5155821752162,45.732420822,,269,,268,,,,,,,,,416,,536
2018,Estrie,30072,Saint-Ludger,M,-70.6984173561211,45.7150601995,,269,,268,,,,,,,,282,416,,536
2018,Estrie,30080,Lac-Drolet,M,-70.8431418463475,45.720252195,150,269,252,268,1,629,293.00,2.15,63,35,274,271,416,425,536
2018,Estrie,30085,Saint-Sébastien,M,-70.9673034214447,45.7938418385,169,269,252,268,1,464,221.00,2.10,52,29,307,262,416,425,536
2018,Estrie,30090,Courcelles,M,-70.9763362072782,45.8870160094999,187,269,252,268,1,492,251.00,1.96,53,34,294,202,416,425,536
2018,Estrie,30095,Lambton,M,-71.0851491066341,45.872299309,125,269,259,268,1,1197,530.00,2.26,152,55,347,409,416,487,536
2018,Estrie,30100,Saint-Romain,M,-71.0648749941452,45.753851076,171,269,252,268,1,389,184.00,2.12,55,24,384,388,416,425,536
2018,Estrie,30105,Stornoway,M,-71.2014717081928,45.735300066,,269,,268,,,,,,,,,416,,536
2018,Estrie,30110,Stratford,CT,-71.2816855560112,45.7901270635,,269,,268,,,,,,,,454,416,,536
2018,Estrie,40005,Ham-Sud,M,-71.5976658113166,45.7615022695,,269,,268,,,,,,,,,416,,536
2018,Estrie,40010,Saint-Adrien,M,-71.7412693884471,45.8240589305,,269,,268,,,,,,,,,416,,536
2018,Estrie,40017,Wotton,M,-71.7959692773763,45.7513330765,172,269,252,268,1,531,242.00,2.20,49,33,251,354,416,425,536
2018,Estrie,40025,Saint-Camille,CT,-71.7056792494364,45.6840492425,,269,,268,,,,,,,,,416,,536
2018,Estrie,40032,Saint-Georges-de-Windsor,M,-71.8374026478214,45.676771307,,269,,268,,,,,,,,,416,,536
2018,Estrie,40043,Asbestos,V,-71.9459371440263,45.771597641,358,269,308,268,1,6435,3423.00,1.88,1269,840,540,530,416,501,536
2018,Estrie,40047,Danville,V,-72.0476997681629,45.7761351125,,269,,268,,,,,,,,,416,,536
2018,Estrie,41012,Saint-Isidore-de-Clifton,M,-71.4957133147742,45.271752785,164,269,252,268,1,301,167.00,1.80,54,18,491,445,416,425,536
2018,Estrie,41020,Chartierville,M,-71.2006174435328,45.2954416485,,269,,268,,,,,,,,,416,,536
2018,Estrie,41027,La Patrie,M,-71.2366415876258,45.4025082515,185,269,252,268,1,578,210.00,2.75,52,39,245,337,416,425,536
2018,Estrie,41037,Newport,M,-71.4461358269004,45.3831705335,,269,,268,,,,,,,,,416,,536
2018,Estrie,41038,Cookshire-Eaton,V,-71.6840546402588,45.38024523,298,269,259,268,3,2519,1074.00,2.35,457,274,497,511,416,487,536
2018,Estrie,41055,Ascot Corner,M,-71.7692218934815,45.4593486335,199,269,252,268,1,748,288.00,2.60,100,54,367,326,416,425,536
2018,Estrie,41060,East Angus,V,-71.6622270451089,45.481416397,249,269,259,268,1,3899,1757.00,2.22,622,355,437,462,416,487,536
2018,Estrie,41065,Westbury,CT,-71.6235743653902,45.4939683365,,269,,268,,,,,,,,,416,,536
2018,Estrie,41070,Bury,M,-71.4695827810055,45.529810258,392,269,252,268,1,471,227.00,2.07,98,67,568,476,416,425,536
2018,Estrie,41075,Hampden,CT,-71.2067927869345,45.513896776,,269,,268,,,,,,,,,416,,536
2018,Estrie,41080,Scotstown,V,-71.2804684276077,45.5251939585,493,269,252,268,1,506,253.00,2.00,109,91,590,,416,425,536
2018,Estrie,41085,Lingwick,CT,-71.3383729655815,45.6078779415,,269,,268,,,,,,,,,416,,536
2018,Estrie,41098,Weedon,M,-71.4494216627246,45.702626858,350,269,259,268,3,1477,706.00,2.09,393,188,730,,416,487,536
2018,Estrie,41117,Dudswell,M,-71.5796124012485,45.606133185,177,269,252,268,1,265,124.00,2.13,25,17,260,237,416,425,536
2018,Estrie,42005,Stoke,M,-71.7644942644341,45.5526261625,165,269,252,268,1,238,94.00,2.54,20,14,226,194,416,425,536
2018,Estrie,42020,Saint-François-Xavier-de-Brompton,M,-72.0535925273351,45.5349451115,,269,,268,,,,,,,,,416,,536
2018,Estrie,42025,Saint-Denis-de-Brompton,M,-72.1052501207046,45.4384526175,234,269,252,268,1,247,97.00,2.55,33,21,368,528,416,425,536
2018,Estrie,42032,Racine,M,-72.2068836856763,45.4940962705,,269,,268,,,,,,,,,416,,536
2018,Estrie,42040,Bonsecours,M,-72.2929606231047,45.412840038,98,269,252,268,1,302,141.00,2.14,21,11,190,269,416,425,536
2018,Estrie,42045,Lawrenceville,VL,-72.3420125166677,45.432825209,445,269,252,268,1,511,237.00,2.15,97,83,521,359,416,425,536
2018,Estrie,42050,Sainte-Anne-de-la-Rochelle,M,-72.4074448742495,45.4119392125,,269,,268,,,,,,,,,416,,536
2018,Estrie,42055,Valcourt,V,-72.3155700005076,45.4963623845,250,269,259,268,1,2633,1330.00,1.98,444,240,462,,416,487,536
2018,Estrie,42060,Valcourt,CT,-72.3700012233419,45.490591264,250,269,252,268,2,70,29.00,2.41,16,11,462,,416,425,536
2018,Estrie,42065,Maricourt,M,-72.3087874531954,45.558871962,,269,,268,,,,,,,,,416,,536
2018,Estrie,42070,Kingsbury,VL,-72.1289269502716,45.5732044495,136,269,252,268,1,126,62.00,2.03,8,6,184,,416,425,536
2018,Estrie,42075,Melbourne,CT,-72.1714329339331,45.598397394,234,269,252,268,1,83,36.00,2.32,11,7,370,443,416,425,536
2018,Estrie,42078,Ulverton,M,-72.2526300672245,45.700928063,,269,,268,,,,,,,,,416,,536
2018,Estrie,42088,Windsor,V,-71.9880712538031,45.57137979,273,269,308,268,1,5486,2545.00,2.16,827,546,413,390,416,501,536
2018,Estrie,42095,Val-Joli,M,-71.9315348526532,45.575563116,,269,,268,,,,,,,,,416,,536
2018,Estrie,42098,Richmond,V,-72.1342567323946,45.6642093605,357,269,259,268,1,3200,1654.00,1.93,568,417,486,443,416,487,536
2018,Estrie,42100,Saint-Claude,M,-71.9586135421827,45.640141313,,269,,268,,,,,,,,,416,,536
2018,Estrie,42110,Cleveland,CT,-72.1110078956132,45.683617946,,269,,268,,,,,,,,,416,,536
2018,Estrie,43027,Sherbrooke,V,-71.9436816548727,45.412039576,1,269,271,268,1,155899,76781.00,2.03,22537,14853,64,389,416,591,536
2018,Estrie,44003,Saint-Malo,M,-71.5029919104804,45.200222221,,269,,268,,,,,,,,,416,,536
2018,Estrie,44005,Saint-Venant-de-Paquette,M,-71.4788648922651,45.1218194415,,269,,268,,,,,,,,,416,,536
2018,Estrie,44010,East Hereford,M,-71.5370664640082,45.0733750005,158,269,252,268,1,83,42.00,1.98,6,5,186,159,416,425,536
2018,Estrie,44015,Saint-Herménégilde,M,-71.6510203145916,45.086556043,222,269,252,268,1,64,29.00,2.22,8,5,343,303,416,425,536
2018,Estrie,44023,Dixville,M,-71.7460259046403,45.05727055,1,269,252,268,1,234,93.00,2.51,25,22,54,262,416,425,536
2018,Estrie,44037,Coaticook,V,-71.8629400476049,45.08294214,305,269,308,268,2,6927,3600.00,1.92,1350,771,534,557,416,501,536
2018,Estrie,44045,Barnston-Ouest,M,-71.9665388358379,45.084352737,,269,,268,,,,,,,,,416,,536
2018,Estrie,44050,Stanstead-Est,M,-72.0505800886625,45.083699612,,269,,268,,,,,,,,,416,,536
2018,Estrie,44055,Sainte-Edwidge-de-Clifton,CT,-71.6701035291564,45.203854034,182,269,252,268,1,162,61.00,2.66,15,11,250,262,416,425,536
2018,Estrie,44060,Martinville,M,-71.6907718694202,45.2765677995,156,269,252,268,1,283,116.00,2.44,23,16,221,224,416,425,536
2018,Estrie,44071,Compton,M,-71.8277016494402,45.23249068,155,269,259,268,1,1354,573.00,2.36,110,77,223,193,416,487,536
2018,Estrie,44080,Waterville,V,-71.862951458165,45.3071380245,183,269,259,268,1,1405,570.00,2.46,298,94,581,608,416,487,536
2018,Estrie,45008,Stanstead,V,-72.1066669656746,45.0201416995,309,269,259,268,1,2685,1329.00,2.02,669,303,682,,416,487,536
2018,Estrie,45020,Ogden,M,-72.1655383340455,45.0452007145,,269,,268,,,,,,,,,416,,536
2018,Estrie,45025,Stanstead,CT,-72.1901691014798,45.095108715,174,269,252,268,1,70,44.00,1.59,7,4,279,181,416,425,536
2018,Estrie,45030,Potton,CT,-72.3809280659981,45.0806430035,170,269,252,268,2,770,432.00,1.78,150,48,534,466,416,425,536
2018,Estrie,45035,Ayer's Cliff,VL,-72.0526318380141,45.1745943495,,269,,268,,,,,,,,582,416,,536
2018,Estrie,45043,Hatley,M,-71.9608632461391,45.2002186135,176,269,252,268,2,335,164.00,2.04,36,22,295,241,416,425,536
2018,Estrie,45050,North Hatley,VL,-71.9808452237559,45.272561681,,269,,268,,,,,,,,567,416,,536
