annee,cl_pop_desservie,num_c,num_n,num_d,coord_x,coord_y,indice_fuites_ifi,indice_fuites_ifi_reg,indice_fuites_ifi_cpop,indice_fuites_ifi_qc,pertes_eau_reelles,pertes_eau_reelles_inev,nb_fuites_reparees,pourc_reseau_ausculte,long_reseau_km
2020,0 à 999 personnes,87085,DUPUY,M,-79.36808380425362,48.821941667868224,4.21110478,"4,9","2,4","6,3",36.76000000,8.72930073,10,1.00000000,7.73400000
2020,0 à 999 personnes,49015,DURHAM-SUD,M,-72.32819108958209,45.65249323702708,1.07740416,"1,9","2,4","6,3",8.96041200,8.31666735,1,,6.10000000
2020,0 à 999 personnes,44010,EAST HEREFORD,M,-71.53652647655153,45.07353557179339,1.63897927,"2,3","2,4","6,3",1.44855090,0.88381283,0,,1.40600000
2020,0 à 999 personnes,80005,FASSETT,M,-74.83941224545278,45.65286430113012,0.60726425,"3,4","2,4","6,3",5.48900000,9.03889869,1,1.21517866,10.15900000
2020,0 à 999 personnes,94220,FERLAND-ET-BOILLEAU,M,-70.81525113297837,48.1603838277533,0.57183377,"4,2","2,4","6,3",1.07528106,1.88040846,1,,4.75900000
2020,0 à 999 personnes,38047,FORTIERVILLE,M,-72.03449393651468,46.48852311645209,1.37219643,"1,9","2,4","6,3",6.61459355,4.82044218,0,,4.56600000
2020,0 à 999 personnes,26005,FRAMPTON,M,-70.78538083656991,46.444184766002095,0.82341886,"2,8","2,4","6,3",7.02376800,8.53000620,1,,8.67000000
2020,0 à 999 personnes,30025,FRONTENAC,M,-70.7939502986225,45.546280676675565,0.84002890,"2,3","2,4","6,3",3.95280000,4.70555237,1,1.00000000,5.81800000
2020,0 à 999 personnes,92055,GIRARDVILLE,M,-72.57313790424226,49.03826117172692,4.13847049,"4,2","2,4","6,3",38.51800000,9.30730329,0,,11.29800000
2020,0 à 999 personnes,83032,GRACEFIELD,V,-75.95949787337332,46.093434103882004,10.03947006,"3,4","2,4","6,3",77.64900000,7.73437239,6,1.00000000,8.97300000
2020,0 à 999 personnes,35040,GRANDES-PILES,VL,-72.69936475612235,46.73774675305511,2.33228773,"2,7","2,4","6,3",8.75200000,3.75253872,0,,4.86300000
2020,0 à 999 personnes,50065,GRAND-SAINT-ESPRIT,M,-72.49109129284787,46.17957653332571,0.96385620,"1,9","2,4","6,3",7.69170377,7.98013626,0,,11.97300000
2020,0 à 999 personnes,76052,GRENVILLE-SUR-LA-ROUGE,M,-74.6573574284241,45.708591632749965,3.76495729,3,"2,4","6,3",23.24684100,6.17452980,1,,9.14100000
2020,0 à 999 personnes,8015,GROSSES-ROCHES,M,-67.15506434857859,48.91344500396506,2.47572269,"4,4","2,4","6,3",15.00151000,6.05944683,3,1.00000000,6.30400000
2020,0 à 999 personnes,85095,GUÉRIN,CT,-79.2847913823048,47.65365658274282,5.22006251,"4,9","2,4","6,3",18.97700000,3.63539708,1,,5.94300000
2020,0 à 999 personnes,39010,HAM-NORD,CT,-71.64453349837613,45.89396716588153,1.13618415,"1,9","2,4","6,3",8.46789250,7.45292259,2,,7.90300000
2020,0 à 999 personnes,45055,HATLEY (CT),CT,-71.96606571400507,45.295809383172994,1.87861485,"2,3","2,4","6,3",5.90596834,3.14378880,1,1.00000000,3.44600000
2020,0 à 999 personnes,68010,HEMMINGFORD (VL),VL,-73.5856193853802,45.04681180326674,2.79724172,6,"2,4","6,3",17.55000000,6.27403771,0,,6.32500000
2020,0 à 999 personnes,19070,HONFLEUR,M,-70.88199169123408,46.63939086383638,0.48457826,"2,8","2,4","6,3",2.65101120,5.47075961,1,,5.08000000
2020,0 à 999 personnes,78065,HUBERDEAU,M,-74.66360707253443,45.994728890699754,3.79894358,3,"2,4","6,3",29.47976827,7.75999107,2,1.00000000,8.28500000
2020,0 à 999 personnes,14050,KAMOURASKA,M,-69.85291851469125,47.54086237704269,0.89672787,"4,4","2,4","6,3",6.63132816,7.39502848,2,1.00000000,4.94400000
2020,0 à 999 personnes,79025,KIAMIKA,M,-75.31722328989389,46.377497823411616,2.15927405,3,"2,4","6,3",5.05772000,2.34232426,1,0.54229935,3.68800000
2020,0 à 999 personnes,85010,KIPAWA,M,-78.98767941536309,46.77739156585245,1.65381493,"4,9","2,4","6,3",2.81400000,1.70152050,0,,2.03800000
2020,0 à 999 personnes,91005,LAC-BOUCHETTE,M,-72.11947484060974,48.15524445000613,4.49822361,"4,2","2,4","6,3",60.14200000,13.37016681,0,0.75000000,12.77000000
2020,0 à 999 personnes,22030,LAC-DELAGE,V,-71.40234362174556,46.967814356800446,1.09682454,"3,1","2,4","6,3",6.80102000,6.20064539,1,1.00009602,5.20750000
2020,0 à 999 personnes,13060,LAC-DES-AIGLES,M,-68.67885203896132,47.99334175304975,0.57391136,"4,4","2,4","6,3",3.21864500,5.60826150,0,,4.72000000
2020,0 à 999 personnes,30080,LAC-DROLET,M,-70.84438458993804,45.720785054440526,0.38617797,"2,3","2,4","6,3",3.89921854,10.09694709,2,2.00000000,8.15000000
2020,0 à 999 personnes,18010,LAC-FRONTIÈRE,M,-70.028816682709,46.656475114421454,5.43104025,"2,8","2,4","6,3",12.31563950,2.26763915,0,1.00000000,3.45500000
2020,0 à 999 personnes,78115,LA CONCEPTION,M,-74.7372358272082,46.161283110589885,0.59479622,3,"2,4","6,3",6.79705920,11.42754264,0,,11.24000000
2020,0 à 999 personnes,83020,LAC-SAINTE-MARIE,M,-75.89197631713218,45.962979138675614,0.53385171,"3,4","2,4","6,3",6.71604000,12.58034756,0,,5.78900000
2020,0 à 999 personnes,79105,LAC-SAINT-PAUL,M,-75.24018494865578,46.77515930602139,0.54049103,3,"2,4","6,3",1.35753500,2.51166983,1,1.00000000,2.81600000
2020,0 à 999 personnes,19090,LA DURANTAYE,P,-70.85114609383645,46.81064455148249,1.63222309,"2,8","2,4","6,3",6.72768000,4.12178951,0,,4.63600000
2020,0 à 999 personnes,79047,LA MACAZA,M,-74.74438841339588,46.40720656760779,0.50259058,3,"2,4","6,3",0.58852800,1.17098891,0,,2.09400000
2020,0 à 999 personnes,93060,LAMARCHE,M,-71.42194701702945,48.794422703058416,2.05164002,"4,2","2,4","6,3",14.36000000,6.99927854,3,,11.20200000
2020,0 à 999 personnes,78130,LA MINERVE,M,-74.98487765688924,46.20263778218843,1.08447779,3,"2,4","6,3",3.82455360,3.52663155,2,1.00000000,3.14000000
2020,0 à 999 personnes,88035,LANDRIENNE,CT,-77.88682063977191,48.49572503724848,1.06950210,"4,9","2,4","6,3",5.23997884,4.89945632,0,,7.34300000
2020,0 à 999 personnes,94210,L'ANSE-SAINT-JEAN,M,-70.3160083484352,48.156950391282834,5.23948697,"4,2","2,4","6,3",126.15900000,24.07850250,3,,21.09000000
2020,0 à 999 personnes,41027,LA PATRIE,M,-71.23678611115056,45.404139684649024,2.63625125,"2,3","2,4","6,3",12.05970000,4.57456398,3,1.00000000,7.34200000
2020,0 à 999 personnes,9005,LA RÉDEMPTION,P,-67.88098121784635,48.43205615573673,1.72865719,"4,4","2,4","6,3",7.31400000,4.23102975,0,,5.27770000
2020,0 à 999 personnes,94265,LAROUCHE,M,-71.51449195453132,48.459659128947486,1.06945924,"4,2","2,4","6,3",14.99600000,14.02203974,2,1.97212294,11.19200000
2020,0 à 999 personnes,79050,L'ASCENSION,M,-74.81347005750526,46.56648635595887,1.32695926,3,"2,4","6,3",9.47266560,7.13862579,1,1.00000000,7.24400000
2020,0 à 999 personnes,85060,LATULIPE-ET-GABOURY,CU,-79.02177149706925,47.33631294324906,0.41541582,"4,9","2,4","6,3",0.75336000,1.81350823,1,0.46296296,2.16000000
2020,0 à 999 personnes,32072,LAURIERVILLE,M,-71.66562038909841,46.304488250039924,1.32510234,"1,9","2,4","6,3",17.20971500,12.98746103,1,2.00000000,10.64000000
2020,0 à 999 personnes,85052,LAVERLOCHÈRE-ANGLIERS,M,-79.15362468516037,47.51501873261717,22.24910999,"4,9","2,4","6,3",49.86336168,2.24113961,2,1.00000000,5.08900000
2020,0 à 999 personnes,50085,LA VISITATION-DE-YAMASKA,M,-72.60173167807872,46.11576190833003,0.67846627,"1,9","2,4","6,3",6.82231250,10.05549249,1,,19.36800000
2020,0 à 999 personnes,13050,LEJEUNE,M,-68.54429147774992,47.763406437241684,0.95086124,"4,4","2,4","6,3",2.49609378,2.62508730,0,,2.77300000
2020,0 à 999 personnes,95018,LES BERGERONNES,M,-69.56854577906314,48.30603211011671,2.67413702,"6,2","2,4","6,3",24.10586031,9.01444471,0,1.00000000,12.34600000
2020,0 à 999 personnes,16048,LES ÉBOULEMENTS,M,-70.33474257135728,47.502060764785014,2.41729865,"3,1","2,4","6,3",46.67323000,19.30801148,1,1.64779193,14.76400000
2020,0 à 999 personnes,8005,LES MÉCHINS,M,-66.89333750360785,48.927326824627634,10.85142371,"4,4","2,4","6,3",141.74740255,13.06256270,7,1.00000000,11.87700000
2020,0 à 999 personnes,84082,L'ISLE-AUX-ALLUMETTES,M,-77.02149969237927,45.85782232234868,0.89570153,"3,4","2,4","6,3",3.89143330,4.34456477,6,,6.43600000
2020,0 à 999 personnes,16023,L'ISLE-AUX-COUDRES,M,-70.3925565670318,47.39647675012842,0.82828884,"3,1","2,4","6,3",16.50900000,19.93145280,1,,23.84000000
2020,0 à 999 personnes,98045,LONGUE-POINTE-DE-MINGAN,M,-64.11670416194889,50.373838066316836,4.50340497,"6,2","2,4","6,3",42.54653050,9.44763591,3,1.00000000,9.85400000
2020,0 à 999 personnes,85037,LORRAINVILLE,M,-79.3183054154509,47.364223198240396,1.54173523,"4,9","2,4","6,3",14.55500000,9.44066120,4,1.00000000,14.01200000
2020,0 à 999 personnes,83010,LOW,CT,-76.02887257275206,45.82715930705637,1.72266160,"3,4","2,4","6,3",5.83969000,3.38992290,0,,3.60000000
2020,0 à 999 personnes,52095,MANDEVILLE,M,-73.37641009146853,46.45435103465179,2.07917363,"2,9","2,4","6,3",22.91052902,11.01905520,1,,17.77300000
2020,0 à 999 personnes,38028,MANSEAU,M,-72.00827305682736,46.363452961468234,2.12632151,"1,9","2,4","6,3",11.82214602,5.55990521,6,1.00000000,6.34200000
2020,0 à 999 personnes,44060,MARTINVILLE,M,-71.6908088125446,45.27659985551734,0.58432068,"2,3","2,4","6,3",1.43664000,2.45864993,0,,2.55600000
2020,0 à 999 personnes,53010,MASSUEVILLE,VL,-72.93262300614575,45.911592487801244,1.56485450,6,"2,4","6,3",11.73508337,7.49915305,0,,6.35800000
2020,0 à 999 personnes,42075,MELBOURNE,CT,-72.17071136634033,45.598894967161904,0.64852578,"2,3","2,4","6,3",1.48920000,2.29628496,2,12.00000000,3.11300000
2020,0 à 999 personnes,14005,MONT-CARMEL,M,-69.72119710609273,47.30727461175397,1.59912856,"4,4","2,4","6,3",13.18665000,8.24614753,0,,8.35000000
2020,0 à 999 personnes,83088,MONTCERF-LYTTON,M,-76.07935141305639,46.55699073104197,0.76635919,"3,4","2,4","6,3",2.37500000,3.09906900,1,,3.19500000
2020,0 à 999 personnes,80090,MONTPELLIER,M,-75.26303866447715,45.897270898854835,0.76033131,"3,4","2,4","6,3",2.40000000,3.15651872,0,,4.28500000
2020,0 à 999 personnes,79110,MONT-SAINT-MICHEL,M,-75.26189617188975,46.820338446712256,3.00003745,3,"2,4","6,3",9.19157760,3.06382095,1,,3.42500000
2020,0 à 999 personnes,4015,MONT-SAINT-PIERRE,VL,-65.77345914769111,49.15600381017126,0.99998428,"4,3","2,4","6,3",7.11100000,7.11111177,1,,7.49700000
2020,0 à 999 personnes,3025,MURDOCHVILLE,V,-65.47700942093005,48.95073111612451,8.86789918,"4,3","2,4","6,3",168.37163597,18.98664300,9,1.00000000,14.04000000
2020,0 à 999 personnes,30045,NANTES,M,-71.01428864006341,45.636536642906464,0.75535375,"2,3","2,4","6,3",6.28934400,8.32635565,2,0.91841780,8.09000000
2020,0 à 999 personnes,85100,NÉDÉLEC,CT,-79.40935536184047,47.80078121587885,0.07452319,"4,9","2,4","6,3",0.12300000,1.65049306,1,,1.89050000
2020,0 à 999 personnes,79030,NOMININGUE,M,-75.0785873192493,46.39598406921181,7.11784385,3,"2,4","6,3",122.50869120,17.21148901,3,,17.28700000
2020,0 à 999 personnes,87115,NORMÉTAL,M,-79.35377907678547,48.98128444290326,0.31426020,"4,9","2,4","6,3",3.50400000,11.14999606,0,,8.78100000
2020,0 à 999 personnes,19010,NOTRE-DAME-AUXILIATRICE-DE-BUCKLAND,P,-70.54809358621651,46.61863924881593,2.22804709,"2,8","2,4","6,3",17.50825500,7.85811712,0,1.00000000,7.16100000
2020,0 à 999 personnes,80015,NOTRE-DAME-DE-BONSECOURS,M,-74.86106671171875,45.74010830718915,0.08198323,"3,4","2,4","6,3",0.09355103,1.14109950,1,,2.34500000
2020,0 à 999 personnes,39015,NOTRE-DAME-DE-HAM,M,-71.7132055261664,45.917596619813104,0.58369080,"1,9","2,4","6,3",0.93965145,1.60984455,0,,2.10500000
2020,0 à 999 personnes,82010,NOTRE-DAME-DE-LA-SALETTE,M,-75.54606020716322,45.77260547987574,2.33737073,"3,4","2,4","6,3",14.53000000,6.21638657,6,1.50007642,6.54300000
2020,0 à 999 personnes,35005,NOTRE-DAME-DE-MONTAUBAN,M,-72.2691665296032,46.90191102211274,3.21420491,"2,7","2,4","6,3",14.60000000,4.54233641,10,,5.67500000
2020,0 à 999 personnes,79010,NOTRE-DAME-DE-PONTMAIN,M,-75.68549401378104,46.304711702522226,0.72772469,3,"2,4","6,3",2.31458400,3.18057642,0,1.00000000,5.34300000
2020,0 à 999 personnes,15025,NOTRE-DAME-DES-MONTS,M,-70.3976847534093,47.66609553452827,2.75015689,"3,1","2,4","6,3",15.81802000,5.75167913,0,,4.75600000
2020,0 à 999 personnes,11045,NOTRE-DAME-DES-NEIGES,M,-69.10775040329995,48.111766175907704,2.52635059,"4,4","2,4","6,3",26.72955097,10.58030150,0,,12.21900000
2020,0 à 999 personnes,85090,NOTRE-DAME-DU-NORD,M,-79.42424956050999,47.603122333209285,2.18281903,"4,9","2,4","6,3",22.32421317,10.22723959,4,1.04184100,14.34000000
2020,0 à 999 personnes,12080,NOTRE-DAME-DU-PORTAGE,M,-69.58908799767924,47.76152904433431,0.30219880,"4,4","2,4","6,3",1.47160274,4.86965115,0,2.00000000,3.71500000
2020,0 à 999 personnes,18040,NOTRE-DAME-DU-ROSAIRE,M,-70.41340172847543,46.864654726214866,0.74332310,"2,8","2,4","6,3",2.62800000,3.53547468,0,,3.47500000
2020,0 à 999 personnes,84055,OTTER LAKE,M,-76.47454301033899,45.92393166031374,1.35270920,"3,4","2,4","6,3",10.91600000,8.06973147,0,,9.46900000
2020,0 à 999 personnes,87025,PALMAROLLE,M,-79.19554590091766,48.67732835906824,1.53720465,"4,9","2,4","6,3",10.57200000,6.87741871,1,,8.26900000
2020,0 à 999 personnes,38055,PARISVILLE,P,-72.06563960066288,46.51535469166093,1.15408921,"1,9","2,4","6,3",11.31382500,9.80324994,2,,19.27700000
2020,0 à 999 personnes,2005,PERCÉ,V,-64.37143441293873,48.55753313577947,8.46659636,"4,3","2,4","6,3",161.89400000,19.12149736,4,,19.18300000
2020,0 à 999 personnes,94205,PETIT-SAGUENAY,M,-70.04746698606345,48.1552913551192,4.25773550,"4,2","2,4","6,3",31.38700000,7.37175900,3,1.00000000,5.59900000
2020,0 à 999 personnes,30020,PIOPOLIS,M,-70.94638932852781,45.4692822659459,1.42348397,"2,3","2,4","6,3",2.06911200,1.45355483,0,1.00000000,2.03500000
2020,0 à 999 personnes,6030,POINTE-À-LA-CROIX,M,-66.73111084343414,48.13278024962336,4.80388137,"4,3","2,4","6,3",58.84700000,12.24988618,0,12.87001287,15.54000000
2020,0 à 999 personnes,82030,PONTIAC,M,-76.11078815531252,45.55305834476554,5.85885203,"3,4","2,4","6,3",67.85600000,11.58179105,7,,8.91100000
2020,0 à 999 personnes,84020,PORTAGE-DU-FORT,VL,-76.66110633327621,45.593351818379645,3.83114758,"3,4","2,4","6,3",14.37100000,3.75109538,0,,4.47900000
2020,0 à 999 personnes,2047,PORT-DANIEL-GASCONS,M,-64.95978631141195,48.22395016776512,4.35958444,"4,3","2,4","6,3",74.03441719,16.98198949,8,1.00000000,14.01200000
2020,0 à 999 personnes,95040,PORTNEUF-SUR-MER,M,-69.20059148378658,48.679031400793356,4.77743573,"6,2","2,4","6,3",37.02326400,7.74961007,1,1.00000000,8.21600000
2020,0 à 999 personnes,45030,POTTON,CT,-72.38151899817485,45.08227139442915,1.16091215,"2,3","2,4","6,3",14.59766400,12.57430548,1,1.00000000,16.18100000
2020,0 à 999 personnes,98055,RIVIÈRE-AU-TONNERRE,M,-65.07450318821246,50.32474771764617,0.89511551,"6,2","2,4","6,3",6.47188800,7.23022660,0,1.00000000,12.39000000
2020,0 à 999 personnes,94215,RIVIÈRE-ÉTERNITÉ,M,-70.46115705665525,48.213914703007596,0.48890115,"4,2","2,4","6,3",1.89200000,3.86990295,0,,5.20000000
2020,0 à 999 personnes,14065,RIVIÈRE-OUELLE,M,-69.99476810651154,47.44700484405125,0.90856106,"4,4","2,4","6,3",11.28648081,12.42236912,0,,16.98600000
2020,0 à 999 personnes,98050,RIVIÈRE-SAINT-JEAN,M,-64.3972496375958,50.38814802054315,1.13056523,"6,2","2,4","6,3",2.29950000,2.03393837,1,,3.02200000
2020,0 à 999 personnes,8030,SAINT-ADELME,P,-67.30950893170098,48.81710168912622,0.62252283,"4,4","2,4","6,3",1.85032500,2.97230064,2,1.00000000,2.21700000
2020,0 à 999 personnes,35015,SAINT-ADELPHE,P,-72.41014316556694,46.74428936824524,1.63899634,"2,7","2,4","6,3",14.29371841,8.72101912,1,,13.45800000
2020,0 à 999 personnes,31095,SAINT-ADRIEN-D'IRLANDE,M,-71.42338146312876,46.1130493052754,0.91897292,"2,8","2,4","6,3",0.73053685,0.79494927,0,,1.33400000
2020,0 à 999 personnes,53015,SAINT-AIMÉ,M,-72.96540147223787,45.91863004237621,0.22283891,6,"2,4","6,3",3.89469459,17.47762350,0,,35.82100000
2020,0 à 999 personnes,79022,SAINT-AIMÉ-DU-LAC-DES-ÎLES,M,-75.54945067396667,46.38739333046037,0.80971841,3,"2,4","6,3",0.77738400,0.96006709,0,,1.69100000
2020,0 à 999 personnes,7065,SAINT-ALEXANDRE-DES-LACS,P,-67.28323008730801,48.47366239291596,1.19763089,"4,4","2,4","6,3",3.93000000,3.28147848,4,,3.05300000
2020,0 à 999 personnes,6050,SAINT-ALEXIS-DE-MATAPÉDIA,M,-67.04974968765714,47.97371460324103,1.81098183,"4,3","2,4","6,3",6.52796000,3.60465240,1,1.00000000,3.46500000
2020,0 à 999 personnes,5065,SAINT-ALPHONSE,M,-65.63848401910808,48.198153128939964,1.35244640,"4,3","2,4","6,3",9.98759000,7.38483242,1,,7.57100000
2020,0 à 999 personnes,62025,SAINT-ALPHONSE-RODRIGUEZ,M,-73.70926822935382,46.17865363199473,1.36258266,"2,9","2,4","6,3",24.21676250,17.77269242,3,,16.45000000
2020,0 à 999 personnes,14040,SAINT-ANDRÉ,M,-69.70170504326701,47.669258989298356,1.34059281,"4,4","2,4","6,3",4.50369582,3.35948081,0,,3.28000000
2020,0 à 999 personnes,91010,SAINT-ANDRÉ-DU-LAC-SAINT-JEAN,VL,-71.99011030913731,48.3150306155298,1.36583938,"4,2","2,4","6,3",3.90368500,2.85808498,0,0.23075823,2.79600000
2020,0 à 999 personnes,12065,SAINT-ARSÈNE,P,-69.40584313236225,47.915191007613004,1.24119636,"4,4","2,4","6,3",11.24639868,9.06093432,0,,7.76500000
2020,0 à 999 personnes,98012,SAINT-AUGUSTIN (09),M,-58.471751727830075,51.33896194291196,1.11802094,"6,2","2,4","6,3",9.68000000,8.65815624,5,,13.53400000
2020,0 à 999 personnes,29100,SAINT-BENOÎT-LABRE,M,-70.78923310133595,46.073951979009465,4.00541187,"2,8","2,4","6,3",40.46951464,10.10370866,0,1.00000000,8.45600000
2020,0 à 999 personnes,54115,SAINT-BERNARD-DE-MICHAUDVILLE,M,-73.07540260997479,45.82072884141082,0.87972627,6,"2,4","6,3",16.21001219,18.42620010,0,,36.22000000
2020,0 à 999 personnes,85045,SAINT-BRUNO-DE-GUIGUES,M,-79.46503384567384,47.47753579239139,0.54173415,"4,9","2,4","6,3",2.96529465,5.47370815,1,,7.73300000
2020,0 à 999 personnes,94260,SAINT-CHARLES-DE-BOURGET,M,-71.42022386217265,48.526806131373476,2.19852120,"4,2","2,4","6,3",32.11202250,14.60619186,1,,27.96300000
2020,0 à 999 personnes,11005,SAINT-CLÉMENT,M,-69.09503025733483,47.92246379391061,0.96507333,"4,4","2,4","6,3",2.09366500,2.16943619,0,,2.35300000
2020,0 à 999 personnes,7090,SAINT-CLÉOPHAS,P,-67.73146359502338,48.483871535967076,7.96112598,"4,4","2,4","6,3",20.05700000,2.51936724,1,1.00000000,3.11600000
2020,0 à 999 personnes,62065,SAINT-CÔME,M,-73.79473232673445,46.27203140458706,2.34010096,"2,9","2,4","6,3",39.99214500,17.08992287,7,1.00000000,25.91000000
2020,0 à 999 personnes,12005,SAINT-CYPRIEN (01),M,-68.97155543354542,47.875971206480365,0.59603911,"4,4","2,4","6,3",2.98730304,5.01192450,1,0.20000000,10.73900000
2020,0 à 999 personnes,68035,SAINT-CYPRIEN-DE-NAPIERVILLE,M,-73.43654142905932,45.18414868967429,1.48451677,6,"2,4","6,3",7.39431000,4.98095418,2,1.00000000,4.37600000
2020,0 à 999 personnes,53005,SAINT-DAVID,M,-72.84039857831081,45.93230235056553,0.30500171,6,"2,4","6,3",8.22453515,26.96553758,0,,57.37400000
2020,0 à 999 personnes,42025,SAINT-DENIS-DE-BROMPTON,M,-72.10811145424462,45.43467328628262,0.59107898,"2,3","2,4","6,3",3.60144000,6.09299282,0,,2.59900000
