annee,reg_n,mun_c,mun_n,mun_d,coord_x,coord_y,consom_resid,consom_resid_reg,consom_resid_cpop,consom_resid_qb,nb_reseau_dist,pop_desservie,nb_resid_desservi,nb_pers_resid,vol_eau_dist,consom_resid_ml,qte_eau_pers,qte_eau_pers_reg,qte_eau_pers_cpop,qte_eau_pers_qc
2020,Bas-Saint-Laurent,13005,DÉGELIS,V,-68.5205990969634,47.617205084049544,157,213,227,276.00000000,1,2439,1172,2.08100147,552.91300000,139.75608939,619,422,435,521
2020,Bas-Saint-Laurent,10005,ESPRIT-SAINT,M,-68.54420854805525,48.055914640332745,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,9060,GRAND-MÉTIS,M,-68.08947329652992,48.62945937374305,224,213,,276.00000000,1,,,,,,423,422,,521
2020,Bas-Saint-Laurent,8015,GROSSES-ROCHES,M,-67.15506434857859,48.91344500396506,221,213,213,276.00000000,1,280,158,1.77209302,41.96600000,22.61375000,410,422,393,521
2020,Bas-Saint-Laurent,14050,KAMOURASKA,M,-69.85291851469125,47.54086237704269,152,213,213,276.00000000,1,323,147,2.19855596,48.72300000,17.99100000,412,422,393,521
2020,Bas-Saint-Laurent,7057,LAC-AU-SAUMON,M,-67.39529866143631,48.4038259292781,343,213,227,276.00000000,1,1072,379,2.82828283,333.79900000,134.38217037,851,422,435,521
2020,Bas-Saint-Laurent,13060,LAC-DES-AIGLES,M,-68.67885203896132,47.99334175304975,198,213,213,276.00000000,1,372,185,2.01167315,31.95700000,26.94801546,235,422,393,521
2020,Bas-Saint-Laurent,14085,LA POCATIÈRE,V,-70.03135688520106,47.381528936536185,197,213,227,276.00000000,1,4357,2210,1.97169351,774.54800000,313.44008186,486,422,435,521
2020,Bas-Saint-Laurent,9005,LA RÉDEMPTION,P,-67.88098121784635,48.43205615573673,362,213,213,276.00000000,1,250,101,2.47524752,43.06620000,33.13743925,471,422,393,521
2020,Bas-Saint-Laurent,10010,LA TRINITÉ-DES-MONTS,P,-68.4162046858702,48.101308763191305,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,13050,LEJEUNE,M,-68.54429147774992,47.763406437241684,180,213,213,276.00000000,1,165,77,2.14516129,14.72300000,10.90200000,244,422,393,521
2020,Bas-Saint-Laurent,9015,LES HAUTEURS,M,-68.1072756567204,48.362085375358866,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,8005,LES MÉCHINS,M,-66.89333750360785,48.927326824627634,219,213,213,276.00000000,1,728,423,1.72161172,226.64700000,58.24057047,850,422,393,521
2020,Bas-Saint-Laurent,12043,L'ISLE-VERTE,M,-69.32097189262511,48.00952153446156,199,213,227,276.00000000,1,1013,475,2.13166667,92.91160000,73.73433269,251,422,435,521
2020,Bas-Saint-Laurent,8053,MATANE,V,-67.48502021368635,48.79812603623423,228,213,254,276.00000000,1,13662,6519,2.09573207,2212.93900000,1138.44054002,443,422,475,521
2020,Bas-Saint-Laurent,9048,MÉTIS-SUR-MER,V,-67.94251275636259,48.659469222729214,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,14005,MONT-CARMEL,M,-69.72119710609273,47.30727461175397,282,213,213,276.00000000,1,591,259,2.28252033,81.09000000,61.03156537,375,422,393,521
2020,Bas-Saint-Laurent,9077,MONT-JOLI,V,-68.17987084773753,48.585721814825945,323,213,262,276.00000000,1,6510,3136,2.07584364,1111.01300000,770.29000000,466,422,420,521
2020,Bas-Saint-Laurent,11045,NOTRE-DAME-DES-NEIGES,M,-69.10775040329995,48.111766175907704,206,213,213,276.00000000,1,641,312,2.05511811,84.84900000,48.42000000,362,422,393,521
2020,Bas-Saint-Laurent,12045,NOTRE-DAME-DES-SEPT-DOULEURS,P,-69.43600442535165,48.025710381650114,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,12080,NOTRE-DAME-DU-PORTAGE,M,-69.58908799767924,47.76152904433431,139,213,213,276.00000000,1,189,88,2.14629630,12.70400000,9.58200000,184,422,393,521
2020,Bas-Saint-Laurent,13015,PACKINGTON,P,-68.81097234844849,47.467886016923025,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,9040,PADOUE,M,-67.95314209894792,48.59095361565175,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,13095,POHÉNÉGAMOOK,V,-69.26425392001372,47.50487126238241,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,9065,PRICE,VL,-68.1249968723501,48.601131385053655,224,213,227,276.00000000,1,1648,719,2.29200000,255.25800000,135.04100000,423,422,435,521
2020,Bas-Saint-Laurent,10043,RIMOUSKI,V,-68.51884112398074,48.402591011393426,188,213,227,276.00000000,3,50838,23680,2.14687771,7425.94200000,3490.97500000,399,422,394,521
2020,Bas-Saint-Laurent,13025,RIVIÈRE-BLEUE,M,-68.99009494277537,47.41270190590511,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,12072,RIVIÈRE-DU-LOUP,V,-69.51809285933113,47.822820876083135,203,213,254,276.00000000,1,20682,9802,2.11000000,3800.63800000,1535.75600000,502,422,475,521
2020,Bas-Saint-Laurent,14065,RIVIÈRE-OUELLE,M,-69.99476810651154,47.44700484405125,163,213,213,276.00000000,1,603,273,2.20776256,96.78500000,35.88312000,439,422,393,521
2020,Bas-Saint-Laurent,8030,SAINT-ADELME,P,-67.30950893170098,48.81710168912622,190,213,213,276.00000000,1,203,79,2.56345178,17.44500000,14.08496512,235,422,393,521
2020,Bas-Saint-Laurent,14035,SAINT-ALEXANDRE-DE-KAMOURASKA,M,-69.57916884859439,47.668069020908426,183,213,227,276.00000000,1,1751,608,2.87922078,325.28700000,117.35100000,508,422,435,521
2020,Bas-Saint-Laurent,7065,SAINT-ALEXANDRE-DES-LACS,P,-67.28323008730801,48.47366239291596,147,213,213,276.00000000,1,170,64,2.65420561,13.57700000,9.15684848,218,422,393,521
2020,Bas-Saint-Laurent,10030,SAINT-ANACLET-DE-LESSARD,P,-68.3760143194919,48.4439842634186,198,213,227,276.00000000,1,2229,897,2.48499594,196.54500000,161.41278947,241,422,435,521
2020,Bas-Saint-Laurent,14040,SAINT-ANDRÉ,M,-69.70170504326701,47.669258989298356,123,213,213,276.00000000,1,365,146,2.50000000,32.72600000,16.45614667,245,422,393,521
2020,Bas-Saint-Laurent,12015,SAINT-ANTONIN,M,-69.42736792461406,47.73546131592596,192,213,227,276.00000000,1,3691,1393,2.65000000,332.18560000,259.46423030,246,422,435,521
2020,Bas-Saint-Laurent,12065,SAINT-ARSÈNE,P,-69.40584313236225,47.915191007613004,140,213,213,276.00000000,1,880,315,2.79405034,62.88800000,44.98500000,195,422,393,521
2020,Bas-Saint-Laurent,13100,SAINT-ATHANASE,M,-69.43219354340542,47.42061576956232,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,14010,SAINT-BRUNO-DE-KAMOURASKA,M,-69.68677330642554,47.453519600051,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,9010,SAINT-CHARLES-GARNIER,P,-68.0265425931568,48.3328712858108,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,11005,SAINT-CLÉMENT,M,-69.09503025733483,47.92246379391061,180,213,213,276.00000000,1,228,100,2.28155340,19.68900000,15.04347826,236,422,393,521
2020,Bas-Saint-Laurent,7090,SAINT-CLÉOPHAS,P,-67.73146359502338,48.483871535967076,130,213,213,276.00000000,1,243,73,3.33000000,32.74600000,11.56433766,368,422,393,521
2020,Bas-Saint-Laurent,12005,SAINT-CYPRIEN (01),M,-68.97155543354542,47.875971206480365,224,213,213,276.00000000,1,943,396,2.38189845,99.59600000,77.27517303,288,422,393,521
2020,Bas-Saint-Laurent,7105,SAINT-DAMASE (01),P,-67.78788622390519,48.65108485030212,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,14055,SAINT-DENIS-DE LA BOUTEILLERIE,M,-69.92800668285795,47.49785151146342,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,9030,SAINT-DONAT (01),P,-68.23994779003448,48.49318096328026,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,9035,SAINTE-ANGÈLE-DE-MÉRICI,M,-68.08254324147495,48.50637642369976,283,213,213,276.00000000,1,649,283,2.29268293,98.66600000,67.22811379,415,422,393,521
2020,Bas-Saint-Laurent,14090,SAINTE-ANNE-DE-LA-POCATIÈRE,P,-70.00509624692693,47.34654565830177,154,213,213,276.00000000,3,373,146,2.55732484,57.13600000,21.10900000,418,422,393,521
2020,Bas-Saint-Laurent,8023,SAINTE-FÉLICITÉ (01),M,-67.29092629297365,48.884109645993156,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,9085,SAINTE-FLAVIE,P,-68.23450170871116,48.599914744207325,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,7010,SAINTE-FLORENCE,M,-67.23677288159318,48.27201142315495,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,11030,SAINTE-FRANÇOISE (01),P,-69.04312781145393,48.074971372682725,167,213,213,276.00000000,1,205,94,2.18232044,15.51500000,12.51981053,207,422,393,521
2020,Bas-Saint-Laurent,14025,SAINTE-HÉLÈNE-DE-KAMOURASKA,M,-69.71590166644181,47.571757234385885,147,213,213,276.00000000,1,752,287,2.61876833,46.46900000,40.54449000,169,422,393,521
2020,Bas-Saint-Laurent,7040,SAINTE-IRÈNE,P,-67.63968941905432,48.42382592838419,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,9020,SAINTE-JEANNE-D'ARC (01),P,-67.96827677902817,48.47508775941854,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,11035,SAINT-ÉLOI,P,-69.2015597829536,48.03186054988939,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,9092,SAINTE-LUCE,M,-68.33410252047723,48.53508243963368,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,13085,SAINT-ELZÉAR-DE-TÉMISCOUATA,M,-69.06798109817439,47.570187595462535,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,7005,SAINTE-MARGUERITE-MARIE,M,-67.09380935901264,48.31211180964432,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,8040,SAINTE-PAULE,M,-67.53092121596187,48.67111258507042,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,12030,SAINT-ÉPIPHANE,M,-69.29858350817321,47.90455921345896,141,213,213,276.00000000,1,657,264,2.48961424,40.34300000,33.87400000,168,422,393,521
2020,Bas-Saint-Laurent,11015,SAINTE-RITA,M,-68.87702385702158,47.948148814839804,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,10075,SAINT-EUGÈNE-DE-LADRIÈRE,P,-68.67592790230377,48.17758993592497,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,13030,SAINT-EUSÈBE,P,-68.90925487753393,47.53742806541417,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,10070,SAINT-FABIEN,P,-68.8636450791391,48.28397909403324,244,213,227,276.00000000,1,1312,563,2.33031088,216.58200000,117.10770395,451,422,435,521
2020,Bas-Saint-Laurent,12025,SAINT-FRANÇOIS-XAVIER-DE-VIGER,M,-69.24637753626551,47.83696741248502,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,9025,SAINT-GABRIEL-DE-RIMOUSKI,M,-68.19645984690702,48.41750252974331,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,14075,SAINT-GABRIEL-LALEMANT,M,-69.87169079654673,47.35462450281832,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,14045,SAINT-GERMAIN,P,-69.79157392277821,47.59463472471737,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,11020,SAINT-GUY,M,-68.77449228226376,48.02925083910946,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,13090,SAINT-HONORÉ-DE-TÉMISCOUATA,M,-69.19369723963351,47.66561007242664,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,12010,SAINT-HUBERT-DE-RIVIÈRE-DU-LOUP,M,-69.15655600420038,47.78808510292034,176,213,213,276.00000000,1,951,389,2.44565217,98.19300000,61.26658685,282,422,393,521
2020,Bas-Saint-Laurent,8010,SAINT-JEAN-DE-CHERBOURG,P,-67.10695731016969,48.847060910183615,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,11010,SAINT-JEAN-DE-DIEU,M,-69.0226688558787,47.995214937497074,237,213,227,276.00000000,1,1263,573,2.20441989,133.50800000,109.37943423,289,422,435,521
2020,Bas-Saint-Laurent,13010,SAINT-JEAN-DE-LA-LANDE,M,-68.67839972559308,47.44659961074957,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,14030,SAINT-JOSEPH-DE-KAMOURASKA,P,-69.60410837746615,47.585834576185775,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,9070,SAINT-JOSEPH-DE-LEPAGE,P,-68.16774179263832,48.55851792758838,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,13040,SAINT-JUSTE-DU-LAC,M,-68.73815604894136,47.723558934208796,147,213,213,276.00000000,1,162,80,2.02112676,11.79000000,8.72571429,199,422,393,521
2020,Bas-Saint-Laurent,8065,SAINT-LÉANDRE,P,-67.60840696958157,48.700705410942085,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,7030,SAINT-LÉON-LE-GRAND (01),P,-67.51141265546657,48.36151934908101,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,13080,SAINT-LOUIS-DU-HA! HA!,P,-69.00494321016909,47.66398510343274,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,13020,SAINT-MARC-DU-LAC-LONG,P,-68.87834328222209,47.39253160667162,202,213,213,276.00000000,1,281,133,2.11538462,27.19900000,20.81403497,264,422,393,521
2020,Bas-Saint-Laurent,10025,SAINT-MARCELLIN,P,-68.28401082820164,48.33518967837703,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,11050,SAINT-MATHIEU-DE-RIOUX,M,-68.97689233867294,48.16814340806796,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,11025,SAINT-MÉDARD,M,-68.86903437758751,48.0762721875069,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,13065,SAINT-MICHEL-DU-SQUATEC,M,-68.79227571513832,47.823110308742834,183,213,227,276.00000000,1,1076,499,2.15682281,117.31900000,72.09066486,298,422,435,521
2020,Bas-Saint-Laurent,12020,SAINT-MODESTE,M,-69.37837882161398,47.81316599524941,147,213,213,276.00000000,2,671,240,2.79567308,42.17100000,35.97807692,172,422,393,521
2020,Bas-Saint-Laurent,7095,SAINT-MOÏSE,P,-67.84975804045334,48.52542185705846,185,213,213,276.00000000,1,371,151,2.45887446,30.71700000,25.11603012,226,422,393,521
2020,Bas-Saint-Laurent,10015,SAINT-NARCISSE-DE-RIMOUSKI,P,-68.47258790888189,48.24681567739135,,213,,276.00000000,,,,,,,,422,,521
2020,Bas-Saint-Laurent,7100,SAINT-NOËL,VL,-67.82649925973685,48.604795727932874,174,213,213,276.00000000,1,347,149,2.33139535,29.83100000,22.18189744,235,422,393,521
