annee,reg_n,mun_c,mun_n,mun_d,coord_x,coord_y,indice_fuites_ifi,indice_fuites_ifi_reg,indice_fuites_ifi_cpop,indice_fuites_ifi_qc,pertes_eau_reelles,pertes_eau_reelles_inev,nb_fuites_reparees,pourc_reseau_ausculte,long_reseau_km
2019,Bas-Saint-Laurent,8035,SAINT-RENÉ-DE-MATANE,M,-67.34549658198233,48.72320304256878,1.99600000,"4,1","2,5","6,6",5.82900000,2.92100000,0,,2.96800000
2019,Bas-Saint-Laurent,11055,SAINT-SIMON (01),P,-69.01594961357222,48.21193556496918,0.96000000,"4,1","2,5","6,6",3.15400000,3.28600000,1,,3.64200000
2019,Bas-Saint-Laurent,7070,SAINT-THARCISIUS,P,-67.30680901657313,48.54366456171078,1.18300000,"4,1","2,5","6,6",2.41500000,2.04200000,0,,3.57400000
2019,Bas-Saint-Laurent,8073,SAINT-ULRIC,M,-67.7024957660444,48.74852462269202,1.41200000,"4,1","2,5","6,6",15.90500000,11.26600000,0,,9.59100000
2019,Bas-Saint-Laurent,10060,SAINT-VALÉRIEN,P,-68.61876585675616,48.297230240308075,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,7075,SAINT-VIANNEY,M,-67.41814400104467,48.62025483346704,2.52000000,"4,1","2,5","6,6",10.88200000,4.31800000,2,0.02200000,4.57000000
2019,Bas-Saint-Laurent,7035,SAINT-ZÉNON-DU-LAC-HUMQUI,P,-67.60930754374795,48.31133025274176,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,7085,SAYABEC,M,-67.6755163582989,48.59488752211223,1.82700000,"4,1",3,"6,6",39.26600000,21.48800000,11,1.06600000,17.26000000
2019,Bas-Saint-Laurent,13073,TÉMISCOUATA-SUR-LE-LAC,V,-68.87817934715326,47.674359524457074,5.04500000,"4,1",3,"6,6",333.95300000,66.20100000,5,1.00000000,55.87400000
2019,Bas-Saint-Laurent,11040,TROIS-PISTOLES,V,-69.17034433866748,48.12540905717842,2.37700000,"4,1",3,"6,6",76.00200000,31.96900000,7,1.00000000,36.60000000
2019,Bas-Saint-Laurent,7080,VAL-BRILLANT,M,-67.55981867031868,48.52461635581747,8.66400000,"4,1","2,5","6,6",65.50400000,7.56100000,4,1.00000000,8.32000000
2019,Capitale-Nationale,15065,BAIE-SAINTE-CATHERINE,M,-69.83358272881974,48.0797131173453,2.55800000,"2,9","2,5","6,6",11.83000000,4.62400000,1,,6.59600000
2019,Capitale-Nationale,16013,BAIE-SAINT-PAUL,V,-70.70417072487326,47.39652775967734,3.95100000,"2,9","3,8","6,6",273.04400000,69.10100000,8,0.22400000,57.70100000
2019,Capitale-Nationale,21025,BEAUPRÉ,V,-70.92096881686976,47.07258145768731,1.58000000,"2,9",3,"6,6",94.17100000,59.60900000,7,,45.33500000
2019,Capitale-Nationale,21045,BOISCHATEL,M,-71.15832663177774,46.92489535192013,1.67800000,"2,9","3,8","6,6",132.47700000,78.94700000,7,1.00000000,46.90000000
2019,Capitale-Nationale,34030,CAP-SANTÉ,V,-71.79815450629295,46.704812639416325,1.34700000,"2,9",3,"6,6",42.31100000,31.41800000,6,,30.93000000
2019,Capitale-Nationale,21035,CHÂTEAU-RICHER,V,-71.04738399828034,47.019806422179116,2.69300000,"2,9",3,"6,6",159.92100000,59.39000000,1,0.98900000,41.25000000
2019,Capitale-Nationale,15035,CLERMONT (03),V,-70.23438935887486,47.71641765276051,1.19800000,"2,9",3,"6,6",55.48000000,46.31400000,5,1.00000000,34.56000000
2019,Capitale-Nationale,34058,DESCHAMBAULT-GRONDINES,M,-71.98158572621058,46.649699346331865,2.42000000,"2,9",3,"6,6",110.97900000,45.85000000,7,1.00000000,61.19000000
2019,Capitale-Nationale,34025,DONNACONA,V,-71.71458228031803,46.69257540253958,2.64600000,"2,9","3,8","6,6",148.95400000,56.28600000,21,,56.83600000
2019,Capitale-Nationale,22010,FOSSAMBAULT-SUR-LE-LAC,V,-71.60219114640373,46.88766674658237,0.73400000,"2,9",3,"6,6",31.79000000,43.30000000,7,,29.42900000
2019,Capitale-Nationale,22040,LAC-BEAUPORT,M,-71.29383565418992,46.976808446325045,1.30000000,"2,9",3,"6,6",63.68200000,48.98100000,2,0.06300000,31.86000000
2019,Capitale-Nationale,22030,LAC-DELAGE,V,-71.40234362174556,46.967814356800446,1.31700000,"2,9","2,5","6,6",7.31400000,5.55200000,3,1.00000000,6.28100000
2019,Capitale-Nationale,22015,LAC-SAINT-JOSEPH,V,-71.65300322320981,46.91957085292885,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,34120,LAC-SERGENT,V,-71.71949371455578,46.87122325801572,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,15013,LA MALBAIE,V,-70.09237508392165,47.73999918876531,3.03900000,"2,9","3,8","6,6",432.21200000,142.24300000,26,0.49700000,97.21600000
2019,Capitale-Nationale,23057,L'ANCIENNE-LORETTE,V,-71.35895892449386,46.80404649695519,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,21040,L'ANGE-GARDIEN (03),M,-71.12486924044332,46.94986450491979,2.09700000,"2,9",3,"6,6",70.44500000,33.59200000,4,1.00000000,23.67700000
2019,Capitale-Nationale,16048,LES ÉBOULEMENTS,M,-70.33474257135728,47.502060764785014,3.38400000,"2,9","2,5","6,6",62.55000000,18.48200000,0,1.64800000,14.76400000
2019,Capitale-Nationale,16023,L'ISLE-AUX-COUDRES,M,-70.3925565670318,47.39647675012842,1.13500000,"2,9","2,5","6,6",20.14800000,17.74800000,0,,18.49000000
2019,Capitale-Nationale,34007,NEUVILLE,V,-71.62060561522759,46.72102419139637,1.82800000,"2,9",3,"6,6",53.89100000,29.48500000,0,,30.94400000
2019,Capitale-Nationale,23015,NOTRE-DAME-DES-ANGES,P,-71.23292658609485,46.81432341365523,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,15025,NOTRE-DAME-DES-MONTS,M,-70.3976847534093,47.66609553452827,0.92500000,"2,9","2,5","6,6",5.93900000,6.42200000,0,,4.75600000
2019,Capitale-Nationale,16005,PETITE-RIVIÈRE-SAINT-FRANÇOIS,M,-70.61202991506099,47.31344772630349,0.82600000,"2,9","2,5","6,6",11.58500000,14.02400000,0,,19.20000000
2019,Capitale-Nationale,34017,PONT-ROUGE,V,-71.69948312198599,46.77715838439387,2.03600000,"2,9","3,8","6,6",155.78800000,76.52800000,13,1.00000000,62.90000000
2019,Capitale-Nationale,34048,PORTNEUF,V,-71.91555023316194,46.737830301561516,0.93300000,"2,9",3,"6,6",35.67200000,38.24600000,0,,40.07300000
2019,Capitale-Nationale,23027,QUÉBEC,V,-71.26090566597493,46.85803270074006,3.18900000,"2,9","9,9","6,6",14009.03400000,4392.49800000,729,2.12000000,2911.00800000
2019,Capitale-Nationale,34135,RIVIÈRE-À-PIERRE,M,-72.24862363662052,47.04391456002421,6.51800000,"2,9","2,5","6,6",34.80400000,5.33900000,4,1.00000000,6.41000000
2019,Capitale-Nationale,15030,SAINT-AIMÉ-DES-LACS,M,-70.36234932188017,47.7157837960327,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,34097,SAINT-ALBAN,M,-72.12390678400713,46.78124402749103,3.11900000,"2,9",3,"6,6",30.81100000,9.87800000,3,,12.74000000
2019,Capitale-Nationale,23072,SAINT-AUGUSTIN-DE-DESMAURES,V,-71.50719158255885,46.76023933007219,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,34038,SAINT-BASILE,V,-71.8489799225472,46.77944730463756,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,34078,SAINT-CASIMIR,M,-72.15570896241836,46.66817873763085,0.48600000,"2,9",3,"6,6",14.05100000,28.89500000,8,1.50000000,36.36700000
2019,Capitale-Nationale,21030,SAINTE-ANNE-DE-BEAUPRÉ,V,-70.96914239802533,47.06126843391986,3.33000000,"2,9",3,"6,6",135.12700000,40.57800000,14,,27.99600000
2019,Capitale-Nationale,22045,SAINTE-BRIGITTE-DE-LAVAL,V,-71.19055867339199,47.02022196182246,2.52700000,"2,9",3,"6,6",125.68100000,49.74100000,6,1.00000000,38.24100000
2019,Capitale-Nationale,22005,SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER,V,-71.67053954990175,46.868619255827696,0.99200000,"2,9","3,8","6,6",41.80200000,42.13700000,3,,35.54700000
2019,Capitale-Nationale,34105,SAINTE-CHRISTINE-D'AUVERGNE,M,-71.99770119563861,46.8251066933254,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,20010,SAINTE-FAMILLE,M,-70.95323323474219,46.957165860209315,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,20030,SAINTE-PÉTRONILLE,VL,-71.11941425151157,46.85599104621551,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,21010,SAINT-FERRÉOL-LES-NEIGES,M,-70.85790859834816,47.13837473838076,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,20005,SAINT-FRANÇOIS-DE-L'ÎLE-D'ORLÉANS,M,-70.84741377114176,46.99515867811593,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,22025,SAINT-GABRIEL-DE-VALCARTIER,M,-71.59897107960307,47.043997329294626,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,34060,SAINT-GILBERT,P,-71.99873559558974,46.723320630798476,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,16050,SAINT-HILARION,P,-70.38557677366637,47.58071909256232,0.98600000,"2,9","2,5","6,6",8.05700000,8.17400000,1,0.90300000,6.56000000
2019,Capitale-Nationale,15005,SAINT-IRÉNÉE,P,-70.23516056111669,47.56319269587424,2.92500000,"2,9","2,5","6,6",17.74600000,6.06700000,1,1.00000000,5.96000000
2019,Capitale-Nationale,20015,SAINT-JEAN-DE-L'ÎLE-D'ORLÉANS,M,-70.9028739698572,46.941708939527444,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,21020,SAINT-JOACHIM,P,-70.83979476377648,47.08326884100233,1.18400000,"2,9",3,"6,6",18.90600000,15.97100000,3,1.47200000,21.20500000
2019,Capitale-Nationale,20020,SAINT-LAURENT-DE-L'ÎLE-D'ORLÉANS,M,-71.00382773890021,46.88284776531267,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,34115,SAINT-LÉONARD-DE-PORTNEUF,M,-72.00222103126553,46.913947592789235,0.51800000,"2,9","2,5","6,6",3.98800000,7.70200000,3,,4.63700000
2019,Capitale-Nationale,21015,SAINT-LOUIS-DE-GONZAGUE-DU-CAP-TOURMENTE,P,-70.80542637789095,47.06088615730936,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,34065,SAINT-MARC-DES-CARRIÈRES,V,-72.04439356385608,46.6794690997546,4.97500000,"2,9",3,"6,6",83.78200000,16.83900000,4,1.00000000,31.15700000
2019,Capitale-Nationale,20025,SAINT-PIERRE-DE-L'ÎLE-D'ORLÉANS,M,-71.05679629854819,46.89397208470664,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,34128,SAINT-RAYMOND,V,-71.82417432793804,46.9822088370761,2.42600000,"2,9","3,8","6,6",123.59300000,50.94300000,10,0.89200000,59.11600000
2019,Capitale-Nationale,15058,SAINT-SIMÉON (03),M,-69.95070274516961,47.8880535206303,2.62900000,"2,9","2,5","6,6",33.70300000,12.82000000,1,,14.29100000
2019,Capitale-Nationale,34085,SAINT-THURIBE,P,-72.19510385982072,46.721464750557374,0.50000000,"2,9",,"6,6",,,0,,
2019,Capitale-Nationale,21005,SAINT-TITE-DES-CAPS,M,-70.76051265016766,47.19022003318378,0.74800000,"2,9","2,5","6,6",5.25600000,7.02900000,0,,6.37600000
2019,Capitale-Nationale,34090,SAINT-UBALDE,M,-72.28255816839763,46.77053544962373,,"2,9",,"6,6",,,,,
2019,Capitale-Nationale,16055,SAINT-URBAIN,P,-70.56974179249133,47.622635135745476,2.63600000,"2,9","2,5","6,6",42.83100000,16.24900000,3,,10.47500000
2019,Capitale-Nationale,22020,SHANNON,V,-71.57602403394795,46.92244811768066,0.60400000,"2,9",3,"6,6",39.78500000,65.90100000,1,,41.19800000
2019,Capitale-Nationale,22035,STONEHAM-ET-TEWKESBURY,CU,-71.39762917241288,47.12018387274604,1.41000000,"2,9",3,"6,6",49.89000000,35.37200000,0,,15.02200000
2019,Centre-du-Québec,50013,ASTON-JONCTION,M,-72.22071906190281,46.166815044606835,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,50100,BAIE-DU-FEBVRE,M,-72.72554453256484,46.13804296769545,1.43200000,"4,4","2,5","6,6",37.89000000,26.46300000,7,2.02600000,37.80200000
2019,Centre-du-Québec,38010,BÉCANCOUR,V,-72.38592678148156,46.318843543354355,2.09500000,"4,4","4,2","6,6",489.54200000,233.66400000,26,0.00100000,333.04300000
2019,Centre-du-Québec,39030,CHESTERVILLE,M,-71.78079786175414,45.96855686290544,1.79200000,"4,4","2,5","6,6",9.87100000,5.50900000,8,,4.51700000
2019,Centre-du-Québec,39152,DAVELUYVILLE,V,-72.1300441458164,46.173704743642425,0.52400000,"4,4",3,"6,6",15.17300000,28.93200000,8,,22.16100000
2019,Centre-du-Québec,38070,DESCHAILLONS-SUR-SAINT-LAURENT,M,-72.12315955803223,46.52917019154323,0.81200000,"4,4","2,5","6,6",10.51200000,12.95200000,6,0.33500000,17.28000000
2019,Centre-du-Québec,49058,DRUMMONDVILLE,V,-72.51822491777622,45.88951713335906,5.26300000,"4,4","3,6","6,6",2715.54600000,515.94800000,79,1.19600000,488.16100000
2019,Centre-du-Québec,49015,DURHAM-SUD,M,-72.32819108958209,45.65249323702708,1.05200000,"4,4","2,5","6,6",8.76700000,8.33400000,2,,6.20200000
2019,Centre-du-Québec,38047,FORTIERVILLE,M,-72.03449393651468,46.48852311645209,2.38200000,"4,4","2,5","6,6",11.37200000,4.77400000,0,,4.56600000
2019,Centre-du-Québec,50065,GRAND-SAINT-ESPRIT,M,-72.49109129284787,46.17957653332571,0.78600000,"4,4","2,5","6,6",5.95600000,7.58200000,3,,11.97300000
2019,Centre-du-Québec,39010,HAM-NORD,CT,-71.64453349837613,45.89396716588153,1.53300000,"4,4","2,5","6,6",11.62100000,7.58100000,0,,7.90300000
2019,Centre-du-Québec,32058,INVERNESS,M,-71.48407158069757,46.25931698269508,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,39097,KINGSEY FALLS,V,-72.0904091680216,45.846161590127096,5.09900000,"4,4",3,"6,6",56.32200000,11.04500000,0,1.00000000,13.09900000
2019,Centre-du-Québec,32072,LAURIERVILLE,M,-71.66562038909841,46.304488250039924,2.47200000,"4,4","2,5","6,6",30.20600000,12.21800000,3,1.00000000,10.63800000
2019,Centre-du-Québec,49025,L'AVENIR,M,-72.30201687924796,45.759675142933624,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,50085,LA VISITATION-DE-YAMASKA,M,-72.60173167807872,46.11576190833003,0.17300000,"4,4","2,5","6,6",1.85200000,10.73400000,1,,19.36800000
2019,Centre-du-Québec,49020,LEFEBVRE,M,-72.41489894874005,45.71249435423601,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,38020,LEMIEUX,M,-72.08118507960107,46.30255239173249,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,32065,LYSTER,M,-71.61445754724375,46.38312576079852,1.43300000,"4,4",3,"6,6",16.65500000,11.62300000,2,,12.72300000
2019,Centre-du-Québec,39165,MADDINGTON FALLS,M,-72.13350352384727,46.22932386111818,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,38028,MANSEAU,M,-72.00827305682736,46.363452961468234,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,50072,NICOLET,V,-72.58392788786033,46.2098575401582,3.19000000,"4,4","3,8","6,6",542.94100000,170.17500000,22,,110.85100000
2019,Centre-du-Québec,39015,NOTRE-DAME-DE-HAM,M,-71.7132055261664,45.917596619813104,0.94100000,"4,4","2,5","6,6",1.55900000,1.65700000,2,,2.10500000
2019,Centre-du-Québec,32080,NOTRE-DAME-DE-LOURDES (17),P,-71.81716130947653,46.31909081992414,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,49080,NOTRE-DAME-DU-BON-CONSEIL (P),P,-72.39650995650751,45.9953409081724,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,49075,NOTRE-DAME-DU-BON-CONSEIL (VL),VL,-72.3529440770325,45.99972339398915,4.92300000,"4,4",3,"6,6",66.47600000,13.50300000,0,0.99900000,14.49200000
2019,Centre-du-Québec,38055,PARISVILLE,P,-72.06563960066288,46.51535469166093,1.55800000,"4,4","2,5","6,6",15.46700000,9.92700000,2,,19.27700000
2019,Centre-du-Québec,50113,PIERREVILLE,M,-72.79910663132817,46.08745930162658,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,32045,PLESSISVILLE (P),P,-71.72230319730696,46.233598169721446,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,32040,PLESSISVILLE (V),V,-71.77534810813253,46.22385049816014,4.23200000,"4,4","3,8","6,6",304.47400000,71.94100000,12,2.09400000,52.00600000
2019,Centre-du-Québec,32033,PRINCEVILLE,V,-71.87503013967967,46.186058741850935,1.95400000,"4,4","3,8","6,6",119.83500000,61.34400000,24,1.00000000,42.67700000
2019,Centre-du-Québec,39085,SAINT-ALBERT,M,-72.10654407186134,45.9929026557151,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,49125,SAINT-BONAVENTURE,M,-72.6689965211199,45.96066343866119,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,50035,SAINT-CÉLESTIN (M),M,-72.420856349465,46.20150796070927,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,50030,SAINT-CÉLESTIN (VL),VL,-72.43513903393584,46.21510466170927,1.74800000,"4,4","2,5","6,6",16.58600000,9.49100000,1,,10.63200000
2019,Centre-du-Québec,39060,SAINT-CHRISTOPHE-D'ARTHABASKA,P,-71.86856821641679,46.02132216882362,12.70000000,"4,4",,"6,6",,,0,,
2019,Centre-du-Québec,49070,SAINT-CYRILLE-DE-WENDOVER,M,-72.40362526882448,45.9260089546634,3.18400000,"4,4",3,"6,6",56.72700000,17.81500000,6,,24.98600000
2019,Centre-du-Québec,49085,SAINTE-BRIGITTE-DES-SAULTS,P,-72.50881279474964,46.04010572193545,0.42000000,"4,4","2,5","6,6",1.08500000,2.58100000,0,,3.65300000
2019,Centre-du-Québec,38060,SAINTE-CÉCILE-DE-LÉVRARD,P,-72.15955269823448,46.44667040534466,1.38700000,"4,4","2,5","6,6",15.91300000,11.47300000,3,,18.61700000
2019,Centre-du-Québec,39117,SAINTE-CLOTILDE-DE-HORTON,M,-72.24201102421014,45.983145288806874,1.98200000,"4,4","2,5","6,6",9.71100000,4.90000000,0,1.00000000,4.63200000
2019,Centre-du-Québec,49100,SAINT-EDMOND-DE-GRANTHAM,P,-72.67017463403769,45.87448335135265,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,39090,SAINTE-ÉLISABETH-DE-WARWICK,M,-72.10108949451927,45.91956569096981,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,50005,SAINTE-EULALIE,M,-72.23196851090295,46.10821770131463,2.74100000,"4,4","2,5","6,6",28.27200000,10.31300000,0,1.00000000,7.48300000
2019,Centre-du-Québec,38035,SAINTE-FRANÇOISE (17),M,-71.96654338165831,46.446929914338746,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,39035,SAINTE-HÉLÈNE-DE-CHESTER,M,-71.70782389197413,46.02377211076467,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,50095,SAINT-ELPHÈGE,P,-72.69716104217275,46.0539617918442,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,38015,SAINTE-MARIE-DE-BLANDFORD,M,-72.18002409059613,46.331827616195405,1.31500000,"4,4","2,5","6,6",6.45600000,4.90700000,2,,7.80500000
2019,Centre-du-Québec,50057,SAINTE-MONIQUE (17),M,-72.53325788235635,46.1517385656401,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,50050,SAINTE-PERPÉTUE (17),P,-72.45284796866997,46.07643150252857,3.38600000,"4,4","2,5","6,6",14.81800000,4.37600000,3,0.99000000,7.47200000
2019,Centre-du-Québec,39105,SAINTE-SÉRAPHINE,P,-72.19078811798575,45.91390762112743,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,38040,SAINTE-SOPHIE-DE-LÉVRARD,P,-72.10901645422446,46.402989486462175,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,32023,SAINTE-SOPHIE-D'HALIFAX,M,-71.71165518975069,46.15729132231658,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,49105,SAINT-EUGÈNE,M,-72.70526781041845,45.80436526142349,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,49005,SAINT-FÉLIX-DE-KINGSEY,M,-72.18107263579172,45.783683332985426,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,32013,SAINT-FERDINAND,M,-71.61873048074047,46.10555404274778,2.24700000,"4,4",3,"6,6",34.87500000,15.52400000,7,,10.84100000
2019,Centre-du-Québec,50128,SAINT-FRANÇOIS-DU-LAC,M,-72.87488107535891,46.0686457945286,0.63500000,"4,4",3,"6,6",23.06100000,36.31900000,0,0.42500000,47.01000000
2019,Centre-du-Québec,49048,SAINT-GERMAIN-DE-GRANTHAM,M,-72.59301896954392,45.83943667250464,1.17800000,"4,4",3,"6,6",49.32500000,41.88800000,1,0.80000000,44.45300000
2019,Centre-du-Québec,49113,SAINT-GUILLAUME,M,-72.78641836190482,45.87903748791021,1.91800000,"4,4",3,"6,6",24.08300000,12.55900000,0,0.47000000,23.57500000
2019,Centre-du-Québec,50042,SAINT-LÉONARD-D'ASTON,M,-72.35021912308429,46.097305122356424,1.01900000,"4,4",3,"6,6",19.55100000,19.18600000,1,,15.40000000
2019,Centre-du-Québec,39170,SAINT-LOUIS-DE-BLANDFORD,M,-71.99906628657946,46.26274612454838,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,49030,SAINT-LUCIEN,M,-72.27043225985233,45.86852113975777,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,49095,SAINT-MAJORIQUE-DE-GRANTHAM,P,-72.5901910056707,45.928498277834926,0.06100000,"4,4",3,"6,6",0.63000000,10.39600000,1,,10.74600000
2019,Centre-du-Québec,39043,SAINT-NORBERT-D'ARTHABASKA,M,-71.80620417147561,46.08553561294951,0.57900000,"4,4","2,5","6,6",2.02600000,3.49900000,0,0.50000000,4.99600000
2019,Centre-du-Québec,49130,SAINT-PIE-DE-GUIRE,P,-72.75027932234089,45.986561732413776,0.64500000,"4,4","2,5","6,6",5.27300000,8.17500000,0,,16.99900000
2019,Centre-du-Québec,32050,SAINT-PIERRE-BAPTISTE,P,-71.60858463312945,46.21031097465669,0.64500000,"4,4","2,5","6,6",0.70200000,1.08700000,3,,1.63100000
2019,Centre-du-Québec,38065,SAINT-PIERRE-LES-BECQUETS,M,-72.19039698585188,46.470657644335205,1.77900000,"4,4",3,"6,6",29.03900000,16.31900000,19,,32.06200000
2019,Centre-du-Québec,39020,SAINT-RÉMI-DE-TINGWICK,M,-71.82588052691989,45.86820894346269,1.18800000,"4,4","2,5","6,6",4.77800000,4.02300000,9,1.00000000,5.92500000
2019,Centre-du-Québec,39145,SAINT-ROSAIRE,P,-72.03377295404245,46.15834435262577,1.72500000,"4,4","2,5","6,6",5.40300000,3.13200000,4,0.07000000,3.55400000
2019,Centre-du-Québec,39130,SAINT-SAMUEL,M,-72.21767376688926,46.05527556178332,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,39005,SAINTS-MARTYRS-CANADIENS,P,-71.5366328202697,45.85540955381227,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,38005,SAINT-SYLVÈRE,M,-72.22521719610873,46.240943694969246,1.74100000,"4,4","2,5","6,6",3.73200000,2.14300000,0,,1.96200000
2019,Centre-du-Québec,39135,SAINT-VALÈRE,M,-72.09399656532823,46.07168826499721,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,50023,SAINT-WENCESLAS,M,-72.32136325890806,46.16811606826815,1.22000000,"4,4","2,5","6,6",9.14900000,7.49700000,0,,9.71700000
2019,Centre-du-Québec,50090,SAINT-ZÉPHIRIN-DE-COURVAL,P,-72.61343069754494,46.06406744165299,0.23800000,"4,4","2,5","6,6",2.67500000,11.24300000,2,,27.37500000
2019,Centre-du-Québec,39025,TINGWICK,M,-71.93413463312768,45.8922782290994,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,39062,VICTORIAVILLE,V,-71.97290042826062,46.06174574697586,10.51700000,"4,4","4,2","6,6",3210.36400000,305.25700000,85,2.93700000,354.99500000
2019,Centre-du-Québec,32085,VILLEROY,M,-71.88159061467685,46.38567785103965,,"4,4",,"6,6",,,,,
2019,Centre-du-Québec,39077,WARWICK,V,-72.00752044488031,45.95018648587874,2.19400000,"4,4",3,"6,6",108.31800000,49.37700000,4,,32.72700000
2019,Centre-du-Québec,49040,WICKHAM,M,-72.4944583343337,45.7592537222303,2.26700000,"4,4","2,5","6,6",12.12500000,5.34800000,2,,8.62500000
2019,Chaudière-Appalaches,31056,ADSTOCK,M,-71.10805438564856,46.04677842177698,0.28600000,"2,1","2,5","6,6",2.80800000,9.83400000,0,,13.35600000
2019,Chaudière-Appalaches,19037,ARMAGH,M,-70.58873305545767,46.75028754601779,2.34000000,"2,1","2,5","6,6",22.88800000,9.78300000,2,,9.15100000
2019,Chaudière-Appalaches,27028,BEAUCEVILLE,V,-70.78235236833285,46.224200878681835,0.91600000,"2,1",3,"6,6",42.74400000,46.65600000,10,1.54200000,41.06000000
2019,Chaudière-Appalaches,31008,BEAULAC-GARTHBY,M,-71.40080512484151,45.83315742308066,0.69500000,"2,1","2,5","6,6",3.80700000,5.48000000,0,0.70000000,6.21500000
2019,Chaudière-Appalaches,19105,BEAUMONT,M,-70.98967497718323,46.814941064961445,1.92800000,"2,1",3,"6,6",28.10500000,14.57600000,0,1.00000000,14.20700000
2019,Chaudière-Appalaches,18065,BERTHIER-SUR-MER,M,-70.72349040110888,46.91952635889987,0.30800000,"2,1",3,"6,6",4.64900000,15.08100000,3,0.95700000,12.99300000
2019,Chaudière-Appalaches,18045,CAP-SAINT-IGNACE,M,-70.39005054610251,46.979624737703816,10.73300000,"2,1",3,"6,6",176.88700000,16.48000000,7,,19.96900000
2019,Chaudière-Appalaches,31020,DISRAELI (P),P,-71.40817277405716,45.913828006660545,,"2,1",,"6,6",,,,,
2019,Chaudière-Appalaches,31015,DISRAELI (V),V,-71.35020805714126,45.89749005698718,3.84900000,"2,1",3,"6,6",117.70100000,30.57700000,9,1.00000000,23.39300000
2019,Chaudière-Appalaches,33040,DOSQUET,M,-71.54152289819076,46.46182093342008,,"2,1",,"6,6",,,,,
2019,Chaudière-Appalaches,31122,EAST BROUGHTON,M,-71.07976815327314,46.22469944681743,,"2,1",,"6,6",,,,,
2019,Chaudière-Appalaches,26005,FRAMPTON,M,-70.78538083656991,46.444184766002095,1.30800000,"2,1","2,5","6,6",8.73400000,6.67500000,2,,8.67000000
2019,Chaudière-Appalaches,19070,HONFLEUR,M,-70.88199169123408,46.63939086383638,0.63900000,"2,1","2,5","6,6",3.13400000,4.90400000,0,,5.00400000
2019,Chaudière-Appalaches,31040,IRLANDE,M,-71.48911140992327,46.06201240699929,,"2,1",,"6,6",,,,,
2019,Chaudière-Appalaches,31105,KINNEAR'S MILLS,M,-71.34689687742787,46.19616583327718,,"2,1",,"6,6",,,,,
2019,Chaudière-Appalaches,28053,LAC-ETCHEMIN,M,-70.52061877467088,46.399033348639726,0.63700000,"2,1",3,"6,6",19.47000000,30.57700000,4,,25.61600000
