annee,cl_pop_desservie,pop_desservie,mun_c,mun_n,mun_d,coord_x,coord_y,indice_validite,indice_validite_reg,indice_validite_cpop,indice_validite_qb,nresid_compt_relv,nresid_compt_nonrelv,nresid_scompt,resid_compt_relv,resid_compt_nonrelv,resid_scompt,pourc_brchm_nresid_compt
2018,0 à 999 personnes,247,42025,Saint-Denis-de-Brompton,M,-72.1052501207046,45.4384526175,0.45,0.56,0.54,0.56,0,0,1,0,0,96,0.00
2018,0 à 999 personnes,247,69010,Franklin,M,-73.900444709153,45.0509863625,0.62,0.58,0.54,0.56,0,0,9,0,0,100,0.00
2018,0 à 999 personnes,252,50085,La Visitation-de-Yamaska,M,-72.6021826768047,46.115915676,0.65,0.58,0.54,0.56,23,0,0,95,0,0,1.00
2018,0 à 999 personnes,254,14050,Kamouraska,M,-69.8960083398299,47.5750195305,0.35,0.54,0.54,0.56,20,12,5,131,43,0,0.87
2018,0 à 999 personnes,258,28060,Saint-Luc-de-Bellechasse,M,-70.4749973835089,46.523307214,0.58,0.59,0.54,0.56,0,0,5,0,0,129,0.00
2018,0 à 999 personnes,258,49130,Saint-Pie-de-Guire,P,-72.7490176159141,45.987710445,0.62,0.58,0.54,0.56,15,0,0,109,4,0,1.00
2018,0 à 999 personnes,258,78130,La Minerve,M,-74.9837371040626,46.209015008,0.63,0.58,0.54,0.56,0,0,14,0,0,86,0.00
2018,0 à 999 personnes,259,62075,Saint-Damien,P,-73.5624704058674,46.3859589595,0.45,0.56,0.54,0.56,0,0,8,0,0,192,0.00
2018,0 à 999 personnes,261,13055,Biencourt,M,-68.5697841024372,47.9293821015,0.59,0.54,0.54,0.56,0,0,16,0,0,122,0.00
2018,0 à 999 personnes,262,08035,Saint-René-de-Matane,M,-67.3454257914391,48.723238094,0.59,0.54,0.54,0.56,0,0,8,0,0,91,0.00
2018,0 à 999 personnes,262,35040,Grandes-Piles,VL,-72.6967527483134,46.736936886,0.39,0.52,0.54,0.56,0,0,18,0,0,152,0.00
2018,0 à 999 personnes,263,15005,Saint-Irénée,P,-70.1630013204149,47.522295394,0.60,0.56,0.54,0.56,12,0,5,20,0,124,0.71
2018,0 à 999 personnes,264,13020,Saint-Marc-du-Lac-Long,P,-68.8788941916713,47.4006740305,0.42,0.54,0.54,0.56,0,0,10,0,0,133,0.00
2018,0 à 999 personnes,265,41117,Dudswell,M,-71.5796124012485,45.606133185,0.57,0.56,0.54,0.56,0,0,2,0,0,124,0.00
2018,0 à 999 personnes,267,18040,Notre-Dame-du-Rosaire,M,-70.4068862572234,46.860207666,0.62,0.59,0.54,0.56,0,0,152,0,0,4,0.00
2018,0 à 999 personnes,273,05050,Saint-Elzéar,M,-65.4336966854146,48.1825222315,0.62,0.56,0.54,0.56,0,1,8,0,0,119,0.11
2018,0 à 999 personnes,276,08015,Grosses-Roches,M,-67.1608426321762,48.9171282705,0.59,0.54,0.54,0.56,0,0,12,0,0,154,0.00
2018,0 à 999 personnes,279,53085,Saint-Gérard-Majella,P,-72.839199319452,46.0083722255,0.55,0.58,0.54,0.56,8,0,0,110,0,0,1.00
2018,0 à 999 personnes,280,94225,Saint-Félix-d'Otis,M,-70.6387271744606,48.2822221965,0.47,0.56,0.54,0.56,0,0,16,0,0,132,0.00
2018,0 à 999 personnes,283,44060,Martinville,M,-71.6907718694202,45.2765677995,0.60,0.56,0.54,0.56,0,0,11,0,0,93,0.00
2018,0 à 999 personnes,284,11050,Saint-Mathieu-de-Rioux,P,-68.9637609153668,48.1686409405,0.59,0.54,0.54,0.56,0,0,13,0,0,151,0.00
2018,0 à 999 personnes,284,92050,Saint-Edmond-les-Plaines,M,-72.5823078865376,48.957441352,0.40,0.56,0.54,0.56,0,0,12,0,0,119,0.00
2018,0 à 999 personnes,288,07075,Saint-Vianney,M,-67.418547937376,48.6195321035,0.52,0.54,0.54,0.56,0,0,7,0,0,119,0.00
2018,0 à 999 personnes,290,85060,Latulipe-et-Gaboury,CU,-79.0216667040561,47.3885624365,0.47,0.49,0.54,0.56,0,0,8,0,0,82,0.00
2018,0 à 999 personnes,292,84082,L'Isle-aux-Allumettes,M,-77.0229202698891,45.8586353425,0.52,0.49,0.54,0.56,0,0,22,0,0,125,0.00
2018,0 à 999 personnes,293,17060,Sainte-Louise,P,-70.0962346833354,47.264913154,0.62,0.59,0.54,0.56,0,0,5,0,0,140,0.00
2018,0 à 999 personnes,301,18005,Saint-Just-de-Bretenières,M,-70.0992518408618,46.5504397615,0.59,0.59,0.54,0.56,0,0,9,0,0,160,0.00
2018,0 à 999 personnes,301,41012,Saint-Isidore-de-Clifton,M,-71.4957133147742,45.271752785,0.67,0.56,0.54,0.56,16,0,0,150,0,0,1.00
2018,0 à 999 personnes,302,42040,Bonsecours,M,-72.2929606231047,45.412840038,0.58,0.56,0.54,0.56,0,15,5,0,20,78,0.75
2018,0 à 999 personnes,306,79050,L'Ascension,M,-74.8106943414558,46.564843648,0.61,0.58,0.54,0.56,0,0,19,0,0,148,0.00
2018,0 à 999 personnes,311,30055,Audet,M,-70.7210623300993,45.642182812,0.54,0.56,0.54,0.56,17,0,0,109,0,0,1.00
2018,0 à 999 personnes,313,71110,Sainte-Marthe,M,-74.3043773265837,45.39098931,0.41,0.58,0.54,0.56,0,0,14,0,0,127,0.00
2018,0 à 999 personnes,320,51030,Saint-Sévère,P,-72.8957912608553,46.363697245,0.53,0.52,0.54,0.56,33,8,0,129,5,0,1.00
2018,0 à 999 personnes,320,51050,Saint-Édouard-de-Maskinongé,M,-73.1435681851772,46.3311912955,0.59,0.52,0.54,0.56,2,0,17,0,0,160,0.11
2018,0 à 999 personnes,322,98025,Natashquan,M,-61.927604994228,50.2733097555,0.44,0.47,0.54,0.56,0,0,10,0,0,176,0.00
2018,0 à 999 personnes,328,04005,Sainte-Madeleine-de-la-Rivière-Madeleine,M,-65.3451613235316,49.176089829,0.60,0.56,0.54,0.56,11,0,2,0,13,248,0.85
2018,0 à 999 personnes,328,31135,Saint-Pierre-de-Broughton,M,-71.2031334505298,46.2371752515,0.59,0.59,0.54,0.56,0,0,9,0,0,135,0.00
2018,0 à 999 personnes,328,38060,Sainte-Cécile-de-Lévrard,P,-72.1594246429294,46.446474509,0.62,0.58,0.54,0.56,0,0,39,0,0,143,0.00
2018,0 à 999 personnes,335,35005,Notre-Dame-de-Montauban,M,-72.2782563758695,46.9081037565,0.35,0.52,0.54,0.56,0,0,15,0,0,187,0.00
2018,0 à 999 personnes,335,45043,Hatley,M,-71.9608632461391,45.2002186135,0.48,0.56,0.54,0.56,0,6,1,0,0,244,0.86
2018,0 à 999 personnes,342,39117,Sainte-Clotilde-de-Horton,M,-72.2433613914483,45.981973001,0.50,0.58,0.54,0.56,0,0,16,0,0,156,0.00
2018,0 à 999 personnes,348,34135,Rivière-à-Pierre,M,-72.2484023174792,47.0446474965,0.45,0.56,0.54,0.56,0,0,11,0,0,187,0.00
2018,0 à 999 personnes,349,19045,Saint-Nérée-de-Bellechasse,M,-70.7245672898766,46.706192534,0.62,0.59,0.54,0.56,0,5,12,0,0,160,0.29
2018,0 à 999 personnes,351,13060,Lac-des-Aigles,M,-68.6798156675746,47.992717064,0.58,0.54,0.54,0.56,0,0,11,0,0,173,0.00
2018,0 à 999 personnes,351,14090,Sainte-Anne-de-la-Pocatière,P,-69.9943028134969,47.3605951375,0.68,0.54,0.54,0.56,25,8,0,100,51,0,1.00
2018,0 à 999 personnes,353,07100,Saint-Noël,VL,-67.8262133614664,48.603439563,0.59,0.54,0.54,0.56,0,0,9,0,0,161,0.00
2018,0 à 999 personnes,357,62080,Saint-Zénon,M,-73.7571224826184,46.5355983065,0.59,0.56,0.54,0.56,0,0,11,0,0,161,0.00
2018,0 à 999 personnes,359,09048,Métis-sur-Mer,V,-68.1100259476364,48.735850216,0.61,0.54,0.54,0.56,16,0,5,18,0,334,0.76
2018,0 à 999 personnes,359,14040,Saint-André,M,-69.7691410533905,47.7984757895,0.60,0.54,0.54,0.56,15,4,2,0,0,128,0.91
2018,0 à 999 personnes,361,83010,Low,CT,-76.0270975903346,45.8257999575,0.27,0.49,0.54,0.56,0,0,19,0,0,180,0.00
2018,0 à 999 personnes,362,08080,Baie-des-Sables,M,-67.8625956166573,48.7071762925,0.55,0.54,0.54,0.56,0,0,12,0,0,174,0.00
2018,0 à 999 personnes,370,31008,Beaulac-Garthby,M,-71.4012077892805,45.832614493,0.31,0.59,0.54,0.56,0,0,3,0,0,198,0.00
2018,0 à 999 personnes,378,17035,Tourville,M,-69.976793488388,47.1177793535,0.48,0.59,0.54,0.56,0,0,22,0,0,156,0.00
2018,0 à 999 personnes,378,79110,Mont-Saint-Michel,M,-75.2714275890719,46.820526937,0.60,0.58,0.54,0.56,0,0,4,0,0,131,0.00
2018,0 à 999 personnes,381,19090,La Durantaye,P,-70.8512439130257,46.811149314,0.48,0.59,0.54,0.56,0,20,4,0,174,0,0.83
2018,0 à 999 personnes,389,30100,Saint-Romain,M,-71.0648749941452,45.753851076,0.64,0.56,0.54,0.56,22,0,0,143,0,0,1.00
2018,0 à 999 personnes,392,39043,Saint-Norbert-d'Arthabaska,M,-71.8063006253284,46.0861026505,0.45,0.58,0.54,0.56,0,0,16,0,0,142,0.00
2018,0 à 999 personnes,396,62070,Sainte-Émélie-de-l'Énergie,M,-73.7101579454576,46.340920023,0.57,0.56,0.54,0.56,1,0,19,2,0,195,0.05
2018,0 à 999 personnes,398,17065,Saint-Roch-des-Aulnaies,P,-70.1900572758349,47.3246578825,0.58,0.59,0.54,0.56,0,0,11,0,0,158,0.00
2018,0 à 999 personnes,399,98045,Longue-Pointe-de-Mingan,M,-64.1577379332097,50.340336385,0.45,0.47,0.54,0.56,0,10,0,0,20,224,1.00
2018,0 à 999 personnes,405,31140,Saint-Jacques-de-Leeds,M,-71.3357577214241,46.290089361,0.59,0.59,0.54,0.56,0,0,20,0,0,170,0.00
2018,0 à 999 personnes,407,38015,Sainte-Marie-de-Blandford,M,-72.1806497838727,46.331512655,0.53,0.58,0.54,0.56,0,0,9,0,0,214,0.00
2018,0 à 999 personnes,410,28075,Saint-Magloire,M,-70.3002394919309,46.5910754055,0.62,0.59,0.54,0.56,0,0,16,0,0,376,0.00
2018,0 à 999 personnes,414,29005,Saint-Théophile,M,-70.4166581456427,45.9227541685,0.54,0.59,0.54,0.56,0,0,12,0,0,194,0.00
2018,0 à 999 personnes,418,37225,Saint-Luc-de-Vincennes,M,-72.4092087559586,46.490236073,0.62,0.52,0.54,0.56,47,0,9,194,0,0,0.84
2018,0 à 999 personnes,426,92065,Saint-Eugène-d'Argentenay,M,-72.2780229890645,48.9778359325,0.45,0.56,0.54,0.56,0,0,9,0,0,178,0.00
2018,0 à 999 personnes,431,28015,Sainte-Aurélie,M,-70.3664857199984,46.178624327,0.69,0.59,0.54,0.56,17,0,0,353,0,0,1.00
2018,0 à 999 personnes,434,98014,Gros-Mécatina,M,-59.067072364523,50.9299932215,0.35,0.47,0.54,0.56,0,0,33,0,0,249,0.00
2018,0 à 999 personnes,435,39030,Chesterville,M,-71.7809632935175,45.9677667425,0.36,0.58,0.54,0.56,15,1,0,102,5,0,1.00
2018,0 à 999 personnes,440,19005,Saint-Philémon,P,-70.4000255054491,46.658413283,0.61,0.59,0.54,0.56,5,0,3,0,0,290,0.63
2018,0 à 999 personnes,442,54125,Saint-Marcel-de-Richelieu,M,-72.8934250688015,45.855137251,0.69,0.58,0.54,0.56,85,0,0,179,0,0,1.00
2018,0 à 999 personnes,443,39025,Tingwick,M,-71.9370443906217,45.8896239545,0.55,0.58,0.54,0.56,0,0,22,0,0,182,0.00
2018,0 à 999 personnes,449,37250,Saint-Prosper-de-Champlain,M,-72.2994661781116,46.6362295985,0.45,0.52,0.54,0.56,0,0,25,0,0,200,0.00
2018,0 à 999 personnes,449,85015,Saint-Édouard-de-Fabre,P,-79.3461979362619,47.178351051,0.57,0.49,0.54,0.56,7,0,8,0,0,188,0.47
2018,0 à 999 personnes,453,72043,Saint-Placide,M,-74.2005211429845,45.5362109155,0.42,0.58,0.54,0.56,3,0,6,0,0,150,0.33
2018,0 à 999 personnes,455,50065,Grand-Saint-Esprit,M,-72.4805864305079,46.1718469775,0.73,0.58,0.54,0.56,10,0,0,190,0,0,1.00
2018,0 à 999 personnes,457,78065,Huberdeau,M,-74.6639811799109,45.9939960435,0.59,0.58,0.54,0.56,0,7,20,0,0,199,0.26
2018,0 à 999 personnes,464,30085,Saint-Sébastien,M,-70.9673034214447,45.7938418385,0.70,0.56,0.54,0.56,16,0,3,170,0,0,0.84
2018,0 à 999 personnes,470,53015,Saint-Aimé,M,-72.9653838664939,45.918233532,0.54,0.58,0.54,0.56,50,0,0,240,0,0,1.00
2018,0 à 999 personnes,471,06055,Saint-François-d'Assise,M,-67.1829815690844,47.980492937,0.59,0.56,0.54,0.56,0,0,16,0,0,227,0.00
2018,0 à 999 personnes,471,41070,Bury,M,-71.4695827810055,45.529810258,0.59,0.56,0.54,0.56,0,0,22,0,0,205,0.00
2018,0 à 999 personnes,474,06050,Saint-Alexis-de-Matapédia,M,-67.0601874235396,47.979117311,0.45,0.56,0.54,0.56,0,0,12,0,0,143,0.00
2018,0 à 999 personnes,474,68035,Saint-Cyprien-de-Napierville,M,-73.4370148094849,45.1831941795,0.49,0.58,0.54,0.56,0,0,8,0,0,200,0.00
2018,0 à 999 personnes,479,15030,Saint-Aimé-des-Lacs,M,-70.3627199720322,47.7159394955,0.59,0.56,0.54,0.56,0,0,5,0,0,173,0.00
2018,0 à 999 personnes,480,19010,Notre-Dame-Auxiliatrice-de-Buckland,P,-70.5427269014931,46.6145749725,0.59,0.59,0.54,0.56,0,0,37,0,0,231,0.00
2018,0 à 999 personnes,483,19070,Honfleur,M,-70.8816462708118,46.645191945,0.60,0.59,0.54,0.56,0,0,13,0,0,131,0.00
2018,0 à 999 personnes,485,38047,Fortierville,M,-72.0342286061666,46.4884983475,0.59,0.58,0.54,0.56,0,14,189,0,9,18,0.07
2018,0 à 999 personnes,486,91030,Sainte-Hedwidge,M,-72.4459809783221,48.411701013,0.58,0.56,0.54,0.56,0,0,24,0,0,221,0.00
2018,0 à 999 personnes,487,93080,Saint-Ludger-de-Milot,M,-71.8249554034726,48.8988558615,0.59,0.56,0.54,0.56,0,0,32,0,0,210,0.00
2018,0 à 999 personnes,492,30090,Courcelles,M,-70.9763362072782,45.8870160094999,0.51,0.56,0.54,0.56,23,2,0,213,0,0,1.00
2018,0 à 999 personnes,493,50005,Sainte-Eulalie,M,-72.2332765344515,46.1072021975,0.46,0.58,0.54,0.56,17,0,17,0,0,169,0.50
2018,0 à 999 personnes,500,78070,Amherst,CT,-74.7697033941548,46.0402347505,0.59,0.58,0.54,0.56,0,0,18,0,0,210,0.00
2018,0 à 999 personnes,504,05065,Saint-Alphonse,M,-65.6386594235203,48.196767999,0.45,0.56,0.54,0.56,0,0,17,0,0,213,0.00
2018,0 à 999 personnes,506,41080,Scotstown,V,-71.2804684276077,45.5251939585,0.58,0.56,0.54,0.56,0,0,20,0,0,240,0.00
2018,0 à 999 personnes,508,78115,La Conception,M,-74.7372878885907,46.160039982,0.64,0.58,0.54,0.56,0,6,7,0,0,288,0.46
2018,0 à 999 personnes,511,42045,Lawrenceville,VL,-72.3420125166677,45.432825209,0.55,0.56,0.54,0.56,0,3,9,0,0,232,0.25
2018,0 à 999 personnes,512,91015,Saint-François-de-Sales,M,-72.1954653224626,48.331102779,0.57,0.56,0.54,0.56,0,4,15,0,0,221,0.21
2018,0 à 999 personnes,521,34115,Saint-Léonard-de-Portneuf,M,-72.0043342567481,46.9153040265,0.52,0.56,0.54,0.56,0,0,7,0,0,231,0.00
2018,0 à 999 personnes,524,18015,Saint-Fabien-de-Panet,P,-70.1528955829015,46.670907305,0.58,0.59,0.54,0.56,0,0,12,0,0,240,0.00
2018,0 à 999 personnes,527,14025,Sainte-Hélène-de-Kamouraska,M,-69.715755179767,47.571692669,0.50,0.54,0.54,0.56,1,0,11,0,0,227,0.08
2018,0 à 999 personnes,528,59030,Calixa-Lavallée,M,-73.2623998567454,45.751255312,0.68,0.58,0.54,0.56,15,0,0,206,0,0,1.00
2018,0 à 999 personnes,531,40017,Wotton,M,-71.7959692773763,45.7513330765,0.45,0.56,0.54,0.56,0,0,42,0,0,197,0.00
2018,0 à 999 personnes,535,12030,Saint-Épiphane,M,-69.3056473220456,47.8986483005,0.64,0.54,0.54,0.56,24,0,0,226,0,0,1.00
2018,0 à 999 personnes,535,62047,Chertsey,M,-73.8752405695373,46.1121392725,0.59,0.56,0.54,0.56,0,0,30,0,0,153,0.00
2018,0 à 999 personnes,536,50050,Sainte-Perpétue,P,-72.4521664490527,46.076722137,0.60,0.58,0.54,0.56,20,0,6,207,0,0,0.77
