annee,cl_pop_desservie,pop_desservie,mun_c,mun_n,mun_d,coord_x,coord_y,indice_validite,indice_validite_reg,indice_validite_cpop,indice_validite_qb,nresid_compt_relv,nresid_compt_nonrelv,nresid_scompt,resid_compt_relv,resid_compt_nonrelv,resid_scompt,pourc_brchm_nresid_compt
2018,0 à 999 personnes,539,51055,Sainte-Angèle-de-Prémont,M,-73.0590759883882,46.3715861655,0.48,0.52,0.54,0.56,3,0,16,0,0,249,0.16
2018,0 à 999 personnes,544,07080,Val-Brillant,M,-67.5598575209743,48.524260309,0.45,0.54,0.54,0.56,0,0,12,0,0,252,0.00
2018,0 à 999 personnes,549,53010,Massueville,VL,-72.9324329200436,45.911247102,0.56,0.58,0.54,0.56,13,0,0,242,0,0,1.00
2018,0 à 999 personnes,549,79115,Sainte-Anne-du-Lac,M,-75.3595163992364,46.9119923234999,0.59,0.58,0.54,0.56,0,0,32,0,0,201,0.00
2018,0 à 999 personnes,553,63023,Saint-Alexis,M,-73.6367709462221,45.944195806,0.45,0.56,0.54,0.56,0,0,10,0,0,174,0.00
2018,0 à 999 personnes,559,39010,Ham-Nord,CT,-71.6543186998631,45.8845701785,0.44,0.58,0.54,0.56,0,0,21,0,0,241,0.00
2018,0 à 999 personnes,562,14065,Rivière-Ouelle,M,-70.0539555968078,47.477621442,0.62,0.54,0.54,0.56,36,6,0,21,0,234,1.00
2018,0 à 999 personnes,568,18030,Saint-Paul-de-Montminy,M,-70.3141034431172,46.739057687,0.61,0.59,0.54,0.56,2,0,9,18,0,281,0.18
2018,0 à 999 personnes,571,49015,Durham-Sud,M,-72.3191622928215,45.647196992,0.45,0.58,0.54,0.56,0,0,17,0,0,185,0.00
2018,0 à 999 personnes,573,14005,Mont-Carmel,M,-69.7156623955478,47.296969052,0.59,0.54,0.54,0.56,0,22,6,0,0,259,0.79
2018,0 à 999 personnes,578,41027,La Patrie,M,-71.2366415876258,45.4025082515,0.44,0.56,0.54,0.56,0,0,33,0,0,165,0.00
2018,0 à 999 personnes,581,94250,Bégin,M,-71.3206720948057,48.6948333125,0.58,0.56,0.54,0.56,0,0,20,0,0,294,0.00
2018,0 à 999 personnes,582,85045,Saint-Bruno-de-Guigues,M,-79.4798628281185,47.475533832,0.45,0.49,0.54,0.56,19,5,0,215,0,0,1.00
2018,0 à 999 personnes,586,51075,Saint-Élie-de-Caxton,M,-72.9988574438535,46.5203817715,0.54,0.52,0.54,0.56,0,0,6,0,0,255,0.00
2018,0 à 999 personnes,592,76052,Grenville-sur-la-Rouge,M,-74.6589872986554,45.703503349,0.51,0.58,0.54,0.56,0,7,4,0,0,254,0.64
2018,0 à 999 personnes,593,16050,Saint-Hilarion,P,-70.3817867547591,47.5831715925,0.58,0.56,0.54,0.56,0,0,43,0,0,200,0.00
2018,0 à 999 personnes,593,88060,Saint-Félix-de-Dalquier,M,-78.1171388209804,48.675799154,0.57,0.49,0.54,0.56,0,0,9,0,0,197,0.00
2018,0 à 999 personnes,594,28005,Saint-Zacharie,M,-70.3579277920142,46.105736123,0.48,0.59,0.54,0.56,0,0,13,0,0,312,0.00
2018,0 à 999 personnes,597,50090,Saint-Zéphirin-de-Courval,P,-72.6136997599612,46.061900228,0.75,0.58,0.54,0.56,56,0,0,180,0,0,1.00
2018,0 à 999 personnes,599,94260,Saint-Charles-de-Bourget,M,-71.425504129573,48.5280992085,0.59,0.56,0.54,0.56,0,0,37,0,0,286,0.00
2018,0 à 999 personnes,608,26035,Sainte-Marguerite,P,-70.9297811331725,46.5100756775,0.59,0.59,0.54,0.56,0,0,26,0,0,224,0.00
2018,0 à 999 personnes,612,54120,Saint-Louis,M,-72.9800620543365,45.852498266,0.54,0.58,0.54,0.56,37,0,0,303,0,0,1.00
2018,0 à 999 personnes,614,33025,Saint-Patrice-de-Beaurivage,M,-71.2654630777892,46.418728033,0.58,0.59,0.54,0.56,1,0,25,0,0,224,0.04
2018,0 à 999 personnes,614,38055,Parisville,P,-72.0663741928185,46.514106944,0.60,0.58,0.54,0.56,0,19,42,0,26,237,0.31
2018,0 à 999 personnes,616,88035,Landrienne,CT,-77.8867245305781,48.5105234635,0.55,0.49,0.54,0.56,8,0,1,207,0,0,0.89
2018,0 à 999 personnes,620,16005,Petite-Rivière-Saint-François,M,-70.6096433979576,47.309689903,0.44,0.56,0.54,0.56,0,0,15,0,0,500,0.00
2018,0 à 999 personnes,620,79030,Nominingue,M,-75.0785342289017,46.393090634,0.48,0.58,0.54,0.56,0,25,49,0,0,344,0.34
2018,0 à 999 personnes,625,52050,La Visitation-de-l'Île-Dupas,M,-73.123952759811,46.1055359915,0.57,0.56,0.54,0.56,7,1,2,153,166,0,0.80
2018,0 à 999 personnes,627,19020,Saint-Léon-de-Standon,P,-70.6254914746517,46.4714292695,0.64,0.59,0.54,0.56,33,0,2,349,7,0,0.94
2018,0 à 999 personnes,627,54115,Saint-Bernard-de-Michaudville,M,-73.0753749532014,45.821464398,0.59,0.58,0.54,0.56,40,0,0,240,0,0,1.00
2018,0 à 999 personnes,629,30080,Lac-Drolet,M,-70.8431418463475,45.720252195,0.57,0.56,0.54,0.56,43,0,0,225,0,0,1.00
2018,0 à 999 personnes,632,08073,Saint-Ulric,M,-67.7026546409236,48.748399351,0.45,0.54,0.54,0.56,0,0,12,0,0,331,0.00
2018,0 à 999 personnes,634,85020,Béarn,M,-79.1011019997858,47.238291974,0.45,0.49,0.54,0.56,1,5,14,0,3,258,0.30
2018,0 à 999 personnes,635,03025,Murdochville,V,-65.4768293207931,48.9627112685,0.56,0.56,0.54,0.56,14,7,25,13,5,319,0.46
2018,0 à 999 personnes,638,17055,Saint-Aubert,M,-70.1840230003513,47.1556343535,0.38,0.59,0.54,0.56,0,0,12,0,0,186,0.00
2018,0 à 999 personnes,645,02005,Percé,V,-64.332611991939,48.5471482135,0.59,0.56,0.54,0.56,0,0,40,0,0,413,0.00
2018,0 à 999 personnes,647,03010,Cloridorme,CT,-64.8730299936171,49.1586762035,0.59,0.56,0.54,0.56,0,0,22,0,0,383,0.00
2018,0 à 999 personnes,649,55015,Saint-Paul-d'Abbotsford,M,-72.8780823671111,45.4300738245,0.64,0.58,0.54,0.56,40,0,0,224,0,0,1.00
2018,0 à 999 personnes,652,35015,Saint-Adelphe,P,-72.4097003614148,46.7429961515,0.41,0.52,0.54,0.56,4,1,3,0,0,329,0.63
2018,0 à 999 personnes,656,87005,Duparquet,V,-79.1908288452264,48.4752577695,0.43,0.49,0.54,0.56,0,0,11,0,0,283,0.00
2018,0 à 999 personnes,659,87085,Dupuy,M,-79.3680841392314,48.8358020085,0.44,0.49,0.54,0.56,0,0,26,0,0,260,0.00
2018,0 à 999 personnes,660,21005,Saint-Tite-des-Caps,M,-70.7602517681278,47.1884273445,0.59,0.56,0.54,0.56,0,0,12,0,0,337,0.00
2018,0 à 999 personnes,666,14060,Saint-Philippe-de-Néri,P,-69.8802854062257,47.467173637,0.45,0.54,0.54,0.56,0,0,28,0,0,299,0.00
2018,0 à 999 personnes,669,12020,Saint-Modeste,M,-69.3794756402672,47.813896693,0.49,0.54,0.54,0.56,0,2,7,47,0,177,0.22
2018,0 à 999 personnes,669,16048,Les Éboulements,M,-70.3354166705849,47.502218011,0.63,0.56,0.54,0.56,0,0,45,0,0,410,0.00
2018,0 à 999 personnes,670,54090,Saint-Simon,M,-72.8443701603918,45.719197258,0.49,0.58,0.54,0.56,6,6,0,207,0,0,1.00
2018,0 à 999 personnes,671,62025,Saint-Alphonse-Rodriguez,M,-73.7095186015452,46.1783333655,0.45,0.56,0.54,0.56,0,0,27,0,0,449,0.00
2018,0 à 999 personnes,673,33030,Saint-Narcisse-de-Beaurivage,P,-71.2623668023175,46.497257018,0.58,0.59,0.54,0.56,0,2,4,0,0,285,0.33
2018,0 à 999 personnes,676,95018,Les Bergeronnes,M,-69.5670090049649,48.30841907,0.59,0.47,0.54,0.56,0,4,23,0,0,398,0.15
2018,0 à 999 personnes,680,26005,Frampton,M,-70.7853607862276,46.4452840985,0.59,0.59,0.54,0.56,0,0,5,0,0,301,0.00
2018,0 à 999 personnes,685,08005,Les Méchins,M,-66.8822719024315,48.931876693,0.51,0.54,0.54,0.56,2,0,6,0,0,338,0.25
2018,0 à 999 personnes,705,45093,Eastman,M,-72.3054094446724,45.330846932,0.48,0.56,0.54,0.56,0,0,45,0,0,275,0.00
2018,0 à 999 personnes,705,84025,Bryson,M,-76.6173388073709,45.668078485,0.59,0.49,0.54,0.56,0,0,3,0,0,261,0.00
2018,0 à 999 personnes,713,51080,Charette,M,-72.9398435790959,46.436264789,0.50,0.52,0.54,0.56,2,0,27,2,0,359,0.07
2018,0 à 999 personnes,714,18055,Saint-Pierre-de-la-Rivière-du-Sud,P,-70.5963727662084,46.8908505505,0.61,0.59,0.54,0.56,14,0,15,0,0,281,0.48
2018,0 à 999 personnes,714,53005,Saint-David,M,-72.8404253168074,45.931535439,0.61,0.58,0.54,0.56,44,0,0,375,0,0,1.00
2018,0 à 999 personnes,720,09025,Saint-Gabriel-de-Rimouski,M,-68.1907601379852,48.4174013235,0.38,0.54,0.54,0.56,0,0,29,0,0,295,0.00
2018,0 à 999 personnes,739,22030,Lac-Delage,V,-71.4024242317664,46.9680722505,0.59,0.56,0.54,0.56,0,0,5,0,0,245,0.00
2018,0 à 999 personnes,747,84030,Campbell's Bay,M,-76.5938216631996,45.7310368365,0.56,0.49,0.54,0.56,0,0,22,0,0,290,0.00
2018,0 à 999 personnes,748,41055,Ascot Corner,M,-71.7692218934815,45.4593486335,0.58,0.56,0.54,0.56,8,0,21,0,0,261,0.28
2018,0 à 999 personnes,750,33080,Saint-Édouard-de-Lotbinière,P,-71.8161366149324,46.554617856,0.58,0.59,0.54,0.56,0,0,25,0,0,248,0.00
2018,0 à 999 personnes,757,95005,Tadoussac,VL,-69.6131495891936,48.1360097045,0.65,0.47,0.54,0.56,81,0,0,20,0,393,1.00
2018,0 à 999 personnes,762,19050,Saint-Lazare-de-Bellechasse,M,-70.771455808895,46.639142507,0.66,0.59,0.54,0.56,29,1,2,263,0,0,0.94
2018,0 à 999 personnes,770,45030,Potton,CT,-72.3809280659981,45.0806430035,0.60,0.56,0.54,0.56,1,0,25,0,0,230,0.04
2018,0 à 999 personnes,773,37245,Saint-Stanislas,M,-72.4128502478983,46.6252474795,0.56,0.52,0.54,0.56,19,0,0,338,0,48,1.00
2018,0 à 999 personnes,774,16023,L'Isle-aux-Coudres,M,-70.4189319732332,47.3749627695,0.55,0.56,0.54,0.56,2,0,37,0,0,452,0.05
2018,0 à 999 personnes,776,35020,Saint-Séverin,P,-72.5137391524936,46.6571670025,0.29,0.52,0.54,0.56,0,1,26,3,0,343,0.04
2018,0 à 999 personnes,778,31056,Adstock,M,-71.1110669417067,46.049053923,0.69,0.59,0.54,0.56,25,0,0,337,111,0,1.00
2018,0 à 999 personnes,783,27035,Saint-Odilon-de-Cranbourne,P,-70.6642786546469,46.3516947495,0.48,0.59,0.54,0.56,0,0,8,0,0,320,0.00
2018,0 à 999 personnes,784,29100,Saint-Benoît-Labre,M,-70.7893675426921,46.0736756405,0.73,0.59,0.54,0.56,23,0,29,261,0,5,0.44
2018,0 à 999 personnes,784,92055,Girardville,M,-72.5731067334397,49.0382045845,0.56,0.56,0.54,0.56,10,0,20,0,0,410,0.33
2018,0 à 999 personnes,791,12005,Saint-Cyprien,M,-68.9708688206999,47.8755122965,0.61,0.54,0.54,0.56,2,1,35,0,0,301,0.08
2018,0 à 999 personnes,803,12065,Saint-Arsène,P,-69.4047660880454,47.911877438,0.68,0.54,0.54,0.56,9,0,0,283,0,0,1.00
2018,0 à 999 personnes,805,52085,Saint-Gabriel-de-Brandon,M,-73.3611818189511,46.283077892,0.45,0.56,0.54,0.56,0,0,33,0,0,428,0.00
2018,0 à 999 personnes,806,32072,Laurierville,M,-71.6664709584081,46.306323289,0.45,0.58,0.54,0.56,0,0,29,0,0,306,0.00
2018,0 à 999 personnes,810,82030,Pontiac,M,-76.1098270334996,45.545284448,0.59,0.49,0.54,0.56,0,0,26,0,0,351,0.00
2018,0 à 999 personnes,815,33017,Sainte-Agathe-de-Lotbinière,M,-71.4152185001573,46.366048153,0.60,0.59,0.54,0.56,1,1,27,0,0,261,0.07
2018,0 à 999 personnes,817,50023,Saint-Wenceslas,M,-72.3210713540267,46.168348267,0.56,0.58,0.54,0.56,4,0,9,6,0,259,0.31
2018,0 à 999 personnes,820,62085,Saint-Michel-des-Saints,M,-73.8764211485862,46.681929124,0.59,0.56,0.54,0.56,0,0,141,0,0,643,0.00
2018,0 à 999 personnes,822,33115,Lotbinière,M,-71.8924001347811,46.6119557535,0.56,0.59,0.54,0.56,3,0,7,0,0,264,0.30
2018,0 à 999 personnes,835,52095,Mandeville,M,-73.3744128260335,46.452976883,0.42,0.56,0.54,0.56,1,0,14,0,0,424,0.07
2018,0 à 999 personnes,838,38070,Deschaillons-sur-Saint-Laurent,M,-72.1206567208601,46.535136675,0.62,0.58,0.54,0.56,20,40,3,1,8,448,0.95
2018,0 à 999 personnes,844,87025,Palmarolle,M,-79.1960467623362,48.679224239,0.43,0.49,0.54,0.56,0,3,14,0,0,275,0.18
2018,0 à 999 personnes,845,66127,Senneville,VL,-73.9692487905887,45.4357659955,0.58,0.54,0.54,0.56,9,1,2,0,0,303,0.83
2018,0 à 999 personnes,849,54100,Saint-Hugues,M,-72.8359552027028,45.792915414,0.75,0.58,0.54,0.56,37,0,0,336,0,0,1.00
2018,0 à 999 personnes,849,91005,Lac-Bouchette,M,-72.1188006943763,48.1571489275,0.59,0.56,0.54,0.56,0,3,38,0,1,439,0.07
2018,0 à 999 personnes,851,35010,Lac-aux-Sables,P,-72.4540902838721,46.925527633,0.59,0.52,0.54,0.56,0,0,46,0,0,380,0.00
2018,0 à 999 personnes,855,15025,Notre-Dame-des-Monts,M,-70.3999228783031,47.6663444885,0.48,0.56,0.54,0.56,0,0,8,0,0,232,0.00
2018,0 à 999 personnes,860,78075,Brébeuf,P,-74.6745493594503,46.0826121095,0.59,0.58,0.54,0.56,0,0,13,0,0,402,0.00
2018,0 à 999 personnes,861,15058,Saint-Siméon,M,-69.9115934982189,47.8773648915,0.57,0.56,0.54,0.56,30,0,39,20,0,351,0.44
2018,0 à 999 personnes,862,49040,Wickham,M,-72.4883089391088,45.76458283,0.71,0.58,0.54,0.56,30,0,0,283,0,0,1.00
2018,0 à 999 personnes,863,09085,Sainte-Flavie,P,-68.2343214620286,48.5997591575,0.62,0.54,0.54,0.56,53,0,3,9,0,426,0.95
2018,0 à 999 personnes,863,77065,Saint-Adolphe-d'Howard,M,-74.3521411495764,45.954132718,0.56,0.58,0.54,0.56,0,0,41,0,0,502,0.00
2018,0 à 999 personnes,864,27065,Saint-Frédéric,P,-70.9846447098953,46.3076857855,0.50,0.59,0.54,0.56,0,56,0,0,20,257,1.00
2018,0 à 999 personnes,868,19037,Armagh,M,-70.5895171766781,46.7508343125,0.59,0.59,0.54,0.56,0,0,14,0,0,434,0.00
2018,0 à 999 personnes,870,13025,Rivière-Bleue,M,-68.9896292069108,47.4128573245,0.58,0.54,0.54,0.56,0,0,35,0,0,333,0.00
2018,0 à 999 personnes,883,34090,Saint-Ubalde,M,-72.2840437039395,46.7712639625,0.49,0.56,0.54,0.56,0,2,40,0,0,366,0.05
2018,0 à 999 personnes,884,05055,Saint-Siméon,P,-65.5601893365155,48.113009428,0.59,0.56,0.54,0.56,0,2,26,0,1,376,0.07
2018,0 à 999 personnes,884,26040,Sainte-Hénédine,P,-70.9837836647455,46.5495897315,0.46,0.59,0.54,0.56,1,0,20,1,0,312,0.05
2018,0 à 999 personnes,887,85090,Notre-Dame-du-Nord,M,-79.4244797293053,47.6035597965,0.48,0.49,0.54,0.56,0,0,40,0,0,458,0.00
2018,0 à 999 personnes,890,37215,Sainte-Geneviève-de-Batiscan,P,-72.3515716045255,46.541078766,0.56,0.52,0.54,0.56,65,0,0,360,0,0,1.00
2018,0 à 999 personnes,891,12010,Saint-Hubert-de-Rivière-du-Loup,M,-69.1651812838482,47.7826564905,0.57,0.54,0.54,0.56,0,4,35,0,2,348,0.10
2018,0 à 999 personnes,892,68010,Hemmingford,VL,-73.5855059649054,45.048984142,0.54,0.58,0.54,0.56,1,0,37,0,0,289,0.03
2018,0 à 999 personnes,893,50030,Saint-Célestin,VL,-72.435873784312,46.215283534,0.52,0.58,0.54,0.56,0,0,22,0,0,295,0.00
2018,0 à 999 personnes,908,02047,Port-Daniel--Gascons,M,-64.9455550331718,48.211219066,0.63,0.56,0.54,0.56,7,0,18,0,0,485,0.28
2018,0 à 999 personnes,926,49095,Saint-Majorique-de-Grantham,P,-72.586591757941,45.932146603,0.56,0.58,0.54,0.56,30,0,0,304,0,0,1.00
2018,0 à 999 personnes,927,37210,Batiscan,M,-72.2625726440101,46.5041227645,0.38,0.52,0.54,0.56,0,0,24,0,0,510,0.00
2018,0 à 999 personnes,933,04010,Saint-Maxime-du-Mont-Louis,M,-65.627796821616,49.189602025,0.57,0.56,0.54,0.56,1,31,14,0,20,436,0.70
2018,0 à 999 personnes,941,13065,Saint-Michel-du-Squatec,M,-68.7911765423518,47.8228945655,0.30,0.54,0.54,0.56,0,0,56,0,0,305,0.00
2018,0 à 999 personnes,947,30045,Nantes,M,-71.0140349357411,45.6357751185,0.56,0.56,0.54,0.56,0,0,53,0,0,268,0.00
2018,0 à 999 personnes,962,12043,L'Isle-Verte,M,-69.3195696045295,48.0514592455,0.59,0.54,0.54,0.56,0,0,40,0,0,474,0.00
2018,0 à 999 personnes,970,09035,Sainte-Angèle-de-Mérici,M,-68.0824868716568,48.5046274325,0.42,0.54,0.54,0.56,0,0,74,0,0,468,0.00
2018,0 à 999 personnes,988,50100,Baie-du-Febvre,M,-72.7337097808516,46.16066316,0.61,0.58,0.54,0.56,108,0,0,384,0,0,1.00
2018,0 à 999 personnes,988,85037,Lorrainville,M,-79.3183736115099,47.3640434065,0.48,0.49,0.54,0.56,0,0,25,0,0,451,0.00
2018,0 à 999 personnes,994,54095,Sainte-Hélène-de-Bagot,M,-72.7435733738209,45.7321672365,0.43,0.58,0.54,0.56,47,0,10,0,0,419,0.83
2018,1 000 à 4 999 personnes,1011,07057,Lac-au-Saumon,M,-67.3946891672742,48.404202128,0.45,0.54,0.58,0.56,0,0,26,0,0,379,0.00
2018,1 000 à 4 999 personnes,1022,96025,Pointe-Lebel,VL,-68.2223627585202,49.130118987,0.49,0.47,0.58,0.56,0,0,8,0,0,462,0.00
2018,1 000 à 4 999 personnes,1026,03020,Grande-Vallée,M,-65.1240382845958,49.1694047315,0.46,0.56,0.58,0.56,0,0,24,0,0,461,0.00
2018,1 000 à 4 999 personnes,1027,94265,Larouche,M,-71.5142405817849,48.459117643,0.61,0.56,0.58,0.56,0,0,29,0,0,441,0.00
2018,1 000 à 4 999 personnes,1034,16055,Saint-Urbain,P,-70.570296615543,47.6229899745,0.58,0.56,0.58,0.56,0,29,11,0,0,477,0.73
2018,1 000 à 4 999 personnes,1034,80045,Plaisance,M,-75.1083465614502,45.6208957605,0.62,0.49,0.58,0.56,0,0,55,0,0,383,0.00
2018,1 000 à 4 999 personnes,1042,61045,Notre-Dame-de-Lourdes,M,-73.4440285814014,46.092598353,0.59,0.56,0.58,0.56,0,0,56,0,0,356,0.00
2018,1 000 à 4 999 personnes,1061,34097,Saint-Alban,M,-72.123184833742,46.780326747,0.58,0.56,0.58,0.56,0,3,17,0,0,462,0.15
2018,1 000 à 4 999 personnes,1065,93055,Labrecque,M,-71.4924750911303,48.698836095,0.47,0.56,0.58,0.56,0,10,18,0,0,508,0.36
2018,1 000 à 4 999 personnes,1071,51035,Saint-Léon-le-Grand,P,-72.975455119884,46.332232103,0.68,0.52,0.58,0.56,28,9,0,327,11,0,1.00
2018,1 000 à 4 999 personnes,1100,69065,Sainte-Barbe,M,-74.2182835565927,45.171602312,0.59,0.58,0.58,0.56,0,0,31,0,0,675,0.00
2018,1 000 à 4 999 personnes,1107,51040,Sainte-Ursule,M,-73.0586949252274,46.325058139,0.61,0.52,0.58,0.56,0,4,105,0,0,449,0.04
2018,1 000 à 4 999 personnes,1133,77012,Sainte-Marguerite-du-Lac-Masson,V,-74.1092746417744,46.052467648,0.60,0.58,0.58,0.56,4,0,26,0,0,555,0.13
2018,1 000 à 4 999 personnes,1135,98005,Blanc-Sablon,M,-57.238813269582,51.4759947595,0.37,0.47,0.58,0.56,7,0,16,0,0,509,0.30
2018,1 000 à 4 999 personnes,1142,12057,Cacouna,M,-69.5276547980902,47.9436816415,0.73,0.54,0.58,0.56,82,0,0,585,0,0,1.00
2018,1 000 à 4 999 personnes,1147,05040,New Carlisle,M,-65.3517113283418,48.0586747955,0.45,0.56,0.58,0.56,0,0,32,0,0,469,0.00
2018,1 000 à 4 999 personnes,1147,37240,Saint-Narcisse,P,-72.5181848694098,46.5801850645,0.61,0.52,0.58,0.56,72,7,0,478,0,0,1.00
2018,1 000 à 4 999 personnes,1154,32013,Saint-Ferdinand,M,-71.6196248833087,46.1046973275,0.51,0.58,0.58,0.56,21,0,0,471,0,0,1.00
2018,1 000 à 4 999 personnes,1156,29038,Saint-Honoré-de-Shenley,M,-70.8134280699393,45.9738184585,0.70,0.59,0.58,0.56,20,0,0,378,0,27,1.00
2018,1 000 à 4 999 personnes,1159,19025,Saint-Malachie,P,-70.7593050713952,46.5328526395,0.59,0.59,0.58,0.56,0,0,28,0,0,599,0.00
2018,1 000 à 4 999 personnes,1171,95032,Longue-Rive,M,-69.3347433708552,48.5740329115,0.58,0.47,0.58,0.56,0,0,15,0,0,550,0.00
2018,1 000 à 4 999 personnes,1183,14070,Saint-Pacôme,M,-69.9425920816068,47.410478464,0.45,0.54,0.58,0.56,0,0,30,0,0,477,0.00
2018,1 000 à 4 999 personnes,1183,49113,Saint-Guillaume,M,-72.7854118695722,45.879127615,0.64,0.58,0.58,0.56,23,0,0,428,0,0,1.00
2018,1 000 à 4 999 personnes,1197,30095,Lambton,M,-71.0851491066341,45.872299309,0.71,0.56,0.58,0.56,52,0,0,301,1,2,1.00
2018,1 000 à 4 999 personnes,1235,17030,Sainte-Perpétue,M,-69.8732431033681,47.082213518,0.61,0.59,0.58,0.56,0,0,29,0,0,592,0.00
2018,1 000 à 4 999 personnes,1235,51060,Saint-Paulin,M,-73.0514580309504,46.4311449325,0.57,0.52,0.58,0.56,0,8,64,0,18,578,0.11
2018,1 000 à 4 999 personnes,1240,21020,Saint-Joachim,P,-70.8355745059001,47.0820853235,0.69,0.56,0.58,0.56,0,23,0,0,20,565,1.00
2018,1 000 à 4 999 personnes,1248,35035,Hérouxville,P,-72.6043871778668,46.6741527655,0.55,0.52,0.58,0.56,0,0,71,0,0,602,0.00
2018,1 000 à 4 999 personnes,1255,11010,Saint-Jean-de-Dieu,M,-69.0222371959349,47.9953347165,0.45,0.54,0.58,0.56,0,0,58,0,0,528,0.00
2018,1 000 à 4 999 personnes,1255,26048,Scott,M,-71.0734651437753,46.509418355,0.42,0.59,0.58,0.56,0,21,1,0,0,494,0.96
2018,1 000 à 4 999 personnes,1256,92030,Albanel,M,-72.4037857156639,48.911319907,0.54,0.56,0.58,0.56,0,0,26,0,0,544,0.00
2018,1 000 à 4 999 personnes,1259,18065,Berthier-sur-Mer,M,-70.7233545406228,46.9192054155,0.34,0.59,0.58,0.56,0,0,21,0,0,589,0.00
2018,1 000 à 4 999 personnes,1264,54110,Saint-Jude,M,-72.9900952878576,45.7893012165,0.53,0.58,0.58,0.56,78,0,0,485,0,0,1.00
2018,1 000 à 4 999 personnes,1268,33052,Saint-Flavien,M,-71.5738038430362,46.5236016785,0.68,0.59,0.58,0.56,64,0,0,358,0,0,1.00
2018,1 000 à 4 999 personnes,1268,55030,Sainte-Angèle-de-Monnoir,M,-73.0913074854654,45.3975782585,0.63,0.58,0.58,0.56,14,0,1,385,0,0,0.93
2018,1 000 à 4 999 personnes,1303,69017,Saint-Chrysostome,M,-73.7718089355713,45.11031763,0.59,0.58,0.58,0.56,0,0,63,0,0,536,0.00
2018,1 000 à 4 999 personnes,1322,32065,Lyster,M,-71.614249894818,46.3831541615,0.52,0.58,0.58,0.56,42,1,10,435,0,0,0.81
2018,1 000 à 4 999 personnes,1327,91050,La Doré,P,-72.6743319099218,48.739253541,0.55,0.56,0.58,0.56,1,3,74,0,12,570,0.05
2018,1 000 à 4 999 personnes,1330,93070,Saint-Henri-de-Taillon,M,-71.8180339962053,48.673414142,0.63,0.56,0.58,0.56,22,0,22,2,0,608,0.50
2018,1 000 à 4 999 personnes,1334,27060,Tring-Jonction,VL,-70.9957469993874,46.255571149,0.62,0.59,0.58,0.56,0,27,0,0,0,586,1.00
2018,1 000 à 4 999 personnes,1354,44071,Compton,M,-71.8277016494402,45.23249068,0.60,0.56,0.58,0.56,34,1,0,0,0,305,1.00
2018,1 000 à 4 999 personnes,1371,39097,Kingsey Falls,V,-72.090319219166,45.845397834,0.61,0.58,0.58,0.56,4,0,47,0,0,475,0.08
2018,1 000 à 4 999 personnes,1377,96030,Pointe-aux-Outardes,VL,-68.3346829155624,49.1057431545,0.45,0.47,0.58,0.56,3,1,24,0,0,630,0.14
2018,1 000 à 4 999 personnes,1405,44080,Waterville,V,-71.862951458165,45.3071380245,0.62,0.56,0.58,0.56,2,28,27,0,20,391,0.53
2018,1 000 à 4 999 personnes,1407,48038,Upton,M,-72.6797665713028,45.66126654,0.62,0.58,0.58,0.56,55,0,2,20,0,910,0.97
2018,1 000 à 4 999 personnes,1419,39152,Daveluyville,V,-72.1300273615273,46.170669118,0.66,0.58,0.58,0.56,59,0,0,0,8,529,1.00
2018,1 000 à 4 999 personnes,1421,34078,Saint-Casimir,M,-72.1551139438484,46.667013275,0.52,0.56,0.58,0.56,0,31,41,0,25,513,0.43
2018,1 000 à 4 999 personnes,1433,79078,Lac-des-Écorces,M,-75.3151452734785,46.5595098195,0.58,0.58,0.58,0.56,0,0,170,0,0,593,0.00
2018,1 000 à 4 999 personnes,1435,28045,Sainte-Justine,M,-70.3338927311766,46.4088040545,0.59,0.59,0.58,0.56,0,0,104,0,0,407,0.00
2018,1 000 à 4 999 personnes,1439,99020,Chapais,V,-74.8257797764277,49.781360948,0.60,0.53,0.58,0.56,1,0,171,0,0,538,0.01
2018,1 000 à 4 999 personnes,1452,87058,Macamic,V,-79.0640820568301,48.763021111,0.62,0.49,0.58,0.56,0,1,24,0,0,511,0.04
2018,1 000 à 4 999 personnes,1455,63030,Saint-Esprit,M,-73.6548168388003,45.9102808205,0.51,0.56,0.58,0.56,38,0,0,452,0,0,1.00
2018,1 000 à 4 999 personnes,1456,29120,Notre-Dame-des-Pins,P,-70.7150115744618,46.17436785,0.70,0.59,0.58,0.56,44,0,0,578,0,0,1.00
2018,1 000 à 4 999 personnes,1456,78120,Labelle,M,-74.7639189154502,46.2242482335,0.56,0.58,0.58,0.56,0,30,67,0,0,785,0.31
2018,1 000 à 4 999 personnes,1477,41098,Weedon,M,-71.4494216627246,45.702626858,0.61,0.56,0.58,0.56,0,0,65,0,0,468,0.00
2018,1 000 à 4 999 personnes,1498,96040,Ragueneau,P,-68.491590844039,49.129764848,0.46,0.47,0.58,0.56,0,22,0,0,17,604,1.00
2018,1 000 à 4 999 personnes,1531,52030,Sainte-Élisabeth,M,-73.3438096006551,46.1137789705,0.54,0.56,0.58,0.56,32,0,16,0,25,524,0.67
2018,1 000 à 4 999 personnes,1535,19075,Saint-Gervais,M,-70.8445000885579,46.7202948265,0.69,0.59,0.58,0.56,20,0,0,603,0,0,1.00
2018,1 000 à 4 999 personnes,1543,14035,Saint-Alexandre-de-Kamouraska,M,-69.5787658139203,47.6668604755,0.60,0.54,0.58,0.56,19,9,0,16,4,470,1.00
