annee,reg_n,mun_c,mun_n,mun_d,coord_x,coord_y,indice_fuites_ifi,indice_fuites_ifi_reg,indice_fuites_ifi_cpop,indice_fuites_ifi_qc,pertes_eau_reelles,pertes_eau_reelles_inev,nb_fuites_reparees,pourc_reseau_ausculte,long_reseau_km
2021,Abitibi-Témiscamingue,88065,SAINT-DOMINIQUE-DU-ROSAIRE,M,-78.04184953363202,48.8210111649755,,"4,7",,"6,8",,,,,
2021,Abitibi-Témiscamingue,85015,SAINT-ÉDOUARD-DE-FABRE,P,-79.33972749644605,47.17763100157227,4.68217502,"4,7",2,"6,8",22.16104800,4.73306698,8,1.00006155,8.12350000
2021,Abitibi-Témiscamingue,87030,SAINTE-GERMAINE-BOULÉ,M,-79.10670212901117,48.60279283187005,,"4,7",,"6,8",,,,,
2021,Abitibi-Témiscamingue,88085,SAINTE-GERTRUDE-MANNEVILLE,M,-78.43537873506448,48.53165877414919,,"4,7",,"6,8",,,,,
2021,Abitibi-Témiscamingue,87070,SAINTE-HÉLÈNE-DE-MANCEBOURG,P,-79.29750863795697,48.73586860000751,,"4,7",,"6,8",,,,,
2021,Abitibi-Témiscamingue,85085,SAINT-EUGÈNE-DE-GUIGUES,M,-79.35128681281921,47.523577680648735,0.81731158,"4,7",2,"6,8",1.86588000,2.28294819,1,0.50000000,4.87000000
2021,Abitibi-Témiscamingue,88060,SAINT-FÉLIX-DE-DALQUIER,M,-78.11992179068743,48.675544935606936,0.94798591,"4,7",2,"6,8",6.74100000,7.11086518,,,5.96900000
2021,Abitibi-Témiscamingue,87120,SAINT-LAMBERT (08),P,-79.43797997816048,48.952056499970375,,"4,7",,"6,8",,,,,
2021,Abitibi-Témiscamingue,88040,SAINT-MARC-DE-FIGUERY,P,-78.03012332266088,48.4593884892238,,"4,7",,"6,8",,,,,
2021,Abitibi-Témiscamingue,88050,SAINT-MATHIEU-D'HARRICANA,M,-78.1999487651297,48.47231205402385,,"4,7",,"6,8",,,,,
2021,Abitibi-Témiscamingue,89045,SENNETERRE (P),P,-77.27425512024509,48.368142523320024,,"4,7",,"6,8",,,,,
2021,Abitibi-Témiscamingue,89040,SENNETERRE (V),V,-76.42019958847474,48.26120846870015,,"4,7",,"6,8",,,,,
2021,Abitibi-Témiscamingue,87042,TASCHEREAU,M,-78.75193864039294,48.64100565882406,,"4,7",,"6,8",,,,,
2021,Abitibi-Témiscamingue,85005,TÉMISCAMING,V,-78.9975318968153,46.72000126282271,,"4,7",,"6,8",,,,,
2021,Abitibi-Témiscamingue,88075,TRÉCESSON,CT,-78.31520529681066,48.61356574377313,,"4,7",,"6,8",,,,,
2021,Abitibi-Témiscamingue,89008,VAL-D'OR,V,-77.5778026694869,47.99592818039312,3.66312373,"4,7","5,3","6,8",1390.64124000,379.63261438,18,0.95870808,197.13300000
2021,Abitibi-Témiscamingue,87105,VAL-SAINT-GILLES,M,-79.11578291676837,48.95920765626982,,"4,7",,"6,8",,,,,
2021,Abitibi-Témiscamingue,85025,VILLE-MARIE,V,-79.43014675610694,47.3312594593899,2.02883341,"4,7","2,6","6,8",69.67462609,34.34221158,5,1.00000000,24.23800000
2021,Bas-Saint-Laurent,7025,ALBERTVILLE,M,-67.37391386260363,48.32917336891954,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,7047,AMQUI,V,-67.42565424772233,48.48713318918283,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,13045,AUCLAIR,M,-68.66276778826774,47.74518764496846,0.60036521,"3,5",2,"6,8",1.59242000,2.65241887,,,2.72000000
2021,Bas-Saint-Laurent,8080,BAIE-DES-SABLES,M,-67.86009585361214,48.70847297448452,0.64743126,"3,5",2,"6,8",3.98405000,6.15362625,,,7.04500000
2021,Bas-Saint-Laurent,13055,BIENCOURT,M,-68.56959402454368,47.92859395824035,1.26867422,"3,5",2,"6,8",7.56606000,5.96375325,,1.00000000,5.50500000
2021,Bas-Saint-Laurent,12057,CACOUNA,M,-69.48229404329724,47.93007053456999,0.07359160,"3,5","2,6","6,8",1.49208209,20.27516929,,,18.78700000
2021,Bas-Saint-Laurent,7018,CAUSAPSCAL,V,-67.2361609869913,48.37531720728953,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,13005,DÉGELIS,V,-68.5205990969634,47.617205084049544,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,10005,ESPRIT-SAINT,M,-68.54420854805525,48.055914640332745,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,9060,GRAND-MÉTIS,M,-68.08947329652992,48.62945937374305,0.70000000,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,8015,GROSSES-ROCHES,M,-67.15506434857859,48.91344500396506,1.42315324,"3,5",2,"6,8",8.77287000,6.16438890,,,6.30400000
2021,Bas-Saint-Laurent,14050,KAMOURASKA,M,-69.85291851469125,47.54086237704269,1.92625543,"3,5",2,"6,8",13.55175495,7.03528448,1,1.00000000,4.94400000
2021,Bas-Saint-Laurent,7057,LAC-AU-SAUMON,M,-67.39529866143631,48.4038259292781,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,13060,LAC-DES-AIGLES,M,-68.67885203896132,47.99334175304975,0.27651148,"3,5",2,"6,8",1.66612000,6.02550030,,,5.05900000
2021,Bas-Saint-Laurent,14085,LA POCATIÈRE,V,-70.03135688520106,47.381528936536185,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,9005,LA RÉDEMPTION,P,-67.88098121784635,48.43205615573673,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,10010,LA TRINITÉ-DES-MONTS,P,-68.4162046858702,48.101308763191305,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,13050,LEJEUNE,M,-68.54429147774992,47.763406437241684,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,9015,LES HAUTEURS,M,-68.1072756567204,48.362085375358866,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,8005,LES MÉCHINS,M,-66.89333750360785,48.927326824627634,7.13830044,"3,5",2,"6,8",93.70000000,13.12637382,7,1.00000000,11.87700000
2021,Bas-Saint-Laurent,12043,L'ISLE-VERTE,M,-69.32097189262511,48.00952153446156,0.69795616,"3,5","2,6","6,8",10.65389500,15.26441863,2,,13.12000000
2021,Bas-Saint-Laurent,8053,MATANE,V,-67.48502021368635,48.79812603623423,2.50651778,"3,5","5,3","6,8",362.90940857,144.78628959,16,3.21718671,138.13000000
2021,Bas-Saint-Laurent,9048,MÉTIS-SUR-MER,V,-67.94251275636259,48.659469222729214,3.76239543,"3,5",2,"6,8",50.86324622,13.51884649,6,1.00000000,12.59100000
2021,Bas-Saint-Laurent,14005,MONT-CARMEL,M,-69.72119710609273,47.30727461175397,1.45300321,"3,5",2,"6,8",12.44849750,8.56742600,,1.00000000,8.35000000
2021,Bas-Saint-Laurent,9077,MONT-JOLI,V,-68.17987084773753,48.585721814825945,4.73478489,"3,5","3,7","6,8",319.00001250,67.37370750,14,2.00000000,57.00000000
2021,Bas-Saint-Laurent,11045,NOTRE-DAME-DES-NEIGES,M,-69.10775040329995,48.111766175907704,2.99480963,"3,5",2,"6,8",38.98758388,13.01838470,1,,12.21900000
2021,Bas-Saint-Laurent,12045,NOTRE-DAME-DES-SEPT-DOULEURS,P,-69.43600442535165,48.025710381650114,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,12080,NOTRE-DAME-DU-PORTAGE,M,-69.58908799767924,47.76152904433431,0.12610736,"3,5",2,"6,8",0.60496434,4.79721690,,,3.71500000
2021,Bas-Saint-Laurent,13015,PACKINGTON,P,-68.81097234844849,47.467886016923025,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,9040,PADOUE,M,-67.95314209894792,48.59095361565175,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,13095,POHÉNÉGAMOOK,V,-69.26425392001372,47.50487126238241,6.09817744,"3,5","2,6","6,8",240.83621204,39.49314600,2,1.99810089,42.12500000
2021,Bas-Saint-Laurent,9065,PRICE,VL,-68.1249968723501,48.601131385053655,0.72878035,"3,5","2,6","6,8",15.71011556,21.55672214,,1.00000000,17.69700000
2021,Bas-Saint-Laurent,10043,RIMOUSKI,V,-68.51884112398074,48.402591011393426,4.90944604,"3,5","5,5","6,8",2174.02239121,442.82437848,142,2.20813274,309.29300000
2021,Bas-Saint-Laurent,13025,RIVIÈRE-BLEUE,M,-68.99009494277537,47.41270190590511,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,12072,RIVIÈRE-DU-LOUP,V,-69.51809285933113,47.822820876083135,3.91283643,"3,5","5,3","6,8",802.40422031,205.06970707,9,0.42146078,142.36200000
2021,Bas-Saint-Laurent,14065,RIVIÈRE-OUELLE,M,-69.99476810651154,47.44700484405125,0.79218004,"3,5",2,"6,8",10.11601965,12.76984912,1,,16.98600000
2021,Bas-Saint-Laurent,8030,SAINT-ADELME,P,-67.30950893170098,48.81710168912622,0.64997177,"3,5",2,"6,8",1.97998750,3.04626690,6,1.00000000,2.21700000
2021,Bas-Saint-Laurent,14035,SAINT-ALEXANDRE-DE-KAMOURASKA,M,-69.57916884859439,47.668069020908426,1.54092649,"3,5","2,6","6,8",30.46061638,19.76772840,1,1.00421885,15.17000000
2021,Bas-Saint-Laurent,7065,SAINT-ALEXANDRE-DES-LACS,P,-67.28323008730801,48.47366239291596,0.52444265,"3,5",2,"6,8",1.77988750,3.39386490,2,,3.04700000
2021,Bas-Saint-Laurent,10030,SAINT-ANACLET-DE-LESSARD,P,-68.3760143194919,48.4439842634186,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,14040,SAINT-ANDRÉ,M,-69.70170504326701,47.669258989298356,1.22909012,"3,5",2,"6,8",4.10917929,3.34326933,2,,3.28000000
2021,Bas-Saint-Laurent,12015,SAINT-ANTONIN,V,-69.42736792461406,47.73546131592596,1.18513523,"3,5","2,6","6,8",41.05630750,34.64271969,2,,21.49900000
2021,Bas-Saint-Laurent,12065,SAINT-ARSÈNE,P,-69.40584313236225,47.915191007613004,0.65720708,"3,5",2,"6,8",5.93723513,9.03404018,,,7.73500000
2021,Bas-Saint-Laurent,13100,SAINT-ATHANASE,M,-69.43219354340542,47.42061576956232,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,14010,SAINT-BRUNO-DE-KAMOURASKA,M,-69.68677330642554,47.453519600051,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,9010,SAINT-CHARLES-GARNIER,P,-68.0265425931568,48.3328712858108,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,11005,SAINT-CLÉMENT,M,-69.09503025733483,47.92246379391061,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,7090,SAINT-CLÉOPHAS,P,-67.73146359502338,48.483871535967076,8.18304282,"3,5",2,"6,8",20.61609000,2.51936724,1,1.00000000,3.11600000
2021,Bas-Saint-Laurent,12005,SAINT-CYPRIEN (01),M,-68.97155543354542,47.875971206480365,0.41912021,"3,5",2,"6,8",2.07493825,4.95069955,,,11.02400000
2021,Bas-Saint-Laurent,7105,SAINT-DAMASE (01),P,-67.78788622390519,48.65108485030212,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,14055,SAINT-DENIS-DE LA BOUTEILLERIE,M,-69.92800668285795,47.49785151146342,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,9030,SAINT-DONAT (01),P,-68.23994779003448,48.49318096328026,1.06604274,"3,5",2,"6,8",4.37970750,4.10837890,2,0.98376360,6.15900000
2021,Bas-Saint-Laurent,9035,SAINTE-ANGÈLE-DE-MÉRICI,M,-68.08254324147495,48.50637642369976,4.62074660,"3,5",2,"6,8",28.10792750,6.08298397,2,1.00000000,5.88000000
2021,Bas-Saint-Laurent,14090,SAINTE-ANNE-DE-LA-POCATIÈRE,P,-70.00509624692693,47.34654565830177,0.88810304,"3,5",2,"6,8",9.72257755,10.94757823,1,,12.74600000
2021,Bas-Saint-Laurent,8023,SAINTE-FÉLICITÉ (01),M,-67.29092629297365,48.884109645993156,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,9085,SAINTE-FLAVIE,P,-68.23450170871116,48.599914744207325,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,7010,SAINTE-FLORENCE,M,-67.23677288159318,48.27201142315495,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,11030,SAINTE-FRANÇOISE (01),P,-69.04312781145393,48.074971372682725,0.80684358,"3,5",2,"6,8",1.75165000,2.17099080,,,2.66100000
2021,Bas-Saint-Laurent,14025,SAINTE-HÉLÈNE-DE-KAMOURASKA,M,-69.71590166644181,47.571757234385885,0.69034790,"3,5",2,"6,8",3.01795832,4.37164844,1,,6.83200000
2021,Bas-Saint-Laurent,7040,SAINTE-IRÈNE,P,-67.63968941905432,48.42382592838419,0.94854645,"3,5",2,"6,8",5.74591000,6.05759475,3,0.49090909,4.12500000
2021,Bas-Saint-Laurent,9020,SAINTE-JEANNE-D'ARC (01),P,-67.96827677902817,48.47508775941854,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,11035,SAINT-ÉLOI,P,-69.2015597829536,48.03186054988939,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,9092,SAINTE-LUCE,M,-68.33410252047723,48.53508243963368,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,13085,SAINT-ELZÉAR-DE-TÉMISCOUATA,M,-69.06798109817439,47.570187595462535,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,7005,SAINTE-MARGUERITE-MARIE,M,-67.09380935901264,48.31211180964432,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,8040,SAINTE-PAULE,M,-67.53092121596187,48.67111258507042,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,12030,SAINT-ÉPIPHANE,M,-69.29858350817321,47.90455921345896,1.39971672,"3,5",2,"6,8",8.59934395,6.14363164,1,1.00000000,5.16500000
2021,Bas-Saint-Laurent,11015,SAINTE-RITA,M,-68.87702385702158,47.948148814839804,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,10075,SAINT-EUGÈNE-DE-LADRIÈRE,P,-68.67592790230377,48.17758993592497,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,13030,SAINT-EUSÈBE,P,-68.90925487753393,47.53742806541417,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,10070,SAINT-FABIEN,P,-68.8636450791391,48.28397909403324,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,12025,SAINT-FRANÇOIS-XAVIER-DE-VIGER,M,-69.24637753626551,47.83696741248502,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,9025,SAINT-GABRIEL-DE-RIMOUSKI,M,-68.19645984690702,48.41750252974331,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,14075,SAINT-GABRIEL-LALEMANT,M,-69.87169079654673,47.35462450281832,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,14045,SAINT-GERMAIN,M,-69.79157392277821,47.59463472471737,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,11020,SAINT-GUY,M,-68.77449228226376,48.02925083910946,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,13090,SAINT-HONORÉ-DE-TÉMISCOUATA,M,-69.19369723963351,47.66561007242664,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,12010,SAINT-HUBERT-DE-RIVIÈRE-DU-LOUP,M,-69.15655600420038,47.78808510292034,0.69511880,"3,5",2,"6,8",6.40048714,9.20776010,1,,10.24500000
2021,Bas-Saint-Laurent,8010,SAINT-JEAN-DE-CHERBOURG,P,-67.10695731016969,48.847060910183615,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,11010,SAINT-JEAN-DE-DIEU,M,-69.0226688558787,47.995214937497074,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,13010,SAINT-JEAN-DE-LA-LANDE,M,-68.67839972559308,47.44659961074957,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,14030,SAINT-JOSEPH-DE-KAMOURASKA,P,-69.60410837746615,47.585834576185775,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,9070,SAINT-JOSEPH-DE-LEPAGE,P,-68.16774179263832,48.55851792758838,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,13040,SAINT-JUSTE-DU-LAC,M,-68.73815604894136,47.723558934208796,0.51736108,"3,5",2,"6,8",1.46667500,2.83491558,,,4.25600000
2021,Bas-Saint-Laurent,8065,SAINT-LÉANDRE,P,-67.60840696958157,48.700705410942085,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,7030,SAINT-LÉON-LE-GRAND (01),P,-67.51141265546657,48.36151934908101,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,13080,SAINT-LOUIS-DU-HA! HA!,P,-69.00494321016909,47.66398510343274,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,13020,SAINT-MARC-DU-LAC-LONG,P,-68.87834328222209,47.39253160667162,0.87621998,"3,5",2,"6,8",4.55376250,5.19705396,,,4.15600000
2021,Bas-Saint-Laurent,10025,SAINT-MARCELLIN,P,-68.28401082820164,48.33518967837703,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,11050,SAINT-MATHIEU-DE-RIOUX,M,-68.97689233867294,48.16814340806796,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,11025,SAINT-MÉDARD,M,-68.86903437758751,48.0762721875069,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,13065,SAINT-MICHEL-DU-SQUATEC,M,-68.79227571513832,47.823110308742834,2.30891502,"3,5","2,6","6,8",40.28659000,17.44827750,,1.00000000,13.88500000
2021,Bas-Saint-Laurent,12020,SAINT-MODESTE,M,-69.37837882161398,47.81316599524941,0.90189973,"3,5",2,"6,8",4.62680142,5.13006186,,0.07191141,6.95300000
2021,Bas-Saint-Laurent,7095,SAINT-MOÏSE,P,-67.84975804045334,48.52542185705846,1.15426742,"3,5",2,"6,8",4.69456750,4.06714025,,,3.79900000
2021,Bas-Saint-Laurent,10015,SAINT-NARCISSE-DE-RIMOUSKI,P,-68.47258790888189,48.24681567739135,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,7100,SAINT-NOËL,VL,-67.82649925973685,48.604795727932874,1.19767026,"3,5",2,"6,8",5.60077000,4.67638730,1,,5.62000000
2021,Bas-Saint-Laurent,9055,SAINT-OCTAVE-DE-MÉTIS,P,-68.03288254326029,48.60317623441016,0.92425822,"3,5",2,"6,8",3.20103750,3.46335842,,1.00000000,4.02100000
2021,Bas-Saint-Laurent,14080,SAINT-ONÉSIME-D'IXWORTH,M,-69.93644346021829,47.29832578814407,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,14070,SAINT-PACÔME,M,-69.9434638529575,47.4099318583133,1.51979927,"3,5","2,6","6,8",23.73100000,15.61456203,,1.00116720,17.13500000
2021,Bas-Saint-Laurent,14018,SAINT-PASCAL,V,-69.78088951034428,47.525130346945765,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,12035,SAINT-PAUL-DE-LA-CROIX,M,-69.19447069836565,47.947354437645735,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,14060,SAINT-PHILIPPE-DE-NÉRI,P,-69.8813796713434,47.465698587143706,2.38010907,"3,5",2,"6,8",20.90734250,8.78419512,1,,5.91600000
2021,Bas-Saint-Laurent,13075,SAINT-PIERRE-DE-LAMY,M,-68.98427064345634,47.787009407080575,,"3,5",,"6,8",,,,,
2021,Bas-Saint-Laurent,8035,SAINT-RENÉ-DE-MATANE,M,-67.34549658198233,48.72320304256878,1.93038597,"3,5",2,"6,8",5.24437250,2.71674814,1,0.50624367,2.96300000
2021,Bas-Saint-Laurent,11055,SAINT-SIMON (01),M,-69.01594961357222,48.21193556496918,1.34429819,"3,5",2,"6,8",4.73000000,3.51856460,2,,5.06200000
2021,Bas-Saint-Laurent,7070,SAINT-THARCISIUS,P,-67.30680901657313,48.54366456171078,0.64894886,"3,5",2,"6,8",1.22972000,1.89494130,,,3.57400000
2021,Bas-Saint-Laurent,8073,SAINT-ULRIC,M,-67.7024957660444,48.74852462269202,1.88465216,"3,5",2,"6,8",24.92369000,13.22455703,,,9.71100000
2021,Bas-Saint-Laurent,10060,SAINT-VALÉRIEN,P,-68.61876585675616,48.297230240308075,,"3,5",,"6,8",,,,,
