ï»¿ID,SOUSTYPE,OBJECTID,SHAPE__Area,SHAPE__Length
68917,2,1,134324.640625,2893.25681047273
20080,4,2,20146.4296875,619.861841106816
814,2,3,35692.31640625,942.32179032689
713,4,4,33063.984375,1367.51047746193
83148,4,5,30249.8125,1881.56094721623
88582,2,6,31344.48828125,845.603152704814
70282,2,7,26836.38671875,1257.85232434983
94212,2,8,25206.65234375,695.071626094804
63649,5,9,22397.4765625,668.736849367476
78671,4,10,20716.48046875,693.310598809469
23845,2,11,20539.6015625,661.946767000298
64860,4,12,20303.8203125,828.778498311773
94931,2,13,18526.6328125,667.56886343981
97796,2,14,18642.78515625,617.536308894598
21869,2,15,17522.6328125,607.123463016694
96246,2,16,16878.66015625,553.992591221328
68575,4,17,15391.390625,1044.13009109107
86,5,18,15290.1015625,762.22547571068
68409,4,19,14790.78515625,912.198009156559
91301,3,20,14314.33203125,696.041467256154
94430,2,21,14173.921875,606.899580287374
64586,4,22,13608.921875,469.76639539129
64802,4,23,12930.9453125,496.404474145975
79556,4,24,15547.53125,560.326690986427
64489,5,25,11195.8046875,478.691992304793
91349,4,26,13439.046875,584.670077988469
78193,4,27,8101.66796875,456.444055295847
83346,4,28,26050.78515625,714.092735578069
64898,2,29,9948.1640625,437.68248474155
60004,5,30,9868.7421875,523.529387990053
78718,4,31,12940.79296875,556.514730549362
82809,4,32,3808.00390625,471.396961175406
8175,2,33,9437.8984375,415.837071739078
91357,4,34,8903.79296875,418.588023231896
72888,4,35,8318.015625,607.588008248678
23113,2,36,8144.04296875,383.900375015499
72127,2,37,7899.421875,656.429317405194
84799,4,38,7782.1484375,435.233218510106
23385,2,39,7536.234375,357.254276698482
64872,5,40,7067.703125,396.986538879421
64604,4,41,6931.3671875,354.616454639447
8191,2,42,6571.95703125,334.233274257057
77297,2,43,6563.30078125,586.679428315404
72131,4,44,6500.96484375,543.534670931541
91353,4,45,6447.4296875,382.680622486253
23846,2,46,6451.2109375,342.57238074926
9257,2,47,6427.54296875,416.487388735632
81244,4,48,6244.73828125,606.765344787225
12023,4,49,8132.00390625,559.893196582661
59535,3,50,6118.71875,529.162598256274
80017,2,51,5994.91015625,332.180186814628
77205,4,52,5882.2890625,304.322476470971
89314,2,53,5016.8125,420.213165261989
83228,4,54,5297.015625,554.920721075057
81579,5,55,5424.3671875,366.461336811928
13897,5,56,5404.33984375,411.987019777693
11338,4,57,5148.8515625,548.111639029255
69711,4,58,5127.32421875,441.948966469894
64619,2,59,5117.04296875,311.871402328562
62673,4,60,5107.47265625,372.892262160687
91333,4,61,5095.69140625,390.61723389171
59495,3,62,2050.296875,286.535302910706
78619,4,63,5019.69140625,295.204254259355
5676,2,64,4957.73828125,446.25479787479
79500,4,65,7099.640625,441.370081393665
64242,4,66,4917.453125,518.278106157253
99827,2,67,4871.7890625,332.266044678104
79003,4,68,4795.6640625,280.541862194501
78124,4,69,5649.3125,452.287299418068
62148,4,70,4687.59375,513.886068718776
74831,5,71,4672.08203125,306.439767088888
79126,2,72,4568.51953125,405.668052009775
21871,2,73,4430.2734375,304.488494493663
68981,4,74,4411.06640625,389.903930271143
11362,5,75,4409.9375,302.115658480041
70162,4,76,4307.890625,268.528774551732
90543,4,77,4454.56640625,415.925864829528
78585,4,78,4355.6953125,288.735458812604
78683,4,79,4329.32421875,373.442915310826
8061,2,80,4309.86328125,300.541693850697
91296,3,81,4282.921875,356.915863307201
91356,4,82,4250.9921875,269.744190168479
75267,4,83,4251.578125,412.758184021113
15326,5,84,4243.9453125,307.682646740972
81788,4,85,4198.609375,394.836702813078
91363,4,86,4086.0078125,289.723827754804
66258,4,87,4066.82421875,435.919787604702
78865,4,88,4056.8359375,319.7244938283
68089,4,89,4025.15625,269.20704353347
59553,3,90,5012.36328125,370.451860481991
83068,4,91,3997.453125,355.68456709658
80191,4,92,3996.8671875,316.959505602991
64299,4,93,3953.2265625,358.360843379545
59560,3,94,3946.7734375,338.962031987127
79999,4,95,3925.2734375,363.96114996801
75206,4,96,3819.0625,388.390298828754
67879,4,97,3774.92578125,295.030797633418
74219,4,98,3752.98828125,419.707140990489
91339,4,99,3737.15625,258.349328044638
91294,3,100,3695.40234375,294.246974197338
81162,4,101,3685.1171875,291.668573984525
64272,4,102,3685.24609375,333.762513657413
69156,4,103,3650.53515625,390.33208715773
91326,4,104,3549.20703125,258.684630872697
65063,4,105,3525.85546875,367.014461897182
91325,4,106,3519.19140625,250.999316868864
82384,4,107,3429.41015625,288.894662312654
91310,4,108,4166.16015625,349.099673544955
91299,3,109,3378.140625,233.163095773687
91318,4,110,3340.8671875,289.523091962988
82811,4,111,3309.44140625,279.090476328064
64278,4,112,3255.21875,308.778021054564
64274,4,113,3246.58984375,333.51730200027
91300,3,114,3177.73046875,349.125272553977
14019,5,115,3046.921875,341.193857691854
14318,4,116,3020.0546875,302.353716760756
19045,2,117,3001.984375,260.504263151397
97786,2,118,2985.671875,249.079492308469
91297,3,119,2959.62890625,236.32572393302
78716,4,120,2950.234375,243.520780544548
78404,4,121,2917.52734375,532.128894048979
85948,4,122,2893.78515625,295.043021728828
91315,4,123,2895.41796875,377.460886913211
88886,4,124,2871.140625,300.788928245353
11364,4,125,2861.2421875,280.011798513077
83257,4,126,2845.0703125,446.308684616518
70164,4,127,2761.6484375,276.432613767401
21124,5,128,5092.9453125,352.550688053974
77615,4,129,2859.5078125,418.009569038331
91328,4,130,2678.62109375,248.641689893199
5754,2,131,2652.7109375,358.155330428134
94026,4,132,2633.20703125,423.45651091986
58241,4,133,2614.54296875,266.707241730572
91434,3,134,2601.8828125,308.350451356231
61083,2,135,2061.296875,229.211280869677
71798,4,136,2513.25,284.140327769435
91313,4,137,2554.09375,256.979330622206
91309,4,138,3359.68359375,331.316362256288
91321,4,139,2467.265625,236.126641774993
91344,4,140,2440.17578125,220.501024097486
69883,4,141,2427.3984375,197.527717868043
91311,4,142,2402.90625,328.316646823774
59512,3,143,2407.0625,227.900043901351
91420,3,144,2478.2578125,227.34136233844
78169,4,145,2358.7265625,318.989772081506
2141,4,146,2359.8359375,276.599281956501
68168,5,147,2201.76171875,223.384966598207
91314,4,148,2329.65234375,318.550041136983
59554,3,149,6438.859375,516.183828163905
91358,4,150,2446.046875,259.788071540504
73023,5,151,2192.6640625,224.953635368976
85580,5,152,2180.94140625,290.514187702746
67113,3,153,2183.19140625,245.822408196156
91319,4,154,2100.35546875,226.548381784607
17213,4,155,2057.05859375,215.116838503378
91366,4,156,2037.2265625,253.647283850877
76186,4,157,1995.78515625,235.883518202782
68127,4,158,1982.44140625,273.819621192293
91430,3,159,1962.2890625,193.853390282869
66180,5,160,1953.34375,190.278684769308
85385,5,161,1948.42578125,180.409768022239
75410,4,162,1912.94921875,216.137646109657
79902,2,163,1879.6953125,220.911490269629
75407,4,164,2927.453125,310.574713468785
23354,2,165,1825.27734375,183.399192798365
65824,4,166,1757.08984375,229.509295919743
2110,4,167,1763.91796875,233.525128226149
3169,5,168,1756.984375,193.502641770086
73778,3,169,1724.93359375,181.777610156649
70729,4,170,1725.14453125,213.793700220518
80737,5,171,1668.5,203.342601086346
6001,4,172,1650.3515625,180.088451504696
83247,4,173,1611.9375,212.475259162438
14485,5,174,1570.0546875,140.463313055021
91295,3,175,1563.9140625,167.040784343075
91429,3,176,1558.58984375,184.559483340633
66188,4,177,1521.86328125,192.508448885085
58446,5,178,1524.44921875,163.958744460619
91432,3,179,1489.47265625,179.744530018208
91365,4,180,1487.22265625,178.842201401664
81572,4,181,1474.14453125,204.870233992069
14675,5,182,1455.65625,175.288866089683
91369,4,183,1425.7265625,185.761083621606
80102,5,184,1415.22265625,151.905518398717
91431,3,185,1390.87109375,139.436266048442
91419,3,186,1362.75,196.98529240446
73844,4,187,1361.0546875,166.116105367268
91424,3,188,1348.79296875,189.346014930049
68280,5,189,1336.54296875,185.027022141076
58475,4,190,1336.75,158.136148228053
9230,2,191,1320.8984375,147.665684432119
22276,2,192,1319.1796875,146.190649568799
91435,3,193,1279.15234375,155.94072264373
78007,5,194,1250.00390625,163.586707088278
81534,5,195,1271.37109375,183.637791383264
91370,4,196,1209.48828125,158.017448893087
88882,5,197,1199.765625,169.224705181536
88885,4,198,1187.0859375,211.409849850033
23637,5,199,1133.19140625,139.030867368925
8059,5,200,1171.59765625,173.607336827088
19595,5,201,1129.4921875,142.002565436625
91422,3,202,1103.94140625,145.720292276246
9071,5,203,1096.86328125,161.44553197556
91316,4,204,1097.7890625,132.894586882253
78846,4,205,1209.6328125,168.119806662211
23185,4,206,1075.05078125,169.931679097078
68659,5,207,545.30078125,135.845180097208
83262,4,208,1037.65625,149.363313882663
82447,5,209,1007.78515625,133.732816781671
59618,3,210,959.39453125,152.421688613689
91364,4,211,929.2421875,128.258353142284
3361,5,212,926.90234375,128.974086899496
91324,4,213,874.70703125,159.871016399439
73611,3,214,833.390625,120.867764393385
91303,3,215,821.2421875,171.452689134915
91302,3,216,772.8046875,118.795013486285
91298,3,217,762.33984375,115.876395663873
72903,5,218,750.15625,118.168705051133
83224,4,219,744.4453125,122.385788596234
12738,5,220,1535.796875,182.949261767402
11656,5,221,732.0078125,135.411067536629
83328,4,222,707.00390625,120.722877726346
91336,4,223,704.58203125,118.236534632084
14108,5,224,697.2734375,108.909311872992
14899,5,225,687.9140625,127.147407231872
16559,5,226,670.05859375,130.73860498403
2530,5,227,672.875,130.827209354639
91425,3,228,356.484375,83.4869789510853
72962,5,229,622.9609375,106.589332147527
2827,5,230,621.140625,107.622113902945
16191,5,231,605.22265625,114.692950184668
91423,3,232,598.78515625,101.653066205921
82975,4,233,593.75390625,114.051325814146
37217,5,234,610.74609375,115.1818726225
91354,4,235,568.4609375,107.12536589664
91334,4,236,565.1171875,107.551776349529
78390,4,237,563.4296875,107.412817174183
91320,4,238,563.30859375,107.334217563463
91332,4,239,562.359375,107.499643778007
91346,4,240,561.12109375,106.933450621616
91350,4,241,560.3515625,107.451030879555
91331,4,242,558.48828125,106.930821722387
91338,4,243,557.0546875,107.005686694039
13522,5,244,556.88671875,98.7999422676635
91343,4,245,555.43359375,106.894128214686
91323,4,246,552.95703125,107.030475647932
82303,5,247,551.640625,107.799846063564
91352,4,248,550.46875,107.401229366755
58132,5,249,381.78125,79.9133990621896
8983,5,250,527.25,104.227811216966
91340,4,251,530.1328125,111.190509665498
91347,4,252,524.69921875,110.653546494812
23638,5,253,515.484375,110.299630550951
85788,5,254,511.48828125,96.8438495341202
59545,3,255,504.109375,102.806471705408
82464,5,256,498.7265625,90.4751835959787
23061,5,257,499.10546875,177.377457096084
23632,5,258,479.63671875,103.979525326108
66649,5,259,468.93359375,89.6932561567511
86951,5,260,466.2890625,104.285848912996
6095,2,261,453.38671875,91.3623771059092
91335,4,262,437.26171875,275.13890117275
98714,2,263,437.5546875,147.748802207037
91433,3,264,431.78515625,86.7506665882177
91421,3,265,427.09765625,82.7192889998519
92341,5,266,412.48828125,87.4120840456198
17667,5,267,406.328125,91.0066067757934
23720,5,268,397.0859375,98.1687030234669
70874,5,269,377.4453125,82.078020400786
46290,5,270,305.15234375,72.8732382813272
22998,5,271,365.8671875,81.3763030184166
58457,5,272,347.8984375,78.9683328379088
58362,5,273,266.75390625,66.1843114851492
23240,5,274,342.41015625,88.1820896373273
85631,5,275,331.625,80.5967106465828
80169,5,276,294.1953125,74.7461256868393
2323,5,277,293.05078125,78.1118759437197
58099,5,278,291.43359375,71.6003834113645
17455,5,279,272.11328125,75.8390250641057
70743,5,280,378.9140625,97.3964988364728
18786,5,281,239.30859375,69.3848026267553
10287,5,282,232.62890625,61.2041447525885
63871,5,283,200.21875,62.9448459788123
91312,4,284,221.21484375,94.4531588063813
66964,5,285,213.82421875,60.3308196906834
70402,5,286,213.734375,64.0385576161889
68063,5,287,208.8671875,58.2146783093799
72968,5,288,207.0390625,60.6534919023155
23509,5,289,196.78125,80.1179840966039
82926,5,290,171.78515625,52.4670483228161
48594,5,291,191.3828125,56.2922341063144
88505,4,292,186.34375,56.3648970094629
94027,4,293,184.34375,103.774482121747
102,5,294,171.80078125,53.9928997854006
23722,5,295,169.9296875,135.431085142233
19521,5,296,165.33203125,53.7837604795617
98093,4,297,161.72265625,89.602434581557
35902,5,298,153.63671875,52.6540595814935
93992,4,299,152.08984375,63.5554067052219
2252,5,300,150.73046875,60.7946243918232
91368,4,301,148.19140625,72.3918985380641
91371,4,302,145.96484375,71.76224433111
98094,4,303,135.45703125,80.3800994630174
22537,5,304,131.97265625,59.9987445929622
22917,5,305,126.2109375,44.9371808522985
96172,2,306,125.3671875,48.706336391858
94033,4,307,122.6953125,122.568725463632
29366,5,308,123.00390625,47.0101643817768
28094,5,309,109.734375,45.3361434620103
88706,5,310,106.54296875,44.3495928232944
23510,5,311,106.0078125,73.958896241321
23243,5,312,103.31640625,43.8172400574568
46253,4,313,100.28515625,43.480595131539
22918,5,314,71.30078125,44.4280691128614
92225,5,315,81.09765625,39.6639633343464
91330,4,316,70.828125,46.7826780092368
94023,4,317,62.75,41.6770374470202
91367,4,318,61.70703125,41.9837270368721
54163,5,319,61.64453125,31.430131600439
98713,2,320,59.77734375,33.8143248441234
47050,4,321,57.15625,30.2563344555887
23241,5,322,56.08203125,33.8001579522606
91327,4,323,53.40234375,31.2406715432399
86803,5,324,332.96484375,105.158492182887
91322,4,325,50.859375,35.3798131327275
99738,4,326,49.58984375,28.3260421636117
47613,4,327,48.2265625,27.7987198219604
91337,4,328,48.07421875,34.9326795221016
16461,5,329,47.6875,28.7300729522387
7311,5,330,47.57421875,28.7004484161181
22190,5,331,47.4921875,28.6581955926158
91342,4,332,44.59765625,32.2310650115189
91329,4,333,42.5,28.908501819771
91351,4,334,39.32421875,29.0719413885949
91341,4,335,37.98828125,28.6659516155242
91317,4,336,36.01171875,25.910713652221
91345,4,337,35.1953125,26.7505208604554
91355,4,338,35.046875,33.3768570860179
91348,4,339,34.765625,27.7652568307766
25825,5,340,26.43359375,20.5677319253606
99737,4,341,29,23.8083710347563
94038,4,342,22.2109375,25.1730118052435
94042,4,343,21.75390625,24.3322585002467
94041,4,344,15.625,19.6650385658101
94099,4,345,13.84765625,15.2601220121457
52452,5,346,13.45703125,15.1450056147209
93991,4,347,11.9765625,17.9300951488829
94035,4,348,11.71875,19.2551697778808
94034,4,349,11.36328125,18.9559102152827
94024,4,350,10.55078125,13.6045973735348
94085,4,351,10.390625,13.4570828160472
94036,4,352,9.64453125,12.4386335561548
94030,4,353,9.00390625,30.2647578912157
99844,5,354,8.4921875,13.2913353303224
94039,4,355,8.37109375,11.5799862814184
94037,4,356,6.84375,11.071545162123
94032,4,357,6.54296875,11.1976125822954
94028,4,358,5.51953125,24.2931559876572
23242,5,359,5.25390625,25.0019452832337
94040,4,360,5.046875,9.08536566339395
94025,4,361,4.59765625,9.73632762646282
96173,2,362,2.421875,9.47265085811408
96174,2,363,2.41796875,9.44875076806783
94029,4,364,1.37890625,5.12399979869008
94031,4,365,1.38671875,5.12357269487586
100655,5,366,6.08203125,10.4869735424093
100656,5,367,6.76171875,11.3122764889006
98304,5,368,1834.984375,178.865897349839
101963,5,369,13.765625,16.750042512364
101964,5,370,37.0234375,59.647499690566
101965,5,371,0.45703125,4.99242579562604
101966,5,372,119.328125,115.277153295107
101967,5,373,81.98046875,103.775977922601
102044,5,374,28.23828125,26.3859362373465
102391,5,375,108.7734375,45.2074623856448
103203,2,376,5760.19921875,328.330658198811
103250,2,377,13997.9453125,528.697848119213
103646,5,378,121.96875,50.425414610062
104209,5,379,22.3203125,39.6567394219954
95219,2,380,4727.6640625,346.224999531061
106899,2,381,5657.8828125,329.18016846982
106902,2,382,4939.42578125,311.720612217664
107367,2,383,8.37109375,23.8974638059788
107368,2,384,8.1796875,23.7499934426972
107369,2,385,8.109375,23.7268489029299
107370,2,386,8.16796875,23.7492944820288
107371,2,387,8.58203125,23.819632674079
107372,2,388,8.4375,23.8517081939774
107375,5,389,0.61328125,3.14193191014196
110561,2,390,7540.7578125,384.317974915973
110697,4,391,2285.82421875,264.721638846351
110905,5,392,150.14453125,52.0272778393951
111065,5,393,0.18359375,1.69185571048242
111066,5,394,0.17578125,1.66240401966529
114524,5,395,593.88671875,110.56490595254
116066,5,396,127.3125,85.9179808397932
115853,4,397,4697.484375,367.960508017657
116165,5,398,16329.71875,569.875909333004
116736,5,399,24.4453125,20.4661232137328
116744,5,400,7.8671875,11.4110298942597
116745,5,401,1.71484375,9.0706272155303
116770,5,402,7.2734375,11.1643373229063
117770,5,403,546.33984375,102.767490783816
73444,5,404,62.66796875,33.887155424865
117721,5,405,201.2890625,58.1792716202464
117799,5,406,5977.4375,374.920082614933
119469,5,407,233.95703125,63.807805101808
120567,3,408,5993.453125,452.903664254617
121729,5,409,228.67578125,61.0928715632466
121755,4,410,1842.18359375,214.478802535915
121756,4,411,1005.0078125,180.552992078858
121786,4,412,1019.1875,127.709820488807
121801,4,413,1195.8671875,184.083304940892
121802,4,414,1181.015625,192.379447520817
121803,4,415,583.9609375,110.642321124994
121961,3,416,3338.77734375,283.729474787314
123840,3,417,4044.19921875,493.629985895526
123846,3,418,1622.328125,182.779864899339
123865,3,419,6.64453125,10.3318990166382
123869,3,420,86.1484375,45.0858967751623
123871,3,421,156.46875,60.6377708383433
123874,3,422,22.29296875,23.4968946595235
123878,3,423,15.70703125,15.8309150975614
123879,3,424,5.16015625,9.60769596692211
123881,3,425,18.25390625,23.1354933524053
123895,3,426,3742.84375,392.626184640013
123896,3,427,3614.98828125,274.372058222044
123897,3,428,2791.16015625,332.268633052731
123883,3,429,45.6484375,27.943623655593
123850,3,430,6844.30078125,469.830738839583
123885,3,431,5.37109375,9.55862049278339
123886,3,432,4.28125,8.28172664734776
124804,5,433,17.66796875,17.1745887789603
126300,5,434,432.2421875,83.4858475818912
126303,5,435,7.28125,12.5810978599834
126307,5,436,7.30078125,12.6122448773226
126308,5,437,7.3125,12.6168933009585
126320,5,438,7.2890625,12.5848844530335
126321,5,439,7.3359375,12.6339237580731
126322,5,440,7.32421875,12.6258732434919
126925,5,441,486.953125,104.727762721389
126930,5,442,56.55078125,38.0708157661684
126933,5,443,8.50390625,11.6993245814099
126936,5,444,39.38671875,49.9403034899008
126938,5,445,27.03515625,23.5779769247314
127674,2,446,9467.28515625,389.309408583771
128343,3,447,5565.18359375,519.07334701824
129666,2,448,2214.4375,207.353893570513
129667,2,449,933.359375,131.526417158493
129748,3,450,613.9453125,113.639083374124
129749,3,451,466.1484375,195.528785182958
130631,2,452,1251.11328125,145.41203936428
130632,2,453,1488.35546875,167.331874851508
131009,3,454,198.9921875,72.00871503601
131010,3,455,182.0703125,196.344912540102
131012,3,456,140.09375,55.1003218202206
131956,2,457,1152.109375,153.346145768247
132639,2,458,3.7890625,7.88769101622667
132640,2,459,7.828125,11.9211089081324
132843,3,460,3533.8828125,294.16445145967
132852,3,461,2057.84375,284.172208743811
132853,3,462,991.0546875,125.784589159405
132892,3,463,100.16015625,64.9193373398177
133329,2,464,8631.16796875,415.249060615422
133330,2,465,7.109375,11.1490276362675
133331,2,466,2.04296875,5.9746316884909
133658,2,467,472.140625,93.0734325765573
134641,4,468,27.40625,20.9471267127934
134643,4,469,64.5546875,39.6829541470161
134654,4,470,34.64453125,24.9736069005319
134788,4,471,64.6796875,35.5262771555494
135557,5,472,166.3125,59.1168011716779
135558,5,473,135.8515625,52.1494034165294
135697,2,474,567.70703125,103.3441760205
135825,4,475,7254.9921875,512.106649240928
135826,4,476,30.625,22.2156176046393
135827,4,477,869.40234375,123.01548098766
135828,4,478,7.33984375,13.1737508214127
135829,4,479,11.4375,14.9251563307677
136244,5,480,812.52734375,142.163018910756
136193,5,481,2344.21875,195.531937835657
136202,5,482,674.26171875,109.569563366933
136616,2,483,94.48828125,39.3414107788817
136617,2,484,137.6953125,46.9671069804777
136619,2,485,349.62890625,140.595115048663
136614,2,486,2565.921875,251.613104261495
136615,2,487,1164.4140625,204.466451576633
136865,4,488,2530.28125,271.349783843422
136866,4,489,7.16796875,11.073595621998
136867,4,490,16.25,16.8817782413402
136868,4,491,6.953125,10.8119407709414
136869,4,492,40.73828125,26.06108256747
136870,4,493,5.78515625,9.64495570458557
136872,4,494,10.77734375,13.463261632886
136875,4,495,8.515625,13.4611140427927
136876,4,496,5.09375,9.88603922074753
136877,4,497,31.91796875,22.6752141561513
136878,4,498,4.6953125,14.1624946528841
137678,4,499,3.46484375,7.4507211840111
137679,4,500,70.0078125,44.9753252317157
137672,4,501,11.1953125,13.5741769468619
137674,4,502,30.5078125,22.504860431704
137676,4,503,51.33203125,33.8049670872861
137677,4,504,37.37109375,56.4786895806238
139070,4,505,1160.1875,185.905741324097
137665,4,506,21.75,18.8604724433358
137667,4,507,168.25,72.1649741131067
137669,4,508,116.49609375,60.4919488217396
137671,4,509,12.421875,14.1046859297952
137680,4,510,8.1796875,11.4686318275966
137681,4,511,24.75390625,40.5729561752819
137682,4,512,90.16015625,53.5873611345644
137683,4,513,42.421875,42.4072736772089
138468,5,514,42.30078125,31.8247209059126
138620,2,515,2.15234375,7.11167162697203
138621,2,516,13.4453125,31.7192363290592
138097,2,517,4506.6328125,299.205636925254
138619,2,518,291.06640625,67.7878503730536
139071,4,519,1827.26953125,175.786920773407
139072,4,520,1543.41796875,228.500365984115
139067,4,521,649.76171875,113.292037723058
139073,4,522,2173.49609375,189.946876030501
139068,4,523,1445.359375,170.76417558265
139069,4,524,1716.18359375,217.759814783772
139064,4,525,1597.15234375,185.505102192718
139065,4,526,271.84375,72.1970978748945
139066,4,527,1383.765625,302.218360280341
139074,4,528,1377.25390625,165.896850251499
140265,4,529,3356.8828125,338.371995763067
140444,5,530,250.953125,71.2328179463253
141635,5,531,1757.74609375,186.38948688547
141641,5,532,183.76953125,60.0420474867094
142422,3,533,1012.88671875,132.012210739093
89312,2,534,2638.16015625,238.359821081873
144182,2,535,210.5,64.0145999237288
89311,2,536,5133.7578125,320.965825542821
89313,2,537,323.72265625,73.3030776296901
146984,2,538,148.8828125,49.2937042889107
147443,5,539,124.125,47.1844686176477
147494,4,540,161.453125,76.9363748384209
147495,4,541,4924.8203125,411.263584127226
147496,4,542,15.0859375,24.4381523189246
147497,4,543,168.9609375,118.113555034432
147544,2,544,275.2421875,70.1575161844671
147667,2,545,49.21875,29.3484578578513
147842,5,546,114.99609375,45.6085105701315
147885,5,547,36.44140625,28.8646406330786
147986,5,548,9.18359375,13.2530633967334
150370,5,549,50.06640625,28.4581960965819
150615,5,550,8.36328125,11.5696709066903
151523,5,551,2073.79296875,237.680084876105
151556,2,552,2205.26953125,188.847021454299
151800,4,553,1852.00390625,243.565595874792
151802,4,554,17920.0546875,922.178148269073
152342,2,555,1447.3203125,167.175868779489
152343,2,556,798.328125,117.185857477456
152964,2,557,756.5078125,118.734767175598
153180,2,558,928.5,136.664776090033
153253,2,559,14217.07421875,655.247017225042
153992,2,560,1336.4921875,157.887448736002
154434,5,561,167.20703125,54.5033550187329
157491,5,562,13896.37109375,905.35592330788
154505,5,563,1691.78125,189.22592891623
154567,2,564,438.1875,84.9960931455177
154568,2,565,463.78515625,92.9791715771019
154844,4,566,2436.99609375,245.857771611851
154846,4,567,791.08984375,124.603633864742
154848,4,568,1256.5234375,166.840535007579
154849,4,569,2642.41796875,202.056797195278
154850,4,570,1132.70703125,142.887869294192
154852,4,571,1942.8203125,197.508929922556
155832,4,572,1503.06640625,254.498188080724
156332,4,573,5312.8828125,434.159836022533
156340,2,574,21574.58203125,589.358795404174
156495,2,575,937.65234375,141.368350758443
156500,2,576,207.15625,58.7678868941
156592,2,577,29464.421875,728.058013494808
156593,2,578,1535.23828125,165.318961754721
156594,2,579,25.67578125,21.838736553632
156795,3,580,548.98828125,96.6554600216098
157194,5,581,299.87890625,72.2912014207985
157769,4,582,4501.890625,317.521566249017
157770,4,583,11.1796875,14.6489732932766
157771,4,584,20.5078125,18.9687225862895
158301,2,585,880.87109375,121.113451613287
158302,2,586,215.6640625,84.4328311758162
158303,2,587,869.29296875,215.988911127107
159221,4,588,1625.49609375,161.272521523936
159222,4,589,92.15234375,55.4187284905569
159280,4,590,2919.6484375,252.2216621421
159286,4,591,110.90234375,57.5965084776602
159287,4,592,50.4921875,35.1775111161248
160384,2,593,345.3125,79.5095746413679
161513,2,594,878.4765625,137.843777947612
162308,5,595,54.67578125,33.8848428221122
