ï»¿ID,DATE_ATTRIB,TYPE_LIEU,TYPE_DOSSIER_INTERV,SECTEUR_SCIAN,REGION 
11712,2022-08-23,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LAVAL
11713,2022-08-23,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LAVAL
11714,2022-08-23,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LAVAL
11715,2022-08-23,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LAVAL
11716,2022-08-23,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LAVAL
11717,2022-08-23,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LAVAL
11718,2022-08-23,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,LAVAL
11719,2022-08-23,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,LAVAL
11720,2022-08-23,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,LAVAL
11721,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
11722,2022-08-24,ETABLISSEMENT,PLAINTE,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",MONTREAL
11723,2022-08-24,ETABLISSEMENT,PLAINTE,ADMINISTRATIONS PUBLIQUES,ABITIBI-TEMISCAMINGUE
11724,2022-08-24,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),ABITIBI-TEMISCAMINGUE
11725,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
11726,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
11727,2022-08-24,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
11728,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,ESTRIE
11729,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
11730,2022-08-24,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS NON DURABLES,MONTREAL
11731,2022-08-24,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,MONTREAL
11732,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CAPITALE-NATIONALE
11733,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),OUTAOUAIS
11734,2022-08-24,ETABLISSEMENT,PLAINTE,AUTRES SERVICES,LAVAL
11735,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),OUTAOUAIS
11736,2022-08-24,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,LAVAL
11737,2022-08-24,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
11738,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
11739,2022-08-24,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,CHAUDIERE-APPALACHES
11740,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,CAPITALE-NATIONALE
11741,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
11742,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),BAS-ST-LAURENT
11743,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11744,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11745,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11746,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11747,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11748,2022-08-24,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,MAURICIE ET CENTRE-DU-QUEBEC
11749,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11750,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11751,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11752,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,OUTAOUAIS
11753,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,OUTAOUAIS
11754,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11755,2022-08-24,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
11756,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,OUTAOUAIS
11757,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11758,2022-08-24,ETABLISSEMENT,PLAINTE,COMMERCE DE DETAIL,LAVAL
11759,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,OUTAOUAIS
11760,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11761,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,OUTAOUAIS
11762,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,OUTAOUAIS
11763,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,OUTAOUAIS
11764,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,TRANSPORT ET ENTREPOSAGE,YAMASKA
11765,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,OUTAOUAIS
11766,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,OUTAOUAIS
11767,2022-08-24,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS NON DURABLES,SAGUENAY-LAC-ST-JEAN
11768,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,OUTAOUAIS
11769,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,OUTAOUAIS
11770,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,OUTAOUAIS
11771,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
11772,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
11773,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
11774,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CAPITALE-NATIONALE
11775,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
11776,2022-08-24,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LAVAL
11777,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11778,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LONGUEUIL
11779,2022-08-24,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LAURENTIDES
11780,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,"SERVICES PROFESSIONNELS, SCIENTIFIQUES ET TECHNIQUES",ABITIBI-TEMISCAMINGUE
11781,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,LONGUEUIL
11782,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ABITIBI-TEMISCAMINGUE
11783,2022-08-24,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
11784,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
11785,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
11786,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),GASPESIE-ILES-DE-LA-MADELEINE
11787,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
11788,2022-08-25,ETABLISSEMENT,PLAINTE,AUTRES SERVICES,MONTREAL
11789,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
11790,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
11791,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
11792,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
11793,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,"EXTRACTION MINIERE, EXPLOITATION EN CARRIERE ET EXTRACTION DE PETROLE ET DE GAZ",ABITIBI-TEMISCAMINGUE
11794,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
11795,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
11796,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MONTREAL
11797,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
11798,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
11799,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
11800,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,SOINS DE SANTE ET ASSISTANCE SOCIALE,CHAUDIERE-APPALACHES
11801,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
11802,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),YAMASKA
11803,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
11804,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
11805,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ABITIBI-TEMISCAMINGUE
11806,2022-08-25,ETABLISSEMENT,PLAINTE,COMMERCE DE DETAIL,CHAUDIERE-APPALACHES
11807,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LAVAL
11808,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
11809,2022-08-25,ETABLISSEMENT,PMSD,SOINS DE SANTE ET ASSISTANCE SOCIALE,ESTRIE
11810,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),ESTRIE
11811,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,OUTAOUAIS
11812,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,OUTAOUAIS
11813,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),GASPESIE-ILES-DE-LA-MADELEINE
11814,2022-08-25,ETABLISSEMENT,PLAINTE,HEBERGEMENT ET SERVICES DE RESTAURATION,SAGUENAY-LAC-ST-JEAN
11815,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),ESTRIE
11816,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
11817,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,CAPITALE-NATIONALE
11818,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,ESTRIE
11819,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
11820,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),YAMASKA
11821,2022-08-25,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS NON DURABLES,SAGUENAY-LAC-ST-JEAN
11822,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
11823,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,CAPITALE-NATIONALE
11824,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,CAPITALE-NATIONALE
11825,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,CAPITALE-NATIONALE
11826,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,CAPITALE-NATIONALE
11827,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
11828,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
11829,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
11830,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
11831,2022-08-25,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,CAPITALE-NATIONALE
11832,2022-08-26,ETABLISSEMENT,PLAINTE,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
11833,2022-08-26,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11834,2022-08-26,ETABLISSEMENT,PLAINTE,COMMERCE DE DETAIL,MAURICIE ET CENTRE-DU-QUEBEC
11835,2022-08-26,ETABLISSEMENT,PLAINTE,COMMERCE DE DETAIL,MAURICIE ET CENTRE-DU-QUEBEC
11836,2022-08-26,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS NON DURABLES,MAURICIE ET CENTRE-DU-QUEBEC
11837,2022-08-26,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MAURICIE ET CENTRE-DU-QUEBEC
11838,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LAURENTIDES
11839,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LAURENTIDES
11840,2022-08-26,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
11841,2022-08-26,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,OUTAOUAIS
11842,2022-08-26,ETABLISSEMENT,PLAINTE,"INFORMATION, CULTURE ET LOISIRS",SAGUENAY-LAC-ST-JEAN
11843,2022-08-26,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ABITIBI-TEMISCAMINGUE
11844,2022-08-26,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
11845,2022-08-26,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
11846,2022-08-26,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MONTREAL
11847,2022-08-26,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
11848,2022-08-26,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MONTREAL
11849,2022-08-26,ETABLISSEMENT,LOI ET REGLEMENTS,SERVICES PUBLICS,MONTREAL
11850,2022-08-26,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
11851,2022-08-26,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
11852,2022-08-26,LIEU NON CLASSE,LOI ET REGLEMENTS,INDETERMINE (AUTRES),SAGUENAY-LAC-ST-JEAN
11853,2022-08-26,ETABLISSEMENT,PLAINTE,ADMINISTRATIONS PUBLIQUES,MONTREAL
11854,2022-08-26,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
11855,2022-08-26,ETABLISSEMENT,PLAINTE,COMMERCE DE GROS,MONTREAL
11856,2022-08-26,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
11857,2022-08-26,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),YAMASKA
11858,2022-08-26,AUTRE LIEU DE TRAVAIL,LOI ET REGLEMENTS,INDETERMINE (AUTRES),COTE-NORD
11859,2022-08-26,AUTRE LIEU DE TRAVAIL,LOI ET REGLEMENTS,INDETERMINE (AUTRES),COTE-NORD
11860,2022-08-26,ETABLISSEMENT,PLAINTE,ADMINISTRATIONS PUBLIQUES,CAPITALE-NATIONALE
11861,2022-08-26,ETABLISSEMENT,LOI ET REGLEMENTS,ADMINISTRATIONS PUBLIQUES,COTE-NORD
11862,2022-08-26,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),COTE-NORD
11863,2022-08-26,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
11864,2022-08-26,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
11865,2022-08-26,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),OUTAOUAIS
11866,2022-08-26,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
11867,2022-08-26,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LAVAL
11868,2022-08-26,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),OUTAOUAIS
11869,2022-08-26,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),OUTAOUAIS
11870,2022-08-26,LIEU NON CLASSE,LOI ET REGLEMENTS,INDETERMINE (AUTRES),OUTAOUAIS
11871,2022-08-26,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
11872,2022-08-24,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LANAUDIERE
11873,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LANAUDIERE
11874,2022-08-25,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LANAUDIERE
11875,2022-08-26,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
11876,2022-08-29,ETABLISSEMENT,PLAINTE,CONSTRUCTION,LAVAL
11877,2022-08-29,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ABITIBI-TEMISCAMINGUE
11878,2022-08-29,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
11879,2022-08-25,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LAVAL
11880,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
11881,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
11882,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MONTREAL
11883,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,"SERVICES PROFESSIONNELS, SCIENTIFIQUES ET TECHNIQUES",MONTREAL
11884,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
11885,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
11886,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MONTREAL
11887,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MONTREAL
11888,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
11889,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MONTREAL
11890,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MONTREAL
11891,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
11892,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
11893,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
11894,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
11895,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
11896,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
11897,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
11898,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,MONTREAL
11899,2022-08-29,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
11900,2022-08-29,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,BAS-ST-LAURENT
11901,2022-08-29,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
11902,2022-08-29,ETABLISSEMENT,PLAINTE,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",BAS-ST-LAURENT
11903,2022-08-29,ETABLISSEMENT,PLAINTE,HEBERGEMENT ET SERVICES DE RESTAURATION,BAS-ST-LAURENT
11904,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,VALLEYFIELD
11905,2022-08-29,ETABLISSEMENT,PLAINTE,COMMERCE DE GROS,MAURICIE ET CENTRE-DU-QUEBEC
11906,2022-08-29,ETABLISSEMENT,PLAINTE,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
11907,2022-08-29,ETABLISSEMENT,PLAINTE,"INFORMATION, CULTURE ET LOISIRS",MONTREAL
11908,2022-08-29,ETABLISSEMENT,REFUS,SERVICES D'ENSEIGNEMENT,MONTREAL
11909,2022-08-29,ETABLISSEMENT,PLAINTE,COMMERCE DE DETAIL,MAURICIE ET CENTRE-DU-QUEBEC
11910,2022-08-29,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,ABITIBI-TEMISCAMINGUE
11911,2022-08-29,CHANTIER,ENQUETE,INDETERMINE (CHANTIER),VALLEYFIELD
11912,2022-08-29,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,SAGUENAY-LAC-ST-JEAN
11913,2022-08-29,ETABLISSEMENT,PLAINTE,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",SAGUENAY-LAC-ST-JEAN
11914,2022-08-29,ETABLISSEMENT,PLAINTE,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",ABITIBI-TEMISCAMINGUE
11915,2022-08-29,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),BAS-ST-LAURENT
11916,2022-08-29,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),BAS-ST-LAURENT
11917,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,"INFORMATION, CULTURE ET LOISIRS",MONTREAL
11918,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MONTREAL
11919,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
11920,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,SERVICES IMMOBILIERS ET SERVICES DE LOCATION ET DE LOCATION A BAIL,MONTREAL
11921,2022-08-29,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
11922,2022-08-29,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
11923,2022-08-29,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
11924,2022-08-29,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
11925,2022-08-29,ETABLISSEMENT,PLAINTE,AUTRES SERVICES,LAVAL
11926,2022-08-29,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,COTE-NORD
11927,2022-08-29,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
11928,2022-08-29,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
11929,2022-08-29,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
11930,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,LONGUEUIL
11931,2022-08-29,ETABLISSEMENT,PLAINTE,AGRICULTURE,CHAUDIERE-APPALACHES
11932,2022-08-29,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LAURENTIDES
11933,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11934,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11935,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11936,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11937,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11938,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11939,2022-08-29,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS NON DURABLES,MONTREAL
11940,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11941,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11942,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11943,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
11944,2022-08-29,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
