ï»¿ID,DATE_ATTRIB,TYPE_LIEU,TYPE_DOSSIER_INTERV,SECTEUR_SCIAN,REGION 
5030,2022-04-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
5031,2022-04-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
5032,2022-04-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
5033,2022-04-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
5034,2022-04-07,ETABLISSEMENT,PLAINTE,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
5035,2022-04-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),COTE-NORD
5036,2022-04-05,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LAURENTIDES
5037,2022-04-07,ETABLISSEMENT,PLAINTE,TRANSPORT ET ENTREPOSAGE,ESTRIE
5038,2022-04-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
5039,2022-04-07,AUTRE LIEU DE TRAVAIL,PLAINTE,INDETERMINE (AUTRES),VALLEYFIELD
5040,2022-04-07,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
5041,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MAURICIE ET CENTRE-DU-QUEBEC
5042,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,LONGUEUIL
5043,2022-04-07,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5044,2022-04-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),COTE-NORD
5045,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,LONGUEUIL
5046,2022-04-07,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LONGUEUIL
5047,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5048,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5049,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5050,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5051,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5052,2022-04-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
5053,2022-04-07,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5054,2022-04-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5055,2022-04-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5056,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
5057,2022-04-07,ETABLISSEMENT,ASSISTANCE,COMMERCE DE DETAIL,COTE-NORD
5058,2022-04-07,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5059,2022-04-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5060,2022-04-07,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,BAS-ST-LAURENT
5061,2022-04-07,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS NON DURABLES,BAS-ST-LAURENT
5062,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,LAURENTIDES
5063,2022-04-07,ETABLISSEMENT,ENQUETE,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
5064,2022-04-07,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,LAURENTIDES
5065,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
5066,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
5067,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
5068,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
5069,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
5070,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
5071,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
5072,2022-04-07,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
5073,2022-04-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
5074,2022-04-08,ETABLISSEMENT,PLAINTE,COMMERCE DE DETAIL,SAGUENAY-LAC-ST-JEAN
5075,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
5076,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
5077,2022-04-08,ETABLISSEMENT,ENQUETE,TRANSPORT ET ENTREPOSAGE,MONTREAL
5078,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
5079,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
5080,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
5081,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
5082,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
5083,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,SOINS DE SANTE ET ASSISTANCE SOCIALE,ESTRIE
5084,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,SOINS DE SANTE ET ASSISTANCE SOCIALE,ESTRIE
5085,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,SOINS DE SANTE ET ASSISTANCE SOCIALE,ESTRIE
5086,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,SOINS DE SANTE ET ASSISTANCE SOCIALE,ESTRIE
5087,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,SOINS DE SANTE ET ASSISTANCE SOCIALE,ESTRIE
5088,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5089,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,SOINS DE SANTE ET ASSISTANCE SOCIALE,ESTRIE
5090,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5091,2022-04-08,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5092,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5093,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5094,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,SOINS DE SANTE ET ASSISTANCE SOCIALE,ESTRIE
5095,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,SOINS DE SANTE ET ASSISTANCE SOCIALE,ESTRIE
5096,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,SOINS DE SANTE ET ASSISTANCE SOCIALE,ESTRIE
5097,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),BAS-ST-LAURENT
5098,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
5099,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),BAS-ST-LAURENT
5100,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,MONTREAL
5101,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,MONTREAL
5102,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,MONTREAL
5103,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,MONTREAL
5104,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,MONTREAL
5105,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
5106,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,MONTREAL
5107,2022-04-08,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
5108,2022-04-08,ETABLISSEMENT,PLAINTE,TRANSPORT ET ENTREPOSAGE,ESTRIE
5109,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,"EXTRACTION MINIERE, EXPLOITATION EN CARRIERE ET EXTRACTION DE PETROLE ET DE GAZ",ABITIBI-TEMISCAMINGUE
5110,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5111,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,"EXTRACTION MINIERE, EXPLOITATION EN CARRIERE ET EXTRACTION DE PETROLE ET DE GAZ",ABITIBI-TEMISCAMINGUE
5112,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,"EXTRACTION MINIERE, EXPLOITATION EN CARRIERE ET EXTRACTION DE PETROLE ET DE GAZ",ABITIBI-TEMISCAMINGUE
5113,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5114,2022-04-08,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,ESTRIE
5115,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5116,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5117,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,BAS-ST-LAURENT
5118,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,COTE-NORD
5119,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,ADMINISTRATIONS PUBLIQUES,COTE-NORD
5120,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,ADMINISTRATIONS PUBLIQUES,COTE-NORD
5121,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5122,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,ADMINISTRATIONS PUBLIQUES,COTE-NORD
5123,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,BAS-ST-LAURENT
5124,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,BAS-ST-LAURENT
5125,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5126,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LONGUEUIL
5127,2022-04-08,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LONGUEUIL
5128,2022-04-08,ETABLISSEMENT,PLAINTE,HEBERGEMENT ET SERVICES DE RESTAURATION,CHAUDIERE-APPALACHES
5129,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,OUTAOUAIS
5130,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
5131,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,LONGUEUIL
5132,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,LONGUEUIL
5133,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,LONGUEUIL
5134,2022-04-08,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5135,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5136,2022-04-08,ETABLISSEMENT,PLAINTE,"EXTRACTION MINIERE, EXPLOITATION EN CARRIERE ET EXTRACTION DE PETROLE ET DE GAZ",SAGUENAY-LAC-ST-JEAN
5137,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
5138,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
5139,2022-04-08,LIEU NON CLASSE,LOI ET REGLEMENTS,INDETERMINE (AUTRES),ESTRIE
5140,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,BAS-ST-LAURENT
5141,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
5142,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,BAS-ST-LAURENT
5143,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",BAS-ST-LAURENT
5144,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
5145,2022-04-08,ETABLISSEMENT,PLAINTE,AUTRES SERVICES,CAPITALE-NATIONALE
5146,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,CAPITALE-NATIONALE
5147,2022-04-09,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,LAURENTIDES
5148,2022-04-10,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LAVAL
5149,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LONGUEUIL
5150,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LONGUEUIL
5151,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LONGUEUIL
5152,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LONGUEUIL
5153,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LONGUEUIL
5154,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LONGUEUIL
5155,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LONGUEUIL
5156,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
5157,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LANAUDIERE
5158,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LANAUDIERE
5159,2022-04-11,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
5160,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LANAUDIERE
5161,2022-04-11,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
5162,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LANAUDIERE
5163,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,"FORESTERIE, EXPLOITATION FORESTIERE ET ACTIVITES DE SOUTIEN A LA FORESTERIE",COTE-NORD
5164,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LANAUDIERE
5165,2022-04-11,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,CHAUDIERE-APPALACHES
5166,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,COTE-NORD
5167,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
5168,2022-04-11,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5169,2022-04-09,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LANAUDIERE
5170,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
5171,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5172,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5173,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5174,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5175,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5176,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5177,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5178,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5179,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5180,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5181,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5182,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5183,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5184,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5185,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),COTE-NORD
5186,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),COTE-NORD
5187,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ESTRIE
5188,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),COTE-NORD
5189,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,ST-JEAN-SUR-RICHELIEU
5190,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,ST-JEAN-SUR-RICHELIEU
5191,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,ST-JEAN-SUR-RICHELIEU
5192,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,ST-JEAN-SUR-RICHELIEU
5193,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5194,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5195,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5196,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5197,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ST-JEAN-SUR-RICHELIEU
5198,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
5199,2022-04-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
5200,2022-04-11,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
5201,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5202,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5203,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
5204,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
5205,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5206,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
5207,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),COTE-NORD
5208,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,LAURENTIDES
5209,2022-04-08,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,LAURENTIDES
5210,2022-04-11,ETABLISSEMENT,PLAINTE,AUTRES SERVICES,CAPITALE-NATIONALE
5211,2022-04-11,ETABLISSEMENT,PLAINTE,SERVICES IMMOBILIERS ET SERVICES DE LOCATION ET DE LOCATION A BAIL,CAPITALE-NATIONALE
5212,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CAPITALE-NATIONALE
5213,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CAPITALE-NATIONALE
5214,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CAPITALE-NATIONALE
5215,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CAPITALE-NATIONALE
5216,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CAPITALE-NATIONALE
5217,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CAPITALE-NATIONALE
5218,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CAPITALE-NATIONALE
5219,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CAPITALE-NATIONALE
5220,2022-04-11,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CAPITALE-NATIONALE
5221,2022-04-12,ETABLISSEMENT,PLAINTE,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",MONTREAL
5222,2022-04-12,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,CHAUDIERE-APPALACHES
5223,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),COTE-NORD
5224,2022-04-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,LANAUDIERE
5225,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
5226,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
5227,2022-04-12,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
5228,2022-04-12,ETABLISSEMENT,LOI ET REGLEMENTS,"EXTRACTION MINIERE, EXPLOITATION EN CARRIERE ET EXTRACTION DE PETROLE ET DE GAZ",ABITIBI-TEMISCAMINGUE
5229,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
5230,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
5231,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
5232,2022-04-12,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,LONGUEUIL
5233,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
5234,2022-04-12,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LANAUDIERE
5235,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
5236,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ESTRIE
5237,2022-04-12,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,CAPITALE-NATIONALE
5238,2022-04-12,ETABLISSEMENT,PLAINTE,AUTRES SERVICES,CAPITALE-NATIONALE
5239,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
5240,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
5241,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
5242,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
5243,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
5244,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
5245,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
5246,2022-04-12,ETABLISSEMENT,PLAINTE,COMMERCE DE DETAIL,ABITIBI-TEMISCAMINGUE
5247,2022-04-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,LAURENTIDES
5248,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
5249,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
5250,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
5251,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
5252,2022-04-11,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
5253,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
5254,2022-04-12,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,YAMASKA
5255,2022-04-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ABITIBI-TEMISCAMINGUE
