Instance,Type_assemblee,Publique,Diffusion_web,Date,Heure,Endroit,Salle,Rue,No_civique
Comité exécutif ,Régulière,Oui,Oui,2021-10-06,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-10-13,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-10-20,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-10-27,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-11-03,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-11-10,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-11-25,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-12-08,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-12-15,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-12-22,07:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-12-27,10:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2021-12-31,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2021-01-20,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2021-01-22,11:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2021-12-02,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2021-12-22,17:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2021-12-23,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2021-12-24,11:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-01-25,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-01-26,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-02-22,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-02-23,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-03-22,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-03-23,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-04-19,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-04-20,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-05-17,13:17:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-05-18,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-06-14,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-06-15,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-06-15,,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-06-16,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-08-23,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-08-24,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-09-27,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-11-29,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2021-12-20,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Extraordinaire,Oui,Oui,2021-12-22,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Extraordinaire,Oui,Oui,2021-12-24,10:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2021-01-28,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2021-02-19,11:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2021-02-25,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2021-03-19,11:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2021-03-25,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2021-04-16,11:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2021-04-22,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2021-05-14,11:09:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2021-05-20,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2021-06-11,15:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2021-06-17,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2021-08-26,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2021-09-30,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-01-05,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-01-10,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-01-12,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-01-14,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-01-19,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-01-21,08:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-01-24,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-01-28,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-02-02,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-02-07,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-02-09,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-02-11,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-02-16,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-02-18,08:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-02-21,08:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-02-23,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-02-25,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-03-02,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-03-07,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-03-09,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-03-11,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-03-16,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-03-21,08:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-03-25,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-03-30,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-04-04,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-04-06,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-04-08,09:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-04-13,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-04-18,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-04-20,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-04-22,08:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-04-27,08:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-05-02,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-05-04,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-05-06,08:45:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-05-11,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Oui,Non,2022-05-16,09:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-05-25,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-06-01,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-06-08,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-06-22,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-06-29,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-07-06,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-08-03,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-08-10,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-08-17,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-08-31,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-09-07,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-09-14,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-09-28,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-10-05,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-10-12,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-10-19,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-11-02,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-11-09,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-11-16,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-11-30,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-12-07,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Oui,Oui,2022-12-21,,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2022-01-21,11:06:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2022-01-21,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2022-01-27,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2022-02-18,11:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2022-02-24,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2022-03-18,11:08:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2022-03-24,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2022-04-22,11:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2022-04-28,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2022-05-19,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2022-06-16,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2022-08-25,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2022-09-22,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2022-10-27,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2022-11-24,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2022-12-15,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Extraordinaire,Oui,Oui,2022-01-20,09:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-01-24,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-01-25,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-02-21,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-02-22,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-03-21,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-03-22,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-04-25,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-04-26,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-05-16,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-05-17,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-06-13,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-06-14,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-08-22,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-08-23,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-09-19,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-09-20,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-10-24,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-10-25,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-11-21,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-11-22,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-12-12,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2022-12-13,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
