OBJECTID,MUNICIPALITE,DESIGNATION,CODE_LIEN,VOIE,NOM_VOIE,INTERSECTION,CLASSIFICATION,LONGUEUR,GEOM 
8152,10043,Rue,,Saint-Joseph Est,Rue Saint-Joseph Est,Avenue de la Cathédrale / Rue Bellavance,Locale,185.203938688775,Ligne
8153,10043,Rue,,2e Rue Est,2e Rue Est,Rue Elzéar-Sasseville / Rue Rivard,Collectrice municipale,139.158743270878,Ligne
8154,10043,Rue,,Rivard,Rue Rivard,Rue Rivard,Locale,104.12288794736,Ligne
8155,10043,Rue,,Saint-Pierre,Rue Saint-Pierre,Rue Blais / Rue Fiset,Locale,62.5220139338138,Ligne
8156,10043,Rue,,Corneau,Rue Corneau,Rue Digé / Rue Perreault,Locale,97.5306226083377,Ligne
8157,10043,Rue,,Saint-Germain Est,Rue Saint-Germain Est,Rue Dumais / Rue Julien-Réhel,Collectrice municipale,72.2054515584376,Ligne
8158,10043,Rampe d'accès,, ,Autoroute Jean-Lesage (rampe d'accès),Autoroute Jean-Lesage / Avenue du Père-Nouvel,Autoroute,601.322662724061,Ligne
8159,10043,Rue,du,Fleuve,Rue du Fleuve,Avenue des Cormorans / Avenue des Goélands,Locale,96.9483414981254,Ligne
8160,10043,Avenue,des,Goélands,Avenue des Goélands,Avenue des Cormorans / Rue du Fleuve,Locale,206.171612704804,Ligne
8161,10043,Boulevard,,Sainte-Anne,Boulevard Sainte-Anne,Avenue des Pluviers / Rue des Mouettes,Nationale,75.6257018201527,Ligne
8162,10043,Boulevard,,Sainte-Anne,Boulevard Sainte-Anne,Avenue de la Jeunesse,Nationale,82.3939302338467,Ligne
8163,10043,Rue,du,Fleuve,Rue du Fleuve,Boulevard Sainte-Anne / Rue Monseigneur-Bolduc,Locale,606.629274729556,Ligne
8164,10043,Rue,de l',Albatros,Rue de l'Albatros,Avenue de l'Abraham-Martin / Rue du Golf,Locale,129.508892752718,Ligne
8165,10043,Avenue,du,Père-Nouvel,Avenue du Père-Nouvel,Boulevard Sainte-Anne,Collectrice municipale,13.1760363497525,Ligne
8166,10043,,, ,Avenue de l'Eureka,Avenue Pierre-Rouleau / Avenue de l'Eurêka,Locale,64.0061768554411,Ligne
8167,10043,Avenue,de l',Eurêka,Avenue de l'Eurêka,Avenue Pierre-Rouleau / Avenue de l'Eureka,Locale,331.382763822167,Ligne
8168,10043,Rue,,Saint-Laurent Ouest,Rue Saint-Laurent Ouest,Avenue Sirois / Rue Michaud,Locale,222.833382594709,Ligne
8169,10043,Rue,,Michaud,Rue Michaud,Rue Ouellet / Rue Saint-Laurent Ouest,Locale,69.4234945119446,Ligne
8170,10043,Rue,du,Pavillon,Rue du Pavillon,Rue Lévesque / Rue Proulx / Rue du Collège,Locale,345.326609243588,Ligne
8171,10043,Rue,,Poirier,Rue Poirier,Route des Pionniers,Locale,78.2185052286222,Ligne
8172,10043,Route,des,Pionniers,Route des Pionniers,Rue Poirier / Rue Épiphane-Lepage,Régionale,113.547711420046,Ligne
8173,10043,Rue,du,Collège,Rue du Collège,Route des Pionniers / Rue du Pavillon,Locale,88.6045924246029,Ligne
8174,10043,Route,des,Pionniers,Route des Pionniers,Rue du Collège / Rue Épiphane-Lepage,Régionale,39.5155770345063,Ligne
8175,10043,Chemin,,Beauséjour,Chemin Beauséjour,Route Lemieux,Locale,300.770050652143,Ligne
8176,10043,Rue,du,Bois-Brûlé,Rue du Bois-Brûlé,Rue Alpine / Rue du Relais,Locale,61.7075987944344,Ligne
8177,10043,Rue,des,Cristaux,Rue des Cristaux,Rue des Glaces / Rue du Relais,Locale,214.83110816707,Ligne
8178,10043,Rue,du,Relais,Rue du Relais,Rue des Cristaux / Rue du Bois-Brûlé,Locale,125.761623353907,Ligne
8179,10043,Boulevard,,Arthur-Buies Est,Boulevard Arthur-Buies Est,Avenue Belzile / Rue Alcide-C.-Horth,Artère,296.580625488891,Ligne
8180,10043,Boulevard,,Arthur-Buies Est,Boulevard Arthur-Buies Est,Avenue Belzile / Rue Hupé,Artère,338.979765359895,Ligne
8181,10043,Rue,,Paul-Guérette,Rue Paul-Guérette,Avenue Raiche / Rue Victoria-Régis,Locale,69.1401381711087,Ligne
8182,10043,Rue,,Victoria-Régis,Rue Victoria-Régis,Rue Marie-Laure-Beaupré / Rue Paul-Guérette,Locale,285.155991872273,Ligne
8183,10043,Route,des,Abeilles,Route des Abeilles,Chemin du Grand-Macpès Est / Chemin du Moulin,Locale,1221.92813802308,Ligne
8184,10043,Route,,Santerre,Route Santerre,Chemin des Coquillages / Rue de la Rive,Locale,57.7678175128678,Ligne
8185,10043,Rue,,Jalna,Rue Jalna,Chemin des Pointes / Rue Charles-Guillaume / Rue Hubert-Gagnon,Locale,179.218769597853,Ligne
8186,10043,Avenue,des,Champs,Avenue des Champs,Rue du Terroir,Locale,555.484295992075,Ligne
8187,10043,Chemin,,Joseph-Bernier,Chemin Joseph-Bernier,Route 132 Est,Privée,150.683462229309,Ligne
8188,10043,Chemin,des,Buttes,Chemin des Buttes,Chemin de la Seigneurie Est / Chemin du Lac-Bellavance,Locale,1154.90491370918,Ligne
8189,10043,Rue,du,Curé-Destroismaisons,Rue du Curé-Destroismaisons,Rue de l'Abbé-Gaudin / Rue du Père-Joseph-Jean,Locale,143.719092403444,Ligne
8190,10043,Rue,de,Champagne,Rue de Champagne,Rue du Berry / Rue du Dauphiné,Locale,106.375417597617,Ligne
8191,10043,Rue,du,Père-Joseph-Jean,Rue du Père-Joseph-Jean,Rue de l'Abbé-Gaudin / Rue du Curé-Destroismaisons,Locale,314.186500740294,Ligne
8192,10043,Rue,de l',Abbé-Gaudin,Rue de l'Abbé-Gaudin,Rue du Curé-Destroismaisons / Rue du Père-Joseph-Jean,Locale,137.861069440478,Ligne
8193,10043,Rue,,Arpin,Rue Arpin,Rue des Pins,Locale,276.928599429024,Ligne
8194,10043,Rue,des,Buissons,Rue des Buissons,Rue des Buissons,Locale,92.7945748731332,Ligne
8195,10043,Montée,,Sainte-Odile,Montée Sainte-Odile,Boulevard de la Rivière / Rue Letendre / Rue Tessier / Rue des Chardonnerets,Régionale,169.054852169936,Ligne
8196,10043,Rue,de,Lausanne,Rue de Lausanne,Rue Frédéric-Rousseau / Rue de la Carrière,Collectrice de transit,136.606197835648,Ligne
8197,10043,Rue,,Frédéric-Rousseau,Rue Frédéric-Rousseau,Rue de Lausanne,Locale,291.031872179515,Ligne
8198,10043,Boulevard,,Saint-Germain,Boulevard Saint-Germain,Rue des Merisiers / Rue des Tilleuls,Nationale,59.2470455733448,Ligne
8199,10043,Avenue,,Sirois,Avenue Sirois,Boulevard Arthur-Buies Ouest,Collectrice municipale,12.1203246375664,Ligne
8200,10043,Rue,,Gilles-Hocquart,Rue Gilles-Hocquart,Rue De Montmagny,Locale,47.8168062737351,Ligne
8201,10043,Chemin,du,Sommet Ouest,Chemin du Sommet Ouest,Avenue de la Cathédrale / Chemin du Sommet Est / Rue du Poitou,Locale,119.80008866332,Ligne
8202,10043,Rue,,Michel-Brûlé,Rue Michel-Brûlé,2e Rue Ouest / Avenue Ross,Locale,71.7641774244644,Ligne
8203,10043,Rue,du,Père-Rouillard,Rue du Père-Rouillard,Rue Monseigneur-Carbonneau / Rue Monseigneur-Plessis,Locale,233.815166462411,Ligne
8204,10043,Rue,,Tessier,Rue Tessier,Avenue Ross / Rue des Faisans,Collectrice municipale,77.427782628876,Ligne
8205,10043,Rue,,Robert-Joncas,Rue Robert-Joncas,Rue Monseigneur-Langis / Rue Monseigneur-Plessis,Locale,72.3621768126209,Ligne
8206,10043,Rue,,Forest,Rue Forest,Rue Louis-David / Rue de la Sapinière Nord,Locale,130.423845410646,Ligne
8207,10043,Rue,de la,Sapinière Nord,Rue de la Sapinière Nord,Rue Forest / Rue Louis-David,Locale,83.122533948984,Ligne
8208,10043,Rue,,Saint-René,Rue Saint-René,Rue Georges-Sylvain / Rue Michel-Brûlé / Rue Saint-Robert,Locale,211.272244753567,Ligne
8209,10043,Rue,,Gilles,Rue Gilles,Rue Louis-David / Rue de la Sapinière Nord,Locale,172.430375805338,Ligne
8210,10043,Rue,de la,Sapinière Nord,Rue de la Sapinière Nord,Rue Forest / Rue Gilles,Locale,74.9861955011054,Ligne
8211,10043,Rue,,Dubé,Rue Dubé,Rue Duberger / Rue Louis-Panet,Locale,232.610354347566,Ligne
8212,10043,Rue,de la,Gascogne,Rue de la Gascogne,Rue des Flandres,Locale,281.178711336032,Ligne
8213,10043,Rue,des,Fleurs,Rue des Fleurs,Rue des Fusiliers,Locale,206.662615577135,Ligne
8214,10043,Boulevard,,Saint-Germain,Boulevard Saint-Germain,Rue des Ardennes / Rue des Braves,Nationale,271.388135412919,Ligne
8215,10043,Rue,,Dollard Sud,Rue Dollard Sud,Rue Vanier,Locale,134.944649643697,Ligne
8216,10043,Rue,de,Lausanne,Rue de Lausanne,Rue Maurice Sud / Rue Roy Sud,Collectrice de transit,88.7011018984787,Ligne
8217,10043,Boulevard,,Saint-Germain,Boulevard Saint-Germain,Rue Henri-Jacob / Rue des Ardennes,Nationale,38.6701066464782,Ligne
8218,10043,Rue,,Laval Sud,Rue Laval Sud,Rue Raymond / Rue Vanier,Locale,85.8090504931681,Ligne
8219,10043,Rue,,Mercier,Rue Mercier,Avenue Rouleau / Rue Lamoureux / Rue de la Seigneuresse,Locale,78.5944614402709,Ligne
8220,10043,Rue,,Michaud,Rue Michaud,2e Rue Ouest / Rue Dubé,Locale,70.5589177214334,Ligne
8221,10043,Rue,,Saint-Robert,Rue Saint-Robert,Avenue Sirois / Rue Michaud,Locale,217.45831700904,Ligne
8222,10043,Rue,,Michaud,Rue Michaud,Rue Saint-René / Rue Saint-Robert,Locale,77.9239902325978,Ligne
8223,10043,Boulevard,,Saint-Germain,Boulevard Saint-Germain,Rue Bégin / Rue Laurier / Rue Lebel,Nationale,70.728711543653,Ligne
8224,10043,Boulevard,,Saint-Germain,Boulevard Saint-Germain,Rue Lebel / Rue Roy Nord / Rue Roy Sud,Nationale,99.1598814918148,Ligne
8225,10043,Rue,,Élisabeth,Rue Élisabeth,Rue Laurier / Rue Roy Nord,Locale,201.018414066555,Ligne
8226,10043,Rue,,Hupé,Rue Hupé,Boulevard Arthur-Buies Est,Locale,12.2233441434822,Ligne
8227,10043,Rue,,Saint-Joseph Ouest,Rue Saint-Joseph Ouest,Avenue Sirois / Rue Michaud,Locale,223.079960227813,Ligne
8228,10043,Rue,,De Verchères,Rue De Verchères,Rue Cartier / Rue Saint-Émile,Locale,25.5852848475447,Ligne
8229,10043,Rue,,Émile-Nelligan,Rue Émile-Nelligan,3e Rue Ouest / 4e Rue Ouest,Locale,72.7172274435718,Ligne
8230,10043,Rue,,Félix-Leclerc,Rue Félix-Leclerc,Rue Gilles-Vigneault / Rue Pauline-Julien,Locale,82.43667180794,Ligne
8231,10043,Rue,,Pauline-Julien,Rue Pauline-Julien,Rue Félix-Leclerc / Rue Raoul-Roy,Locale,72.9237886026912,Ligne
8232,10043,Rue,,Sainte-Marie,Rue Sainte-Marie,Rue Drapeau / Rue Lavoie,Locale,196.970875590136,Ligne
8233,10043,Rue,,Lavoie,Rue Lavoie,Rue Sainte-Marie / Rue Tanguay,Locale,68.3400367270899,Ligne
8234,10043,,, ,Rampe d'accès,Boulevard René-Lepage Ouest,Régionale,35.9198259068738,Ligne
8235,10043,Avenue,,Rouleau,Avenue Rouleau,Rue Saint-André / Rue Sainte-Marie,Collectrice municipale,44.6743889807124,Ligne
8236,10043,Avenue,,Belzile,Avenue Belzile,Rue Guy-Ross / Rue Sandy-Burgess,Collectrice municipale,75.7999696701786,Ligne
8237,10043,Rue,,Guy-Ross,Rue Guy-Ross,Avenue Belzile / Rue François-Raymond,Locale,78.9619348781424,Ligne
8238,10043,Rue,,Léon-Dion,Rue Léon-Dion,Rue Pierre-Dansereau,Locale,369.516136657257,Ligne
8239,10043,Rue,,Pierre-Dansereau,Rue Pierre-Dansereau,Rue Léon-Dion,Locale,230.599680888353,Ligne
8240,10043,Rue,,Fernand-Dumont,Rue Fernand-Dumont,Rue Georges-Henri-Lévesque,Locale,81.347040910472,Ligne
8241,10043,Rue,,Sainte-Marie,Rue Sainte-Marie,Avenue de la Cathédrale / Rue des Marguilliers,Locale,51.8383101487693,Ligne
8242,10043,Rue,,Saint-Paul,Rue Saint-Paul,Rue Lepage / Rue Saint-Édouard,Locale,164.507635501152,Ligne
8243,10043,Rue,,Lepage,Rue Lepage,Rue Saint-Paul / Rue Saint-Pierre,Locale,53.713731691178,Ligne
8244,10043,Rue,,Saint-Pierre,Rue Saint-Pierre,Rue Lepage / Rue Saint-Denis,Locale,82.1857198379837,Ligne
8245,10043,Rue,,Saint-Denis,Rue Saint-Denis,Rue Saint-Pierre,Locale,62.7807688265211,Ligne
8246,10043,Rue,,Robert-Baldwin,Rue Robert-Baldwin,Rue Robert-Baldwin,Locale,86.9184897536021,Ligne
8247,10043,Rue,,Saint-Germain Est,Rue Saint-Germain Est,Rue Couillard / Rue Léonard,Collectrice municipale,81.3362005342875,Ligne
8248,10043,Rue,,Léonard,Rue Léonard,Rue Saint-Germain Est / Rue Taché,Locale,152.370809612376,Ligne
8249,10043,Rue,,Saint-Germain Est,Rue Saint-Germain Est,Rue Gauvreau / Rue Léonard,Collectrice municipale,10.3316948048227,Ligne
8250,10043,Rue,,Gauvreau,Rue Gauvreau,Rue Saint-Germain Est,Locale,85.3447642781911,Ligne
8251,10043,Rue,,2e Rue Est,2e Rue Est,Montée Industrielle-et-Commerciale / Rue des Faconniers,Locale,167.168843092396,Ligne
8252,10043,Rue,,Taché,Rue Taché,Rue Boisbrillant / Rue Toussaint-Cartier,Locale,83.9251492816069,Ligne
8253,10043,Rue,,Toussaint-Cartier,Rue Toussaint-Cartier,Rue Saint-Pierre / Rue Taché,Locale,205.649421137479,Ligne
8254,10043,Rue,,Saint-Germain,Rue Saint-Germain,Boulevard Jessop / Boulevard du Rivage / Rue du Rallye,Locale,138.668527429487,Ligne
8255,10043,Rue,de la,Frégate,Rue de la Frégate,2e Avenue / Rue des Voiliers,Locale,212.351180296324,Ligne
8256,10043,Avenue,,2e Avenue,2e Avenue,Rue de la Frégate / Rue des Voiliers,Locale,84.7774464164851,Ligne
8257,10043,Rue,du,Chalutier,Rue du Chalutier,1re Avenue / 2e Avenue,Locale,293.863307118181,Ligne
8258,10043,Avenue,,2e Avenue,2e Avenue,Rue de la Frégate / Rue du Chalutier,Locale,76.8811709255914,Ligne
8259,10043,Avenue,,9e Avenue,9e Avenue,Rue de la Bateliere / Rue des Mariniers,Locale,67.5319729334232,Ligne
8260,10043,Rue,du,Commandant,Rue du Commandant,10e Avenue / 8e Avenue,Locale,387.88475145792,Ligne
8261,10043,Avenue,,Richelieu,Avenue Richelieu,Avenue de la Terrasse-Bon-Air / Place du Baron,Locale,36.5344763483754,Ligne
8262,10043,Avenue,,Pierre-Rouleau,Avenue Pierre-Rouleau,Boulevard Sainte-Anne / Rue Racine,Locale,65.9195636558569,Ligne
8263,10043,Rue,,Racine,Rue Racine,Avenue Pierre-Rouleau,Locale,94.0877678993928,Ligne
8264,10043,Boulevard,,Sainte-Anne,Boulevard Sainte-Anne,Avenue Pierre-Rouleau / Avenue du Sanctuaire,Nationale,141.481347211744,Ligne
8265,10043,Autoroute,, ,Autoroute Jean-Lesage,Rampe d'accès,Autoroute,2795.77901186842,Ligne
8266,10043,Rue,du,Parc,Rue du Parc,Avenue du Père-Nouvel / Avenue du Sanctuaire,Locale,433.131026097384,Ligne
8267,10043,Rue,,Saint-Elzéar,Rue Saint-Elzéar,Rue du Sieur-De Vitré / Terrasse Édouard-Doucet,Locale,70.7981291193489,Ligne
8268,10043,Rue,,Saucier,Rue Saucier,Rue Monseigneur-Fortin,Locale,336.663648277825,Ligne
8269,10043,Rue,,Alexandre-Chauveau,Rue Alexandre-Chauveau,Rue Thomas-Taschereau,Locale,337.196599222529,Ligne
8270,10043,Rue,,Monseigneur-Plessis,Rue Monseigneur-Plessis,Rue Monseigneur-Fortin / Rue de la Normandie,Locale,67.0959760404452,Ligne
8271,10043,Rue,,Monseigneur-Fortin,Rue Monseigneur-Fortin,Rue Monseigneur-Plessis / Rue Saucier,Locale,69.39321787221,Ligne
8272,10043,Rue,,Guy,Rue Guy,Rue des Mélèzes / Rue du Coteau,Locale,73.15384077434,Ligne
8273,10043,Rue,de la,Gascogne,Rue de la Gascogne,Rue de l'Auvergne Sud / Rue des Flandres,Locale,79.9498292669221,Ligne
8274,10043,Rue,de,Bourgogne,Rue de Bourgogne,Avenue de la Cathédrale / Rue de la Touraine,Locale,75.5857491928869,Ligne
8275,10043,Avenue,de la,Cathédrale,Avenue de la Cathédrale,Rue de Bourgogne / Rue des Flandres,Collectrice municipale,162.458941379815,Ligne
8276,10043,Route,,Salomon-Gagné,Route Salomon-Gagné,Chemin Voyer / Vieux Chemin,Locale,1770.00755365904,Ligne
8277,10043,Chemin,du,3e-Rang-du-Bic,Chemin du 3e-Rang-du-Bic,Montée Joseph-D'Astous / Montée Pierre-Voyer,Locale,1253.48351971501,Ligne
8278,10043,Avenue,de,Saint-Valérien,Avenue de Saint-Valérien,4e Rang,Collectrice municipale,1414.3014443311,Ligne
8279,10043,Rue,de l',Avalanche,Rue de l'Avalanche,Rue de la Poudreuse,Locale,30.2661023368031,Ligne
8280,10043,Rue,du,Mont-Blanc,Rue du Mont-Blanc,Rue de l'Avalanche / Rue des Glaces,Privée,101.670913139969,Ligne
8281,10043,Chemin,du,3e rang Ouest,Chemin du 3e Rang Ouest (Réserve Macpès),3e Rang Ouest,Locale,1121.50491910126,Ligne
8282,10043,Rue,de la,Moisson,Rue de la Moisson,Rue des Labours / Rue des Semences,Locale,140.328990186456,Ligne
8283,10043,Route,du,Cap-à-l'Orignal,Route du Cap-à-l'Orignal,Chemin du Petit-Portage,Privée,282.492942828339,Ligne
8284,10043,Rue,des,Semences,Rue des Semences,Rue de la Fenaison / Rue de la Moisson,Locale,110.579584405286,Ligne
8285,10043,Rue,de la,Fenaison,Rue de la Fenaison,Rue des Labours / Rue des Semences,Locale,135.190027748755,Ligne
8286,10043,Rue,de l',Avalanche,Rue de l'Avalanche,Rue Christiana / Rue des Flocons,Locale,78.0516271052052,Ligne
8287,10043,Rue,des,Flocons,Rue des Flocons,Rue de l'Avalanche / Rue de la Boule-De-Neige,Locale,40.9116506344703,Ligne
8288,10043,Rue,du,Chasseur,Rue du Chasseur,Chemin Saint-Léon,Privée,72.431884264894,Ligne
8289,10043,Rue,,Lazare-Marceau,Rue Lazare-Marceau,Rue Frédéric-Boucher,Locale,294.765582008517,Ligne
8290,10043,Rue,,Frédéric-Boucher,Rue Frédéric-Boucher,Rue Lazare-Marceau,Locale,257.451644412735,Ligne
8291,10043,Rue,du,Bois-Brûlé,Rue du Bois-Brûlé,Rue de la Poudreuse / Rue des Flambeaux / Rue du Mont-Blanc,Locale,84.0708570276866,Ligne
8292,10043,Rue,du,Trappeur,Rue du Trappeur,Chemin Saint-Léon / Chemin du Lac-Linda,Locale,257.64744209224,Ligne
8293,10043,Rue,,Saint-Alphonse,Rue Saint-Alphonse,Chemin Saint-Gérard / Rue Épiphane-Lepage,Locale,214.835581972213,Ligne
8294,10043,Rue,du,Lac,Rue du Lac,Chemin du Grand-Macpès Est,Privée,399.133319880372,Ligne
8295,10043,Rue,,Gérard-Roussel,Rue Gérard-Roussel,Avenue Voyer,Locale,201.622588167523,Ligne
8296,10043,Route,,132 Ouest,Route 132 Ouest,Route du Quai / Rue de Sainte-Cécile-du-Bic,Nationale,1488.60951755311,Ligne
8297,10043,Route,du,Quai,Route du Quai,Route 132 Ouest / Rue de Sainte-Cécile-du-Bic,Locale,118.680473751225,Ligne
8298,10043,Chemin,des,Coquillages,Chemin des Coquillages,Chemin des Coquillages,Privée,180.503818823442,Ligne
8299,10043,Chemin,des,Chénard,Chemin des Chénard,Avenue de Saint-Valérien / Montée Armand-Brillant,Locale,2814.5166060588,Ligne
8300,10043,Rue,,Paul-Guérette,Rue Paul-Guérette,Rue Adrien-Breton / Rue Maurice-Thibault,Locale,79.4527416635197,Ligne
8301,10043,Rue,,Maurice-Thibault,Rue Maurice-Thibault,Rue Adrien-Breton / Rue Paul-Guérette,Locale,91.8104928599945,Ligne
8302,10043,Chemin,de la,Pointe-aux-Anglais,Chemin de la Pointe-aux-Anglais,Route du Golf-du-Bic,Privée,80.9798558319845,Ligne
8303,10043,Rue,,Marie-Laure-Beaupré,Rue Marie-Laure-Beaupré,Avenue Garon / Avenue Raiche,Locale,34.0258150941311,Ligne
8304,10043,Avenue,,Léonidas Sud,Avenue Léonidas Sud,2e Rue Est / Boulevard Arthur-Buies Est,Collectrice municipale,521.694698763654,Ligne
8305,10043,Chemin,,Voyer,Chemin Voyer,Montée Pierre-Voyer / Route Salomon-Gagné,Locale,2600.72165433046,Ligne
8306,10043,Route,des,Abeilles,Route des Abeilles,Chemin Saint-Gérard / Chemin du Grand-Macpès Est,Locale,667.856526095278,Ligne
8307,10043,Chemin,de la,Chevauchée,Chemin de la Chevauchée,Chemin Sainte-Odile / Route des Pionniers / Rue Frontenac,Locale,150.719246166211,Ligne
8308,10043,Route,des,Pionniers,Route des Pionniers,Chemin Sainte-Odile / Chemin de la Chevauchée / Rue des Nomades,Régionale,936.487345970963,Ligne
8309,10043,Route,,132 Est,Route 132 Est,Chemin Joseph-Bernier / Rue Joseph-Langis,Nationale,89.1965228578446,Ligne
8310,10043,Rue,du,Terroir,Rue du Terroir,Avenue des Champs / Rue Pascal-Lavoie,Locale,134.615123538851,Ligne
8311,10043,Rue,de l',Escarpement,Rue de l'Escarpement,Route 132 Est / Rue Pierre-Parent,Locale,182.60854811848,Ligne
8312,10043,Chemin,des,Buttes,Chemin des Buttes,Chemin des Prés Est,Locale,678.867863582098,Ligne
8313,10043,Rue,,Charles-Guillaume,Rue Charles-Guillaume,Chemin des Pointes / Rue Jalna,Locale,465.546293324662,Ligne
8314,10043,Chemin,des,Pointes,Chemin des Pointes,Rue Charles-Guillaume / Rue Hubert-Gagnon / Rue Jalna,Locale,233.592614456385,Ligne
8315,10043,Rue,des,Horticulteurs,Rue des Horticulteurs,Rue Lionel-Côté / Rue des Maraîchers,Locale,108.006788162828,Ligne
8316,10043,Route,,132 Est,Route 132 Est,Chemin Jean-Marie-Chénard / Accès Privés,Nationale,124.869251045626,Ligne
8317,10043,Rue,des,Horticulteurs,Rue des Horticulteurs,Rue Lionel-Côté / Rue des Jardiniers,Locale,118.594454857088,Ligne
8318,10043,Rue,des,Horticulteurs,Rue des Horticulteurs,Rue des Jardiniers / Rue des Potagers,Locale,119.75534154187,Ligne
8319,10043,Rue,des,Potagers,Rue des Potagers,Rue des Horticulteurs,Locale,50.8071009540989,Ligne
8320,10043,Route,,132 Est,Route 132 Est,Avenue des Battures / Chemin Jean-Marie-Chénard,Nationale,288.185339520396,Ligne
8321,10043,Route,,132 Est,Route 132 Est,Avenue des Battures / Rue des Maraîchers,Nationale,19.8998741594011,Ligne
8322,10043,Rue,des,Maraîchers,Rue des Maraîchers,Route 132 Est / Rue des Horticulteurs,Locale,437.497733540781,Ligne
8323,10043,Rue,,Saint-Arsène,Rue Saint-Arsène,Montée des Saules / Rue des Pins,Locale,160.136745041308,Ligne
8324,10043,Montée,,Sainte-Odile,Montée Sainte-Odile,Autoroute Jean-Lesage (rampe d'accès) / Boulevard Arthur-Buies Ouest / Chemin Sainte-Odile,Régionale,6.55227491791973,Ligne
8325,10043,Boulevard,,Saint-Germain,Boulevard Saint-Germain,Rue de la Gare / Rue des Ormes,Nationale,218.332114755892,Ligne
8326,10043,Chemin,de,L'Anse-au-Sable,Chemin de L'Anse-au-Sable,Côte de L'Anse-au-Sable,Privée,1014.46188782716,Ligne
8327,10043,Rue,de,Provence,Rue de Provence,Rue Beauregard / Rue de l'Île-de-France,Locale,122.177809603498,Ligne
8328,10043,Rue,de la,Normandie,Rue de la Normandie,Rue Monseigneur-Saintonge / Rue du Major-Abbé-Huard,Locale,168.992235567383,Ligne
8329,10043,Rue,des,Passereaux,Rue des Passereaux,Rue des Gélinottes / Rue des Roitelets,Locale,84.2363800661851,Ligne
8330,10043,Rue,des,Gélinottes,Rue des Gélinottes,Rue des Passereaux / Rue des Sarcelles,Locale,113.357474333858,Ligne
8331,10043,Rue,de la,Normandie,Rue de la Normandie,Rue du Chanoine-Page / Rue du Major-Abbé-Huard,Locale,77.575735883413,Ligne
8332,10043,Rue,du,Canot,Rue du Canot,Rue Gagné Nord / Rue de la Savane,Locale,239.657784098524,Ligne
8333,10043,Rue,de la,Savane,Rue de la Savane,Rue Gagné Nord / Rue du Canot,Locale,326.778428198038,Ligne
8334,10043,Rue,,Tessier,Rue Tessier,Rue Gagné Nord / Rue Gagné Sud / Rue des Rapides,Locale,92.8343802896863,Ligne
8335,10043,Rue,,Gagné Sud,Rue Gagné Sud,Rue Gagné Nord / Rue Tessier / Rue Thomas-Taschereau,Locale,103.787038200353,Ligne
8336,10043,Rue,des,Pruches,Rue des Pruches,Rue Lauzier / Rue des Bouleaux,Locale,225.713452390326,Ligne
8337,10043,Chemin,du,Sommet Ouest,Chemin du Sommet Ouest,Rue Pierre-Laporte,Locale,54.7617970546986,Ligne
8338,10043,Rue,des,Passereaux,Rue des Passereaux,Rue des Gélinottes / Rue des Sarcelles,Locale,64.5263036061646,Ligne
8339,10043,Rue,des,Sarcelles,Rue des Sarcelles,Rue des Gélinottes / Rue des Passereaux,Locale,168.571215862044,Ligne
8340,10043,Rue,des,Sorbiers,Rue des Sorbiers,Rue des Bouleaux / Rue des Châtaigniers / Rue des Pommetiers,Locale,94.4532470266909,Ligne
8341,10043,Rue,des,Bouleaux,Rue des Bouleaux,Rue des Châtaigniers / Rue des Sorbiers,Locale,305.678628360334,Ligne
8342,10043,Rue,du,Roche-Blanc,Rue du Rocher-Blanc,Rue Arpin / Rue de la Plage,Locale,260.011237032642,Ligne
8343,10043,Rue,des,Sables,Rue des Sables,Rue des Sables,Locale,82.6090093850351,Ligne
8344,10043,Rue,,Parent Nord,Rue Parent Nord,Rue Tessier / Rue des Écarts,Locale,142.810402452658,Ligne
8345,10043,Rue,du,Bosquet,Rue du Bosquet,Rue de la Sapinière Sud / Rue sans nom,Locale,276.928242093962,Ligne
8346,10043,,, ,,Rue du Bosquet,Locale,61.20281926905,Ligne
8347,10043,Rue,de la,Picardie,Rue de la Picardie,Rue Pierre-Laporte / Rue du Poitou,Projetée,317.807363230257,Ligne
8348,10043,Rue,des,Merisiers,Rue des Merisiers,Boulevard Saint-Germain / Rue des Érables,Locale,329.167805402531,Ligne
8349,10043,Rue,des,Geais,Rue des Geais,Rue des Martinets / Rue des Pinsons,Locale,69.0505197545247,Ligne
8350,10043,Rue,des,Martinets,Rue des Martinets,Rue des Geais / Rue des Hirondelles,Locale,75.9513233994642,Ligne
8351,10043,Rue,,Tessier,Rue Tessier,Rue Parent Sud / Rue de la Fabrique,Locale,65.9884162445873,Ligne
8352,10043,Rue,de la,Fabrique,Rue de la Fabrique,Rue Bélanger / Rue Tessier,Locale,262.288501362114,Ligne
8353,10043,Rue,,Tessier,Rue Tessier,Rue Dumoulin / Rue de la Fabrique,Locale,10.9713441575962,Ligne
8354,10043,Rue,du,Séjour,Rue du Séjour,Rue de la Plage / Rue des Sables,Locale,343.71976803988,Ligne
8355,10043,Rue,de la,Touraine,Rue de la Touraine,Rue de la Charente,Locale,259.766094623081,Ligne
8356,10043,Rue,du,Bosquet,Rue du Bosquet,Rue des Conifères / Rue sans nom,Locale,281.545587264015,Ligne
8357,10043,Rue,,Raymond,Rue Raymond,Rue Laval Sud / Rue William-Price,Locale,212.984726637292,Ligne
