Nom Bibliothèque	Secteur	Titre	Nombre de prêt	Nombre de document	Lien URL
Bibliothèque d'Ahuntsic	Inconnu	Sur le chemin des contes[ensemble multi-supports] /Oro Anahory-Librowicz ... [et al.].	12	12	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1432621?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les légendaires, origines.1,Danaël /[texte de] Sobral ; [illustrations de] Nadou.	9	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2331140?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	1967.1,L'âme soeur :roman historique /Jean-Pierre Charland.	9	8	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2487578?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	World War Z[enregistrement vidéo] /réalisation, Marc Forster ; scénario, Matthew Michael Carnahan, Drew Goddard, Damon Lindelof.	8	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2415969?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - DVD	M. Peabody et Sherman[enregistrement vidéo] =Mr. Peabody & Sherman /réalisation, Rob Minkoff ; scénario, Craig Wright.	8	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2474680?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Le poison d'amour :roman /Eric-Emmanuel Schmitt.	8	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2476898?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Lili rêve d'être une femme /[texte de] Dominique de Saint Mars ; [illustrations de] Serge Bloch.	8	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1928396?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Documentaires	Guide de la route /[publication réalisée par la Société de l'assurance automobile du Québec].	8	13	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2448995?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Mangas	Rock Lee, les péripéties d'un ninja en herbe.6 /Kenji Taira ; d'après Naruto de Masashi Kishimoto ; [traduit du japonais par Sylvain Chollet].	7	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2471205?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	L'instant présent :roman /Guillaume Musso.	7	8	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2494553?lang=frc
