Nom Bibliothèque	Secteur	Titre	Nombre de prêt	Nombre de document	Lien URL
Bibliothèque d'Ahuntsic	Adultes - DVD	La petite maison dans la prairie[enregistrement vidéo].	6	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1454682?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - DVD	Belle et Sébastien[enregistrement vidéo] =Belle and Sébastian /réalisation, Nicolas Vanier ; scénario, adaptation et dialogues, Juliette Sales, Fabien Suarez, Nicolas Vanier.	6	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2462492?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Romans québécois	Ru /Kim Thúy.	5	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1837283?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Les orphelins irlandais /Micheline Dalpé.	5	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2462869?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Documentaires	Guide de la route /[recherche et rédaction de la mise à jour, Sandra Gauthier avec la collaboration du personnel du Service des usagers de la route ; réalisé par la Société de l'assurance automobile du Québec en collaboration avec le Service de l'exploitation du Ministère des transports ; illustrations, Jean-Michel Girard].	5	14	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1821505?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Documentaires	L'art du bonheur /Sa Sainteté le Dalaï-lama et Howard Cutler ; traduit de l'américain par Adrien Calmevent.	5	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1242213?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Les années de plomb.4,Amours de guerre :roman historique /Jean-Pierre Charland.	5	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2469365?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les légendaires.15,Amour mortel /Patrick Sobral.	5	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2361786?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Romans	L'étrange voyage de monsieur Daldry :roman /Marc Levy.	5	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2180654?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - DVD	Bob l'éponge.On a mangé ma maison[enregistrement vidéo] =SpongeBob Squarepants.Home sweet pineapple	5	1	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2245065?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Une autre idée du bonheur :roman /Marc Lévy.	5	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2447229?lang=frc
