Nom Bibliothèque	Secteur	Titre	Nombre de prêt	Nombre de document	Lien URL
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Nelson.4,Le démon de midi /Bertschy.	10	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1423718?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	L'élève dépasse le mètre /scénario et dessin, Thierry Coppée.	8	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2077381?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Une main encombrante : roman	8	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2476900?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Nelson.10,Cyclone destroy /Bertschy.	8	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2075278?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	J'ai fini! /dessin, Laudec ; scénario, Cauvin	8	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1406671?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Les enquêtes du département V.4,Dossier 64 :la quatrième enquête du département V : roman /Jussi Adler-Olsen ; traduit du danois par Caroline Berg.	7	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2436688?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	La cité interdite[enregistrement vidéo] =The besieged fortress /réalisation, Philippe Calderon ; scénario, Philippe Calderon, Jérôme Dauffy, Guillaume Vincent.	7	1	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1751070?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Opération avant l'aube[enregistrement vidéo] =Zero dark thirty /réalisation, Kathryn Bigelow ; scénario, Mark Boal.	7	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2384123?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Sherlock Holmes[enregistrement vidéo] /réalisation, Guy Ritchie ; scénario, Michael Robert Johnson, Anthony Peckham, Simon Kinberg.	7	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1926246?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - DVD	Arthur 2 & 3.Les nouvelles aventures des minimoys[enregistrement vidéo] =Arthur 2 & 3.The new minimoys adventures /scénario et réalisation, Luc Besson.	7	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2246232?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les p'tits diables.3,In-fer-naux! /scénario & dessin, Olivier Dutto.	7	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1389825?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Qu'est-ce qu'il a? /dessin, Laudec ; scénario, Cauvin.	7	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2113366?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Au poil /Jim Davis ; [traduction, Fanny Soubiran].	7	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1934934?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Louise est de retour :roman /Chrystine Brouillet.	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2432904?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les légendaires.6,Main du futur /Patrick Sobral.	7	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1429484?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Romans québécois	Révélation brutale /Louise Penny ; traduit de l'anglais (Canada) par Claire Chabalier et Louise Chabalier.	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2340806?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Documentaires	Guinness world records 2013 :[le mondial des records] directeur de la publication, Craig Glenday ; traduction, Stéphanie Alglave ... et al.].	7	8	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2350339?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Le poison d'amour :roman /Eric-Emmanuel Schmitt.	7	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2476898?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Mangas	Naruto.58,Naruto vs Itachi!! /Masashi Kishimoto ; [traduit et adapté en français par Frédéric Malet].	6	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2390200?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Pure laine.Saison 1[enregistrement vidéo] /réalisation, Jean Bourbonnais ; scénario, Martin Forget.	6	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1427395?lang=frc
