Nom Bibliothèque	Secteur	Titre	Nombre de prêt	Nombre de document	Lien URL
Bibliothèque d'Ahuntsic	Adultes - DVD	Gone girl (Film)	11	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2488568?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	L'écume des jours[enregistrement vidéo] =Mood indigo /réalisation, Michel Gondry ; scénario, Michel Gondry, Luc Bossi.	8	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2465951?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	À l'état sauvage :roman /Robert Lalonde.	8	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2487576?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Les nuits de Reykjavik /Arnaldur Indridason ; traduit de l'islandais par Éric Boury.	8	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2490694?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	1987[enregistrement vidéo] /scénario et réalisation, Ricardo Trogi.	7	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2476724?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Noé[enregistrement vidéo] =Noah /réalisation, Darren Aronofsky ; scénario, Darren Aronofsky, Ari Handel.	7	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2464597?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Une main encombrante :roman /Henning Mankell ; traduit du suédois par Anna Gibson.	7	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2476900?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les légendaires.13,Sang royal /Patrick Sobral.	7	9	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2067882?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Tom à la ferme[enregistrement vidéo] =Tom at the farm /réalisation, Xavier Dolan ; scénario, Xavier Dolan, Michel Marc Bouchard.	7	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2474670?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Soumission /Michel Houellebecq.	7	10	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2488049?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - DVD	M. Peabody et Sherman[enregistrement vidéo] =Mr. Peabody & Sherman /réalisation, Rob Minkoff ; scénario, Craig Wright.	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2474680?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Black box.Français	6	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2497568?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Les luminaires :roman /Eleanor Catton ; traduit de l'anglais par Erika Abrams.	6	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2486505?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Boyhood =Jeunesse /écrit et réalisé par Richard Linklater.	6	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2487453?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Lucy (Film)	6	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2488588?lang=frc
