Nom Bibliothèque	Secteur	Titre	Nombre de prêt	Nombre de document	Lien URL
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Les héritiers du fleuve.4,1931-1939 /Louise Tremblay-D'Essiambre.	26	9	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2476200?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Matchs mémorables dans l'histoire des Canadiens[enregistrement vidéo].	23	20	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1771041?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Le chardonneret :[roman] /Donna Tartt ; traduit de l'anglais (États-Unis) par Édith Soonckindt.	23	11	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2424289?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Soumission : roman	23	10	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2488049?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Prisonniers[enregistrement vidéo] =Prisoners /réalisation, Denis Villeneuve ; scénario, Aaron Guzikowski.	22	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2431762?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les légendaires.13,Sang royal /Patrick Sobral.	21	8	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2067882?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Central Park :roman /Guillaume Musso.	21	8	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2440321?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Documentaires	Guide de la route /[publication réalisée par la Société de l'assurance automobile du Québec].	20	13	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2448995?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les légendaires.15,Amour mortel /Patrick Sobral.	20	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2361786?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Le ciel lui tombe sur la tête /texte et dessins d'Albert Uderzo.	19	8	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1402406?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Prague fatale /Philip Kerr ; traduit de l'anglais (Royaume-Uni) par Philippe Bonnet.	19	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2434093?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Mensonges sur le Plateau Mont-Royal.2,La biscuiterie : roman historique /Michel David.	18	8	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2436372?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - DVD	Belle et Sébastien[enregistrement vidéo] =Belle and Sébastian /réalisation, Nicolas Vanier ; scénario, adaptation et dialogues, Juliette Sales, Fabien Suarez, Nicolas Vanier.	18	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2462492?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Les héritiers du fleuve.3,1918-1929 /Louise Tremblay-D'Essiambre.	17	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2441946?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Transformers.3,La face cachée de la lune[enregistrement vidéo] =Transformers.Dark of the moon /réalisation, Michael Bay ; scénario, Ehren Kruger.	17	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2263796?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Divergence[enregistrement vidéo] =Divergent /réalisation, Neil Burger ; scénario, Evan Daugherty, Vanessa Taylor.	17	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2462977?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Le liseur du 6 h 27 :roman /Jean-Paul Didierlaurent.	16	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2460148?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	La veuve du boulanger :roman /Denis Monette.	16	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2466496?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Les orphelins irlandais /Micheline Dalpé.	16	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2462869?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Les années de plomb.2,Jours de colère :roman historique /Jean-Pierre Charland.	16	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2441137?lang=frc
Bibliothèque de Cartierville	Adultes - Documentaires	Conduire un véhicule de promenade /[publication réalisée par la Société de l'assurance automobile du Québec ; recherche et rédaction, Michèle Jean et Micheline Briand avec la collaboration de Diane Hamel... et al.]	17	17	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1427841?lang=frc
Bibliothèque de Cartierville	Adultes - DVD	Robocop[enregistrement vidéo] /réalisation, José Padilha ; scénario, Joshua Zetumer, Edward Neumeier, Michael Miner.	16	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2455354?lang=frc
Bibliothèque de Cartierville	Adultes - DVD	L'arme fatale[enregistrement vidéo] =Lethal weapon /réalisation, Richard Donner ; scénario, Shane Black.  L'arme fatale 2 = Lethal weapon 2 / réalisation, Richard Donner ; scénario, Jeffrey Boam.  L'arme fatale 3 = Lethal weapon 3 / réalisation, Richard Donner ; scénario, Jeffrey Boam, Robert Mark Kamen.  L'arme fatale 4 = Lethal weapon 4 / réalisation, Richard Donner ; scénario, Channing Gibson.	15	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1511611?lang=frc
Bibliothèque de Cartierville	Adultes - Documentaires	Guide de la route /[recherche et rédaction, Micheline Briand avec la collaboration de Claude Nazair ; réalisé par la Société de l'assurance automobile du Québec en collaboration avec le Service des technologies d'exploitation du Ministère des transports].	15	11	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1492968?lang=frc
Bibliothèque de Cartierville	Adultes - Documentaires	Guide de la route /[recherche et rédaction de la mise à jour, Sandra Gauthier avec la collaboration du personnel du Service des usagers de la route ; réalisé par la Société de l'assurance automobile du Québec en collaboration avec le Service de l'exploitation du Ministère des transports ; illustrations, Jean-Michel Girard].	15	12	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1821505?lang=frc
Bibliothèque de Cartierville	Jeunes - DVD	Sol et Gobelet.coffret 1[enregistrement vidéo] /réalisation, Maurice Falardeau.	15	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1419169?lang=frc
Bibliothèque de Cartierville	Adultes - Nouveautés	Les années de plomb.3,Le choix de Thalie :roman historique /Jean-Pierre Charland.	14	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2462872?lang=frc
Bibliothèque de Cartierville	Jeunes - BD	Lou!.2,Mortebouse /Julien Neel.	13	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1398715?lang=frc
Bibliothèque de Cartierville	Adultes - DVD	Le commando des bâtards[enregistrement vidéo] =Inglorious basterds /scénario et réalisation, Quentin Tarantino.	13	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1917992?lang=frc
Bibliothèque de Cartierville	Jeunes - BD	Lou!.5,Laser Ninja /Julien Neel.	13	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1914865?lang=frc
Bibliothèque de Cartierville	Jeunes - BD	Lou!.1,Journal infime /Julien Neel.	12	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1371939?lang=frc
