Nom Bibliothèque	Secteur	Titre	Nombre de prêt	Nombre de document	Lien URL
Bibliothèque d'Ahuntsic	Adultes - DVD	Gone girl (Film)	12	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2488568?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - DVD	Trolls en boîte[enregistrement vidéo] =The boxtrolls /réalisation, Graham Annable, Anthony Stacchi ; scénario, Irina Brignull, Adam Pava.	10	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2489209?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - DVD	Le film LEGO[enregistrement vidéo] =The LEGO movie /scénario et réalisation, Phil Lord, Christopher Miller ; histoire, Dan Hageman ... [et al.].	10	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2457551?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Judge (Film)	9	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2489213?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	L'aube de la planète des singes[enregistrement vidéo] =Dawn of the planet of the apes /réalisation, Matt Reeves ; scénario, Mark Bomback, Rick Jaffa, Amanda Silver.	9	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2476790?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Romans	La fiancée américaine :roman /Éric Dupont.	9	11	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2352535?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les légendaires.13,Sang royal /Patrick Sobral.	8	10	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2067882?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Mangas	Naruto.64,Jûbi /Masashi Kishimoto ; [traduit et adapté en français par Sébastien Bigini].	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2475420?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - DVD	M. Peabody et Sherman[enregistrement vidéo] =Mr. Peabody & Sherman /réalisation, Rob Minkoff ; scénario, Craig Wright.	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2474680?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - DVD	Le coq de St-Victor[enregistrement vidéo] =The rooster of St-Victor /réalisation, Pierre Greco ; scénario, Johanne Mercier, Pierre Greco.	7	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2459040?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Noé[enregistrement vidéo] =Noah /réalisation, Darren Aronofsky ; scénario, Darren Aronofsky, Ari Handel.	7	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2464597?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Divergence[enregistrement vidéo] =Divergent /réalisation, Neil Burger ; scénario, Evan Daugherty, Vanessa Taylor.	7	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2462977?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Nelson.4,Le démon de midi /Bertschy.	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1423718?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Romans	La saga des Stanislaski[texte (gros caractères)] /Nora Roberts ; traduction française de Lionel Evrard.	7	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1359970?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	L'écume des jours[enregistrement vidéo] =Mood indigo /réalisation, Michel Gondry ; scénario, Michel Gondry, Luc Bossi.	7	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2465951?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Tom à la ferme[enregistrement vidéo] =Tom at the farm /réalisation, Xavier Dolan ; scénario, Xavier Dolan, Michel Marc Bouchard.	6	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2474670?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Le démantèlement[enregistrement vidéo] =The auction /scénario et réalisation, Sébastien Pilote.	6	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2437918?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Le Hobbit, la désolation de Smaug[enregistrement vidéo] =The Hobbit, the desolation of Smaug /réalisation, Peter Jackson ; scénario, Fran Walsh ... [et al.].	6	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2449704?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Gravité[enregistrement vidéo] =Gravity /réalisation, Alfonso Cuarón ; scénario, Alfonso Cuarón, Jonás Cuarón.	6	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2441487?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Nelson.10,Cyclone destroy /Bertschy.	6	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2075278?lang=frc
Bibliothèque de Cartierville	Adultes - DVD	Les Gardiens de la galaxie[enregistrement vidéo] =Guardians of the galaxy /réalisation, James Gunn ; scénario, James Gunn et Nicole Perlman.	7	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2484858?lang=frc
Bibliothèque de Cartierville	Adultes - Documentaires	The voice of Egypt :Umm Kulthūm, Arabic song, and Egyptian society in the twentieth century /Virginia Danielson.	6	1	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1457339?lang=frc
Bibliothèque de Cartierville	Jeunes - Romans ado 	La face cachée de Margo /John Green ; traduit de l'anglais (américain) par Catherine Gibert.	6	1	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1912614?lang=frc
Bibliothèque de Cartierville	Adultes - Romans policiers	Six ans déjà /Harlan Coben ; traduit de l'américain par Roxane Azimi.	5	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2435649?lang=frc
Bibliothèque de Cartierville	Jeunes - Documentaires	Réussis ta 1re-6e année!.Français, mathématique /[conception et direction de la collection, Michel Brindamour ; recherche et rédaction, Françoise Tchou]	5	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2253809?lang=frc
Bibliothèque de Cartierville	Adultes - DVD	Noé[enregistrement vidéo] =Noah /réalisation, Darren Aronofsky ; scénario, Darren Aronofsky, Ari Handel.	5	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2465890?lang=frc
Bibliothèque de Cartierville	Jeunes - Documentaires	Réussir l'examen d'entrée au secondaire :écoles privées, écoles internationales /Pierrette Tranquille, Françoise Tchou.	5	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1505317?lang=frc
Bibliothèque de Cartierville	Adultes - Documentaires	Guide de la route /[recherche et rédaction de la mise à jour, Sandra Gauthier avec la collaboration du personnel du Service des usagers de la route ; réalisé par la Société de l'assurance automobile du Québec en collaboration avec le Service de l'exploitation du Ministère des transports ; illustrations, Jean-Michel Girard].	5	12	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1821505?lang=frc
Bibliothèque de Cartierville	Adultes - Documentaires	Conduire un véhicule de promenade /[publication réalisée par la Société de l'assurance automobile du Québec ; recherche et rédaction, Michèle Jean et Micheline Briand avec la collaboration de Diane Hamel... et al.]	5	17	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1427841?lang=frc
Bibliothèque de Cartierville	Jeunes - Documentaires	Plus de 30 tests pour se préparer et réussir!.Français /Colette Laberge.	4	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2251879?lang=frc
Bibliothèque de Cartierville	Jeunes - DVD	Alexander and the terrible, horrible, no good, very bad day =Alexandre et sa journée épouvantablement terrible, horrible et affreuse /directed by Miguel Arteta.	4	1	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2490841?lang=frc
Bibliothèque de Cartierville	Adultes - DVD	L'homme aux poings de fer. 2[enregistrement vidéo]	4	1	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2509060?lang=frc
Bibliothèque de Cartierville	Adultes - DVD	Jack Reacher[enregistrement vidéo]	4	1	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2504212?lang=frc
Bibliothèque de Cartierville	Jeunes - Documentaires	J'aide mon enfant à apprendre :la réforme expliquée aux parents : cahier d'entraînement 1re[-6e] année, 1er[-3e] cycle : français, mathématique /Claudine Potvin ; avec la collaboration de Marjorie Lécuyer-Ouellette ; [illustrations intérieures, Robert Dolbec]	4	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2252137?lang=frc
Bibliothèque de Cartierville	Jeunes - Documentaires	Plus de 100 tests pour se préparer et réussir! :1re[-6e] année : français, mathématique, anglais, univers social, science /Colette Laberge, Stéphane Vallée.	4	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1838424?lang=frc
Bibliothèque de Cartierville	Adultes - DVD	The contract[enregistrement vidéo] =[Le contrat] /direction, Bruce Beresford ; screenplay, Stephen Katz, John Darrouzet.	4	1	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1757906?lang=frc
Bibliothèque de Cartierville	Adultes - DVD	L'impossible[enregistrement vidéo] =The impossible /réalisation, J. A. Bayona ; histoire, María Belón ; scénario, Sergio G. Sánchez.	4	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2389732?lang=frc
Bibliothèque de Cartierville	Jeunes - Jeux vidéo sur console	LEGO The LEGO movie[ressource électronique (Xbox 360)] :videogame.	4	1	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2444791?lang=frc
Bibliothèque de Cartierville	Adultes - DVD	Divergence[enregistrement vidéo] =Divergent /réalisation, Neil Burger ; scénario, Evan Daugherty, Vanessa Taylor.	4	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2462977?lang=frc
