Nom Bibliothèque	Secteur	Titre	Nombre de prêt	Nombre de document	Lien URL
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Central Park :roman /Guillaume Musso.	9	8	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2440321?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Documentaires	Guinness world records 2013 :[le mondial des records] directeur de la publication, Craig Glenday ; traduction, Stéphanie Alglave ... et al.].	9	8	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2350339?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Matchs mémorables dans l'histoire des Canadiens[enregistrement vidéo].	9	20	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1771041?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Dallas Buyers Club[enregistrement vidéo] /réalisation, Jean-Marc Vallée ; scénario, Craig Borten, Melisa Wallack.	8	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2438764?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	La grande collection de La petite vie[enregistrement vidéo] /texte, Claude Meunier ; mise en scène, Josée Fortier ; réalisation, Pierre Séguin.	8	13	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1395173?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Romans québécois	La fiancée américaine :roman /Éric Dupont.	7	10	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2352535?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Documentaires	Guide de la route /[recherche et rédaction de la mise à jour, Sandra Gauthier avec la collaboration du personnel du Service des usagers de la route ; réalisé par la Société de l'assurance automobile du Québec en collaboration avec le Service de l'exploitation du Ministère des transports ; illustrations, Jean-Michel Girard].	7	16	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1821505?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Nouveautés	Un coeur à prendre /de Jeff Kinney ; traduit de l'anglais (États-Unis) par Natalie Zimmermann.	7	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2439335?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Les enquêtes du département V.4,Dossier 64 :la quatrième enquête du département V : roman /Jussi Adler-Olsen ; traduit du danois par Caroline Berg.	7	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2436688?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Livres d'images (Albums)	Et si on allait au cirque? /[texte de] Nicole Snitselaar ; [illustrations de] Cocci-Lune.	7	1	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2258116?lang=frc
