Nom Bibliothèque	Secteur	Titre	Nombre de prêt	Nombre de document	Lien URL
Bibliothèque d'Ahuntsic	Adultes - DVD	Prisonniers[enregistrement vidéo] =Prisoners /réalisation, Denis Villeneuve ; scénario, Aaron Guzikowski.	8	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2431762?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	À l'état sauvage :roman /Robert Lalonde	8	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2487576?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Lili ne veut pas se coucher /Dominique de Saint Mars ; [illustrations de] Serge Bloch ; [inspiré par Astrapi].	8	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1286640?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - DVD	Les aventures de Tintin[enregistrement vidéo] /réalisation, Stéphane Bernasconi.	8	9	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1393483?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Épopée en Amérique[enregistrement vidéo] :une histoire populaire du Québec /scénario, Gilles Carle, Camille Coudari, Jacques Lacoursière ; réalisation, Gilles Carle.	8	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1413954?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Nouveautés	Les légendaires.17,L'exode de Kalandre /Patrick Sobral.	8	9	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2481541?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les légendaires.12,Renaissance /Patrick Sobral	8	9	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1928399?lang=frc
Bibliothèque d'Ahuntsic	Adultes - BD	Le cycle de Tschaï /d'après l'oeuvre de Jack Vance ; adaptation, Jean David Morvan ; dessin, Li-An.	8	8	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1263762?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Livres d'images (Albums)	Les triplés /Nicole Lambert.	7	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1114484?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Muchachas.1 :roman /Katherine Pancol.	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2435377?lang=frc
