Nom Bibliothèque	Secteur	Titre	Nombre de prêt	Nombre de document	Lien URL
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Central Park :roman /Guillaume Musso.	8	8	http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2440321
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Mensonges sur le Plateau Mont-Royal.1,Un mariage de raison : roman historique /Michel David.	8	8	http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2403174
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Au poil /Jim Davis ; [traduction, Fanny Soubiran].	8	6	http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1934934
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Le chardonneret :[roman] /Donna Tartt ; traduit de l'anglais (États-Unis) par Édith Soonckindt.	7	12	http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2424289
Bibliothèque d'Ahuntsic	Adultes - DVD	L'histoire de Pi[enregistrement vidéo] =Life of Pi /réalisation, Ang Lee ; scénario, David Magee.	7	3	http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2382089
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Un paradis trompeur :roman /Henning Mankell ; traduit du suédois par Rémi Cassaigne.	7	4	http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2425669
Bibliothèque d'Ahuntsic	Adultes - Romans	Fifty shades.2,Cinquante nuances plus sombres :roman /E. L. James ; traduit de l'anglais par Aurélie Tronchet.	7	5	http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2363740
Bibliothèque d'Ahuntsic	Adultes - DVD	Épopée en Amérique[enregistrement vidéo] :une histoire populaire du Québec /scénario, Gilles Carle, Camille Coudari, Jacques Lacoursière ; réalisation, Gilles Carle.	7	4	http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1413954
Bibliothèque d'Ahuntsic	Adultes - DVD	Hunger games[enregistrement vidéo] :l'embrasement = The Hunger games : catching fire /réalisation, Francis Lawrence ; scénario, Simon Beaufoy, Michael de Bruyn.	7	3	http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2440675
Bibliothèque d'Ahuntsic	Jeunes - DVD	Fanfreluche me raconte--[enregistrement vidéo].	7	6	http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1395168
Bibliothèque d'Ahuntsic	Jeunes - Nouveautés	Astérix chez les Pictes /texte, Jean-Yves Ferri ; dessins, Didier Conrad.	7	5	http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2419118
