Nom Bibliothèque	Secteur	Titre	Nombre de prêt	Nombre de document	Lien URL
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Som inte dödar oss.Français	8	8	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2516089?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	1967.2,Une ingénue à l'Expo :roman historique /Jean-Pierre Charland.	8	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2516091?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Girl on the train.Français	8	9	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2503256?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Black box.Français	8	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2497568?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Soumission /Michel Houellebecq.	8	10	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2488049?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Les légendaires.5,Coeur du passé /Patrick Sobral.	8	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1431559?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	À l'état sauvage :roman /Robert Lalonde.	8	7	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2487576?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Documentaires	Guide de la route /[publication réalisée par la Société de l'assurance automobile du Québec].	7	13	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2448995?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Les ombres de Katyn /Philip Kerr ; traduit de l'anglais par Philippe Bonnet.	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2497585?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Fifty shades of Grey =Cinquante nuances de Grey /screenplay by Kelly Marcel ; directed by Sam Taylor-Johnson.	7	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2507908?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	Nelson.13,Mini cataclysme /Bertschy.	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2382388?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Arsène Lupin.[1][enregistrement vidéo] :les aventures du célèbre gentleman-cambrioleur.	7	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1430601?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - DVD	M. Peabody et Sherman[enregistrement vidéo] =Mr. Peabody & Sherman /réalisation, Rob Minkoff ; scénario, Craig Wright.	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2474680?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Hunger games.La révolte.1[enregistrement vidéo] =The hunger games.Mockingjay.1 /réalisation, Francis Lawrence ; scénario, Peter Craig, Danny Strong.	7	2	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2488583?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Violence à l'origine /Martin Michaud.	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2477972?lang=frc
Bibliothèque d'Ahuntsic	Adultes - DVD	Boyhood =Jeunesse /écrit et réalisé par Richard Linklater.	7	3	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2487453?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Nouveautés	Nelson.15,Exécrable par nature /Bertschy.	7	5	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2493294?lang=frc
Bibliothèque d'Ahuntsic	Adultes - Nouveautés	Temps glaciaires /Fred Vargas.	7	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb2494009?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - BD - Fiction	La rose écarlate.5,Je serai toujours avec toi /scénario et dessin, Patricia Lyfoung.	7	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1822213?lang=frc
Bibliothèque d'Ahuntsic	Jeunes - Documentaires	Gallimimus /[texte, Lucie Duchesne et Andrew Leitch ; scénario, Michael Crichton et David Koepp ; d'après le roman de Michael Crichton].	6	4	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1131899?lang=frc
Bibliothèque de Cartierville	Adultes - Documentaires	Conduire un véhicule de promenade /[publication réalisée par la Société de l'assurance automobile du Québec ; recherche et rédaction, Michèle Jean et Micheline Briand avec la collaboration de Diane Hamel... et al.]	8	17	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1427841?lang=frc
Bibliothèque de Cartierville	Adultes - Documentaires	Guide de la route /[recherche et rédaction, Micheline Briand avec la collaboration de Claude Nazair ; réalisé par la Société de l'assurance automobile du Québec en collaboration avec le Service des technologies d'exploitation du Ministère des transports].	7	11	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1492968?lang=frc
Bibliothèque de Cartierville	Adultes - Documentaires	Soins infirmiers, médecine et chirurgie /Brunner et Suddath ; [traduction, Marie-Hélène Courchesne ... et al.].	6	6	https://nelligandecouverte.ville.montreal.qc.ca/iii/encore/record/C__Rb1446222?lang=frc
