Nom Bibliothèque	Secteur	Titre	Nombre de prêt	Nombre de document	Lien au catalogue
Bibliothèque L’Octogone	Adultes - Littérature canadienne	Les héritiers du fleuve.2,1898-1914 /Louise Tremblay-D'Essiambre.	8	11	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2410973
Bibliothèque L’Octogone	Adultes - DVD	Brideshead revisited[enregistrement vidéo] /Granada Television. --	8	4	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2193967
Bibliothèque L’Octogone	Adultes - Musique - Classique	Complete solo piano works[sound recording] /Bela Bartok. --	8	8	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2198058
Bibliothèque L’Octogone	Jeunes - DVD	Arthur 2 & 3.Les nouvelles aventures des minimoys[enregistrement vidéo] =Arthur 2 & 3.The new minimoys adventures /scénario et réalisation, Luc Besson.	7	5	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2246232
Bibliothèque L’Octogone	Adultes - Littérature canadienne	Les héritiers du fleuve.3,1918-1929 /Louise Tremblay-D'Essiambre.	7	9	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2441946
Bibliothèque L’Octogone	Jeunes - DVD	Rebelle[enregistrement vidéo] =Brave /réalisation, Mark Andrews, Brenda Chapman ; scénario, Mark Andrews ... [et al.] ; histoire, Brenda Chapman.	7	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2358830
Bibliothèque Henri-Bourassa	Adultes - DVD	Hunger games[enregistrement vidéo] :l'embrasement = The Hunger games : catching fire /réalisation, Francis Lawrence ; scénario, Simon Beaufoy, Michael de Bruyn.	9	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2440675
Bibliothèque Henri-Bourassa	Jeunes - DVD	Rio[enregistrement vidéo] /réalisation, Carlos Saldanha ; scénario, Don Rhymer ... [et al.].	6	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2251429
Bibliothèque Henri-Bourassa	Jeunes - DVD	Les Schtroumpfs[enregistrement vidéo] :la légende du cavalier fantôme = The Smurfs : the legend of smurfy hollow /réalisation, Stephan Franck ; scénario, Todd Berger.	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2412870
Bibliothèque Henri-Bourassa	Adultes - DVD	Assaut sur la Maison-Blanche[enregistrement vidéo] =Olympus has fallen /réalisation, Antoine Fuqua ; scénario, Creighton Rothenberger, Katrin Benedikt.	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2409226
Bibliothèque Henri-Bourassa	Adultes - DVD	Intouchables[enregistrement vidéo] /un film écrit et réalisé par Éric Toledano et Olivier Nakache.	6	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2364223
Bibliothèque Henri-Bourassa	Jeunes - BD	Les Simpson.15,Simpsorama /[d'après Matt Groening ; adaptation française, Céline Petitdidier].	6	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2259183
Bibliothèque Henri-Bourassa	Jeunes - DVD	La véritable histoire du Chat botté[enregistrement vidéo] =The true story of Puss'n Boots /réalisation, Pascal Hérold, Jérôme Deschamps, Macha Makeïeff ; scénario, Pascal Hérold.	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2263187
Bibliothèque Henri-Bourassa	Jeunes - BD	Lili a un chagrin d'amour /[texte de] Dominique de Saint Mars ; [illustrations de] Serge Bloch.	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1580200
Bibliothèque Henri-Bourassa	Adultes - DVD	Les experts :Manhattan.Saison quatre[enregistrement vidéo] =CSI :NY.The fourth season /créé par Anthony E. Zuiker, Ann Donahue, Carol Mendelsohn.	6	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1922859
Bibliothèque Henri-Bourassa	Jeunes - DVD	Dora et la forêt enchantée[enregistrement vidéo] =Dora's enchanted forest adventures.	5	4	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2281195
Bibliothèque Henri-Bourassa	Adultes - DVD	RED[enregistrement vidéo] /réalisation, Robert Schwentke ; scénario, Jon Hoeber, Erich Hoeber.	5	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2081213
Bibliothèque Henri-Bourassa	Jeunes - DVD	Allez, hop, Garfield![enregistrement vidéo] =Ready, set, Garfield! /réalisation, Philippe Vidal ; développé par Philippe Vidal, Robert Réa, Steve Balissat.	5	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2323068
Bibliothèque Henri-Bourassa	Jeunes - BD	Les Simpson.22,Sur la route! /[d'après] Matt Groening ; [adaptation française, Basile Béguerie].	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2416932
Bibliothèque Henri-Bourassa	Jeunes - DVD	Dora aime Babouche[enregistrement vidéo] =Dora loves Boots.	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2372524
Bibliothèque Henri-Bourassa	Jeunes - BD	Yes, I can! /dessin, Midam, Adam et Julien Mariolle ; scénario, Midam et Patelin.	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2426029
Bibliothèque Henri-Bourassa	Adultes - DVD	Les immortels[enregistrement vidéo] =Immortals /réalisation, Tarsem Singh ; scénario, Charley Parlapanides, Vlas Parlapanides.	5	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2315260
Bibliothèque Henri-Bourassa	Adultes - DVD	L'ascension du chevalier noir[enregistrement vidéo] =The dark knight rises /réalisation, Christopher Nolan ; histoire, Christopher Nolan, David S. Goyer ; scénario, Jonathan Nolan, Christopher Nolan.	5	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2363624
Bibliothèque Henri-Bourassa	Jeunes - BD	Top secret /Nickelodeon, Dreamworks ; [traduction, Brigitte Marie].	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2113372
Bibliothèque Henri-Bourassa	Adultes - DVD	Poirot.4[enregistrement vidéo] /réalisation, Andrew Grieve, Stephen Whittaker, Ross Devenish ; scénario, Clive Exton ... [et al.].	5	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1816275
Bibliothèque Henri-Bourassa	Jeunes - Documentaires	Plus de 30 tests pour se préparer et réussir!.Mathématique /Colette Laberge, Stéphane Vallée ; [illustrations, Agathe Bray-Bourret et Julien Del Busso].	5	6	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2251891
Bibliothèque de Belleville	Jeunes - Romans	Les jumeaux Templeton.1,Les jumeaux Templeton pris au piège! /écrit par Ellis Weiner ; illustré par Jeremy Holmes ; traduit de l'américain par Valérie Le Plouhinec.	9	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2441094
Bibliothèque de Belleville	Adultes - Documentaires	Soins infirmiers, médecine et chirurgie /Brunner et Suddath ; [traduction, Marie-Hélène Courchesne ... et al.].	8	6	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1446222
Bibliothèque de Belleville	Adultes - DVD	Damages.The complete first season[enregistrement vidéo].	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1770596
Bibliothèque de Belleville	Jeunes - DVD	Les Croods[enregistrement vidéo] = The Croods	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2415992
Bibliothèque de Belleville	Jeunes - BD	Boule & Bill.17 /Roba.	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1249204
Bibliothèque de Belleville	Jeunes - DVD	Princesse Sofia au Royaume des sirènes[enregistrement vidéo] =Sofia the First : the floating palace /created by Craig Gerber.	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2453023
Bibliothèque de Belleville	Jeunes - DVD	Les Schtroumpfs[enregistrement vidéo] :Un chant de Noël = The Smurfs : a Christmas carol /[réalisation, Raja Gosnell ; histoire, J. David Stem, David N. Weiss ; scénario, J. David Stem ... et al.].	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2412867
Bibliothèque de Belleville	Jeunes - DVD	Barbie et la magie des perles[enregistrement vidéo] =Barbie, the pearl princess /réalisation, Zeke Norton ; scénario, Cydne Clark et Steve Granat.	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2446848
Bibliothèque de Belleville	Jeunes - DVD	Harry Potter.Années 1 à 5[enregistrement vidéo] =Harry Potter.Years 1-5.	5	5	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1803814
Bibliothèque de Belleville	Jeunes - DVD	Les princesses jumelles du pays de Legendale[enregistrement vidéo] =The princess twins of Legendale /réalisation, Doug Krohn ; scénario, Sindy McKay.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2438811
Bibliothèque de Belleville	Adultes - BD	Cat's eye v 03	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1950906
Bibliothèque de Belleville	Adultes - BD	Cat's eye v 02	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1950905
Bibliothèque de Belleville	Adultes - BD	Cat's eye v 01	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1950904
Bibliothèque de Belleville	Jeunes - DVD	Kaboum.Saison 2.2[enregistrement vidéo] /idée originale, Zoomba.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1930556
Bibliothèque de Belleville	Jeunes - DVD	Martine.1[enregistrement vidéo] /réalisation, Claude Allix.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2387102
Bibliothèque de Belleville	Jeunes - BD	Les p'tits diables.Ça va être ta fête maman! /scénario & dessin, Olivier Dutto.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2402589
Bibliothèque de Belleville	Adultes - DVD	Red dawn[enregistrement vidéo] =L'aube rouge /story by Kevin Reynolds ; screenplay by Carl Ellsworth and Jeremy Passmore ; directed Dan Bradley.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2393216
Bibliothèque de Belleville	Jeunes - DVD	Il pleut des hamburgers 2[enregistrement vidéo] =Cloudy with a chance of meatballs 2 /réalisation, Cody Cameron, Kris Pearn ; scénario, Erica Rivinoja, John Francis Daley, Jonathan Goldstein.	4	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2436557
Bibliothèque de Belleville	Jeunes - DVD	Lady Oscar.1[enregistrement vidéo] =[Berusaiyu no bara.1] /direction, Tadao Nagahama, Osamu Dezaki ; screenplay, Yoshimi Shinozaki, Masahiro Yamada, Keiko Sugie.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1474780
Bibliothèque de Belleville	Jeunes - BD	Fils d'Homer /[d'après] Matt Groening ; [adaptation française, Basile Béguerie].	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2323622
Bibliothèque de Charleroi	Jeunes - BD	L'élève dépasse le mètre /scénario et dessin, Thierry Coppée.	5	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2077381
Bibliothèque de Charleroi	Adultes - DVD	Tai chi hero[enregistrement vidéo] /direction, Stephen Fung ; screenplay, Zhang Jialu, Cheng Hsiao-tse.	5	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2414479
Bibliothèque de Charleroi	Adultes - DVD	La saga Twilight.Révélation.1[enregistrement vidéo] =The Twilight saga.Breaking dawn.1 /réalisation, Bill Condon ; scénario, Melissa Rosenberg.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2285568
Bibliothèque de Charleroi	Jeunes - Documentaires	Réussis ta 1re [-6e] année!.Français, mathématique /[collection conçue et dirigée par Michel Brindamour ; recherche et rédaction, Françoise Tchou].	4	6	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1432093
Bibliothèque de Charleroi	Adultes - DVD	Poirot.3[enregistrement vidéo] /réalisation, Andrew Grieve, Brian Farnham ; scénario, Anthony Horowitz.	4	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1602029
Bibliothèque de Charleroi	Jeunes - DVD	Princesse Sofia :prête pour la vie de princesse[enregistrement vidéo] = Sofia the First : ready to be a princess /creator, Craig Gerber.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2420662
Bibliothèque de Charleroi	Adultes - DVD	Céline sur les Plaines[enregistrement vidéo] /mise en scène, Josée Fortier ; réalisation, Jean Lamoureux.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1757564
Bibliothèque de Charleroi	Jeunes - Jeux vidéo sur console	Transformers. Rise of the dark spark[ressource électronique(Xbox 360)]	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2460985
Bibliothèque de Charleroi	Jeunes - BD	C'est la fête! /[d'après Matt Groening].	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2362655
Bibliothèque de Charleroi	Jeunes - Documentaires	La grammaire pour tous :dictionnaire de la grammaire en 27 chapitres, index des difficultés grammaticales /Bescherelle.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1430964
Bibliothèque de Charleroi	Jeunes - BD	Max et Lili aident les enfants du monde /[texte de] Dominique de Saint Mars ; [illustrations de] Serge Bloch.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1415859
Bibliothèque de Charleroi	Jeunes - BD	Les Simpson.La cabane des horreurs.2,Hoodoo voodoo brouhaha /[d'après des personnages créés par Matt Groening] ; scénario & dessin, Ty Templeton.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1987011
Bibliothèque de Charleroi	Jeunes - BD	Les Simpson.19,Incontrôlable /[d'après Matt Groening ; adaptation française, Céline Petitdidier].	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2353700
Bibliothèque de Charleroi	Jeunes - BD	Max et Lili se sont perdus /[texte de] Dominique de Saint Mars ; [illustrations de] Serge Bloch ; [inspiré par Astrapi].	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1222540
Bibliothèque de Charleroi	Adultes - DVD	Le rêve de Cassandre[enregistrement vidéo] =Cassandra's dream /scénario et réalisation, Woody Allen.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1828247
Bibliothèque de Charleroi	Jeunes - Jeux vidéo sur console	FIFA soccer 14[ressource électronique (Xbox 360)].	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2416219
Bibliothèque de Charleroi	Jeunes - Romans	Opération Hawaï /Téa Stilton ; [illustrations de Sabrina Ariganello ... et al. ; traduction de Titi Plumederat].	3	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2394183
Bibliothèque de Charleroi	Tout-petits - Documentaires	Pirouette cacahuète /Cristian Turdera.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2254301
Bibliothèque de Charleroi	Adultes - DVD	La momie[enregistrement vidéo] =The mummy /réalisateurs, Rob Cohen, Stephen Sommers ; scénario, Alfred Gough, Miles Millar.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1815239
Bibliothèque de Charleroi	Jeunes - BD	Le maître blagueur /scénario et dessin, Thierry Coppée.	3	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1462248
Bibliothèque de la Maison culturelle et communautaire	Jeunes - DVD	Princesse Sofia au Royaume des sirènes[enregistrement vidéo] =Sofia the First : the floating palace /created by Craig Gerber.	9	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2453023
Bibliothèque de la Maison culturelle et communautaire	Jeunes - DVD	Barbie et la magie des perles[enregistrement vidéo] =Barbie, the pearl princess /réalisation, Zeke Norton ; scénario, Cydne Clark et Steve Granat.	9	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2446848
Bibliothèque de la Maison culturelle et communautaire	Jeunes - DVD	Il pleut des hamburgers[enregistrement vidéo] =Cloudy with a chance of meatballs /réalisation et scénario, Phil Lord, Chris Miller.	8	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1918854
Bibliothèque de la Maison culturelle et communautaire	Jeunes - DVD	Il pleut des hamburgers 2[enregistrement vidéo] =Cloudy with a chance of meatballs 2 /réalisation, Cody Cameron, Kris Pearn ; scénario, Erica Rivinoja, John Francis Daley, Jonathan Goldstein.	7	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2436557
Bibliothèque de la Maison culturelle et communautaire	Jeunes - DVD	Les Schtroumpfs[enregistrement vidéo] :Un chant de Noël = The Smurfs : a Christmas carol /[réalisation, Raja Gosnell ; histoire, J. David Stem, David N. Weiss ; scénario, J. David Stem ... et al.].	7	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2412867
Bibliothèque de la Maison culturelle et communautaire	Adultes - Jeux vidéo sur console	Farcry 3[ressource électronique (PlayStation 3)].	7	4	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2373036
Bibliothèque de la Maison culturelle et communautaire	Adultes - DVD	Prison break.Season two[enregistrement vidéo] /created by Paul Scheuring.	7	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1470297
Bibliothèque de la Maison culturelle et communautaire	Jeunes - DVD	Scooby-Doo!Mask of the Blue Falcon[enregistrement vidéo] =Scooby-Doo!Blue Falcon, le retour /Hanna-Barbera and Warner Bros. Animation present ; producer, James Tucker ; written by Marly Halpern-Graser and Michael F. Ryan ; directed by Michael Goguen.	7	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2385859
Bibliothèque de la Maison culturelle et communautaire	Jeunes - DVD	Détestable moi 2[enregistrement vidéo] =Despicable me 2 /réalisation, Pierre Coffin, Chris Renaud ; scénario, Ken Daurio, Cinco Paul.	6	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2430461
Bibliothèque de la Maison culturelle et communautaire	Jeunes - DVD	Les Simpson et Noël[enregistrement vidéo] =Christmas with the Simpsons /créé par Matt Groening.	6	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1909766
Bibliothèque de la Maison culturelle et communautaire	Jeunes - DVD	Barbie & ses soeurs au club hippique[enregistrement vidéo] =Barbie & her sisters in a pony tale /réalisation, Kyran Kelly ; scénario, Cydne Clark, Steve Granat.	6	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2419171
Bibliothèque de la Maison culturelle et communautaire	Jeunes - DVD	Le coq de St-Victor[enregistrement vidéo] =The rooster of St-Victor /réalisation, Pierre Greco ; scénario, Johanne Mercier, Pierre Greco.	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2459040
Bibliothèque de la Maison culturelle et communautaire	Jeunes - Jeux vidéo sur console	Skate it [electronic resource (Wii)].	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2117124
Bibliothèque de la Maison culturelle et communautaire	Adultes - DVD	Après la terre[enregistrement vidéo] =After earth /réalisation, M. Night Shyamalan ; scénario, Gary Whitta, M. Night Shyamalan ; histoire, Will Smith.	6	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2416435
Bibliothèque de la Maison culturelle et communautaire	Jeunes - DVD	Sofia the First. The enchanted feast[enregistrement vidéo]	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2465354
Bibliothèque de la Maison culturelle et communautaire	Adultes - DVD	Rumeurs.Saison 3[enregistrement vidéo] /auteure, Isabelle Langlois ; réalisation, Pierre Théorêt.	6	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1453716
Bibliothèque de la Maison culturelle et communautaire	Jeunes - DVD	Angelina Ballerina.Twirling tales[enregistrement vidéo] /[created by Katharine Holabird, Helen Craig].	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2426906
Bibliothèque de la Maison culturelle et communautaire	Adultes - DVD	La stratégie Ender[enregistrement vidéo] =Ender's game /scénario et réalisation, Gavin Hood.	5	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2439775
Bibliothèque de la Maison culturelle et communautaire	Jeunes - Jeux vidéo sur console	NHL 15[ressource électronique (Xbox 360].	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2471213
Bibliothèque de la Maison culturelle et communautaire	Jeunes - BD	Lili est harcelée à l'école /[texte de] Dominique de Saint Mars ; [illustrations de] Serge Bloch.	5	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2318320
Bibliothèque de Saint-Léonard	Jeunes - DVD	Ella l'ensorcelée[enregistrement vidéo] =Ella enchanted /réalisation, Tommy O'Haver ; scénario, Laurie Craig.	9	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1450173
Bibliothèque de Saint-Léonard	Adultes - DVD	Hunger games[enregistrement vidéo] :le film = The hunger games /réalisation, Gary Ross ; scénario, Gary Ross, Suzanne Collins, Billy Ray.	8	5	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2342067
Bibliothèque de Saint-Léonard	Jeunes - DVD	Arthur l'aventurier.L'aventure de Noël en spectacle[enregistrement vidéo]	8	5	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2360196
Bibliothèque de Saint-Léonard	Adultes - Nouveautés	Les héritiers du fleuve.3,1918-1929 /Louise Tremblay-D'Essiambre.	8	13	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2441946
Bibliothèque de Saint-Léonard	Jeunes - BD	Apocalypse boy /scénario et dessin, Midam.	7	6	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1219460
Bibliothèque de Saint-Léonard	Jeunes - DVD	Coraline[enregistrement vidéo] /scénario et réalisation, Henry Selick.	7	4	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1841753
Bibliothèque de Saint-Léonard	Jeunes - DVD	Kung fu panda.2[enregistrement vidéo] /réalisation, Jennifer Yuh ; scénario, Jonathan Aibel, Glenn Berger.	7	4	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2275215
Bibliothèque de Saint-Léonard	Jeunes - BD	Alien Chantilly /scénario et dessin, Midam.	7	4	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1248217
Bibliothèque de Saint-Léonard	Jeunes - DVD	Les Tobby dans l'espace[enregistrement vidéo] =Space buddies /réalisation, Robert Vince ; scénario, Robert Vince, Anna McRoberts.	7	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1809728
Bibliothèque de Saint-Léonard	Jeunes - Jeux vidéo sur console	Mario.Sports mix[ressource électronique (Wii)].	7	5	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2116127
Bibliothèque de Saint-Léonard	Jeunes - DVD	La mariée cadavérique[enregistrement vidéo] :l'oeuvre de Tim Burton = Tim Burton's Corpse bride /réalisation, Tim Burton, Mike Johnson ; scénario, John August, Caroline Thompson, Pamela Pettler.	7	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1451269
Bibliothèque de Saint-Léonard	Jeunes - DVD	Caillou aime l'eau[enregistrement vidéo] =Caillou's water fun.	7	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2401413
Bibliothèque de Saint-Léonard	Jeunes - DVD	Une vie de chat[enregistrement vidéo] =A cat in Paris /réalisation, Alain Gagnol, Jean-Loup Felicioli ; scénario, Alain Gagnol.	7	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2355010
Bibliothèque de Saint-Léonard	Adultes - DVD	Un duo d'enfer[enregistrement vidéo] =The heat /réalisation, Paul Feig ; scénario, Katie Dippold.	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2408600
Bibliothèque de Saint-Léonard	Jeunes - DVD	Au jeu![enregistrement vidéo] =Game on! /réalisation, Marcos da Silva, Raymond Lebrun ; production André A. Bélanger, Luc Châtelain.	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2455091
Bibliothèque de Saint-Léonard	Adultes - DVD	Le vendeur[enregistrement vidéo] =The salesman /scénario et réalisation, Sébastien Pilote.	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2289265
