ï»¿IdRte,NOM,TYPE,TYPEREVETEMENT,INTERSECTION,ROUTEVERTE,MISEAJOUR,STATUT,LONGUEUR
128,Champigny,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,28.86
129,Champigny,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,239.74
130,Champigny,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,14.44
131,Martigny,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,48.56
132,Martigny,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,18.05
133,Martigny,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,17.98
134,Martigny,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,161.01
135,Martigny,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,20.28
136,Martigny,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,65.15
137,Martigny,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,32.03
138,Martigny,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,67.25
139,Martigny,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,20.26
140,Martigny,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,175.51
141,Martigny,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,19.5
142,Martigny,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,57.22
143,Martigny,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,22.31
144,Martigny,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,146.79
145,Fiset,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,22.96
146,Fiset,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,55.65
147,Fiset,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,19.54
148,Fiset,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,52.55
149,GÃ©linas,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,15.17
151,Devault,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,343.42
153,SauvÃ©,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,16.56
155,Gamelin,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,53.51
156,Gamelin,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,21.45
157,Gamelin,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,180.17
158,Gamelin,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,22.35
159,Gamelin,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,203.11
160,Gamelin,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,16.26
165,Lavigne,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,13.52
166,Lavigne,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,64.43
167,Lavigne,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,16
168,Lavigne,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,281.33
169,Marquis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,37.86
170,Marquis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,14.14
171,Marquis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,47.24
172,Marquis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,10.94
173,Marquis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,97.99
174,Marquis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,9.39
175,Marquis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,18.05
176,Marquis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,31.57
177,Marquis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,22.22
178,Marquis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,11.49
179,Marquis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,74.14
180,Marquis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,19.81
181,Marquis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,59.75
182,Marquis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,11.4
183,Marquis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,44.88
184,Marquis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,15.3
185,Marquis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,52.93
186,Marquis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,16.65
187,Marquis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,206.13
195,Providence,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,1064.01
196,PrÃ©fontaine,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,21.72
197,PrÃ©fontaine,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,161.73
198,Pontbriand,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,71.66
199,Pontbriand,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,10.06
200,Pontbriand,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,95.41
201,Pontbriand,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,9.65
202,Pontbriand,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,128.17
206,Boulevard Industriel,Site propre,Asphalte,Non,Non,2019-01-16,Actif,108.12
216,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,26.61
217,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,242.83
218,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,26.02
223,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,145.89
224,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,26.29
225,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,205.33
226,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,10.64
227,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,15.22
228,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,25.76
229,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,47.03
230,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,13.28
231,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,43.68
232,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,26.93
233,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,159.46
234,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,28.23
235,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,621.52
237,Valmont,Site propre,Asphalte,Non,Non,2023-02-14,Actif,100.53
240,Beauchesne,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,26.75
241,Beauchesne,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,214.69
242,Beauchesne,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,20.2
243,Beauchesne,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,131.48
244,Beauchesne,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,22.65
245,Beauchesne,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,416.75
246,Beauchesne,Voie cyclable,Asphalte,Oui,Non,2019-01-17,Actif,20.61
247,Beauchesne,Voie cyclable,Asphalte,Non,Non,2019-01-17,Actif,168.28
248,Beauchesne,Voie cyclable,Asphalte,Oui,Non,2019-01-17,Actif,21.77
249,Beauchesne,Voie cyclable,Asphalte,Non,Non,2019-01-17,Actif,55.7
250,Beauchesne,Voie cyclable,Asphalte,Oui,Non,2019-01-17,Actif,20.74
251,Beauchesne,Voie cyclable,Asphalte,Non,Non,2019-01-17,Actif,133.33
252,Noiseux,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,17.94
253,Noiseux,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,57.8
254,Noiseux,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,22.34
255,Noiseux,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,53.98
256,Noiseux,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,23.34
257,Noiseux,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,224.03
258,Noiseux,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,24.9
259,Noiseux,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,347.5
260,Noiseux,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,28.9
261,Noiseux,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,243.08
262,Des Noyers,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,17.14
264,Martigny,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,284.65
265,Martigny,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,19.29
266,Martigny,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,200.75
267,Marquis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,18.05
268,Marquis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,511.96
269,Marquis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,15.1
270,Paradis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,56.79
273,Boulevard le Bourg-Neuf,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,13.72
274,Valmont,Site propre,Asphalte,Oui,Non,2023-02-14,Actif,11.28
275,Valmont,Site propre,Asphalte,Non,Non,2023-02-14,Actif,78.05
276,Valmont,Site propre,Asphalte,Oui,Non,2023-02-14,Actif,7.04
277,Valmont,Site propre,Asphalte,Non,Non,2023-02-14,Actif,80.49
278,Valmont,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,11.01
279,Valmont,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,26.35
280,Valmont,Site propre,Asphalte,Non,Non,2019-01-16,Actif,61.55
283,Avenue des RiviÃ¨res,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,11.44
289,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,10.15
290,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,22.67
295,Pontbriand,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,16.55
296,Paradis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,17.98
297,Lalonde,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,136.48
298,Boulevard le Bourg-Neuf,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,14.46
300,Notre-Dame,Voie cyclable,PavÃ©,Non,Oui,2019-01-16,Actif,2719.98
301,Notre-Dame,Bande cyclable (marquage),Asphalte,Oui,Oui,2019-01-16,Actif,21.81
302,Boulevard le Bourg-Neuf,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,10.54
303,Boulevard le Bourg-Neuf,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,10.65
304,Boulevard le Bourg-Neuf,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,12.94
305,Boulevard le Bourg-Neuf,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,12.73
306,Boulevard le Bourg-Neuf,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,12.39
307,Boulevard le Bourg-Neuf,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,14.39
308,Saint-Paul,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,12.53
309,De la Presqu'Ã®le,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,207.8
310,De la Presqu'Ã®le,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,129.34
311,De la Presqu'Ã®le,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,1099.49
312,De la Presqu'Ã®le,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,132.45
313,De la Presqu'Ã®le,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,105.78
314,De la Presqu'Ã®le,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,20.21
315,De la Presqu'Ã®le,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,22.59
316,De la Presqu'Ã®le,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,21.52
317,De la Presqu'Ã®le,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,22.85
318,Benjamin-Moreau,Voie cyclable,Asphalte,Oui,Oui,2019-01-16,Actif,9.7
319,Lefebvre,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,7.5
320,Voie ferrÃ©e,Site propre,Asphalte,Non,Non,2019-01-16,Actif,18.33
322,De la Paix,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,21.89
325,Benjamin-Moreau,Voie cyclable,Asphalte,Oui,Oui,2019-01-16,Actif,27.33
326,Boulevard Pierre-Le Gardeur,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,8.49
333,De la Presqu'Ã®le,Site propre,PavÃ©,Oui,Non,2019-01-16,Actif,19.29
334,Ricard,Voie cyclable,PavÃ©,Non,Oui,2019-01-16,Actif,80.11
335,Sainte-Marie,Voie cyclable,PavÃ©,Non,Oui,2019-01-16,Actif,78.04
336,Sainte-Marie,Voie cyclable,PavÃ©,Oui,Oui,2019-01-16,Actif,12.35
337,Sainte-ThÃ©rÃ¨se,Voie cyclable,PavÃ©,Oui,Oui,2019-01-16,Actif,15.38
338,Sainte-Marie,Voie cyclable,PavÃ©,Oui,Oui,2019-01-16,Actif,70.97
341,Du SacrÃ©-Coeur,Voie cyclable,PavÃ©,Non,Oui,2019-01-16,Actif,15.62
342,Du SacrÃ©-Coeur,Voie cyclable,PavÃ©,Oui,Oui,2019-01-16,Actif,5.96
343,Du SacrÃ©-Coeur,Voie cyclable,PavÃ©,Non,Oui,2019-01-16,Actif,7.32
345,Saint-Jacques,Voie cyclable,PavÃ©,Oui,Non,2019-01-16,Actif,14.64
356,Voie ferrÃ©e,Voie cyclable,PavÃ©,Oui,Oui,2019-01-16,Actif,11.65
357,Du SacrÃ©-Coeur,Voie cyclable,PavÃ©,Non,Oui,2019-01-16,Actif,153.67
358,Du SacrÃ©-Coeur,Voie cyclable,PavÃ©,Oui,Oui,2019-01-16,Actif,9.76
359,Du SacrÃ©-Coeur,Voie cyclable,PavÃ©,Non,Oui,2019-01-16,Actif,35.57
360,Saint-Paul,Voie cyclable,PavÃ©,Non,Oui,2019-01-16,Actif,184.07
361,Boulevard CÃ©line-Dion,Site propre,PavÃ©,Oui,Oui,2019-01-16,Actif,11.29
362,Boulevard Notre-Dame-des-Champs,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,13.33
363,Boulevard Notre-Dame-des-Champs,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,8.99
368,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,59.46
369,SauvÃ©,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,217.23
370,Lemieux,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,59.76
371,Paradis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,13.4
372,PrÃ©fontaine,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,214.28
374,Fiset,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,60.65
375,Des Noyers,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,58.91
376,De Niagara,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,70.13
377,Valmont,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,11.12
379,Ricard,Voie cyclable,PavÃ©,Non,Oui,2019-01-16,Actif,30.89
380,Boulevard Notre-Dame-des-Champs,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,6.41
381,Boulevard Notre-Dame-des-Champs,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,2.97
382,PrÃ©fontaine,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,14.85
384,Valmont,Site propre,Asphalte,Oui,Non,2023-02-14,Actif,12.57
385,Valmont,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,12.2
388,Noiseux,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,2.42
389,Boulevard Brien,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,12.11
390,Boulevard Brien,Voie cyclable,Asphalte,Non,Non,2021-04-09,ProjetÃ©,167.83
391,De la Paix,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,3.39
409,Boulevard de l'Assomption,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,27.3
410,Boulevard de l'Assomption,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,52.82
411,Boulevard de l'Assomption,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,15.12
412,Boulevard de l'Assomption,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,50.61
413,Boulevard de l'Assomption,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,17.76
414,Boulevard de l'Assomption,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,41.58
415,Boulevard de l'Assomption,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,87.59
416,Boulevard de l'Assomption,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,21.15
417,Boulevard de l'Assomption,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,50.99
418,Boulevard de l'Assomption,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,18.43
419,Boulevard de l'Assomption,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,60.82
420,Boulevard de l'Assomption,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,20.49
431,Boulevard de l'Assomption,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,14.7
447,Boulevard de La Rochelle,Voie cyclable,Asphalte,Oui,Non,2024-03-22,ProjetÃ©,25.12
483,De la Presqu'Ã®le,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,38.64
484,De la Presqu'Ã®le,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,420.52
485,De la Presqu'Ã®le,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,21.8
503,Masson,Site propre,Asphalte,Oui,Non,2023-02-14,Actif,16.63
504,Masson,Site propre,Asphalte,Non,Non,2023-02-14,Actif,14.73
552,Rivest,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,10.96
553,Rivest,Voie cyclable,Asphalte,Oui,Oui,2019-01-16,Actif,21.89
554,Notre-Dame,Bande cyclable (marquage),Asphalte,Non,Oui,2019-01-16,Actif,29.85
556,Boulevard Notre-Dame-des-Champs,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,398.9
557,Boulevard CÃ©line-Dion,Site propre,PavÃ©,Non,Oui,2019-01-16,Actif,118.32
559,De la Presqu'Ã®le,Site propre,PavÃ©,Non,Non,2019-01-16,Actif,236.51
560,De la Presqu'Ã®le,Site propre,PavÃ©,Non,Non,2019-01-16,Actif,264.38
561,De Lyon,Site propre,PavÃ©,Non,Non,2019-01-16,Actif,217.1
565,Boulevard Pierre-Le Gardeur,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,12.19
566,Boulevard Pierre-Le Gardeur,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,148.82
567,Boulevard Pierre-Le Gardeur,Voie cyclable,Asphalte,Non,Oui,2019-01-16,Actif,84.9
568,Parc Jacques-Laurin,Voie cyclable,PavÃ©,Non,Oui,2024-03-22,Actif,228.13
569,Sainte-Marie,Site propre,PavÃ©,Non,Oui,2019-01-16,Actif,48.67
572,Boulevard Pierre-Le Gardeur,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,173.4
573,Boulevard Pierre-Le Gardeur,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,190.46
574,Boulevard Pierre-Le Gardeur,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,31.75
575,Boulevard Pierre-Le Gardeur,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,76.7
576,Parc LaverdiÃ¨re,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,530.17
577,Saint-Paul,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,168.84
578,Saint-Paul,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,305.38
579,Saint-Paul,Site propre,Asphalte,Non,Non,2019-01-16,Actif,130.73
580,Saint-Paul,Site propre,Asphalte,Non,Non,2019-01-16,Actif,661.35
581,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,259.45
582,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,55.28
583,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,51.02
584,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,611.58
585,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,555.71
586,De la Paix,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,51.67
