ï»¿IdRte,NOM,TYPE,TYPEREVETEMENT,INTERSECTION,ROUTEVERTE,MISEAJOUR,STATUT,LONGUEUR
887,Boulevard Iberville,Site propre,Asphalte,Non,Non,2023-01-19,Actif,492.72
1282,Ãle-Lebel,Site propre,PavÃ©,Non,Non,2019-09-26,Actif,18.02
1283,Ãle-Lebel,Site propre,Asphalte,Non,Non,2019-09-26,Actif,48.38
694,Gazoduc,Site propre,Asphalte,Non,Non,2019-01-16,Actif,757.28
1236,Gazoduc,Site propre,Asphalte,Non,Non,2019-01-16,Actif,71.88
1237,des Champs-ÃlysÃ©es,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,8.91
1238,Boulevard Basile-Routhier,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,20.12
1239,Boulevard Basile-Routhier,Site propre,Asphalte,Non,Non,2019-01-16,Actif,3.85
154,De l'Ãglise,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,312.6
1138,Notre-Dame,Site propre,Asphalte,Non,Non,2019-01-16,Actif,90.25
1262,Boulevard Brien,Voie cyclable,Asphalte,Non,Non,2021-04-09,ProjetÃ©,51.68
1264,Boulevard Industriel,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,132.73
1284,Ãle-Lebel,Site propre,Criblure de pierre,Non,Non,2019-09-26,Actif,74.12
1270,Ãle-Lebel,Site propre,Criblure de pierre,Non,Non,2019-01-16,Actif,26.53
11,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,92.54
1272,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,25.75
1074,Raymond-Gaudreault,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,18.26
1072,Raymond-Gaudreault,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,237.29
678,AimÃ©-Constantin,Site propre,Asphalte,Non,Non,2019-01-16,Actif,169.12
1058,Lacombe,Site propre,Asphalte,Non,Non,2019-01-16,Actif,111.21
111,Lacombe,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,20.8
331,Lacombe,Site propre,Asphalte,Non,Non,2019-01-16,Actif,511.58
110,Lacombe,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,61.31
109,Lacombe,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,17.89
108,Lacombe,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,99.39
106,Lacombe,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,109.87
107,Lacombe,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,16.28
105,Lacombe,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,22.52
104,Lacombe,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,78.77
103,Lacombe,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,14.38
102,Lacombe,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,31.78
101,Lacombe,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,12.54
100,Lacombe,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,116.34
99,Lacombe,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,15.8
1266,Lacombe,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,7.77
1154,Lacombe,Site propre,Asphalte,Non,Non,2019-01-16,Actif,39.61
611,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,280.1
604,Boulevard Basile-Routhier,Site propre,Asphalte,Non,Non,2019-01-16,Actif,462.94
288,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,11.9
612,Des Monts-Valin,Site propre,Asphalte,Non,Non,2019-01-16,Actif,114.04
378,Des Monts-Valin,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,9.27
603,Des Monts-Valin,Site propre,Asphalte,Non,Non,2019-01-16,Actif,219.09
383,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,26.56
208,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Oui,Non,2019-01-16,Actif,21.03
596,Boulevard Industriel,Site propre,Asphalte,Non,Non,2019-01-16,Actif,93.78
215,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Non,Non,2019-01-16,Actif,185.09
1173,Boulevard Industriel,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,18.47
1172,Boulevard Industriel,Site propre,Asphalte,Non,Non,2019-01-16,Actif,67.01
1170,Boulevard Industriel,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,10.35
1169,Boulevard Industriel,Site propre,Asphalte,Non,Non,2019-01-16,Actif,24.27
1168,Boulevard Industriel,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,10.13
1167,Boulevard Industriel,Site propre,Asphalte,Non,Non,2019-01-16,Actif,42.14
203,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Non,Non,2019-01-16,Actif,154.2
1075,Valmont,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,121.53
1247,Notre-Dame,Site propre,Asphalte,Oui,Non,2021-05-20,Actif,2.21
1246,Notre-Dame,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,14.38
994,Beauchesne,Voie cyclable,Asphalte,Oui,Non,2019-01-17,Actif,31.36
1275,HÃ´tel-de-Ville,Site propre,Asphalte,Non,Non,2019-01-16,Actif,133.74
1131,HÃ´tel-de-Ville,Site propre,Asphalte,Non,Non,2019-01-16,Actif,151.47
1276,HÃ´tel-de-Ville,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,9.47
714,Boulevard Iberville,Voie cyclable,Asphalte,Oui,Non,2019-03-26,Actif,20.35
366,Notre-Dame,Site propre,PavÃ©,Oui,Oui,2019-05-03,Actif,35.27
632,Boulevard CÃ©line-Dion,Site propre,PavÃ©,Non,Oui,2019-05-03,Actif,301.92
365,Boulevard CÃ©line-Dion,Site propre,PavÃ©,Oui,Oui,2019-05-03,Actif,20.94
558,Boulevard CÃ©line-Dion,Site propre,PavÃ©,Non,Oui,2019-05-03,Actif,124.58
1212,Sentier Transcanadien,Voie cyclable,IndÃ©terminÃ©,Oui,Non,2019-05-03,Actif,1403.84
949,Sentier Transcanadien,Voie cyclable,IndÃ©terminÃ©,Oui,Non,2019-05-03,Actif,736.17
1224,Sentier Transcanadien,Site propre,IndÃ©terminÃ©,Oui,Non,2019-05-03,Actif,865.24
1219,Des Migrateurs,Site propre,IndÃ©terminÃ©,Oui,Non,2019-05-03,Actif,930.36
1278,Trudeau,Site propre,PavÃ©,Non,Non,2019-05-03,Actif,189.54
1279,Boulevard CÃ©line-Dion,Site propre,,Non,Non,2019-05-03,Actif,295.3
1000,Parc Entramis,Voie cyclable,Asphalte,Non,Non,2019-06-25,Actif,127.98
806,Boulevard de l'Assomption,Voie cyclable,Asphalte,Oui,Non,2019-06-25,Actif,10.51
272,Boulevard de l'Assomption,Voie cyclable,Asphalte,Non,Non,2019-06-25,Actif,1439.52
1280,Boulevard de l'Assomption,Voie cyclable,Asphalte,Non,Non,2019-06-25,Actif,935.6
995,Beauchesne,Site propre,Asphalte,Non,Non,2020-03-26,Actif,95.99
996,Beauchesne,Site propre,Asphalte,Oui,Non,2020-03-26,Actif,16.27
993,Beauchesne,Site propre,Asphalte,Non,Non,2020-03-26,Actif,353.21
998,Beauchesne,Site propre,Asphalte,Oui,Non,2020-03-26,Actif,18.78
1248,Beauchesne,Site propre,Asphalte,Oui,Non,2020-03-26,Actif,5.77
997,Beauchesne,Site propre,Asphalte,Non,Non,2020-03-26,Actif,89.83
1028,Parc Entramis,Voie cyclable,Asphalte,Non,Non,2019-08-26,Actif,87.89
1230,Boulevard Brien,Site propre,Asphalte,Non,Non,2020-07-23,Actif,7.22
1281,,Site propre,Asphalte,Non,Non,2019-09-26,Actif,204.75
1166,Monique,Voie partagÃ©e,Asphalte,Non,Non,2020-03-27,Actif,508.08
1292,Monique,Site propre,Asphalte,Non,Non,2020-11-24,Actif,134.47
1294,GÃ©linas,Voie cyclable,Asphalte,Oui,Non,2024-07-29,Actif,65.08
152,Devault,Voie cyclable,Asphalte,Oui,Non,2020-06-09,Actif,14.84
150,GÃ©linas,Voie cyclable,Asphalte,Non,Non,2020-06-09,Actif,355.38
1296,Parc Maurice-Richard,Site propre,Asphalte,Non,Non,2020-07-23,Actif,224.44
885,Boulevard Iberville,Voie cyclable,Asphalte,Non,Non,2021-03-22,Actif,173.28
1313,Boulevard Iberville,Site propre,Asphalte,Non,Non,2023-01-19,Actif,138.37
502,Masson,Site propre,Asphalte,Non,Non,2023-02-14,Actif,385.85
1314,Rue Notre-Dame,Site propre,Asphalte,Non,Non,2024-03-19,Actif,562.72
1330,Boulevard Lacombe,Site propre,Asphalte,Non,Non,2021-09-16,Actif,431.71
1332,Boulevard Lacombe,Site propre,Asphalte,Oui,Non,2021-09-16,Actif,13.56
1333,Boulevard Lacombe,Site propre,Asphalte,Non,Non,2021-09-16,Actif,48.87
1331,Boulevard Lacombe,Site propre,Asphalte,Non,Non,2021-09-16,Actif,130.23
1334,Boulevard Lacombe,Site propre,Asphalte,Oui,Non,2021-09-16,Actif,14.39
1271,Valmont,Site propre,Asphalte,Non,Non,2021-09-16,Actif,240.43
1352,Rue Valmont,Site propre,Asphalte,Oui,Non,2021-09-16,Actif,12.47
1353,Rue Valmont,Site propre,Asphalte,Non,Non,2021-09-16,Actif,182.79
1354,Rue Valmont,Site propre,Asphalte,Non,Non,2021-09-16,Actif,65.27
1355,Rue Valmont,Site propre,Asphalte,Oui,Non,2021-09-16,Actif,15.68
1356,Rue Valmont,Site propre,Asphalte,Non,Non,2021-09-16,Actif,69.85
1357,Rue Valmont,Site propre,Asphalte,Non,Non,2021-09-16,Actif,220.13
1175,Boulevard Brien,Site propre,Asphalte,Non,Non,2021-09-17,Actif,384.28
1358,Boulevard Brien,Site propre,Asphalte,Oui,Non,2021-09-17,Actif,14.31
1363,Boulevard Lacombe,Voie cyclable,Asphalte,Non,Non,2021-10-20,Actif,104.4
1364,Boulevard Lacombe,Voie cyclable,Asphalte,Oui,Non,2021-10-20,Actif,14.12
1365,Boulevard Lacombe,Voie cyclable,Asphalte,Oui,Non,2021-10-20,Actif,58.01
1307,Boulevard Lacombe,Voie cyclable,Asphalte,Non,Non,2021-10-20,Actif,368.56
1366,Boulevard Lacombe,Voie cyclable,Asphalte,Oui,Non,2021-10-20,Actif,16.6
1369,Notre-Dame,Site propre,Asphalte,Non,Non,2021-09-17,Actif,77.05
1370,Notre-Dame,Site propre,Asphalte,Oui,Non,2021-09-17,Actif,12.76
1371,Notre-Dame,Site propre,Asphalte,Non,Non,2021-09-17,Actif,32.52
1372,Notre-Dame,Site propre,Asphalte,Oui,Non,2021-09-17,Actif,11.54
1373,Notre-Dame,Site propre,Asphalte,Non,Non,2021-09-17,Actif,53.84
1374,Notre-Dame,Site propre,Asphalte,Oui,Non,2021-09-17,Actif,15.25
1273,Notre-Dame,Site propre,Asphalte,Non,Non,2021-09-17,Actif,150.99
1375,Notre-Dame,Site propre,Asphalte,Oui,Non,2021-09-17,Actif,15.69
1298,Brien,Site propre,Asphalte,Non,Non,2021-09-17,Actif,139.53
1376,Brien,Site propre,Asphalte,Oui,Non,2021-09-17,Actif,34.22
1377,Jacques-Plante,Site propre,Asphalte,Non,Non,2021-09-21,Actif,171.64
1380,Jacques-Plante,Voie cyclable,Asphalte,Oui,Non,2021-09-21,Actif,20.03
1381,Jacques-Plante,Voie cyclable,Asphalte,Oui,Non,2021-09-21,Actif,16.33
1378,Jacques-Plante,Site propre,Asphalte,Non,Non,2021-09-21,Actif,225.1
1339,Rue Masson,Site propre,Asphalte,Oui,Non,2023-02-14,Actif,21.23
1341,Rue Masson,Site propre,Asphalte,Oui,Non,2023-02-03,Actif,14.69
1340,Rue Masson,Site propre,Asphalte,Non,Non,2022-12-12,Actif,69.73
1343,Rue Masson,Site propre,Asphalte,Oui,Non,2023-02-03,Actif,13.74
1342,Rue Masson,Site propre,Asphalte,Non,Non,2022-12-12,Actif,113.34
495,Masson,Site propre,Asphalte,Oui,Non,2023-11-24,Actif,16.26
1344,Rue Masson,Site propre,Asphalte,Non,Non,2022-12-12,Actif,158.12
386,Valmont,Site propre,Asphalte,Oui,Non,2022-12-19,Actif,12.11
236,Valmont,Site propre,Asphalte,Non,Non,2023-02-14,Actif,72.29
597,Valmont,Site propre,Asphalte,Non,Non,2022-12-19,Actif,104.36
1390,Rue Noiseux,Voie cyclable,Asphalte,Non,Non,2022-12-21,Actif,63.29
1389,Rue Noiseux,Voie cyclable,Asphalte,Non,Non,2022-12-21,Actif,70.48
1391,Rue Noiseux,Voie cyclable,Asphalte,Oui,Non,2022-12-21,Actif,15.8
448,Boulevard de La Rochelle,Site propre,Asphalte,Oui,Non,2023-02-03,Actif,17.6
1345,Boulevard Aubert,Site propre,Asphalte,Non,Non,2023-01-05,Actif,386.07
1395,Boulevard Aubert,Site propre,Asphalte,Oui,Non,2023-01-05,Actif,3.71
1396,Notre-Dame,Site propre,Asphalte,Oui,Non,2023-02-03,Actif,19.51
1361,Notre-Dame,Site propre,Asphalte,Non,Non,2023-01-09,Actif,107.12
1362,Notre-Dame,Site propre,Asphalte,Oui,Non,2023-01-09,Actif,15.86
1299,Notre-Dame,Site propre,Asphalte,Non,Non,2023-01-09,Actif,303.08
1360,Notre-Dame,Site propre,Asphalte,Oui,Non,2023-01-09,Actif,20.29
1359,Notre-Dame,Site propre,Asphalte,Non,Non,2023-01-09,Actif,225.05
1399,Notre-Dame,Site propre,Asphalte,Oui,Non,2023-01-09,Actif,16.05
1397,Notre-Dame,Site propre,Asphalte,Non,Non,2023-02-03,Actif,170.48
1398,Notre-Dame,Site propre,Asphalte,Oui,Non,2023-02-03,Actif,16.62
1312,Notre-Dame,Site propre,Asphalte,Non,Non,2023-01-10,Actif,158.9
1124,Notre-Dame,Site propre,Asphalte,Non,Non,2023-03-13,Actif,32.06
1401,Notre-Dame,Site propre,Asphalte,Non,Non,2023-03-13,Actif,20.46
1402,Saint_Paul,Bande cyclable (marquage),Asphalte,Non,Non,2023-10-17,Actif,827.33
1404,Saint_Paul,Bande cyclable (marquage),Asphalte,Oui,Non,2023-10-23,Actif,30.36
1274,Saint-Paul,Bande cyclable (marquage),Asphalte,Non,Non,2023-10-23,Actif,1866.08
1297,Saint-Paul,Bande cyclable (marquage),Asphalte,Non,Non,2023-10-23,Actif,1833.38
1405,Saint_Paul,Bande cyclable (marquage),Asphalte,Oui,Non,2023-10-23,Actif,36.77
1403,Saint_Paul,Bande cyclable (marquage),Asphalte,Non,Non,2023-10-23,Actif,831.65
486,Masson,Site propre,Asphalte,Non,Non,2023-11-24,Actif,63.57
487,Masson,Site propre,Asphalte,Oui,Non,2023-11-24,Actif,15.61
488,Masson,Site propre,Asphalte,Non,Non,2023-11-24,Actif,13.41
489,Masson,Site propre,Asphalte,Oui,Non,2023-11-24,Actif,13.06
490,Masson,Site propre,Asphalte,Non,Non,2023-11-24,Actif,225.25
491,Masson,Site propre,Asphalte,Oui,Non,2023-11-24,Actif,13.7
492,Masson,Site propre,Asphalte,Non,Non,2023-11-24,Actif,50.29
493,Masson,Site propre,Asphalte,Oui,Non,2023-11-24,Actif,13.03
494,Masson,Site propre,Asphalte,Non,Non,2023-11-24,Actif,64.04
1392,Boulevard de La Rochelle,Site propre,Asphalte,Non,Non,2024-03-12,Actif,242.1
1406,Notre-Dame,Site propre,Asphalte,Non,Non,2024-03-19,ProjetÃ©,441.22
1407,LaverdiÃ¨re,Voie cyclable,Asphalte,,Non,2024-03-21,ProjetÃ©,326.38
1408,Bourg-Neuf,Site propre,Asphalte,,Non,2024-03-21,ProjetÃ©,275.78
1409,Notre-Dame,Site propre,Asphalte,,Non,2024-03-22,ProjetÃ©,314.6
1411,Rue Gervais,Voie cyclable,Asphalte,,Non,2024-03-22,ProjetÃ©,536.61
446,Boulevard de La Rochelle,Voie cyclable,Asphalte,Non,Non,2024-03-22,ProjetÃ©,127.46
1412,Rue IrÃ©nÃ©e-Gauthier,Voie cyclable,Asphalte,Non,Non,2024-03-22,Actif,176.4
1413,Rue IrÃ©nÃ©e-Gauthier,Voie cyclable,Asphalte,Oui,Non,2024-03-22,Actif,15.83
1414,Rue IrÃ©nÃ©e-Gauthier,Voie cyclable,Asphalte,Non,Non,2024-03-22,Actif,335.97
1415,Chemin des Quarante-Arpents,Site propre,Asphalte,Non,Non,2024-03-22,Actif,18.49
1416,Chemin des Quarante-Arpents,Site propre,Asphalte,Oui,Non,2024-03-22,Actif,14.47
1417,Chemin des Quarante-Arpents,Site propre,Asphalte,Non,Non,2024-03-22,Actif,223.93
1418,,Site propre,Asphalte,Non,Non,2024-03-26,Actif,189.24
