Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,5302,2378,23604,91088,136270,20187,58091,46.315383668,195.63291813
Situation familiale,Couples sans enfants,1526,1036,3506,9522,9484,347,4874,53.470483005,213.32726507
Situation familiale,Familles monoparentales,1253,892,6400,27255,3531,2804,11688,37.884265575,119.69495875
Situation familiale,Couples avec enfants,3124,2373,7352,10748,10702,1054,8489,40.886666667,112.804662
Situation familiale,Conjoint d'étudiant,2,133,123,215,131,30,200,37.838150289,55.378612717
Sexe,Hommes,5986,2683,19417,0,160118,13288,45702,45.44595236,178.68085412
Sexe,Femmes,5221,4129,21568,138828,0,11134,37640,45.568141873,187.62019189
Âge,Moins de 20 ans,302,141,219,1916,2361,4277,4152,18.621697451,12.083703531
Âge,De 20 à 24 ans,1039,558,1278,9218,10927,20145,8634,22.16813105,37.783172003
Âge,De 25 à 29 ans,1514,607,1906,11773,13095,0,10311,27.04262506,65.094137044
Âge,De 30 à 34 ans,2090,889,2688,12018,13388,0,10169,32.04184051,91.901007636
Âge,De 35 à 39 ans,2113,1000,3647,13174,15578,0,10253,37.050605175,124.62013077
Âge,De 40 à 44 ans,1459,826,4322,13219,15258,0,8725,41.978930365,160.61428521
Âge,De 45 à 49 ans,917,533,5225,13592,16095,0,7560,47.094452117,199.07181595
Âge,De 50 à 54 ans,601,394,6046,17580,21001,0,7915,52.150151629,239.48430575
Âge,55 ans et plus,1172,1864,15654,46338,52415,0,15623,59.940103085,269.19946736
Âge,35 ans et moins,5398,2412,6759,37425,42738,24422,35320,27.495453014,66.964634557
Âge,36 ans et plus,5809,4400,34226,101403,117380,0,48022,52.10062482,225.28656706
Scolarité,Primaire,70,986,4228,10314,11660,2475,4481,46.633202876,222.69122599
Scolarité,Secondaire I à IV,95,683,8913,49425,62427,10820,28798,44.137360083,199.88596538
Scolarité,Secondaire V,154,700,8604,29417,32177,2290,18308,47.701610546,177.79575933
Scolarité,Collégiale,42,341,3495,9296,9737,383,5927,48.145221457,161.85525141
Scolarité,Universitaire,181,1166,5513,7080,8116,67,5444,49.934390629,137.72163727
Scolarité,Inconnue,10665,2936,10232,33296,36001,8387,20384,43.695903142,162.79685989
Diplôme maximum obtenu,Aucun diplôme,297,2058,17564,67240,82199,13926,37382,45.034361847,201.46469797
Diplôme maximum obtenu,Secondaire - DES,22,324,4058,18979,20281,1639,12274,46.45020377,168.44765665
Diplôme maximum obtenu,Secondaire - DEP,4,35,890,5505,6551,208,3662,48.913652953,193.98390843
Diplôme maximum obtenu,Secondaire - ASP,0,6,88,454,716,26,312,49.458974359,203.45982906
Diplôme maximum obtenu,Collégial - AEC,1,18,510,1600,1640,22,1156,49.037654321,151.22685185
Diplôme maximum obtenu,Collégial - DEC général,0,28,463,1388,1651,40,866,49.035538006,175.1934847
Diplôme maximum obtenu,Collégial - DEC professionnel,2,96,684,2212,2002,36,1429,48.785002373,141.91765543
Diplôme maximum obtenu,Universitaire - Certificat,1,46,450,861,805,8,598,50.360744298,147.95258103
Diplôme maximum obtenu,Universitaire - Baccalauréat,21,519,2133,2915,3148,20,2271,49.677057562,124.84298202
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,13,154,744,641,837,0,658,50.184032476,101.03856563
Diplôme maximum obtenu,Inconnu,10846,3528,13401,37033,40288,8497,22734,44.347693382,162.79050969
Durée cumulative,Premier mois,960,62,62,670,808,362,1478,34.721244926,1
Durée cumulative,De 2 à 5 mois,4386,271,361,3390,3776,1716,7166,34.900502372,3.444180854
Durée cumulative,De 6 à 11 mois,3153,626,764,4152,4547,2470,8699,34.557650305,8.6155879986
