Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,7856,2411,22559,87928,131953,18293,57908,46.417584966,197.29358608
Situation familiale,Couples sans enfants,1885,1160,3242,9010,8988,316,4694,53.795921769,210.89732192
Situation familiale,Familles monoparentales,1424,859,5838,25241,3273,2497,11292,38.054885319,119.00199902
Situation familiale,Couples avec enfants,3879,1731,6526,9795,9741,796,8162,41.31459869,113.41098485
Situation familiale,Conjoint d'étudiant,1,70,103,147,92,17,120,38.117154812,71.548117155
Sexe,Hommes,8174,2353,18092,0,154047,12021,45641,45.588774854,180.70470051
Sexe,Femmes,6871,3878,20176,132121,0,9898,36535,45.814662317,188.9612098
Âge,Moins de 20 ans,507,93,186,1630,2088,3718,3628,18.577192039,10.033620226
Âge,De 20 à 24 ans,1579,419,1062,8268,9933,18201,7982,22.185594198,37.649304983
Âge,De 25 à 29 ans,2147,518,1735,11307,12843,0,10436,27.060248447,65.62057971
Âge,De 30 à 34 ans,2609,687,2433,11479,13299,0,10394,32.00524659,91.301759625
Âge,De 35 à 39 ans,2621,818,3284,12465,14728,0,10269,37.046997389,123.5004229
Âge,De 40 à 44 ans,1931,687,3991,12913,15414,0,9042,41.974759064,159.83023264
Âge,De 45 à 49 ans,1326,484,4695,12808,15130,0,7615,47.072446131,198.89984967
Âge,De 50 à 54 ans,782,365,5656,15847,18857,0,7316,52.122377824,239.32223951
Âge,55 ans et plus,1543,2160,15226,45404,51755,0,15494,60.067404975,272.59469529
Âge,35 ans et moins,7391,1890,5998,35108,40970,21919,34504,27.635926286,67.659047294
Âge,36 ans et plus,7654,4341,32270,97013,113077,0,47672,52.231933933,226.8332429
Scolarité,Primaire,44,896,3938,9575,11005,2343,4152,46.483867833,224.82823129
Scolarité,Secondaire I à IV,40,583,8441,46278,59258,8823,27402,44.670311552,205.93090509
Scolarité,Secondaire V,70,585,8012,27692,30495,1855,16973,48.110162064,182.78156633
Scolarité,Collégiale,31,238,3372,8965,9321,320,5549,48.592639178,165.82828393
Scolarité,Universitaire,89,820,5126,6462,7364,30,4651,50.68248228,144.10769565
Scolarité,Inconnue,14771,3109,9379,33149,36604,8548,23449,43.241753043,154.57961665
Diplôme maximum obtenu,Aucun diplôme,139,1789,16399,62621,77642,11687,34950,45.457804268,207.18135217
Diplôme maximum obtenu,Secondaire - DES,16,281,3910,18245,19406,1361,11578,46.82098749,172.70757749
Diplôme maximum obtenu,Secondaire - DEP,0,29,831,5190,6331,129,3562,49.365072476,198.75635796
Diplôme maximum obtenu,Secondaire - ASP,0,1,79,387,671,7,293,50.200378072,210.32703214
Diplôme maximum obtenu,Collégial - AEC,2,27,544,1615,1641,15,1185,49.302518428,152.63820639
Diplôme maximum obtenu,Collégial - DEC général,1,18,446,1344,1572,31,802,49.335048011,175.91083676
Diplôme maximum obtenu,Collégial - DEC professionnel,3,52,623,2084,1928,32,1304,49.378364905,146.79561316
Diplôme maximum obtenu,Universitaire - Certificat,0,18,387,740,693,0,443,51.489183531,159.4905792
Diplôme maximum obtenu,Universitaire - Baccalauréat,21,337,1975,2687,2840,10,1968,50.442916591,131.15017188
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,11,96,703,587,739,0,540,50.62745098,106.93514329
Diplôme maximum obtenu,Inconnu,14852,3583,12371,36621,40584,8647,25551,43.947037109,155.86774173
Durée cumulative,Premier mois,953,138,160,875,1179,590,2054,33.607108082,1
Durée cumulative,De 2 à 5 mois,4843,432,456,3895,4460,2208,8355,34.29144225,3.4688210652
Durée cumulative,De 6 à 11 mois,4669,613,656,4716,5110,2563,9826,34.752900468,8.2757989009
Durée cumulative,De 12 à 23 mois,3463,1291,1359,6294,6868,3450,13162,35.775110166,17.28384744
Durée cumulative,De 24 à 47 mois,923,3156,3567,11625,13116,6898,10556,36.652075502,35.135645285
Durée cumulative,De 48 à 119 mois,127,601,11395,26562,33019,6209,18142,39.660294389,82.006998875
Durée cumulative,120 mois et plus,67,0,20675,78154,90295,1,20081,51.280779346,277.28016788
Types de contraintes,Sans contraintes,12773,3132,15836,41336,60153,8935,46276,40.143562357,122.77114761
Types de contraintes,Contraintes temporaires,2016,2203,10789,32062,23732,3709,20521,50.36747679,160.84222318
Types de contraintes,Contraintes sévères,226,654,10557,55941,67700,9200,14528,47.882773514,244.27955128
Types de contraintes,Conjoints sans contraintes sévères,30,242,1086,2782,2462,75,851,51.732646834,222.31903127
Région,01 - Bas-Saint-Laurent,0,20,53,3031,3753,449,1522,47.811615566,228.5573408
Région,02 - Saguenay - Lac-St-Jean,0,2,63,4306,5015,657,2196,46.428387512,223.08604227
Région,03 - Capitale-Nationale,2,358,1078,7664,9983,1155,4211,46.909333031,210.74992917
Région,04 - Mauricie,0,71,285,5939,7063,1049,2962,45.715812952,214.32641132
Région,05 - Estrie,1,352,764,5536,6648,1041,3072,45.349474721,193.62795469
Région,06 - Île-de-Montréal,15017,3271,27189,43531,50493,6646,33949,45.594252531,153.22436825
Région,07 - Outaouais,4,279,1035,6493,7105,1061,3266,44.828357111,177.53706427
Région,08 - Abitibi-Témiscamingue,0,2,21,2013,2376,335,1253,46.079744817,206.79516974
Région,09 - Côte-Nord,0,1,20,1036,1230,157,595,46.597969991,221.65931156
Région,10 - Nord-du-Québec,0,0,8,470,583,144,464,40.752136752,142.28205128
Région,11 - Gaspésie - Îles-de-la-Madeleine,0,0,22,1757,2077,255,812,47.916797079,237.20161711
Région,12 - Chaudières-Appalaches,0,14,141,4107,4892,657,2213,46.186465163,206.45716191
Région,13 - Laval,9,902,2764,5008,5042,784,2658,47.126766169,158.04885572
Région,14 - Lanaudière,2,95,535,7088,7557,1390,3931,44.71396381,186.75213383
Région,15 - Laurentides,0,119,623,7860,9161,1405,4570,45.150872452,183.35344574
Région,16 - Montérégie,4,612,2987,19238,21604,3580,10151,44.775916948,185.45279369
Région,17 - Centre-du-Québec,1,120,206,3988,4748,760,2213,45.242101648,195.7169185
Région,99 - Central,5,13,474,3056,4717,394,2138,48.432780136,312.83159655
