Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Collégial - AEC,1,25,502,1599,1615,17,1152,49.150591164,152.83291848
Diplôme maximum obtenu,Collégial - DEC général,1,18,449,1323,1618,40,791,49.410404624,177.73512411
Diplôme maximum obtenu,Collégial - DEC professionnel,4,52,647,2139,1947,41,1322,49.083700441,145.28805678
Diplôme maximum obtenu,Universitaire - Certificat,0,23,434,800,748,2,515,50.896640827,153.85529716
Diplôme maximum obtenu,Universitaire - Baccalauréat,23,358,2052,2768,2964,13,2022,50.214759246,129.43684578
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,15,114,717,617,780,0,592,50.474588404,103.7702219
Diplôme maximum obtenu,Inconnu,12216,3322,12916,36396,39979,8468,23097,44.230036007,161.42418331
Durée cumulative,Premier mois,1393,84,84,977,1119,509,2096,34.349236641,1
Durée cumulative,De 2 à 5 mois,3562,283,373,3058,3444,1843,6502,34.047985235,3.407105506
Durée cumulative,De 6 à 11 mois,3856,471,616,3969,4356,2189,8325,34.447207207,8.4885285285
Durée cumulative,De 12 à 23 mois,2993,1498,1643,7158,7521,4358,14679,35.069691396,17.586347844
Durée cumulative,De 24 à 47 mois,475,3376,3762,12086,13496,7406,10696,36.093151435,35.073254632
Durée cumulative,De 48 à 119 mois,131,438,12093,27722,33969,6583,18148,39.680747597,81.9181242
Durée cumulative,120 mois et plus,69,0,20902,80075,91650,1,19666,51.278730528,276.43485223
Types de contraintes,Sans contraintes,10441,3250,16689,41723,60890,9497,44091,40.17610829,125.33156618
Types de contraintes,Contraintes temporaires,1806,2023,11108,33456,23779,3969,20321,50.044483271,160.41741941
Types de contraintes,Contraintes sévères,201,626,10574,56933,68303,9341,14765,47.914992494,243.63482545
Types de contraintes,Conjoints sans contraintes sévères,31,251,1102,2933,2583,82,935,51.575054387,221.30275562
Région,01 - Bas-Saint-Laurent,0,20,53,3163,3842,472,1599,47.694789436,226.47822984
Région,02 - Saguenay - Lac-St-Jean,0,2,64,4524,5113,710,2190,46.351769223,221.55660475
Région,03 - Capitale-Nationale,1,427,1068,7963,10170,1255,4272,46.832846192,210.0929245
Région,04 - Mauricie,0,107,272,6171,7248,1123,2957,45.684328191,212.23079216
Région,05 - Estrie,4,371,785,5657,6777,1111,3016,45.316551391,193.06160528
Région,06 - Île-de-Montréal,12450,3074,28310,43881,50480,6659,31978,45.684456502,156.49761024
Région,07 - Outaouais,2,307,1070,6665,7285,1157,3381,44.603727599,175.77562724
Région,08 - Abitibi-Témiscamingue,0,1,26,2028,2333,314,1137,46.495069938,212.10295804
Région,09 - Côte-Nord,0,0,21,1075,1283,177,593,46.505513147,220.84605598
Région,10 - Nord-du-Québec,0,0,6,481,596,158,494,40.076137419,136.70009285
Région,11 - Gaspésie - Îles-de-la-Madeleine,0,0,21,1811,2097,256,791,47.921954964,238.77175026
Région,12 - Chaudières-Appalaches,0,7,145,4196,4916,694,2174,46.248463565,206.01481563
Région,13 - Laval,6,902,2796,5086,5212,846,2688,46.78209361,155.6028355
Région,14 - Lanaudière,2,105,528,7181,7659,1428,3801,44.748719677,186.65761456
Région,15 - Laurentides,2,109,603,8110,9233,1534,4640,45.01522228,182.59574468
Région,16 - Montérégie,4,564,3025,19867,21820,3811,10257,44.66217286,183.98354403
Région,17 - Centre-du-Québec,0,141,200,4107,4792,780,2179,45.213619508,195.18372851
Région,99 - Central,8,13,480,3079,4699,404,1965,48.532270507,311.97737208
