Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,6306,2199,23023,89487,132925,18984,56419,46.434522418,197.57009963
Situation familiale,Couples sans enfants,1696,1090,3332,9247,9211,340,4755,53.607920685,212.94555206
Situation familiale,Familles monoparentales,1243,840,6097,26143,3371,2675,11112,37.994477197,120.77339568
Situation familiale,Couples avec enfants,3234,1913,6915,9990,9942,868,7667,41.282460365,116.42163355
Situation familiale,Conjoint d'étudiant,0,108,106,178,106,22,159,37.873239437,60.436619718
Sexe,Hommes,6779,2339,18700,0,155555,12387,43923,45.611751471,181.33826621
Sexe,Femmes,5700,3811,20773,135045,0,10502,36189,45.739723796,189.31927876
Âge,Moins de 20 ans,388,87,176,1652,2067,3719,3606,18.599085776,11.453885453
Âge,De 20 à 24 ans,1322,490,1169,8850,10320,19170,8183,22.18362024,38.133750652
Âge,De 25 à 29 ans,1804,508,1821,11571,12786,0,10106,27.049472431,65.882251509
Âge,De 30 à 34 ans,2272,705,2492,11542,13119,0,9808,32.026681805,92.728721463
Âge,De 35 à 39 ans,2213,868,3470,12707,14936,0,9872,37.055384727,125.68997576
Âge,De 40 à 44 ans,1574,671,4095,12925,15158,0,8433,41.985471638,161.42766086
Âge,De 45 à 49 ans,1004,462,4983,13108,15329,0,7240,47.097478637,201.13239793
Âge,De 50 à 54 ans,610,381,5798,16645,19865,0,7482,52.146836483,240.45283484
Âge,55 ans et plus,1292,1978,15469,46045,51975,0,15382,60.012048562,271.40626403
Âge,35 ans et moins,6267,1989,6270,36074,41119,22889,33734,27.568484189,68.005039317
Âge,36 ans et plus,6212,4161,33203,98971,114436,0,46378,52.219294587,227.38327702
Scolarité,Primaire,47,956,4064,9961,11300,2388,4216,46.669441701,224.61441136
Scolarité,Secondaire I à IV,63,621,8604,47847,60146,9646,27154,44.48021631,204.04553999
Scolarité,Secondaire V,104,629,8253,28607,31083,2073,17321,47.930993466,181.16446641
Scolarité,Collégiale,43,262,3425,9132,9512,382,5667,48.310770221,163.95194164
Scolarité,Universitaire,140,878,5354,6739,7692,49,4895,50.3967847,141.6251126
Scolarité,Inconnue,12082,2804,9773,32759,35822,8351,20859,43.558463714,161.1154693
Diplôme maximum obtenu,Aucun diplôme,202,1925,16858,64967,79191,12626,35021,45.320759167,205.33825386
Diplôme maximum obtenu,Secondaire - DES,15,280,3964,18626,19693,1502,11766,46.664422349,171.37203476
Diplôme maximum obtenu,Secondaire - DEP,2,29,847,5395,6332,164,3541,49.176601006,197.52903556
Diplôme maximum obtenu,Secondaire - ASP,0,4,87,415,688,16,293,49.71532185,207.53037171
