Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,6905,2267,22431,87806,130176,18018,54880,46.539778514,198.84628547
Situation familiale,Couples sans enfants,1725,1160,3288,9042,9016,303,4556,53.734079079,212.83209658
Situation familiale,Familles monoparentales,1327,821,5791,25073,3190,2518,10793,37.949934543,120.03605421
Situation familiale,Couples avec enfants,3579,1739,6666,9724,9676,793,7787,41.310979381,114.70046392
Situation familiale,Conjoint d'étudiant,0,90,93,166,82,20,128,38.044354839,65.358870968
Sexe,Hommes,7298,2290,17991,0,152140,11833,42916,45.69875115,182.45869594
Sexe,Femmes,6238,3787,20278,131811,0,9819,35228,45.86872871,190.14303814
Âge,Moins de 20 ans,450,86,174,1585,2020,3605,3505,18.595839112,10.763938974
Âge,De 20 à 24 ans,1373,443,1070,8234,9813,18047,7625,22.175984928,38.20790159
Âge,De 25 à 29 ans,1908,474,1724,11233,12496,0,9856,27.054111003,66.418475283
Âge,De 30 à 34 ans,2421,673,2411,11286,12840,0,9743,32.021636409,92.578172925
Âge,De 35 à 39 ans,2368,811,3314,12361,14514,0,9620,37.047404651,125.38850233
Âge,De 40 à 44 ans,1789,668,3935,12795,14985,0,8453,41.975053996,161.45989921
Âge,De 45 à 49 ans,1201,463,4737,12817,15035,0,7189,47.088395806,200.86884245
Âge,De 50 à 54 ans,650,366,5663,16127,18958,0,7114,52.140971925,241.15889981
Âge,55 ans et plus,1376,2093,15241,45373,51479,0,15039,60.03235865,272.30673605
Âge,35 ans et moins,6663,1856,5958,34758,39902,21652,32667,27.620198232,68.420198232
Âge,36 ans et plus,6873,4221,32311,97053,112238,0,45477,52.254932128,227.97902442
Scolarité,Primaire,45,904,3957,9686,11006,2342,4057,46.587570075,225.07626136
Scolarité,Secondaire I à IV,48,573,8360,46384,58653,8857,26148,44.692098975,206.51290498
Scolarité,Secondaire V,76,574,8002,27670,30204,1867,16345,48.147786571,183.61450738
Scolarité,Collégiale,32,239,3383,8922,9227,329,5323,48.577056587,166.58807648
Scolarité,Universitaire,102,833,5113,6473,7376,41,4525,50.596360748,144.58993429
Scolarité,Inconnue,13233,2954,9454,32676,35674,8216,21746,43.474147769,158.31890271
Diplôme maximum obtenu,Aucun diplôme,157,1786,16341,62907,77097,11723,33564,45.494850147,207.65095283
Diplôme maximum obtenu,Secondaire - DES,16,273,3907,18178,19180,1362,11178,46.852963221,173.38417474
Diplôme maximum obtenu,Secondaire - DEP,0,24,827,5174,6197,140,3369,49.429161903,200.30217219
Diplôme maximum obtenu,Secondaire - ASP,0,1,83,395,675,9,274,49.963551402,209.60186916
Diplôme maximum obtenu,Collégial - AEC,1,28,515,1575,1579,19,1105,49.380786303,154.52631579
Diplôme maximum obtenu,Collégial - DEC général,1,15,448,1325,1588,36,778,49.361139719,177.50600755
Diplôme maximum obtenu,Collégial - DEC professionnel,2,52,615,2065,1897,31,1238,49.265522463,147.89096416
Diplôme maximum obtenu,Universitaire - Certificat,0,22,396,751,718,2,462,51.236895848,158.21579306
Diplôme maximum obtenu,Universitaire - Baccalauréat,16,335,1987,2670,2831,8,1894,50.406289765,131.91056172
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,11,97,688,575,739,0,516,50.634703196,107.41552511
Diplôme maximum obtenu,Inconnu,13332,3444,12462,36196,39639,8322,23766,44.16806224,159.31234918
Durée cumulative,Premier mois,1210,98,94,911,1049,462,1960,35.394897959,1
Durée cumulative,De 2 à 5 mois,4939,435,424,3893,4302,2057,8195,34.431360586,3.4278218426
Durée cumulative,De 6 à 11 mois,3332,484,593,3727,4082,2194,7809,34.487130234,8.3230887438
Durée cumulative,De 12 à 23 mois,3160,1378,1435,6478,6839,3702,13317,35.504317789,17.442366899
Durée cumulative,De 24 à 47 mois,694,3194,3545,11553,12841,6951,10150,36.355292285,35.06448307
Durée cumulative,De 48 à 119 mois,134,488,11458,26715,32810,6284,17460,39.677631247,82.04698866
Durée cumulative,120 mois et plus,67,0,20720,78534,90217,2,19253,51.29622343,277.06901885
Types de contraintes,Sans contraintes,11453,3081,15927,41143,58627,8833,43311,40.193956099,125.18401323
Types de contraintes,Contraintes temporaires,1832,2094,10713,31649,23460,3634,19511,50.535774556,162.81636393
Types de contraintes,Contraintes sévères,216,654,10535,56189,67550,9105,14440,47.912169971,243.93964716
Types de contraintes,Conjoints sans contraintes sévères,35,248,1094,2830,2503,80,882,51.543221451,220.34614663
Région,01 - Bas-Saint-Laurent,0,20,53,3077,3737,449,1478,47.895509246,230.21998826
Région,02 - Saguenay - Lac-St-Jean,0,1,62,4339,4975,646,2081,46.568928495,224.51213227
Région,03 - Capitale-Nationale,4,346,1080,7705,9891,1175,4052,46.981302569,211.83274608
Région,04 - Mauricie,0,74,278,5948,7041,1024,2807,45.826545539,214.99099238
Région,05 - Estrie,3,335,747,5488,6610,1013,2890,45.506612663,195.49652835
Région,06 - Île-de-Montréal,13505,3162,27365,43187,49665,6418,32069,45.731863611,155.95260199
Région,07 - Outaouais,2,299,1031,6483,7064,1084,3165,44.790285672,177.82763712
Région,08 - Abitibi-Témiscamingue,0,1,20,2002,2326,308,1161,46.376617375,211.05614603
Région,09 - Côte-Nord,0,0,21,1048,1218,169,560,46.56266549,222.71579876
Région,10 - Nord-du-Québec,0,0,8,482,566,145,466,40.364503817,139.45992366
Région,11 - Gaspésie - Îles-de-la-Madeleine,0,0,21,1773,2085,244,798,47.963970969,238.44375324
Région,12 - Chaudières-Appalaches,0,8,135,4085,4813,652,2088,46.319847157,208.33445718
Région,13 - Laval,9,892,2707,4964,5044,794,2585,47.044264588,158.04126699
Région,14 - Lanaudière,2,104,538,7060,7480,1399,3736,44.844704264,187.8525447
Région,15 - Laurentides,0,117,603,7874,9042,1445,4422,45.133187515,184.10682194
Région,16 - Montérégie,6,589,2946,19332,21357,3564,9796,44.818648775,186.00897048
Région,17 - Centre-du-Québec,0,117,196,3971,4686,738,2101,45.278964999,196.56878826
Région,99 - Central,5,12,458,2993,4540,385,1889,48.494092659,312.25607328
