Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,6400,2238,22770,88852,132026,18609,55802,46.487522524,198.16424452
Situation familiale,Couples sans enfants,1653,1125,3287,9169,9131,337,4638,53.633060109,213.43021858
Situation familiale,Familles monoparentales,1255,841,6052,26065,3343,2655,11197,37.97765914,120.34259385
Situation familiale,Couples avec enfants,3312,1883,6837,9942,9894,855,7739,41.286953015,115.94772131
Situation familiale,Conjoint d'étudiant,0,98,100,169,90,17,140,38.046332046,62.142857143
Sexe,Hommes,6864,2343,18446,0,154484,12167,43570,45.656818829,181.88100386
Sexe,Femmes,5756,3842,20600,134197,0,10306,35946,45.768362929,189.52181494
Âge,Moins de 20 ans,415,84,173,1653,2062,3715,3598,18.595962315,11.222611036
Âge,De 20 à 24 ans,1326,472,1129,8653,10105,18758,7973,22.185894019,38.099690799
Âge,De 25 à 29 ans,1799,513,1781,11516,12670,0,10060,27.053543372,65.924997933
Âge,De 30 à 34 ans,2296,699,2456,11485,13017,0,9811,32.020488123,92.628438495
Âge,De 35 à 39 ans,2223,848,3420,12593,14840,0,9803,37.052455072,125.74220829
Âge,De 40 à 44 ans,1617,683,4042,12952,15039,0,8427,41.98420921,161.42488657
Âge,De 45 à 49 ans,1059,469,4889,13018,15269,0,7200,47.096864284,201.24908969
Âge,De 50 à 54 ans,618,379,5752,16478,19584,0,7349,52.145554878,240.51111974
Âge,55 ans et plus,1267,2038,15404,45849,51898,0,15295,60.019775543,271.89150562
Âge,35 ans et moins,6314,1962,6121,35757,40684,22473,33449,27.588990202,68.066534975
Âge,36 ans et plus,6306,4223,32925,98440,113800,0,46067,52.234710705,227.70396721
Scolarité,Primaire,43,933,4027,9884,11215,2365,4169,46.667756766,225.10270629
Scolarité,Secondaire I à IV,52,586,8507,47404,59659,9366,26888,44.539514118,204.75928192
Scolarité,Secondaire V,90,626,8160,28440,30774,1997,17056,47.987891377,181.73690343
Scolarité,Collégiale,37,254,3403,9079,9423,376,5536,48.371095017,164.80596692
Scolarité,Universitaire,119,882,5299,6672,7632,49,4784,50.436591163,142.22301454
Scolarité,Inconnue,12279,2904,9650,32718,35781,8320,21083,43.56393524,160.79668316
Diplôme maximum obtenu,Aucun diplôme,173,1869,16673,64363,78524,12303,34614,45.376024411,206.07265182
Diplôme maximum obtenu,Secondaire - DES,14,280,3914,18563,19495,1456,11590,46.691602291,171.70318987
Diplôme maximum obtenu,Secondaire - DEP,1,29,845,5357,6307,154,3521,49.262088477,198.24356996
Diplôme maximum obtenu,Secondaire - ASP,0,2,84,413,677,12,286,49.772477064,208.49541284
Diplôme maximum obtenu,Collégial - AEC,2,28,493,1603,1604,20,1140,49.165575304,152.90707827
Diplôme maximum obtenu,Collégial - DEC général,1,16,441,1322,1608,41,779,49.394197952,178.34300341
Diplôme maximum obtenu,Collégial - DEC professionnel,2,50,651,2110,1945,39,1301,49.153884094,145.58594328
Diplôme maximum obtenu,Universitaire - Certificat,0,24,423,791,733,2,502,51.040682415,155.49737533
Diplôme maximum obtenu,Universitaire - Baccalauréat,19,351,2037,2738,2928,15,1981,50.277797388,130.02559125
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,14,111,714,612,762,0,569,50.411208151,104.56841339
Diplôme maximum obtenu,Inconnu,12394,3425,12771,36325,39901,8431,23233,44.238238921,161.24365702
Durée cumulative,Premier mois,1312,110,96,1002,1061,490,2063,34.934076587,1
Durée cumulative,De 2 à 5 mois,3981,330,373,3315,3729,1975,7044,33.86669506,3.323963657
Durée cumulative,De 6 à 11 mois,3679,479,624,3930,4239,2184,8169,34.604357939,8.5158526135
Durée cumulative,De 12 à 23 mois,2948,1465,1571,6889,7288,4120,14177,35.152429992,17.603512732
Durée cumulative,De 24 à 47 mois,506,3370,3692,11951,13305,7225,10539,36.200744378,35.069884384
Durée cumulative,De 48 à 119 mois,128,431,11837,27422,33568,6478,17899,39.673454665,81.964600754
Durée cumulative,120 mois et plus,66,0,20853,79688,91294,1,19625,51.289550947,276.64672305
Types de contraintes,Sans contraintes,10579,3209,16301,41261,60112,9253,43689,40.214603494,125.61195782
Types de contraintes,Contraintes temporaires,1806,2074,11079,33287,23680,3916,20209,50.050906665,160.51661488
Types de contraintes,Contraintes sévères,198,641,10568,56727,68129,9223,14679,47.932634395,243.84772057
Types de contraintes,Conjoints sans contraintes sévères,37,261,1098,2922,2563,81,939,51.526526892,220.10975387
Région,01 - Bas-Saint-Laurent,0,17,49,3134,3803,459,1552,47.737782903,227.75637884
Région,02 - Saguenay - Lac-St-Jean,0,1,63,4472,5063,686,2147,46.484111169,222.82433141
Région,03 - Capitale-Nationale,2,408,1072,7919,10089,1211,4244,46.873000888,210.41298312
Région,04 - Mauricie,0,105,286,6131,7210,1100,2905,45.727981411,213.00374784
Région,05 - Estrie,4,341,761,5584,6724,1084,2982,45.410870978,194.03290543
Région,06 - Île-de-Montréal,12589,3144,27991,43600,50136,6561,31788,45.709193906,156.51010284
Région,07 - Outaouais,2,306,1054,6614,7214,1132,3361,44.701836853,176.44352039
Région,08 - Abitibi-Témiscamingue,0,1,20,2014,2312,304,1112,46.43504392,212.69995377
Région,09 - Côte-Nord,0,0,20,1068,1256,175,580,46.64242685,222.60197935
Région,10 - Nord-du-Québec,0,0,5,481,591,157,477,40.037313433,137.76119403
Région,11 - Gaspésie - Îles-de-la-Madeleine,0,0,22,1809,2104,263,807,47.883976489,238.17684641
Région,12 - Chaudières-Appalaches,0,8,144,4204,4912,699,2211,46.156318561,205.67716104
Région,13 - Laval,8,908,2772,5058,5139,829,2666,46.858978131,156.43944297
Région,14 - Lanaudière,2,102,529,7166,7617,1413,3800,44.798822972,186.91206115
Région,15 - Laurentides,0,116,601,8015,9136,1479,4543,45.111422075,183.38178532
Région,16 - Montérégie,5,584,2984,19789,21700,3754,10194,44.667140688,184.20436742
Région,17 - Centre-du-Québec,0,130,191,4055,4777,768,2143,45.232336957,195.65942029
Région,99 - Central,8,14,482,3084,4701,399,2004,48.58625562,312.24393064
