Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,5662,2286,23352,90471,135621,19740,58498,46.333638519,196.13611273
Situation familiale,Couples sans enfants,1700,1008,3417,9465,9449,332,5036,53.474939198,212.65417151
Situation familiale,Familles monoparentales,1228,881,6279,26808,3519,2744,11448,37.98628285,120.72545916
Situation familiale,Couples avec enfants,3141,2167,7175,10517,10473,1023,8231,41.009766556,114.69919009
Situation familiale,Conjoint d'étudiant,1,137,107,205,132,33,194,37.821958457,57.887240356
Sexe,Hommes,6298,2516,19095,0,159194,12973,45984,45.470099376,179.444665
Sexe,Femmes,5434,3963,21235,137466,0,10899,37423,45.640914844,188.32815387
Âge,Moins de 20 ans,336,106,206,1822,2211,4033,3908,18.63401934,12.115298785
Âge,De 20 à 24 ans,1134,557,1227,9077,10762,19839,8555,22.177730732,38.047583044
Âge,De 25 à 29 ans,1651,558,1883,11699,13205,0,10492,27.049269194,65.319265981
Âge,De 30 à 34 ans,2123,790,2622,11840,13463,0,10187,32.037782081,92.500296408
Âge,De 35 à 39 ans,2176,933,3569,13008,15438,0,10275,37.062082542,124.88265485
Âge,De 40 à 44 ans,1522,762,4177,13091,15306,0,8815,41.976441173,160.77906117
Âge,De 45 à 49 ans,923,517,5145,13454,15818,0,7504,47.091076797,200.19861984
Âge,De 50 à 54 ans,601,383,5934,17162,20602,0,7824,52.1486601,239.77094587
Âge,55 ans et plus,1266,1873,15567,46313,52389,0,15847,59.96994995,270.01803408
Âge,35 ans et moins,5701,2212,6578,36930,42512,23872,35192,27.531117041,67.485675084
Âge,36 ans et plus,6031,4267,33752,100536,116682,0,48215,52.138929555,226.01273836
Scolarité,Primaire,63,993,4147,10147,11581,2455,4447,46.634895066,223.0962813
Scolarité,Secondaire I à IV,84,680,8790,48873,62040,10431,28906,44.218576722,200.82762165
Scolarité,Secondaire V,138,675,8449,29176,31985,2210,18345,47.759274701,178.75502363
Scolarité,Collégiale,45,285,3503,9296,9640,397,5909,48.162811576,162.68409379
Scolarité,Universitaire,159,1027,5405,6881,7960,55,5170,50.162657503,140.10241897
Scolarité,Inconnue,11243,2819,10036,33093,35988,8324,20630,43.680071221,162.71796876
Diplôme maximum obtenu,Aucun diplôme,263,2049,17273,66410,81632,13496,37398,45.103646263,202.38886262
Diplôme maximum obtenu,Secondaire - DES,21,306,4036,18943,20188,1588,12349,46.502670517,169.23298663
Diplôme maximum obtenu,Secondaire - DEP,4,33,841,5448,6532,207,3693,48.93163606,194.91803005
Diplôme maximum obtenu,Secondaire - ASP,0,4,86,435,710,22,308,49.507423581,204.85240175
Diplôme maximum obtenu,Collégial - AEC,1,21,517,1617,1652,21,1196,49.087794433,151.85530743
Diplôme maximum obtenu,Collégial - DEC général,0,22,468,1356,1652,43,834,49.185505319,176.71243351
Diplôme maximum obtenu,Collégial - DEC professionnel,3,75,666,2183,1968,38,1375,48.829197784,142.95350518
Diplôme maximum obtenu,Universitaire - Certificat,0,36,437,833,768,4,551,50.592754528,151.70580887
Diplôme maximum obtenu,Universitaire - Baccalauréat,21,437,2052,2814,3055,14,2096,50.003578122,128.39257114
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,12,146,746,625,830,0,635,50.199312715,101.78969072
Diplôme maximum obtenu,Inconnu,11407,3350,13208,36802,40207,8439,22972,44.335155631,162.77789609
Durée cumulative,Premier mois,870,46,74,709,771,379,1480,35.061486486,1
Durée cumulative,De 2 à 5 mois,3701,257,373,3024,3486,1704,6510,34.134101382,3.5462365591
Durée cumulative,De 6 à 11 mois,4057,437,606,4127,4471,2201,8598,35.001046755,8.2613398465
Durée cumulative,De 12 à 23 mois,2601,2077,1911,7918,8502,5133,16420,34.604872107,17.364007308
Durée cumulative,De 24 à 47 mois,293,3183,3795,12185,14101,7742,11253,35.67515027,35.036977859
Durée cumulative,De 48 à 119 mois,138,479,12567,28219,35050,6713,18847,39.716843952,81.76132071
Durée cumulative,120 mois et plus,72,0,21004,81284,92813,0,20299,51.228820715,275.59681672
Types de contraintes,Sans contraintes,9714,3688,17418,43470,63368,10338,46613,40.017643535,124.02449503
Types de contraintes,Contraintes temporaires,1785,1977,11154,33556,24244,3978,20682,50.106730104,160.06126298
Types de contraintes,Contraintes sévères,201,579,10631,57402,68887,9463,15087,47.874541726,243.00167077
Types de contraintes,Conjoints sans contraintes sévères,32,235,1127,3038,2695,93,1025,51.463282749,220.60422118
Région,01 - Bas-Saint-Laurent,0,22,48,3211,3969,500,1681,47.643314763,225.36128134
Région,02 - Saguenay - Lac-St-Jean,0,2,65,4631,5296,773,2338,46.11070817,218.6237534
Région,03 - Capitale-Nationale,1,497,1122,8172,10568,1354,4614,46.611419424,206.85240128
Région,04 - Mauricie,0,121,286,6254,7445,1210,3083,45.513468136,210.01919848
Région,05 - Estrie,3,402,810,5760,6955,1188,3236,45.217223751,191.19819111
Région,06 - Île-de-Montréal,11702,3221,28972,44506,51063,6622,32641,45.678703345,156.36750411
Région,07 - Outaouais,4,323,1099,6762,7474,1282,3535,44.3753161,173.47190222
Région,08 - Abitibi-Témiscamingue,0,1,28,2068,2395,340,1177,46.356710733,210.79587721
Région,09 - Côte-Nord,0,0,19,1115,1321,191,628,46.167898194,217.15968801
Région,10 - Nord-du-Québec,0,0,6,494,616,162,532,39.852252252,132.3018018
Région,11 - Gaspésie - Îles-de-la-Madeleine,0,0,19,1881,2246,279,901,47.736370245,233.96365399
Région,12 - Chaudières-Appalaches,0,9,148,4305,5095,713,2294,46.166489362,204.29989362
Région,13 - Laval,8,891,2872,5192,5318,893,2854,46.506850618,153.64519505
Région,14 - Lanaudière,2,114,512,7359,7834,1503,4044,44.526229184,183.66886066
Région,15 - Laurentides,0,101,591,8275,9521,1637,4920,44.831366599,179.86929647
Région,16 - Montérégie,3,592,3041,20135,22344,3972,10708,44.461428,181.94065303
Région,17 - Centre-du-Québec,0,170,217,4193,4937,839,2321,45.010624315,191.93176342
Région,99 - Central,9,13,475,3153,4797,414,1900,48.606415094,311.82528302
