Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,5473,2359,23585,91058,136604,20154,58947,46.301912484,195.30333565
Situation familiale,Couples sans enfants,1579,1016,3482,9547,9515,348,5002,53.505455881,214.25910188
Situation familiale,Familles monoparentales,1261,894,6415,27318,3542,2810,11725,37.924400518,119.71924822
Situation familiale,Couples avec enfants,3173,2343,7336,10752,10706,1064,8522,40.930748439,113.18715631
Situation familiale,Conjoint d'étudiant,2,133,116,209,128,29,196,37.845697329,56.237388724
Sexe,Hommes,6148,2634,19391,0,160495,13296,46423,45.430761083,178.47883112
Sexe,Femmes,5340,4111,21543,138884,0,11109,37969,45.585452608,187.52810259
Âge,Moins de 20 ans,319,119,216,1875,2309,4184,4063,18.625956023,12.131453155
Âge,De 20 à 24 ans,1094,574,1266,9234,10987,20221,8729,22.174323723,37.781118639
Âge,De 25 à 29 ans,1571,602,1896,11797,13169,0,10455,27.047865097,65.071377073
Âge,De 30 à 34 ans,2151,871,2704,12017,13552,0,10371,32.041104462,91.794907896
Âge,De 35 à 39 ans,2156,987,3640,13210,15585,0,10398,37.054488626,124.39743011
Âge,De 40 à 44 ans,1482,789,4303,13220,15381,0,8874,41.975805042,160.38512639
Âge,De 45 à 49 ans,917,530,5232,13581,16074,0,7643,47.089428427,199.06211431
Âge,De 50 à 54 ans,595,399,6019,17457,20935,0,7980,52.145759533,239.16201292
Âge,55 ans et plus,1203,1874,15658,46493,52503,0,15879,59.958937735,269.19181583
Âge,35 ans et moins,5571,2367,6753,37435,42951,24405,35679,27.510561541,67.027616749
Âge,36 ans et plus,5917,4378,34181,101449,117544,0,48713,52.10685273,225.128342
Scolarité,Primaire,66,991,4207,10293,11664,2467,4538,46.657876759,222.78740265
Scolarité,Secondaire I à IV,94,691,8903,49389,62555,10793,29150,44.142178232,199.89827056
Scolarité,Secondaire V,151,698,8588,29470,32321,2290,18646,47.694939392,177.59838811
Scolarité,Collégiale,40,328,3513,9321,9748,385,5987,48.140542241,161.58110022
Scolarité,Universitaire,171,1141,5505,7055,8080,62,5369,49.993723158,138.24136108
Scolarité,Inconnue,10966,2896,10218,33356,36127,8408,20702,43.677100874,162.2411669
Diplôme maximum obtenu,Aucun diplôme,289,2063,17520,67128,82359,13882,37823,45.043201081,201.47729234
Diplôme maximum obtenu,Secondaire - DES,22,327,4072,19059,20349,1631,12488,46.444123021,168.26497158
Diplôme maximum obtenu,Secondaire - DEP,4,35,877,5549,6588,223,3774,48.857872621,193.53365741
Diplôme maximum obtenu,Secondaire - ASP,0,6,84,445,724,24,322,49.348160821,202.4491018
Diplôme maximum obtenu,Collégial - AEC,1,17,517,1620,1649,23,1191,49.012236158,150.69409605
Diplôme maximum obtenu,Collégial - DEC général,0,27,471,1387,1664,44,876,49.086856768,174.83906916
Diplôme maximum obtenu,Collégial - DEC professionnel,4,93,673,2195,2004,34,1401,48.858299595,142.07263634
Diplôme maximum obtenu,Universitaire - Certificat,0,44,455,860,787,6,577,50.365513054,148.83667274
Diplôme maximum obtenu,Universitaire - Baccalauréat,22,492,2130,2900,3139,20,2248,49.781917536,125.86719656
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,12,150,747,640,839,0,650,50.23056119,101.31981068
Diplôme maximum obtenu,Inconnu,11134,3491,13388,37101,40393,8518,23042,44.328128629,162.29767466
Durée cumulative,Premier mois,917,52,70,677,786,382,1463,33.84278879,0.999316473
Durée cumulative,De 2 à 5 mois,4259,277,368,3243,3787,1706,7030,34.709957326,3.5135135135
Durée cumulative,De 6 à 11 mois,3416,563,698,4169,4360,2334,8529,34.981240474,8.4790714034
Durée cumulative,De 12 à 23 mois,2432,2367,2021,8117,8846,5323,16963,34.599068561,17.263337853
Durée cumulative,De 24 à 47 mois,244,3019,3830,12195,14272,7896,11313,35.426606718,35.052480447
Durée cumulative,De 48 à 119 mois,146,467,12822,28647,35343,6763,18937,39.793014534,81.699656196
Durée cumulative,120 mois et plus,74,0,21125,81836,93101,1,20157,51.216878076,275.1996433
Types de contraintes,Sans contraintes,9559,3962,17972,44754,64561,10799,47650,39.967726296,123.05811645
Types de contraintes,Contraintes temporaires,1729,2000,11175,33521,24304,4060,20680,50.133177691,160.16141807
Types de contraintes,Contraintes sévères,175,556,10646,57546,68905,9454,15029,47.897169655,242.74174977
Types de contraintes,Conjoints sans contraintes sévères,25,227,1141,3063,2725,92,1033,51.456807187,221.36212854
Région,01 - Bas-Saint-Laurent,0,26,51,3262,4006,513,1682,47.643918547,224.85071547
Région,02 - Saguenay - Lac-St-Jean,0,3,71,4697,5322,816,2362,46.014272882,217.47799182
Région,03 - Capitale-Nationale,1,526,1138,8254,10661,1400,4683,46.581496167,205.85371398
Région,04 - Mauricie,0,124,279,6286,7501,1243,3061,45.521433234,209.57227823
Région,05 - Estrie,3,413,811,5787,7015,1203,3241,45.213013592,190.70926418
Région,06 - Île-de-Montréal,11458,3392,29449,45108,51646,6787,33235,45.60956653,155.58223949
Région,07 - Outaouais,2,341,1104,6870,7526,1328,3653,44.31314254,172.18894137
Région,08 - Abitibi-Témiscamingue,0,1,27,2126,2429,356,1203,46.349286498,209.80439078
Région,09 - Côte-Nord,0,0,20,1127,1309,192,625,46.124794745,215.99384236
Région,10 - Nord-du-Québec,0,0,5,503,608,163,534,39.909990999,133.76687669
Région,11 - Gaspésie - Îles-de-la-Madeleine,0,0,23,1928,2258,287,912,47.764214047,234.44935499
Région,12 - Chaudières-Appalaches,0,8,144,4335,5101,704,2295,46.208668928,204.16585418
Région,13 - Laval,8,889,2913,5242,5363,932,2938,46.347666195,152.8213107
Région,14 - Lanaudière,2,114,536,7439,7966,1562,4126,44.437000974,182.5656605
Région,15 - Laurentides,0,109,592,8316,9567,1633,4966,44.857015042,179.62047755
Région,16 - Montérégie,4,617,3105,20311,22538,4031,10799,44.421316717,180.90536535
Région,17 - Centre-du-Québec,0,171,220,4198,4988,853,2329,44.950359242,191.31493577
Région,99 - Central,10,11,446,3095,4691,402,1748,48.61289494,311.74736707
