Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,7317,2314,22029,85889,128712,17938,52777,46.502285637,200.0372878
Situation familiale,Couples sans enfants,1819,1158,3167,8665,8631,300,4212,53.989477336,212.99173219
Situation familiale,Familles monoparentales,1302,826,5636,24378,3075,2362,10055,38.127599898,121.40352603
Situation familiale,Couples avec enfants,3522,1688,6200,9203,9149,733,7199,41.538251962,116.32018309
Situation familiale,Conjoint d'étudiant,2,70,93,147,82,22,119,37.410480349,71.288209607
Sexe,Hommes,7524,2243,17477,0,149649,11738,41403,45.702437036,183.85224759
Sexe,Femmes,6438,3813,19648,128282,0,9617,32959,45.926232831,191.63036124
Âge,Moins de 20 ans,455,112,199,1649,2119,3768,3667,18.557059448,10.142515924
Âge,De 20 à 24 ans,1478,416,1058,7968,9619,17587,7562,22.185762211,38.137146756
Âge,De 25 à 29 ans,1977,458,1621,10825,12299,0,9365,27.066121778,67.481577582
Âge,De 30 à 34 ans,2353,633,2302,11016,12742,0,9241,31.998190083,93.456519909
Âge,De 35 à 39 ans,2376,817,3106,12089,14130,0,9190,37.050840993,125.99408826
Âge,De 40 à 44 ans,1795,685,3820,12358,14975,0,8089,41.979438774,162.4651886
Âge,De 45 à 49 ans,1221,451,4494,12426,14552,0,6714,47.052672548,201.6724368
Âge,De 50 à 54 ans,767,354,5491,15221,18154,0,6455,52.114546816,241.55211985
Âge,55 ans et plus,1540,2130,15034,44730,51059,0,14079,60.101566986,275.18494817
Âge,35 ans et moins,6763,1769,5738,33852,39440,21355,31683,27.603544725,69.074551111
Âge,36 ans et plus,7199,4287,31387,94430,110209,0,42679,52.324894082,229.83604787
Scolarité,Primaire,42,859,3903,9402,10796,2287,3827,46.53698386,226.0060402
Scolarité,Secondaire I à IV,36,549,8167,44939,57656,8472,24729,44.815293143,208.81704761
Scolarité,Secondaire V,65,544,7672,26622,29378,1720,14798,48.341428571,186.68180357
Scolarité,Collégiale,25,202,3228,8557,8956,283,4838,48.808370924,169.35322332
Scolarité,Universitaire,83,792,4889,6163,7016,22,4063,50.834585325,147.40792169
Scolarité,Inconnue,13711,3110,9266,32599,35847,8571,22107,43.263360898,156.98248254
Diplôme maximum obtenu,Aucun diplôme,128,1685,15938,60890,75625,11267,31632,45.584829506,209.78497601
Diplôme maximum obtenu,Secondaire - DES,15,268,3731,17534,18733,1251,10129,47.043483056,176.64747567
Diplôme maximum obtenu,Secondaire - DEP,1,26,783,4957,6009,110,2993,49.761535656,204.45039212
Diplôme maximum obtenu,Secondaire - ASP,0,1,75,375,638,5,244,50.58242843,216.71174729
Diplôme maximum obtenu,Collégial - AEC,2,26,510,1525,1540,15,991,49.44045677,155.97846656
Diplôme maximum obtenu,Collégial - DEC général,0,12,419,1270,1512,26,674,49.510783609,179.22573688
Diplôme maximum obtenu,Collégial - DEC professionnel,3,35,593,1976,1837,22,1125,49.628376606,150.60110149
Diplôme maximum obtenu,Universitaire - Certificat,0,15,365,684,652,0,336,51.793413174,166.81961078
Diplôme maximum obtenu,Universitaire - Baccalauréat,19,299,1882,2540,2677,7,1689,50.654782442,134.74851447
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,8,96,653,555,692,0,461,50.739374499,111.03448276
Diplôme maximum obtenu,Inconnu,13786,3593,12176,35976,39734,8652,24088,43.977387399,158.15602959
Durée cumulative,Premier mois,264,112,82,426,462,362,888,31.813063063,0.9988738739
Durée cumulative,De 2 à 5 mois,2766,455,471,2885,3500,2061,6385,32.910101801,3.7852779953
Durée cumulative,De 6 à 11 mois,5450,542,663,4951,5409,2736,10360,34.857335907,8.3454633205
Durée cumulative,De 12 à 23 mois,4042,1289,1232,6355,6919,3571,13274,35.619557029,17.141178243
Durée cumulative,De 24 à 47 mois,1256,3032,3283,11103,12256,6476,9328,36.861295432,35.386446338
Durée cumulative,De 48 à 119 mois,118,626,11008,25734,32011,6148,16104,39.547389384,82.091471123
Durée cumulative,120 mois et plus,66,0,20386,76828,89092,1,18023,51.312735053,278.38729508
Types de contraintes,Sans contraintes,11773,3058,14907,38715,56528,8638,40829,40.147821887,125.1145491
Types de contraintes,Contraintes temporaires,1939,2137,10709,31671,23713,3622,19231,50.284396216,162.51847104
Types de contraintes,Contraintes sévères,218,634,10434,55217,67026,9031,13533,47.932347864,245.76218679
Types de contraintes,Conjoints sans contraintes sévères,32,227,1075,2679,2382,64,769,51.904564315,224.48448923
Région,01 - Bas-Saint-Laurent,0,17,51,2949,3640,454,1364,47.799969646,229.96691455
Région,02 - Saguenay - Lac-St-Jean,0,2,64,4199,4854,656,1993,46.512758202,225.51850215
Région,03 - Capitale-Nationale,2,365,1069,7501,9709,1170,3869,46.942882045,212.60371877
Région,04 - Mauricie,0,64,278,5774,6901,1011,2679,45.802761341,216.9199211
Région,05 - Estrie,1,356,760,5382,6496,1012,2797,45.46253578,196.30451254
Région,06 - Île-de-Montréal,13939,3139,26210,42056,48406,6375,30535,45.776878689,156.71037563
Région,07 - Outaouais,5,260,1023,6366,6982,1048,3050,44.868219958,179.34469583
Région,08 - Abitibi-Témiscamingue,0,1,23,1945,2330,327,1141,46.105497076,208.98011696
Région,09 - Côte-Nord,0,0,19,1008,1210,154,532,46.69792606,224.1465284
Région,10 - Nord-du-Québec,0,0,8,466,584,143,438,40.667619048,142.75333333
Région,11 - Gaspésie - Îles-de-la-Madeleine,0,0,19,1714,2019,245,732,47.878381998,238.41414412
Région,12 - Chaudières-Appalaches,0,12,139,3966,4776,658,1995,46.162891787,208.86730725
Région,13 - Laval,6,880,2724,4878,4933,756,2385,47.306492712,159.78279482
Région,14 - Lanaudière,2,95,508,6784,7371,1346,3455,44.874390675,190.73903214
Région,15 - Laurentides,1,115,607,7587,8920,1359,4027,45.220088447,186.12982371
Région,16 - Montérégie,3,639,2961,18818,21177,3526,9246,44.858282285,187.47908489
Région,17 - Centre-du-Québec,0,102,193,3831,4630,740,1981,45.321593192,198.72426427
Région,99 - Central,3,9,469,3058,4711,375,2143,48.575492341,315.72724932
