OBJECTID,Type,Lien,Nom,NUM_INDEX,SUPERFICIE,PROPRIETE,GESTION,COMPETENCE,TYPO1,TYPO2
3477,,,Université Concordia - Campus Loyola,1807-004,5.054930290035682,Institutionnel,Autre,Privé,Autre espace vert,Espace sportif
3478,Av.,du,Boisé,1641-513,0.03236372202509561,Ville de Montréal,Côte-des-Neiges-Notre-Dame-de-Grâce,Arrondissement,Espace voirie,Îlot de voirie
3479,Parc,,Maurice-Cullen,0137-000,0.542680858347123,Ville de Montréal,Côte-des-Neiges-Notre-Dame-de-Grâce,Arrondissement,Parc d'arrondissement,Parc de quartier
3480,,,Décarie / Zone Tampon #2,1641-637,0.03351004521482887,Ville de Montréal,Côte-des-Neiges-Notre-Dame-de-Grâce,Arrondissement,Autre espace vert,Parc écran
3481,,,Décarie / Zone Tampon #2,1641-637,0.014241730874920712,Ville de Montréal,Côte-des-Neiges-Notre-Dame-de-Grâce,Arrondissement,Autre espace vert,Parc écran
3482,Parc,,Trenholme,0158-000,4.711486713378978,Ville de Montréal,Côte-des-Neiges-Notre-Dame-de-Grâce,Arrondissement,Parc d'arrondissement,Parc de quartier
3483,,,"Sherbrooke / Décarie, Autoroute",1641-635,0.0668472287347385,Ville de Montréal,Côte-des-Neiges-Notre-Dame-de-Grâce,Arrondissement,Parc d'arrondissement,Place publique
3484,Parc,,Prudence-Heward,1029-000,0.1952060247783952,Ville de Montréal,Ville-Marie,Arrondissement,Parc d'arrondissement,Parc de voisinage
3485,Parc,,Pilon,2552-000,3.5132006875360933,Ville de Montréal,Montréal-Nord,Arrondissement,Parc d'arrondissement,Parc de quartier
3486,Parc,,Primeau,2553-000,1.2039324424813882,Ville de Montréal,Montréal-Nord,Arrondissement,Parc d'arrondissement,Parc de quartier
3487,Parc,,Victor-T.-Daubigny,0573-000,0.02899041081253019,Ville de Montréal,Ville-Marie,Arrondissement,Parc d'arrondissement,Îlot de verdure
3488,,,,,0.03718490619875322,,,,En cours de validation,
3489,,,,,0.03152715603566721,,,,En cours de validation,
3490,,,,,0.006507399049958804,Ville de Montréal,Montréal-Nord,Arrondissement,Espace voirie,Îlot de voirie
3491,,,,,0.002185364650332255,,,,En cours de validation,
3492,,,,,0.027615267999924507,,,,En cours de validation,
3493,,,,,0.012821369599760926,,,,En cours de validation,
3494,Parc,,Carlos-d'Alcantara,1267-000,4.019092661943322,Ville de Montréal,Mercier-Hochelaga-Maisonneuve,Arrondissement,Parc d'arrondissement,Parc de quartier
3495,Parc,,Yuile,2701-000,6.8760869955025266,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de quartier
3496,Parc,de l',Héritage-Équestre,2723-000,0.35609655178604865,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de quartier
3497,,,Pierre-Elliott-Trudeau,2727-000,0.4724666411449382,Ville de Montréal,Pierrefonds-Roxboro,Arrondissement,Parc d'arrondissement,Parc de voisinage
3498,,,Plage de l'Est,1274-000,1.6081260626440803,Ville de Montréal,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,Parc d'arrondissement,Bande riveraine
