responseid,survc,lang,qa,qx,postal6,sexe,age,q9,q9_99_other,cible,q1_1,q1_2,q1_3,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q2_7,q3,q10_1,q10_2,q10_3,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q5,q5_7_other,q6,q7,q8,q8_7_other,POND,,
634,MW12000_112D,FR,1,1,h2n1s4,1,1,1, ,1,2,2,2,2,2,2,2,1,3,2,2,4,4,3,2,3,1,2,2,1,5, ,2,3,4, ,1.51626527309418,,
635,MW12000_112D,EN,1,3,H4B2X9,2,4,2, ,2,3,2,2,2,2,2,3,3,2,1,2,1,5,98,4,4,4,3,4,4,4, ,2,4,1, ,3.09482526779175,,
636,MW12000_112D,FR,1,1,H2p1z9,1,2,1, ,1,2,3,3,3,3,3,3,3,3,2,3,8,7,6,1,1,1,1,1,3,5, ,2,2,1, ,1.71772372722626,,
637,MW12000_112D,EN,1,5,h8r2m2,2,2,99,polish,2,3,3,3,3,4,4,4,3,3,3,4,1,4,1,4,4,4,4,4,4,3, ,1,4,1, ,3.58812165260315,,
638,MW12000_112D,FR,3, ,H7V2M7,2,5,1, ,1,2,2,3,2,2,2,1,2,3,2,2,8,8,8,2,2,2,2,8,3,5, ,1,2,3, ,.788402616977692,,
639,MW12000_112D,FR,2, ,g6k1e6,2,1,1, ,1,2,3,3,2,2,2,2,2,2,2,2,8,8,98,2,2,3,1,3,4,1, ,2,3,1, ,.657943844795227,,
640,MW12000_112D,FR,6, ,J1N0L8,2,3,1, ,1,3,3,2,3,3,3,3,3,2,2,3,8,2,2,2,2,2,2,2,2,2, ,1,4,5, ,.477792084217072,,
641,MW12000_112D,FR,1,17,H4G2B3,2,3,1, ,1,2,2,2,2,2,2,2,2,2,2,2,6,1,6,1,1,1,1,1,2,1, ,1,4,6, ,2.47601580619812,,
642,MW12000_112D,EN,5, ,J3Y6Z9,1,2,2, ,2,1,2,2,2,1,2,1,2,1,1,2,10,4,10,1,1,2,2,2,4,1, ,1,4,1, ,1.11950123310089,,
643,MW12000_112D,FR,7, ,G8A2B7,1,2,1, ,1,2,2,2,2,2,2,2,2,2,2,2,10,1,10,1,1,1,1,1,4,3, ,2,3,2, ,.337093740701675,,
644,MW12000_112D,EN,1,10,H8Z2E6,1,4,2, ,2,2,3,3,3,3,3,3,3,3,2,2,9,5,9,2,2,2,2,3,4,2, ,1,3,1, ,1.32030189037323,,
645,MW12000_112D,FR,8, ,g6z1e1,1,5,1, ,1,2,2,2,2,2,2,2,2,2,2,2,8,8,8,2,2,2,2,2,4,1, ,1,3,1, ,.517014980316162,,
646,MW12000_112D,FR,4, ,J8R1H1,2,3,1, ,1,3,3,4,3,3,3,3,3,2,2,3,6,2,8,2,2,2,2,2,2,4, ,1,4,1, ,.633559107780457,,
647,MW12000_112D,FR,5, ,J4L4V4,2,5,1, ,1,4,3,2,3,3,4,3,3,2,2,3,10,98,10,2,3,2,3,2,4,1, ,1,3,3, ,.63576602935791,,
648,MW12000_112D,FR,5, ,J4H2V3,1,5,1, ,1,2,2,3,2,2,2,2,2,2,2,2,5,1,5,3,3,3,3,3,3,4, ,2,4,2, ,.559750616550446,,
650,MW12000_112D,FR,5, ,J4B1M6,1,3,1, ,1,1,2,1,1,1,1,1,1,1,1,1,10,10,10,1,1,1,1,1,1,2, ,1,3,1, ,.591231763362885,,
651,MW12000_112D,FR,8, ,G6V8E7,2,6,1, ,1,2,2,3,2,2,2,2,2,1,1,1,5,5,5,1,1,4,4,4,4,4, ,1,3,3, ,.389285206794739,,
652,MW12000_112D,FR,3, ,H7G4C2,2,3,1, ,1,3,3,2,3,2,3,3,3,2,2,2,5,9,6,3,3,3,2,3,1,3, ,1,3,1, ,1.40095984935761,,
653,MW12000_112D,FR,2, ,g1x1a3,1,3,1, ,1,1,2,3,2,2,2,2,2,1,1,2,6,1,8,1,1,1,1,1,1,1, ,1,4,1, ,1.25286614894867,,
654,MW12000_112D,FR,5, ,J4M2J8,2,6,1, ,1,1,2,2,2,2,2,2,2,1,1,2,5,1,7,1,1,2,2,3,3,4, ,1,4,3, ,.497556060552597,,
655,MW12000_112D,FR,8, ,G7A3K6,1,3,1, ,1,4,3,4,3,4,3,3,4,3,3,3,9,8,7,2,2,2,2,2,2,2, ,2,4,1, ,.333730548620224,,
656,MW12000_112D,FR,2, ,g3g2e9,2,2,1, ,1,2,2,2,2,2,3,3,2,2,2,2,3,1,3,2,3,3,3,4,4,1, ,1,2,1, ,1.88308048248291,,
657,MW12000_112D,FR,5, ,J3Y4L1,2,5,1, ,1,3,2,2,2,2,2,3,2,2,2,2,5,2,10,2,2,2,2,4,4,1, ,1,2,3, ,.63576602935791,,
658,MW12000_112D,FR,9, ,g8t1z6,2,4,1, ,1,1,2,3,2,2,2,2,2,2,1,2,10,7,10,2,1,2,2,2,2,2, ,2,3,1, ,.308151513338089,,
659,MW12000_112D,FR,1,7,H1L5Z5,1,2,1, ,1,2,3,2,2,2,3,2,3,2,2,2,98,8,4,3,3,8,8,8,3,1, ,1,3,1, ,1.08540105819702,,
660,MW12000_112D,FR,9, ,G9B1W1,2,5,1, ,1,2,3,3,2,2,2,2,2,3,2,2,99,1,5,2,2,2,2,2,2,4, ,2,2,1, ,.344858318567276,,
661,MW12000_112D,FR,6, ,99,2,2,1, ,1,2,3,2,3,3,3,2,3,3,3,3,7,1,6,2,3,2,4,2,3,1, ,2,4,6, ,.481550395488739,,
662,MW12000_112D,FR,2, ,G1C7G3,1,4,1, ,1,2,2,3,2,2,2,3,2,1,1,2,7,3,8,2,2,4,2,4,4,2, ,1,3,1, ,1.7866575717926,,
663,MW12000_112D,FR,5, ,J3v0a1,1,6,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,4,4,1, ,1,4,3, ,.425261616706848,,
665,MW12000_112D,FR,4, ,J8t2z9,1,5,1, ,1,3,3,3,3,3,3,3,3,2,3,3,9,9,9,3,3,3,3,3,3,2, ,1,2,1, ,.527850091457367,,
666,MW12000_112D,FR,9, ,G8V2V6,1,2,1, ,1,2,2,3,3,3,3,3,3,2,2,2,10,4,8,2,2,2,3,2,3,2, ,1,4,1, ,.370421916246414,,
667,MW12000_112D,FR,2, ,G1p1k2,2,3,1, ,1,1,1,1,1,1,1,1,1,1,1,1,8,5,8,1,1,1,1,1,1,3, ,2,4,1, ,1.79989194869995,,
668,MW12000_112D,FR,4, ,J9j0z2,2,4,1, ,1,4,3,4,4,4,4,4,4,4,1,4,5,1,5,3,3,3,3,4,4,2, ,1,3,1, ,1.6738201379776,,
669,MW12000_112D,FR,5, ,J4G2M2,1,1,1, ,1,3,4,3,3,4,4,3,4,2,2,4,1,1,8,2,2,4,3,4,4,99, ,1,3,1, ,.582456529140472,,
670,MW12000_112D,FR,9, ,g8y6z2,1,4,1, ,1,2,2,2,1,2,2,2,2,1,1,2,10,98,9,2,2,4,2,4,4,2, ,1,4,1, ,.316120088100433,,
671,MW12000_112D,FR,6, ,J1E3J4,2,6,1, ,1,2,2,2,2,2,2,2,2,2,2,2,99,99,99,8,8,9,9,9,9,7,VEUVE,2,3,3, ,.682291626930237,,
672,MW12000_112D,FR,8, ,g6w0g8,1,3,1, ,1,3,1,3,2,2,2,2,2,2,2,2,9,5,6,3,2,3,2,3,3,2, ,1,3,1, ,.333730548620224,,
673,MW12000_112D,EN,1,7,H1L3E5,2,4,1, ,1,3,4,3,3,3,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4, ,2,2,1, ,1.20748686790466,,
674,MW12000_112D,FR,2, ,G1G6L5,1,1,1, ,1,3,2,2,3,2,3,1,2,2,1,2,8,10,7,1,1,1,1,9,3,4, ,2,2,1, ,2.22339630126953,,
675,MW12000_112D,FR,1,1,99,1,6,1, ,1,2,3,3,2,2,2,3,2,3,2,3,8,9,8,2,2,4,4,4,4,1, ,1,4,3, ,2.07383441925049,,
676,MW12000_112D,FR,6, ,J1h4z6,2,5,1, ,1,3,3,3,3,2,3,3,2,2,2,2,98,9,9,3,3,4,3,3,4,4, ,2,4,1, ,.569298148155212,,
677,MW12000_112D,FR,4, ,j8r2n1,2,5,1, ,1,2,2,2,2,2,2,2,2,2,2,2,9,7,7,2,2,2,2,2,2,1, ,1,99,3, ,1.03402507305145,,
678,MW12000_112D,FR,7, ,g7s3x1,1,5,1, ,1,3,3,2,2,2,3,4,2,2,2,2,10,10,8,2,2,2,2,1,2,4, ,1,2,3, ,.419397115707397,,
679,MW12000_112D,EN,1,11,H2X3L7,1,2,1, ,1,3,4,2,3,2,2,2,3,2,1,3,9,8,10,1,1,1,2,2,3,4, ,2,4,2, ,.852733314037323,,
680,MW12000_112D,FR,6, ,J1G1N9,1,5,1, ,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,1,1,1,8,8,2, ,1,3,3, ,.359161078929901,,
681,MW12000_112D,FR,1,3,H3V1G3,2,5,1, ,1,2,2,2,2,2,2,2,2,2,1,1,9,8,9,2,2,2,2,8,4,4, ,2,3,1, ,2.27543258666992,,
682,MW12000_112D,FR,9, ,G9B0H1,1,6,1, ,1,1,1,2,1,1,1,1,1,1,1,1,10,5,10,1,1,1,2,1,1,1, ,1,3,3, ,.43664225935936,,
683,MW12000_112D,FR,8, ,G6J1P4,1,4,1, ,1,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2, ,1,2,1, ,.263012439012527,,
684,MW12000_112D,FR,6, ,J1e2t6,2,2,1, ,1,2,2,3,2,2,2,3,2,1,2,2,98,10,6,1,8,1,1,1,2,1, ,2,2,1, ,.481550395488739,,
685,MW12000_112D,FR,5, ,j4k5h8,2,4,1, ,1,2,3,2,2,2,2,2,2,4,2,2,7,1,8,2,2,4,2,4,4,4, ,2,3,3, ,.907003283500671,,
686,MW12000_112D,FR,8, ,G6y9t5,2,2,1, ,1,2,2,3,2,2,2,2,2,1,1,2,8,98,1,2,2,2,3,8,2,2, ,1,3,1, ,.253619134426117,,
687,MW12000_112D,FR,5, ,j4j5k1,1,5,1, ,1,3,3,2,3,3,3,3,2,2,2,2,98,1,5,2,2,2,3,4,4,1, ,1,4,3, ,.559750616550446,,
688,MW12000_112D,FR,1,13,h2s1b9,1,4,1, ,1,3,4,3,3,3,4,4,3,2,1,3,10,10,10,4,4,4,4,4,4,4, ,1,4,1, ,1.04718744754791,,
689,MW12000_112D,FR,6, ,J1H5Y9,1,6,1, ,1,2,2,2,2,2,2,2,2,2,2,2,5,3,1,9,9,9,9,9,9,7,séparé,2,4,3, ,.235627964138985,,
690,MW12000_112D,EN,1,13,H2s2z2,1,2,2, ,2,3,3,3,4,4,4,4,4,2,2,4,7,1,7,4,4,4,4,4,4,1, ,2,4,1, ,3.78145980834961,,
691,MW12000_112D,FR,7, ,g7s4w2,1,4,1, ,1,2,3,2,2,2,2,3,2,2,2,2,5,1,4,1,1,2,1,2,3,1, ,1,3,1, ,.322396665811539,,
693,MW12000_112D,FR,5, ,J4L2G3,1,3,1, ,1,2,3,2,3,4,4,4,3,3,3,4,10,10,10,2,2,2,2,2,4,4, ,1,2,1, ,.591231763362885,,
694,MW12000_112D,FR,6, ,j1e3p1,1,4,1, ,1,2,1,1,2,2,2,2,2,2,2,1,10,8,10,1,1,1,2,1,8,4, ,1,3,1, ,.502139210700989,,
696,MW12000_112D,FR,4, ,J8P1V9,2,2,1, ,1,2,3,2,2,3,3,3,3,3,2,3,6,1,7,4,4,4,4,4,4,3, ,2,2,1, ,.781999945640564,,
697,MW12000_112D,FR,3, ,h7e4s9,1,3,1, ,1,2,3,3,4,4,3,3,4,3,4,4,1,1,8,3,3,4,2,4,4,2, ,1,4,1, ,.503046870231628,,
698,MW12000_112D,FR,6, ,J1G5A9,1,5,1, ,1,2,3,2,2,2,2,3,2,1,1,2,10,10,10,1,1,1,1,1,2,2, ,1,4,3, ,.359161078929901,,
699,MW12000_112D,FR,2, ,g1j1g9,1,5,1, ,1,2,2,2,2,2,2,2,2,1,1,2,8,9,8,2,2,2,2,2,2,1, ,1,3,3, ,1.44697201251984,,
700,MW12000_112D,FR,5, ,J3Y1G4,2,4,1, ,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,4, ,99,3,2, ,.907003283500671,,
702,MW12000_112D,FR,4, ,j8r3e5,1,4,1, ,1,3,3,3,3,2,2,3,2,2,2,3,8,7,9,1,1,2,1,1,4,1, ,1,3,1, ,.652162432670593,,
703,MW12000_112D,FR,8, ,G6J1R6,2,5,1, ,1,2,3,3,2,3,2,3,2,2,2,2,8,1,5,2,2,2,2,4,4,1, ,1,4,1, ,.546345055103302,,
704,MW12000_112D,FR,4, ,j8v4e6,1,6,1, ,1,2,3,3,3,2,3,3,2,3,3,3,10,9,10,2,2,2,2,2,2,1, ,1,3,3, ,.320790022611618,,
705,MW12000_112D,FR,8, ,G7A3C8,1,6,1, ,1,2,2,2,2,2,2,2,2,1,1,1,10,1,10,2,2,2,2,2,2,1, ,1,3,3, ,.302330136299133,,
706,MW12000_112D,FR,1,15,H1P3L2,1,3,9, ,2,2,1,4,1,4,1,1,1,1,1,1,10,10,10,1,1,1,1,1,1,1, ,2,3,4, ,3.58250665664673,,
707,MW12000_112D,FR,2, ,G3H1S4,2,2,1, ,1,2,3,2,2,2,3,3,2,2,2,2,98,98,98,8,8,8,8,8,8,1, ,1,4,1, ,1.88308048248291,,
708,MW12000_112D,FR,1,14,99,2,1,1, ,1,3,2,3,2,2,2,2,2,2,2,2,7,7,7,1,1,1,3,1,3,4, ,2,3,4, ,.996067345142365,,
709,MW12000_112D,FR,6, ,j1l1v3,1,4,1, ,1,2,3,2,3,2,2,2,2,2,2,2,9,2,2,2,2,3,3,3,3,1, ,1,4,1, ,.502139210700989,,
710,MW12000_112D,FR,6, ,J1h6p2,2,1,1, ,1,2,2,1,2,2,2,2,2,2,2,1,5,5,5,3,3,3,3,3,3,1, ,2,3,1, ,.382609486579895,,
711,MW12000_112D,FR,5, ,J4J5J2,2,4,1, ,1,2,3,2,2,2,1,1,2,1,2,2,10,7,10,1,1,1,2,2,4,4, ,1,4,1, ,.907003283500671,,
712,MW12000_112D,EN,3, ,H7L5Y9,1,5,2, ,2,2,3,3,2,3,3,3,2,2,2,2,8,9,9,2,3,3,2,3,3,2, ,1,3,1, ,1.55064678192139,,
713,MW12000_112D,FR,8, ,g6v1r8,1,4,1, ,1,3,2,2,2,2,2,2,2,2,2,2,10,10,10,2,2,2,3,3,3,1, ,1,4,1, ,.263012439012527,,
715,MW12000_112D,FR,2, ,G3g3c6,1,2,1, ,1,2,3,4,3,2,4,4,3,3,2,4,1,1,1,1,2,2,4,3,3,2, ,1,4,1, ,1.41344463825226,,
716,MW12000_112D,FR,1,13,99,2,5,1, ,1,2,3,3,2,2,3,3,3,1,1,2,99,99,99,9,9,9,9,9,9,4, ,2,2,1, ,2.06306624412537,,
717,MW12000_112D,FR,8, ,G6W1E4,2,4,1, ,1,2,3,3,3,3,3,3,3,2,2,3,5,5,5,3,3,3,3,3,4,1, ,1,4,4, ,.424308836460114,,
718,MW12000_112D,FR,5, ,j4l2z5,1,2,1, ,1,3,2,2,3,2,3,2,3,3,3,3,4,1,5,3,3,3,3,3,3,4, ,2,4,1, ,1.11950123310089,,
719,MW12000_112D,FR,4, ,j8l2y1,2,5,1, ,1,2,2,2,2,2,3,2,2,2,2,2,10,5,98,1,1,2,1,3,3,1, ,1,3,3, ,1.03402507305145,,
720,MW12000_112D,FR,5, ,J4K5G2,2,6,1, ,1,1,2,1,1,1,1,1,1,1,1,1,98,98,98,2,2,2,9,1,2,4, ,2,4,7,retraitée,.497556060552597,,
721,MW12000_112D,FR,7, ,G7h7e1,1,5,1, ,1,2,2,2,2,1,2,2,2,2,3,2,8,5,5,2,2,2,2,2,2,1, ,1,4,3, ,.419397115707397,,
722,MW12000_112D,FR,3, ,h7l4w2,1,5,1, ,1,2,2,2,2,2,2,3,2,2,3,2,9,3,9,2,2,2,2,2,2,1, ,1,4,1, ,.594921886920929,,
723,MW12000_112D,FR,5, ,J3Y6L2,2,6,1, ,1,3,3,3,3,3,3,3,3,2,2,2,5,5,7,8,8,8,8,8,8,7,Couple marie avec enfants sans charges.,1,4,3, ,.497556060552597,,
724,MW12000_112D,FR,5, ,J4T2P7,2,2,1, ,1,2,3,2,2,2,2,3,2,1,1,2,9,8,8,2,2,2,2,2,2,2, ,2,2,5, ,.921400189399719,,
725,MW12000_112D,EN,1,16,H3K2R5,2,6,2, ,2,2,2,2,2,2,2,3,2,2,2,2,8,8,8,3,3,3,3,4,4,1, ,1,4,3, ,2.44383573532104,,
726,MW12000_112D,FR,3, ,H7N4T3,1,4,1, ,1,2,2,2,3,2,3,3,2,2,2,2,9,9,8,3,3,2,8,3,8,2, ,1,3,1, ,.784232974052429,,
727,MW12000_112D,FR,2, ,g1w4v6,2,4,1, ,1,3,4,3,3,3,3,4,3,3,2,3,6,3,5,3,3,3,4,2,2,2, ,2,3,1, ,.995234429836273,,
728,MW12000_112D,EN,1,8,H3H2J3,1,1,99,nepalese,2,3,2,4,2,2,3,2,3,2,3,2,10,10,10,2,3,1,3,3,4,4, ,2,4,4, ,3.96672558784485,,
729,MW12000_112D,FR,7, ,G7G1T7,1,4,1, ,1,2,2,2,2,2,2,2,2,1,2,2,8,1,8,2,2,2,2,2,2,2, ,1,2,1, ,.322396665811539,,
730,MW12000_112D,FR,5, ,j3y8s9,1,6,1, ,1,2,3,2,3,2,2,3,2,2,2,2,8,98,7,2,2,2,2,2,9,1, ,99,99,3, ,.425261616706848,,
731,MW12000_112D,FR,4, ,J8V2N6,1,5,1, ,1,4,3,2,3,2,3,3,2,2,2,2,8,2,9,2,2,3,2,3,3,1, ,1,4,3, ,.527850091457367,,
732,MW12000_112D,FR,6, ,j1g1t6,2,4,1, ,1,1,2,2,1,1,1,2,2,1,1,1,10,8,8,1,1,1,1,1,1,1, ,1,3,1, ,.387236773967743,,
733,MW12000_112D,FR,7, ,G7H1G9,2,5,1, ,1,3,3,2,3,3,3,4,3,2,3,3,6,2,3,2,2,2,2,2,2,3, ,1,3,3, ,.34767347574234,,
734,MW12000_112D,FR,1,7,H1w2e1,1,2,1, ,1,1,4,3,3,2,1,3,2,4,1,2,1,1,10,4,4,4,4,4,4,4, ,2,3,1, ,1.08540105819702,,
735,MW12000_112D,EN,5, ,j4v0a3,1,3,2, ,2,2,2,2,2,2,2,2,2,2,2,2,6,6,5,9,9,9,9,9,9,2, ,1,3,1, ,.591231763362885,,
736,MW12000_112D,FR,9, ,G8W0A4,1,6,1, ,1,3,4,2,2,2,2,3,3,2,1,3,6,4,9,1,1,2,2,2,4,1, ,1,4,3, ,.43664225935936,,
737,MW12000_112D,FR,1,12,h1a5l9,2,6,1, ,1,2,2,3,2,2,2,2,2,3,2,2,6,1,3,2,2,2,2,2,2,4, ,1,3,1, ,1.72723770141602,,
739,MW12000_112D,FR,4, ,j9h6x2,1,3,1, ,1,1,2,3,3,2,3,3,2,2,2,2,10,10,10,2,2,2,2,4,4,2, ,1,4,1, ,.602959096431732,,
740,MW12000_112D,FR,8, ,g6w8l6,1,3,1, ,1,2,2,4,2,2,2,2,2,1,1,2,10,1,6,3,3,3,3,3,3,2, ,1,4,1, ,.333730548620224,,
741,MW12000_112D,FR,7, ,G7X7V6,1,6,1, ,1,3,3,3,3,3,3,4,3,3,3,4,1,1,1,4,4,2,4,4,4,1, ,1,4,3, ,.399696797132492,,
742,MW12000_112D,FR,4, ,j8p3x5,1,3,1, ,1,3,2,3,2,3,3,3,2,2,2,3,9,3,3,2,2,2,2,2,3,2, ,1,2,1, ,.602959096431732,,
743,MW12000_112D,FR,9, ,G9A6B2,2,6,1, ,1,3,3,2,3,2,3,3,3,2,2,3,7,10,8,2,2,2,2,2,2,4, ,2,4,3, ,.507809340953827,,
744,MW12000_112D,FR,4, ,J8p4n7,1,4,1, ,1,2,3,3,3,3,3,3,3,3,3,3,7,7,8,2,1,2,2,3,4,4, ,1,2,1, ,.652162432670593,,
745,MW12000_112D,EN,1,8,H3Z1J9,2,3,1, ,1,2,2,2,1,1,1,1,1,1,1,1,98,9,9,3,3,3,3,3,3,2, ,1,4,1, ,2.46364045143127,,
746,MW12000_112D,FR,5, ,J4L1T5,2,5,1, ,1,1,2,3,1,1,1,1,1,1,1,1,10,10,10,8,8,8,8,8,8,7,Divorcé,2,3,3, ,.63576602935791,,
747,MW12000_112D,FR,1,7,H1V2S8,2,6,1, ,1,3,2,2,3,2,3,3,2,2,1,2,5,9,6,2,2,2,2,2,2,1, ,1,4,3, ,1.18001484870911,,
748,MW12000_112D,FR,2, ,G2K1N3,2,5,1, ,1,3,3,3,3,3,3,3,3,3,2,3,98,1,8,2,2,2,2,2,2,1, ,1,3,3, ,1.82636094093323,,
749,MW12000_112D,FR,1,7,H1V2G5,2,2,1, ,1,3,3,3,2,3,2,3,3,2,2,3,3,1,7,1,1,1,1,1,1,4, ,2,4,1, ,1.72060477733612,,
750,MW12000_112D,FR,2, ,G1w4x8,1,2,1, ,1,2,2,2,2,2,2,2,2,1,1,2,8,8,8,2,1,2,1,2,3,1, ,2,4,1, ,1.41344463825226,,
751,MW12000_112D,EN,1,10,H9B2C8,1,5,2, ,2,2,3,4,2,3,2,2,2,2,2,2,10,10,10,1,1,1,1,2,2,1, ,1,3,2, ,1.50976979732513,,
752,MW12000_112D,FR,3, ,H7V0A1,2,6,1, ,1,3,2,3,3,2,2,2,2,2,2,2,10,10,10,3,2,2,2,9,3,4, ,2,3,3, ,1.03825962543488,,
753,MW12000_112D,FR,7, ,g7b4g8,2,5,1, ,1,2,2,4,1,1,2,2,2,1,2,2,10,1,10,1,1,1,1,1,1,1, ,1,2,3, ,.34767347574234,,
754,MW12000_112D,FR,4, ,J8R2N1,2,1,1, ,1,2,3,3,1,3,3,3,3,3,1,2,8,7,7,4,4,4,4,3,3,4, ,99,4,1, ,.68740713596344,,
755,MW12000_112D,FR,1,13,h2s3a8,1,2,1, ,1,1,3,3,3,2,2,2,2,1,1,2,5,2,2,3,2,2,2,3,4,4, ,2,4,1, ,1.34292340278625,,
756,MW12000_112D,FR,7, ,G7S2G7,2,4,1, ,1,2,1,1,1,1,1,1,1,1,1,1,7,1,7,2,2,3,3,3,3,1, ,1,4,1, ,.662930071353912,,
757,MW12000_112D,FR,2, ,G1C7R7,2,4,1, ,1,2,2,2,2,2,2,3,2,2,2,2,5,98,1,2,2,8,2,8,8,2, ,1,2,1, ,.995234429836273,,
758,MW12000_112D,FR,1,8,h1g3s1,1,1,1, ,1,2,2,2,2,3,3,4,2,4,2,2,1,1,1,4,4,4,4,4,4,1, ,2,4,1, ,1.40871345996857,,
759,MW12000_112D,FR,2, ,G1C4B6,1,4,1, ,1,4,4,4,3,3,4,4,3,4,4,4,10,10,9,4,3,4,4,3,4,2, ,1,2,1, ,1.7866575717926,,
760,MW12000_112D,FR,6, ,j1j3t1,2,2,1, ,1,2,2,2,2,2,2,2,2,2,2,2,6,6,1,2,4,4,2,4,4,1, ,2,3,1, ,.481550395488739,,
761,MW12000_112D,FR,1,16,h4e3a2,1,6,1, ,1,3,2,3,3,3,3,4,3,3,3,3,1,1,8,4,4,4,4,4,4,1, ,1,2,3, ,1.44495320320129,,
762,MW12000_112D,FR,1,16,h3j2s1,1,4,1, ,1,3,3,3,3,3,3,3,3,2,1,3,8,4,10,4,4,4,4,4,4,4, ,1,4,1, ,.93326598405838,,
764,MW12000_112D,FR,7, ,G7H2G5,1,2,1, ,1,2,2,2,2,2,2,2,2,2,2,2,98,8,9,2,2,2,2,2,2,4, ,2,2,4, ,.337093740701675,,
765,MW12000_112D,FR,9, ,G8T8Z5,2,6,1, ,1,3,2,2,2,2,2,2,2,2,2,2,98,98,98,3,3,3,3,3,3,7,Je suis en résidence,2,4,3, ,.507809340953827,,
766,MW12000_112D,FR,7, ,G7H2J3,1,3,1, ,1,3,4,4,4,3,4,4,4,4,1,4,6,1,8,2,4,4,3,4,4,4, ,2,4,1, ,.407764583826065,,
767,MW12000_112D,FR,7, ,99,2,2,1, ,1,3,4,4,3,4,3,4,2,2,2,3,8,1,8,1,1,1,1,3,4,2, ,1,4,1, ,.382513821125031,,
768,MW12000_112D,FR,3, ,H7L1V3,1,6,1, ,1,1,2,2,2,2,2,2,3,2,2,2,98,98,8,2,2,2,2,2,2,5, ,1,4,3, ,.8204625248909,,
770,MW12000_112D,FR,1,18,H2L5B9,2,4,1, ,1,2,2,2,2,2,2,2,2,2,2,2,6,5,6,2,2,2,2,2,2,2, ,1,2,1, ,.930261731147766,,
771,MW12000_112D,FR,4, ,J8z3n1,2,5,1, ,1,2,3,2,2,2,4,3,3,2,2,2,4,1,4,3,2,8,8,8,8,2, ,1,4,1, ,1.03402507305145,,
773,MW12000_112D,FR,7, ,g7h3b2,2,4,1, ,1,3,4,3,3,3,3,3,3,1,2,3,5,1,2,4,4,3,3,3,3,1, ,1,2,1, ,.662930071353912,,
774,MW12000_112D,FR,7, ,g8a1c2,1,3,1, ,1,2,2,1,2,2,2,2,2,2,3,2,10,1,10,1,1,2,1,3,2,2, ,1,4,1, ,.407764583826065,,
775,MW12000_112D,FR,1,7,H1W3A1,1,4,1, ,1,3,4,3,4,4,4,3,4,4,3,3,5,1,7,3,3,4,3,4,4,5, ,2,4,1, ,.846377789974213,,
777,MW12000_112D,FR,1,3,h4a3b6,1,6,1, ,1,3,3,3,3,3,3,3,3,3,3,3,9,98,98,2,2,8,8,2,9,1, ,2,4,3, ,1.78822946548462,,
778,MW12000_112D,FR,8, ,G6W7T6,1,2,1, ,1,1,1,1,1,1,1,2,1,1,1,2,9,9,8,1,2,1,1,1,2,1, ,1,3,1, ,.552191853523254,,
779,MW12000_112D,FR,6, ,J1H3P7,2,6,1, ,1,2,3,3,2,3,3,3,2,2,2,2,1,1,1,4,4,4,4,4,4,1, ,1,3,1, ,.682291626930237,,
780,MW12000_112D,FR,4, ,J8m1a5,2,3,1, ,1,2,2,4,2,2,2,2,3,2,2,2,6,5,9,1,1,1,1,1,1,1, ,1,3,1, ,.633559107780457,,
781,MW12000_112D,FR,7, ,g7s5t5,2,4,1, ,1,2,2,2,2,2,2,2,2,2,2,2,5,5,5,2,2,2,2,3,4,4, ,1,2,1, ,.662930071353912,,
782,MW12000_112D,FR,2, ,G2C1G2,2,6,1, ,1,2,2,2,2,1,2,2,2,2,2,1,8,2,7,2,2,2,2,2,3,4, ,2,2,3, ,1.8624552488327,,
783,MW12000_112D,FR,4, ,J8T6E8,2,5,1, ,1,2,2,2,2,2,2,2,2,2,2,2,8,8,8,2,2,2,2,2,2,4, ,1,2,3, ,1.03402507305145,,
785,MW12000_112D,EN,6, ,J1S1C9,2,2,2, ,2,2,2,2,2,2,2,3,2,2,2,2,5,4,7,2,2,2,2,2,3,1, ,1,2,2, ,.481550395488739,,
786,MW12000_112D,FR,9, ,G8Y2T3,2,6,1, ,1,1,3,1,2,2,2,2,2,1,2,1,9,9,9,2,2,2,2,2,2,1, ,2,2,3, ,.507809340953827,,
787,MW12000_112D,FR,1,11,H2v4e9,1,3,1, ,1,3,3,4,3,3,3,3,3,1,1,3,10,5,10,2,2,2,2,2,2,1, ,2,4,1, ,1.33370804786682,,
788,MW12000_112D,FR,9, ,G8Z2M9,1,2,1, ,1,2,2,2,2,2,2,2,2,1,1,1,10,10,10,1,1,1,1,1,8,4, ,2,3,1, ,.370421916246414,,
789,MW12000_112D,FR,8, ,G6W5C6,1,4,1, ,1,2,3,4,2,2,2,3,2,1,1,2,8,2,8,2,2,2,2,2,2,5, ,2,3,1, ,.263012439012527,,
