ï»¿OBJECTID,NBRE_SORTIE,MODELE,PROP,ID_POT_INC,PRISE_SORZ,ANNEE_INSTALL,MUNICIPALITE 
36075,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,13P1089,1,2014,37067
18534,2 sorties,MCAVITY-M67,VILLE,24P1008,2,2000,37067
20028,2 sorties,MCAVITY-BRIGADIERM67,VILLE,54P9082,2,2005,37067
20526,3 sorties,CONCORD D67M PREMIER,VILLE,11P0073,2,2004,37067
20692,2 sorties,CANRON-CT,VILLE,26P0134,2,1971,37067
35680,3 sorties,,VILLE,42P5377,1,2015,37067
19387,2 sorties,MCAVITY-M67,VILLE,24P1012,2,1996,37067
19885,2 sorties,MCAVITY-M67,VILLE,61P0096,2,1989,37067
20051,2 sorties,CONCORD D67M PREMIER,VILLE,12P0874,2,1950,37067
20549,2 sorties,CANRON-CT,VILLE,11P0198,2,1970,37067
17821,2 sorties,CANRON-CT,VILLE,43P1054,2,1980,37067
19152,2 sorties,LUDLOW,VILLE,23P2044,2,1960,37067
21402,2 sorties,CANRON-CT,VILLE,13P0824,2,1920,37067
18511,3 sorties,MCAVITY-BRIGADIERM67,VILLE,61P0076,2,1974,37067
19175,2 sorties,MCAVITY-M67,VILLE,24P1344,2,1966,37067
20220,2 sorties,LUDLOW,VILLE,12P0528,2,1960,37067
20761,2 sorties,CONCORD-D67M,VILLE,42P5184,2,1990,37067
20884,2 sorties,CANRON-CT,VILLE,42P3122,2,1980,37067
21425,2 sorties,DAIGLE-D67M,VILLE,13P0878,2,1980,37067
17944,2 sorties,CANRON-CT,VILLE,43P3144,2,1970,37067
19195,3 sorties,MCAVITY-M67B,VILLE,25P0048,2,2002,37067
19859,2 sorties,CONCORD-D67M,VILLE,11P0362,2,1993,37067
20861,3 sorties,CONCORD D67M PREMIER,VILLE,42P3212,2,1999,37067
21359,3 sorties,MCAVITY-BRIGADIERM67,VILLE,54P0012,2,2009,37067
21525,3 sorties,CONCORD D67M PREMIER,VILLE,23P2390,2,1996,37067
22023,3 sorties,CONCORD D67M PREMIER,VILLE,43P5256,1,2010,37067
17844,2 sorties,CANRON-CT,VILLE,26P0222,2,1975,37067
18846,2 sorties,DAIGLE-D67M,VILLE,13P0466,2,1920,37067
19344,2 sorties,LUDLOW,VILLE,12P0614,2,1950,37067
19510,3 sorties,MCAVITY-M67,VILLE,26P0346,2,1960,37067
20008,2 sorties,CANRON-CT,VILLE,12P0152,2,1986,37067
18654,2 sorties,MCAVITY-M67,VILLE,24P1162,2,1989,37067
19318,2 sorties,LUDLOW,VILLE,11P0772,2,1999,37067
19487,2 sorties,LUDLOW,VILLE,12P0272,2,1998,37067
20151,2 sorties,SENTINEL,VILLE,61P0263,2,1995,37067
20569,3 sorties,MUELLER,VILLE,54P8058,2,2003,37067
21233,3 sorties,CONCORD D67M PREMIER,VILLE,11P2582,2,2006,37067
21900,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,26P0445,1,2012,37067
41299,3 sorties,AVK 27-80,VILLE,54P0057,1,2017,37067
17472,3 sorties,MCAVITY-M67B,VILLE,11P0447,2,2006,37067
18013,2 sorties,CANRON-CT,VILLE,43P1064,2,1980,37067
18136,2 sorties,CANRON-CT,VILLE,43P5134,2,1950,37067
18554,2 sorties,CANRON-CT,VILLE,12P0594,2,1950,37067
18677,3 sorties,CONCORD D67M PREMIER,VILLE,13P0480,2,1930,37067
19218,3 sorties,CONCORD D67M PREMIER,VILLE,37P0124,2,1987,37067
62547,3 sorties,,VILLE,11P1145,1,2022,37067
20718,2 sorties,LUDLOW,VILLE,42P4036,2,1970,37067
21259,3 sorties,MCAVITY-BRIGADIERM67,VILLE,43P5176,2,2007,37067
21382,2 sorties,MCAVITY-M67,VILLE,54P2082,2,1990,37067
21923,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,37P0618,1,2012,37067
32079,3 sorties,MUELLER,VILLE,26P0491,1,2015,37067
55342,,,VILLE,23P2548,1,2020,37067
18777,2 sorties,MCAVITY-M67,VILLE,24P1098,2,1987,37067
20449,2 sorties,LUDLOW,VILLE,12P0716,2,1950,37067
21694,3 sorties,MCAVITY-M67B,VILLE,11P0906,2,2009,37067
18385,2 sorties,CONCORD D67M PREMIER,VILLE,43P2100,2,1950,37067
18883,2 sorties,CONCORD-D67M,VILLE,11P0422,2,1991,37067
19928,2 sorties,DAIGLE-D67M,VILLE,37P0162,2,1975,37067
21090,3 sorties,CONCORD D67M PREMIER,VILLE,42P2158,2,1998,37067
21551,2 sorties,CANRON-CT,VILLE,23P2118,2,1976,37067
17993,2 sorties,CONCORD D67M PREMIER,VILLE,13P0424,2,1930,37067
19075,3 sorties,CONCORD D67M PREMIER,VILLE,23P2347,2,2003,37067
20320,2 sorties,MCAVITY-M59M,VILLE,54P4046,2,1964,37067
69351,,,VILLE,43P5340,1,2023,37067
18634,2 sorties,CANRON-CT,VILLE,24P1590,2,1978,37067
19679,2 sorties,MCAVITY-M67,VILLE,54P5000,2,1974,37067
19716,2 sorties,CANRON-CT,VILLE,61P0004,2,1991,37067
20257,2 sorties,LUDLOW,VILLE,12P0472,2,1960,37067
21302,3 sorties,MCAVITY-BRIGADIERM67,VILLE,11P0005,2,2008,37067
17701,2 sorties,LUDLOW,VILLE,43P2064,2,1960,37067
17801,2 sorties,MCAVITY-M67,VILLE,61P0079,2,1987,37067
18342,2 sorties,LUDLOW,VILLE,24P1514,2,1960,37067
17509,3 sorties,AUTRE,VILLE,26P0406,2,2007,37067
18050,2 sorties,CONCORD-D67M,VILLE,13P0268,2,1985,37067
47313,3 sorties,,VILLE,25P1223,1,2017,37067
48936,3 sorties,MUELLER,VILLE,12P1124,1,2018,37067
19447,3 sorties,MCAVITY-M67,VILLE,23P2236,2,1992,37067
19779,2 sorties,LUDLOW,VILLE,11P0242,2,1950,37067
20443,2 sorties,LUDLOW,VILLE,12P0680,2,1960,37067
20775,2 sorties,CANRON-CT,VILLE,42P3104,2,1980,37067
66142,3 sorties,,VILLE,43P5336,1,2022,37067
17549,2 sorties,CANRON,VILLE,37P0240,2,1996,37067
17764,2 sorties,LUDLOW,VILLE,26P0232,2,1995,37067
18428,2 sorties,LUDLOW,VILLE,43P4036,2,1970,37067
18760,3 sorties,CANRON-CT,VILLE,23P2264,2,1992,37067
19424,2 sorties,CONCORD D67M PREMIER,VILLE,11P0526,2,1995,37067
19756,2 sorties,LUDLOW,VILLE,11P0318,2,1960,37067
20157,3 sorties,MCAVITY-M67,VILLE,61P0273,2,1988,37067
20489,2 sorties,LUDLOW,VILLE,12P0974,2,1950,37067
21485,2 sorties,CONCORD-D67M,VILLE,43P2144,2,,37067
19470,2 sorties,CANRON,VILLE,13P0868,2,1980,37067
20466,2 sorties,LUDLOW,VILLE,12P0842,2,1950,37067
21462,2 sorties,LUDLOW,VILLE,43P4070,2,1970,37067
21794,3 sorties,CONCORD D67M PREMIER,VILLE,11P1012,2,2011,37067
18282,2 sorties,CANRON-CT,VILLE,43P2110,2,1950,37067
19616,2 sorties,LUDLOW,VILLE,12P0482,2,1960,37067
20944,3 sorties,AVK,VILLE,42P4116,1,2023,37067
18305,2 sorties,CANRON-CT,VILLE,24P1138,2,1981,37067
18969,2 sorties,MCAVITY-M67,VILLE,24P1052,2,1989,37067
20297,2 sorties,CONCORD D67M PREMIER,VILLE,12P0748,2,1970,37067
20967,2 sorties,LUDLOW,VILLE,42P4102,2,1970,37067
21508,3 sorties,MCAVITY-M67B,VILLE,43P5232,2,2010,37067
21631,3 sorties,MCAVITY-M67B,VILLE,61P0280,2,2010,37067
17572,2 sorties,MCAVITY-M67,VILLE,61P0220,2,1989,37067
17741,3 sorties,MCAVITY-M67,VILLE,26P0314,2,2004,37067
18236,2 sorties,LUDLOW,VILLE,13P0038,2,1970,37067
21654,3 sorties,CONCORD D67M PREMIER,VILLE,15P0072,2,2010,37067
17718,2 sorties,LUDLOW,VILLE,43P1014,2,1950,37067
18259,2 sorties,LUDLOW,VILLE,43P2052,2,1960,37067
17781,2 sorties,CONCORD-D67M,VILLE,11P0128,2,1989,37067
18113,3 sorties,MCAVITY-M67,VILLE,26P0280,2,1994,37067
21030,2 sorties,CONCORD D67M PREMIER,VILLE,42P5128,2,1990,37067
21113,3 sorties,SENTINEL,VILLE,42P9112,2,1996,37067
17887,2 sorties,CONCORD-D67M,VILLE,13P0040,2,1950,37067
18219,2 sorties,CONCORD D67M PREMIER,VILLE,12P0610,2,1950,37067
19215,2 sorties,CANRON-CT,VILLE,37P0114,2,1979,37067
20094,3 sorties,MCAVITY-BRIGADIERM67,VILLE,25P0002,2,2004,37067
20426,2 sorties,CANRON-CT,VILLE,12P0260,2,1980,37067
21422,2 sorties,CONCORD-D67M,VILLE,13P0704,2,1920,37067
32082,3 sorties,MUELLER,VILLE,26P0494,1,2018,37067
18906,2 sorties,CANRON-C61A,VILLE,11P0786,2,1960,37067
19407,2 sorties,CONCORD D67M PREMIER,VILLE,11P0536,2,2002,37067
19902,2 sorties,CANRON-C61A,VILLE,12P0234,2,1970,37067
19988,2 sorties,CANRON-CT,VILLE,61P0262,2,1974,37067
20234,2 sorties,LUDLOW,VILLE,12P0490,2,1960,37067
20984,3 sorties,MUELLER,VILLE,42P9104,2,2005,37067
21316,3 sorties,MCAVITY-BRIGADIERM67,VILLE,11P0884,2,2009,37067
20380,2 sorties,LUDLOW,VILLE,13P0580,2,1960,37067
20921,2 sorties,CANRON-CT,VILLE,42P3178,2,1980,37067
22003,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,11P1036,1,2012,37067
64545,3 sorties,MUELLER,VILLE,26P0571,1,2022,37067
70951,,,VILLE,BFT-43P4174,1,2024,37067
18365,2 sorties,MCAVITY-M67,VILLE,54P2020,2,2005,37067
19693,2 sorties,CANRON,VILLE,37P0268,2,1996,37067
19948,2 sorties,CANRON-CT,VILLE,61P0112,2,1980,37067
20529,2 sorties,CANRON-CT,VILLE,11P0206,2,1970,37067
21614,3 sorties,MCAVITY-M67B,VILLE,42P5280,2,2010,37067
21857,2 sorties,CANRON-CT,VILLE,37P0424,2,1969,37067
17635,2 sorties,CANRON-CT,VILLE,43P1084,2,1980,37067
17678,2 sorties,CANRON-CT,VILLE,43P1006,2,1980,37067
19301,2 sorties,CANRON-CT,VILLE,24P1408,2,1981,37067
19842,2 sorties,CANRON-CT,VILLE,61P0198,2,1985,37067
20635,3 sorties,MUELLER,VILLE,54P7014,2,2003,37067
21176, ,AUTRE,VILLE,15P0164,2,2004,37067
21963,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,54P0044,1,2012,37067
27668,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,42P5361,1,2014,37067
38488,,,VILLE,12P1090,2,,37067
18322,2 sorties,CANRON-CT,VILLE,43P2114,2,1950,37067
21568,2 sorties,MCAVITY-M67,VILLE,24P1342,2,1966,37067
18173,2 sorties,CONCORD D67M PREMIER,VILLE,43P5032,2,1950,37067
18714,2 sorties,MCAVITY-M67,VILLE,24P1066,2,1986,37067
18866,2 sorties,LUDLOW,VILLE,13P0544,2,1920,37067
19364,2 sorties,CONCORD D67M PREMIER,VILLE,11P0078,2,2001,37067
19862,2 sorties,CONCORD-D67M,VILLE,11P0454,2,1991,37067
20360,2 sorties,LUDLOW,VILLE,12P1000,2,1950,37067
20858,2 sorties,SENTINEL,VILLE,42P3086,2,2000,37067
20881,2 sorties,CANRON-CT,VILLE,42P3128,2,1980,37067
21379,3 sorties,MUELLER,VILLE,43P5052,1,2020,37067
21760,3 sorties,MCAVITY-M67B,VILLE,11P0988,2,2010,37067
64542,3 sorties,MUELLER,VILLE,37P0686,1,2023,37067
17824,2 sorties,LUDLOW,VILLE,43P1146,2,1950,37067
18153,2 sorties,CANRON-CT,VILLE,43P5072,2,1950,37067
20074,2 sorties,CANRON-CT,VILLE,37P0404,2,1975,37067
21070,2 sorties,CONCORD D67M PREMIER,VILLE,11P0010,2,2001,37067
21571,3 sorties,MCAVITY-M67,VILLE,24P1184,2,2022,37067
34469,3 sorties,MUELLER,VILLE,26P0508,1,2015,37067
17847,3 sorties,CONCORD D67M PREMIER,VILLE,13P0838,2,1920,37067
18843,2 sorties,CONCORD-D67M,VILLE,13P0710,2,1920,37067
19839,2 sorties,CANRON-CT,VILLE,61P0136,2,1974,37067
21093,2 sorties,DAIGLE-D67M,VILLE,12P0920,2,1950,37067
21548,3 sorties,CONCORD D67M PREMIER,VILLE,23P2444,2,1996,37067
42106,3 sorties,MUELLER,VILLE,37P0655,1,2017,37067
17867,2 sorties,MCAVITY-M59M,VILLE,26P0164,2,1995,37067
19533,3 sorties,MCAVITY-BRIGADIERM67,VILLE,25P0092,2,2001,37067
20031,2 sorties,MCAVITY-M67,VILLE,54P2078,2,1994,37067
18133,2 sorties,CANRON-CT,VILLE,43P5150,2,1950,37067
18631,2 sorties,CANRON-CT,VILLE,24P1536,2,1978,37067
18674,2 sorties,CONCORD-D67M,VILLE,13P0482,2,1920,37067
19172,2 sorties,CANRON-CT,VILLE,24P1240,2,1971,37067
20838,2 sorties,DAIGLE-D67M,VILLE,42P3018,2,1990,37067
52142,3 sorties,MUELLER,VILLE,26P0559,1,2020,37067
18823,2 sorties,CANRON,VILLE,37P0396,2,1968,37067
19905,2 sorties,CANRON-CT,VILLE,12P0054,2,1970,37067
20572,3 sorties,MUELLER,VILLE,54P8046,2,2003,37067
18800,2 sorties,LUDLOW,VILLE,13P0298,2,1920,37067
19341,2 sorties,LUDLOW,VILLE,12P0640,2,1960,37067
19882,2 sorties,CANRON-CT,VILLE,61P0143,2,1974,37067
17698,2 sorties,DROLET-400,VILLE,12P0932,2,1970,37067
18196,3 sorties,CONCORD D67M PREMIER,VILLE,37P0290,2,1998,37067
18694,2 sorties,CONCORD-D67M,VILLE,37P0060,2,1988,37067
20615,3 sorties,AUTRE,VILLE,54P7048,2,2003,37067
18090,2 sorties,LUDLOW,VILLE,13P0170,2,1950,37067
19713,2 sorties,CANRON-CT,VILLE,61P0025,2,1974,37067
17910,3 sorties,MCAVITY-M67,VILLE,26P0234,2,1992,37067
18992,2 sorties,CANRON-CT,VILLE,24P1264,2,1985,37067
19321,2 sorties,CANRON-CT,VILLE,11P0716,2,1970,37067
20317,2 sorties,CANRON-CT,VILLE,54P6068,2,1978,37067
20403,2 sorties,CONCORD D67M PREMIER,VILLE,11P0660,2,1988,37067
21399,2 sorties,LUDLOW,VILLE,13P0622,2,1930,37067
27648,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,37P0633,1,2014,37067
18302,2 sorties,CANRON-CT,VILLE,24P1170,2,1986,37067
18929,2 sorties,CONCORD-D67M,VILLE,11P0544,2,1985,37067
19384,2 sorties,MCAVITY-M67,VILLE,24P1076,2,1988,37067
19925,2 sorties,DROLET-500,VILLE,37P0156,2,1975,37067
20011,2 sorties,CONCORD-D67M,VILLE,12P0394,2,1986,37067
21007,2 sorties,LUDLOW,VILLE,42P1010,2,1970,37067
57340,3 sorties,MUELLER,VILLE,23P2553,1,2016,37067
17612,2 sorties,LUDLOW,VILLE,43P1140,2,1950,37067
19278,2 sorties,CANRON-CT,VILLE,24P1508,2,1981,37067
19776,2 sorties,CONCORD-D67M,VILLE,11P0250,2,1950,37067
21442,2 sorties,CONCORD D67M PREMIER,VILLE,13P0870,2,1920,37067
17655,2 sorties,CONCORD-D67M,VILLE,13P0222,2,1930,37067
18737,2 sorties,MCAVITY-M59M,VILLE,25P0130,2,1996,37067
19819,2 sorties,CANRON,VILLE,13P0892,2,1920,37067
20901,2 sorties,CANRON-CT,VILLE,42P3196,2,1980,37067
21983,3 sorties,MCAVITY-BRIGADIERM67,VILLE,12P1079,2,2013,37067
17804,2 sorties,CANRON-CT,VILLE,61P0040,2,1974,37067
18345,2 sorties,MCAVITY-M59M,VILLE,24P1374,2,1966,37067
18886,2 sorties,CANRON-CT,VILLE,11P0560,2,1984,37067
19427,2 sorties,CONCORD D67M PREMIER,VILLE,11P0514,2,1995,37067
19968,2 sorties,SENTINEL,VILLE,61P0084,2,1990,37067
20509,2 sorties,CANRON,VILLE,11P0308,2,1970,37067
21050,2 sorties,LUDLOW,VILLE,42P5034,2,1970,37067
21591,3 sorties,MCAVITY-M67B,VILLE,43P5234,2,2010,37067
17953,3 sorties,MUELLER,VILLE,43P2054,1,2023,37067
18285,3 sorties,MCAVITY-M67,VILLE,15P0017,2,2004,37067
19874,2 sorties,LUDLOW,VILLE,12P0644,2,1950,37067
20206,2 sorties,CONCORD D67M PREMIER,VILLE,12P0019,2,1970,37067
20538,2 sorties,CANRON-CT,VILLE,11P0270,2,1970,37067
20870,2 sorties,CANRON,VILLE,42P3116,2,1975,37067
21202, , ,VILLE,25P1124,2,2004,37067
21534,2 sorties,CONCORD D67M PREMIER,VILLE,37P0036,2,1995,37067
21866,3 sorties,AUTRE,VILLE,26P0412,2,2007,37067
17598,3 sorties,CONCORD D67M PREMIER,VILLE,42P9007,2,2006,37067
20893,2 sorties,CANRON-CT,VILLE,42P3204,2,1980,37067
21225,3 sorties,MCAVITY-BRIGADIERM67,VILLE,11P0814,2,2006,37067
21557,2 sorties,MCAVITY-M67,VILLE,23P2406,2,1987,37067
21889,3 sorties,CONCORD D67M PREMIER,VILLE,11P1029,1,2012,37067
63343,3 sorties,MUELLER,VILLE,54P0068,1,2022,37067
18500,2 sorties,MCAVITY-M59M,VILLE,54P2024,2,1994,37067
18571,2 sorties,CANRON-CT,VILLE,37P0216,2,1979,37067
18832,2 sorties,CANRON,VILLE,37P0310,2,1968,37067
19164,2 sorties,CANRON-CT,VILLE,24P1534,2,1975,37067
19235,2 sorties,MCAVITY-M67,VILLE,23P2302,2,1986,37067
19496,3 sorties,MCAVITY-M67,VILLE,23P2266,2,1996,37067
47714,3 sorties,,VILLE,11P1095,1,2022,37067
50539,3 sorties,,VILLE,42P5389,1,2019,37067
19828,2 sorties,CANRON-CT,VILLE,61P0190,2,1974,37067
20160,2 sorties,CANRON-CT,VILLE,12P0090,2,1970,37067
20492,2 sorties,CONCORD D67M PREMIER,VILLE,12P0988,2,1950,37067
20824,2 sorties,CANRON-CT,VILLE,42P5040,2,1970,37067
21488,2 sorties,CANRON-CT,VILLE,43P3018,2,1980,37067
32062,3 sorties,CONCORD D67M PREMIER,VILLE,26P0467,1,2014,37067
17761,3 sorties,MCAVITY-M67,VILLE,26P0196,2,1998,37067
17884,2 sorties,DAIGLE-D67M,VILLE,13P0198,2,1940,37067
18425,2 sorties,CONCORD-D67M,VILLE,43P4028,2,1950,37067
18548,2 sorties,CONCORD D67M PREMIER,VILLE,37P0378,2,1976,37067
19089,3 sorties,MCAVITY-M67,VILLE,23P2364,2,1980,37067
19187,2 sorties,CANRON-CT,VILLE,24P1282,2,1976,37067
21511,3 sorties,MCAVITY-M67B,VILLE,13P1020,2,2010,37067
32085,3 sorties,MUELLER,VILLE,26P0497,1,2015,37067
54143,,,VILLE,37P0681,1,2021,37067
19519,3 sorties,MCAVITY-M67,VILLE,23P2498,2,1987,37067
19851,2 sorties,CANRON-CT,VILLE,12P0020,2,1970,37067
20183,2 sorties,CANRON-C61A,VILLE,12P0170,2,1970,37067
20515,2 sorties,CANRON-CT,VILLE,11P0214,2,1970,37067
20847,3 sorties,MCAVITY-M67,VILLE,42P9097,2,2002,37067
21179,2 sorties,CANRON-CT,VILLE,13P0488,2,1920,37067
17790,2 sorties,LUDLOW,VILLE,13P0510,2,1920,37067
17861,2 sorties,CONCORD D67M PREMIER,VILLE,43P3098,2,1950,37067
18454,2 sorties,MCAVITY,VILLE,43P4194,2,1950,37067
19041,2 sorties,CONCORD-D67M,VILLE,11P0616,2,1984,37067
19118,3 sorties,MCAVITY-BRIGADIERM67,VILLE,23P2466,2,1987,37067
19705,2 sorties,CONCORD-D67M,VILLE,12P0222,2,1970,37067
21033,2 sorties,CANRON,VILLE,42P5122,2,1970,37067
21039,2 sorties,CANRON,VILLE,42P5104,2,1970,37067
21703,3 sorties,MCAVITY-BRIGADIERM67,VILLE,25P1132,2,2006,37067
17475,3 sorties,MCAVITY-M67B,VILLE,11P0846,2,2007,37067
17813,2 sorties,LUDLOW,VILLE,13P0386,2,1940,37067
18477,2 sorties,MCAVITY,VILLE,43P4186,2,1970,37067
19018,2 sorties,CANRON-CT,VILLE,11P0720,2,1970,37067
19141,3 sorties,CONCORD-D67M,VILLE,23P2024,2,2002,37067
19682,2 sorties,MCAVITY-M67,VILLE,54P5006,2,1988,37067
19805,2 sorties,CANRON-CT,VILLE,12P0078,2,1970,37067
20346,2 sorties,LUDLOW,VILLE,13P0372,2,1940,37067
20352,2 sorties,LUDLOW,VILLE,13P0340,2,1940,37067
21016,2 sorties,CANRON,VILLE,42P1034,2,1970,37067
21680,3 sorties,MCAVITY-M67B,VILLE,54P0034,2,2010,37067
34461,3 sorties,MUELLER,VILLE,25P1216,1,2015,37067
17498,3 sorties,MCAVITY-BRIGADIERM67,VILLE,25P1130,2,2006,37067
17667,3 sorties,MUELLER,VILLE,12P0950,1,2018,37067
17744,2 sorties,LUDLOW,VILLE,26P0310,2,1966,37067
18162,2 sorties,CONCORD-D67M,VILLE,43P5042,2,1950,37067
18331,2 sorties,SENTINEL,VILLE,61P0018,2,1995,37067
18826,2 sorties,CONCORD D67M PREMIER,VILLE,37P0382,2,1980,37067
18995,2 sorties,MCAVITY-M67,VILLE,24P1260,2,1985,37067
19659,3 sorties,MCAVITY-BRIGADIERM67,VILLE,37P0474,2,2005,37067
21580,3 sorties,MCAVITY-M67,VILLE,23P2026,1,2014,37067
27654,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,37P0639,1,2022,37067
60950,,,VILLE,37P0683,1,2022,37067
17521,3 sorties,SENTINEL,VILLE,43P4010,2,2000,37067
17644,2 sorties,CONCORD D67M PREMIER,VILLE,13P0686,2,1920,37067
17767,2 sorties,LUDLOW,VILLE,26P0226,2,1995,37067
18185,2 sorties,CANRON,VILLE,43P4124,2,1950,37067
18308,2 sorties,CANRON-CT,VILLE,24P1434,2,1976,37067
18431,2 sorties,LUDLOW,VILLE,43P4050,2,1980,37067
18849,2 sorties,CANRON,VILLE,13P0678,2,1920,37067
18972,2 sorties,CONCORD-D67M,VILLE,24P1028,2,1989,37067
19513,3 sorties,CONCORD D67M PREMIER,VILLE,23P2360,2,1996,37067
21726,3 sorties,CONCORD D67M PREMIER,VILLE,42P5324,2,2011,37067
50940,3 sorties,,VILLE,11P1105,1,2019,37067
52145,,,VILLE,18P0009,1,2020,37067
17876,2 sorties,AUTRE,VILLE,43P3026,2,1970,37067
18030,2 sorties,MCAVITY-M67,VILLE,26P0132,2,2001,37067
18279,2 sorties,LUDLOW,VILLE,24P1524,2,1960,37067
18623,3 sorties,MCAVITY-M67,VILLE,24P1324,2,1988,37067
18872,2 sorties,CONCORD D67M PREMIER,VILLE,13P0780,2,1920,37067
18955,3 sorties,MCAVITY-M67,VILLE,23P2150,2,1996,37067
28441,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,12P1097,2,2013,37067
47330,3 sorties,,VILLE,26P0539,1,2018,37067
19204,3 sorties,CONCORD D67M PREMIER,VILLE,37P0820,2,2003,37067
19951,3 sorties,MCAVITY-M67,VILLE,61P0170,2,1974,37067
20200,2 sorties,MCAVITY-M59M,VILLE,54P3034,2,1998,37067
20283,3 sorties,AUTRE,VILLE,54P7100,2,2003,37067
20532,2 sorties,CANRON-CT,VILLE,11P0170,2,1990,37067
21860,2 sorties,CANRON-CT,VILLE,37P0416,1,2014,37067
17592,3 sorties,MCAVITY-BRIGADIERM67,VILLE,61P9001,2,2006,37067
17936,2 sorties,LUDLOW,VILLE,26P0112,2,1988,37067
18268,3 sorties,MCAVITY-BRIGADIERM67,VILLE,61P9046,2,2004,37067
18563,2 sorties,LUDLOW,VILLE,12P0262,2,1960,37067
18717,3 sorties,MCAVITY-M67,VILLE,23P2142,2,1987,37067
19264,2 sorties,CANRON-CT,VILLE,24P1612,2,1976,37067
19596,2 sorties,CANRON-CT,VILLE,61P0082,2,1974,37067
19891,2 sorties,CANRON-CT,VILLE,61P0101,2,1989,37067
20887,2 sorties,CANRON-CT,VILLE,42P3138,2,1980,37067
20924,2 sorties,CANRON,VILLE,42P4146,2,1950,37067
21219,2 sorties,CONCORD-D67M,VILLE,11P0730,2,1988,37067
21766,3 sorties,MCAVITY-M67B,VILLE,43P1016,1,1950,37067
18325,2 sorties,CANRON-CT,VILLE,43P2120,2,1950,37067
19653,2 sorties,DAIGLE-D67M,VILLE,37P0348,2,1996,37067
19997,2 sorties,MCAVITY-M67,VILLE,24P1322,2,1989,37067
20246,2 sorties,LUDLOW,VILLE,12P0310,2,1960,37067
20329,3 sorties,CONCORD D67M PREMIER,VILLE,54P4010,2,1964,37067
20578,3 sorties,MUELLER,VILLE,54P8034,2,2003,37067
23234,3 sorties,MUELLER,VILLE,54P0052,1,2013,37067
21079,3 sorties,CONCORD D67M PREMIER,VILLE,42P2110,2,2005,37067
21325,3 sorties,MCAVITY-BRIGADIERM67,VILLE,15P0048,2,2009,37067
21411,2 sorties,CONCORD-D67M,VILLE,11P0126,2,1989,37067
21574,3 sorties,MCAVITY-M67,VILLE,23P2496,2,1987,37067
21657,3 sorties,CONCORD D67M PREMIER,VILLE,15P0078,2,2010,37067
21906,3 sorties,CONCORD D67M PREMIER,VILLE,25P1189,2,2012,37067
17638,2 sorties,CANRON-CT,VILLE,43P1072,2,1980,37067
18966,3 sorties,MCAVITY-M67,VILLE,24P1016,2,1996,37067
19310,2 sorties,CANRON-CT,VILLE,24P1368,2,1976,37067
19642,2 sorties,MCAVITY-M67,VILLE,37P0322,2,1985,37067
20392,3 sorties,CONCORD D67M PREMIER,VILLE,11P0638,1,1990,37067
20638,3 sorties,MUELLER,VILLE,54P7156,2,2003,37067
59344,,,VILLE,43P5329,1,2021,37067
20724,2 sorties,CANRON-CT,VILLE,42P4062,2,1970,37067
20933,2 sorties,LUDLOW,VILLE,42P4140,2,1950,37067
20970,2 sorties,CONCORD-D67M,VILLE,42P4094,2,2000,37067
21265,3 sorties,MCAVITY-BRIGADIERM67,VILLE,43P5192,2,2007,37067
27671,3 sorties,CONCORD D67M PREMIER,VILLE,25P1208,1,2014,37067
33659,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,54P0055,1,2018,37067
17535,2 sorties,CANRON,VILLE,37P0292,2,1996,37067
17784,2 sorties,CONCORD-D67M,VILLE,11P0094,2,1989,37067
18122,2 sorties,LUDLOW,VILLE,43P5148,2,1950,37067
18371,2 sorties,MCAVITY-BRIGADIERM67,VILLE,54P2122,2,1974,37067
18863,2 sorties,CONCORD D67M PREMIER,VILLE,13P0528,2,1920,37067
19112,3 sorties,MCAVITY-BRIGADIERM67,VILLE,61P0088,2,1989,37067
21027,2 sorties,DAIGLE-D67M,VILLE,42P5142,2,1990,37067
21620,3 sorties,CONCORD D67M PREMIER,VILLE,11P0966,2,2010,37067
19450,2 sorties,MCAVITY-M67,VILLE,23P2306,1,2014,37067
19456,3 sorties,MCAVITY-M67,VILLE,23P2348,2,1980,37067
19699,2 sorties,CANRON,VILLE,37P0256,2,1969,37067
20037,2 sorties,CANRON-CT,VILLE,54P3014,2,1974,37067
20778,2 sorties,CANRON-CT,VILLE,42P3044,2,1985,37067
20784,2 sorties,DAIGLE-D67M,VILLE,42P3052,2,1985,37067
17684,2 sorties,MCAVITY-M59M,VILLE,26P0306,2,1966,37067
18176,2 sorties,DAIGLE-D67M,VILLE,43P4116,2,1950,37067
18809,2 sorties,DAIGLE-D67M,VILLE,12P0588,2,1950,37067
19012,2 sorties,CONCORD D67M PREMIER,VILLE,11P0703,2,2005,37067
19350,2 sorties,CANRON,VILLE,12P0630,2,1950,37067
20143,2 sorties,CANRON-CT,VILLE,61P0122,2,1980,37067
