ï»¿TYPE_VOIE,TYPE_EQUIPEMENT,REVETEMENT_VOIE,ROUTE_VERTE_NO,ROUTE_CMM,VELO_EXPRESS,CIRCUIT_AGROTOURISTIQUE,TOUR_ILE,WKT 
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 282782.03444343 5050266.65046470, 282787.52974343 5050274.89336470, 282790.84424343 5050279.55566470, 282791.61334343 5050280.55956470, 282792.29944343 5050281.14316470, 282796.26814343 5050283.92126470, 282797.43014343 5050284.98026470, 282798.20554343 5050285.94966470, 282798.74854343 5050287.03556470, 282799.04634343 5050288.02236470, 282799.97234343 5050291.46196470, 282800.86474343 5050296.00716470, 282800.99824343 5050296.36876470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 282862.78954343 5049891.25366470, 282881.85094343 5049881.25336470, 282936.61974343 5049852.51956470, 282956.30084343 5049842.19306470, 282962.63064343 5049838.31486470, 282965.33734343 5049836.24536470, 282967.29264343 5049834.06676470, 282968.85314343 5049831.42476470, 282970.25894343 5049829.03086470, 282971.27274343 5049828.07696470, 282972.22194343 5049827.72926470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 283305.86294343 5051530.21196470, 283297.34384343 5051526.07436470, 283292.31384343 5051523.48746470, 283286.30014343 5051519.79626470, 283279.38404343 5051514.89636470, 283275.94374343 5051512.20866470, 283271.80974343 5051508.47516470, 283265.25424343 5051501.59836470, 283260.23504343 5051495.57076470, 283253.66434343 5051486.57586470, 283246.71244343 5051476.77956470, 283237.57464343 5051463.76446470, 283230.42394343 5051454.65226470, 283225.40064343 5051449.04886470, 283219.31194343 5051442.44516470, 283210.87124343 5051434.33956470, 283200.11414343 5051424.25646470, 283191.07074343 5051415.84786470, 283179.13114343 5051405.34456470, 283169.56324343 5051398.03706470, 283165.40534343 5051395.12606470, 283157.87384343 5051390.78976470, 283153.60674343 5051388.59236470, 283148.74484343 5051386.56756470, 283143.49554343 5051384.96996470, 283139.15924343 5051383.82876470, 283133.41834343 5051383.06026470, 283123.98214343 5051382.11706470, 283118.81364343 5051381.55476470, 283115.43864343 5051380.93256470, 283111.46094343 5051380.00726470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,La Venue des RÃ©coltes,,"LINESTRING  ( 289364.41234343 5053281.96876470, 289367.26604343 5053286.72156470, 289373.83594343 5053298.40766470, 289378.33224343 5053305.40186470, 289381.11404343 5053309.87256470, 289385.09814343 5053316.74526470, 289389.00134343 5053323.65086470, 289400.00934343 5053342.26436470, 289405.11504343 5053350.87406470, 289410.30464343 5053359.35686470, 289421.47844343 5053377.17046470, 289428.25264343 5053387.79256470, 289450.24344343 5053422.51986470, 289483.67754343 5053471.66986470, 289498.79584343 5053491.99436470, 289505.40004343 5053500.90006470, 289507.59584343 5053503.79456470, 289518.60804343 5053518.36476470, 289523.29774343 5053524.11746470, 289529.89354343 5053531.21286470, 289536.33514343 5053537.94396470, 289546.38934343 5053547.86586470, 289555.85214343 5053557.27346470, 289569.26084343 5053570.58206470, 289659.78354343 5053654.70306470, 289687.74184343 5053680.25636470, 289693.40954343 5053685.12656470, 289698.03014343 5053689.14436470, 289702.64344343 5053692.95536470, 289707.36294343 5053696.87156470, 289721.80584343 5053708.00466470, 289731.63404343 5053715.02466470, 289736.65664343 5053718.54066470, 289741.67944343 5053721.85566470, 289746.78704343 5053725.16056470, 289749.58964343 5053726.96226470, 289753.48934343 5053729.46206470, 289763.60804343 5053735.97416470, 289776.10364343 5053743.47146470, 289793.68624343 5053754.96006470, 289803.08084343 5053760.95666470, 289863.47404343 5053801.15216470, 289866.07354343 5053802.85176470, 289882.55284343 5053813.83796470, 289953.73364343 5053863.82446470, 289984.01144343 5053885.40866470, 289991.41934343 5053891.03106470, 289999.03814343 5053897.15096470, 290010.73404343 5053906.50926470, 290022.64024343 5053916.82806470, 290032.91764343 5053926.43376470, 290057.69764343 5053948.04896470, 290081.64254343 5053968.95106470, 290098.04674343 5053983.10626470, 290110.21754343 5053993.42506470, 290130.83674343 5054011.04986470, 290230.07404343 5054091.71796470, 290259.05444343 5054115.21596470, 290283.51994343 5054133.78686470, 290299.60284343 5054144.72036470, 290315.47214343 5054155.25086470, 290335.48304343 5054168.45796470, 290382.31344343 5054198.37756470, 290416.24894343 5054218.49856470, 290443.58194343 5054233.91706470, 290483.10524343 5054254.72946470, 290498.70554343 5054262.81846470)"
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 292126.15914343 5051776.32686470, 291989.54884343 5051952.72656470, 291939.36734343 5052017.67836470, 291936.12844343 5052021.58956470, 291934.45384343 5052023.30316470, 291932.86884343 5052024.74366470, 291929.79034343 5052027.49236470, 291928.04244343 5052029.03826470, 291926.99014343 5052030.06286470, 291926.12354343 5052031.06466470, 291925.46444343 5052032.14456470, 291924.94094343 5052033.33036470, 291923.94884343 5052035.99686470, 291923.31354343 5052037.34716470, 291922.46324343 5052038.86536470, 291920.40914343 5052041.70926470, 291885.06994343 5052087.71506470, 291883.24804343 5052089.91786470, 291881.67064343 5052091.80796470, 291880.07954343 5052093.58676470, 291877.92344343 5052095.83066470, 291871.35754343 5052102.68746470, 291869.99704343 5052104.04206470, 291868.90824343 5052105.30676470, 291867.88204343 5052106.62026470, 291866.42974343 5052108.60806470, 291865.43074343 5052110.14446470, 291864.43194343 5052111.68086470, 291862.73324343 5052114.88646470, 291861.48214343 5052117.13236470, 291860.26634343 5052119.20426470, 291858.65874343 5052121.57666470, 291855.69234343 5052125.70346470, 291830.55394343 5052158.40786470, 291828.91824343 5052160.48826470, 291827.62044343 5052161.89166470, 291826.28144343 5052162.96086470, 291823.14414343 5052165.04246470, 291821.67214343 5052166.41076470, 291820.32544343 5052167.87676470, 291819.31294343 5052169.30166470, 291817.85484343 5052171.82136470, 291815.73954343 5052176.58276470, 291814.34194343 5052179.01626470, 291812.84884343 5052181.02656470, 291810.22324343 5052184.15886470, 291807.38314343 5052187.27856470, 291804.03014343 5052190.68056470, 291800.01574343 5052194.51646470, 291795.18954343 5052198.50196470, 291788.84464343 5052203.01326470, 291781.22134343 5052207.94606470, 291776.16224343 5052210.65516470, 291771.11944343 5052212.93676470, 291765.07124343 5052215.21616470, 291755.69454343 5052218.41266470, 291754.48564343 5052218.85356470, 291753.98954343 5052219.18426470, 291753.55964343 5052219.58116470, 291753.26204343 5052220.17646470, 291753.30044343 5052221.17526470, 291755.53004343 5052232.08526470, 291758.43504343 5052245.84486470, 291759.85174343 5052253.73786470, 291760.55174343 5052259.20636470, 291761.07124343 5052265.12036470, 291761.21324343 5052271.64176470, 291760.82654343 5052278.32616470, 291759.89024343 5052284.87096470, 291758.34884343 5052292.52656470, 291753.14884343 5052310.82656470, 291749.24884343 5052321.92656470, 291747.28764343 5052327.81016470, 291745.73504343 5052330.90856470, 291744.67664343 5052332.23146470, 291743.74154343 5052333.07036470, 291742.59804343 5052333.88936470, 291741.48974343 5052334.53436470, 291734.30974343 5052337.06046470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,La Venue des RÃ©coltes,,"LINESTRING  ( 290498.70554343 5054262.81846470, 290499.31614343 5054263.13506470, 290507.62214343 5054267.33806470, 290528.90784343 5054278.13086470, 290551.40544343 5054290.12956470, 290612.02434343 5054321.13916470, 290654.23454343 5054342.14436470, 290693.04214343 5054361.24806470, 290699.23794343 5054364.24596470, 290703.83584343 5054366.54496470, 290716.73324343 5054372.83436470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 283785.93824343 5049654.46136470, 283770.74834343 5049681.31706470, 283737.34544343 5049738.06826470, 283699.72164343 5049802.04466470, 283671.78154343 5049849.98716470, 283639.71394343 5049903.96236470, 283633.04654343 5049915.39236470, 283628.57304343 5049923.45886470, 283627.11684343 5049926.18246470, 283625.35224343 5049929.59086470, 283623.76474343 5049933.95646470, 283622.57414343 5049938.85126470, 283619.76114343 5049953.06036470, 283615.58404343 5049976.03496470, 283598.12144343 5050070.17396470, 283584.24884343 5050145.42656470, 283575.57894343 5050190.66546470, 283563.99014343 5050254.00686470, 283562.11084343 5050264.20866470)"
12103,Piste cyclable,Gravier,,,,,,"LINESTRING  ( 287409.76924343 5045995.20836470, 287411.79464343 5045992.39186470, 287413.63484343 5045989.45106470, 287416.41294343 5045983.89486470, 287417.24004343 5045982.37316470, 287418.23854343 5045980.95796470, 287429.03354343 5045965.47976470, 287455.86234343 5045925.95096470, 287458.05534343 5045921.96856470, 287459.54654343 5045917.67386470, 287460.29324343 5045913.18926470, 287460.27424343 5045908.64306470, 287456.87354343 5045895.71256470)"
12105,Piste polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,Oui,"LINESTRING  ( 286382.59644343 5043733.68996470, 286384.28244343 5043734.54996470, 286386.06324343 5043735.19086470, 286387.91054343 5043735.60256470, 286392.05634343 5043735.75006470, 286396.20074343 5043735.56766470, 286406.14594343 5043735.27086470, 286406.19634343 5043735.27226470, 286423.52124343 5043735.75986470, 286427.19514343 5043736.15696470, 286430.75804343 5043737.13736470, 286434.11784343 5043738.67566470, 286437.18804343 5043740.73216470, 286482.46074343 5043776.64476470, 286484.81234343 5043778.21056470, 286487.39084343 5043779.36526470, 286490.12504343 5043780.07706470, 286492.93924343 5043780.32606470, 286495.75594343 5043780.10566470, 286498.49714343 5043779.42176470, 286501.08724343 5043778.29336470, 286523.70534343 5043766.11076470, 286528.31984343 5043763.93336470, 286533.13934343 5043762.25806470, 286538.10954343 5043761.10386470, 286567.51964343 5043755.90356470, 286571.39064343 5043755.49386470, 286575.28104343 5043755.62496470, 286579.11564343 5043756.29436470, 286597.87184343 5043760.93186470, 286600.59834343 5043761.75516470, 286625.30854343 5043770.61166470, 286628.79374343 5043772.13526470, 286637.53764343 5043776.68856470, 286640.10074343 5043778.31146470, 286642.35484343 5043780.34176470, 286644.23594343 5043782.72186470, 286645.69064343 5043785.38396470, 286646.67764343 5043788.25256470, 286647.16884343 5043791.24626470, 286647.15034343 5043794.27986470, 286646.62264343 5043797.26726470, 286642.39244343 5043813.21986470, 286642.18704343 5043814.42146470, 286642.19324343 5043815.64036470, 286642.41084343 5043816.83986470, 286642.83314343 5043817.98336470, 286643.44744343 5043819.03616470, 286644.23514343 5043819.96656470, 286645.17224343 5043820.74616470, 286646.23034343 5043821.35136470, 286647.37744343 5043821.76386470, 286664.27544343 5043826.22306470, 286666.62704343 5043827.02076470, 286668.84644343 5043828.13456470, 286670.89144343 5043829.54316470, 286672.68484343 5043830.97046470, 286674.56864343 5043832.21866470, 286676.64024343 5043833.12186470, 286678.83684343 5043833.65256470, 286681.09224343 5043833.79496470, 286683.33814343 5043833.54456470, 286685.50674343 5043832.90896470, 286687.53254343 5043831.90746470, 286689.35434343 5043830.57026470, 286690.91704343 5043828.93776470, 286692.17334343 5043827.05936470, 286711.07774343 5043792.65756470, 286712.71764343 5043790.17736470, 286714.74654343 5043788.00376470, 286717.10814343 5043786.19706470, 286719.73684343 5043784.80756470, 286722.55974343 5043783.87376470, 286725.49854343 5043783.42146470, 286729.86314343 5043783.14496470, 286794.26344343 5043779.81186470, 286796.65114343 5043779.79016470, 286799.03194343 5043779.97206470, 286808.68744343 5043781.12556470, 286811.77124343 5043781.39346470, 286834.91194343 5043782.65346470, 286841.85984343 5043782.76896470, 286848.79664343 5043782.35966470, 286855.68274343 5043781.42806470, 286859.87444343 5043780.26426470)"
12105,Piste polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,Oui,"LINESTRING  ( 286232.57414343 5043674.40526470, 286232.70154343 5043674.39746470, 286236.62074343 5043674.53826470, 286246.35694343 5043676.00056470, 286264.23424343 5043679.29076470, 286266.12054343 5043679.45496470, 286267.64524343 5043679.43736470, 286268.98364343 5043679.17266470, 286277.16514343 5043677.24806470, 286279.08154343 5043676.79726470, 286281.15014343 5043676.59166470, 286283.31484343 5043676.53276470, 286299.55724343 5043676.36726470, 286302.02794343 5043676.68596470, 286304.31694343 5043677.36616470, 286306.30204343 5043678.44116470, 286308.46074343 5043679.79796470, 286310.76914343 5043681.09786470, 286312.84894343 5043681.91686470, 286315.06754343 5043682.94516470, 286317.01424343 5043684.06316470, 286319.15464343 5043685.83616470, 286323.57994343 5043690.09946470, 286327.02594343 5043693.29536470, 286330.06934343 5043695.97526470, 286333.67564343 5043699.09506470, 286336.56654343 5043701.45436470, 286340.56964343 5043704.58196470, 286344.92064343 5043707.77986470, 286348.11844343 5043709.87536470, 286351.93584343 5043711.95136470, 286355.26664343 5043713.74776470, 286357.72174343 5043714.86006470, 286360.41904343 5043716.56456470, 286362.37174343 5043718.19096470, 286362.46934343 5043718.27006470, 286365.76314343 5043720.94116470, 286370.16874343 5043724.58476470, 286375.08274343 5043728.22256470, 286379.25984343 5043731.38526470, 286382.59644343 5043733.68996470)"
12105,Piste polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,Oui,"LINESTRING  ( 286174.86804343 5043732.50706470, 286203.06974343 5043694.24676470, 286209.00314343 5043686.19726470, 286211.92084343 5043682.68306470, 286215.38484343 5043679.70596470, 286219.29764343 5043677.34966470, 286223.54924343 5043675.68046470, 286228.02004343 5043674.74536470, 286232.58424343 5043674.57056470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 287720.50394343 5052111.42966470, 287722.54614343 5052112.78106470, 287727.59884343 5052116.18756470, 287788.26874343 5052151.79396470, 287844.42674343 5052184.77436470, 287907.64904343 5052222.19976470, 287923.08744343 5052231.40726470, 287931.34614343 5052236.78566470, 287939.33074343 5052242.56326470, 287947.02184343 5052248.72616470, 287954.40094343 5052255.25946470, 287996.94604343 5052294.98676470, 288009.20954343 5052306.85336470, 288014.95264343 5052313.03666470, 288020.32514343 5052319.54456470, 288025.30884343 5052326.35476470, 288029.88674343 5052333.44406470, 288042.54704343 5052354.51816470, 288047.87714343 5052363.24466470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 288041.45744343 5052368.28076470, 288036.40304343 5052359.13106470, 288035.40344343 5052357.48266470, 288022.04664343 5052335.45626470, 288017.26124343 5052328.41896470, 288012.05124343 5052321.68996470, 288006.43624343 5052315.29496470, 287999.75704343 5052308.34746470, 287992.78374343 5052301.69536470, 287948.95714343 5052260.65746470, 287939.77714343 5052252.76736470, 287930.17564343 5052245.39586470, 287920.18194343 5052238.56566470, 287845.88674343 5052194.64476470, 287793.23454343 5052163.52966470, 287785.82624343 5052159.93136470, 287773.07324343 5052153.84596470, 287765.02994343 5052149.66546470, 287717.72234343 5052121.88416470, 287714.52524343 5052119.82346470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 287330.13634343 5044700.91136470, 287315.38364343 5044690.62416470)"
12103,Bande cyclable,PavÃ©,,,,,Oui,"LINESTRING  ( 287384.12504343 5044439.73186470, 287377.22514343 5044439.18996470, 287371.45214343 5044439.03996470, 287365.71174343 5044439.67106470, 287357.77774343 5044440.96966470, 287349.93014343 5044442.71616470, 287342.19424343 5044444.90496470, 287316.37084343 5044453.42456470, 287302.40714343 5044458.18076470, 287293.99894343 5044460.62996470, 287285.44564343 5044462.51096470, 287276.78574343 5044463.81526470, 287268.05784343 5044464.53706470, 287255.48914343 5044464.29326470, 287249.13304343 5044464.06386470, 287242.78764343 5044463.63006470, 287192.79374343 5044459.51706470, 287176.77004343 5044457.67356470, 287160.81844343 5044455.28566470, 287149.92884343 5044453.13456470, 287139.12704343 5044450.57876470, 287128.42814343 5044447.62186470, 287105.87614343 5044439.86536470, 287047.20974343 5044416.92786470, 287037.18504343 5044412.34656470, 287027.51794343 5044407.05246470, 287018.25884343 5044401.07326470, 287009.45624343 5044394.44026470, 287001.45654343 5044387.60846470, 286993.89604343 5044380.29356470, 286977.70994343 5044364.02076470, 286956.12194343 5044342.45776470, 286911.68614343 5044298.08266470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 286406.69504343 5043997.58526470, 286394.64064343 5043992.86246470, 286371.04594343 5043985.11176470, 286347.33254343 5043976.07426470, 286338.88304343 5043972.36596470, 286330.60504343 5043968.28916470, 286322.51454343 5043963.85176470, 286285.84914343 5043943.01786470, 286269.01924343 5043933.50906470, 286251.98964343 5043924.36266470, 286242.66684343 5043919.55836470, 286233.05874343 5043915.35356470, 286220.99114343 5043910.38366470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 286409.37844343 5043989.47206470, 286414.31574343 5043991.09676470)"
12103,Bande cyclable,PavÃ©,,,,,Oui,"LINESTRING  ( 286863.20304343 5044246.72826470, 286856.20664343 5044237.62996470, 286850.20074343 5044228.82976470, 286844.72364343 5044219.69116470, 286825.81474343 5044187.94076470, 286822.74104343 5044182.68976470, 286819.06664343 5044177.84006470, 286814.84354343 5044173.45986470, 286806.60654343 5044165.02556470, 286797.83944343 5044157.14356470, 286795.72324343 5044155.53356470, 286786.67364343 5044149.68336470, 286777.35674343 5044144.26906470, 286767.79344343 5044139.30286470, 286758.58284343 5044135.43626470, 286749.10674343 5044132.27546470, 286739.41934343 5044129.83846470, 286733.20464343 5044128.94456470, 286726.93344343 5044128.63686470, 286720.66114343 5044128.91806470, 286714.44264343 5044129.78556470, 286707.24494343 5044130.41226470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 286629.37994343 5044105.95476470, 286634.79864343 5044105.81456470, 286640.21814343 5044105.91976470, 286646.73974343 5044105.94476470, 286651.93064343 5044106.17246470, 286676.07194343 5044107.97106470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 286456.26494343 5044022.97476470, 286439.51354343 5044013.22316470, 286420.10624343 5044003.57906470, 286411.38874343 5043999.59206470)"
12103,Bande cyclable,PavÃ©,,,,,Oui,"LINESTRING  ( 286868.57824343 5044253.24666470, 286863.20304343 5044246.72826470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 286100.25634343 5043868.76436470, 286118.35044343 5043872.90046470, 286135.46954343 5043877.04176470, 286184.04454343 5043889.04066470, 286194.00044343 5043891.85466470, 286203.83314343 5043895.07306470, 286213.52604343 5043898.69046470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 286411.38874343 5043999.59206470, 286406.69504343 5043997.58526470)"
12103,Bande cyclable,PavÃ©,1,,,Les Chemins de la Nature,,"LINESTRING  ( 279160.47304343 5048421.23446470, 279160.94974343 5048422.07306470, 279164.22824343 5048427.58916470, 279166.87344343 5048431.93906470, 279171.52674343 5048439.13366470, 279176.05514343 5048446.24066470, 279181.63074343 5048454.73896470, 279185.24884343 5048460.42656470, 279189.03474343 5048465.97436470, 279195.58824343 5048475.60356470, 279201.07094343 5048483.41256470, 279209.30634343 5048495.21906470, 279219.30094343 5048509.07136470, 279226.12294343 5048518.72266470, 279229.13424343 5048523.29136470, 279231.26224343 5048526.49846470, 279240.73034343 5048541.28256470, 279250.67934343 5048556.91226470, 279263.81944343 5048577.65426470, 279286.62974343 5048614.21116470, 279300.64424343 5048636.24066470, 279320.47964343 5048666.37686470, 279329.45774343 5048680.24096470, 279340.23414343 5048697.39016470, 279349.00384343 5048711.09126470, 279354.13274343 5048719.39616470, 279357.74484343 5048725.17296470, 279360.64024343 5048729.71836470, 279363.64254343 5048734.21286470, 279366.22694343 5048737.87966470, 279368.11204343 5048740.52516470, 279370.58794343 5048743.80266470, 279375.43414343 5048749.80486470, 279379.16084343 5048754.05966470, 279381.22014343 5048756.25996470)"
12103,Bande cyclable,PavÃ©,,,VÃ©lo-Express Dagenais,,,"LINESTRING  ( 281144.08024343 5048903.19836470, 281140.24344343 5048902.99376470, 281132.78304343 5048902.01696470)"
12103,Bande cyclable,PavÃ©,1,,,Les Chemins de la Nature,,"LINESTRING  ( 279136.12204343 5048379.05526470, 279155.33014343 5048412.18676470, 279160.47304343 5048421.23446470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 284507.02744343 5045334.23176470, 284510.73124343 5045337.73536470, 284516.26234343 5045342.96746470, 284533.12964343 5045359.51716470, 284548.48874343 5045374.24126470, 284567.02284343 5045392.10066470, 284572.55494343 5045396.85616470, 284578.45284343 5045401.14946470, 284622.82354343 5045431.11356470, 284634.96464343 5045439.02716470, 284647.35044343 5045446.55206470, 284669.69454343 5045459.80766470, 284684.89494343 5045468.53896470, 284705.41344343 5045480.28646470, 284712.01074343 5045483.76016470)"
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 285985.69124343 5046112.54756470, 285986.57604343 5046113.46286470, 285989.08264343 5046116.25856470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285615.81694343 5045795.06856470, 285613.18894343 5045791.97806470, 285605.93934343 5045783.08806470, 285601.85744343 5045779.37476470, 285597.86144343 5045776.10426470)"
12103,Piste cyclable,PavÃ©,1,,,,,"LINESTRING  ( 289000.27194343 5046073.77926470, 289004.70374343 5046067.66076470, 289007.21724343 5046064.98176470, 289009.02524343 5046063.26836470, 289010.78244343 5046061.92156470, 289013.80054343 5046060.25036470, 289016.43544343 5046058.68286470, 289018.42904343 5046057.17656470, 289020.44644343 5046055.25836470, 289021.94884343 5046053.14706470, 289024.01834343 5046050.56196470, 289025.73814343 5046047.91616470, 289027.32564343 5046045.36956470, 289029.27694343 5046041.89686470, 289030.86444343 5046038.85416470, 289034.53554343 5046031.67736470, 289040.52174343 5046019.73796470, 289045.53544343 5046010.11586470, 289047.93424343 5046005.73146470, 289050.96234343 5046000.87446470, 289059.03214343 5045988.04216470, 289064.88774343 5045979.39066470, 289068.95404343 5045973.62236470, 289077.16344343 5045962.38916470, 289079.97624343 5045959.04666470, 289084.99604343 5045952.49276470, 289088.27674343 5045948.40826470, 289092.10514343 5045943.19526470, 289099.11664343 5045933.80246470, 289106.78954343 5045922.02856470, 289114.19784343 5045909.85766470, 289118.70744343 5045903.28466470, 289121.12934343 5045900.44256470, 289123.25024343 5045898.37266470, 289125.10514343 5045896.90076470, 289127.71284343 5045895.11036470, 289129.80434343 5045893.72266470, 289132.45414343 5045892.26276470, 289138.02774343 5045889.77236470, 289141.01054343 5045888.27516470, 289143.96354343 5045886.44196470, 289146.60934343 5045884.72216470, 289149.65204343 5045882.47326470, 289152.43024343 5045879.95966470, 289154.84604343 5045877.52866470, 289157.04984343 5045874.81836470, 289170.81884343 5045857.33766470, 289173.35234343 5045854.01236470, 289175.36284343 5045851.65516470, 289177.60884343 5045849.68286470, 289179.65144343 5045848.35776470, 289181.74884343 5045847.47816470, 289184.18024343 5045846.75436470, 289203.62574343 5045842.81276470, 289217.18724343 5045839.50776470, 289222.69744343 5045837.86986470, 289226.82184343 5045836.45866470, 289229.12844343 5045835.44036470, 289231.14964343 5045834.40046470, 289233.04564343 5045833.26286470, 289234.67784343 5045831.81846470, 289236.34524343 5045830.19996470, 289238.11814343 5045828.05966470, 289239.38294343 5045825.92516470, 289240.29184343 5045824.11716470, 289241.27904343 5045821.56436470, 289242.05904343 5045818.24536470, 289243.59544343 5045811.72436470, 289253.13474343 5045767.13416470)"
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 288995.81054343 5046084.95726470, 288996.73314343 5046081.05526470, 288997.09694343 5046080.12926470, 288997.46074343 5046079.26936470, 288999.38224343 5046075.51686470)"
12103,Piste cyclable,PavÃ©,1,,,,,"LINESTRING  ( 288999.38224343 5046075.51686470, 289000.27194343 5046073.77926470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 288986.14484343 5046075.88826470, 288989.98984343 5046079.28506470, 288993.64454343 5046082.88576470, 288995.81054343 5046084.95726470)"
12103,Bande cyclable,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,Oui,"LINESTRING  ( 280816.78114343 5042224.53706470, 280800.70004343 5042231.72386470)"
12103,Bande cyclable,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,Oui,"LINESTRING  ( 281428.50404343 5042120.98966470, 281416.38954343 5042123.10416470)"
12103,Bande cyclable,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,Oui,"LINESTRING  ( 280813.79544343 5042217.27326470, 280815.79284343 5042216.39476470, 280828.26464343 5042210.77806470, 280840.88104343 5042205.49416470, 280856.75904343 5042199.52246470, 280858.44944343 5042198.98546470, 280860.35444343 5042198.35046470, 280876.77924343 5042193.77046470, 280893.26304343 5042189.40716470, 280916.04364343 5042183.29526470, 280939.85624343 5042177.42146470, 280945.65064343 5042175.91336470, 280962.16064343 5042171.30956470, 280980.78964343 5042166.86096470, 280999.58574343 5042163.18116470, 281018.51704343 5042160.27646470, 281094.95524343 5042150.91016470, 281162.48614343 5042142.77326470, 281201.61804343 5042137.13756470, 281217.09624343 5042135.31196470, 281240.21024343 5042133.04526470, 281263.34934343 5042131.05076470, 281284.08884343 5042129.20006470, 281296.13374343 5042128.14566470, 281308.21894343 5042127.77126470, 281315.24504343 5042127.47176470, 281343.36454343 5042126.15496470, 281347.55944343 5042125.85496470)"
12103,Bande cyclable,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,Oui,"LINESTRING  ( 280797.53394343 5042224.42536470, 280813.79544343 5042217.27326470)"
12103,Bande cyclable,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,,"LINESTRING  ( 281495.79514343 5042108.50416470, 281463.68354343 5042114.71056470, 281431.48854343 5042120.46876470, 281428.50404343 5042120.98966470)"
12103,Bande cyclable,PavÃ©,1,,,Les Chemins de la Nature,,"LINESTRING  ( 281361.63764343 5051503.19106470, 281357.47334343 5051498.51686470, 281353.35204343 5051493.73566470, 281347.33764343 5051487.12286470, 281343.47624343 5051482.84686470, 281340.29224343 5051479.25116470, 281336.90674343 5051475.39746470, 281333.53214343 5051471.40106470, 281330.74774343 5051468.06736470, 281328.82444343 5051465.75876470, 281327.12684343 5051463.67706470, 281325.51624343 5051461.61286470, 281323.79814343 5051459.36396470, 281321.71934343 5051456.48086470, 281319.55074343 5051453.32586470, 281317.32344343 5051449.92376470, 281315.20764343 5051446.50786470, 281313.22754343 5051443.04716470, 281311.40394343 5051439.70846470, 281310.04164343 5051437.13316470, 281308.25314343 5051433.62056470, 281306.34354343 5051429.81196470, 281304.68804343 5051426.00016470, 281302.82824343 5051421.67646470, 281301.21864343 5051417.54816470, 281300.23544343 5051415.06766470, 281299.12534343 5051411.78286470, 281298.17734343 5051409.12836470, 281297.21284343 5051406.10826470, 281296.60094343 5051404.11946470, 281295.85834343 5051401.52456470, 281295.13714343 5051398.64436470, 281294.30544343 5051395.32526470, 281293.56474343 5051391.82546470, 281292.82394343 5051388.32556470, 281292.24644343 5051385.00366470, 281291.50764343 5051380.59876470, 281290.95164343 5051376.99136470, 281290.56564343 5051373.61756470, 281290.23534343 5051370.23696470, 281289.88274343 5051365.98266470, 281289.62264343 5051361.09106470, 281289.53984343 5051357.20326470, 281289.52034343 5051353.36036470, 281289.54584343 5051349.65336470, 281289.63974343 5051346.50336470, 281289.76784343 5051343.63196470, 281289.96824343 5051341.11916470, 281290.24684343 5051337.86176470, 281290.55384343 5051334.37456470, 281290.89504343 5051331.16606470, 281291.20974343 5051328.89366470, 281291.60164343 5051326.32916470, 281292.19014343 5051323.06196470, 281295.75494343 5051303.73706470, 281301.29704343 5051274.72596470, 281306.83484343 5051244.17416470, 281306.85924343 5051244.04796470)"
