annee,arrondissement,code_type_base_demande,nombre_permis_emis,cout_permis_emis,cout_travaux_estimes
2011,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1266,1139663.09,123631951
2011,"L'Île-Bizard - Sainte-Geneviève","CA, CO, DE, TR",273,150940.89,16857196
2011,"LaSalle","CA",429,332118,2845495
2011,"LaSalle","CO",343,685863.26,77137474
2011,"LaSalle","TR",85,175860.45,24873500
2011,"Lachine","CA, CO, DE, TR",553,718269.53,85303637
2011,"Le Plateau-Mont-Royal","CA",59,3530,57697
2011,"Le Plateau-Mont-Royal","CO",28,370364.19,37355852
2011,"Le Plateau-Mont-Royal","DE",17,21925,
2011,"Le Plateau-Mont-Royal","TR",1744,1110457.45,100420859
2011,"Le Sud-Ouest","CA",70,9450,137762
2011,"Le Sud-Ouest","CO",57,1845472.93,210933768
2011,"Le Sud-Ouest","DE",25,38545,
2011,"Le Sud-Ouest","TR",875,756987.74,80777266
2011,"Mercier - Hochelaga-Maisonneuve","CA",75,4897,144700
2011,"Mercier - Hochelaga-Maisonneuve","CO",83,519808.56,58093724
2011,"Mercier - Hochelaga-Maisonneuve","DE",20,12329,
2011,"Mercier - Hochelaga-Maisonneuve","TR",1111,879531.75,142653954
2011,"Montréal-Nord","CA",32,1700,30075
2011,"Montréal-Nord","CO",28,263882.45,30619426
2011,"Montréal-Nord","DE",19,6675,
2011,"Montréal-Nord","TR",336,149088.81,14869391
2011,"Pierrefonds - Roxboro","CA",1082,68471,3482563
2011,"Pierrefonds - Roxboro","CO",365,860490.98,95122250
2011,"Pierrefonds - Roxboro","DE",25,6568.75,
2011,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",334,630270.21,70853205
2011,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",25,6650,
2011,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",335,130714.83,14909172
2011,"Rosemont - La Petite-Patrie","CA",22,1815.35,291843
2011,"Rosemont - La Petite-Patrie","CO",40,689224.99,78968706
2011,"Rosemont - La Petite-Patrie","DE",22,20850,
2011,"Rosemont - La Petite-Patrie","TR",1670,930589.85,112351271
2011,"Saint-Laurent","CA",577,361282.18,40296823
2011,"Saint-Laurent","CO",135,843926.37,121626117
2011,"Saint-Laurent","DE",11,5656,
2011,"Saint-Laurent","TR",69,553678.98,64392832
2011,"Saint-Léonard","CA",51,2750,272638
2011,"Saint-Léonard","CO",17,146553.96,16932030
2011,"Saint-Léonard","DE",18,5350,
2011,"Saint-Léonard","TR",202,245190.45,27186271
2011,"Verdun","CO",662,577678.93,84247024
2011,"Verdun","DE",23,16655,
2011,"Verdun","TR",18,18906,4292000
2011,"Ville-Marie","CA",65,3755,70552
2011,"Ville-Marie","CO",22,4035868.53,474050436
2011,"Ville-Marie","DE",31,28380,
2011,"Ville-Marie","TR",1419,5263160.41,613651906
2011,"Villeray - Saint-Michel - Parc-Extension","CA, CO, DE, TR",1021,1141559.43,125324248
2012,"Ahuntsic - Cartierville","CO",33,198204.81,22207512
2012,"Ahuntsic - Cartierville","DE",14,37350,
2012,"Ahuntsic - Cartierville","TR",725,846014.98,98802758
2012,"Anjou","CO, DE, TR",270,616503.97,70082173
2012,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",31,944938.8,107764801
2012,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",27,19760,
2012,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1318,1576019.44,173344687
2012,"L'Île-Bizard - Sainte-Geneviève","CA",128,7271.5,838916
2012,"L'Île-Bizard - Sainte-Geneviève","CO",74,198598.53,22328575
2012,"L'Île-Bizard - Sainte-Geneviève","DE",13,3000,
2012,"L'Île-Bizard - Sainte-Geneviève","TR",97,63712.86,6902382
2012,"LaSalle","CA",423,243173,2521800
2012,"LaSalle","CO",402,636220.18,68707500
2012,"LaSalle","TR",95,352780,40145000
2012,"Lachine","CA",443,142617.98,15361527
2012,"Lachine","CO",57,933674.89,115731974
2012,"Lachine","DE",19,14074.5,
2012,"Lachine","TR",10,549.23,56588
2012,"Le Plateau-Mont-Royal","CA",60,3965,162463
2012,"Le Plateau-Mont-Royal","CO",15,194926.12,18826272
2012,"Le Plateau-Mont-Royal","DE",11,11058,
2012,"Le Plateau-Mont-Royal","TR",1706,1029370.77,92637327
2012,"Le Sud-Ouest","CA",61,15804.06,962142
2012,"Le Sud-Ouest","CO",25,490827.5,55570193
2012,"Le Sud-Ouest","DE",27,43100,
2012,"Le Sud-Ouest","TR",855,1004160.8,109669295
2012,"Mercier - Hochelaga-Maisonneuve","CA",126,7629.58,719915
2012,"Mercier - Hochelaga-Maisonneuve","CO",122,774323.35,98928695
2012,"Mercier - Hochelaga-Maisonneuve","DE",42,23075,
2012,"Mercier - Hochelaga-Maisonneuve","TR",1218,711736.85,77051620
2012,"Montréal-Nord","CA",58,2885,71669
2012,"Montréal-Nord","CO",27,425078.82,47643690
2012,"Montréal-Nord","DE",13,3460,
2012,"Montréal-Nord","TR",321,431716.77,23149495
2012,"Pierrefonds - Roxboro","CA",1004,62328,2464991
2012,"Pierrefonds - Roxboro","CO",225,420234.82,48322500
2012,"Pierrefonds - Roxboro","DE",24,6400,
2012,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",262,634638.25,72545758
2012,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",22,6960,
2012,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",459,287059.22,31807394
2012,"Rosemont - La Petite-Patrie","CA",93,18455,508631
2012,"Rosemont - La Petite-Patrie","CO",33,612207.81,69184179
2012,"Rosemont - La Petite-Patrie","DE",49,47500,
2012,"Rosemont - La Petite-Patrie","TR",1572,866730.32,103669643
2012,"Saint-Laurent","CA, CO, DE, TR",1130,3216848.76,335085099
2012,"Saint-Léonard","CA",80,4050,627740
2012,"Saint-Léonard","CO",22,961667.9,108533266
2012,"Saint-Léonard","DE",16,5150,
2012,"Saint-Léonard","TR",225,261101.04,28103289
2012,"Verdun","CO",678,583731.2,79399450
2012,"Verdun","DE",25,12113,
2012,"Verdun","TR",20,9427.5,996000
2012,"Ville-Marie","CA",73,4260,86295
2012,"Ville-Marie","CO",32,2335689.33,263496318
2012,"Ville-Marie","DE",35,38620,
2012,"Ville-Marie","TR",1398,4747038.75,560528742
2012,"Villeray - Saint-Michel - Parc-Extension","CA",10,1600,96512
2012,"Villeray - Saint-Michel - Parc-Extension","CO",41,315175.86,35494893
2012,"Villeray - Saint-Michel - Parc-Extension","DE",32,12400,
2012,"Villeray - Saint-Michel - Parc-Extension","TR",1126,1019278.89,110078311
2013,"Ahuntsic - Cartierville","CO",23,461440.8,51711203
2013,"Ahuntsic - Cartierville","DE",12,31962,
2013,"Ahuntsic - Cartierville","TR",745,660783.19,72117294
2013,"Anjou","CO, DE, TR",271,380521.62,49231414
2013,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",31,1421364.26,161610023
2013,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",12,15000,
2013,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1394,6397926.59,648490176
2013,"L'Île-Bizard - Sainte-Geneviève","CA, CO, DE, TR",321,157933.76,17135606
2013,"LaSalle","CA",522,405866,2505500
2013,"LaSalle","CO",342,649760.71,58591000
2013,"LaSalle","TR",93,166949.93,19923000
2013,"Lachine","CA",379,121980.96,10115034
2013,"Lachine","CO",40,137912.34,13689129
2013,"Lachine","DE",20,10588.51,
2013,"Lachine","TR",11,1030,50880
2013,"Le Plateau-Mont-Royal","CA",64,4020,97195
2013,"Le Plateau-Mont-Royal","CO",14,311493.86,31262328
2013,"Le Plateau-Mont-Royal","DE",18,26142,
2013,"Le Plateau-Mont-Royal","TR",1819,1115226.71,105224550
2013,"Le Sud-Ouest","CA",70,10405,112397
2013,"Le Sud-Ouest","CO",21,1562451.73,176929526
2013,"Le Sud-Ouest","DE",13,15775,
2013,"Le Sud-Ouest","TR",845,1183727.98,136408546
2013,"Mercier - Hochelaga-Maisonneuve","CA",166,9743.49,1654460
2013,"Mercier - Hochelaga-Maisonneuve","CO",50,473753.41,55448249
2013,"Mercier - Hochelaga-Maisonneuve","DE",37,26913,
2013,"Mercier - Hochelaga-Maisonneuve","TR",1408,681887.85,79800259
2013,"Montréal-Nord","CA, CO, DE, TR",418,470520.98,41135256
2013,"Pierrefonds - Roxboro","CA",1005,68940,2462227
2013,"Pierrefonds - Roxboro","CO",245,172752.22,22766811
2013,"Pierrefonds - Roxboro","DE",15,4700,
2013,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",190,466227.12,58116519
2013,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",20,9240,
2013,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",439,348131.72,37723423
2013,"Rosemont - La Petite-Patrie","CA",135,16300,543830
2013,"Rosemont - La Petite-Patrie","CO",44,908895.68,106595358
2013,"Rosemont - La Petite-Patrie","DE",36,34660,
2013,"Rosemont - La Petite-Patrie","TR",1724,871827,101570358
2013,"Saint-Laurent","CA, CO, DE, TR",1173,1219726.44,169954931
2013,"Saint-Léonard","CA",71,4150,488761
2013,"Saint-Léonard","CO",34,386784.63,43472077
2013,"Saint-Léonard","DE",10,2450,
2013,"Saint-Léonard","TR",155,231261.67,36059115
2013,"Verdun","CO",706,1630893.89,180115987
2013,"Verdun","DE",15,8287,
2013,"Verdun","TR",14,8052.35,861833
2013,"Ville-Marie","CA",77,4320,206987
2013,"Ville-Marie","CO",33,3503214.16,393978300
2013,"Ville-Marie","DE",21,27490,
2013,"Ville-Marie","TR",1329,5178537.06,596686923
2013,"Villeray - Saint-Michel - Parc-Extension","CA",10,1640,108457
2013,"Villeray - Saint-Michel - Parc-Extension","CO",54,305550.52,39362185
2013,"Villeray - Saint-Michel - Parc-Extension","DE",32,14120,
2013,"Villeray - Saint-Michel - Parc-Extension","TR",1346,890881.97,96896841
2014,"Ahuntsic - Cartierville","CO",24,241657.94,27076385
2014,"Ahuntsic - Cartierville","DE",14,35625,
2014,"Ahuntsic - Cartierville","TR",798,679676.38,77594354
2014,"Anjou","CO, DE, TR",307,209531.04,33432865
2014,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",35,7570574.96,883888022
2014,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",12,18400,
2014,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1473,1577531.49,167888842
2014,"L'Île-Bizard - Sainte-Geneviève","CA, CO, DE, TR",239,92244.99,10102790
2014,"LaSalle","CA",439,553827.77,2338725
2014,"LaSalle","CO",354,1133887.81,89998652
2014,"LaSalle","TR",90,107160.33,23868625
2014,"Lachine","CA, CO, DE, TR",424,381502.31,39074587
2014,"Le Plateau-Mont-Royal","CA",67,5240,199433
2014,"Le Plateau-Mont-Royal","CO",21,178632.41,20004454
2014,"Le Plateau-Mont-Royal","DE",19,31416,
2014,"Le Plateau-Mont-Royal","TR",1899,1377113.83,108912006
2014,"Le Sud-Ouest","CA",80,8950,118137
2014,"Le Sud-Ouest","CO",29,1980955.07,222452374
2014,"Le Sud-Ouest","DE",24,50573,
2014,"Le Sud-Ouest","TR",946,572245.5,78103360
2014,"Mercier - Hochelaga-Maisonneuve","CA",162,7536,645662
2014,"Mercier - Hochelaga-Maisonneuve","CO",77,423740.16,47781800
2014,"Mercier - Hochelaga-Maisonneuve","DE",29,17067,
2014,"Mercier - Hochelaga-Maisonneuve","TR",1478,1145210.34,132431810
2014,"Montréal-Nord","CA",166,36147.22,1629249
2014,"Montréal-Nord","CO",17,112077.52,12581408
2014,"Montréal-Nord","TR",249,182898.42,20004195
2014,"Pierrefonds - Roxboro","CA",1034,72324,2883690
2014,"Pierrefonds - Roxboro","CO",293,415948.27,40529338
2014,"Pierrefonds - Roxboro","DE",15,4115,
2014,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",183,537175.08,59395710
2014,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",15,6500,
2014,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",468,365207.97,49991505
2014,"Rosemont - La Petite-Patrie","CA",112,16120,456991
2014,"Rosemont - La Petite-Patrie","CO",40,1231344.36,138289977
2014,"Rosemont - La Petite-Patrie","DE",27,38320,
2014,"Rosemont - La Petite-Patrie","TR",1678,1103564.96,124956743
2014,"Saint-Laurent","CA, CO, DE, TR",1099,1416559.46,162285335
2014,"Saint-Léonard","CA",75,6450,616778
2014,"Saint-Léonard","CO",44,918772.21,103653985
2014,"Saint-Léonard","DE",11,3500,
2014,"Saint-Léonard","TR",203,237855.02,31133689
2014,"Verdun","CO",799,768883.34,79728013
2014,"Verdun","DE",17,5276,
2014,"Verdun","TR",23,20454.05,2174653
2014,"Ville-Marie","CA",66,3180,305317
2014,"Ville-Marie","CO",32,10857832.76,1373269714
2014,"Ville-Marie","DE",25,47211.12,
2014,"Ville-Marie","TR",1460,6089326.06,705343536
2014,"Villeray - Saint-Michel - Parc-Extension","CO",52,838686.24,92868835
2014,"Villeray - Saint-Michel - Parc-Extension","DE",19,6670,
2014,"Villeray - Saint-Michel - Parc-Extension","TR",1523,957897.64,110280644
2015,"Ahuntsic - Cartierville","CO",13,100912.12,11197895
2015,"Ahuntsic - Cartierville","DE",10,29436,
2015,"Ahuntsic - Cartierville","TR",788,631137.38,87010618
2015,"Anjou","CO, DE, TR",304,244781.85,23920300
2015,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",38,727984.89,62675190
2015,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",17,83342.36,
2015,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1317,1282451.06,132533074
2015,"L'Île-Bizard - Sainte-Geneviève","CA, CO, DE, TR",232,106393.84,11724903
2015,"LaSalle","CA",520,527539.11,4715972
2015,"LaSalle","CO",429,1241995.23,96585299
2015,"LaSalle","TR",94,176241.82,19120629
2015,"Lachine","CA, CO, DE, TR",421,396955.08,40809038
2015,"Le Plateau-Mont-Royal","CA, CO, DE, TR",2024,1419800.21,127634729
2015,"Le Sud-Ouest","CA",99,11645,161487
2015,"Le Sud-Ouest","CO",26,418344.91,48940829
2015,"Le Sud-Ouest","DE",21,64325,
2015,"Le Sud-Ouest","TR",973,1121478.35,143061289
2015,"Mercier - Hochelaga-Maisonneuve","CA",187,7869,657547
2015,"Mercier - Hochelaga-Maisonneuve","CO",69,1305022.26,140422772
2015,"Mercier - Hochelaga-Maisonneuve","DE",31,43811.91,
2015,"Mercier - Hochelaga-Maisonneuve","TR",1457,997178.38,106874276
2015,"Montréal-Nord","CA",209,41137.84,1899152
2015,"Montréal-Nord","CO",23,129484.24,12265478
2015,"Montréal-Nord","TR",233,206608.83,19372219
2015,"Pierrefonds - Roxboro","CA",944,60690,2784348
2015,"Pierrefonds - Roxboro","CO",318,367892.71,61474577
2015,"Pierrefonds - Roxboro","DE",15,4250,
2015,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",187,290865.08,31144694
2015,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",30,15560,
2015,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",515,219668.86,37300920
2015,"Rosemont - La Petite-Patrie","CA",130,23294,655628
2015,"Rosemont - La Petite-Patrie","CO",34,320639.18,33844195
2015,"Rosemont - La Petite-Patrie","DE",24,43870,
2015,"Rosemont - La Petite-Patrie","TR",1856,1071076.38,112460565
2015,"Saint-Laurent","CA, CO, DE, TR",1179,3045419.84,278373395
2015,"Saint-Léonard","CA, CO, DE, TR",444,324927.19,36294101
2015,"Verdun","CO",1094,761429.69,95648498
2015,"Verdun","DE",43,15247,
2015,"Verdun","TR",11,8007.85,775814
2015,"Ville-Marie","CA",115,17445.53,3128904
2015,"Ville-Marie","CO",28,2935166.87,345591450
2015,"Ville-Marie","DE",33,105734.53,
2015,"Ville-Marie","TR",1471,7218477.08,803199338
2015,"Villeray - Saint-Michel - Parc-Extension","CO",24,384120.03,16732505
2015,"Villeray - Saint-Michel - Parc-Extension","DE",16,15325,
2015,"Villeray - Saint-Michel - Parc-Extension","TR",1377,701769.17,68128635
2016,"Ahuntsic - Cartierville","CO, DE, TR",838,2009727.57,223204780
2016,"Anjou","CO, DE, TR",440,424088.29,46375902
2016,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",35,1338398.04,93446942
2016,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",16,43472,
2016,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1443,1415977.11,131980536
2016,"L'Île-Bizard - Sainte-Geneviève","CA, CO, DE, TR",338,151624.51,21066422
2016,"LaSalle","CA",584,384312.8,4188453
2016,"LaSalle","CO",23,843518.44,50262181
2016,"LaSalle","TR",546,439455.9,44857587
2016,"Lachine","CA, CO, DE, TR",461,1062421.1,85904910
2016,"Le Plateau-Mont-Royal","CA, CO, DE, TR",1956,1385560.11,115714585
2016,"Le Sud-Ouest","CA",73,12495,142726
2016,"Le Sud-Ouest","CO",27,865375.65,119040393
2016,"Le Sud-Ouest","DE",11,23550,
2016,"Le Sud-Ouest","TR",934,1153730.4,135776054
2016,"Mercier - Hochelaga-Maisonneuve","CA",286,10009,918376
2016,"Mercier - Hochelaga-Maisonneuve","CO",122,1051854.2,69560557
2016,"Mercier - Hochelaga-Maisonneuve","DE",30,85241.34,
2016,"Mercier - Hochelaga-Maisonneuve","TR",1522,861163.42,111897732
2016,"Montréal-Nord","CA",218,34204.11,1873841
2016,"Montréal-Nord","CO",14,87977.61,8858315
2016,"Montréal-Nord","TR",251,186799.12,15121072
2016,"Outremont","CA, CO, TR",1125,2771593.11,297651634
2016,"Pierrefonds - Roxboro","CA, CO, DE",1444,495998.47,50255376
2016,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",225,356813.56,37780482
2016,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",14,6990,
2016,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",612,296388.92,30987046
2016,"Rosemont - La Petite-Patrie","CA",168,23781,439630
2016,"Rosemont - La Petite-Patrie","CO",25,538025.62,39134153
2016,"Rosemont - La Petite-Patrie","DE",38,100562,
2016,"Rosemont - La Petite-Patrie","TR",1818,975580.2,133181537
2016,"Saint-Laurent","CA, CO, DE, TR",1452,1308134.09,166256489
2016,"Saint-Léonard","CA, CO, DE, TR",442,401280.46,43104218
2016,"Verdun","CO, DE, TR",1114,522549.64,68301674
2016,"Ville-Marie","CA",136,11089.44,11371501
2016,"Ville-Marie","CO",27,2131338.99,289153269
2016,"Ville-Marie","DE",20,48589.8,
2016,"Ville-Marie","TR",1513,4651120.58,604461997
2016,"Villeray - Saint-Michel - Parc-Extension","CO",33,1202639.5,64796835
2016,"Villeray - Saint-Michel - Parc-Extension","DE",19,49355.82,
2016,"Villeray - Saint-Michel - Parc-Extension","TR",1391,1267580.28,105268498
2017,"Ahuntsic - Cartierville","CO",22,474640.67,53166422
2017,"Ahuntsic - Cartierville","DE",20,57962,
2017,"Ahuntsic - Cartierville","TR",857,2746615.81,320310261
2017,"Anjou","CA, CO, DE, TR",492,362420.66,40191882
2017,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",39,2649072.77,226726964
2017,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",19,80913,
2017,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1624,1592453.68,188123454
2017,"L'Île-Bizard - Sainte-Geneviève","CA",155,7025,1005988
2017,"L'Île-Bizard - Sainte-Geneviève","CO",44,107015.03,12320530
2017,"L'Île-Bizard - Sainte-Geneviève","DE",17,4850,
2017,"L'Île-Bizard - Sainte-Geneviève","TR",104,76660.99,8893366
2017,"LaSalle","CA",546,539902.47,4161948
2017,"LaSalle","CO",38,1097532.5,96322833
2017,"LaSalle","TR",487,488765.71,51857582
2017,"Lachine","CA",368,168347.63,25097904
2017,"Lachine","CO",35,177110.85,15110111
2017,"Lachine","DE",14,2334.5,
2017,"Lachine","TR",11,1599,65612
2017,"Le Plateau-Mont-Royal","CA",109,7095,179960
2017,"Le Plateau-Mont-Royal","CO",22,846362.72,41117805
2017,"Le Plateau-Mont-Royal","DE",24,78198.18,
2017,"Le Plateau-Mont-Royal","TR",1906,2133372.07,187311110
2017,"Le Sud-Ouest","CA",127,27000,91796
2017,"Le Sud-Ouest","CO",41,1469864.78,142316104
2017,"Le Sud-Ouest","DE",14,47400,
2017,"Le Sud-Ouest","TR",984,2548238.73,285295072
2017,"Mercier - Hochelaga-Maisonneuve","CA",303,14285,700722
2017,"Mercier - Hochelaga-Maisonneuve","CO",71,652821.67,58561531
2017,"Mercier - Hochelaga-Maisonneuve","DE",33,51017.55,
2017,"Mercier - Hochelaga-Maisonneuve","TR",1527,1110975.17,135148068
2017,"Montréal-Nord","CA",226,240894.52,2953792
2017,"Montréal-Nord","CO",14,76535.12,8532649
2017,"Montréal-Nord","TR",267,420071.69,59136091
2017,"Outremont","CA, CO, DE, TR",1021,1362913.96,73400527
2017,"Pierrefonds - Roxboro","CA",1194,62200,2578418
2017,"Pierrefonds - Roxboro","CO",400,522340.91,75764141
2017,"Pierrefonds - Roxboro","DE",25,9155,
2017,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",198,729735.55,114773150
2017,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",27,13350,
2017,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",619,258398.85,35166880
2017,"Rosemont - La Petite-Patrie","CA",156,20802,398728
2017,"Rosemont - La Petite-Patrie","CO",39,1045205.37,94233860
2017,"Rosemont - La Petite-Patrie","DE",27,125652.01,
2017,"Rosemont - La Petite-Patrie","TR",1927,2214116.13,197437260
2017,"Saint-Laurent","CA, CO, DE, TR",1378,1560991.25,264474131
2017,"Saint-Léonard","CA",97,9084,935467
2017,"Saint-Léonard","CO",11,298960.87,29815602
2017,"Saint-Léonard","DE",17,6370,
2017,"Saint-Léonard","TR",245,240595.06,26105076
2017,"Verdun","CA, CO, DE, TR",1286,1283835.2,136289793
2017,"Ville-Marie","CA",166,8476,66023010
2017,"Ville-Marie","CO",39,2919944.37,370732003
2017,"Ville-Marie","DE",23,94054.5,
2017,"Ville-Marie","TR",1587,10080866.05,1136576478
2017,"Villeray - Saint-Michel - Parc-Extension","CO",39,2811762.42,122328653
2017,"Villeray - Saint-Michel - Parc-Extension","DE",44,99263.31,
2017,"Villeray - Saint-Michel - Parc-Extension","TR",1439,1479769.92,100411023
2018,"Ahuntsic - Cartierville","CO",16,939596.86,109439033
2018,"Ahuntsic - Cartierville","DE",11,31704.8,
2018,"Ahuntsic - Cartierville","TR",868,1106386.64,128467374
2018,"Anjou","CA, CO, DE, TR",506,333250.37,40762442
2018,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",48,1906143.04,190099956
2018,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",19,72238.44,
2018,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1679,3786762.28,277038977
2018,"L'Île-Bizard - Sainte-Geneviève","CA",168,8652.57,1226790
2018,"L'Île-Bizard - Sainte-Geneviève","CO",25,41077.71,5239324
2018,"L'Île-Bizard - Sainte-Geneviève","DE",23,4850,
2018,"L'Île-Bizard - Sainte-Geneviève","TR",97,38316.27,4885584
2018,"LaSalle","CA",511,368983.9,3341713
2018,"LaSalle","CO",35,1489797.42,146055785
2018,"LaSalle","TR",529,529371.68,42156466
2018,"Lachine","CA",383,145194.08,13491591
2018,"Lachine","CO",49,459486.79,46486935
2018,"Lachine","DE",16,10832.93,
2018,"Lachine","TR",15,2085,81572
2018,"Le Plateau-Mont-Royal","CA",121,8435,207534
2018,"Le Plateau-Mont-Royal","CO",10,296831.77,34975432
2018,"Le Plateau-Mont-Royal","DE",11,14290,
2018,"Le Plateau-Mont-Royal","TR",1843,1607892.54,120887290
2018,"Le Sud-Ouest","CA",116,22903.41,241028
2018,"Le Sud-Ouest","CO",29,1634098.77,162389942
2018,"Le Sud-Ouest","DE",21,40534.79,
2018,"Le Sud-Ouest","TR",972,2293991.75,237837552
2018,"Mercier - Hochelaga-Maisonneuve","CA",244,19615,1914154
2018,"Mercier - Hochelaga-Maisonneuve","CO",77,896922.55,63407112
2018,"Mercier - Hochelaga-Maisonneuve","DE",19,52123.86,
2018,"Mercier - Hochelaga-Maisonneuve","TR",1606,930568.21,147360958
2018,"Montréal-Nord","CA",246,51389.45,3106587
2018,"Montréal-Nord","CO",14,153325.05,15600515
2018,"Montréal-Nord","TR",273,297265.52,24475505
2018,"Outremont","CA, CO, DE, TR",1013,1692756.69,154674185
2018,"Pierrefonds - Roxboro","CA",1252,69000,2762669
2018,"Pierrefonds - Roxboro","CO",402,728774.52,76293228
2018,"Pierrefonds - Roxboro","DE",26,8880,
2018,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",241,1014120.21,98638825
2018,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",21,18349.32,
2018,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",712,447654.73,41911307
2018,"Rosemont - La Petite-Patrie","CA",171,30115.14,797453
2018,"Rosemont - La Petite-Patrie","CO",32,1306397.69,107594095
2018,"Rosemont - La Petite-Patrie","DE",31,105645,
2018,"Rosemont - La Petite-Patrie","TR",2019,3544204.44,343861728
2018,"Saint-Laurent","CA, CO, DE, TR",1333,1980952.18,257799903
2018,"Saint-Léonard","CA, CO, DE, TR",320,486269.99,49954441
2018,"Verdun","CO",882,1543800.52,199080202
2018,"Verdun","DE",21,7431,
2018,"Verdun","TR",220,179243.14,18071831
2018,"Ville-Marie","CA",176,19102,5513573
2018,"Ville-Marie","CO",34,9626423.68,1092842771
2018,"Ville-Marie","DE",31,88747.31,
2018,"Ville-Marie","TR",1696,14624097.24,1600728893
2018,"Villeray - Saint-Michel - Parc-Extension","CO",21,906028.05,38468342
2018,"Villeray - Saint-Michel - Parc-Extension","DE",15,25992.86,
2018,"Villeray - Saint-Michel - Parc-Extension","TR",1538,1464610.26,129990451
2019,"Ahuntsic - Cartierville","CO, DE, TR",1037,2228845.22,206121832
2019,"Anjou","CA, CO, DE, TR",516,480659.83,103891670
2019,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",35,1159869.33,106821390
2019,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",17,53378.1,
2019,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1750,2438544.51,228769900
2019,"L'Île-Bizard - Sainte-Geneviève","CA",457,20648.47,1546317
2019,"L'Île-Bizard - Sainte-Geneviève","CO",42,103407.55,10389824
2019,"L'Île-Bizard - Sainte-Geneviève","DE",17,4350,
2019,"L'Île-Bizard - Sainte-Geneviève","TR",109,55010.66,6043912
2019,"LaSalle","CA",406,328649.14,6706022
2019,"LaSalle","CO",19,591465.42,46790184
2019,"LaSalle","TR",462,332306.5,38142481
2019,"Lachine","CA, CO, DE, TR",508,1154134.8,112202446
2019,"Le Plateau-Mont-Royal","CA",112,7377.7,134166
2019,"Le Plateau-Mont-Royal","CO",10,464296.94,28344598
2019,"Le Plateau-Mont-Royal","DE",12,58743.88,
2019,"Le Plateau-Mont-Royal","TR",2040,1994669.73,132454444
2019,"Le Sud-Ouest","CA",150,18506,186851
2019,"Le Sud-Ouest","CO",29,5376410.02,262211586
2019,"Le Sud-Ouest","DE",27,70935,
2019,"Le Sud-Ouest","TR",1041,1876535.88,172482237
2019,"Mercier - Hochelaga-Maisonneuve","CA",292,12472.1,1256945
2019,"Mercier - Hochelaga-Maisonneuve","CO",63,1218043.11,67173288
2019,"Mercier - Hochelaga-Maisonneuve","DE",44,133555.4,
2019,"Mercier - Hochelaga-Maisonneuve","TR",1844,3795088.62,260402517
2019,"Montréal-Nord","CA",280,93916.93,1778904
2019,"Montréal-Nord","CO",16,750254.07,42254425
2019,"Montréal-Nord","TR",346,425573.05,35363231
