annee,arrondissement,code_type_base_demande,nombre_permis_emis,cout_permis_emis,cout_travaux_estimes
2001,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",282,113459.6,14928908
2001,"Rosemont - La Petite-Patrie","CO",79,174884,27200500
2001,"Rosemont - La Petite-Patrie","DE",54,2480,
2001,"Rosemont - La Petite-Patrie","TR",508,228933.05,32804852
2001,"Saint-Laurent","CA",601,68819,22328644
2001,"Saint-Laurent","CO",156,169887,79649000
2001,"Saint-Laurent","DE",21,8938,
2001,"Saint-Laurent","TR",87,118165,69994238
2001,"Saint-Léonard","CA, CO, DE, TR",128,68427.5,14636844
2001,"Verdun","CO, DE, TR",846,69832,20422800
2001,"Ville-Marie","CO",52,1424263.25,280750842
2001,"Ville-Marie","DE",57,8965,
2001,"Ville-Marie","TR",1228,3444988.07,453751541
2001,"Villeray - Saint-Michel - Parc-Extension","CO",20,87072.5,12676200
2001,"Villeray - Saint-Michel - Parc-Extension","DE",30,2235,
2001,"Villeray - Saint-Michel - Parc-Extension","TR",428,234378.03,38130670
2002,"Ahuntsic - Cartierville","CO",65,122376.89,19965321
2002,"Ahuntsic - Cartierville","DE",18,3760,
2002,"Ahuntsic - Cartierville","TR",384,270520.8,21159570
2002,"Anjou","CO, DE, TR",261,81853,51024015
2002,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",42,471072.07,68150549
2002,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",13,6050,
2002,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",682,457555.94,61504061
2002,"L'Île-Bizard - Sainte-Geneviève","CA",121,5630.5,1259740
2002,"L'Île-Bizard - Sainte-Geneviève","CO",140,51316,22010050
2002,"L'Île-Bizard - Sainte-Geneviève","DE",12,550,69300
2002,"L'Île-Bizard - Sainte-Geneviève","TR",161,27452.2,11989685
2002,"LaSalle","CA",1099,273378,1401072
2002,"LaSalle","CO",157,45853,27570550
2002,"LaSalle","TR",99,14355.15,7671200
2002,"Lachine","CA, CO, DE, TR",410,113419,31944866
2002,"Le Plateau-Mont-Royal","CO",27,82094,12033000
2002,"Le Plateau-Mont-Royal","DE",64,4700,
2002,"Le Plateau-Mont-Royal","TR",713,785984.95,84435595
2002,"Le Sud-Ouest","CO",26,281650.53,37624850
2002,"Le Sud-Ouest","DE",34,4010,
2002,"Le Sud-Ouest","TR",267,206410.84,28640939
2002,"Mercier - Hochelaga-Maisonneuve","CO",57,207524.72,27846084
2002,"Mercier - Hochelaga-Maisonneuve","DE",36,3150,
2002,"Mercier - Hochelaga-Maisonneuve","TR",482,395462.97,62384239
2002,"Pierrefonds - Roxboro","CA, CO, DE",1422,218801,76031703
2002,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",343,267060.63,47780341
2002,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",10,2170,
2002,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",352,292315.84,41753093
2002,"Rosemont - La Petite-Patrie","CO",72,207206.5,31187113
2002,"Rosemont - La Petite-Patrie","DE",62,3410,
2002,"Rosemont - La Petite-Patrie","TR",474,198711.27,27847483
2002,"Saint-Laurent","CA, CO, DE, TR",941,308450.25,157452597
2002,"Saint-Léonard","CA",56,6250,985234
2002,"Saint-Léonard","CO",54,84300,37123000
2002,"Saint-Léonard","DE",13,1040,
2002,"Saint-Léonard","TR",258,61433.5,13466937
2002,"Verdun","CO, DE, TR",758,110896,60371925
2002,"Ville-Marie","CO",61,652039.16,89910863
2002,"Ville-Marie","DE",23,4491.75,
2002,"Ville-Marie","TR",1127,2825957.75,396224028
2002,"Villeray - Saint-Michel - Parc-Extension","CO",15,170062,22997864
2002,"Villeray - Saint-Michel - Parc-Extension","DE",23,1240,
2002,"Villeray - Saint-Michel - Parc-Extension","TR",308,98890.75,20414320
2003,"Ahuntsic - Cartierville","CO",97,151712.13,26335909
2003,"Ahuntsic - Cartierville","DE",27,6200,
2003,"Ahuntsic - Cartierville","TR",470,244301.58,33103353
2003,"Anjou","CO, DE, TR",265,82229,49049866
2003,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",34,144130.39,20551504
2003,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",38,5630,
2003,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",829,1088843.42,146232532
2003,"L'Île-Bizard - Sainte-Geneviève","CA",111,7153,1804600
2003,"L'Île-Bizard - Sainte-Geneviève","CO",130,69635,30160085
2003,"L'Île-Bizard - Sainte-Geneviève","DE",14,646.1,69800
2003,"L'Île-Bizard - Sainte-Geneviève","TR",124,13710,5298219
2003,"LaSalle","CA",1233,285229,1262504
2003,"LaSalle","CO",151,65863,43673700
2003,"LaSalle","TR",138,22832,13802900
2003,"Lachine","CA, CO, DE, TR",405,160563.1,33678612
2003,"Le Plateau-Mont-Royal","CO",38,334404.57,44345242
2003,"Le Plateau-Mont-Royal","DE",23,6990,
2003,"Le Plateau-Mont-Royal","TR",1013,486143.01,59705667
2003,"Le Sud-Ouest","CO",42,258364,32642844
2003,"Le Sud-Ouest","DE",35,4700,
2003,"Le Sud-Ouest","TR",291,168759.31,23774220
2003,"Mercier - Hochelaga-Maisonneuve","CO",52,215890.04,30636966
2003,"Mercier - Hochelaga-Maisonneuve","DE",40,3790,
2003,"Mercier - Hochelaga-Maisonneuve","TR",496,204576.34,31444494
2003,"Pierrefonds - Roxboro","CA",1020,18050,2538521
2003,"Pierrefonds - Roxboro","CO",450,208676.28,97957302
2003,"Pierrefonds - Roxboro","DE",12,1650,
2003,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",330,412486.23,68436124
2003,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",26,5890,
2003,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",442,285002.93,43152705
2003,"Rosemont - La Petite-Patrie","CO",89,505718.43,68471321
2003,"Rosemont - La Petite-Patrie","DE",78,6580,
2003,"Rosemont - La Petite-Patrie","TR",560,469308.28,69070545
2003,"Saint-Laurent","CA, CO, DE, TR",892,327773.4,168223430
2003,"Saint-Léonard","CA, CO, DE, TR",367,99442,39390238
2003,"Verdun","CO",767,148881,38171563
2003,"Verdun","DE",68,3355,
2003,"Verdun","TR",11,3263,865000
2003,"Ville-Marie","CO",51,898234.16,116734830
2003,"Ville-Marie","DE",23,6490,
2003,"Ville-Marie","TR",1062,2924012.3,387919136
2003,"Villeray - Saint-Michel - Parc-Extension","CO",22,139355,18819373
2003,"Villeray - Saint-Michel - Parc-Extension","DE",29,2545,
2003,"Villeray - Saint-Michel - Parc-Extension","TR",577,197651.83,25633032
2004,"Ahuntsic - Cartierville","CO",107,481082.02,68552325
2004,"Ahuntsic - Cartierville","DE",22,5270,
2004,"Ahuntsic - Cartierville","TR",508,463393.47,67241313
2004,"Anjou","CO, DE, TR",271,119762,59826126
2004,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",46,202649.95,34359102
2004,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",29,23470,
2004,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",999,1129768.68,153947599
2004,"L'Île-Bizard - Sainte-Geneviève","CA",150,20673,1416015
2004,"L'Île-Bizard - Sainte-Geneviève","CO",98,65887,34267000
2004,"L'Île-Bizard - Sainte-Geneviève","DE",16,610,24500
2004,"L'Île-Bizard - Sainte-Geneviève","TR",109,9851.5,2566624
2004,"LaSalle","CA",1263,243994,1179807
2004,"LaSalle","CO",163,82239.5,64630940
2004,"LaSalle","TR",101,31043,23682200
2004,"Lachine","CA",400,109875.48,17816785
2004,"Lachine","CO",123,411685.5,60003300
2004,"Lachine","DE",22,7878.75,
2004,"Lachine","TR",10,420,38070
2004,"Le Plateau-Mont-Royal","CO, DE, TR",1246,647616.45,76860828
2004,"Le Sud-Ouest","CO",28,157594.39,19337476
2004,"Le Sud-Ouest","DE",25,8100,
2004,"Le Sud-Ouest","TR",332,177921.26,21992179
2004,"Mercier - Hochelaga-Maisonneuve","CO",87,284290.94,43609359
2004,"Mercier - Hochelaga-Maisonneuve","DE",30,6120,
2004,"Mercier - Hochelaga-Maisonneuve","TR",630,501197.75,79735933
2004,"Montréal-Nord","CO, DE, TR",275,83506.06,11692775
2004,"Pierrefonds - Roxboro","CA, CO, DE",1477,237398.01,119505453
2004,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",328,316821.83,59553788
2004,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",10,2790,
2004,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",447,247016.02,33736278
2004,"Rosemont - La Petite-Patrie","CO",53,173816.97,28905554
2004,"Rosemont - La Petite-Patrie","DE",61,4480,
2004,"Rosemont - La Petite-Patrie","TR",695,364547.7,49860035
2004,"Saint-Laurent","CA",773,77746,38317823
2004,"Saint-Laurent","CO",236,194316,120947271
2004,"Saint-Laurent","DE",11,3999,
2004,"Saint-Laurent","TR",65,34838,20429897
2004,"Saint-Léonard","CA",77,3827,565585
2004,"Saint-Léonard","CO",61,91275,49405000
2004,"Saint-Léonard","DE",13,1040,
2004,"Saint-Léonard","TR",266,72433,15367114
2004,"Verdun","CO",777,185153,115809534
2004,"Verdun","DE",63,3890,
2004,"Verdun","TR",14,4797,1951241
2004,"Ville-Marie","CO",53,922433.86,128554321
2004,"Ville-Marie","DE",26,14260,
2004,"Ville-Marie","TR",1203,2716936.78,379114215
2004,"Villeray - Saint-Michel - Parc-Extension","CO",46,221193.42,40457614
2004,"Villeray - Saint-Michel - Parc-Extension","DE",37,4810,
2004,"Villeray - Saint-Michel - Parc-Extension","TR",723,254437.47,41580654
2005,"Ahuntsic - Cartierville","CO",63,233999.59,29811272
2005,"Ahuntsic - Cartierville","DE",17,7030,
2005,"Ahuntsic - Cartierville","TR",460,291397.99,41986058
2005,"Anjou","CO, DE",257,81465,44829030
2005,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",51,378036.22,50419231
2005,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",26,20600,
2005,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1149,757939.96,101870066
2005,"L'Île-Bizard - Sainte-Geneviève","CA, CO, DE, TR",479,90498.03,30588459
2005,"LaSalle","CA",1145,132048.28,797100
2005,"LaSalle","CO",119,27144,17399900
2005,"LaSalle","TR",91,21422,15159000
2005,"Lachine","CA, CO, DE, TR",509,598372.2,73293714
2005,"Le Plateau-Mont-Royal","CO",38,311611.52,37364866
2005,"Le Plateau-Mont-Royal","DE",19,16530,
2005,"Le Plateau-Mont-Royal","TR",1305,470035.27,49801186
2005,"Le Sud-Ouest","CO",56,368755.22,47194085
2005,"Le Sud-Ouest","DE",14,2860,
2005,"Le Sud-Ouest","TR",374,318172.02,38103490
2005,"Mercier - Hochelaga-Maisonneuve","CO",110,628318.83,87217939
2005,"Mercier - Hochelaga-Maisonneuve","DE",32,10760,
2005,"Mercier - Hochelaga-Maisonneuve","TR",625,273967.43,37567143
2005,"Montréal-Nord","CO, DE, TR",363,208454.55,51952382
2005,"Pierrefonds - Roxboro","CA",1116,19295,3626008
2005,"Pierrefonds - Roxboro","CO",335,134184.01,59267684
2005,"Pierrefonds - Roxboro","DE",14,1300,
2005,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",268,429286.67,68869253
2005,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",15,2790,
2005,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",389,148973.36,19669266
2005,"Rosemont - La Petite-Patrie","CO",39,270826.21,37526555
2005,"Rosemont - La Petite-Patrie","DE",41,6100,
2005,"Rosemont - La Petite-Patrie","TR",889,492818.3,67476774
2005,"Saint-Laurent","CA",716,72843,40541323
2005,"Saint-Laurent","CO",227,245776,200812002
2005,"Saint-Laurent","DE",17,7710,
2005,"Saint-Laurent","TR",51,32958,13863813
2005,"Saint-Léonard","CA",71,4059,601530
2005,"Saint-Léonard","CO",47,28800,32130000
2005,"Saint-Léonard","DE",12,1300,
2005,"Saint-Léonard","TR",186,59634,13265591
2005,"Verdun","CO",803,219073,100028372
2005,"Verdun","DE",35,2090,
2005,"Verdun","TR",11,500,1619685
2005,"Ville-Marie","CO",30,903177.39,121459383
2005,"Ville-Marie","DE",14,15855,
2005,"Ville-Marie","TR",1195,2160963.41,285087689
2005,"Villeray - Saint-Michel - Parc-Extension","CO",37,153246.97,27477141
2005,"Villeray - Saint-Michel - Parc-Extension","DE",31,4130,
2005,"Villeray - Saint-Michel - Parc-Extension","TR",587,290403.61,38321887
2006,"Ahuntsic - Cartierville","CO",68,203555.96,25366457
2006,"Ahuntsic - Cartierville","DE",16,10110,
2006,"Ahuntsic - Cartierville","TR",480,600585.63,77459950
2006,"Anjou","CO, DE, TR",253,57596,31985032
2006,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",68,174752.5,21403297
2006,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",16,15000,
2006,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1085,468725.43,53102216
2006,"L'Île-Bizard - Sainte-Geneviève","CA",168,14633.8,1841991
2006,"L'Île-Bizard - Sainte-Geneviève","CO",57,102398,36848600
2006,"L'Île-Bizard - Sainte-Geneviève","DE",12,530,
2006,"L'Île-Bizard - Sainte-Geneviève","TR",117,10262.5,2640700
2006,"LaSalle","CA",1436,220789,2085600
2006,"LaSalle","CO",116,24160,23921145
2006,"LaSalle","TR",92,19690,13568600
2006,"Lachine","CA",328,119038.14,13477585
2006,"Lachine","CO",113,143497.75,16774019
2006,"Lachine","DE",12,1667.5,
2006,"Le Plateau-Mont-Royal","CO",13,233746.27,28307538
2006,"Le Plateau-Mont-Royal","DE",16,5510,
2006,"Le Plateau-Mont-Royal","TR",1277,946871.95,111745861
2006,"Le Sud-Ouest","CA, CO, DE, TR",491,781512.57,102719685
2006,"Mercier - Hochelaga-Maisonneuve","CO",59,525479.54,59481650
2006,"Mercier - Hochelaga-Maisonneuve","DE",36,16910,
2006,"Mercier - Hochelaga-Maisonneuve","TR",737,525053.47,63575232
2006,"Montréal-Nord","CO, DE, TR",374,94475.1,17096454
2006,"Pierrefonds - Roxboro","CA, CO, DE",1426,122500.02,39201317
2006,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",231,436901.52,59934781
2006,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",15,2170,
2006,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",360,122931.36,15319033
2006,"Rosemont - La Petite-Patrie","CO",35,223800.6,28552985
2006,"Rosemont - La Petite-Patrie","DE",23,3890,
2006,"Rosemont - La Petite-Patrie","TR",929,381016.21,47583683
2006,"Saint-Laurent","CA, CO, DE, TR",990,1492206.54,208799367
2006,"Saint-Léonard","CA",86,4887,766712
2006,"Saint-Léonard","CO",30,105853,74110000
2006,"Saint-Léonard","DE",12,1500,
2006,"Saint-Léonard","TR",272,97034,32023113
2006,"Verdun","CO, DE, TR",765,181940,116639567
2006,"Ville-Marie","CO",33,1581502.84,202562477
2006,"Ville-Marie","DE",16,27555,
2006,"Ville-Marie","TR",1279,2685087.61,378015185
2006,"Villeray - Saint-Michel - Parc-Extension","CO",41,272139.91,38061653
2006,"Villeray - Saint-Michel - Parc-Extension","DE",22,5645,
2006,"Villeray - Saint-Michel - Parc-Extension","TR",678,255434.24,32354487
2007,"Ahuntsic - Cartierville","CO, DE, TR",513,1175633.23,147629462
2007,"Anjou","CO, DE, TR",218,62378.13,21750253
2007,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",33,612592.08,74521985
2007,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",14,12600,
2007,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1138,897048.17,90994763
2007,"L'Île-Bizard - Sainte-Geneviève","CA",135,6874,1496050
2007,"L'Île-Bizard - Sainte-Geneviève","CO",35,23126.5,12694000
2007,"L'Île-Bizard - Sainte-Geneviève","DE",11,430,
2007,"L'Île-Bizard - Sainte-Geneviève","TR",103,11093,4073400
2007,"LaSalle","CA",1356,132477,1416564
2007,"LaSalle","CO",103,27070.5,18886836
2007,"LaSalle","TR",88,22623,15325500
2007,"Lachine","CA, CO, DE, TR",519,361536.31,43870249
2007,"Le Plateau-Mont-Royal","CO",33,414821.12,43856384
2007,"Le Plateau-Mont-Royal","DE",12,7150,
2007,"Le Plateau-Mont-Royal","TR",1439,849773.84,83944802
2007,"Le Sud-Ouest","CA",41,7550,29925
2007,"Le Sud-Ouest","CO",33,447301.87,51298242
2007,"Le Sud-Ouest","DE",11,8310,
2007,"Le Sud-Ouest","TR",437,213376.65,26091593
2007,"Mercier - Hochelaga-Maisonneuve","CO",93,1028528.18,109667190
2007,"Mercier - Hochelaga-Maisonneuve","DE",28,13120,
2007,"Mercier - Hochelaga-Maisonneuve","TR",808,396870.8,41852063
2007,"Montréal-Nord","CO, DE, TR",322,180814,24155207
2007,"Pierrefonds - Roxboro","CA, CO, DE",1515,595694.65,71123762
2007,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",285,677429.98,89402117
2007,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",22,5903,
2007,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",355,265964.83,33951951
2007,"Rosemont - La Petite-Patrie","CO",32,187630.32,23859234
2007,"Rosemont - La Petite-Patrie","DE",22,10050,
2007,"Rosemont - La Petite-Patrie","TR",1030,709977.86,86759337
2007,"Saint-Laurent","CA",567,408734.99,33054639
2007,"Saint-Laurent","CO",135,265310.8,88136478
2007,"Saint-Laurent","DE",10,4435,
2007,"Saint-Laurent","TR",68,154637.5,43806300
2007,"Saint-Léonard","CA",72,3550,539669
2007,"Saint-Léonard","CO",15,36140,12155000
2007,"Saint-Léonard","DE",11,2050,
2007,"Saint-Léonard","TR",199,83770,14957609
2007,"Verdun","CO, DE, TR",664,312582,302419972
2007,"Ville-Marie","CO",16,529032.56,63154775
2007,"Ville-Marie","DE",14,14895,
2007,"Ville-Marie","TR",1275,3442792.94,439275304
2007,"Villeray - Saint-Michel - Parc-Extension","CO",32,181466.44,23485162
2007,"Villeray - Saint-Michel - Parc-Extension","DE",14,3610,
2007,"Villeray - Saint-Michel - Parc-Extension","TR",642,367199.88,45348002
2008,"Ahuntsic - Cartierville","CO",45,242995.15,31112491
2008,"Ahuntsic - Cartierville","DE",13,11400,
2008,"Ahuntsic - Cartierville","TR",477,359843.99,50213337
2008,"Anjou","CO, DE",214,75480.4,32562771
2008,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",35,271267.21,32394896
2008,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",23,21400,
2008,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1135,713955.25,78038157
2008,"L'Île-Bizard - Sainte-Geneviève","CA",104,7412.5,1488835
2008,"L'Île-Bizard - Sainte-Geneviève","CO",36,31043.5,7696900
2008,"L'Île-Bizard - Sainte-Geneviève","DE",13,1190,
2008,"L'Île-Bizard - Sainte-Geneviève","TR",102,43241.5,8067015
2008,"LaSalle","CA",1019,529551,3122977
2008,"LaSalle","CO",176,220770,32266336
2008,"LaSalle","TR",72,37291,6790565
2008,"Lachine","CA, CO, DE, TR",475,311062.39,35034301
2008,"Le Plateau-Mont-Royal","CO",13,167725.07,19586502
2008,"Le Plateau-Mont-Royal","DE",11,8400,
2008,"Le Plateau-Mont-Royal","TR",1503,722305.45,108431584
2008,"Le Sud-Ouest","CA",42,5150,4925
2008,"Le Sud-Ouest","CO",41,318073.74,37294746
2008,"Le Sud-Ouest","DE",12,12605,
2008,"Le Sud-Ouest","TR",658,528857.24,65414767
2008,"Mercier - Hochelaga-Maisonneuve","CO",82,506998.99,55928974
2008,"Mercier - Hochelaga-Maisonneuve","DE",23,8055,
2008,"Mercier - Hochelaga-Maisonneuve","TR",877,662934.88,73615827
2008,"Montréal-Nord","CO, DE, TR",365,282941.52,37667590
2008,"Pierrefonds - Roxboro","CA",1136,75276.5,2694560
2008,"Pierrefonds - Roxboro","CO",387,536468.59,63272351
2008,"Pierrefonds - Roxboro","DE",11,2325,
2008,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",225,392365.98,47231420
2008,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",22,6320,
2008,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",371,325201.68,40181361
2008,"Rosemont - La Petite-Patrie","CO",45,247609.63,44136160
2008,"Rosemont - La Petite-Patrie","DE",36,12850,
2008,"Rosemont - La Petite-Patrie","TR",1160,451669.52,51564207
2008,"Saint-Laurent","CA",516,249167.46,24685209
2008,"Saint-Laurent","CO",155,763361.83,144485260
2008,"Saint-Laurent","DE",10,4150,
2008,"Saint-Laurent","TR",63,123093.5,19685400
2008,"Saint-Léonard","CA",58,2900,233859
2008,"Saint-Léonard","CO",12,89880,24850000
2008,"Saint-Léonard","DE",14,4350,
2008,"Saint-Léonard","TR",185,107401,12431661
2008,"Verdun","CO, DE, TR",705,261582.78,95671883
2008,"Ville-Marie","CO",30,455734.65,89806907
2008,"Ville-Marie","DE",18,18095,
2008,"Ville-Marie","TR",1419,2885568.17,372840899
2008,"Villeray - Saint-Michel - Parc-Extension","CO",31,257089.88,30080565
2008,"Villeray - Saint-Michel - Parc-Extension","DE",10,2680,
2008,"Villeray - Saint-Michel - Parc-Extension","TR",782,486092.58,54839736
2009,"Ahuntsic - Cartierville","CO",55,892473.98,106155231
2009,"Ahuntsic - Cartierville","DE",10,10400,
2009,"Ahuntsic - Cartierville","TR",597,714219.78,86098316
2009,"Anjou","CO, DE, TR",233,102312.6,20340913
2009,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",24,232954.19,27402338
2009,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",16,14810,
2009,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1212,775354.01,84043370
2009,"L'Île-Bizard - Sainte-Geneviève","CA",112,8918.5,1217896
2009,"L'Île-Bizard - Sainte-Geneviève","CO",44,79807.18,11229806
2009,"L'Île-Bizard - Sainte-Geneviève","DE",23,4600,
2009,"L'Île-Bizard - Sainte-Geneviève","TR",126,29545.63,3514376
2009,"LaSalle","CA",523,220714,1780427
2009,"LaSalle","CO",257,150312.2,31374458
2009,"LaSalle","TR",65,43718,10824500
2009,"Lachine","CA, CO, DE, TR",502,298844.32,30501122
2009,"Le Plateau-Mont-Royal","CO",25,287656.89,28868993
2009,"Le Plateau-Mont-Royal","DE",23,20000,
2009,"Le Plateau-Mont-Royal","TR",1570,1020579.02,103345338
2009,"Le Sud-Ouest","CA",39,3350,16100
2009,"Le Sud-Ouest","CO",39,472280.51,56854379
2009,"Le Sud-Ouest","DE",17,15625,
2009,"Le Sud-Ouest","TR",704,309260.09,36621557
2009,"Mercier - Hochelaga-Maisonneuve","CO",79,448579.99,50880311
2009,"Mercier - Hochelaga-Maisonneuve","DE",27,11290,
2009,"Mercier - Hochelaga-Maisonneuve","TR",949,579660.74,67127126
2009,"Montréal-Nord","CO, DE, TR",348,627743.8,29434866
2009,"Pierrefonds - Roxboro","CA",1111,65855,2499514
2009,"Pierrefonds - Roxboro","CO",333,346721.67,70194874
2009,"Pierrefonds - Roxboro","DE",10,3175,
2009,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",286,593360.11,69718922
2009,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",20,4960,
2009,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",353,192367.07,21681752
2009,"Rosemont - La Petite-Patrie","CO",46,809700.22,107783007
2009,"Rosemont - La Petite-Patrie","DE",28,11590,
2009,"Rosemont - La Petite-Patrie","TR",1302,860091.5,98888292
2009,"Saint-Laurent","CA",425,426005.07,22940314
2009,"Saint-Laurent","CO",105,543484.97,93714580
2009,"Saint-Laurent","DE",10,9542,
2009,"Saint-Laurent","TR",59,104000.08,25477170
2009,"Saint-Léonard","CA, CO, DE, TR",254,393162.08,54272972
2009,"Verdun","CO, DE, TR",665,249082.04,30495320
2009,"Ville-Marie","CA",25,1375,126197
2009,"Ville-Marie","CO",22,461311.35,55364471
2009,"Ville-Marie","DE",10,7050,
2009,"Ville-Marie","TR",1393,3197845.25,361017874
2009,"Villeray - Saint-Michel - Parc-Extension","CO",24,168950.84,20677126
2009,"Villeray - Saint-Michel - Parc-Extension","DE",15,5430,
2009,"Villeray - Saint-Michel - Parc-Extension","TR",862,440447.14,48267905
2010,"Ahuntsic - Cartierville","CO",57,178326.39,21724366
2010,"Ahuntsic - Cartierville","DE",20,38000,
2010,"Ahuntsic - Cartierville","TR",605,799362.93,89222821
2010,"Anjou","CO, DE, TR",224,161194.35,26251667
2010,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",33,669759.95,79359798
2010,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",19,16800,
2010,"Côte-des-Neiges - Notre-Dame-de-Grâce","TR",1188,1920567.59,214796096
2010,"L'Île-Bizard - Sainte-Geneviève","CA",103,7075,960045
2010,"L'Île-Bizard - Sainte-Geneviève","CO",88,174320.45,22030159
2010,"L'Île-Bizard - Sainte-Geneviève","DE",11,1800,
2010,"L'Île-Bizard - Sainte-Geneviève","TR",104,37049.66,4566679
2010,"LaSalle","CA",465,340573,2333550
2010,"LaSalle","CO",237,280756.95,34498291
2010,"LaSalle","TR",72,132192.14,15326200
2010,"Lachine","CA, CO, DE, TR",597,452740.93,45843433
2010,"Le Plateau-Mont-Royal","CO",31,509129.03,53393363
2010,"Le Plateau-Mont-Royal","DE",26,24710,
2010,"Le Plateau-Mont-Royal","TR",1656,998069.23,92566848
2010,"Le Sud-Ouest","CA",62,11050,18777
2010,"Le Sud-Ouest","CO",51,387656.71,45509009
2010,"Le Sud-Ouest","DE",20,26530,
2010,"Le Sud-Ouest","TR",662,569465.08,64234580
2010,"Mercier - Hochelaga-Maisonneuve","CA, CO, DE, TR",1194,1435173.71,154560425
2010,"Montréal-Nord","CA, CO, DE, TR",372,340902.46,22745107
2010,"Pierrefonds - Roxboro","CA",1211,77477.5,3286806
2010,"Pierrefonds - Roxboro","CO",346,603671.85,72395682
2010,"Pierrefonds - Roxboro","DE",19,4650,
2010,"Rivière-des-Prairies - Pointe-aux-Trembles","CO",365,701396.34,81123569
2010,"Rivière-des-Prairies - Pointe-aux-Trembles","DE",24,6310,
2010,"Rivière-des-Prairies - Pointe-aux-Trembles","TR",334,274841.57,33466789
2010,"Rosemont - La Petite-Patrie","CA, CO, DE, TR",1379,1367527.75,156085701
2010,"Saint-Laurent","CA",434,221758.28,24148751
2010,"Saint-Laurent","CO",126,858959.51,112579062
2010,"Saint-Laurent","DE",13,5430,
2010,"Saint-Laurent","TR",68,373600.49,46761917
2010,"Saint-Léonard","CA",127,9550,420764
2010,"Saint-Léonard","CO",11,209597.58,24572272
2010,"Saint-Léonard","DE",14,4500,
2010,"Saint-Léonard","TR",184,109399.1,14600059
2010,"Verdun","CO",644,616229.91,75053531
2010,"Verdun","DE",11,4689,
2010,"Verdun","TR",16,4032.5,412400
2010,"Ville-Marie","CA",62,3315,132845
2010,"Ville-Marie","CO",25,661114.6,78561825
2010,"Ville-Marie","DE",20,11235,
2010,"Ville-Marie","TR",1335,2837134.54,345824642
2010,"Villeray - Saint-Michel - Parc-Extension","CO",40,327908.96,38825785
2010,"Villeray - Saint-Michel - Parc-Extension","DE",23,8220,
2010,"Villeray - Saint-Michel - Parc-Extension","TR",927,543489.57,61969372
2011,"Ahuntsic - Cartierville","CO",46,951232.98,121891387
2011,"Ahuntsic - Cartierville","DE",15,32800,
2011,"Ahuntsic - Cartierville","TR",643,977763.95,158597823
2011,"Anjou","CO, DE, TR",205,339480.84,22280832
2011,"Côte-des-Neiges - Notre-Dame-de-Grâce","CO",30,723860.53,82100825
2011,"Côte-des-Neiges - Notre-Dame-de-Grâce","DE",17,33400,
