MODE_GEST,NO_ID_MGE,NM_ID_MGE,DT_CRE,STATUT,DTMAJ_STA,NO_GES_MGE
36,1-001,AKULIVIK,2019-10-31,A,,253
06,923,LAC-CABITUQUIMATS,2003-11-19,A,,050
06,924,REBOUL,2003-11-19,A,,050
06,925,NEILSON,2003-11-19,A,,050
06,926,LEVASSEUR,2003-11-19,A,,050
06,927,LAC-VEILLEUX,2003-11-19,A,,050
06,928,LAC-JOSSELIN,2003-11-19,A,,050
06,929,CHAUVIN,2003-11-19,A,,050
06,931,BERGERONNES,2003-11-19,A,,050
06,937,ROQUEMONT,2003-11-19,A,,050
06,947,DESAULNIERS 'B',2003-11-19,A,,050
06,949,BOIS 'B',2003-11-19,A,,050
06,951,GEOFFRION,2003-11-19,A,,050
06,952,LAURIER,2003-11-19,A,,050
36,1-002,AUPALUK,2019-10-31,A,,253
06,954,PAYMENT,2003-11-19,A,,050
06,955,LESCARBOT,2003-11-19,A,,050
06,956,FLANDRE,2003-11-19,A,,050
06,958,SAINTES,2003-11-19,A,,050
36,1-003,INUKJUAK,2019-10-31,A,,253
06,979,MALHERBE 'A',2003-11-19,A,,050
06,983,NOUVELLE 'C',2003-11-19,A,,050
06,984,REBOUL 'A',2003-11-19,A,,050
06,985,RIVIÈRE-AUX-ROSIERS,2003-11-19,A,,050
50,4863,SERPENTINE-DE-COLERAINE (DE LA),2003-11-26,A,2016-09-30,053
36,1-004,IVUJIVIK,2019-10-31,A,,253
50,4875,FORÊT-LA-BLANCHE (DE LA),2003-11-26,A,2016-09-30,053
06,930,LAC-MACLEOD,2003-12-07,A,,050
06,935,LAC-BELLE-TRUITE,2003-12-07,A,,050
06,936,CHAUVEAU 'N',2003-12-07,A,,050
06,944,CHAUVEAU 'O',2003-12-07,A,,050
06,996,MADAWASKA 'J' ,2004-03-24,A,,050
97,003,DU-CANAL-DE-CARILLON,2006-01-18,A,,150
97,004,DU-CANAL-DE-CHAMBLY,2006-01-18,A,,150
97,005,DU-CANAL-DE-LACHINE,2006-01-18,A,,150
97,006,DU-CANAL-DE-SAINT-OURS,2006-01-18,A,,150
97,007,DU-CANAL-DE-SAINTE-ANNE-DE-BELLEVUE,2006-01-18,A,,150
97,008,DE-CARTIER-BRÉBEUF,2006-01-18,A,,150
97,009,DE-LA-CASERNE-DE-CARILLON,2006-01-18,A,,150
97,010,DE-COTEAU-DU-LAC,2006-01-18,A,,150
97,011,DES-FORGES-DU-SAINT-MAURICE,2006-01-18,A,,150
97,012,DE-FORT-CHAMBLY,2006-01-18,A,,150
97,013,DE-FORT-NUMÉRO-UN-DE-LA-POINTE-DE-LÉVY,2006-01-18,A,,150
97,014,DE-FORT-TÉMISCAMINGUE,2006-01-18,A,,150
97,015,DES-FORTIFICATIONS-DE-QUÉBEC,2006-01-18,A,,150
97,016,DE-GRANDE-GRAVE,2006-01-18,A,,150
97,017,DE-LOUIS-S.-ST-LAURENT,2006-01-18,A,,150
97,018,DE-LA-MAISON-MAILLOU,2006-01-18,A,,150
97,021,DU-MANOIR-PAPINEAU,2006-01-18,A,,150
97,022,DU-PARC-DE-L'ARTILLERIE,2006-01-18,A,,150
97,023,DU-PHARE-DE-POINTE-AU-PÈRE,2006-01-18,A,,150
97,024,DE-SIR-GEORGE-ÉTIENNE-CARTIER,2006-01-18,A,,150
97,025,DE-SIR-WILFRID-LAURIER,2006-01-18,A,,150
36,1-005,KANGIQSUALUJJUAQ,2019-10-31,A,,253
92,034,LOT DE GRÈVE CT GENDREAU (LAC TÉMISCAMINGUE),2005-07-11,A,,100
36,1-006,KANGIQSUJUAQ,2019-10-31,A,,253
36,1-007,KANGIRSUK,2019-10-31,A,,253
36,1-008,KIGGALUK,2019-10-31,A,,253
36,1-009,KILLINIQ,2019-10-31,A,,253
36,1-010,KUUJJUAQ,2019-10-31,A,,253
36,1-011,KUUJJUARAPIK,2019-10-31,A,,253
36,1-012,PUVIRNITUQ,2019-10-31,A,,253
36,1-013,QUAQTAQ,2019-10-31,A,,253
36,1-014,SALLUIT,2019-10-31,A,,253
36,1-015,TASIUJAQ,2019-10-31,A,,253
36,1-016,UMIUJAQ,2019-10-31,A,,253
02,007,LIGNE DE TRANSMISSION D'ÉNERGIE,2019-11-22,A,,050
10,081009,,2022-02-13,A,,051
10,081023,,2022-02-13,A,,051
10,081075,,2022-02-13,A,,051
10,081077,,2022-02-13,A,,051
10,081078,,2022-02-13,A,,051
10,081082,,2022-02-13,A,,051
10,081085,,2022-02-13,A,,051
10,081086,,2022-02-13,A,,051
10,081087,,2022-02-13,A,,051
10,081088,,2022-02-13,A,,051
10,081091,,2022-02-13,A,,051
10,081092,,2022-02-13,A,,051
10,081093,,2022-02-13,A,,051
10,081094,,2022-02-13,A,,051
10,081095,,2022-02-13,A,,051
10,081096,,2022-02-13,A,,051
10,081097,,2022-02-13,A,,051
10,081100,,2022-02-13,A,,051
10,081101,,2022-02-13,A,,051
10,081102,,2022-02-13,A,,051
10,081103,,2022-02-13,A,,051
10,081104,,2022-02-13,A,,051
10,081106,,2022-02-13,A,,051
10,081107,,2022-02-13,A,,051
10,081108,,2022-02-13,A,,051
10,081110,,2022-02-13,A,,051
10,081111,,2022-02-13,A,,051
10,081112,,2022-02-13,A,,051
10,081114,,2022-02-13,A,,051
10,081115,,2022-02-13,A,,051
10,081116,,2022-02-13,A,,051
10,081117,,2022-02-13,A,,051
10,081118,,2022-02-13,A,,051
10,081119,,2022-02-13,A,,051
10,081120,,2022-02-13,A,,051
10,081121,,2022-02-13,A,,051
10,081122,,2022-02-13,A,,051
10,081123,,2022-02-13,A,,051
10,081124,,2022-02-13,A,,051
10,081125,,2022-02-13,A,,051
10,081126,,2022-02-13,A,,051
10,081128,,2022-02-13,A,,051
10,081129,,2022-02-13,A,,051
10,081130,,2022-02-13,A,,051
10,081131,,2022-02-13,A,,051
10,081132,,2022-02-13,A,,051
10,081133,,2022-02-13,A,,051
10,081134,,2022-02-13,A,,051
10,082001,,2022-02-13,A,,051
10,082002,ÉRABLIÈRE LAPLANTE,2022-02-13,A,,051
10,082003,,2022-02-13,A,,051
10,082004,,2022-02-13,A,,051
10,082006,,2022-02-13,A,,051
10,082007,,2022-02-13,A,,051
10,082008,,2022-02-13,A,,051
10,082009,,2022-02-13,A,,051
10,082010,,2022-02-13,A,,051
10,082011,,2022-02-13,A,,051
10,082012,,2022-02-13,A,,051
10,082014,,2022-02-13,A,,051
10,082015,,2022-02-13,A,,051
10,082016,,2022-02-13,A,,051
10,082017,,2022-02-13,A,,051
53,4455,HABITAT FLORISTIQUE PLATIÈRES-DE-LA-GRANDE-RIVIÈRE,2022-06-07,A,,053
93,003,KITCISAKIK,2004-05-07,A,,151
93,004,HUNTER'S POINT,2004-05-07,A,,151
93,041,PAKUASHIPI,2004-05-07,A,,042
40,000,PARC PROJETÉ,2004-06-21,A,2018-05-14,050
10,082018,,2022-02-13,A,,051
10,082019,,2022-02-13,A,,051
10,082020,,2022-02-13,A,,051
10,082021,,2022-02-13,A,,051
10,082022,,2022-02-13,A,,051
10,082023,,2022-02-13,A,,051
10,082024,,2022-02-13,A,,051
10,082025,,2022-02-13,A,,051
10,082026,,2022-02-13,A,,051
10,082027,,2022-02-13,A,,051
10,082028,,2022-02-13,A,,051
10,082029,,2022-02-13,A,,051
10,082030,,2022-02-13,A,,051
10,082032,,2022-02-13,A,,051
10,082033,,2022-02-13,A,,051
10,083004,,2022-02-13,A,,051
10,083005,,2022-02-13,A,,051
10,083006,,2022-02-13,A,,051
10,083007,,2022-02-13,A,,051
10,085005,,2022-02-13,A,,051
10,086001,,2022-02-13,A,,051
10,086002,,2022-02-13,A,,051
10,086003,,2022-02-13,A,,051
66,019,MATAPÉDIA 'B',2004-07-19,A,,050
66,020,POPULETUM DE MATANE,2004-07-19,A,,050
66,021,ARBORETUM DE LAC-SAINT-IGNACE,2004-07-19,A,,050
66,022,ARBORETUM DE PARKE,2004-07-19,A,,050
66,023,ARBORETUM DE MATAPÉDIA,2004-07-19,A,,050
66,024,ARBORETUM DE GASPÉ,2004-07-19,A,,050
66,025,ARBORETUM DE BONAVENTURE,2004-07-19,A,,050
66,028,ARBORETUM DE COULONGE,2004-07-19,A,,050
66,042,ARBORETUM DE TRÉCESSON,2004-07-19,A,,050
66,043,ARBORETUM DE GUIGUES,2004-07-19,A,,050
66,044,ARBORETUM DE DUCHESNAY,2004-07-19,A,,050
66,074,ARBORETUM DE LOTBINIÈRE-PERMIS ERAB. 034-032,2004-07-19,A,2015-12-01,050
66,084,DUCHESNAY '03',2004-07-19,A,,050
66,086,FERME POPULICOLE D'ESTCOURT,2004-07-19,A,,050
66,087,FERME POPULICOLE DE CABANO,2004-07-19,A,,050
66,098,ARBORETUM DE LA PATRIE,2004-07-19,A,,050
66,108,DUCHESNAY '04',2004-07-19,A,,050
66,109,ARBORETUM DE CHIBOUGAMAU,2004-07-19,A,,050
66,110,ARBORETUM DE LABRIEVILLE,2004-07-19,A,,050
66,117,ARBORETUM DE VERCHÈRES,2004-07-19,A,,050
66,120,ARBORETUM DE MASTIGOUCHE,2004-07-19,A,,050
66,121,ARBORETUM DE MONT-LAURIER,2004-07-19,A,,050
66,122,POPULETUM DE VILLEROY,2004-07-19,A,,050
66,128,BOOTH 'C',2004-07-19,A,,050
10,151017,M. et J. LEGAULT (ÉRABLIÈRE MONT-TREMBLANT),2022-02-13,A,,051
66,135,ARBORETUM DE DABLON,2004-07-19,A,,050
66,136,DUCHESNAY '05',2004-07-19,A,,050
66,139,DUCHESNAY '08',2004-07-19,A,,050
66,140,DUCHESNAY '09',2004-07-19,A,,050
66,141,DUCHESNAY '10',2004-07-19,A,,050
66,142,DUCHESNAY '11',2004-07-19,A,,050
66,146,BRIAND 'A',2004-07-19,A,,050
66,148,DUFOUR 'A',2004-07-19,A,,050
66,168,DAAQUAM 'F',2004-07-19,A,,050
66,171,DUQUESNE,2004-07-19,A,,050
10,141048,ÉRABLIÈRE CAP DE LA FÉE,2022-02-13,A,,051
66,177,DALET,2004-07-19,A,,050
66,178,DUVERNY 'C',2004-07-19,A,,050
66,179,RISTIGOUCHE,2004-07-19,A,,050
66,180,CASAULT,2004-07-19,A,,050
66,187,CÉLORON,2004-07-19,A,,050
66,217,BLAIS 'B',2004-07-19,A,,050
66,233,CHOUART 'A',2004-07-19,A,,050
66,234,CHOUART 'B',2004-07-19,A,,050
66,235,FONTBRUNE,2004-07-19,A,,050
66,236,DUVERNY 'D',2004-07-19,A,,050
66,237,NEW-RICHMOND 'A',2004-07-19,A,,050
66,238,NEW-RICHMOND 'B',2004-07-19,A,,050
66,239,NEW-RICHMOND 'C',2004-07-19,A,,050
66,240,DUVERNY 'E',2004-07-19,A,,050
66,243,MONTREUIL,2004-07-19,A,,050
66,270,NEW-RICHMOND 'D',2004-07-19,A,,050
66,277,LOW,2004-07-19,A,,050
66,278,DUFOUR 'B',2004-07-19,A,,050
66,309,MASHAM 'A',2004-07-19,A,,050
66,310,MASHAM 'B',2004-07-19,A,,050
66,312,ROMIEU 'B',2004-07-19,A,,050
66,313,BOUTET,2004-07-19,A,,050
66,314,ESTCOURT 'A',2004-07-19,A,,050
66,315,CHAMPOU 'C',2004-07-19,A,,050
10,072015,,2022-02-13,A,,051
10,151016,YVAN CANTIN,2022-02-13,A,,051
10,051058,GILLES MAROIS,2022-02-13,A,,051
10,051070,LA SUCRERIE DU LAC ÉMILIE INC.,2022-02-13,A,,051
10,051134,JULIA RICHMOND,2022-02-13,A,,051
66,352,LAC-CLAIR,2004-07-19,A,,050
66,353,LEPAGE-THIBIERGE,2004-07-19,A,,050
66,354,ROBIDOUX 'A',2004-07-19,A,,050
66,355,ROBIDOUX 'B',2004-07-19,A,,050
66,356,ROBIDOUX 'C',2004-07-19,A,,050
66,357,ROBIDOUX 'D',2004-07-19,A,,050
66,358,CLEVELAND,2004-07-19,A,,050
66,367,FONTBRUNE 'A',2004-07-19,A,,050
66,369,MASSON,2004-07-19,A,,050
66,370,LEMAN,2004-07-19,A,,050
66,371,CHILTON,2004-07-19,A,,050
66,372,CHASSEUR 'A',2004-07-19,A,,050
66,373,CHASSEUR 'B',2004-07-19,A,,050
66,374,LAVERGNE,2004-07-19,A,,050
66,375,DUVERNY 'G',2004-07-19,A,,050
66,376,MONTREUIL 'A',2004-07-19,A,,050
66,377,GABOURY,2004-07-19,A,,050
66,378,GABOURY 'A',2004-07-19,A,,050
66,380,BRIAND 'B',2004-07-19,A,,050
66,381,WENDOVER,2004-07-19,A,,050
66,382,VILLENEUVE,2004-07-19,A,,050
66,383,DOLBEAU,2004-07-19,A,,050
66,384,LABROSSE 'A',2004-07-19,A,,050
66,385,LABROSSE 'B',2004-07-19,A,,050
66,386,DEUXIÈME-LAC-DES-MARAIS,2004-07-19,A,,050
66,387,DE SALES,2004-07-19,A,,050
66,388,MONT-MURRAY,2004-07-19,A,,050
66,389,AUBIN-DE-L'ISLE,2004-07-19,A,,050
66,390,VINCELOTTE,2004-07-19,A,,050
66,391,RIVIÈRE-CHICOUTIMI 'A',2004-07-19,A,,050
66,392,RIVIÈRE-CHICOUTIMI 'B',2004-07-19,A,,050
10,011469,,2022-02-13,A,,051
10,011641,,2022-02-13,A,,051
10,011715,,2022-02-13,A,,051
66,396,LÉVY,2004-07-19,A,,050
66,397,LÉVY 'A',2004-07-19,A,,050
66,422,PARENT ,2004-07-19,A,,050
66,423,PARENT 'A',2004-07-19,A,,050
66,427,DUCHESNAY '12',2004-07-19,A,,050
66,428,DUCHESNAY '13',2004-07-19,A,,050
66,429,GARIN,2004-07-19,A,,050
66,430,GARIN 'A',2004-07-19,A,,050
66,431,GARIN 'B',2004-07-19,A,,050
66,432,RIVIÈRE-VALLANT-EST,2004-07-19,A,,050
66,433,BICKERDIKE,2004-07-19,A,2021-04-29,050
66,434,BICKERDIKE 'A',2004-07-19,A,,050
66,435,BELLECOMBE,2004-07-19,A,,050
66,436,LORTIE ,2004-07-19,A,,050
66,438,GENDREAU,2004-07-19,A,,050
66,439,GENDREAU 'A',2004-07-19,A,,050
66,440,DUCHESNAY '14',2004-07-19,A,,050
66,441,LAROCQUE,2004-07-19,A,,050
66,442,ESTCOURT 'B',2004-07-19,A,,050
66,443,SCOTT,2004-07-19,A,,050
66,444,SCOTT 'A',2004-07-19,A,,050
66,445,CÉLORON 'A',2004-07-19,A,,050
66,446,LAC-KERGUS,2004-07-19,A,,050
66,447,LAC-KERGUS 'A',2004-07-19,A,,050
66,448,LACOSTE,2004-07-19,A,,050
66,449,PAQUET,2004-07-19,A,,050
66,450,BÉLAND,2004-07-19,A,,050
66,451,BÉLAND 'A',2004-07-19,A,,050
66,452,BÉLAND 'B',2004-07-19,A,,050
66,453,CARQUEVILLE,2004-07-19,A,,050
66,454,LÉVY 'B',2004-07-19,A,,050
66,455,NEIGETTE,2004-07-19,A,,050
66,456,ROSS 'A',2004-07-19,A,,050
66,457,CHAMPOU 'D',2004-07-19,A,,050
66,458,DUCREUX,2004-07-19,A,,050
66,459,RIVIÈRE-CHICOUTIMI 'C',2004-07-19,A,,050
66,460,LACOSTE 'A',2004-07-19,A,,050
66,461,PLESSIS,2004-07-19,A,,050
66,462,PLESSIS 'A',2004-07-19,A,,050
66,463,RIVIRE-MISTASSIBI,2004-07-19,A,,050
66,464,LAC-BELLEFONTAINE,2004-07-19,A,,050
66,465,AVAUGOUR,2004-07-19,A,,050
66,466,AVAUGOUR 'A',2004-07-19,A,,050
66,467,LAVIOLETTE,2004-07-19,A,,050
66,468,LAVERGNE 'A',2004-07-19,A,,050
66,469,SAINT-OURS,2004-07-19,A,,050
66,470,BRUNET,2004-07-19,A,,050
66,471,BRUNET 'A',2004-07-19,A,,050
66,472,MERCIER,2004-07-19,A,,050
66,473,MERCIER 'A',2004-07-19,A,,050
66,474,MERCIER 'B',2004-07-19,A,,050
66,475,VILLEDIEU,2004-07-19,A,,050
66,476,CAMPEAU,2004-07-19,A,,050
66,477,CAMPEAU 'A',2004-07-19,A,,050
66,478,CAMPEAU 'B',2004-07-19,A,,050
66,497,DUCHESNAY '15',2004-07-19,A,,050
66,504,LATOUR,2004-07-19,A,,050
10,011737,,2022-02-13,A,,051
66,518,LA PAUSE,2004-07-19,A,,050
66,519,CHABANEL,2004-07-19,A,,050
66,529,DALET 'A',2004-07-19,A,,050
66,530,DALET 'B',2004-07-19,A,,050
66,558,LAC-BURNE,2004-07-19,A,,050
66,559,BOUTET 'A',2004-07-19,A,,050
66,561,DESANDROUINS,2004-07-19,A,,050
10,011830,,2022-02-13,A,,051
66,563,DUVERNY 'H',2004-07-19,A,,050
66,564,LAC-GENEST,2004-07-19,A,,050
66,565,GUYENNE,2004-07-19,A,,050
66,566,DITTON,2004-07-19,A,,050
66,567,LAVIOLETTE 'A',2004-07-19,A,,050
66,568,CRÉQUY,2004-07-19,A,,050
66,569,CRÉQUY 'A',2004-07-19,A,,050
66,570,CRÉQUY 'B',2004-07-19,A,,050
66,572,WELLS,2004-07-19,A,,050
10,011308,,2022-02-13,A,,051
10,012104,,2022-02-13,A,,051
66,597,HUDDERSFIELD,2004-07-19,A,,050
66,598,MITCHELL,2004-07-19,A,,050
66,599,MITCHELL 'A',2004-07-19,A,,050
66,601,FALARDEAU 'J',2004-07-19,A,,050
66,602,GARNIER,2004-07-19,A,,050
66,603,LAVIOLETTE 'B',2004-07-19,A,,050
66,604,RADNOR,2004-07-19,A,,050
66,605,RÉMIGNY,2004-07-19,A,,050
66,606,LAUBANIE,2004-07-19,A,,050
10,012115,,2022-02-13,A,,051
10,012119,,2022-02-13,A,,051
10,012174,,2022-02-13,A,,051
10,037007,SUCRERIE DU LAC BLANC INC.,2022-02-13,A,,051
10,037009,LES CINQ ZEF INC.,2022-02-13,A,,051
10,037010,SUCRERIE DU LAC BLANC INC.,2022-02-13,A,,051
10,037011,SUCRERIE DU LAC BLANC INC.,2022-02-13,A,,051
10,037020,ÉRABLIÈRE VALLÉE BRAS DU NORD,2022-02-13,A,,051
10,037031,ÉRABLIÈRE AUX 4 SAISONS INC.,2022-02-13,A,,051
10,037035,MADELEINE GOSSELIN,2022-02-13,A,,051
10,037036,DANY O'FARRELL,2022-02-13,A,,051
10,037049,ÉRABLIÈRE AUX 4 SAISONS INC.,2022-02-13,A,,051
10,037051,RAYMOND FORTIN,2022-02-13,A,,051
10,037064,"SONIA, SYLVIE ET CHANTALE LAROUCHE",2022-02-13,A,,051
10,037067,STEVE LAVOIE,2022-02-13,A,,051
10,012153,,2022-02-13,A,,051
10,012134,,2022-02-13,A,,051
10,012176,,2022-02-13,A,,051
15,644,Forêt ancienne du Lac-Gagnon,2001-12-19,A,2023-08-28,050
15,648,Forêt rare des Escoumins,2001-12-19,A,2023-08-28,050
15,649,Forêt rare de la Rivière-Portneuf,2001-12-19,A,2023-08-28,050
15,653,Forêt ancienne de la Rivière-du-Portage,2001-12-19,A,2023-08-28,050
15,735,Forêt ancienne du Petit-Lac-Beauchêne,2001-12-19,A,2023-08-28,050
15,736,Forêt ancienne du Lac-Richelieu,2001-12-19,A,2023-08-28,050
15,782,Forêt rare de la Montagne-de-l'Ours,2001-12-19,A,2023-08-28,050
15,784,Forêt ancienne de Duchesnay,2001-12-19,A,2023-08-28,050
92,025,N.O.R.P.A,2002-01-28,A,,100
06,901,LAC-DE-LA-GRANDE-ÉPINETTE,2002-02-19,A,,050
06,398,CHAUVEAU 'C',2000-06-15,A,,050
06,399,CHAUVEAU 'D',2000-06-15,A,,050
06,400,CHAUVEAU 'E',2000-06-15,A,,050
06,401,CHAUVEAU 'F',2000-06-15,A,,050
06,402,CHAUVEAU 'G',2000-06-15,A,,050
06,403,CHAUVEAU 'H',2000-06-15,A,,050
06,404,CHAUVEAU 'I',2000-06-15,A,,050
06,405,CHAUVEAU 'J',2000-06-15,A,,050
06,406,CHAUVEAU 'K',2000-06-15,A,,050
06,407,BATISCAN,2000-06-15,A,,050
06,408,BATISCAN 'A',2000-06-15,A,,050
06,409,BATISCAN 'B',2000-06-15,A,,050
06,410,BATISCAN 'C',2000-06-15,A,,050
06,411,BATISCAN 'D',2000-06-15,A,,050
96,1A-045,CHISASIBI,2019-10-31,A,,151
06,486,WOLFE 'B',2000-06-15,A,,050
06,487,MARSTON,2000-06-15,A,,050
06,488,DENHOLM,2000-06-15,A,,050
96,1A-046,EASTMAIN,2019-10-31,A,,151
96,1A-047,NEMASKA,2019-10-31,A,,151
96,1A-048,WASKAGANISH,2019-10-31,A,,151
06,492,LOW 'A',2000-06-15,A,,050
06,493,PRESTON 'A',2000-06-15,A,,050
96,1A-049,WEMINDJI,2019-10-31,A,,151
06,495,MADAWASKA 'A',2000-06-15,A,,050
06,496,ANGO,2000-06-15,A,,050
96,1A-050,WHAPMAGOOSTUI,2019-10-31,A,,151
96,1AN-051,KAWAWACHIKAMACH,2019-10-31,A,,151
26,1B-045,CHISASIBI,2019-10-31,A,,251
26,1B-018,MISTISSINI,2019-10-31,A,,251
26,1B-021,WASWANIPI,2019-10-31,A,,251
26,1B-044,OUJÉ-BOUGOUMOU,2019-10-31,A,,251
06,506,PAINCHAUD,2000-06-15,A,,050
26,1B-046,EASTMAIN,2019-10-31,A,,251
26,1B-047,NEMASKA,2019-10-31,A,,251
26,1B-048,WASKAGANISH,2019-10-31,A,,251
26,1B-049,WEMINDJI,2019-10-31,A,,251
26,1B-050,WHAPMAGOOSTUI,2019-10-31,A,,251
26,1BN-051,KAWAWACHIKAMACH,2019-10-31,A,,252
04,001,BERTHIER,2019-11-25,A,,051
06,517,ROUILLARD 'A',2000-06-15,A,,050
04,002,GRANDES-PILES,2019-11-25,A,,051
04,003,NORMANDIN,2019-11-25,A,,051
04,004,SAINT-MODESTE,2019-11-25,A,,051
04,005,SAINTE-LUCE,2019-11-25,A,,051
04,006,TRÉCESSON,2019-11-25,A,,051
05,1416-1,VERGER PESSIÈRE À MOUSSE DE L'EST,2020-01-10,A,,050
05,1416-2,VERGER PESSIÈRE À MOUSSE DE L'EST,2020-01-10,A,,050
05,1416-3,VERGER PESSIÈRE À MOUSSE DE L'EST,2020-01-10,A,,050
05,1416-4,VERGER PESSIÈRE À MOUSSE DE L'EST,2020-01-10,A,,050
05,1416-5,VERGER PESSIÈRE À MOUSSE DE L'EST,2020-01-10,A,,050
05,1416-6,VERGER PESSIÈRE À MOUSSE DE L'EST,2020-01-10,A,,050
05,1416-7,VERGER PESSIÈRE À MOUSSE DE L'EST,2020-01-10,A,,050
90,039,MINGAN,2020-11-30,A,,254
90,035,ESSIPIT,2020-11-30,A,,254
54,166620,BASSIN-VERSANT-DE-LA-RIVIERE-INNUKSUAC,2020-12-23,A,,053
54,166622,TURSUJUK-NORD,2020-12-23,A,,053
54,166623,TURSUJUK-CENTRE,2020-12-23,A,,053
54,166624,TURSUJUK-SUD,2020-12-23,A,,053
54,166625,CANYON-EATON,2020-12-23,A,,053
10,012163,,2022-02-13,A,,051
10,011642,,2022-02-13,A,,051
10,011643,,2022-02-13,A,,051
10,011464,,2022-02-13,A,,051
10,011531,,2022-02-13,A,,051
10,011447,,2022-02-13,A,,051
10,011533,,2022-02-13,A,,051
10,011470,,2022-02-13,A,,051
10,011515,,2022-02-13,A,,051
10,011726,,2022-02-13,A,,051
10,011623,,2022-02-13,A,,051
10,151012,ANDRÉ BEAULIEU,2022-02-13,A,,051
10,051136,ÉRABLIÈRE AU PIED DU HAM S.E.N.C.,2022-02-13,A,,051
06,556,FONTBRUNE 'B',2000-06-15,A,,050
10,051300,LA PETITE CABANE À SUCRE INC.,2022-02-13,A,,051
10,051305,HUGUES LAFOND,2022-02-13,A,,051
10,051307,ÉRABLIÈRE JAY INC.,2022-02-13,A,,051
06,560,MILOT,2000-06-15,A,,050
10,071009,,2022-02-13,A,,051
10,071015,,2022-02-13,A,,051
10,082031,,2022-02-13,A,,051
10,097005,,2022-02-13,A,,051
10,037032,LES CINQ ZEF INC.,2022-02-13,A,,051
10,037005,SUCRERIE DU LAC BLANC INC.,2022-02-13,A,,051
10,037026,LOT D'ÉRABLES SAVARD INC.,2022-02-13,A,,051
10,081127,,2022-02-13,A,,051
06,571,GOUIN 'A',2000-06-15,A,,050
10,097008,,2022-02-13,A,,051
10,097009,,2022-02-13,A,,051
06,576,DUFFERIN,2000-06-15,A,,050
06,577,DUFFERIN 'A',2000-06-15,A,,050
06,578,DUQUESNE 'A',2000-06-15,A,,050
06,579,RANDIN 'A',2000-06-15,A,,050
06,580,BATISCAN 'F',2000-06-15,A,,050
06,582,FORANT,2000-06-15,A,,050
06,583,NORMANDIE,2000-06-15,A,,050
06,584,ISLE-DE-FRANCE,2000-06-15,A,,050
10,012172,,2022-02-13,A,,051
06,586,ALLOUEZ,2000-06-15,A,,050
06,587,LANOUE,2000-06-15,A,,050
06,588,DARVEAU,2000-06-15,A,,050
10,011107,,2022-02-13,A,,051
06,591,LOW 'B',2000-06-15,A,,050
06,592,DESAULNIERS,2000-06-15,A,,050
06,593,DESAULNIERS 'A',2000-06-15,A,,050
06,594,WABASSEE,2000-06-15,A,,050
06,595,WABASSEE 'A',2000-06-15,A,,050
06,596,CHASSEUR 'C',2000-06-15,A,,050
10,011314,,2022-02-13,A,,051
10,011414,,2022-02-13,A,,051
10,011441,,2022-02-13,A,,051
06,600,ROSS 'B',2000-06-15,A,,050
10,011462,,2022-02-13,A,,051
10,011504,,2022-02-13,A,,051
10,011508,,2022-02-13,A,,051
10,011609,,2022-02-13,A,,051
10,011703,,2022-02-13,A,,051
10,011718,,2022-02-13,A,,051
10,011803,,2022-02-13,A,,051
10,011814,,2022-02-13,A,,051
06,609,LAC-AU-LOUP-MARIN 'A',2000-06-15,A,,050
06,610,LAC-AU-LOUP-MARIN 'B',2000-06-15,A,,050
10,012125,,2022-02-13,A,,051
10,012173,,2022-02-13,A,,051
10,012175,,2022-02-13,A,,051
10,041047,ÉRABLIÈRE GRANDE-ANSE INC.,2022-02-13,A,,051
10,041007,ÉRABLIÈRE HAVRE AUX GLACES,2022-02-13,A,,051
10,041018,ÉRABLIÈRE LES 4D S.E.N.C.,2022-02-13,A,,051
10,141049,ÉRABLIÈRE DU LUSIGNAN,2022-02-13,A,,051
10,111037,,2022-02-13,A,,051
10,051049,ÉRABLIÈRE AUX 3 CHEMINS INC.,2022-02-13,A,,051
06,626,LINIÈRE,2000-06-15,A,,050
10,051078,ÉRABLIÈRE AUX 3 CHEMINS INC.,2022-02-13,A,,051
10,051128,ÉRABLIÈRE JEAN ET JIMMY LACHANCE S.E.N.C.,2022-02-13,A,,051
10,051185,DONALD LAPIERRE,2022-02-13,A,,051
10,051306,ÉRIC DUBREUIL,2022-02-13,A,,051
10,051302,JULIE ROY,2022-02-13,A,,051
06,636,MONT-MURRAY 'A',2000-06-15,A,,050
10,051303,LISE FOREST,2022-02-13,A,,051
06,638,LOW 'D',2000-06-15,A,,050
06,639,LOW 'E',2000-06-15,A,,050
80,011445,,2022-02-13,A,,051
80,011446,,2022-02-13,A,,051
06,643,SHEEN,2000-06-15,A,,050
80,011447,,2022-02-13,A,,051
80,011448,,2022-02-13,A,,051
80,011449,,2022-02-13,A,,051
06,649,BRETAGNE 'A',2000-06-15,A,,050
80,011450,,2022-02-13,A,,051
80,011451,,2022-02-13,A,,051
80,011452,,2022-02-13,A,,051
80,011453,,2022-02-13,A,,051
80,011455,,2022-02-13,A,,051
80,011456,,2022-02-13,A,,051
06,657,LAVIOLETTE 'C',2000-06-15,A,,050
80,011457,,2022-02-13,A,,051
80,011458,,2022-02-13,A,,051
80,011459,,2022-02-13,A,,051
80,011460,,2022-02-13,A,,051
80,011461,,2022-02-13,A,,051
80,011462,,2022-02-13,A,,051
80,011463,,2022-02-13,A,,051
06,665,HUBERT,2000-06-15,A,,050
