ID_TRC,Rue,De,A,Longueur,Arrondissement,DateReleve,Indice_PCI,Etat_PCI,Indice_IRI,Etat_IRI
4008451,"Gilles-Villeneuve, circuit","du Chenal-Le Moyne, chemin","Non-nommée, voie",485.36,Ville-Marie,2022-07-28,93,Excellent,1.68,Excellent
4008450,"Gilles-Villeneuve, circuit","Non-nommée, voie","Non-nommée, voie",297.85,Ville-Marie,2022-07-28,90,Excellent,1.52,Excellent
4008449,"Gilles-Villeneuve, circuit","Non-nommée, voie","Pierre-Dupuy, avenue",637.3,Ville-Marie,2022-07-28,87,Excellent,1.63,Excellent
1624957,"Gilles-Villeneuve, circuit","Pierre-Dupuy, avenue","Gilles-Villeneuve, circuit",419.82,Ville-Marie,2022-07-28,92,Excellent,1.42,Excellent
1614666,"Gilles-Villeneuve, circuit","Gilles-Villeneuve, circuit","Gilles-Villeneuve, circuit",780.45,Ville-Marie,2022-07-28,83,Excellent,1.69,Excellent
4006969,"Gilles-Villeneuve, circuit","Gilles-Villeneuve, circuit","Non-nommée, voie",1075.35,Ville-Marie,2022-07-28,87,Excellent,1.94,Excellent
1614663,"Gilles-Villeneuve, circuit","Non-nommée, voie","Non-nommée, voie",107.61,Ville-Marie,2022-07-28,89,Excellent,1.22,Excellent
1624944,"Gilles-Villeneuve, circuit","Non-nommée, voie","Non-nommée, voie",165.5,Ville-Marie,2022-07-28,83,Bon,2.38,Bon
1614671,"Gilles-Villeneuve, circuit","Non-nommée, voie","Pierre-Dupuy, avenue",211.13,Ville-Marie,2022-07-28,83,Bon,2.67,Bon
4014940,"Gilles-Villeneuve, circuit","Pierre-Dupuy, avenue","Gilles-Villeneuve, circuit",22.75,Ville-Marie,2022-07-28,100,Excellent,1.39,Excellent
4014941,"Gilles-Villeneuve, circuit","Gilles-Villeneuve, circuit","Gilles-Villeneuve, circuit",50.4,Ville-Marie,2022-07-28,94,Excellent,1.54,Excellent
4014939,"Gilles-Villeneuve, circuit","Gilles-Villeneuve, circuit","Pierre-Dupuy, avenue",47.24,Ville-Marie,2022-07-28,88,Excellent,0.82,Excellent
1614669,"Gilles-Villeneuve, circuit","Pierre-Dupuy, avenue","du Chenal-Le Moyne, chemin",70.64,Ville-Marie,2022-07-28,77,Bon,,
1614718,"du Chenal-Le Moyne, chemin","du Cosmos, pont","Gilles-Villeneuve, circuit",474.52,Ville-Marie,2022-07-28,54,Moyen,3.11,Bon
1614715,"du Chenal-Le Moyne, chemin","du Cosmos, pont","Utilités publiques, rue",616.92,Ville-Marie,2022-07-28,36,Mauvais,4.77,Moyen
1614717,"du Chenal-Le Moyne, chemin","Utilités publiques, rue","du Chenal-Le Moyne, chemin",222.15,Ville-Marie,2022-07-28,49,Moyen,2.94,Bon
1614714,"Utilités publiques, rue","Utilités publiques, rue","du Chenal-Le Moyne, chemin",345.81,Ville-Marie,2022-07-28,47,Moyen,3.73,Bon
1614710,"Utilités publiques, rue","Utilités publiques, rue","Utilités publiques, rue",522.02,Ville-Marie,2022-07-28,64,Bon,,
1614708,"Utilités publiques, rue","Utilités publiques, rue","Utilités publiques, rue",78.18,Ville-Marie,2022-07-28,32,Mauvais,,
1614709,"Utilités publiques, rue","Utilités publiques, rue","Utilités publiques, rue",29.6,Ville-Marie,2022-07-28,60,Moyen,,
4007794,"Utilités publiques, rue","Utilités publiques, rue","Utilités publiques, rue",1137.43,Ville-Marie,2022-07-28,51,Moyen,2.05,Excellent
4008353,"Utilités publiques, rue","Utilités publiques, rue","Utilités publiques, rue",579.8,Ville-Marie,2022-07-28,66,Bon,3.07,Bon
1614702,"Utilités publiques, rue","Utilités publiques, rue","Utilités publiques, rue",101.44,Ville-Marie,2022-07-28,46,Moyen,2.89,Bon
1623936,"Utilités publiques, rue","Utilités publiques, rue",,16.98,Ville-Marie,2022-07-28,78,Bon,,
4016581,"Gilles-Villeneuve, circuit","Gilles-Villeneuve, circuit","Gilles-Villeneuve, circuit",438.87,Ville-Marie,2022-07-28,98,Excellent,1.32,Excellent
1614701,"Non-nommée, voie","Non-nommée, voie","Gilles-Villeneuve, circuit",166.48,Ville-Marie,2022-07-28,14,Très mauvais,,
1614688,"Non-nommée, voie","Non-nommée, voie","Non-nommée, voie",61.94,Ville-Marie,2022-07-28,40,Mauvais,,
1614700,"Non-nommée, voie","Non-nommée, voie","Gilles-Villeneuve, circuit",63.74,Ville-Marie,2022-07-28,50,Moyen,,
1614687,"Non-nommée, voie","Non-nommée, voie","des Floralies, chemin",70.66,Ville-Marie,2022-07-28,46,Moyen,,
1614686,"des Floralies, chemin","Non-nommée, voie","Non-nommée, voie",94.04,Ville-Marie,2022-07-28,57,Moyen,,
1614685,"des Floralies, chemin","Non-nommée, voie","Non-nommée, voie",89.47,Ville-Marie,2022-07-28,70,Bon,,
1614678,"des Floralies, chemin","Non-nommée, voie","Pierre-Dupuy, avenue",87.43,Ville-Marie,2022-07-28,78,Bon,,
1614677,"des Floralies, chemin","Pierre-Dupuy, avenue","Non-nommée, voie",168.29,Ville-Marie,2022-07-28,44,Moyen,,
4008460,"Non-nommée, voie","des Floralies, chemin","Non-nommée, voie",243.22,Ville-Marie,2022-07-28,33,Mauvais,3.38,Bon
1614699,"Non-nommée, voie","Non-nommée, voie","des Floralies, chemin",68.21,Ville-Marie,2022-07-28,44,Moyen,,
1614690,"des Floralies, chemin","Non-nommée, voie","Non-nommée, voie",208.76,Ville-Marie,2022-07-28,34,Mauvais,,
1614689,"des Floralies, chemin","Non-nommée, voie","Non-nommée, voie",65.14,Ville-Marie,2022-07-28,65,Bon,,
1614691,"Non-nommée, voie","des Floralies, chemin","Non-nommée, voie",67.45,Ville-Marie,2022-07-28,49,Moyen,,
4013911,"Non-nommée, voie","Pierre-Dupuy, avenue","Non-nommée, voie",22.99,Ville-Marie,2022-07-28,69,Bon,,
4013905,"Pierre-Dupuy, avenue","Non-nommée, voie","Non-nommée, voie",26.68,Ville-Marie,2022-07-28,70,Bon,,
4013907,"Pierre-Dupuy, avenue","Non-nommée, voie","Non-nommée, voie",27.13,Ville-Marie,2022-07-28,69,Bon,,
1614716,"du Cosmos, pont","du Chenal-Le Moyne, chemin","Macdonald, chemin",226.94,Ville-Marie,2022-07-28,57,Moyen,2.28,Bon
4008454,"Non-nommée, voie","Gilles-Villeneuve, circuit","du Chenal-Le Moyne, chemin",47.56,Ville-Marie,2022-07-28,50,Mauvais,,
4008453,"Non-nommée, voie","Gilles-Villeneuve, circuit","du Chenal-Le Moyne, chemin",42.3,Ville-Marie,2022-07-28,77,Bon,,
4008467,"Non-nommée, voie","du Tour-de-l'Isle, chemin","Macdonald, chemin",197.97,Ville-Marie,2022-07-28,62,Bon,,
1614751,"Non-nommée, voie","Non-nommée, voie","du Tour-de-l'Isle, chemin",106.99,Ville-Marie,2022-07-28,28,Mauvais,,
1614749,"Non-nommée, voie","Non-nommée, voie","Non-nommée, voie",33.58,Ville-Marie,2022-07-28,18,Très mauvais,,
1614748,"Non-nommée, voie","du Tour-de-l'Isle, chemin","Non-nommée, voie",34.62,Ville-Marie,2022-07-28,21,Mauvais,,
4012786,"Macdonald, chemin","Macdonald, chemin","du Tour-de-l'Isle, chemin",27.23,Ville-Marie,2022-07-28,77,Bon,,
4008534,"Non-nommée, voie","Macdonald, chemin","Macdonald, chemin",12.13,Ville-Marie,2022-07-28,59,Moyen,,
4008538,"Macdonald, chemin","Non-nommée, voie","Non-nommée, voie",28.3,Ville-Marie,2022-07-28,28,Très mauvais,,
4008475,"Macdonald, chemin","Macdonald, chemin","Non-nommée, voie",17.34,Ville-Marie,2022-07-28,49,Mauvais,,
4012785,"Macdonald, chemin","Macdonald, chemin","Macdonald, chemin",39.12,Ville-Marie,2022-07-28,31,Mauvais,,
4012784,"Macdonald, chemin","du Tour-de-l'Isle, chemin","Macdonald, chemin",24.29,Ville-Marie,2022-07-28,70,Bon,,
1614800,"du Tour-de-l'Isle, chemin","de La Ronde, chemin","Macdonald, chemin",52.13,Ville-Marie,2022-07-28,66,Bon,,
1614797,"Non-nommée, voie","du Tour-de-l'Isle, chemin","Non-nommée, voie",59.63,Ville-Marie,2022-07-28,65,Moyen,5.46,Mauvais
1614796,"Non-nommée, voie","Non-nommée, voie","de La Ronde, chemin",42.66,Ville-Marie,2022-07-28,56,Mauvais,7.35,Très mauvais
1614806,"Non-nommée, voie","Non-nommée, voie","de La Ronde, chemin",173.14,Ville-Marie,2022-07-28,74,Bon,4.76,Moyen
1614807,"Non-nommée, voie","Jacques-Cartier, pont","Non-nommée, voie",64.95,Ville-Marie,2022-07-28,75,Bon,5.5,Moyen
1380326,"Evans, rue","Clark, rue","Evans, ruelle",49.26,Ville-Marie,2022-07-28,81,Excellent,,
1380327,"Evans, rue","Evans, ruelle","Saint-Urbain, rue",49.54,Ville-Marie,2022-07-28,88,Excellent,,
1250002,"Aylmer, rue","Sherbrooke Ouest, rue","Milton, rue",263.37,Le Plateau-Mont-Royal,2022-07-28,44,Moyen,1.75,Excellent
1250158,"Lorne, avenue","Milton, rue","Lorne-Crescent, rue",201.47,Le Plateau-Mont-Royal,2022-07-28,11,Très mauvais,3.55,Bon
1250159,"Lorne-Crescent, rue","Lorne, avenue","Aylmer, rue",129.12,Le Plateau-Mont-Royal,2022-07-28,16,Très mauvais,2.63,Bon
1250161,"Lorne-Crescent, rue","Aylmer, rue",,59.57,Le Plateau-Mont-Royal,2022-07-28,28,Mauvais,,
1250005,"Aylmer, rue","Lorne-Crescent, rue","des Pins Ouest, avenue",80.34,Le Plateau-Mont-Royal,2022-07-28,33,Mauvais,,
1250004,"Aylmer, rue","Prince-Arthur Ouest, rue","Lorne-Crescent, rue",94.1,Le Plateau-Mont-Royal,2022-07-28,17,Très mauvais,1.27,Excellent
1250118,"Hutchison, rue","Sherbrooke Ouest, rue","Milton, rue",230.97,Le Plateau-Mont-Royal,2022-07-28,15,Très mauvais,3.88,Bon
1250081,"Durocher, rue","Sherbrooke Ouest, rue","Milton, rue",246.88,Le Plateau-Mont-Royal,2022-07-28,54,Moyen,2.02,Excellent
1250085,"Durocher, rue","Milton, rue","Prince-Arthur Ouest, rue",199.58,Le Plateau-Mont-Royal,2022-07-28,52,Moyen,2.41,Excellent
1250086,"Durocher, rue","Prince-Arthur Ouest, rue","des Pins Ouest, avenue",178.43,Le Plateau-Mont-Royal,2022-07-28,25,Mauvais,3.63,Bon
1624383,"Sainte-Famille, rue","Prince-Arthur Ouest, rue","Basset, rue",166.3,Le Plateau-Mont-Royal,2022-07-28,94,Excellent,2.69,Bon
1250010,"Basset, rue","Sainte-Famille, rue","des Pins Ouest, avenue",115.66,Le Plateau-Mont-Royal,2022-07-28,34,Mauvais,,
1240074,"Coloniale, avenue","Marmette, rue","Saint-Joseph Est, boulevard",49.73,Le Plateau-Mont-Royal,2022-07-28,62,Bon,4.89,Moyen
1240073,"Coloniale, avenue","Elmire, rue","Marmette, rue",43.17,Le Plateau-Mont-Royal,2022-07-28,48,Moyen,6.53,Mauvais
1240072,"Coloniale, avenue","Demers, rue","Elmire, rue",44.17,Le Plateau-Mont-Royal,2022-07-28,58,Moyen,2.64,Bon
1240071,"Coloniale, avenue","Villeneuve Est, rue","Demers, rue",46.38,Le Plateau-Mont-Royal,2022-07-28,45,Moyen,6.04,Mauvais
1240070,"Coloniale, avenue","De Varennes, rue","Villeneuve Est, rue",229.84,Le Plateau-Mont-Royal,2022-07-28,39,Mauvais,4.5,Moyen
1240069,"Coloniale, avenue","du Mont-Royal Est, avenue","De Varennes, rue",46.89,Le Plateau-Mont-Royal,2022-07-28,67,Bon,9.91,Très mauvais
1250055,"Coloniale, avenue","Cérat, rue","du Mont-Royal Est, avenue",99.09,Le Plateau-Mont-Royal,2022-07-28,69,Bon,4.56,Moyen
1250054,"Coloniale, avenue","Marie-Anne Est, rue","Cérat, rue",117.78,Le Plateau-Mont-Royal,2022-07-28,68,Bon,,
1250053,"Coloniale, avenue","Rachel Est, rue","Marie-Anne Est, rue",221.43,Le Plateau-Mont-Royal,2022-07-28,91,Excellent,4.41,Moyen
1250052,"Coloniale, avenue","Duluth Est, avenue","Rachel Est, rue",212.58,Le Plateau-Mont-Royal,2022-07-28,24,Mauvais,3.95,Bon
1250051,"Coloniale, avenue","Napoléon, rue","Duluth Est, avenue",130.31,Le Plateau-Mont-Royal,2022-07-28,16,Très mauvais,2.05,Excellent
1250050,"Coloniale, avenue","Roy Est, rue","Napoléon, rue",189.48,Le Plateau-Mont-Royal,2022-07-28,86,Excellent,4.58,Moyen
1250292,"Roy Est, rue","Saint-Dominique, rue","Coloniale, avenue",58.99,Le Plateau-Mont-Royal,2022-07-28,47,Moyen,,
1250291,"Roy Est, rue","Saint-Laurent, boulevard","Saint-Dominique, rue",60.42,Le Plateau-Mont-Royal,2022-07-28,28,Mauvais,,
1240106,"Elmire, rue","Coloniale, avenue","De Bullion, rue",68.46,Le Plateau-Mont-Royal,2022-07-28,23,Mauvais,,
1240107,"Elmire, rue","De Bullion, rue","de l'Hôtel-de-Ville, avenue",69.19,Le Plateau-Mont-Royal,2022-07-28,19,Très mauvais,,
1240095,"Demers, rue","De Bullion, rue","de l'Hôtel-de-Ville, avenue",69.2,Le Plateau-Mont-Royal,2022-07-28,19,Très mauvais,,
1240094,"Demers, rue","Coloniale, avenue","De Bullion, rue",68.62,Le Plateau-Mont-Royal,2022-07-28,17,Très mauvais,,
1250042,"Clark, rue","Duluth Ouest, avenue","Rachel Ouest, rue",214.26,Le Plateau-Mont-Royal,2022-07-28,22,Mauvais,2.98,Bon
1250041,"Clark, rue","Bagg, rue","Duluth Ouest, avenue",93.14,Le Plateau-Mont-Royal,2022-07-28,95,Excellent,3.45,Bon
1250040,"Clark, rue","Saint-Cuthbert, rue","Bagg, rue",104.94,Le Plateau-Mont-Royal,2022-07-28,93,Excellent,2.36,Excellent
1250038,"Clark, rue","des Pins Ouest, avenue","Saint-Cuthbert, rue",196.06,Le Plateau-Mont-Royal,2022-07-28,81,Excellent,2.38,Excellent
1250037,"Clark, rue","Guilbault Ouest, rue","des Pins Ouest, avenue",48.54,Le Plateau-Mont-Royal,2022-07-28,55,Moyen,,
1250035,"Clark, rue","Prince-Arthur Ouest, rue","Guilbault Ouest, rue",191.08,Le Plateau-Mont-Royal,2022-07-28,30,Mauvais,4.68,Moyen
1250357,"Saint-Dominique, rue","Sherbrooke Est, rue","Lavers, ruelle",239.1,Le Plateau-Mont-Royal,2022-07-28,91,Excellent,2.86,Bon
1250358,"Saint-Dominique, rue","Lavers, ruelle","Prince-Arthur Est, rue",37.67,Le Plateau-Mont-Royal,2022-07-28,75,Bon,1.6,Excellent
1250359,"Saint-Dominique, rue","Prince-Arthur Est, rue","Guilbault Est, rue",154.61,Le Plateau-Mont-Royal,2022-07-28,14,Très mauvais,4.24,Moyen
1250360,"Saint-Dominique, rue","Guilbault Est, rue","des Pins Est, avenue",79.7,Le Plateau-Mont-Royal,2022-07-28,14,Très mauvais,,
1250361,"Saint-Dominique, rue","des Pins Est, avenue","Roy Est, rue",74.16,Le Plateau-Mont-Royal,2022-07-28,62,Bon,,
1250362,"Saint-Dominique, rue","Roy Est, rue","Napoléon, rue",190.21,Le Plateau-Mont-Royal,2022-07-28,92,Excellent,2.7,Bon
1250363,"Saint-Dominique, rue","Napoléon, rue","Duluth Est, avenue",130.63,Le Plateau-Mont-Royal,2022-07-28,81,Excellent,2.49,Excellent
1250364,"Saint-Dominique, rue","Duluth Est, avenue","Rachel Est, rue",213.27,Le Plateau-Mont-Royal,2022-07-28,52,Moyen,2.82,Bon
1625078,"Saint-Dominique, rue","Rachel Est, rue","Vallières, rue",180.95,Le Plateau-Mont-Royal,2022-07-28,29,Mauvais,3.52,Bon
1250367,"Saint-Dominique, rue","Vallières, rue","Marie-Anne Est, rue",40.45,Le Plateau-Mont-Royal,2022-07-28,7,Très mauvais,,
1250368,"Saint-Dominique, rue","Marie-Anne Est, rue","Cérat, rue",116.26,Le Plateau-Mont-Royal,2022-07-28,26,Mauvais,4.62,Moyen
1250369,"Saint-Dominique, rue","Cérat, rue","du Mont-Royal Est, avenue",98,Le Plateau-Mont-Royal,2022-07-28,17,Très mauvais,3.69,Bon
1240309,"Saint-Dominique, rue","du Mont-Royal Est, avenue","De Varennes, rue",45.41,Le Plateau-Mont-Royal,2022-07-28,65,Bon,1.71,Excellent
1240310,"Saint-Dominique, rue","De Varennes, rue","Villeneuve Est, rue",231.14,Le Plateau-Mont-Royal,2022-07-28,97,Excellent,2.9,Bon
1240311,"Saint-Dominique, rue","Villeneuve Est, rue","Marmette, rue",131.71,Le Plateau-Mont-Royal,2022-07-28,92,Excellent,3.06,Bon
1240312,"Saint-Dominique, rue","Marmette, rue","Saint-Joseph Est, boulevard",49.63,Le Plateau-Mont-Royal,2022-07-28,59,Moyen,,
1240230,"Marmette, rue","Saint-Dominique, rue","Coloniale, avenue",67.21,Le Plateau-Mont-Royal,2022-07-28,6,Très mauvais,,
1240231,"Marmette, rue","Coloniale, avenue","De Bullion, rue",68.42,Le Plateau-Mont-Royal,2022-07-28,6,Très mauvais,,
1240232,"Marmette, rue","De Bullion, rue","de l'Hôtel-de-Ville, avenue",69.52,Le Plateau-Mont-Royal,2022-07-28,18,Très mauvais,,
1624687,"Marmette, rue","de l'Hôtel-de-Ville, avenue",,56.01,Le Plateau-Mont-Royal,2022-07-28,12,Très mauvais,,
1240173,"de l'Hôtel-de-Ville, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",131.84,Le Plateau-Mont-Royal,2022-07-28,69,Bon,2.45,Excellent
4003146,"de l'Hôtel-de-Ville, avenue","Saint-Joseph Est, boulevard","Saint-Joseph Est, boulevard",11.6,Le Plateau-Mont-Royal,2022-07-28,33,Mauvais,,
1240172,"de l'Hôtel-de-Ville, avenue","Marmette, rue","Saint-Joseph Est, boulevard",49.62,Le Plateau-Mont-Royal,2022-07-28,6,Très mauvais,5.11,Moyen
1240171,"de l'Hôtel-de-Ville, avenue","Elmire, rue","Marmette, rue",44.29,Le Plateau-Mont-Royal,2022-07-28,11,Très mauvais,5.15,Moyen
1240170,"de l'Hôtel-de-Ville, avenue","Demers, rue","Elmire, rue",45.48,Le Plateau-Mont-Royal,2022-07-28,15,Très mauvais,8.23,Très mauvais
1240169,"de l'Hôtel-de-Ville, avenue","Villeneuve Est, rue","Demers, rue",44.83,Le Plateau-Mont-Royal,2022-07-28,13,Très mauvais,1.89,Excellent
1240168,"de l'Hôtel-de-Ville, avenue","De Varennes, rue","Villeneuve Est, rue",230.1,Le Plateau-Mont-Royal,2022-07-28,63,Bon,3.03,Bon
1240167,"de l'Hôtel-de-Ville, avenue","du Mont-Royal Est, avenue","De Varennes, rue",45.31,Le Plateau-Mont-Royal,2022-07-28,45,Moyen,2.43,Excellent
1240034,"De Bullion, rue","du Mont-Royal Est, avenue","De Varennes, rue",44.93,Le Plateau-Mont-Royal,2022-07-28,36,Mauvais,,
1240035,"De Bullion, rue","De Varennes, rue","Villeneuve Est, rue",230.17,Le Plateau-Mont-Royal,2022-07-28,34,Mauvais,2.34,Excellent
1240036,"De Bullion, rue","Villeneuve Est, rue","Demers, rue",46.3,Le Plateau-Mont-Royal,2022-07-28,67,Bon,,
1240037,"De Bullion, rue","Demers, rue","Elmire, rue",43.77,Le Plateau-Mont-Royal,2022-07-28,60,Moyen,,
1604085,"Fairmount, avenue","Querbes, avenue","de l'Épée, avenue",69.11,Outremont,2022-07-28,31,Mauvais,,
1604081,"Fairmount, avenue","Durocher, avenue","Querbes, avenue",79.07,Outremont,2022-07-28,28,Mauvais,3.17,Bon
1604077,"Fairmount, avenue","Hutchison, rue","Durocher, avenue",85.97,Outremont,2022-07-28,25,Mauvais,2.22,Excellent
1240199,"Labadie, rue","du Parc, avenue","Hutchison, rue",117.66,Le Plateau-Mont-Royal,2022-07-28,26,Mauvais,3.32,Bon
1240179,"Hutchison, rue","Édouard-Charles, avenue","Laurier, avenue",68.93,Outremont,2022-07-28,24,Mauvais,,
1240178,"Hutchison, rue","Saint-Joseph, boulevard","Édouard-Charles, avenue",62.94,Outremont,2022-07-28,8,Très mauvais,,
1604516,"Maplewood, avenue","Villeneuve, avenue","Gorman, avenue",185.25,Outremont,2022-07-28,16,Très mauvais,,
1604144,"Maplewood, avenue","Gorman, avenue","du Vésinet, place",405.42,Outremont,2022-07-28,19,Très mauvais,3.38,Bon
1604145,"Maplewood, avenue","du Vésinet, place","McCulloch, avenue",52.42,Outremont,2022-07-28,46,Moyen,5.78,Moyen
4000950,"Maplewood, avenue","McCulloch, avenue","Maplewood, avenue",160.89,Outremont,2022-07-28,9,Très mauvais,3.87,Bon
4000951,"Maplewood, avenue","Maplewood, avenue","Springgrove, avenue",39.89,Outremont,2022-07-28,20,Très mauvais,4.02,Moyen
4000958,"Maplewood, avenue","Springgrove, avenue","Duchastel, avenue",141.09,Outremont,2022-07-28,23,Mauvais,3.04,Bon
1604117,"Maplewood, avenue","Duchastel, avenue","Pagnuelo, avenue",140.09,Outremont,2022-07-28,85,Excellent,2.08,Excellent
1604059,"Maplewood, avenue","Pagnuelo, avenue","Courcelette, avenue",103.73,Outremont,2022-07-28,28,Mauvais,3.53,Bon
1604060,"Mont-Royal, boulevard","Courcelette, avenue","Beloeil, avenue",114.08,Outremont,2022-07-28,13,Très mauvais,3.81,Bon
1604177,"Mont-Royal, boulevard","Claude-Champagne, avenue","Vincent-d'Indy, avenue",240.39,Outremont,2022-07-28,13,Très mauvais,3.23,Bon
1604172,"Perham, avenue","Vincent-d'Indy, avenue","Perham, avenue",69.62,Côte-des-Neiges-Notre-Dame-de-Grâce,2022-07-28,19,Très mauvais,,
1604173,"Willowdale, avenue","Vincent-d'Indy, avenue","Glencoe, avenue",89.01,Outremont,2022-07-28,38,Mauvais,,
1604166,"Willowdale, avenue","Glencoe, avenue","Hazelwood, avenue",81.99,Outremont,2022-07-28,60,Moyen,,
1604127,"du Vésinet, côte","McCulloch, avenue","du Vésinet, place",158.39,Outremont,2022-07-28,60,Moyen,2.78,Bon
1604099,"du Vésinet, côte","du Vésinet, place","Maplewood, avenue",47.37,Outremont,2022-07-28,61,Bon,4.96,Moyen
1604101,"McCulloch, avenue","Maplewood, avenue","Roskilde, avenue",75.03,Outremont,2022-07-28,83,Excellent,4.21,Moyen
1604102,"McCulloch, avenue","Roskilde, avenue","Mont-Royal, boulevard",100.59,Outremont,2022-07-28,60,Moyen,4.06,Moyen
1604103,"Mont-Royal, boulevard","McCulloch, avenue","de la Forêt, chemin",194.16,Outremont,2022-07-28,46,Moyen,2.63,Bon
1604119,"de la Forêt, chemin","Mont-Royal, boulevard",,221.92,Outremont,2022-07-28,6,Très mauvais,3.89,Bon
4014672,"Saint-Hubert, rue","Saint-Hubert, rue","Saint-Antoine Est, rue",161.73,Ville-Marie,2022-07-29,18,Très mauvais,9.39,Très mauvais
4014673,"Saint-Hubert, rue","de la Porte-de-Québec, rue","Saint-Hubert, rue",31.5,Ville-Marie,2022-07-29,2,Très mauvais,,
1608940,"Saint-Hubert, rue","de la Commune Est, rue","de la Porte-de-Québec, rue",120.62,Ville-Marie,2022-07-29,64,Bon,2.42,Excellent
1608943,"de la Commune Est, rue","Berri, rue","Saint-Hubert, rue",113,Ville-Marie,2022-07-29,80,Bon,2.08,Excellent
1608939,"de la Commune Est, rue","Saint-Hubert, rue","Saint-André, rue",92.71,Ville-Marie,2022-07-29,85,Excellent,4.32,Moyen
4011707,"de la Commune Est, rue","Saint-André, rue","Atateken, rue",96.46,Ville-Marie,2022-07-29,96,Excellent,5.78,Moyen
4014014,"Atateken, rue","de la Commune Est, rue",,130.21,Ville-Marie,2022-07-29,100,Excellent,2.39,Excellent
4004844,"Atateken, rue","du Glacis, rue","Saint-Antoine Est, rue",132.65,Ville-Marie,2022-07-29,72,Bon,2.45,Excellent
1380563,"Montcalm, rue","Notre-Dame Est, rue","Saint-Antoine Est, rue",110.23,Ville-Marie,2022-07-29,13,Très mauvais,,
1381357,"Wolfe, rue","Viger Est, avenue","De La Gauchetière Est, rue",104.74,Ville-Marie,2022-07-29,66,Bon,,
1381358,"Wolfe, rue","De La Gauchetière Est, rue","René-Lévesque Est, boulevard",119,Ville-Marie,2022-07-29,49,Moyen,1.64,Excellent
4002952,"Sainte-Élisabeth, rue","René-Lévesque Est, boulevard","René-Lévesque Est, boulevard",16.1,Ville-Marie,2022-07-29,45,Moyen,,
1381252,"Sainte-Élisabeth, rue","De La Gauchetière Est, rue","René-Lévesque Est, boulevard",121.07,Ville-Marie,2022-07-29,62,Bon,3.04,Bon
1370756,"de Nazareth, rue","de la Commune Ouest, rue","Brennan, rue",114.27,Ville-Marie,2022-07-29,32,Mauvais,4.33,Moyen
1370635,"King, rue","Wellington, rue","William, rue",150.81,Ville-Marie,2022-07-29,51,Moyen,2.24,Excellent
1370634,"King, rue","de la Commune Ouest, rue","Wellington, rue",213.33,Ville-Marie,2022-07-29,25,Mauvais,2.62,Bon
4006980,"Clark, rue","Saint-Antoine Ouest, rue","Saint-Laurent, boulevard",111.42,Ville-Marie,2022-07-29,15,Très mauvais,,
1380391,"de l'Hôtel-de-Ville, avenue","De La Gauchetière Est, rue","René-Lévesque Est, boulevard",127.03,Ville-Marie,2022-07-29,25,Mauvais,2.63,Bon
1380390,"de l'Hôtel-de-Ville, avenue","Viger Est, avenue","De La Gauchetière Est, rue",115.41,Ville-Marie,2022-07-29,20,Très mauvais,,
1380127,"Brady, ruelle","Clark, rue",,118.25,Ville-Marie,2022-07-29,10,Très mauvais,,
1380172,"du Marché, place","Saint-Laurent, boulevard","Charlotte, rue",62.63,Ville-Marie,2022-07-29,56,Moyen,,
1380068,"Berger, rue","Charlotte, rue","Sainte-Catherine Est, rue",121.27,Ville-Marie,2022-07-29,75,Bon,,
1380173,"Charlotte, rue","du Marché, place","Berger, rue",64.45,Ville-Marie,2022-07-29,80,Bon,,
1380174,"Charlotte, rue","Berger, rue","De Bullion, rue",43.66,Ville-Marie,2022-07-29,100,Excellent,,
4004881,"Charlotte, rue","De Bullion, rue","de l'Hôtel-de-Ville, avenue",76.57,Ville-Marie,2022-07-29,72,Bon,,
1380111,"De Boisbriand, rue","De Bullion, rue","de l'Hôtel-de-Ville, avenue",70.94,Ville-Marie,2022-07-29,28,Mauvais,,
4006979,"De Boisbriand, rue","Saint-Dominique, rue","De Bullion, rue",112.27,Ville-Marie,2022-07-29,56,Moyen,4.74,Moyen
1380141,"De Bullion, rue","Sainte-Catherine Est, rue","De Boisbriand, rue",42.87,Ville-Marie,2022-07-29,15,Très mauvais,,
1380186,"Christin, rue","Sanguinet, rue","Saint-Denis, rue",123.25,Ville-Marie,2022-07-29,15,Très mauvais,,
1380128,"Brazeau, rue","Sanguinet, rue",,56.91,Ville-Marie,2022-07-29,52,Moyen,,
1380862,"Sanguinet, rue","Émery, rue","Ontario Est, rue",140.79,Ville-Marie,2022-07-29,88,Excellent,2.43,Excellent
1380432,"Joly, avenue",,"Ontario Est, rue",49.01,Ville-Marie,2022-07-29,24,Très mauvais,,
1250110,"de l'Hôtel-de-Ville, avenue","Roy Est, rue","Napoléon, rue",179.31,Le Plateau-Mont-Royal,2022-07-29,57,Moyen,1.86,Excellent
1250109,"de l'Hôtel-de-Ville, avenue","des Pins Est, avenue","Roy Est, rue",78.16,Le Plateau-Mont-Royal,2022-07-29,7,Très mauvais,,
1250108,"de l'Hôtel-de-Ville, avenue","Prince-Arthur Est, rue","des Pins Est, avenue",239.19,Le Plateau-Mont-Royal,2022-07-29,27,Mauvais,3.38,Bon
1250106,"de l'Hôtel-de-Ville, avenue","Sherbrooke Est, rue","Prince-Arthur Est, rue",231.2,Le Plateau-Mont-Royal,2022-07-29,58,Moyen,,
