ID_TRC,Rue,De,A,Longueur,Arrondissement,DateReleve,Indice PCI,Etat PCI,Indice IRI,Etat IRI
1609993,Henri-Bourassa Est  boulevard,Wilfrid-Saint-Louis  avenue,Oscar  avenue,96,Montréal-Nord,2018-07-04,89,Bon,2.91,Moyen
1609990,Henri-Bourassa Est  boulevard,Wilfrid-Saint-Louis  avenue,Oscar  avenue,96,Montréal-Nord,2018-07-04,76,Moyen,3.87,Moyen
1609975,Henri-Bourassa Est  boulevard,Oscar  avenue,Saint-Michel  boulevard,83,Montréal-Nord,2018-07-04,77,Moyen,5.21,Mauvais
4003369,Henri-Bourassa Est  boulevard,Saint-Michel  boulevard,Saint-Michel  boulevard,15,Montréal-Nord,2018-07-04,100,Excellent,7.66,Très mauvais
1609963,Henri-Bourassa Est  boulevard,Saint-Michel  boulevard,Audoin  avenue,187,Montréal-Nord,2018-07-04,59,Mauvais,3.98,Moyen
1609957,Henri-Bourassa Est  boulevard,Audoin  avenue,Leblanc  avenue,104,Montréal-Nord,2018-07-04,59,Mauvais,4.42,Moyen
1609953,Henri-Bourassa Est  boulevard,Leblanc  avenue,Lausanne  avenue,106,Montréal-Nord,2018-07-04,85,Bon,3.16,Moyen
1609952,Henri-Bourassa Est  boulevard,Leblanc  avenue,Lausanne  avenue,109,Montréal-Nord,2018-07-04,57,Mauvais,3.81,Moyen
1625482,Henri-Bourassa Est  boulevard,Henri-Bourassa Est  boulevard,Henri-Bourassa Est  boulevard,185,Montréal-Nord,2018-07-04,100,Excellent,1.55,Bon
1625481,Henri-Bourassa Est  boulevard,Albert-Hudon  boulevard,Henri-Bourassa Est  boulevard,250,Montréal-Nord,2018-07-04,82,Bon,2.5,Bon
4001313,Henri-Bourassa Est  boulevard,Albert-Hudon  boulevard,Henri-Bourassa Est  boulevard,65,Montréal-Nord,2018-07-04,99,Excellent,3.21,Moyen
4000921,Henri-Bourassa Est  boulevard,Lacordaire  boulevard,Non-nommée  voie,68,Montréal-Nord,2018-07-04,100,Excellent,2.84,Moyen
1609937,Henri-Bourassa Est  boulevard,des Laurentides  avenue,Saint-Vital  boulevard,76,Montréal-Nord,2018-07-04,81,Bon,4.2,Moyen
4000293,Henri-Bourassa Est  boulevard,de Cobourg  avenue,des Laurentides  avenue,75,Montréal-Nord,2018-08-01,82,Bon,3.21,Moyen
4000619,Henri-Bourassa Est  boulevard,de Mère-Anselme  avenue,de Cobourg  avenue,78,Montréal-Nord,2018-07-04,92,Excellent,2.36,Bon
1609946,Henri-Bourassa Est  boulevard,de Belleville  avenue,de Mère-Anselme  avenue,79,Montréal-Nord,2018-07-04,92,Excellent,2.67,Moyen
1609950,Henri-Bourassa Est  boulevard,Lausanne  avenue,de Belleville  avenue,81,Montréal-Nord,2018-07-04,76,Moyen,4.26,Moyen
1611097,Henri-Bourassa Est  boulevard,Non-nommée  voie,Désy  avenue,102,Montréal-Nord,2018-07-04,100,Excellent,2.99,Moyen
1610686,Henri-Bourassa Est  boulevard,Hénault  avenue,Sainte-Gertrude  boulevard,80,Montréal-Nord,2018-07-04,43,Mauvais,3.39,Moyen
1610687,Henri-Bourassa Est  boulevard,Hénault  avenue,Sainte-Gertrude  boulevard,81,Montréal-Nord,2018-07-04,21,Très mauvais,4.81,Mauvais
1610682,Henri-Bourassa Est  boulevard,Sainte-Gertrude  boulevard,Lamoureux  avenue,79,Montréal-Nord,2018-07-04,90,Bon,3.31,Moyen
1610679,Henri-Bourassa Est  boulevard,Lamoureux  avenue,Georges-Pichet  avenue,48,Montréal-Nord,2018-07-04,100,Excellent,3.95,Moyen
1610674,Henri-Bourassa Est  boulevard,Georges-Pichet  avenue,Racette  avenue,68,Montréal-Nord,2018-07-04,100,Excellent,2.01,Bon
1610906,Henri-Bourassa Est  boulevard,Racette  avenue,Brunet  avenue,72,Montréal-Nord,2018-07-04,100,Excellent,2.58,Moyen
1610905,Henri-Bourassa Est  boulevard,Racette  avenue,Brunet  avenue,72,Montréal-Nord,2018-07-04,100,Excellent,2.55,Moyen
1610871,Henri-Bourassa Est  boulevard,Salk  avenue,Non-nommée  voie,121,Montréal-Nord,2018-07-04,100,Excellent,2.72,Moyen
1610894,Henri-Bourassa Est  boulevard,Edger  avenue,Salk  avenue,72,Montréal-Nord,2018-07-04,100,Excellent,2.8,Moyen
1610897,Henri-Bourassa Est  boulevard,Alfred  avenue,Edger  avenue,71,Montréal-Nord,2018-07-04,100,Excellent,3.53,Moyen
1610903,Henri-Bourassa Est  boulevard,Brunet  avenue,Alfred  avenue,69,Montréal-Nord,2018-07-04,100,Excellent,3.09,Moyen
1610900,Henri-Bourassa Est  boulevard,Brunet  avenue,Alfred  avenue,68,Montréal-Nord,2018-07-04,100,Excellent,3.01,Moyen
1610898,Henri-Bourassa Est  boulevard,Alfred  avenue,Edger  avenue,71,Montréal-Nord,2018-07-04,100,Excellent,3.03,Moyen
1610870,Henri-Bourassa Est  boulevard,Salk  avenue,Non-nommée  voie,118,Montréal-Nord,2018-07-30,100,Excellent,3.1,Moyen
1610895,Henri-Bourassa Est  boulevard,Edger  avenue,Salk  avenue,73,Montréal-Nord,2018-07-04,100,Excellent,2.52,Moyen
1610694,Henri-Bourassa Est  boulevard,L'Archevêque  avenue,Pigeon  avenue,70,Montréal-Nord,2018-07-04,33,Très mauvais,3.17,Moyen
1610689,Henri-Bourassa Est  boulevard,Pigeon  avenue,Hénault  avenue,81,Montréal-Nord,2018-07-04,41,Mauvais,3.61,Moyen
1610690,Henri-Bourassa Est  boulevard,Pigeon  avenue,Hénault  avenue,81,Montréal-Nord,2018-07-04,33,Très mauvais,4.15,Moyen
1610695,Henri-Bourassa Est  boulevard,L'Archevêque  avenue,Pigeon  avenue,71,Montréal-Nord,2018-07-04,24,Très mauvais,3.53,Moyen
1610699,Henri-Bourassa Est  boulevard,Bellevois  avenue,L'Archevêque  avenue,72,Montréal-Nord,2018-07-04,43,Mauvais,3.05,Moyen
1610527,Henri-Bourassa Est  boulevard,Éthier  avenue,Bellevois  avenue,75,Montréal-Nord,2018-07-04,57,Mauvais,3.16,Moyen
1610531,Henri-Bourassa Est  boulevard,Drapeau  avenue,Éthier  avenue,75,Montréal-Nord,2018-07-04,55,Mauvais,3.55,Moyen
1610698,Henri-Bourassa Est  boulevard,Bellevois  avenue,L'Archevêque  avenue,72,Montréal-Nord,2018-07-04,46,Mauvais,3.61,Moyen
1610683,Henri-Bourassa Est  boulevard,Sainte-Gertrude  boulevard,Lamoureux  avenue,78,Montréal-Nord,2018-07-04,92,Excellent,3.15,Moyen
1610677,Henri-Bourassa Est  boulevard,Lamoureux  avenue,Georges-Pichet  avenue,48,Montréal-Nord,2018-07-04,100,Excellent,3.89,Moyen
1610673,Henri-Bourassa Est  boulevard,Georges-Pichet  avenue,Racette  avenue,69,Montréal-Nord,2018-07-04,100,Excellent,2.9,Moyen
1610544,Henri-Bourassa Est  boulevard,Léger  boulevard,Drapeau  avenue,136,Montréal-Nord,2018-07-04,60,Mauvais,4.15,Moyen
1610542,Henri-Bourassa Est  boulevard,Léger  boulevard,Balzac  avenue,147,Montréal-Nord,2018-07-04,31,Très mauvais,3.54,Moyen
1610534,Henri-Bourassa Est  boulevard,Balzac  avenue,Drapeau  avenue,73,Montréal-Nord,2018-07-04,57,Mauvais,2.05,Bon
1610536,Henri-Bourassa Est  boulevard,Pelletier  avenue,Armand-Lavergne  avenue,126,Montréal-Nord,2018-08-02,43,Mauvais,5.64,Mauvais
1610532,Henri-Bourassa Est  boulevard,Drapeau  avenue,Éthier  avenue,75,Montréal-Nord,2018-07-04,38,Très mauvais,2.63,Moyen
1610526,Henri-Bourassa Est  boulevard,Éthier  avenue,Bellevois  avenue,75,Montréal-Nord,2018-07-04,51,Mauvais,2.36,Bon
1610492,Henri-Bourassa Est  boulevard,Pelletier  avenue,Léger  boulevard,101,Montréal-Nord,2018-07-04,50,Mauvais,3.8,Moyen
1610490,Henri-Bourassa Est  boulevard,Garon  avenue,Pelletier  avenue,94,Montréal-Nord,2018-07-11,40,Très mauvais,4.57,Mauvais
1610489,Henri-Bourassa Est  boulevard,Garon  avenue,Pelletier  avenue,104,Montréal-Nord,2018-08-02,30,Très mauvais,7.5,Très mauvais
1610207,Henri-Bourassa Est  boulevard,Saint-Julien  avenue,Hébert  avenue,72,Montréal-Nord,2018-07-11,70,Moyen,3.38,Moyen
1610205,Henri-Bourassa Est  boulevard,Hébert  avenue,de l'Hôtel-de-Ville  avenue,61,Montréal-Nord,2018-07-04,81,Bon,3.05,Moyen
1609994,Henri-Bourassa Est  boulevard,Henri-Bourassa Est  boulevard,Wilfrid-Saint-Louis  avenue,30,Montréal-Nord,2018-07-04,68,Moyen,4.23,Moyen
1609992,Henri-Bourassa Est  boulevard,Henri-Bourassa Est  boulevard,Wilfrid-Saint-Louis  avenue,27,Montréal-Nord,2018-07-04,82,Bon,2.37,Bon
1609958,Henri-Bourassa Est  boulevard,Audoin  avenue,Leblanc  avenue,104,Montréal-Nord,2018-07-04,94,Excellent,3.67,Moyen
1609945,Henri-Bourassa Est  boulevard,de Belleville  avenue,de Mère-Anselme  avenue,79,Montréal-Nord,2018-07-04,15,Très mauvais,5.32,Mauvais
1609949,Henri-Bourassa Est  boulevard,Lausanne  avenue,de Belleville  avenue,80,Montréal-Nord,2018-07-04,18,Très mauvais,6.78,Très mauvais
1609941,Henri-Bourassa Est  boulevard,de Mère-Anselme  avenue,de Cobourg  avenue,79,Montréal-Nord,2018-07-04,33,Très mauvais,6.46,Très mauvais
1609936,Henri-Bourassa Est  boulevard,des Laurentides  avenue,Saint-Vital  boulevard,76,Montréal-Nord,2018-07-04,22,Très mauvais,4.97,Mauvais
1609939,Henri-Bourassa Est  boulevard,de Cobourg  avenue,des Laurentides  avenue,73,Montréal-Nord,2018-07-04,52,Mauvais,7.41,Très mauvais
1609934,Henri-Bourassa Est  boulevard,Saint-Vital  boulevard,de Bruxelles  avenue,79,Montréal-Nord,2018-07-04,43,Mauvais,7.03,Très mauvais
1609930,Henri-Bourassa Est  boulevard,de Bruxelles  avenue,de Rome  avenue,71,Montréal-Nord,2018-07-04,20,Très mauvais,8.29,Très mauvais
1609931,Henri-Bourassa Est  boulevard,de Bruxelles  avenue,de Rome  avenue,71,Montréal-Nord,2018-07-04,16,Très mauvais,12.16,Très mauvais
1609933,Henri-Bourassa Est  boulevard,Saint-Vital  boulevard,de Bruxelles  avenue,79,Montréal-Nord,2018-07-04,5,Très mauvais,5.84,Mauvais
1609928,Henri-Bourassa Est  boulevard,de Rome  avenue,Plaza  avenue,73,Montréal-Nord,2018-07-04,28,Très mauvais,6.08,Très mauvais
1609927,Henri-Bourassa Est  boulevard,de Rome  avenue,Plaza  avenue,72,Montréal-Nord,2018-07-04,7,Très mauvais,12.43,Très mauvais
1609925,Henri-Bourassa Est  boulevard,Plaza  avenue,de Paris  avenue,72,Montréal-Nord,2018-07-04,20,Très mauvais,5.95,Mauvais
1609924,Henri-Bourassa Est  boulevard,Plaza  avenue,de Paris  avenue,73,Montréal-Nord,2018-07-04,16,Très mauvais,5.64,Mauvais
4008093,Industriel  boulevard,Lacordaire  boulevard,Gervais  avenue,72,Montréal-Nord,2018-07-30,100,Excellent,4.47,Moyen
1611481,Industriel  boulevard,Moisan  avenue,Arthur-Buies  avenue,13,Montréal-Nord,2018-08-01,66,Moyen,5.85,Mauvais
1611493,Industriel  boulevard,Arthur-Buies  avenue,Lacordaire  boulevard,76,Montréal-Nord,2018-07-30,54,Moyen,7.47,Très mauvais
4003454,Industriel  boulevard,Lacordaire  boulevard,Lacordaire  boulevard,12,Montréal-Nord,2018-07-30,65,Moyen,13.72,Très mauvais
1610295,Industriel  boulevard,des Récollets  avenue,Pie-IX  boulevard,209,Montréal-Nord,2018-08-02,40,Mauvais,6.48,Mauvais
4003429,Industriel  boulevard,Pie-IX  boulevard,Pie-IX  boulevard,14,Montréal-Nord,2018-07-30,97,Excellent,8.52,Très mauvais
1624702,Industriel  boulevard,Saint-Michel  boulevard,Lausanne  avenue,34,Montréal-Nord,2018-08-01,35,Mauvais,5.59,Mauvais
1610274,Industriel  boulevard,Lausanne  avenue,de Belleville  avenue,38,Montréal-Nord,2018-07-30,14,Très mauvais,3.42,Bon
1611505,Industriel  boulevard,Gervais  avenue,Massé  avenue,83,Montréal-Nord,2018-07-30,99,Excellent,4,Bon
1611484,Industriel  boulevard,Jean-Meunier  avenue,Moisan  avenue,167,Montréal-Nord,2018-07-30,48,Mauvais,4.57,Moyen
1611489,Industriel  boulevard,d'Amiens  rue,Cantin  avenue,159,Montréal-Nord,2018-08-01,40,Mauvais,4.875,Moyen
1611476,Industriel  boulevard,Brunet  avenue,d'Amiens  rue,272,Montréal-Nord,2018-08-01,67,Moyen,3.16,Bon
1611487,Industriel  boulevard,Cantin  avenue,Jean-Meunier  avenue,142,Montréal-Nord,2018-07-30,19,Très mauvais,7.33,Très mauvais
1611482,Industriel  boulevard,de Castille  rue,Moisan  avenue,85,Montréal-Nord,2018-07-30,35,Mauvais,9.94,Très mauvais
1611483,Industriel  boulevard,Moisan  avenue,de Castille  rue,28,Montréal-Nord,2018-08-01,24,Très mauvais,7.265,Très mauvais
1611472,Industriel  boulevard,Georges-Pichet  avenue,Racette  avenue,75,Montréal-Nord,2018-08-01,54,Moyen,2.345,Bon
1611473,Industriel  boulevard,Racette  avenue,Brunet  avenue,74,Montréal-Nord,2018-08-01,47,Mauvais,2.975,Bon
1610339,Industriel  boulevard,Lamoureux  avenue,Georges-Pichet  avenue,52,Montréal-Nord,2018-08-01,28,Très mauvais,5.335,Moyen
1610444,Industriel  boulevard,Sainte-Gertrude  boulevard,Lamoureux  avenue,86,Montréal-Nord,2018-08-01,35,Mauvais,3.505,Moyen
1610442,Industriel  boulevard,Hénault  avenue,Sainte-Gertrude  boulevard,81,Montréal-Nord,2018-07-30,40,Mauvais,4.12,Moyen
1610440,Industriel  boulevard,Pigeon  avenue,Hénault  avenue,79,Montréal-Nord,2018-08-01,48,Mauvais,5.555,Mauvais
1610438,Industriel  boulevard,L'Archevêque  avenue,Pigeon  avenue,77,Montréal-Nord,2018-08-01,34,Mauvais,5.835,Mauvais
1610436,Industriel  boulevard,Bellevois  avenue,L'Archevêque  avenue,77,Montréal-Nord,2018-08-01,31,Mauvais,6.39,Mauvais
1610434,Industriel  boulevard,Éthier  avenue,Bellevois  avenue,75,Montréal-Nord,2018-08-02,48,Mauvais,4.985,Moyen
1610432,Industriel  boulevard,Drapeau  avenue,Éthier  avenue,80,Montréal-Nord,2018-08-01,56,Moyen,5.21,Moyen
1610429,Industriel  boulevard,Balzac  avenue,Drapeau  avenue,80,Montréal-Nord,2018-08-01,43,Mauvais,4.065,Moyen
1610421,Industriel  boulevard,Garon  avenue,Pelletier  avenue,105,Montréal-Nord,2018-08-01,25,Très mauvais,5.625,Mauvais
1610423,Industriel  boulevard,Pelletier  avenue,Armand-Lavergne  avenue,136,Montréal-Nord,2018-08-01,29,Très mauvais,4.57,Moyen
1610425,Industriel  boulevard,Armand-Lavergne  avenue,Balzac  avenue,123,Montréal-Nord,2018-08-01,47,Mauvais,4.08,Moyen
1610419,Industriel  boulevard,de l'Hôtel-de-Ville  avenue,Garon  avenue,61,Montréal-Nord,2018-08-01,70,Moyen,5.17,Moyen
1610417,Industriel  boulevard,Hébert  avenue,de l'Hôtel-de-Ville  avenue,63,Montréal-Nord,2018-08-01,64,Moyen,4.365,Moyen
1610415,Industriel  boulevard,Pie-IX  boulevard,Hébert  avenue,135,Montréal-Nord,2018-08-01,46,Mauvais,5.24,Moyen
1610294,Industriel  boulevard,de London  avenue,des Récollets  avenue,81,Montréal-Nord,2018-08-02,11,Très mauvais,6.15,Mauvais
1610293,Industriel  boulevard,de Paris  avenue,de London  avenue,68,Montréal-Nord,2018-08-01,26,Très mauvais,4.3,Moyen
1610292,Industriel  boulevard,Plaza  avenue,de Paris  avenue,70,Montréal-Nord,2018-08-01,17,Très mauvais,4.305,Moyen
1610291,Industriel  boulevard,de Rome  avenue,Plaza  avenue,78,Montréal-Nord,2018-08-01,30,Très mauvais,4.14,Moyen
1610290,Industriel  boulevard,de Bruxelles  avenue,de Rome  avenue,66,Montréal-Nord,2018-07-30,26,Très mauvais,8.53,Très mauvais
1610289,Industriel  boulevard,Saint-Vital  boulevard,de Bruxelles  avenue,41,Montréal-Nord,2018-07-30,16,Très mauvais,6.98,Mauvais
1610288,Industriel  boulevard,des Laurentides  avenue,Saint-Vital  boulevard,107,Montréal-Nord,2018-08-01,41,Mauvais,3.96,Moyen
1610287,Industriel  boulevard,de Cobourg  avenue,des Laurentides  avenue,72,Montréal-Nord,2018-08-01,28,Très mauvais,6.55,Mauvais
1610277,Industriel  boulevard,du Parc-Georges  avenue,de Cobourg  avenue,71,Montréal-Nord,2018-07-30,24,Très mauvais,3.16,Bon
1610275,Industriel  boulevard,de Belleville  avenue,du Parc-Georges  avenue,76,Montréal-Nord,2018-08-01,41,Mauvais,3.885,Moyen
1610170,Jean  rue,Gariépy  avenue,Beaudin  rue,75,Montréal-Nord,2018-08-02,99,Excellent,6.7,Mauvais
1611485,Jean-Meunier  avenue,Industriel  boulevard,de Castille  rue,157,Montréal-Nord,2018-08-01,23,Mauvais,9.52,Très mauvais
1611446,Jean-Meunier  avenue,de Castille  rue,Louis-Francoeur  rue,73,Montréal-Nord,2018-08-01,63,Bon,4.77,Moyen
1611445,Jean-Meunier  avenue,Louis-Francoeur  rue,de Charleroi  rue,91,Montréal-Nord,2018-08-01,52,Moyen,5.56,Moyen
1611434,Jean-Meunier  avenue,de Charleroi  rue,Omer-Héroux  avenue,91,Montréal-Nord,2018-08-01,100,Excellent,3.74,Bon
1611073,Jean-Meunier  avenue,Omer-Héroux  avenue,d'Amos  rue,146,Montréal-Nord,2018-07-30,100,Excellent,2.94,Bon
1611071,Jean-Meunier  avenue,d'Amos  rue,Jules-Fournier  rue,83,Montréal-Nord,2018-07-30,99,Excellent,2.85,Bon
1610955,Jean-Meunier  avenue,Jules-Fournier  rue,Henri-Bourassa Est  boulevard,90,Montréal-Nord,2018-07-30,99,Excellent,3,Bon
1611486,Jean-Meunier  avenue,Cul de sac,Industriel  boulevard,81,Montréal-Nord,2018-08-01,77,Bon,5.26,Moyen
1611128,Joseph-Dufresne  rue,Aimé-Léonard  avenue,Hector-Lamarre  avenue,81,Montréal-Nord,2018-07-14,99,Excellent,4.21,Moyen
1611132,Joseph-Dufresne  rue,Lacordaire  boulevard,Aimé-Léonard  avenue,85,Montréal-Nord,2018-07-14,100,Excellent,2.9,Bon
1614549,Lacordaire  boulevard,Lacordaire  boulevard,Industriel  boulevard,197,Montréal-Nord,2018-07-14,41,Mauvais,3.22,Moyen
4009206,Lacordaire  boulevard,Industriel  boulevard,Non-nommée  voie,105,Montréal-Nord,2018-07-14,34,Très mauvais,4.42,Moyen
4009207,Lacordaire  boulevard,Non-nommée  voie,de Charleroi  rue,22,Montréal-Nord,2018-07-14,49,Mauvais,3.75,Moyen
1611058,Lacordaire  boulevard,de Charleroi  rue,d'Amos  rue,214,Montréal-Nord,2018-07-14,45,Mauvais,5.39,Mauvais
1611056,Lacordaire  boulevard,d'Amos  rue,Henri-Bourassa Est  boulevard,142,Montréal-Nord,2018-07-14,50,Mauvais,5.75,Mauvais
4003459,Lacordaire  boulevard,Henri-Bourassa Est  boulevard,Henri-Bourassa Est  boulevard,14,Montréal-Nord,2018-07-14,100,Excellent,8.66,Très mauvais
1611044,Lacordaire  boulevard,Henri-Bourassa Est  boulevard,des Narcisses  rue,103,Montréal-Nord,2018-07-14,69,Moyen,6.93,Très mauvais
1611038,Lacordaire  boulevard,des Narcisses  rue,des Iris  rue,243,Montréal-Nord,2018-07-14,100,Excellent,2.37,Bon
1611037,Lacordaire  boulevard,des Iris  rue,Crevier  rue,105,Montréal-Nord,2018-07-14,100,Excellent,1.65,Bon
1611030,Lacordaire  boulevard,Crevier  rue,des Tulipes  rue,156,Montréal-Nord,2018-07-14,100,Excellent,1.74,Bon
1610769,Lacordaire  boulevard,des Tulipes  rue,Maurice-Duplessis  boulevard,82,Montréal-Nord,2018-07-14,100,Excellent,2.41,Bon
1610767,Lacordaire  boulevard,Maurice-Duplessis  boulevard,des Roses  rue,79,Montréal-Nord,2018-07-14,86,Bon,3.57,Moyen
1610763,Lacordaire  boulevard,des Roses  rue,Claude  rue,156,Montréal-Nord,2018-07-14,86,Bon,2.77,Moyen
1610734,Lacordaire  boulevard,Claude  rue,Arthur-Chevrier  rue,146,Montréal-Nord,2018-07-14,83,Bon,3.47,Moyen
4000925,Lacordaire  boulevard,Arthur-Chevrier  rue,Léger  boulevard,142,Montréal-Nord,2018-07-14,94,Excellent,2.55,Moyen
1611065,Lacordaire  boulevard,Industriel  boulevard,de Charleroi  rue,126,Montréal-Nord,2018-07-14,15,Très mauvais,6.25,Très mauvais
1611057,Lacordaire  boulevard,de Charleroi  rue,d'Amos  rue,214,Montréal-Nord,2018-07-14,11,Très mauvais,9.79,Très mauvais
4000923,Lacordaire  boulevard,d'Amos  rue,Lacordaire  boulevard,91,Montréal-Nord,2018-07-14,10,Très mauvais,7.12,Très mauvais
4000922,Lacordaire  boulevard,Lacordaire  boulevard,Henri-Bourassa Est  boulevard,48,Montréal-Nord,2018-07-14,23,Très mauvais,8.89,Très mauvais
4003460,Lacordaire  boulevard,Henri-Bourassa Est  boulevard,Henri-Bourassa Est  boulevard,14,Montréal-Nord,2018-07-14,100,Excellent,18.1,Très mauvais
1611042,Lacordaire  boulevard,Henri-Bourassa Est  boulevard,Renoir  rue,104,Montréal-Nord,2018-07-14,54,Mauvais,6.71,Très mauvais
1611036,Lacordaire  boulevard,Renoir  rue,Crevier  rue,349,Montréal-Nord,2018-07-14,98,Excellent,1.89,Bon
1611029,Lacordaire  boulevard,Crevier  rue,des Tulipes  rue,155,Montréal-Nord,2018-07-14,100,Excellent,1.93,Bon
1610768,Lacordaire  boulevard,des Tulipes  rue,Maurice-Duplessis  boulevard,82,Montréal-Nord,2018-07-14,100,Excellent,3.59,Moyen
1610765,Lacordaire  boulevard,Maurice-Duplessis  boulevard,des Roses  rue,79,Montréal-Nord,2018-07-14,98,Excellent,2.84,Moyen
1610762,Lacordaire  boulevard,des Roses  rue,Claude  rue,156,Montréal-Nord,2018-07-14,100,Excellent,2.54,Moyen
1610730,Lacordaire  boulevard,Claude  rue,Arthur-Chevrier  rue,147,Montréal-Nord,2018-07-14,100,Excellent,2.53,Moyen
1610973,Lacordaire  boulevard,Arthur-Chevrier  rue,Léger  boulevard,186,Montréal-Nord,2018-07-14,97,Excellent,2.92,Moyen
4003468,Lacordaire  boulevard,Léger  boulevard,Léger  boulevard,14,Montréal-Nord,2018-07-14,84,Bon,6.97,Mauvais
1610966,Lacordaire  boulevard,Léger  boulevard,Roy  rue,58,Montréal-Nord,2018-07-14,81,Bon,5.3,Moyen
1611136,Lacordaire  boulevard,Roy  rue,Joseph-Dufresne  rue,249,Montréal-Nord,2018-07-14,74,Bon,3.29,Bon
1611133,Lacordaire  boulevard,Joseph-Dufresne  rue,Napoléon-Bédard  rue,80,Montréal-Nord,2018-07-14,74,Bon,3.21,Bon
1611134,Lacordaire  boulevard,Napoléon-Bédard  rue,Gouin Est  boulevard,51,Montréal-Nord,2018-07-14,74,Bon,6.22,Mauvais
4000926,Lacordaire  boulevard,Léger  boulevard,Léger  boulevard,44,Montréal-Nord,2018-07-14,87,Bon,4.77,Mauvais
1614548,Lacordaire  boulevard,Lacordaire  boulevard,Industriel  boulevard,191,Montréal-Nord,2018-07-14,98,Excellent,2.49,Bon
1610298,Lamoureux  avenue,Industriel  boulevard,d'Amiens  rue,243,Montréal-Nord,2018-08-01,95,Excellent,2.63,Bon
4009176,Langelier  boulevard,Renoir  rue,de Dijon  rue,302,Montréal-Nord,2018-07-30,97,Excellent,2.03,Bon
1611363,Langelier  boulevard,de Dijon  rue,Marie-Victorin  rue,143,Montréal-Nord,2018-07-30,94,Excellent,2.38,Bon
1611331,Langelier  boulevard,Marie-Victorin  rue,de Beaucourt  rue,72,Montréal-Nord,2018-07-30,96,Excellent,2.98,Bon
1611287,Langelier  boulevard,de Beaucourt  rue,Bonneville  rue,210,Montréal-Nord,2018-07-30,100,Excellent,2.13,Bon
1611284,Langelier  boulevard,Bonneville  rue,Maurice-Duplessis  boulevard,71,Montréal-Nord,2018-07-30,99,Excellent,3.26,Bon
4003572,Langelier  boulevard,Maurice-Duplessis  boulevard,Maurice-Duplessis  boulevard,11,Montréal-Nord,2018-07-30,100,Excellent,6.11,Mauvais
1611275,Langelier  boulevard,Maurice-Duplessis  boulevard,Tardif  rue,88,Montréal-Nord,2018-07-30,100,Excellent,2.86,Bon
1611259,Langelier  boulevard,Tardif  rue,Pascal  rue,215,Montréal-Nord,2018-07-30,100,Excellent,2.42,Bon
1611260,Langelier  boulevard,Pascal  rue,Arthur-Chevrier  rue,75,Montréal-Nord,2018-07-30,72,Bon,5.12,Moyen
1611261,Langelier  boulevard,Arthur-Chevrier  rue,Pierre  rue,75,Montréal-Nord,2018-07-30,65,Moyen,3.21,Bon
1611246,Langelier  boulevard,Pierre  rue,Dagenais  rue,257,Montréal-Nord,2018-07-30,68,Moyen,3.28,Bon
1611233,Langelier  boulevard,Dagenais  rue,Villeneuve  rue,76,Montréal-Nord,2018-07-30,88,Excellent,3.99,Moyen
1611223,Langelier  boulevard,Villeneuve  rue,Léger  boulevard,92,Montréal-Nord,2018-07-30,75,Bon,3.94,Moyen
4003512,Langelier  boulevard,Léger  boulevard,Léger  boulevard,12,Montréal-Nord,2018-07-30,61,Moyen,8.21,Très mauvais
1611216,Langelier  boulevard,Léger  boulevard,Allard  avenue,185,Montréal-Nord,2018-07-30,95,Excellent,3.65,Moyen
1611213,Langelier  boulevard,Allard  avenue,Gouin Est  boulevard,116,Montréal-Nord,2018-07-30,54,Moyen,4.16,Moyen
1611371,Langelier  boulevard,Henri-Bourassa Est  boulevard,Renoir  rue,87,Montréal-Nord,2018-07-30,88,Excellent,3.74,Moyen
1611364,Langelier  boulevard,Renoir  rue,de Dijon  rue,303,Montréal-Nord,2018-07-30,95,Excellent,2.34,Bon
1611362,Langelier  boulevard,de Dijon  rue,Marie-Victorin  rue,142,Montréal-Nord,2018-07-30,87,Excellent,2.47,Bon
1611330,Langelier  boulevard,Marie-Victorin  rue,de Beaucourt  rue,73,Montréal-Nord,2018-07-30,100,Excellent,3.17,Bon
1611286,Langelier  boulevard,de Beaucourt  rue,Bonneville  rue,210,Montréal-Nord,2018-07-30,100,Excellent,1.58,Excellent
1611283,Langelier  boulevard,Bonneville  rue,Maurice-Duplessis  boulevard,71,Montréal-Nord,2018-07-30,96,Excellent,2.71,Bon
4003573,Langelier  boulevard,Maurice-Duplessis  boulevard,Maurice-Duplessis  boulevard,11,Montréal-Nord,2018-07-30,100,Excellent,6.95,Mauvais
1611274,Langelier  boulevard,Maurice-Duplessis  boulevard,Tardif  rue,88,Montréal-Nord,2018-07-30,100,Excellent,3.06,Bon
1611257,Langelier  boulevard,Tardif  rue,Pascal  rue,214,Montréal-Nord,2018-07-30,100,Excellent,2.71,Bon
1611255,Langelier  boulevard,Pascal  rue,Arthur-Chevrier  rue,75,Montréal-Nord,2018-07-30,91,Excellent,2.2,Bon
1611253,Langelier  boulevard,Arthur-Chevrier  rue,Pierre  rue,74,Montréal-Nord,2018-07-30,100,Excellent,3.38,Bon
1611245,Langelier  boulevard,Pierre  rue,Dagenais  rue,258,Montréal-Nord,2018-07-30,98,Excellent,2.21,Bon
1611231,Langelier  boulevard,Dagenais  rue,Villeneuve  rue,76,Montréal-Nord,2018-07-30,90,Excellent,2.94,Bon
