"date","substance","chomedey","pont-viau","sainte-rose"
"2016-08-10","Dichloro-1,2 benz̬ne","0.2","0.2","0.2"
"2016-08-10","Dichloro-1,4 benz̬ne","0.2","0.2","0.2"
"2016-08-10","Chloroforme","44","60","60"
"2016-08-10","Bromodichlorom̩thane","6","7","9"
"2016-08-10","Dibromochlorom̩thane","1","1","1"
"2016-08-10","Bromoforme","1","1","1"
"2016-08-10","Sommation des THM","50","67","70"
"2016-08-10","Dichloro-2,4 ph̩nol","0.3","0.3","0.3"
"2016-08-10","Pentachloroph̩nol","0.4","0.4","0.4"
"2016-08-10","T̩trachloro-2,3,4,6 ph̩nol","0.4","0.4","0.4"
"2016-08-10","Trichloro-2,4,6 ph̩nol","0.4","0.4","0.4"
"2016-08-10","Diquat","10","10","10"
"2016-08-10","Paraquat (en dichlorures)","0.60","0.60","0.60"
"2016-08-10","Glyphosate","10","10","10"
"2016-08-10","Benzo(a)pyr̬ne","0.003","0.003","0.003"
"2016-08-10","Diuron","0.3","0.3","0.3"
"2016-08-10","Bendiocarbe","0.2","0.2","0.2"
"2016-08-10","Trifluraline","0.2","0.2","0.2"
"2016-08-10","Phorate","0.2","0.2","0.2"
"2016-08-10","Dimethoate","0.2","0.2","0.2"
"2016-08-10","Simazine","0.2","0.2","0.2"
"2016-08-10","Carbofurane","0.2","0.2","0.2"
"2016-08-10","Terbufos","0.2","0.2","0.2"
"2016-08-10","Diazinon","0.2","0.2","0.2"
"2016-08-10","M̩tribuzine","0.2","0.2","0.2"
"2016-08-10","Carbaryl","0.2","0.2","0.2"
"2016-08-10","Malathion","0.2","0.2","0.2"
"2016-08-10","M̩tolachlore","0.2","0.2","0.2"
"2016-08-10","Chlorpyrifos","0.2","0.2","0.2"
"2016-08-10","Cyanazine","0.2","0.2","0.2"
"2016-08-10","Parathion","0.2","0.2","0.2"
"2016-08-10","Azinphos-m̩thyle","0.3","0.3","0.3"
"2016-08-10","M̩thoxychlore","0.03","0.03","0.03"
"2016-08-10","Atrazine et ses m̩tabolites","0.3","0.3","0.3"
"2016-08-10","Dicamba","0.6","0.6","0.6"
"2016-08-10","Dichloro-2,4 ph̩noxyac̩tique, acide (2,4-D)","0.03","0.03","0.03"
"2016-08-10","Piclorame","0.06","0.06","0.06"
"2016-08-10","Bromoxynil","0.4","0.4","0.4"
"2016-08-10","Dinos̬be","0.4","0.4","0.4"
"2016-08-10","Dichlorop-m̩thyle","0.2","0.2","0.2"
"2016-11-16","Chlorure de vinyle","0.2","0.2","0.2"
"2016-11-16","Dichloro-1,1 ̩thyl̬ne","1","1","1"
"2016-11-16","Dichlorom̩thane","0.9","0.9","0.9"
"2016-11-16","T̩trachlorure de carbone","0.2","0.2","0.2"
"2016-11-16","Benz̬ne","0.2","0.2","0.2"
"2016-11-16","Dichloro-1,2 ̩thane","0.1","0.1","0.1"
"2016-11-16","Trichloro̩thyl̬ne","0.1","0.1","0.1"
"2016-11-16","T̩trachloro̩thyl̬ne","0.2","0.2","0.2"
"2016-11-16","Chlorobenz̬ne","0.2","0.2","0.2"
"2016-11-16","Dichloro-1,2 benz̬ne","0.2","0.2","0.2"
"2016-11-16","Dichloro-1,4 benz̬ne","0.2","0.2","0.2"
"2016-11-16","Chloroforme","24","25","25"
"2016-11-16","Bromodichlorom̩thane","6","6","6"
"2016-11-16","Dibromochlorom̩thane","1","1","1"
"2016-11-16","Bromoforme","1","1","1"
"2016-11-16","Sommation des THM","31","31","32"
"2016-11-16","Dichloro-2,4 ph̩nol","0.3","0.3","0.3"
"2016-11-16","Pentachloroph̩nol","0.4","0.4","0.4"
"2016-11-16","T̩trachloro-2,3,4,6 ph̩nol","0.4","0.4","0.4"
"2016-11-16","Trichloro-2,4,6 ph̩nol","0.4","0.4","0.4"
"2016-11-16","Diquat","10","10","10"
"2016-11-16","Paraquat (en dichlorures)","0.60","0.60","0.60"
"2016-11-16","Glyphosate","10","10","10"
"2016-11-16","Benzo(a)pyr̬ne","0.003","0.003","0.003"
"2016-11-16","Diuron","0.3","0.3","0.3"
"2016-11-16","Bendiocarbe","0.2","0.2","0.2"
"2016-11-16","Trifluraline","0.2","0.2","0.2"
"2016-11-16","Phorate","0.2","0.2","0.2"
"2016-11-16","Dimethoate","0.2","0.2","0.2"
"2016-11-16","Simazine","0.2","0.2","0.2"
"2016-11-16","Carbofurane","0.2","0.2","0.2"
"2016-11-16","Terbufos","0.2","0.2","0.2"
"2016-11-16","Diazinon","0.2","0.2","0.2"
"2016-11-16","M̩tribuzine","0.2","0.2","0.2"
"2016-11-16","Carbaryl","0.2","0.2","0.2"
"2016-11-16","Malathion","0.2","0.2","0.2"
"2016-11-16","M̩tolachlore","0.2","0.2","0.2"
"2016-11-16","Chlorpyrifos","0.2","0.2","0.2"
"2016-11-16","Cyanazine","0.2","0.2","0.2"
"2016-11-16","Parathion","0.2","0.2","0.2"
"2016-11-16","Azinphos-m̩thyle","0.3","0.3","0.3"
"2016-11-16","M̩thoxychlore","0.03","0.03","0.03"
"2016-11-16","Atrazine et ses m̩tabolites","0.3","0.3","0.3"
"2016-11-16","Dicamba","0.6","0.6","0.6"
"2016-11-16","Dichloro-2,4 ph̩noxyac̩tique, acide (2,4-D)","0.03","0.03","0.03"
"2016-11-16","Piclorame","0.06","0.06","0.06"
"2016-11-16","Bromoxynil","0.4","0.4","0.4"
"2016-11-16","Dinos̬be","0.4","0.4","0.4"
"2016-11-16","Dichlorop-m̩thyle","0.2","0.2","0.2"
"2017-02-16","Chlorure de vinyle","0.2","0.2","0.2"
"2017-02-16","Dichloro-1,1 ̩thyl̬ne","1","1","1"
"2017-02-16","Dichlorom̩thane","0.9","0.9","0.9"
"2017-02-16","T̩trachlorure de carbone","0.2","0.2","0.2"
"2017-02-16","Benz̬ne","0.2","0.2","0.2"
"2017-02-16","Dichloro-1,2 ̩thane","0.1","0.1","0.1"
"2017-02-16","Trichloro̩thyl̬ne","0.1","0.1","0.1"
"2017-02-16","T̩trachloro̩thyl̬ne","0.2","0.2","0.2"
"2017-02-16","Chlorobenz̬ne","0.2","0.2","0.2"
"2017-02-16","Dichloro-1,2 benz̬ne","0.2","0.2","0.2"
"2017-02-16","Dichloro-1,4 benz̬ne","0.2","0.2","0.2"
"2017-02-16","Chloroforme","32","17","23"
"2017-02-16","Bromodichlorom̩thane","5","3","4"
"2017-02-16","Dibromochlorom̩thane","1","1","1"
"2017-02-16","Bromoforme","1","1","1"
"2017-02-16","Sommation des THM","37","20","29"
"2017-02-16","Dichloro-2,4 ph̩nol","0.3","0.3","0.3"
"2017-02-16","Pentachloroph̩nol","0.4","0.4","0.4"
"2017-02-16","T̩trachloro-2,3,4,6 ph̩nol","0.4","0.4","0.4"
"2017-02-16","Trichloro-2,4,6 ph̩nol","0.4","0.4","0.4"
"2017-02-16","Diquat","10","10","10"
"2017-02-16","Paraquat (en dichlorures)","0.60","0.60","0.60"
"2017-02-16","Glyphosate","10","10","10"
"2017-02-16","Benzo(a)pyr̬ne","0.003","0.003","0.003"
"2017-02-16","Diuron","0.3","0.3","0.3"
"2017-02-16","Bendiocarbe","0.2","0.2","0.2"
"2017-02-16","Trifluraline","0.2","0.2","0.2"
"2017-02-16","Phorate","0.2","0.2","0.2"
"2017-02-16","Dimethoate","0.2","0.2","0.2"
"2017-02-16","Simazine","0.2","0.2","0.2"
"2017-02-16","Carbofurane","0.2","0.2","0.2"
"2017-02-16","Terbufos","0.2","0.2","0.2"
"2017-02-16","Diazinon","0.2","0.2","0.2"
"2017-02-16","M̩tribuzine","0.2","0.2","0.2"
"2017-02-16","Carbaryl","0.2","0.2","0.2"
"2017-02-16","Malathion","0.2","0.2","0.2"
"2017-02-16","M̩tolachlore","0.2","0.2","0.2"
"2017-02-16","Chlorpyrifos","0.2","0.2","0.2"
"2017-02-16","Cyanazine","0.2","0.2","0.2"
"2017-02-16","Parathion","0.2","0.2","0.2"
"2017-02-16","Azinphos-m̩thyle","0.3","0.3","0.3"
"2017-02-16","M̩thoxychlore","0.03","0.03","0.03"
"2017-02-16","Atrazine et ses m̩tabolites","0.3","0.3","0.3"
"2017-02-16","Dicamba","0.6","0.6","0.6"
"2017-02-16","Dichloro-2,4 ph̩noxyac̩tique, acide (2,4-D)","0.03","0.04","0.03"
"2017-02-16","Piclorame","0.06","0.06","0.06"
"2017-02-16","Bromoxynil","0.4","0.4","0.4"
"2017-02-16","Dinos̬be","0.4","0.4","0.4"
"2017-02-16","Dichlorop-m̩thyle","0.2","0.2","0.2"
"2017-05-11","Chlorure de vinyle","0.2","0.2","0.2"
"2017-05-11","Dichloro-1,1 ̩thyl̬ne","1","1","1"
"2017-05-11","Dichlorom̩thane","0.9","0.9","0.9"
"2017-05-11","T̩trachlorure de carbone","0.2","0.2","0.2"
"2017-05-11","Benz̬ne","0.2","0.2","0.2"
"2017-05-11","Dichloro-1,2 ̩thane","0.1","0.1","0.1"
"2017-05-11","Trichloro̩thyl̬ne","0.1","0.1","0.1"
"2017-05-11","T̩trachloro̩thyl̬ne","0.2","0.2","0.2"
"2017-05-11","Chlorobenz̬ne","0.2","0.2","0.2"
"2017-05-11","Dichloro-1,2 benz̬ne","0.2","0.2","0.2"
"2017-05-11","Dichloro-1,4 benz̬ne","0.2","0.2","0.2"
"2017-05-11","Chloroforme","34","28","30"
"2017-05-11","Bromodichlorom̩thane","4","4","4"
"2017-05-11","Dibromochlorom̩thane","1","1","1"
"2017-05-11","Bromoforme","1","1","1"
"2017-05-11","Sommation des THM","38","32","34"
"2017-05-11","Dichloro-2,4 ph̩nol","0.30","0.30","0.30"
"2017-05-11","Pentachloroph̩nol","0.40","0.40","0.40"
"2017-05-11","T̩trachloro-2,3,4,6 ph̩nol","0.40","0.40","0.40"
"2017-05-11","Trichloro-2,4,6 ph̩nol","0.40","0.40","0.40"
"2017-05-11","Diquat","10","10","10"
"2017-05-11","Paraquat (en dichlorures)","0.60","0.60","0.60"
"2017-05-11","Glyphosate","10","10","10"
"2017-05-11","Benzo(a)pyr̬ne","0.003","0.003","0.003"
"2017-05-11","Diuron","0.3","0.3","0.3"
"2017-05-11","Bendiocarbe","0.2","0.2","0.2"
"2017-05-11","Trifluraline","0.2","0.2","0.2"
"2017-05-11","Phorate","0.2","0.2","0.2"
"2017-05-11","Dimethoate","0.2","0.2","0.2"
"2017-05-11","Simazine","0.2","0.2","0.2"
"2017-05-11","Carbofurane","0.2","0.2","0.2"
"2017-05-11","Terbufos","0.2","0.2","0.2"
"2017-05-11","Diazinon","0.2","0.2","0.2"
"2017-05-11","M̩tribuzine","0.2","0.2","0.2"
"2017-05-11","Carbaryl","0.2","0.2","0.2"
"2017-05-11","Malathion","0.2","0.2","0.2"
"2017-05-11","M̩tolachlore","0.2","0.2","0.2"
"2017-05-11","Chlorpyrifos","0.2","0.2","0.2"
"2017-05-11","Cyanazine","0.2","0.2","0.2"
"2017-05-11","Parathion","0.2","0.2","0.2"
"2017-05-11","Azinphos-m̩thyle","0.3","0.3","0.3"
"2017-05-11","M̩thoxychlore","0.03","0.03","0.03"
"2017-05-11","Atrazine et ses m̩tabolites","0.3","0.3","0.3"
"2017-05-11","Dicamba","0.6","0.6","0.6"
"2017-05-11","Dichloro-2,4 ph̩noxyac̩tique, acide (2,4-D)","0.03","0.04","0.04"
"2017-05-11","Piclorame","0.06","0.06","0.06"
"2017-05-11","Bromoxynil","0.4","0.4","0.4"
"2017-05-11","Dinos̬be","0.4","0.4","0.4"
"2017-05-11","Dichlorop-m̩thyle","0.2","0.2","0.2"
"2016-08-10","Antimoine (Sb)","0.003","0.003","0.003"
"2016-08-10","Arsenic (As)","0.0003","0.0003","0.0003"
"2016-08-10","Baryum (Ba)","0.02","0.02","0.02"
"2016-08-10","Bore (B)","0.05","0.05","0.05"
"2016-08-10","Cadmium (Cd)","0.001","0.001","0.001"
"2016-08-10","Chrome (Cr)","0.005","0.005","0.005"
"2016-08-10","Cuivre (Cu)","0.0033","0.01","0.0037"
"2016-08-10","Cyanure (CN-)","0.005","0.006","0.005"
"2016-08-10","Fluorure (F-)","0.1","0.1","0.1"
"2016-08-10","Mercure (Hg)","0.0001","0.0001","0.0003"
"2016-08-10","Plomb (Pb)","0.0016","0.0093","0.0023"
"2016-08-10","S̩l̩nium (Se)","0.001","0.001","0.001"
"2016-08-10","Uranium (U)","0.002","0.002","0.002"
"2017-02-16","Nitrates + Nitrites en N","0.26","0.23","0.3"
"2017-05-11","Nitrates + Nitrites en N","0.27","0.29","0.37"
"2016-11-16","Nitrates + Nitrites en N","0.55","0.57","0.69"
"2016-08-10","Nitrates + Nitrites en N","0.15","0.12","0.32"
"2017-02-16","Bromates (BrO3)","0.0001","0.0001","0.0001"
"2017-05-11","Bromates (BrO3)","0.0001","0.0001","0.0001"
"2016-11-16","Bromates (BrO3)","0.0001","0.0001","0.0015"
"2016-08-10","Bromates (BrO3)","0.0001","0.0001","0.0011"
"2017-02-16","pH","7.7","7.6","7.5"
"2017-05-11","pH","7.8","7.7","7.5"
"2016-11-16","pH","7.51","7.47","7.51"
"2016-08-10","pH","7.6","7.8","7.8"
