NO_ID_PRO,TITRE_PRODUCTION,REALISATEUR,ANNEE_PROD,PERIODE_DE,PERIODE_AU,NB_JOURTOURNAGEMONTREAL,NB_JOURTOURNAGEVIEUXMONTREAL,NO_TYPEPRODUCTION,NO_PROVENANCE,NOM_TYPEPRODUCTION,NOM_PROVENANCE 
26747,DIVERS ÉTUDIANTS,divers,2023,2023-01-23,2023-12-31,0,0,19,6,Film étudiant,Canadienne
26748,"I love you, I really do",Véronika Botsu,2023,2023-01-26,2023-01-29,1,0,19,6,Film étudiant,Canadienne
26749,Une laveuse svp,Roxana Baloui,2023,2023-02-17,2023-02-17,1,0,19,6,Film étudiant,Canadienne
26750,L'heure qu'il est,Raphaele Fournie,2023,2023-02-10,2023-02-12,3,0,19,6,Film étudiant,Canadienne
26751,La fonte des glaces,François Peloquin,2023,2023-01-31,2023-02-20,13,0,11,6,Long métrage,Canadienne
26755,Otogo,Maxime Valsan,2023,2023-02-08,2023-02-08,0,0,15,6,Message publicitaire,Canadienne
26756,DIVERS PUBLICITÉ,Multiples,2023,2023-01-25,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26757,Dime x Adidas,Martin Pariseau,2023,2023-02-02,2023-02-04,1,1,15,6,Message publicitaire,Canadienne
26758,Le frère,Bachir Bensaddek,2023,2023-02-21,2023-03-20,19,0,11,6,Long métrage,Canadienne
26759,DIVERS PUBLICITÉ,Alexandre Lacasse,2023,2023-01-26,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26760,SPILL THE JUICE AT L'ORÉAL,ALEXANDRE LACASSE,2023,2023-02-03,2023-02-03,2,0,15,6,Message publicitaire,Canadienne
26761,DANONE,DIDIER CHARRETTE,2023,2023-02-02,2023-02-02,1,0,15,6,Message publicitaire,Canadienne
26765,Simple comme Sylvain,Monia Chokri,2023,2023-02-08,2023-02-10,2,0,11,6,Long métrage,Canadienne
26766,L'alternateur,Thomas Mailloux,2023,2023-01-31,2023-01-31,1,0,28,6,Publicité web,Canadienne
26767,Dementia Friendly First Responder,Peter Shannon,2023,2023-01-31,2023-01-31,1,0,17,6,Vidéo,Canadienne
26768,La Fabrique culturelle,"Thibaud Cyr Nicoloff, Louis-Philippe Chagnon",2023,2023-01-01,2023-12-31,0,0,20,6,Multimédia,Canadienne
26769,DIVERS PUBLICITÉ,,2023,2023-01-01,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26770,L’Enquête McSween,Benoit Gignac / Eric Trottier,2023,2023-02-24,2023-10-31,34,0,22,6,Documentaire,Canadienne
26771,1989,Sam McGlynn,2023,2023-02-22,2023-02-22,1,0,11,8,Long métrage,Coproduction
26772,LOTO-QUEBEC,Zoé Pelchat,2023,2023-02-15,2023-02-16,1,0,15,6,Message publicitaire,Canadienne
26773,Passe-Partout VI,Marie-Julie Parent,2023,2023-01-24,2023-07-05,13,0,13,6,Série télévisée,Canadienne
26774,Celestine,Susanne Serres,2023,2023-03-01,2023-03-31,14,0,11,6,Long métrage,Canadienne
26776,PROTOCOLE ANNUEL,,2023,2023-01-01,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26777,VAPOTER C'EST PAS TA GAME,CHARLES SAMA,2023,2023-02-23,2023-02-23,1,0,15,6,Message publicitaire,Canadienne
26778,Portrait robot 3,Alexis Durant Brault,2023,2023-03-13,2023-05-24,50,0,13,6,Série télévisée,Canadienne
26779,Charlie Tango,Simon Boivert,2023,2023-03-08,2023-04-08,0,0,11,6,Long métrage,Canadienne
26780,Ça prend pas la tchas à Papineau,Émilie Mannering,2023,2023-02-21,2023-03-09,10,0,27,6,Série web,Canadienne
26781,Divers projets de film étudiants,DIVERS,2023,2022-11-01,2023-12-31,0,0,19,6,Film étudiant,Canadienne
26782,Larsen,Sarah Toussaint-Léveillé,2023,2023-03-05,2023-03-05,0,0,19,6,Film étudiant,Canadienne
26783,Bail bail,Sandrine Brodeur-Desrosiers,2023,2023-03-09,2023-03-14,5,0,16,6,Court métrage,Canadienne
26784,Le Temps des Framboises S2,Guillaume Lonergan,2023,2023-02-20,2023-08-01,60,0,13,6,Série télévisée,Canadienne
26785,SYMPHONIE PATHÉTIQUE,Alec Pronovost,2023,2023-02-12,2023-02-28,6,0,27,6,Série web,Canadienne
26786,GÉNÉRAL SOCIÉTÉ RADIO-CANADA,DIVERS,2023,2023-02-21,2023-12-31,0,0,14,6,Télévision générale,Canadienne
26787,Le Grand Solstice S3,Jean-Francois Fontaine,2023,2023-05-08,2023-05-24,3,0,22,6,Documentaire,Canadienne
26788,Les Moments Parfaits S3,Francois Begin,2023,2023-03-26,2023-06-21,24,0,13,6,Série télévisée,Canadienne
26789,NUIT D'OPÉRA CAMBODGIEN,Lo Xu-Ming Tong,2023,2023-01-01,2023-12-31,5,0,16,6,Court métrage,Canadienne
26790,NUIT D'OPÉRA CAMBODGIEN,Lo Xu-Ming Tong,2023,2023-03-01,2023-03-05,0,0,15,6,Message publicitaire,Canadienne
26791,LAIT EXTRA,JEAN-FRANÇOIS ASSELIN,2023,2023-03-10,2023-03-11,2,0,15,6,Message publicitaire,Canadienne
26792,DIVERS Shoot Studio,,2023,2023-01-01,2023-12-31,0,0,18,6,Photographie,Canadienne
26793,KAMIR - CAMPAGNE AUTOMNE HIVER 2023,MARTIN GIRARD,2023,2023-03-08,2023-03-10,2,0,18,6,Photographie,Canadienne
26794,Gorditos,,2023,2023-01-01,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26795,DESJARDINS,EMMANUEL HOSS,2023,2023-03-09,2023-03-09,1,0,15,6,Message publicitaire,Canadienne
26796,The sticky,Michael Dowse et Joyce Wong,2023,2023-03-20,2023-05-16,,0,13,7,Série télévisée,Etrangère
26797,Lac Noir S2,Frédérik d’Amour,2023,2023-04-10,2023-06-23,4,0,13,6,Série télévisée,Canadienne
26798,L'ASSISTANTE SPÉCIALE,Junna Chif,2023,2023-03-08,2023-03-12,5,0,11,6,Long métrage,Canadienne
26799,MONAXIA,Maxime Le Flaguais,2023,2023-03-09,2023-03-12,4,0,16,6,Court métrage,Canadienne
26800,Le successeur,Xavier Legrand,2023,2023-03-13,2023-04-14,25,0,11,8,Long métrage,Coproduction
26801,Lexique 3D,Alexandre Lacasse,2023,2023-03-09,2023-12-31,25,0,27,6,Série web,Canadienne
26802,Valeur ajoutée - S2,Daniel Vigneault,2023,2023-04-25,2023-05-02,3,0,14,6,Télévision générale,Canadienne
26804,Divers projets,,2023,2023-01-01,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26805,VOX-POP ARGENT X BANQUE NATIONALE,William Laplante,2023,2023-03-15,2023-03-15,1,0,15,6,Message publicitaire,Canadienne
26806,PROTOCOLE ANNUEL,,2023,2023-01-01,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26807,Dans la tête d'un espion,Flavie Payette-Renouf,2023,2023-03-20,2023-03-27,4,0,13,6,Série télévisée,Canadienne
26808,Heureux Rangement 2,Sébastien Chabot,2023,2022-12-09,2023-04-21,25,0,14,6,Télévision générale,Canadienne
26809,PLINKO - LOTO-QUÉBEC,IVAN GRBOVIC,2023,2023-03-16,2023-03-16,1,0,15,6,Message publicitaire,Canadienne
26810,Tourisme Montreal,Divers,2023,2023-03-14,2023-12-31,0,0,14,6,Télévision générale,Canadienne
26811,Loto Québec,Simon Corriveau,2023,2023-03-27,2023-03-29,3,0,15,6,Message publicitaire,Canadienne
26812,UQAM,,2023,2023-03-01,2023-12-31,9,0,19,6,Film étudiant,Canadienne
26813,Pa t'mentir S2,Marilyn Cooke,2023,2023-03-17,2023-03-31,9,0,27,6,Série web,Canadienne
26814,De l'autre coté de la rue,Florence Marcotte,2023,2023-03-13,2023-03-30,1,0,19,6,Film étudiant,Canadienne
26815,Loto-Québec - Brands,Ivan Grbovic,2023,2023-03-27,2023-03-31,1,0,15,6,Message publicitaire,Canadienne
26816,Je viens vers toi,Jean-François Chagnon,2023,2023-03-24,2024-04-10,52,0,14,6,Télévision générale,Canadienne
26817,PROTOCOLE ANNUEL,,2023,2023-01-01,2023-12-31,0,0,18,6,Photographie,Canadienne
26818,MAKE IT REAL - LIFESTYLE,Olivier Samson -Arcand,2023,2023-03-13,2023-03-16,4,0,18,6,Photographie,Canadienne
26819,A cœur Battant,Jean-Philippe Duval,2023,2023-04-02,2023-06-28,1,0,13,6,Série télévisée,Canadienne
26820,Carnaval,Akram Adouani,2023,2023-04-12,2023-05-20,19,0,11,6,Long métrage,Canadienne
26821,Sorcières,"Myriam Verreault, Ian Lagarde",2023,2023-04-23,2024-01-30,35,0,13,6,Série télévisée,Canadienne
26822,CF MONTREAL,Yan Dalsanto,2023,2023-03-28,2023-03-28,1,0,15,6,Message publicitaire,Canadienne
26823,NOPé - Lifestyle 2023,Pierre Manning,2023,2023-04-13,2023-04-14,2,0,18,6,Photographie,Canadienne
26824,Temps de Chien,Francois St-Amant,2023,2023-04-12,2023-06-11,5,0,13,6,Série télévisée,Canadienne
26825,Desjardins,Jean-Francois Asselin,2023,2023-04-20,2023-04-27,3,0,15,6,Message publicitaire,Canadienne
26826,Les oubliettes,Bertrand Desrochers,2023,2023-04-03,2023-04-22,0,0,27,6,Série web,Canadienne
26827,Indéfendable saison 2,"Marc G Cabonneau, Marianne Mc Graw",2023,2023-04-27,2023-11-27,100,0,13,6,Série télévisée,Canadienne
26828,L’histoire avec un petit h,Édith Jorisch,2023,2023-04-15,2023-04-30,2,0,27,6,Série web,Canadienne
26829,Ancrages - FPM,Alexandre Turgeon Dalpé,2023,2023-03-30,2023-04-01,3,0,24,6,Vidéo corporatif,Canadienne
26830,Danse !,Patrice Ouimet,2023,2023-04-24,2023-05-21,18,0,13,6,Série télévisée,Canadienne
26831,La Guerre Secrete,John L'Ecuyer,2023,2023-03-31,2023-04-02,3,0,22,6,Documentaire,Canadienne
26832,Air Transat,Paul Johnson,2023,2023-04-04,2023-04-05,1,0,15,6,Message publicitaire,Canadienne
26833,Witchboard,Chuck Russel,2023,2023-04-24,2023-06-02,30,0,11,6,Long métrage,Canadienne
26834,Ailleurs Qu'icitte,M.A. Morissette Maxime Girard,2023,2023-04-17,2023-04-19,2,0,27,6,Série web,Canadienne
26835,Quatre Zéro Un,,2023,2023-04-06,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26836,Uber,Francois Jarros,2023,2023-04-18,2023-04-19,2,0,15,6,Message publicitaire,Canadienne
26837,Protocole annuel,Multiples,2023,2023-04-12,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26838,Environnement Québec,Ivan Grbovic,2023,2023-04-17,2023-04-18,2,0,15,6,Message publicitaire,Canadienne
26839,Bête noire - Saison 2,Louis Bélanger,2023,2023-05-11,2023-07-12,15,0,13,6,Série télévisée,Canadienne
26841,Arestin,Emmanuel Mauriès-Rinfret,2023,2023-04-18,2023-04-18,0,0,15,6,Message publicitaire,Canadienne
26842,Uber,François Jarros,2023,2023-04-18,2023-04-19,2,0,15,6,Message publicitaire,Canadienne
26843,Avant le crash (saison 2),Stéphane Lapointe,2023,2023-04-24,2023-07-20,19,0,13,6,Série télévisée,Canadienne
26844,CCC saison 3 (C'est comme ca que je t'aime saison 3),Francois Létourneau-Patrice Robitaille,2023,2023-05-23,2023-09-08,0,,13,6,Série télévisée,Canadienne
26845,Une affaire criminelle 2,Pascal L'Heureux,2023,2023-05-08,2023-07-16,0,0,13,6,Série télévisée,Canadienne
26846,J'aime ton style,Vanessa Cournoyer,2023,2023-04-17,2023-04-17,8,0,14,6,Télévision générale,Canadienne
26847,Daddy Lazarus,Pablo Escobar Tuduri,2023,2023-04-28,2023-05-01,4,0,16,6,Court métrage,Canadienne
26848,Les racines du hip-hop au Québec,Marilyn Cooke,2023,2023-05-15,2023-06-03,9,0,27,6,Série web,Canadienne
26849,Sucré salé 22,Divers,2023,2023-05-01,2023-08-18,45,0,14,6,Télévision générale,Canadienne
26850,Pour emporter 6,"Audrey Potvin, Jean-Philippe Pariseau",2023,2023-05-15,2023-12-31,9,0,14,6,Télévision générale,Canadienne
26851,Samsung,Vincent Ruel-Côté,2023,2023-04-20,2020-04-22,2,2,15,6,Message publicitaire,Canadienne
26852,Projet Bleu,Nicolas Monette,2023,2023-04-26,2023-04-27,2,0,15,6,Message publicitaire,Canadienne
26853,DIVERS PUBLICITÉ,,2023,2023-04-20,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26854,Kia,Tamir Moscovici,2023,2023-04-28,2023-05-03,2,0,15,6,Message publicitaire,Canadienne
26855,Morton,Emmanuel Mauries Frinfret,2023,2023-05-02,2023-05-03,2,0,15,6,Message publicitaire,Canadienne
26856,Le safari de Joanie,Noémie Jolicoeur-Laforest,2023,2023-04-21,2023-11-01,40,0,14,6,Télévision générale,Canadienne
26857,Papa guillotine,Namai Kham Po (élève INIS),2023,2023-05-06,2023-05-07,2,0,19,6,Film étudiant,Canadienne
26858,Bollywed,Sebastien Clieur,2023,2023-04-26,2023-09-30,3,0,14,6,Télévision générale,Canadienne
26859,Aller Simple S2,Rafael Ouellet,2023,2023-05-01,2023-06-22,14,0,13,6,Série télévisée,Canadienne
26860,Louis T. veut savoir S3,Xavier Havitov,2023,2023-04-18,2023-08-01,18,0,22,6,Documentaire,Canadienne
26861,Chromosome Y,Marianne Farley,2023,2023-05-08,2023-06-22,28,0,13,6,Série télévisée,Canadienne
26862,Loto Max,Emmanuel Hoss-Desmarais,2023,2023-05-08,2023-05-10,1,0,15,6,Message publicitaire,Canadienne
26863,La cuisine de Yannicko,,2023,2023-05-01,2023-05-17,5,0,24,6,Vidéo corporatif,Canadienne
26864,Inspirez expirez,Jean-François Chagnon,2023,2023-05-24,2023-07-12,4,0,14,6,Télévision générale,Canadienne
26865,Toyota,Scott Pickett,2023,2023-05-11,2023-05-16,2,0,28,6,Publicité web,Canadienne
26866,Nos amours_La saga des Expos de Montréal,Robbie Hart,2023,2023-06-04,2023-06-04,1,0,22,6,Documentaire,Canadienne
26867,Taxi Payant X,Pierre-Hugues Piché,2023,2023-05-15,2023-12-15,75,0,14,6,Télévision générale,Canadienne
26868,Les Trois Accords - Vol a l'étalage,Louis-Phillipe Éno,2023,2023-05-17,2023-05-17,1,1,15,6,Message publicitaire,Canadienne
26869,Desjardins 2,Emmanuel HOSS-DESMARAIS,2023,2023-07-11,2023-07-12,2,0,15,6,Message publicitaire,Canadienne
26870,"Steak, blé d'inde, patates",Émile Ricard-Harvey,2023,2023-05-16,2023-05-31,10,0,22,6,Documentaire,Canadienne
26871,Videotron Flexibilité LDT,Francois Jaros,2023,2023-05-11,2023-05-16,2,0,15,6,Message publicitaire,Canadienne
26872,Pippa et Léo,Abeille Tard,2023,2023-05-05,2023-05-09,5,0,16,6,Court métrage,Canadienne
26873,Si on s'aimait encore II,Dominic Robert,2023,2023-05-16,2023-12-31,0,40,14,6,Télévision générale,Canadienne
26874,Juste pour rire les Gags Série 2023,"Dagan Taylor, Martin Brière, Benoit Gagnon",2023,2023-05-15,2023-09-21,90,0,14,6,Télévision générale,Canadienne
26875,Chanteurs Masqués S3,Marianne L’Heureux,2023,2023-05-02,2023-12-31,8,0,14,6,Télévision générale,Canadienne
26876,LE CLOWN EST TRISTE,"Emmanuelle Plante, Guiliano Bossa",2023,2023-05-08,2023-05-19,5,0,22,6,Documentaire,Canadienne
26877,LOFT,,2023,2023-05-03,2023-05-05,1,0,15,6,Message publicitaire,Canadienne
26878,ÇA VAUT LE COUT XI,DIVERS,2023,2023-05-17,2024-02-01,51,0,14,6,Télévision générale,Canadienne
26879,CLUB SOLY SAISON 3,N/A,2023,2023-05-15,2023-06-26,7,0,13,6,Série télévisée,Canadienne
26880,L'AIR D'ALLER - SAISON 2,SARAH PELLERIN,2023,2023-05-29,2023-07-16,15,0,13,6,Série télévisée,Canadienne
26881,Le Ravissement,Camille Trudel,2023,2023-05-20,2023-05-24,4,0,16,6,Court métrage,Canadienne
26882,WE ARE DATA,CLEMENT BOMPART,2023,2023-05-06,2023-05-08,3,0,16,6,Court métrage,Canadienne
26883,Transplant S4,DIVERS,2023,2023-05-23,2023-10-23,80,0,13,6,Série télévisée,Canadienne
26884,World Wildlife Fund Canada _ Regenerate Canada,Michelle Carter,2023,2023-05-01,2023-09-01,1,0,22,6,Documentaire,Canadienne
26885,UNIBROUE,ARIANE TARA,2023,2023-05-16,2023-05-16,0,0,15,6,Message publicitaire,Canadienne
26886,VOLKSWAGEN,CATHERINE THERRIEN,2023,2023-05-16,2023-05-17,1,0,15,6,Message publicitaire,Canadienne
26887,Les galas juste pour rire,Marie-Josée Lévesque,2023,2023-07-27,2023-08-01,4,0,14,6,Télévision générale,Canadienne
26888,TIM HORTONS,William Fradette,2023,2023-05-17,2023-05-17,1,0,15,6,Message publicitaire,Canadienne
26890,A&W,N/A,2023,2023-06-01,2023-06-01,1,0,15,6,Message publicitaire,Canadienne
26891,Reitmans Campagne,DIVERS,2023,2023-05-23,2023-12-31,4,0,18,6,Photographie,Canadienne
26892,Des idées de grandeur dans ma cour,Jean-François Legentil,2023,2023-06-07,2023-06-07,1,0,14,6,Télévision générale,Canadienne
26893,Curium Web,Simon Lamontagne,2023,2023-05-15,2023-05-17,2,0,27,6,Série web,Canadienne
26894,LES HÉRITIERS DE BERNIE SANDERS,Mathieu Vachon,2023,2023-05-15,2023-09-30,10,0,22,6,Documentaire,Canadienne
26895,J'AI FRÔLÉ LA MORT 2,Olivier Languedoc,2023,2023-04-20,2023-08-30,18,0,14,6,Télévision générale,Canadienne
26896,Lakay Nou,Ricardo Trogi,2023,2023-06-19,2023-08-05,24,0,13,6,Série télévisée,Canadienne
26897,Dynamite,Maxime G Delisle,2023,2023-05-25,2023-05-25,0,1,15,6,Message publicitaire,Canadienne
26898,Plaza plaisir!,Jill Niquet-Joyal,2023,2023-08-07,2023-11-01,11,0,14,6,Télévision générale,Canadienne
26899,Ebay,Walid Labri,2023,2023-06-08,2023-06-12,5,0,15,6,Message publicitaire,Canadienne
26900,Cœur Vintage,Rachel Graton,2023,2023-07-10,2023-07-27,12,0,27,6,Série web,Canadienne
26901,Desjardins Celi App,Francois Jarrot,2023,2023-06-06,2023-06-08,1,0,15,6,Message publicitaire,Canadienne
26902,PROTOCOLE ANNUEL,N/A,2023,2023-01-01,2023-12-31,0,0,18,6,Photographie,Canadienne
26903,Tours By Locals,Daniel Ehrenworth,2023,2023-06-21,2023-06-21,1,1,18,6,Photographie,Canadienne
26905,DIVERS PUBLICITÉ,DIVERS,2023,2023-05-30,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26906,La Poule aux œufs D'Or,À déterminer,2023,2023-06-06,2023-06-06,1,1,15,6,Message publicitaire,Canadienne
26907,Marion par-dela les bois,Balint Demers,2023,2023-06-19,2023-06-23,0,4,16,6,Court métrage,Canadienne
26908,Sans rendez-vous S3,Patrice Ouimet,2023,2023-06-11,2023-07-17,5,0,13,6,Série télévisée,Canadienne
26909,Sur le pouce S7,Jericho Jeudy,2023,2023-06-18,2023-09-19,12,0,14,6,Télévision générale,Canadienne
26910,Gender reveal,Mo Matton,2023,2023-06-09,2023-06-12,1,0,16,6,Court métrage,Canadienne
26911,Divers,Divers,2023,2023-06-16,2023-12-31,0,0,18,6,Photographie,Canadienne
26912,Defrost - Back to school,Edith Monahan,2023,2023-06-16,2023-06-16,1,0,18,6,Photographie,Canadienne
26913,LANA,"Laetitiia Angba, Julie R. Lissouda",2023,2023-06-18,2023-06-21,4,0,16,6,Court métrage,Canadienne
26914,Quickbooks,Guillaume de Fontenay,2023,2023-07-09,2023-07-12,2,2,15,6,Message publicitaire,Canadienne
26915,DIVERS PUBLICITÉ,DIVERS,2023,2023-06-08,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26916,DIABETE,Andréanne Théberge,2023,2023-06-09,2023-06-29,0,0,24,6,Vidéo corporatif,Canadienne
26917,CREVÉE!,Sébastien Diaz,2023,2023-06-09,2023-06-22,8,0,14,6,Télévision générale,Canadienne
26918,GM,À Venir,2023,2023-06-14,2023-06-16,2,0,15,6,Message publicitaire,Canadienne
26919,DIVERS PUBLICITÉ,DIVERS PUBLICITÉ,2023,2023-06-01,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26920,Logisco,JF Bernier,2023,2023-06-16,2023-06-16,1,0,15,6,Message publicitaire,Canadienne
26921,Mot en F-,Jill Lefaive,2023,2023-06-12,2023-06-21,12,0,22,6,Documentaire,Canadienne
26922,DIVERS PHOTO,DIVERS,2023,2023-06-12,2023-06-21,0,0,18,6,Photographie,Canadienne
26923,Fleurir des vies CSMO-ÉSAC,Divers,2023,2023-06-21,2023-06-21,1,0,18,6,Photographie,Canadienne
26924,La soif pour l'énergie,Simon C.Vaillancourt,2023,2023-06-13,2023-09-10,20,0,14,6,Télévision générale,Canadienne
26925,SOS Mascotte,JP Pariseau,2023,2023-06-12,2023-12-31,54,0,14,6,Télévision générale,Canadienne
26926,Ababouiné,André Forcier,2023,2023-07-17,2023-08-31,25,0,11,6,Long métrage,Canadienne
26927,DIVERS PUBLICITÉ,A confirmer,2023,2023-06-20,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26928,Centraide,Zoé Pelchat,2023,2023-06-15,2023-06-17,3,0,15,6,Message publicitaire,Canadienne
26929,FINDING HOME,Antonina Morris,2023,2023-07-07,2023-07-09,3,0,19,6,Film étudiant,Canadienne
26930,Dynamite Jeans 2023,Maxyme G Delisle,2023,2023-06-27,2023-06-28,2,0,15,6,Message publicitaire,Canadienne
26931,Société distincte,Benoit Lach,2023,2023-05-09,2023-09-03,3,0,14,6,Télévision générale,Canadienne
26932,Disscussion avec mes parents VI,Jean-Carl Boucher,2023,2023-05-03,2023-06-29,1,0,13,6,Série télévisée,Canadienne
26933,Fizz Q3,Jérémie Saindon,2023,2023-06-28,2023-06-29,2,0,15,6,Message publicitaire,Canadienne
26934,SSENSE,DIVERS,2023,2023-07-01,2023-12-31,0,0,18,6,Photographie,Canadienne
26935,So long Marianne,"Bronwen Hughes, Oystein Karlsen",2023,2023-07-27,2023-08-10,11,0,13,8,Série télévisée,Coproduction
26936,BRIDAL X SSENSE,Tom Kneller,2023,2023-07-04,2023-07-05,1,0,18,6,Photographie,Canadienne
26937,Molosse,Marc-Antoine Lemire,2023,2023-07-12,2023-07-20,7,0,16,6,Court métrage,Canadienne
26938,Toutoune journée,Anicée Ouellet,2023,2023-06-27,2023-07-19,8,0,27,6,Série web,Canadienne
26939,"Un gars, une fille S2","Guy A. Lepage, Jean-François Fontaine",2023,2023-07-10,2023-09-07,29,0,13,6,Série télévisée,Canadienne
26940,Les Météorites,Nadia Louis-Desmarchais,2023,2023-07-24,2023-08-13,11,0,27,6,Série web,Canadienne
26941,Promo- Mon riz au desert,A venir,2023,2023-07-26,2023-07-26,1,0,28,6,Publicité web,Canadienne
26942,CPQ - Trouve ton chantier,Dominic Renzetti,2023,2023-07-06,2023-07-18,2,0,15,6,Message publicitaire,Canadienne
26943,Vil & misérable,Jean-François Leblanc,2023,2023-08-04,2023-02-02,10,0,11,6,Long métrage,Canadienne
26944,Desjardins entreprises,Nicolas Fransolet,2023,2023-07-24,2023-07-29,2,0,15,6,Message publicitaire,Canadienne
26945,Louise Richer la marraine de l'humour,Arnaud Bouquet,2023,2023-07-13,2023-11-01,8,0,22,6,Documentaire,Canadienne
26946,50 façons de tuer sa mère S3,Martin Paquette,2023,2023-07-08,2023-10-27,1,0,14,8,Télévision générale,Coproduction
26947,Doute raisonnable S3,Jean-Philippe Duval,2023,2023-07-16,2023-09-24,5,0,13,6,Série télévisée,Canadienne
26948,Culture & Street,Robert Iseni,2023,2023-07-06,2023-07-19,10,0,22,7,Documentaire,Etrangère
26949,CDPQ Marque Employeur,Bruno Florin,2023,2023-07-31,2023-08-04,,2,15,6,Message publicitaire,Canadienne
26950,Desjardins Ontario - 323-025,Nicolas Fransolet,2023,2023-07-20,2023-07-20,1,0,15,6,Message publicitaire,Canadienne
26951,Divers,Divers,2023,2023-07-11,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26952,Énergir,Dominique Laurence,2023,2023-07-14,2023-07-14,2,0,15,6,Message publicitaire,Canadienne
26953,L'empereur 2,Adam Kosh,2023,2023-07-03,2023-10-08,40,0,13,6,Série télévisée,Canadienne
26954,Armstrong,,2023,2023-07-25,2023-07-26,2,0,15,6,Message publicitaire,Canadienne
26955,Johanne,Nadine Valcin,2023,2023-07-24,2023-07-28,7,0,22,6,Documentaire,Canadienne
26957,Intact,Olivier Staub,2023,2023-07-23,2023-08-04,5,0,15,6,Message publicitaire,Canadienne
26958,Hydro-Québec,Jérémie Saindon,2023,2023-08-02,2023-08-04,3,0,15,6,Message publicitaire,Canadienne
26959,C'est juste de la TV XVII (S17),Stéphane Rocheleau,2023,2023-09-15,2024-03-22,22,0,14,6,Télévision générale,Canadienne
26960,Nuit Blanche 2,Julien Hurteau,2023,2023-08-28,2023-11-18,48,0,13,6,Série télévisée,Canadienne
26961,Oublier Charlotte,Chloé Cinq-Mars,2023,2023-08-02,2023-09-13,25,0,11,8,Long métrage,Coproduction
26962,Et si c'était toi S2,Estelle Bouchard,2023,2023-08-14,2023-08-30,10,0,14,6,Télévision générale,Canadienne
26963,Sur les traces d'Anachnid S2,William Mazzoleni,2023,2023-07-31,2023-08-31,8,0,14,6,Télévision générale,Canadienne
26964,STM - Bus fréquentSTM - Bus Fréquent,Oumayma B. Tabfous,2023,2023-07-25,2023-07-25,1,0,15,6,Message publicitaire,Canadienne
26965,DIVERS ARDENE,Melissa Zappitelli,2023,2023-08-08,2023-12-31,1,0,18,6,Photographie,Canadienne
26966,Complètement Lycée - Cycle III,Marco-Oliver Valiquette,2023,2023-07-16,2023-08-31,26,0,13,6,Série télévisée,Canadienne
26967,Premier Trio 2,Charles Grenier-Philippe Grenier,2023,2023-07-24,2024-01-07,15,0,13,6,Série télévisée,Canadienne
26968,Saint-Méthode,Emmanuel Mauriès Rinfret,2023,2023-07-27,2023-07-27,1,0,15,6,Message publicitaire,Canadienne
26969,TELESCOPE MONTREAL-CULT NATION PRODUCTION,,2023,2023-01-07,2023-12-31,0,0,15,6,Message publicitaire,Canadienne
26970,FTQ,JONATHAN DESBIENS,2023,2023-08-03,2023-08-06,4,0,15,6,Message publicitaire,Canadienne
26971,Le Belles Sœurs,René Richard Cyr,2023,2023-09-05,2023-10-30,32,0,11,6,Long métrage,Canadienne
26972,Les chialeux,Thomas Rodrigue,2023,2023-08-01,2023-08-01,5,0,22,6,Documentaire,Canadienne
26973,Hyundai Kona,Derek Branscombe,2023,2023-07-28,2023-07-31,1,0,15,6,Message publicitaire,Canadienne
26974,Porc du Québec,,2023,2023-08-02,2023-08-02,1,0,15,6,Message publicitaire,Canadienne
26975,Starbucks : Mon genre de moment,,2023,2023-08-01,2023-08-03,3,0,15,6,Message publicitaire,Canadienne
26976,Entre deux draps 4,"Frédéric Nassif, Réal-coordo + autres",2023,2023-06-20,2023-08-21,28,0,13,6,Série télévisée,Canadienne
26979,In Cold Light,Maxime Giroux,2023,2023-08-09,2023-09-02,20,0,11,6,Long métrage,Canadienne
26980,"Les bons artistes copient, les grands artistes volent",Didier Charrette,2023,2023-08-15,2023-08-17,2,0,27,6,Série web,Canadienne
26981,Au bout des droits saison 2,Fanny Lefort,2023,2023-08-11,2023-12-31,12,0,22,6,Documentaire,Canadienne
26982,AUDI,ALEX RANK,2023,2023-08-09,2023-08-21,10,0,18,6,Photographie,Canadienne
26983,Rôle de l'architecte,Laurence Fugère,2023,2023-08-15,2023-08-15,1,0,15,6,Message publicitaire,Canadienne
26984,Rôle de l'architecte,Laurence Fugère,2023,2023-08-15,2023-08-15,1,0,15,6,Message publicitaire,Canadienne
