Date,5354B_Parcours_des_Anses_(ancien),5354B_IN,5354B_OUT,5354C_Parcours_des_Anses,5354C_IN,5354C_OUT,5354D_Grand_Tronc,5354D_IN,5354D_OUT,5354E_Parcours_Harlaka,5354E__IN,5354E__OUT,TRIAGE,TRIAGE_IN,TRIAGE_OUT,Y2I15027258,Channel_1_IN,Channel_2_OUT
2016-06-09,,,,145,74,71,82,52,30,9,5,4,33,16,17,209,103,106
2016-06-10,,,,970,474,496,421,206,215,185,99,86,331,168,163,589,317,272
2016-06-11,,,,1721,847,874,905,433,472,477,257,220,535,278,257,507,280,227
2016-06-12,,,,172,79,93,120,59,61,24,13,11,93,46,47,119,60,59
2016-06-13,,,,457,215,242,379,198,181,83,45,38,228,115,113,324,172,152
2016-06-14,,,,1808,893,915,820,414,406,320,172,148,828,415,413,825,405,420
2016-06-15,,,,2189,1072,1117,1028,479,549,344,195,149,705,367,338,1030,506,524
2016-06-16,,,,2262,1135,1127,784,386,398,317,166,151,728,355,373,903,464,439
2016-06-17,,,,2152,1069,1083,729,365,364,315,159,156,641,311,330,891,451,440
2016-06-18,,,,3159,1557,1602,1027,501,526,588,306,282,606,312,294,941,525,416
2016-06-19,,,,2394,1178,1216,876,425,451,419,228,191,630,318,312,766,406,360
2016-06-20,,,,1708,819,889,745,357,388,187,97,90,663,335,328,731,384,347
2016-06-21,,,,1291,616,675,595,292,303,172,84,88,682,342,340,726,378,348
2016-06-22,,,,1171,562,609,1041,528,513,158,79,79,540,267,273,644,335,309
2016-06-23,,,,1191,580,611,478,230,248,311,164,147,389,204,185,616,308,308
2016-06-24,,,,3885,1880,2005,1236,602,634,631,315,316,839,433,406,989,498,491
2016-06-25,,,,3237,1599,1638,950,472,478,502,262,240,688,349,339,797,424,373
2016-06-26,,,,2890,1443,1447,1041,509,532,431,226,205,587,314,273,826,414,412
2016-06-27,,,,861,406,455,371,188,183,86,44,42,401,199,202,395,191,204
2016-06-28,,,,1177,572,605,481,232,249,133,69,64,470,234,236,494,253,241
2016-06-29,,,,206,97,109,188,90,98,15,9,6,91,48,43,184,94,90
2016-06-30,,,,2374,1190,1184,796,382,414,300,150,150,603,304,299,993,463,530
2016-07-01,,,,3989,1949,2040,1481,715,766,599,303,296,854,427,427,1132,583,549
2016-07-02,,,,181,85,96,84,37,47,42,19,23,77,44,33,85,42,43
2016-07-03,,,,2073,1016,1057,851,416,435,425,234,191,649,339,310,563,308,255
2016-07-04,,,,2445,1210,1235,1103,550,553,325,172,153,827,432,395,834,415,419
2016-07-05,,,,2106,1018,1088,848,408,440,275,137,138,555,284,271,872,432,440
2016-07-06,,,,1446,730,716,637,320,317,159,83,76,478,244,234,739,371,368
2016-07-07,,,,185,98,87,64,35,29,12,7,5,82,45,37,155,71,84
2016-07-08,,,,1143,565,578,488,241,247,155,86,69,375,186,189,544,262,282
2016-07-09,,,,420,190,230,176,87,89,88,48,40,140,68,72,165,85,80
2016-07-10,,,,338,163,175,114,60,54,29,14,15,105,55,50,117,58,59
2016-07-11,,,,2960,1476,1484,1085,535,550,435,235,200,837,415,422,934,491,443
2016-07-12,,,,2744,1351,1393,977,484,493,341,174,167,648,337,311,920,469,451
2016-07-13,,,,2432,1187,1245,751,357,394,227,121,106,463,229,234,844,425,419
2016-07-14,,,,1080,534,546,313,160,153,126,69,57,279,140,139,421,207,214
2016-07-15,,,,1101,535,566,427,212,215,185,98,87,343,177,166,474,242,232
2016-07-16,,,,3036,1491,1545,1010,504,506,566,308,258,713,367,346,725,374,351
2016-07-17,,,,3595,1792,1803,1085,552,533,624,329,295,748,377,371,844,414,430
2016-07-18,,,,688,310,378,291,143,148,89,41,48,248,125,123,320,163,157
2016-07-19,,,,1902,913,989,600,292,308,243,123,120,506,252,254,806,392,414
2016-07-20,,,,2483,1236,1247,872,426,446,352,182,170,655,330,325,905,452,453
2016-07-21,,,,2669,1335,1334,794,394,400,395,204,191,612,315,297,954,475,479
2016-07-22,,,,928,459,469,295,137,158,103,56,47,280,140,140,382,190,192
2016-07-23,,,,2980,1451,1529,862,417,445,496,256,240,660,341,319,794,427,367
2016-07-24,,,,4153,2054,2099,1235,613,622,728,387,341,879,454,425,1014,531,483
2016-07-25,,,,1716,848,868,447,216,231,245,130,115,467,230,237,512,252,260
2016-07-26,,,,2297,1132,1165,725,361,364,249,126,123,657,345,312,658,338,320
2016-07-27,,,,2682,1321,1361,820,399,421,313,173,140,634,316,318,776,387,389
2016-07-28,,,,2968,1481,1487,807,412,395,370,195,175,662,327,335,901,445,456
2016-07-29,,,,3127,1501,1626,734,356,378,429,196,233,679,343,336,944,437,507
2016-07-30,,,,3569,1734,1835,1002,486,516,480,245,235,626,309,317,857,456,401
2016-07-31,,,,3597,1794,1803,1069,527,542,511,270,241,727,365,362,907,468,439
2016-08-01,,,,2560,1261,1299,856,425,431,300,158,142,695,355,340,815,411,404
2016-08-02,,,,3371,1660,1711,884,434,450,406,217,189,722,365,357,1023,525,498
2016-08-03,,,,3171,1545,1626,877,426,451,380,199,181,658,325,333,983,492,491
2016-08-04,,,,2170,1064,1106,608,299,309,242,125,117,548,273,275,612,333,279
2016-08-05,,,,1698,838,860,519,258,261,249,126,123,386,190,196,589,304,285
2016-08-06,,,,2076,984,1092,750,380,370,226,114,112,563,267,296,537,293,244
2016-08-07,,,,1743,842,901,795,404,391,266,145,121,438,222,216,531,257,274
2016-08-08,,,,2178,1071,1107,802,395,407,318,169,149,581,302,279,712,361,351
2016-08-09,,,,2966,1432,1534,988,489,499,410,209,201,620,321,299,893,427,466
2016-08-10,,,,2355,1143,1212,776,364,412,289,149,140,508,267,241,701,328,373
2016-08-11,,,,2313,1150,1163,633,313,320,314,171,143,463,242,221,656,351,305
2016-08-12,,,,646,310,336,225,122,103,99,49,50,186,90,96,201,95,106
2016-08-13,,,,1856,930,926,846,422,424,331,170,161,578,281,297,508,272,236
2016-08-14,,,,299,144,155,119,66,53,58,26,32,74,40,34,97,51,46
2016-08-15,,,,2823,1380,1443,980,476,504,390,213,177,729,369,360,800,402,398
2016-08-16,,,,2063,1014,1049,746,373,373,328,169,159,542,275,267,821,406,415
2016-08-17,,,,2499,1222,1277,741,362,379,312,162,150,568,285,283,614,312,302
2016-08-18,,,,2391,1165,1226,721,342,379,319,168,151,507,263,244,765,404,361
2016-08-19,,,,2765,1329,1436,693,344,349,350,180,170,532,277,255,893,460,433
2016-08-20,,,,3166,1578,1588,916,458,458,428,225,203,564,275,289,877,458,419
2016-08-21,,,,2026,987,1039,781,397,384,326,175,151,522,269,253,565,290,275
2016-08-22,,,,953,470,483,340,182,158,107,51,56,255,129,126,480,255,225
2016-08-23,,,,1541,756,785,650,319,331,241,119,122,475,244,231,767,398,369
2016-08-24,,,,2165,1071,1094,885,440,445,325,171,154,622,314,308,848,427,421
2016-08-25,,,,481,237,244,281,141,140,60,28,32,224,114,110,313,155,158
2016-08-26,,,,1490,732,758,593,295,298,263,131,132,395,196,199,658,319,339
2016-08-27,,,,3040,1496,1544,1207,601,606,607,318,289,697,362,335,933,516,417
2016-08-28,,,,684,364,320,387,195,192,156,89,67,431,212,219,274,126,148
2016-08-29,,,,1435,729,706,618,300,318,210,110,100,508,256,252,677,344,333
2016-08-30,,,,1435,697,738,649,327,322,236,125,111,443,225,218,756,378,378
2016-08-31,,,,1051,509,542,365,165,200,143,70,73,317,164,153,472,238,234
2016-09-01,,,,1473,728,745,710,357,353,216,104,112,367,191,176,608,314,294
2016-09-02,,,,1430,709,721,434,206,228,243,121,122,267,128,139,617,310,307
2016-09-03,,,,2821,1377,1444,814,398,416,489,259,230,536,261,275,794,430,364
2016-09-04,,,,2948,1425,1523,999,493,506,504,259,245,537,269,268,829,433,396
2016-09-05,,,,3905,1947,1958,1467,705,762,623,326,297,904,470,434,965,516,449
2016-09-06,,,,2174,1075,1099,626,306,320,225,111,114,435,218,217,879,452,427
2016-09-07,,,,1842,915,927,673,332,341,322,160,162,419,202,217,910,449,461
2016-09-08,,,,110,55,55,26,15,11,2,2,0,44,23,21,158,71,87
2016-09-09,,,,904,444,460,388,190,198,128,66,62,434,216,218,648,305,343
2016-09-10,,,,2539,1258,1281,978,491,487,555,299,256,559,282,277,868,449,419
2016-09-11,,,,132,61,71,99,46,53,24,8,16,79,43,36,84,47,37
2016-09-12,,,,934,449,485,509,253,256,151,73,78,359,175,184,640,331,309
2016-09-13,,,,1575,779,796,644,321,323,247,131,116,444,224,220,775,394,381
2016-09-14,,,,180,88,92,74,37,37,8,4,4,59,29,30,224,111,113
2016-09-15,,,,1403,688,715,462,219,243,184,91,93,307,155,152,694,342,352
2016-09-16,,,,1225,596,629,494,243,251,207,105,102,293,143,150,655,317,338
2016-09-17,,,,1467,713,754,628,293,335,295,152,143,372,197,175,451,228,223
2016-09-18,,,,1549,745,804,624,309,315,336,167,169,511,264,247,505,267,238
2016-09-19,,,,188,90,98,111,61,50,8,4,4,111,58,53,241,126,115
2016-09-20,,,,454,208,246,193,101,92,48,24,24,197,99,98,338,170,168
2016-09-21,,,,1331,657,674,578,288,290,263,132,131,423,222,201,770,380,390
2016-09-22,,,,715,335,380,239,121,118,179,85,94,169,91,78,464,239,225
2016-09-23,,,,578,290,288,209,97,112,70,33,37,175,89,86,318,156,162
2016-09-24,,,,830,398,432,322,154,168,206,99,107,244,121,123,381,199,182
2016-09-25,,,,638,304,334,314,149,165,140,61,79,228,131,97,271,129,142
2016-09-26,,,,908,450,458,323,145,178,129,65,64,257,134,123,472,245,227
2016-09-27,,,,180,88,92,75,38,37,11,7,4,71,34,37,174,84,90
2016-09-28,,,,354,168,186,125,64,61,41,18,23,105,50,55,374,189,185
2016-09-29,,,,666,329,337,231,112,119,75,37,38,157,75,82,406,213,193
2016-09-30,,,,1025,512,513,342,170,172,148,74,74,249,125,124,508,265,243
2016-10-01,,,,1180,575,605,481,245,236,187,100,87,293,148,145,395,199,196
2016-10-02,,,,1195,599,596,481,241,240,210,115,95,302,155,147,300,150,150
2016-10-03,,,,383,181,202,127,64,63,35,17,18,128,64,64,360,184,176
2016-10-04,,,,1046,501,545,341,165,176,90,43,47,217,111,106,517,262,255
2016-10-05,,,,1243,609,634,368,178,190,145,81,64,235,123,112,532,265,267
2016-10-06,,,,1253,602,651,436,215,221,156,81,75,277,143,134,517,277,240
2016-10-07,,,,1945,953,992,531,266,265,291,145,146,347,177,170,702,362,340
2016-10-08,,,,71,33,38,40,19,21,10,5,5,30,15,15,49,27,22
2016-10-09,,,,604,297,307,230,112,118,125,62,63,142,72,70,231,118,113
2016-10-10,,,,752,353,399,310,158,152,157,78,79,243,124,119,223,116,107
2016-10-11,,,,522,266,256,231,112,119,59,29,30,146,77,69,329,171,158
2016-10-12,,,,500,243,257,275,129,146,159,77,82,223,115,108,280,113,167
2016-10-13,,,,,,,,,,31,16,15,69,37,32,,,
2016-10-14,,,,,,,,,,44,21,23,132,69,63,,,
2016-10-15,,,,,,,,,,136,70,66,174,89,85,,,
2016-10-16,,,,,,,,,,27,12,15,46,25,21,,,
2016-10-17,,,,,,,,,,74,34,40,74,42,32,,,
2016-10-18,,,,,,,,,,1,0,1,,,,,,
2016-10-19,,,,,,,,,,53,28,25,,,,,,
2016-10-20,,,,,,,,,,94,47,47,,,,,,
2016-10-21,,,,,,,,,,0,0,0,,,,,,
2016-10-22,,,,,,,,,,0,0,0,,,,,,
2016-10-23,,,,,,,,,,0,0,0,,,,,,
2016-10-24,,,,,,,,,,4,2,2,,,,,,
2016-10-25,,,,,,,,,,9,4,5,,,,,,
2016-10-26,,,,,,,,,,0,0,0,,,,,,
2016-10-27,,,,,,,,,,8,3,5,,,,,,
2016-10-28,,,,,,,,,,2,1,1,,,,,,
2016-10-29,,,,,,,,,,0,0,0,,,,,,
2016-10-30,,,,,,,,,,36,20,16,,,,,,
2016-10-31,,,,,,,,,,9,5,4,,,,,,
2016-11-01,,,,,,,,,,,,,,,,,,
2016-11-02,,,,,,,,,,,,,,,,,,
2016-11-03,,,,,,,,,,,,,,,,,,
2016-11-04,,,,,,,,,,,,,,,,,,
2016-11-05,,,,,,,,,,,,,,,,,,
2016-11-06,,,,,,,,,,,,,,,,,,
2016-11-07,,,,,,,,,,,,,,,,,,
2016-11-08,,,,,,,,,,,,,,,,,,
2016-11-09,,,,,,,,,,,,,,,,,,
2016-11-10,,,,,,,,,,,,,,,,,,
2016-11-11,,,,,,,,,,,,,,,,,,
2016-11-12,,,,,,,,,,,,,,,,,,
2016-11-13,,,,,,,,,,,,,,,,,,
2016-11-14,,,,,,,,,,,,,,,,,,
2016-11-15,,,,,,,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,,,,,,
2016-11-19,,,,,,,,,,,,,,,,,,
2016-11-20,,,,,,,,,,,,,,,,,,
2016-11-21,,,,,,,,,,,,,,,,,,
2016-11-22,,,,,,,,,,,,,,,,,,
2016-11-23,,,,,,,,,,,,,,,,,,
2016-11-24,,,,,,,,,,,,,,,,,,
2016-11-25,,,,,,,,,,,,,,,,,,
2016-11-26,,,,,,,,,,,,,,,,,,
2016-11-27,,,,,,,,,,,,,,,,,,
2016-11-28,,,,,,,,,,,,,,,,,,
2016-11-29,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,,
2016-12-02,,,,,,,,,,,,,,,,,,
2016-12-03,,,,,,,,,,,,,,,,,,
2016-12-04,,,,,,,,,,,,,,,,,,
2016-12-05,,,,,,,,,,,,,,,,,,
2016-12-06,,,,,,,,,,,,,,,,,,
2016-12-07,,,,,,,,,,,,,,,,,,
2016-12-08,,,,,,,,,,,,,,,,,,
2016-12-09,,,,,,,,,,,,,,,,,,
2016-12-10,,,,,,,,,,,,,,,,,,
2016-12-11,,,,,,,,,,,,,,,,,,
2016-12-12,,,,,,,,,,,,,,,,,,
2016-12-13,,,,,,,,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,,,,,
2016-12-17,,,,,,,,,,,,,,,,,,
2016-12-18,,,,,,,,,,,,,,,,,,
2016-12-19,,,,,,,,,,,,,,,,,,
2016-12-20,,,,,,,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,,,,,
2016-12-24,,,,,,,,,,,,,,,,,,
2016-12-25,,,,,,,,,,,,,,,,,,
2016-12-26,,,,,,,,,,,,,,,,,,
2016-12-27,,,,,,,,,,,,,,,,,,
2016-12-28,,,,,,,,,,,,,,,,,,
2016-12-29,,,,,,,,,,,,,,,,,,
2016-12-30,,,,,,,,,,,,,,,,,,
2016-12-31,,,,,,,,,,,,,,,,,,
