Date,5354B_Parcours_des_Anses_(ancien),5354B_IN,5354B_OUT,5354C_Parcours_des_Anses,5354C_IN,5354C_OUT,5354D_Grand_Tronc,5354D_IN,5354D_OUT,5354E_Parcours_Harlaka,5354E__IN,5354E__OUT,TRIAGE,TRIAGE_IN,TRIAGE_OUT,Y2I15027258,Channel_1_IN,Channel_2_OUT
2012-01-01,0,0,0,,,,,,,,,,,,,,,
2012-01-02,0,0,0,,,,,,,,,,,,,,,
2012-01-03,0,0,0,,,,,,,,,,,,,,,
2012-01-04,0,0,0,,,,,,,,,,,,,,,
2012-01-05,0,0,0,,,,,,,,,,,,,,,
2012-01-06,0,0,0,,,,,,,,,,,,,,,
2012-01-07,0,0,0,,,,,,,,,,,,,,,
2012-01-08,0,0,0,,,,,,,,,,,,,,,
2012-01-09,0,0,0,,,,,,,,,,,,,,,
2012-01-10,0,0,0,,,,,,,,,,,,,,,
2012-01-11,0,0,0,,,,,,,,,,,,,,,
2012-01-12,0,0,0,,,,,,,,,,,,,,,
2012-01-13,0,0,0,,,,,,,,,,,,,,,
2012-01-14,0,0,0,,,,,,,,,,,,,,,
2012-01-15,0,0,0,,,,,,,,,,,,,,,
2012-01-16,0,0,0,,,,,,,,,,,,,,,
2012-01-17,0,0,0,,,,,,,,,,,,,,,
2012-01-18,0,0,0,,,,,,,,,,,,,,,
2012-01-19,0,0,0,,,,,,,,,,,,,,,
2012-01-20,0,0,0,,,,,,,,,,,,,,,
2012-01-21,0,0,0,,,,,,,,,,,,,,,
2012-01-22,0,0,0,,,,,,,,,,,,,,,
2012-01-23,0,0,0,,,,,,,,,,,,,,,
2012-01-24,0,0,0,,,,,,,,,,,,,,,
2012-01-25,0,0,0,,,,,,,,,,,,,,,
2012-01-26,0,0,0,,,,,,,,,,,,,,,
2012-01-27,0,0,0,,,,,,,,,,,,,,,
2012-01-28,0,0,0,,,,,,,,,,,,,,,
2012-01-29,0,0,0,,,,,,,,,,,,,,,
2012-01-30,0,0,0,,,,,,,,,,,,,,,
2012-01-31,0,0,0,,,,,,,,,,,,,,,
2012-02-01,0,0,0,,,,,,,,,,,,,,,
2012-02-02,0,0,0,,,,,,,,,,,,,,,
2012-02-03,0,0,0,,,,,,,,,,,,,,,
2012-02-04,0,0,0,,,,,,,,,,,,,,,
2012-02-05,0,0,0,,,,,,,,,,,,,,,
2012-02-06,0,0,0,,,,,,,,,,,,,,,
2012-02-07,0,0,0,,,,,,,,,,,,,,,
2012-02-08,0,0,0,,,,,,,,,,,,,,,
2012-02-09,0,0,0,,,,,,,,,,,,,,,
2012-02-10,0,0,0,,,,,,,,,,,,,,,
2012-02-11,0,0,0,,,,,,,,,,,,,,,
2012-02-12,0,0,0,,,,,,,,,,,,,,,
2012-02-13,0,0,0,,,,,,,,,,,,,,,
2012-02-14,0,0,0,,,,,,,,,,,,,,,
2012-02-15,0,0,0,,,,,,,,,,,,,,,
2012-02-16,0,0,0,,,,,,,,,,,,,,,
2012-02-17,0,0,0,,,,,,,,,,,,,,,
2012-02-18,0,0,0,,,,,,,,,,,,,,,
2012-02-19,0,0,0,,,,,,,,,,,,,,,
2012-02-20,0,0,0,,,,,,,,,,,,,,,
2012-02-21,0,0,0,,,,,,,,,,,,,,,
2012-02-22,0,0,0,,,,,,,,,,,,,,,
2012-02-23,0,0,0,,,,,,,,,,,,,,,
2012-02-24,0,0,0,,,,,,,,,,,,,,,
2012-02-25,0,0,0,,,,,,,,,,,,,,,
2012-02-26,0,0,0,,,,,,,,,,,,,,,
2012-02-27,0,0,0,,,,,,,,,,,,,,,
2012-02-28,0,0,0,,,,,,,,,,,,,,,
2012-02-29,0,0,0,,,,,,,,,,,,,,,
2012-03-01,0,0,0,,,,,,,,,,,,,,,
2012-03-02,0,0,0,,,,,,,,,,,,,,,
2012-03-03,0,0,0,,,,,,,,,,,,,,,
2012-03-04,0,0,0,,,,,,,,,,,,,,,
2012-03-05,0,0,0,,,,,,,,,,,,,,,
2012-03-06,0,0,0,,,,,,,,,,,,,,,
2012-03-07,0,0,0,,,,,,,,,,,,,,,
2012-03-08,0,0,0,,,,,,,,,,,,,,,
2012-03-09,0,0,0,,,,,,,,,,,,,,,
2012-03-10,0,0,0,,,,,,,,,,,,,,,
2012-03-11,0,0,0,,,,,,,,,,,,,,,
2012-03-12,0,0,0,,,,,,,,,,,,,,,
2012-03-13,0,0,0,,,,,,,,,,,,,,,
2012-03-14,0,0,0,,,,,,,,,,,,,,,
2012-03-15,0,0,0,,,,,,,,,,,,,,,
2012-03-16,0,0,0,,,,,,,,,,,,,,,
2012-03-17,0,0,0,,,,,,,,,,,,,,,
2012-03-18,0,0,0,,,,,,,,,,,,,,,
2012-03-19,0,0,0,,,,,,,,,,,,,,,
2012-03-20,0,0,0,,,,,,,,,,,,,,,
2012-03-21,0,0,0,,,,,,,,,,,,,,,
2012-03-22,0,0,0,,,,,,,,,,,,,,,
2012-03-23,0,0,0,,,,,,,,,,,,,,,
2012-03-24,0,0,0,,,,,,,,,,,,,,,
2012-03-25,0,0,0,,,,,,,,,,,,,,,
2012-03-26,0,0,0,,,,,,,,,,,,,,,
2012-03-27,0,0,0,,,,,,,,,,,,,,,
2012-03-28,0,0,0,,,,,,,,,,,,,,,
2012-03-29,0,0,0,,,,,,,,,,,,,,,
2012-03-30,0,0,0,,,,,,,,,,,,,,,
2012-03-31,0,0,0,,,,,,,,,,,,,,,
2012-04-01,0,0,0,,,,,,,,,,,,,,,
2012-04-02,0,0,0,,,,,,,,,,,,,,,
2012-04-03,0,0,0,,,,,,,,,,,,,,,
2012-04-04,0,0,0,,,,,,,,,,,,,,,
2012-04-05,0,0,0,,,,,,,,,,,,,,,
2012-04-06,0,0,0,,,,,,,,,,,,,,,
2012-04-07,0,0,0,,,,,,,,,,,,,,,
2012-04-08,0,0,0,,,,,,,,,,,,,,,
2012-04-09,0,0,0,,,,,,,,,,,,,,,
2012-04-10,0,0,0,,,,,,,,,,,,,,,
2012-04-11,0,0,0,,,,,,,,,,,,,,,
2012-04-12,0,0,0,,,,,,,,,,,,,,,
2012-04-13,0,0,0,,,,,,,,,,,,,,,
2012-04-14,0,0,0,,,,,,,,,,,,,,,
2012-04-15,0,0,0,,,,,,,,,,,,,,,
2012-04-16,0,0,0,,,,,,,,,,,,,,,
2012-04-17,0,0,0,,,,,,,,,,,,,,,
2012-04-18,0,0,0,,,,,,,,,,,,,,,
2012-04-19,0,0,0,,,,,,,,,,,,,,,
2012-04-20,0,0,0,,,,,,,,,,,,,,,
2012-04-21,0,0,0,,,,,,,,,,,,,,,
2012-04-22,0,0,0,,,,,,,,,,,,,,,
2012-04-23,0,0,0,,,,,,,,,,,,,,,
2012-04-24,0,0,0,,,,,,,,,,,,,,,
2012-04-25,0,0,0,,,,,,,,,,,,,,,
2012-04-26,0,0,0,,,,,,,,,,,,,,,
2012-04-27,0,0,0,,,,,,,,,,,,,,,
2012-04-28,0,0,0,,,,,,,,,,,,,,,
2012-04-29,0,0,0,,,,,,,,,,,,,,,
2012-04-30,0,0,0,,,,,,,,,,,,,,,
2012-05-01,0,0,0,,,,,,,,,,,,,,,
2012-05-02,0,0,0,,,,,,,,,,,,,,,
2012-05-03,0,0,0,,,,,,,,,,,,,,,
2012-05-04,0,0,0,,,,,,,,,,,,,,,
2012-05-05,0,0,0,,,,,,,,,,,,,,,
2012-05-06,0,0,0,,,,,,,,,,,,,,,
2012-05-07,0,0,0,,,,,,,,,,,,,,,
2012-05-08,0,0,0,,,,,,,,,,,,,,,
2012-05-09,0,0,0,,,,,,,,,,,,,,,
2012-05-10,0,0,0,,,,,,,,,,,,,,,
2012-05-11,0,0,0,,,,,,,,,,,,,,,
2012-05-12,0,0,0,,,,,,,,,,,,,,,
2012-05-13,0,0,0,,,,,,,,,,,,,,,
2012-05-14,0,0,0,,,,,,,,,,,,,,,
2012-05-15,0,0,0,,,,,,,,,,,,,,,
2012-05-16,0,0,0,,,,,,,,,,,,,,,
2012-05-17,0,0,0,,,,,,,,,,,,,,,
2012-05-18,0,0,0,,,,,,,,,,,,,,,
2012-05-19,0,0,0,,,,,,,,,,,,,,,
2012-05-20,0,0,0,,,,,,,,,,,,,,,
2012-05-21,0,0,0,,,,,,,,,,,,,,,
2012-05-22,0,0,0,,,,,,,,,,,,,,,
2012-05-23,0,0,0,,,,,,,,,,,,,,,
2012-05-24,0,0,0,,,,,,,,,,,,,,,
2012-05-25,0,0,0,,,,,,,,,,,,,,,
2012-05-26,0,0,0,,,,,,,,,,,,,,,
2012-05-27,0,0,0,,,,,,,,,,,,,,,
2012-05-28,0,0,0,,,,,,,,,,,,,,,
2012-05-29,0,0,0,,,,,,,,,,,,,,,
2012-05-30,0,0,0,,,,,,,,,,,,,,,
2012-05-31,0,0,0,,,,,,,,,,,,,,,
2012-06-01,0,0,0,,,,,,,,,,,,,,,
2012-06-02,0,0,0,,,,,,,,,,,,,,,
2012-06-03,0,0,0,,,,,,,,,,,,,,,
2012-06-04,0,0,0,,,,,,,,,,,,,,,
2012-06-05,0,0,0,,,,,,,,,,,,,,,
2012-06-06,0,0,0,,,,,,,,,,,,,,,
2012-06-07,0,0,0,,,,,,,,,,,,,,,
2012-06-08,0,0,0,,,,,,,,,,,,,,,
2012-06-09,0,0,0,,,,,,,,,,,,,,,
2012-06-10,0,0,0,,,,,,,,,,,,,,,
2012-06-11,0,0,0,,,,,,,,,,,,,,,
2012-06-12,0,0,0,,,,,,,,,,,,,,,
2012-06-13,0,0,0,,,,,,,,,,,,,,,
2012-06-14,0,0,0,,,,,,,,,,,,,,,
2012-06-15,0,0,0,,,,,,,,,,,,,,,
2012-06-16,0,0,0,,,,,,,,,,,,,,,
2012-06-17,0,0,0,,,,,,,,,,,,,,,
2012-06-18,0,0,0,,,,,,,,,,,,,,,
2012-06-19,0,0,0,,,,,,,,,,,,,,,
2012-06-20,0,0,0,,,,,,,,,,,,,,,
2012-06-21,,,,,,,,,,,,,,,,,,
2012-06-22,,,,,,,,,,,,,,,,,,
2012-06-23,,,,,,,,,,,,,,,,,,
2012-06-24,,,,,,,,,,,,,,,,,,
2012-06-25,,,,,,,,,,,,,,,,,,
2012-06-26,,,,,,,,,,,,,,,,,,
2012-06-27,,,,,,,,,,,,,,,,,,
2012-06-28,,,,,,,,,,,,,,,,,,
2012-06-29,,,,,,,,,,,,,,,,,,
2012-06-30,,,,,,,,,,,,,,,,,,
2012-07-01,,,,,,,,,,,,,,,,,,
2012-07-02,,,,,,,,,,,,,,,,,,
2012-07-03,,,,,,,,,,,,,,,,,,
2012-07-04,,,,,,,,,,,,,,,,,,
2012-07-05,,,,,,,,,,,,,,,,,,
2012-07-06,1223,603,620,,,,,,,,,,,,,,,
2012-07-07,2769,1393,1376,,,,,,,,,,,,,,,
2012-07-08,2689,1352,1337,,,,,,,,,,,,,,,
2012-07-09,1927,943,984,,,,,,,,,,,,,,,
2012-07-10,2234,1086,1148,,,,,,,,,,,,,,,
2012-07-11,2765,1356,1409,,,,,,,,,,,,,,,
2012-07-12,2283,1158,1125,,,,,,,,,,,,,,,
2012-07-13,1982,966,1016,,,,,,,,,,,,,,,
2012-07-14,2507,1264,1243,,,,,,,,,,,,,,,
2012-07-15,2538,1182,1356,,,,,,,,,,,,,,,
2012-07-16,1752,868,884,,,,,,,,,,,,,,,
2012-07-17,321,155,166,,,,,,,,,,,,,,,
2012-07-18,2419,1187,1232,,,,,,,,,,,,,,,
2012-07-19,1989,964,1025,,,,,,,,,,,,,,,
2012-07-20,2844,1389,1455,,,,,,,,,,,,,,,
2012-07-21,3031,1518,1513,,,,,,,,,,,,,,,
2012-07-22,3196,1544,1652,,,,,,,,,,,,,,,
2012-07-23,1685,830,855,,,,,,,,,,,,,,,
2012-07-24,1739,842,897,,,,,,,,,,,,,,,
2012-07-25,3168,1535,1633,,,,,,,,,,,,,,,
2012-07-26,2246,1105,1141,,,,,,,,,,,,,,,
2012-07-27,2689,1321,1368,,,,,,,,,,,,,,,
2012-07-28,2568,1267,1301,,,,,,,,,,,,,,,
2012-07-29,3124,1569,1555,,,,,,,,,,,,,,,
2012-07-30,2952,1449,1503,,,,,,,,,,,,,,,
2012-07-31,2614,1286,1328,,,,,,,,,,,,,,,
2012-08-01,2563,1267,1296,,,,,,,,,,,,,,,
2012-08-02,2079,1031,1048,,,,,,,,,,,,,,,
2012-08-03,1979,964,1015,,,,,,,,,,,,,,,
2012-08-04,3121,1545,1576,,,,,,,,,,,,,,,
2012-08-05,1341,669,672,,,,,,,,,,,,,,,
2012-08-06,1845,892,953,,,,,,,,,,,,,,,
2012-08-07,2698,1328,1370,,,,,,,,,,,,,,,
2012-08-08,2529,1235,1294,,,,,,,,,,,,,,,
2012-08-09,1601,785,816,,,,,,,,,,,,,,,
2012-08-10,134,63,71,,,,,,,,,,,,,,,
2012-08-11,351,183,168,,,,,,,,,,,,,,,
2012-08-12,1526,750,776,,,,,,,,,,,,,,,
2012-08-13,1641,788,853,,,,,,,,,,,,,,,
2012-08-14,2643,1299,1344,,,,,,,,,,,,,,,
2012-08-15,898,448,450,,,,,,,,,,,,,,,
2012-08-16,858,388,470,,,,,,,,,,,,,,,
2012-08-17,1413,714,699,,,,,,,,,,,,,,,
2012-08-18,2170,1072,1098,,,,,,,,,,,,,,,
2012-08-19,3460,1729,1731,,,,,,,,,,,,,,,
2012-08-20,2452,1234,1218,,,,,,,,,,,,,,,
2012-08-21,1876,912,964,,,,,,,,,,,,,,,
2012-08-22,2330,1121,1209,,,,,,,,,,,,,,,
2012-08-23,1276,620,656,,,,,,,,,,,,,,,
2012-08-24,2478,1232,1246,,,,,,,,,,,,,,,
2012-08-25,2574,1288,1286,,,,,,,,,,,,,,,
2012-08-26,1736,862,874,,,,,,,,,,,,,,,
2012-08-27,1671,608,1063,,,,,,,,,,,,,,,
2012-08-28,1175,565,610,,,,,,,,,,,,,,,
2012-08-29,1071,518,553,,,,,,,,,,,,,,,
2012-08-30,1098,528,570,,,,,,,,,,,,,,,
2012-08-31,970,459,511,,,,,,,,,,,,,,,
2012-09-01,2983,1502,1481,,,,,,,,,,,,,,,
2012-09-02,2632,1287,1345,,,,,,,,,,,,,,,
2012-09-03,3917,1899,2018,,,,,,,,,,,,,,,
2012-09-04,1015,487,528,,,,,,,,,,,,,,,
2012-09-05,1221,601,620,,,,,,,,,,,,,,,
2012-09-06,827,407,420,,,,,,,,,,,,,,,
2012-09-07,1281,617,664,,,,,,,,,,,,,,,
2012-09-08,745,367,378,,,,,,,,,,,,,,,
2012-09-09,866,432,434,,,,,,,,,,,,,,,
2012-09-10,800,376,424,,,,,,,,,,,,,,,
2012-09-11,1141,565,576,,,,,,,,,,,,,,,
2012-09-12,1643,800,843,,,,,,,,,,,,,,,
2012-09-13,1768,865,903,,,,,,,,,,,,,,,
2012-09-14,1757,855,902,,,,,,,,,,,,,,,
2012-09-15,374,179,195,,,,,,,,,,,,,,,
2012-09-16,764,381,383,,,,,,,,,,,,,,,
2012-09-17,1379,675,704,,,,,,,,,,,,,,,
2012-09-18,525,256,269,,,,,,,,,,,,,,,
2012-09-19,288,131,157,,,,,,,,,,,,,,,
2012-09-20,851,408,443,,,,,,,,,,,,,,,
2012-09-21,1186,583,603,,,,,,,,,,,,,,,
2012-09-22,973,491,482,,,,,,,,,,,,,,,
2012-09-23,411,189,222,,,,,,,,,,,,,,,
2012-09-24,751,362,389,,,,,,,,,,,,,,,
2012-09-25,408,188,220,,,,,,,,,,,,,,,
2012-09-26,348,167,181,,,,,,,,,,,,,,,
2012-09-27,720,336,384,,,,,,,,,,,,,,,
2012-09-28,1108,527,581,,,,,,,,,,,,,,,
2012-09-29,129,61,68,,,,,,,,,,,,,,,
2012-09-30,69,34,35,,,,,,,,,,,,,,,
2012-10-01,432,207,225,,,,,,,,,,,,,,,
2012-10-02,899,438,461,,,,,,,,,,,,,,,
2012-10-03,930,456,474,,,,,,,,,,,,,,,
2012-10-04,195,81,114,,,,,,,,,,,,,,,
2012-10-05,376,180,196,,,,,,,,,,,,,,,
2012-10-06,93,42,51,,,,,,,,,,,,,,,
2012-10-07,389,188,201,,,,,,,,,,,,,,,
2012-10-08,619,315,304,,,,,,,,,,,,,,,
2012-10-09,571,273,298,,,,,,,,,,,,,,,
2012-10-10,222,113,109,,,,,,,,,,,,,,,
2012-10-11,180,87,93,,,,,,,,,,,,,,,
2012-10-12,221,108,113,,,,,,,,,,,,,,,
2012-10-13,225,104,121,,,,,,,,,,,,,,,
2012-10-14,135,64,71,,,,,,,,,,,,,,,
2012-10-15,95,45,50,,,,,,,,,,,,,,,
2012-10-16,208,102,106,,,,,,,,,,,,,,,
2012-10-17,417,206,211,,,,,,,,,,,,,,,
2012-10-18,544,270,274,,,,,,,,,,,,,,,
2012-10-19,164,76,88,,,,,,,,,,,,,,,
2012-10-20,130,65,65,,,,,,,,,,,,,,,
2012-10-21,86,37,49,,,,,,,,,,,,,,,
2012-10-22,295,149,146,,,,,,,,,,,,,,,
2012-10-23,482,228,254,,,,,,,,,,,,,,,
2012-10-24,414,189,225,,,,,,,,,,,,,,,
2012-10-25,374,171,203,,,,,,,,,,,,,,,
2012-10-26,879,425,454,,,,,,,,,,,,,,,
2012-10-27,300,155,145,,,,,,,,,,,,,,,
2012-10-28,270,133,137,,,,,,,,,,,,,,,
2012-10-29,89,42,47,,,,,,,,,,,,,,,
2012-10-30,69,34,35,,,,,,,,,,,,,,,
2012-10-31,102,44,58,,,,,,,,,,,,,,,
2012-11-01,110,56,54,,,,,,,,,,,,,,,
2012-11-02,125,56,69,,,,,,,,,,,,,,,
2012-11-03,47,21,26,,,,,,,,,,,,,,,
2012-11-04,187,90,97,,,,,,,,,,,,,,,
2012-11-05,146,72,74,,,,,,,,,,,,,,,
2012-11-06,147,69,78,,,,,,,,,,,,,,,
2012-11-07,136,66,70,,,,,,,,,,,,,,,
2012-11-08,90,46,44,,,,,,,,,,,,,,,
2012-11-09,171,77,94,,,,,,,,,,,,,,,
2012-11-10,139,65,74,,,,,,,,,,,,,,,
2012-11-11,32,17,15,,,,,,,,,,,,,,,
2012-11-12,485,239,246,,,,,,,,,,,,,,,
2012-11-13,80,41,39,,,,,,,,,,,,,,,
2012-11-14,176,82,94,,,,,,,,,,,,,,,
2012-11-15,159,77,82,,,,,,,,,,,,,,,
2012-11-16,169,83,86,,,,,,,,,,,,,,,
2012-11-17,190,89,101,,,,,,,,,,,,,,,
2012-11-18,194,97,97,,,,,,,,,,,,,,,
2012-11-19,214,103,111,,,,,,,,,,,,,,,
2012-11-20,244,120,124,,,,,,,,,,,,,,,
2012-11-21,266,130,136,,,,,,,,,,,,,,,
2012-11-22,240,121,119,,,,,,,,,,,,,,,
2012-11-23,333,168,165,,,,,,,,,,,,,,,
2012-11-24,65,33,32,,,,,,,,,,,,,,,
2012-11-25,44,18,26,,,,,,,,,,,,,,,
2012-11-26,67,31,36,,,,,,,,,,,,,,,
2012-11-27,87,42,45,,,,,,,,,,,,,,,
2012-11-28,98,47,51,,,,,,,,,,,,,,,
2012-11-29,18,6,12,,,,,,,,,,,,,,,
2012-11-30,9,4,5,,,,,,,,,,,,,,,
2012-12-01,17,7,10,,,,,,,,,,,,,,,
2012-12-02,4,1,3,,,,,,,,,,,,,,,
2012-12-03,36,18,18,,,,,,,,,,,,,,,
2012-12-04,59,31,28,,,,,,,,,,,,,,,
2012-12-05,555,26,529,,,,,,,,,,,,,,,
2012-12-06,349,22,327,,,,,,,,,,,,,,,
2012-12-07,637,41,596,,,,,,,,,,,,,,,
2012-12-08,26,11,15,,,,,,,,,,,,,,,
2012-12-09,277,1,276,,,,,,,,,,,,,,,
2012-12-10,1,1,0,,,,,,,,,,,,,,,
2012-12-11,1,1,0,,,,,,,,,,,,,,,
2012-12-12,0,0,0,,,,,,,,,,,,,,,
2012-12-13,0,0,0,,,,,,,,,,,,,,,
2012-12-14,1,1,0,,,,,,,,,,,,,,,
2012-12-15,0,0,0,,,,,,,,,,,,,,,
2012-12-16,0,0,0,,,,,,,,,,,,,,,
2012-12-17,0,0,0,,,,,,,,,,,,,,,
2012-12-18,0,0,0,,,,,,,,,,,,,,,
2012-12-19,0,0,0,,,,,,,,,,,,,,,
2012-12-20,10,0,10,,,,,,,,,,,,,,,
2012-12-21,3821,0,3821,,,,,,,,,,,,,,,
2012-12-22,30759,0,30759,,,,,,,,,,,,,,,
2012-12-23,84166,1,84165,,,,,,,,,,,,,,,
2012-12-24,91527,0,91527,,,,,,,,,,,,,,,
2012-12-25,18084,0,18084,,,,,,,,,,,,,,,
2012-12-26,0,0,0,,,,,,,,,,,,,,,
2012-12-27,0,0,0,,,,,,,,,,,,,,,
2012-12-28,0,0,0,,,,,,,,,,,,,,,
2012-12-29,0,0,0,,,,,,,,,,,,,,,
2012-12-30,0,0,0,,,,,,,,,,,,,,,
2012-12-31,0,0,0,,,,,,,,,,,,,,,
2013-01-01,1,0,1,,,,,,,,,,,,,,,
2013-01-02,0,0,0,,,,,,,,,,,,,,,
2013-01-03,0,0,0,,,,,,,,,,,,,,,
2013-01-04,0,0,0,,,,,,,,,,,,,,,
2013-01-05,0,0,0,,,,,,,,,,,,,,,
2013-01-06,0,0,0,,,,,,,,,,,,,,,
2013-01-07,0,0,0,,,,,,,,,,,,,,,
2013-01-08,0,0,0,,,,,,,,,,,,,,,
2013-01-09,0,0,0,,,,,,,,,,,,,,,
2013-01-10,0,0,0,,,,,,,,,,,,,,,
2013-01-11,1,0,1,,,,,,,,,,,,,,,
2013-01-12,83,0,83,,,,,,,,,,,,,,,
2013-01-13,50998,0,50998,,,,,,,,,,,,,,,
2013-01-14,20766,0,20766,,,,,,,,,,,,,,,
2013-01-15,0,0,0,,,,,,,,,,,,,,,
2013-01-16,4771,0,4771,,,,,,,,,,,,,,,
2013-01-17,43103,0,43103,,,,,,,,,,,,,,,
2013-01-18,0,0,0,,,,,,,,,,,,,,,
2013-01-19,1,1,0,,,,,,,,,,,,,,,
2013-01-20,1,1,0,,,,,,,,,,,,,,,
2013-01-21,0,0,0,,,,,,,,,,,,,,,
2013-01-22,0,0,0,,,,,,,,,,,,,,,
2013-01-23,0,0,0,,,,,,,,,,,,,,,
2013-01-24,0,0,0,,,,,,,,,,,,,,,
2013-01-25,0,0,0,,,,,,,,,,,,,,,
2013-01-26,0,0,0,,,,,,,,,,,,,,,
2013-01-27,0,0,0,,,,,,,,,,,,,,,
2013-01-28,0,0,0,,,,,,,,,,,,,,,
2013-01-29,0,0,0,,,,,,,,,,,,,,,
2013-01-30,1,0,1,,,,,,,,,,,,,,,
2013-01-31,49,0,49,,,,,,,,,,,,,,,
2013-02-01,375,0,375,,,,,,,,,,,,,,,
2013-02-02,41293,0,41293,,,,,,,,,,,,,,,
2013-02-03,35692,0,35692,,,,,,,,,,,,,,,
2013-02-04,0,0,0,,,,,,,,,,,,,,,
2013-02-05,0,0,0,,,,,,,,,,,,,,,
2013-02-06,0,0,0,,,,,,,,,,,,,,,
2013-02-07,0,0,0,,,,,,,,,,,,,,,
2013-02-08,0,0,0,,,,,,,,,,,,,,,
2013-02-09,0,0,0,,,,,,,,,,,,,,,
2013-02-10,0,0,0,,,,,,,,,,,,,,,
2013-02-11,0,0,0,,,,,,,,,,,,,,,
2013-02-12,0,0,0,,,,,,,,,,,,,,,
2013-02-13,0,0,0,,,,,,,,,,,,,,,
2013-02-14,0,0,0,,,,,,,,,,,,,,,
2013-02-15,0,0,0,,,,,,,,,,,,,,,
2013-02-16,0,0,0,,,,,,,,,,,,,,,
2013-02-17,0,0,0,,,,,,,,,,,,,,,
2013-02-18,0,0,0,,,,,,,,,,,,,,,
2013-02-19,0,0,0,,,,,,,,,,,,,,,
2013-02-20,0,0,0,,,,,,,,,,,,,,,
2013-02-21,0,0,0,,,,,,,,,,,,,,,
2013-02-22,0,0,0,,,,,,,,,,,,,,,
2013-02-23,0,0,0,,,,,,,,,,,,,,,
2013-02-24,0,0,0,,,,,,,,,,,,,,,
2013-02-25,0,0,0,,,,,,,,,,,,,,,
2013-02-26,0,0,0,,,,,,,,,,,,,,,
2013-02-27,4,0,4,,,,,,,,,,,,,,,
2013-02-28,209,0,209,,,,,,,,,,,,,,,
2013-03-01,174,0,174,,,,,,,,,,,,,,,
2013-03-02,2053,0,2053,,,,,,,,,,,,,,,
2013-03-03,1596,0,1596,,,,,,,,,,,,,,,
2013-03-04,7387,0,7387,,,,,,,,,,,,,,,
2013-03-05,17691,0,17691,,,,,,,,,,,,,,,
2013-03-06,67531,0,67531,,,,,,,,,,,,,,,
2013-03-07,100069,0,100069,,,,,,,,,,,,,,,
2013-03-08,110185,0,110185,,,,,,,,,,,,,,,
2013-03-09,82558,0,82558,,,,,,,,,,,,,,,
2013-03-10,78551,0,78551,,,,,,,,,,,,,,,
2013-03-11,56469,0,56469,,,,,,,,,,,,,,,
2013-03-12,75247,0,75247,,,,,,,,,,,,,,,
2013-03-13,16298,0,16298,,,,,,,,,,,,,,,
2013-03-14,20237,0,20237,,,,,,,,,,,,,,,
2013-03-15,16415,0,16415,,,,,,,,,,,,,,,
2013-03-16,0,0,0,,,,,,,,,,,,,,,
2013-03-17,25618,0,25618,,,,,,,,,,,,,,,
2013-03-18,24481,0,24481,,,,,,,,,,,,,,,
2013-03-19,12586,0,12586,,,,,,,,,,,,,,,
2013-03-20,9,0,9,,,,,,,,,,,,,,,
2013-03-21,8,0,8,,,,,,,,,,,,,,,
2013-03-22,10,0,10,,,,,,,,,,,,,,,
2013-03-23,7,0,7,,,,,,,,,,,,,,,
2013-03-24,4,0,4,,,,,,,,,,,,,,,
2013-03-25,57,0,57,,,,,,,,,,,,,,,
2013-03-26,0,0,0,,,,,,,,,,,,,,,
2013-03-27,0,0,0,,,,,,,,,,,,,,,
2013-03-28,0,0,0,,,,,,,,,,,,,,,
2013-03-29,1,0,1,,,,,,,,,,,,,,,
2013-03-30,0,0,0,,,,,,,,,,,,,,,
2013-03-31,0,0,0,,,,,,,,,,,,,,,
2013-04-01,0,0,0,,,,,,,,,,,,,,,
2013-04-02,5560,0,5560,,,,,,,,,,,,,,,
2013-04-03,26329,0,26329,,,,,,,,,,,,,,,
2013-04-04,232,0,232,,,,,,,,,,,,,,,
2013-04-05,2344,1,2343,,,,,,,,,,,,,,,
2013-04-06,502,7,495,,,,,,,,,,,,,,,
2013-04-07,25,0,25,,,,,,,,,,,,,,,
2013-04-08,2637,11,2626,,,,,,,,,,,,,,,
2013-04-09,9468,7,9461,,,,,,,,,,,,,,,
2013-04-10,581,29,552,,,,,,,,,,,,,,,
2013-04-11,914,23,891,,,,,,,,,,,,,,,
2013-04-12,11,4,7,,,,,,,,,,,,,,,
2013-04-13,1,0,1,,,,,,,,,,,,,,,
2013-04-14,25,5,20,,,,,,,,,,,,,,,
2013-04-15,624,54,570,,,,,,,,,,,,,,,
2013-04-16,831,24,807,,,,,,,,,,,,,,,
2013-04-17,921,117,804,,,,,,,,,,,,,,,
2013-04-18,1841,50,1791,,,,,,,,,,,,,,,
2013-04-19,568,170,398,,,,,,,,,,,,,,,
2013-04-20,163,32,131,,,,,,,,,,,,,,,
2013-04-21,4137,203,3934,,,,,,,,,,,,,,,
2013-04-22,3372,323,3049,,,,,,,,,,,,,,,
2013-04-23,3887,400,3487,,,,,,,,,,,,,,,
2013-04-24,737,358,379,,,,,,,,,,,,,,,
2013-04-25,653,106,547,,,,,,,,,,,,,,,
2013-04-26,1325,323,1002,,,,,,,,,,,,,,,
2013-04-27,1203,584,619,,,,,,,,,,,,,,,
2013-04-28,2358,1156,1202,,,,,,,,,,,,,,,
2013-04-29,4302,570,3732,,,,,,,,,,,,,,,
2013-04-30,5505,1307,4198,,,,,,,,,,,,,,,
2013-05-01,3529,1175,2354,,,,,,,,,,,,,,,
