Date,BDN_MR,BDN_VER,BDN_STE,BDN_COUV,fetes87,fetes56,fetes57,7180A_Gatineau_-_Parc_Sanscartier,Sens_IN,Sens_OUT,Tubes_-_9409,9409_Channel_1_IN,9409_Channel_2_OUT,Tubes_-_9410,9410_Channel_1_IN,9410_Channel_2_OUT,Aberdeen_2_-_9410,Aberdeen_2_IN,Aberdeen_2_OUT,Pont_Noir_-_9409,Pont_Noir_-_9409_IN,Pont_Noir_-_9409_OUT,YPI16080391,Sentier_de_l'ile_-_9409,Sentier_de_l'ile_-_9409_IN_-_VERS_HULL,Sentier_de_l'ile_-_9409_OUT_-_VERS_ST-ReDEMPTEUR,Allumetières_-_9410,VERS_ST_ReDEMPTEUR,VERS_HULL,Portageurs_-_9410,Portageurs_IN,Portageurs_OUT,Parc_de_Gatineau_-_Gamelin_9409,Gamelin_VERS_AYLMER,Gamelin_VERS_HULL,Sentier_des_Pionniers_-_9410,IN_-_VERS_HULL,OUT_-_VERS_AYLMER,Sentier_des_Voyageurs,IN_-_VERS_AYLMER,OUT_-_VERS_HULL
2012-08-26,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-27,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-28,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-29,1,0,0,4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-30,7,16,0,26,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-31,37,8365,0,3819,,4431,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-01,16,23571,0,4974,,13471,18667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-02,0,9732,0,7904,,9666,9152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-03,0,10109,0,6722,,6835,6549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-04,0,149,0,943,,74,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-05,1,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-06,0,0,0,2,,1249,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-07,0,0,0,2,,1199,1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-08,0,0,0,0,,3218,2269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,0,0,0,0,,558,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-10,0,0,0,1,,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-11,0,0,0,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-12,0,0,0,4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-13,0,0,0,4,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-14,462,96,0,76,,52,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-15,1131,4601,0,29,,12294,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,6259,3434,0,8,,13147,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-17,88,11,0,565,,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-18,26,4,0,169,,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-19,0,0,0,241,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-20,0,1,0,42,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-21,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-22,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,0,0,0,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-24,0,0,0,5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-25,0,0,0,19,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-26,1,0,0,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-27,0,0,0,14,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-28,0,0,0,23,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-29,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-01,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-02,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-03,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-04,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-05,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-06,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,0,0,0,21,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-08,0,0,0,24,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-09,0,0,0,4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-10,0,0,0,11,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-11,0,0,0,402,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-12,1,0,0,63,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-13,0,1,0,26,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,0,0,0,50,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-15,1,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-16,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-17,0,0,0,376,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-18,1,0,0,76,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-19,1,0,0,68,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-20,0,0,0,159,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,0,0,0,9,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-22,0,0,0,12,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-23,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-24,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-25,0,385,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-26,0,56,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-27,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-29,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-30,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-31,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-01,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-02,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-03,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-04,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-05,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-06,0,0,0,4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-07,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-08,1,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-09,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-10,0,0,0,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-11,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-12,1,0,0,11,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-13,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-14,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-15,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-16,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-17,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-18,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-19,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-20,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-21,0,1,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-22,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-23,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-24,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-25,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-26,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-27,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-28,0,0,0,30,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-29,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-30,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-01,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-02,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-03,0,0,0,170,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-04,0,0,0,114,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-05,0,0,0,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-06,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-07,0,0,0,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-08,0,0,0,5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-09,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-10,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-11,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-12,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-13,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-14,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-15,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-16,0,1,0,371,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-17,0,0,0,11568,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-18,0,0,0,96,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-19,0,0,0,154,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-20,0,0,0,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-21,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-22,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-23,1,0,0,41,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-24,0,1,0,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-25,0,0,0,25,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-26,1,0,0,254,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-27,0,0,0,92,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-28,0,0,0,43,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-29,0,0,0,128,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-30,0,0,0,10,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,0,0,0,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-01,0,0,0,8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-02,0,0,0,315,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-03,0,0,0,9,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-04,0,0,0,8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-05,0,0,0,53,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-06,0,0,0,48,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-07,0,0,0,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-08,0,0,0,8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-09,0,0,0,237,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-10,0,0,0,278,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-11,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-12,0,0,0,20,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-13,0,0,0,21,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-14,0,0,0,24,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-15,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-16,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-17,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-18,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-19,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-20,0,0,0,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-21,0,2,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-22,0,0,0,4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-23,1,0,0,54,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-24,0,1,0,20,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-25,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-26,0,0,0,83,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-27,1,0,0,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-28,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-29,0,0,0,15,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-30,0,0,0,17,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-31,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-01,456,352,0,31,,124,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-02,5769,93,0,60,,7230,4043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-03,6858,2104,0,40,,7000,3614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-04,669,39,0,3,,685,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-05,32,8,0,9,,28,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-06,48,5,0,1,,26,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-07,560,6,0,9,,1365,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-08,1322,6,0,1,,1714,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-09,9363,3034,0,2,,9371,5146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-10,10725,5010,0,2,,11437,6998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-11,1297,0,0,6,,3011,2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-12,2,2,0,8,,10,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-13,64,0,0,2,,30,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-14,1293,4,0,11,,3219,1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-15,3223,6,197,6,,6424,3137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-16,9150,4493,0,46,,11447,5470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-17,6341,3528,0,6,,8693,4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-18,4532,2988,26,2,,4489,2982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-19,134,38,0,12,,44,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-20,886,13,0,2,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-21,0,0,1,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-22,0,0,265,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-23,1,0,0,4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-24,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-25,0,0,4,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-26,0,0,7,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-27,0,0,69,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,0,0,21,16,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-01,0,0,1,51,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-02,0,0,4,21,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-03,0,0,6,14,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-04,0,0,14,4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-05,0,0,0,24,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-06,0,0,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-07,0,0,74,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-08,0,0,3,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-09,0,0,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-10,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-11,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-12,0,0,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-13,0,0,99,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-14,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-15,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-16,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-17,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-18,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-19,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-20,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-21,0,0,0,62,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-22,0,0,0,61,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-23,0,0,0,236,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-24,0,0,0,34,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-25,0,0,0,5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-26,0,1,0,28,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-27,0,0,0,102,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-28,0,0,0,35,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-29,0,0,0,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-30,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,1,0,0,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-01,0,0,0,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-02,0,0,0,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-03,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-04,0,0,0,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-05,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-06,0,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-07,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-08,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-09,0,0,0,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-10,0,0,0,37,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-11,0,0,0,4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-12,0,0,0,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-13,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-14,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-15,0,0,0,8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-16,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-17,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-18,1,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-19,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-20,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-21,0,1,1,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-22,0,0,0,427,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-23,0,0,0,80,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-24,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-25,1,0,0,38,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-26,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-27,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-28,0,0,0,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-29,1,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
