caseid,mode,q1a,q1b,q2,age5,q3a,q3b,classc,q4,q4t,q4a,q5,qquot_m1,qquot_m2,qquot_m3,q6,q7,q7t_m1,q7t_m2,q8,q9,q10a,q10b,q10c,q10d,q10e,q10f,nbq10,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,q11i,nbq11,q12,q13,q14a,q14b,q14c,q14d,q14e,q14f,q14g,q14h,q14i,nbq14,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,q15i,nbq15,q16,q17,q18,q19,q20,q21,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q22h,q22i,q22j,q22k,q22k_o,nbq22,q23a,q23b,q23c,q25a,q25b,q25c,q25d,q25e,q25f,q26a,q26b,q26c,q26d,q26e,q26f,q26g,q27a,q27b,q27c,q27d,q27e,q27f,nbq27,q28a,q28b,q28c,q28d,q28e,q28f,nbq28,q29,q30,q31,q32,q3132_m1,q3132_m2,q3132_m3,q33,q34,q35,poids
88341,2,1,6,3,2,2,3,3,1,2,,4,2,6,,3,2,3,10,2,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,3,3,4,5,5,3,5,2,3,1,3,3,3,2,2,2,2,2,2,2,0,,,,,,,0,2,4,4,2,4,,,2,2,5,"0,334169775247574"
88342,2,1,14,4,3,2,3,3,1,2,,4,2,6,,3,3,4,10,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,3,5,4,5,4,3,2,2,2,2,2,2,2,1,1,1,1,1,2,5,2,2,2,2,2,,0,1,4,4,1,1,3,,2,2,5,"0,456951767206192"
88344,2,1,16,6,5,2,3,3,1,2,,4,2,6,,3,2,3,10,4,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,3,1,1,2,2,2,2,2,2,2,1,1,2,2,2,,2,5,4,4,5,4,5,4,5,4,3,3,3,1,3,2,2,1,1,2,1,2,1,4,2,2,,2,,2,0,2,4,1,2,1,2,,2,2,3,"0,271799027919769"
88345,2,1,16,7,5,2,3,3,1,2,,4,2,6,,2,97,8,,3,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,2,1,8,2,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,3,9,2,2,5,3,4,3,9,9,9,9,9,9,9,1,1,1,1,1,2,5,2,2,2,2,2,,0,2,2,,2,4,,,1,2,99,"2,51331400871277"
88347,2,1,12,7,5,2,3,3,1,2,,4,2,6,,2,1,2,11,1,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,2,1,8,2,,,,,,,,,,,,,,,,,,,,,3,4,3,1,1,2,2,1,2,2,2,2,1,2,1,2,2,,3,3,3,3,3,5,5,5,4,4,2,3,2,3,3,3,3,2,2,1,2,2,2,1,,,2,,,,0,1,4,18,1,1,3,,2,2,3,"0,392505198717117"
88348,1,1,14,5,4,2,3,3,1,2,,2,2,6,,3,2,3,10,4,1,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,0,2,4,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,,3,4,4,2,3,3,5,5,4,5,2,2,2,3,2,3,3,1,1,2,1,1,1,5,2,2,,2,2,2,0,1,4,1,99,1,2,,2,1,5,"0,30615445971489"
88349,2,1,2,6,5,1,1,1,,1,,,1,,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,4,3,3,3,4,4,2,2,2,2,3,2,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,2,,,,,,2,2,3,"0,550762414932251"
88350,2,1,17,4,3,2,3,3,1,2,,4,2,6,,4,2,3,10,3,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,4,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,,2,9,9,9,4,3,3,2,4,4,2,3,1,2,2,3,2,2,1,1,1,1,2,4,,2,2,2,2,,0,2,4,18,2,4,,,2,2,7,"0,371209114789963"
88351,2,1,9,5,4,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,4,5,2,2,4,5,1,2,2,3,3,2,3,2,2,1,1,1,1,1,1,6,2,1,2,2,2,2,1,2,3,,,,,,2,2,2,"0,443608373403549"
88352,2,1,4,2,1,2,3,3,1,2,,3,2,3,5,3,4,5,10,4,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,,0,9,9,9,5,5,3,5,5,3,2,3,2,9,9,9,2,2,2,2,2,2,2,0,,,,,,,0,2,3,99,2,4,,,9,2,2,"0,486532479524612"
88353,1,1,1,4,3,2,3,3,1,2,,4,2,6,,2,3,4,10,2,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,9,4,4,4,4,4,4,2,2,2,2,2,3,2,1,1,1,1,2,2,4,2,2,2,2,,,0,1,4,4,1,1,3,,1,1,4,"1,01189756393433"
88354,1,1,1,6,5,2,3,3,1,2,,4,2,6,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,5,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,0,3,5,5,5,5,3,5,9,5,3,3,1,2,3,3,2,2,2,2,2,2,2,0,,,,,,,0,1,3,1,2,1,2,,2,2,5,"0,528202056884766"
88355,2,1,3,6,5,2,3,3,1,2,,4,2,6,,2,1,2,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,3,5,3,5,4,3,2,3,2,3,3,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,17,1,1,3,,1,2,2,"0,561915099620819"
88356,2,1,3,6,5,2,3,3,1,2,,4,2,6,,2,1,2,11,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,2,1,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,2,2,99,2,2,2,2,2,2,2,2,2,2,2,,0,9,9,9,5,5,9,5,5,5,2,3,3,3,3,3,3,9,9,9,9,9,9,0,,,,,,,0,2,4,1,1,1,2,3,2,2,99,"0,561915099620819"
88357,2,1,1,3,2,2,3,3,3,4,4,2,2,7,8,3,2,3,10,4,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,9,1,1,1,2,1,2,1,1,2,3,2,4,4,3,4,2,2,2,2,2,2,2,2,2,1,2,,1,1,1,1,3,3,9,3,9,9,3,3,1,3,3,3,3,1,9,9,9,9,9,1,1,,,,,,1,1,4,4,2,4,,,2,2,99,"0,934052109718323"
88359,1,1,3,6,5,2,3,3,1,2,,4,2,6,,1,,1,11,1,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,4,2,2,,,,,,,,,,,,,,,,,,,,,4,1,3,4,1,2,2,1,2,2,2,2,1,2,2,2,2,,2,3,3,3,4,5,5,5,5,5,1,2,2,2,2,3,3,2,2,2,2,2,2,0,,,,,,,0,2,4,19,1,1,3,,2,2,3,"0,561915099620819"
88361,2,1,3,5,4,2,3,3,1,2,,4,2,6,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,3,2,1,2,5,4,3,5,3,3,2,2,3,3,2,2,2,1,2,2,2,1,,,2,,,,0,2,4,4,1,1,3,,2,2,5,"0,94143408536911"
88362,1,1,18,2,1,2,3,3,1,2,,2,2,6,,2,5,6,11,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,0,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,9,2,,1,1,4,1,4,5,4,5,5,3,1,2,3,2,3,1,2,1,1,1,1,1,1,6,2,1,2,2,2,1,2,2,4,1,2,1,2,,2,1,2,"0,561248600482941"
88363,1,1,3,6,5,2,3,3,1,2,,4,2,6,,4,2,3,10,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,3,1,2,99,2,2,2,2,2,2,2,2,2,9,2,,0,5,5,5,3,3,5,3,3,5,3,3,3,3,3,2,2,2,2,2,2,2,2,0,,,,,,,0,1,4,4,1,1,3,,1,2,4,"0,402051866054535"
88364,1,1,5,3,2,2,3,3,1,2,,1,2,3,4,4,2,3,10,2,2,2,1,2,1,2,1,3,2,2,2,2,1,1,1,2,1,4,2,1,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,2,2,2,2,8,3,4,3,4,1,3,2,2,2,2,2,2,2,2,1,2,2,,1,3,3,3,4,4,4,4,4,3,9,3,3,3,3,2,3,2,2,2,2,2,2,0,,,,,,,0,1,3,19,2,4,,,2,2,7,"1,15945649147034"
88365,1,1,6,3,2,2,3,3,2,3,,3,2,3,5,3,2,3,10,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,7,1,1,2,2,2,1,1,2,1,2,2,3,2,1,1,1,1,2,2,2,2,5,3,2,2,2,3,2,2,1,1,1,1,2,1,2,2,1,2,,6,4,3,2,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2,1,2,1,2,2,,,1,,2,,1,2,4,4,2,4,,,2,2,5,"0,334169775247574"
88366,1,1,1,6,5,2,3,3,1,2,,2,2,6,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,3,5,3,2,4,4,5,9,5,1,1,1,2,1,3,2,9,1,9,1,1,1,4,,2,,2,2,2,0,1,4,4,2,4,,,2,2,3,"0,53526908159256"
88367,2,1,11,7,5,2,3,3,1,2,,4,2,6,,2,1,2,11,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,9,4,4,4,4,4,4,2,2,2,2,2,3,3,1,1,2,2,2,1,3,2,9,,,,2,0,2,4,1,1,1,2,3,2,2,5,"0,194997668266296"
88368,2,1,1,4,3,2,3,3,1,2,,2,2,6,,2,5,6,11,3,2,2,2,2,2,2,2,0,2,2,2,2,1,1,1,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,,3,5,9,9,4,5,5,4,4,5,1,2,1,3,3,3,3,2,1,1,1,2,2,3,,2,2,2,,,0,2,2,,1,1,3,,2,2,3,"5,22438812255859"
88370,2,1,6,7,5,2,3,3,1,2,,4,2,6,,1,,1,11,4,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,3,3,2,4,5,4,5,3,3,3,3,2,2,3,3,2,1,1,2,2,2,2,2,2,2,,,,,0,1,4,1,2,1,2,,2,2,99,"0,2645263671875"
88371,2,1,15,3,2,2,3,3,3,4,4,1,2,7,8,1,,1,11,2,2,2,2,2,2,2,2,0,2,2,2,2,1,1,1,2,2,3,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,7,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,9,1,5,5,5,1,2,2,3,2,3,3,3,3,2,2,2,2,2,2,0,,,,,,,0,1,3,99,2,4,,,2,2,4,"1,21844184398651"
88372,1,1,2,5,4,2,3,3,1,2,,4,2,6,,1,,1,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,1,2,,,,,,,,,,,,,,,,,,,,,2,1,3,3,4,4,2,1,2,2,2,1,1,2,1,2,2,,4,3,3,3,5,5,3,4,5,3,3,3,2,3,3,3,3,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,8,1,1,3,,2,1,4,"0,419363498687744"
88373,2,1,17,6,5,2,3,3,1,2,,4,2,6,,1,,1,11,1,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,9,9,9,3,4,5,5,1,5,3,3,3,3,3,3,3,2,2,1,1,2,2,2,,,2,2,,,0,2,4,20,1,1,3,,2,2,3,"0,330095738172531"
88375,2,1,11,1,1,2,3,3,3,4,3,2,2,7,9,3,5,6,11,3,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,6,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,,2,5,5,9,4,5,5,5,4,4,3,3,2,2,3,3,3,2,2,2,2,2,2,0,,,,,,,0,2,4,1,1,1,2,3,2,2,4,"0,30453485250473"
88376,2,1,13,2,1,2,3,3,2,3,,2,2,6,,4,2,3,10,4,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,9,1,2,1,1,1,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,3,3,3,2,4,2,3,4,3,3,2,3,3,3,3,2,9,2,2,2,2,0,,,,,,,0,1,4,4,2,4,,,2,2,4,"0,851335346698761"
88377,1,1,5,2,1,2,3,3,1,2,,4,2,6,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,3,2,2,99,1,1,2,2,2,2,2,2,2,2,2,,2,3,3,3,4,5,5,5,3,4,3,3,3,3,3,3,3,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,1,1,1,2,3,1,2,5,"0,986993789672852"
88378,2,1,1,2,1,2,3,3,2,3,,1,2,3,4,2,1,2,11,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,4,4,1,2,1,2,2,2,2,1,1,1,4,2,2,1,1,2,2,2,2,2,7,2,1,3,3,3,2,2,1,1,1,1,2,2,2,1,1,2,,6,3,4,4,5,5,5,5,5,5,3,3,3,3,3,3,3,1,1,1,1,1,2,5,2,2,2,1,2,,1,2,4,99,1,1,3,,2,2,99,"0,784619510173798"
88379,2,1,6,6,5,2,3,3,1,2,,4,2,6,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,3,3,5,5,5,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,0,,,,,,,0,1,4,19,1,1,3,,2,2,5,"0,2645263671875"
88381,1,1,17,5,4,2,3,3,1,2,,4,2,6,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,1,1,2,2,9,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,4,2,1,3,2,2,2,2,2,2,2,2,2,9,2,2,,0,4,3,4,3,4,4,4,3,4,3,2,3,3,3,3,2,2,1,1,1,2,2,3,,2,2,2,,,0,1,4,1,1,1,2,3,2,2,7,"0,663286328315735"
88382,1,1,11,4,3,2,3,3,1,2,,3,2,3,5,1,,1,11,1,2,1,2,2,1,2,1,3,2,2,2,2,1,1,1,2,1,4,1,2,,,,,,,,,,,,,,,,,,,,,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,3,4,5,5,5,5,5,5,2,2,1,2,3,2,2,1,1,1,1,1,1,6,2,2,2,2,2,1,1,1,4,10,1,1,3,,2,1,3,"0,584822297096252"
88383,2,1,6,5,4,2,3,3,1,2,,4,2,6,,2,5,6,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,1,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,2,3,2,3,1,9,2,2,1,1,1,3,3,2,2,2,2,2,2,0,,,,,,,0,1,4,1,2,1,2,,2,1,7,"0,498898565769196"
88385,2,1,11,2,1,2,3,3,3,4,4,1,2,7,8,2,1,2,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,3,1,99,99,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,4,4,4,4,4,4,2,2,2,2,3,2,2,1,2,2,1,2,1,3,2,,,2,,2,0,2,4,99,2,4,,,2,2,99,"0,30453485250473"
88386,2,1,3,2,1,2,9,3,1,2,,4,2,6,,4,5,6,11,2,2,2,2,2,2,1,1,2,1,2,1,9,1,1,1,2,1,6,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,6,2,4,2,2,4,2,2,2,2,1,2,2,2,2,2,2,2,,1,4,5,3,4,3,5,3,5,5,2,3,2,3,3,3,3,1,1,1,1,1,2,5,2,2,2,2,1,,1,1,3,1,2,1,2,,1,1,7,"1,85334944725037"
88387,2,1,3,4,3,2,3,3,1,2,,4,2,6,,4,2,3,10,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,3,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,,3,4,4,5,5,5,5,5,5,5,2,2,2,2,3,3,3,2,1,1,1,2,1,4,,2,2,2,,2,0,2,4,14,1,1,3,,2,2,99,"0,631904900074005"
88388,1,1,19,3,2,2,3,3,2,3,,1,2,3,4,4,2,3,10,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,3,1,1,2,2,2,2,1,1,1,2,2,3,2,2,2,2,2,2,1,1,1,6,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,,3,4,4,1,5,5,4,5,5,5,1,1,2,2,2,3,3,2,2,2,2,2,2,0,,,,,,,0,2,4,4,1,1,3,,2,2,7,"0,757976949214935"
88389,1,1,15,3,2,2,3,3,1,2,,4,2,6,,4,2,3,10,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,4,2,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,9,9,4,4,3,4,3,4,1,3,2,2,3,9,3,1,1,1,1,2,2,4,2,2,1,2,,,1,2,3,19,2,4,,,2,2,5,"0,59237414598465"
88391,1,1,14,3,2,2,3,3,1,2,,2,2,6,,2,1,2,11,1,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,0,3,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,9,,0,4,4,4,4,4,5,3,4,5,2,1,1,2,2,9,3,2,2,2,2,2,2,0,,,,,,,0,2,4,4,2,4,,,2,2,5,"0,454683870077133"
88392,2,1,18,6,5,2,3,3,1,2,,2,2,6,,1,,1,11,0,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,9,2,0,8,1,2,2,2,2,9,9,2,9,2,0,1,1,9,9,9,1,9,1,1,0,2,4,1,1,1,99,2,2,2,9,9,2,2,2,9,2,9,,0,2,5,3,4,5,5,5,5,5,3,9,2,9,9,9,3,1,1,1,9,9,9,3,2,1,2,,,,1,1,4,99,1,1,3,,2,2,1,"0,38288539648056"
88393,1,1,19,6,5,2,3,3,1,2,,4,2,6,,4,2,3,10,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,3,4,3,5,3,4,4,5,4,1,2,1,2,3,3,2,2,1,2,2,9,2,1,,2,,,,,0,1,4,4,2,4,,,1,2,3,"0,402951031923294"
88395,2,1,16,3,2,2,1,3,1,2,,1,2,3,4,3,2,3,10,2,1,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,2,1,1,4,1,2,2,1,1,2,2,1,1,4,2,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,2,,6,5,4,5,5,4,5,5,5,5,3,2,1,1,2,2,2,1,2,2,2,1,1,3,1,,,,1,2,2,1,4,21,2,4,,,2,2,5,"0,752444207668304"
88396,2,1,13,2,1,2,3,3,1,2,,1,2,3,4,3,2,3,10,3,1,,,,,,,,,,,,,,,,,,7,1,1,2,1,1,2,2,1,2,1,5,2,1,1,1,2,2,2,2,2,6,2,1,1,3,3,2,2,1,2,2,2,2,2,2,1,2,2,,2,5,4,4,5,5,5,4,4,5,1,1,1,2,3,3,3,2,1,1,1,1,2,4,,1,2,1,2,,2,2,4,1,1,1,2,3,1,2,7,"0,397783935070038"
88397,2,1,15,5,4,2,3,3,1,2,,4,2,6,,4,2,3,10,4,1,,,,,,,,,,,,,,,,,,2,1,2,2,2,9,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,3,4,2,2,99,2,2,2,2,2,2,2,2,2,2,2,9,,0,4,4,4,5,5,5,5,5,5,2,3,2,2,9,3,2,1,2,2,2,2,2,1,2,,,,,,0,1,4,12,1,1,3,,1,2,5,"0,601870357990265"
88398,2,1,11,7,5,2,3,3,1,2,,4,2,6,,2,1,2,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,1,2,2,2,2,2,2,2,9,2,2,2,,0,5,5,4,4,5,5,5,4,5,1,1,2,2,1,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,4,1,1,1,2,3,2,2,5,"0,207754164934158"
88401,2,1,3,3,2,2,3,3,1,2,,4,2,6,,1,,1,11,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,3,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,2,4,2,2,2,2,2,1,1,2,2,1,2,2,1,2,9,,4,2,3,2,3,4,4,4,4,3,2,2,2,2,3,3,3,2,1,2,1,1,2,3,,2,,2,2,,0,1,4,1,1,1,2,3,1,1,5,"1,55559420585632"
88406,2,1,2,5,4,2,3,3,1,2,,4,2,6,,1,,1,11,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,2,3,3,4,4,4,5,5,4,2,3,2,2,3,3,2,2,1,1,1,1,9,4,,2,2,2,2,,0,1,4,1,1,1,2,3,1,2,99,"0,50296288728714"
88407,1,1,16,3,2,2,3,3,2,3,,1,2,3,4,3,97,8,,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,1,9,2,3,1,1,2,2,2,2,2,1,9,2,1,2,1,1,1,1,1,1,1,9,9,0,3,1,3,99,3,99,2,2,2,2,9,2,2,2,2,2,9,,0,5,5,4,3,5,4,5,5,5,2,9,2,9,3,3,2,1,2,1,1,2,1,4,1,,2,1,,1,3,2,4,99,1,1,3,,9,2,3,"0,811112642288208"
88408,1,1,9,3,2,2,3,3,1,2,,2,2,6,,2,1,2,11,1,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,3,3,3,4,5,4,4,5,3,2,3,3,3,3,3,2,1,2,2,2,2,1,,2,,,,,0,1,4,1,1,1,2,3,2,1,7,"0,77555251121521"
88409,2,1,9,4,3,2,3,3,1,2,,3,2,3,5,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,3,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,,2,5,5,5,3,3,5,3,2,4,2,2,1,2,2,2,2,2,1,1,1,2,2,3,,2,2,2,,,0,1,4,99,1,1,3,,1,2,4,"0,84019273519516"
88410,2,1,10,6,5,2,3,3,1,2,,4,2,6,,2,5,6,11,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,8,2,,,,,,,,,,,,,,,,,,,,,4,4,5,3,4,1,2,2,2,2,2,2,2,2,2,2,2,,0,9,9,9,3,3,2,5,3,1,1,3,3,2,3,3,1,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,2,,1,1,3,,2,2,2,"2,1330931186676"
88412,2,1,6,2,1,2,3,3,1,2,,4,2,6,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,1,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,9,2,3,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,2,1,1,2,4,1,1,,2,2,,2,1,4,1,1,1,2,3,1,2,5,"0,829868853092194"
88413,2,1,14,3,2,2,3,3,1,2,,4,2,6,,4,2,3,10,3,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,7,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,3,1,2,2,2,2,2,2,2,2,9,2,9,,0,5,4,3,3,3,5,5,2,3,1,3,1,3,3,3,3,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,3,1,1,1,2,3,2,2,99,"0,301321059465408"
88414,1,1,7,4,3,2,3,3,99,5,,1,2,3,4,2,97,8,,2,2,2,2,2,2,2,2,0,2,2,2,2,1,1,2,2,2,2,99,1,2,2,2,2,2,2,2,2,2,0,9,9,9,9,9,9,9,9,9,0,3,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,3,5,2,5,4,3,2,9,9,9,9,9,2,1,2,1,1,1,2,4,2,,1,1,2,,2,2,4,99,99,4,,,1,2,99,"0,603261590003967"
88415,1,1,3,2,1,2,3,3,1,2,,2,2,6,,4,4,5,10,3,2,2,2,2,2,2,2,0,2,2,1,1,1,1,1,1,2,6,3,1,1,2,9,9,2,1,1,2,1,4,1,1,1,1,1,1,1,1,2,1,4,1,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,9,9,9,4,3,3,5,2,2,3,2,3,2,3,2,2,1,1,2,2,2,,,1,1,,,2,2,4,99,1,1,3,,1,2,99,"0,589337885379791"
88416,1,1,19,3,2,2,3,3,1,2,,4,2,6,,1,,1,11,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,3,1,1,2,1,1,2,1,1,1,2,1,6,2,2,2,2,2,1,2,1,1,6,1,3,2,2,2,3,2,1,2,2,2,2,2,2,1,1,2,,3,3,3,3,3,4,3,4,3,4,2,2,2,3,3,3,2,1,1,1,1,1,1,6,2,1,2,2,2,1,2,2,4,4,1,1,3,,2,2,3,"1,1286700963974"
