ID_STA,ARRONDISSEMENT,BOROUGH,NBR_PLA,X,Y,JURIDICTION,EMPLACEMENT,LOCATION,HEURES,HOURS,NOTE_FR,NOTE_EN,TYPE_PAY,Latitude,Longitude
"58",Ahunstic-Cartierville,Ahunstic-Cartierville,"22",292433,5046689.31,Agence mobilité durable,Rue Fleury près de la rue Chambord (#335),Rue Fleury near Chambord St. (parking #335),21:00 à 07:00,9:00 pm to 7:00 am,"Sauf places réservées
Restriction de 21h à 7h","Except reserved spaces
Restriction from 9:00 pm to 7:00 am",false,45.560005,-73.658415
"91",Anjou,Anjou,"20",298302.08,5051493.88,Municipale,Parc Lucie-Bruneau - 7051 av. de l'Alsace,Lucie-Bruneau Park - 7051 de l'Alsace Ave,06:00 à 18:00,6:00 am to 6:00 pm,,,false,45.603318,-73.583299
"92",Anjou,Anjou,"20",299399.1,5051468.32,Municipale,Parc André-Laurendeau - 8361 av. André-Laurendeau (accès par le boul.du Haut-Anjou),André-Laurendeau Park - 8361 André-Laurendeau Ave (entrance by du Haut-Anjou Blvd),06:00 à 18:00,6:00 am to 6:00 pm,,,false,45.603097,-73.569236
"93",Anjou,Anjou,"20",300250.57,5051329.9,Municipale,"Bureau d'arrondissement - 7701, boul.Louis-H.Lafontaine",City Hall - 7701 Louis-H.Lafontaine Blvd,06:00 à 18:00,6:00 am to 6:00 pm,,,false,45.601858,-73.558319
"94",Anjou,Anjou,"20",301533.46,5051272.16,Municipale,"Aréna Chénier - 8200, av. Chénier",Chénier Arena - 8200 Chénier Ave,06:00 à 18:00,6:00 am to 6:00 pm,,,false,45.601345,-73.541873
"95",Anjou,Anjou,"20",301198.05,5052359.1,Municipale,"Aréna Chaumont - 8750, av. Chaumont",Chaumont Arena - 8750 Chaumont Ave,06:00 à 18:00,6:00 am to 6:00 pm,,,false,45.611124,-73.546181
"96",Anjou,Anjou,"20",300800.53,5052949.18,Municipale,"Édifice Roger-Rousseau - 7501, av. Rondeau",Roger-Rousseau building- 7501 Rondeau Ave,06:00 à 18:00,6:00 am to 6:00 pm,,,false,45.616432,-73.551282
"97",Anjou,Anjou,"20",299856.59,5051834.3,Municipale,"Édifice Centre Communautaire Anjou - 7800, boul. Métropolitain Est",Centre Communautaire Anjou - 7800 Métropolitain Blvd East,06:00 à 18:00,6:00 am to 6:00 pm,,,false,45.606394,-73.563375
"157",Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,"30",293502.64,5039476.17,Municipale,"Aréna Bill-Durnan, 4988, rue Vézina",Bill-Durnan Arena - 4988 Vézina St,18:00 à 07:00,6:00 pm to 7:00 am,,,false,45.495117,-73.644547
"158",Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,"20",293997.88,5036859.85,Municipale,"Aréna Doug-Harvey, 4985, avenue West Hill",Doug-Harvey Arena - 4985 West Hill Ave,18:00 à 07:00,6:00 pm to 7:00 am,,,false,45.471582,-73.638153
"61",Lachine,Lachine,"11",287917,5033177.06,Municipale,Parc Summerlea - Boul Saint-Joseph (entre 52e avenue et 54e avenue),Summerlea Park - St-Joseph Blvd (between 52th Ave and 54th Ave),24h,24h,,,false,45.438322,-73.715797
"62",Lachine,Lachine,"80",289663,5032556.42,Municipale,Parc Saint-Louis - Boulevard Saint-Joseph (entre 32e avenue et 34e avenue),St-Louis Park - St-Joseph Blvd (between 32th Ave and 34th Ave),24h,24h,,,false,45.432777,-73.693461
"63",Lachine,Lachine,"18",289827,5032702.61,Municipale,"À l'est de la 32e av, entre la rue Notre-Dame et le boulevard Saint-Joseph",East of 32th Ave between Notre-Dame St. and Saint-Joseph Blvd,24h,24h,,,false,45.434096,-73.691369
"64",Lachine,Lachine,"65",289884,5032614.15,Municipale,La maison du brasseur,La maison du brasseur,24h,24h,,,false,45.433302,-73.690638
"65",Lachine,Lachine,"21",290046,5032684.31,Municipale,Boulevard Saint-Joseph (entre 27e avenue et 28e avenue),St-Joseph Blvd (between 27th Ave and 28th Ave),24h,24h,,,false,45.433936,-73.688570
"66",Lachine,Lachine,"26",290244,5032688.5,Municipale,Parc des Saules,Des Saules Park,24h,24h,,,false,45.433978,-73.686039
"67",Lachine,Lachine,"32",290405,5032573.36,Municipale,"Club de Canoë de Course, 2105, boulevard Saint-Joseph","Club de Canoë de Course, 2105 Saint-Joseph Blvd",24h,24h,,,false,45.432945,-73.683978
"68",Lachine,Lachine,"19",290655,5032648.46,Municipale,Mairie - Boulevard Saint-Joseph (entre 18e avenue et 19e avenue),City Hall - St-Joseph Blvd (between 18th Ave and 19th Ave),24h,24h,,,false,45.433626,-73.680785
"69",Lachine,Lachine,"48",290687,5032612.02,Municipale,Boulevard Saint-Joseph (entre 17e avenue et 18e avenue),Saint-Joseph Blvd (between 17th Ave and 18th Ave),24h,24h,,,false,45.433299,-73.680375
"70",Lachine,Lachine,"47",291173,5032428.49,Municipale,Boulevard Saint-Joseph entre la 11e avenue et la 12e avenue,Saint-Joseph Blvd between 11th Ave and 12th Ave,24h,24h,,,false,45.431657,-73.674159
"71",Lachine,Lachine,"142",291312,5032078.3,Municipale,Parc René-Lévesque,René-Lévesque Park,24h,24h,,,false,45.428509,-73.672373
"72",Lachine,Lachine,"25",291789,5032184.53,Municipale,Musée Lachine,Lachine Museum,24h,24h,,,false,45.429474,-73.666280
"73",Lachine,Lachine,"94",291723,5033130.34,Municipale,Rue Victoria entre la 6e avenue et la 1ère avenue,Victoria St between 6th Ave and 1st Ave,24h,24h,,,false,45.437983,-73.667148
